"Time","iAC[1]","iAC[2]","iAC[3]"
0.0057,556.108,-419.765,-136.342
0.0058,463.934,-263.49,-200.444
0.0059,367.945,-91.1581,-276.787
0.006,316.922,-0.203765,-316.718
0.0061,315.453,-0.173561,-315.28
0.0062,317.643,-0.143186,-317.5
0.0063,323.01,-0.11267,-322.898
0.0064,331.057,-0.0820423,-330.975
0.0065,341.274,-0.0513338,-341.222
0.0066,353.136,-0.0205747,-353.116
0.0067,366.112,0.0102048,-366.122
0.0068,379.663,0.0409742,-379.704
0.0069,393.248,0.0717032,-393.32
0.007,406.328,0.102361,-406.43
0.0071,418.37,0.132919,-418.502
0.0072,428.847,0.163345,-429.011
0.0073,437.247,0.193609,-437.441
0.0074,443.067,0.223683,-443.291
0.0075,445.825,0.253536,-446.079
0.0076,445.061,0.283139,-445.344
0.0077,440.34,0.312462,-440.653
0.0078,431.241,0.341477,-431.582
0.0079,417.389,0.370155,-417.759
0.008,398.439,0.398468,-398.838
0.0081,374.079,0.426387,-374.506
0.0082,344.024,0.453886,-344.478
0.0083,308.035,0.480937,-308.516
0.0084,265.915,0.507513,-266.423
0.0085,217.51,0.533588,-218.044
0.0086,159.476,7.01321,-166.489
0.0087,87.3461,28.6985,-116.045
0.0088,1.08306,65.4898,-66.5729
0.0089,0.331946,67.3504,-67.6824
0.009,0.302826,76.2653,-76.5682
0.0091,0.273407,92.0936,-92.367
0.0092,0.243719,114.291,-114.535
0.0093,0.21379,142.275,-142.489
0.0094,0.18365,175.43,-175.614
0.0095,0.153328,213.11,-213.263
0.0096,0.122856,254.64,-254.763
0.0097,0.092262,299.324,-299.416
0.0098,0.0615771,346.444,-346.506
0.0099,0.0308315,395.274,-395.305
0.01,5.54059e-05,445.075,-445.075
0.0101,-0.0307207,495.108,-495.077
0.0102,-0.0614665,544.63,-544.569
0.0103,-0.0921517,592.901,-592.808
0.0104,-0.122746,639.188,-639.065
0.0105,-0.153219,682.776,-682.623
0.0106,-0.183541,722.969,-722.786
0.0107,-0.213682,759.094,-758.881
0.0108,-0.243611,790.504,-790.26
0.0109,-0.273301,816.58,-816.306
0.011,-0.302721,836.738,-836.435
0.0111,-0.331842,850.433,-850.102
0.0112,-0.360635,857.159,-856.798
0.0113,-0.389073,856.456,-856.067
0.0114,-0.417126,847.91,-847.493
0.0115,-0.444768,831.157,-830.712
0.0116,-0.471971,805.888,-805.416
0.0117,-0.498708,771.846,-771.347
0.0118,-0.524954,728.831,-728.306
0.0119,-3.52297,678.179,-674.656
0.012,-19.1935,624.664,-605.471
0.0121,-48.2027,568.544,-520.341
0.0122,-90.422,509.711,-419.289
0.0123,-145.708,448.071,-302.362
0.0124,-213.917,383.554,-169.637
0.0125,-294.904,316.124,-21.2191
0.0126,-316.974,317.198,-0.223791
0.0127,-332.932,333.126,-0.193718
0.0128,-352.725,352.888,-0.163454
0.0129,-375.782,375.915,-0.133028
0.013,-401.503,401.606,-0.102472
0.0131,-429.281,429.353,-0.0718137
0.0132,-458.496,458.537,-0.0410849
0.0133,-488.52,488.531,-0.0103156
0.0134,-518.722,518.702,0.0204639
0.0135,-548.471,548.419,0.0512232
0.0136,-577.135,577.053,0.0819319
0.0137,-604.094,603.981,0.11256
0.0138,-628.739,628.595,0.143077
0.0139,-650.474,650.301,0.173452
0.014,-668.727,668.524,0.203657
0.0141,-682.947,682.713,0.23366
0.0142,-692.608,692.344,0.263433
0.0143,-697.214,696.921,0.292946
0.0144,-696.305,695.983,0.32217
0.0145,-689.457,689.106,0.351075
0.0146,-676.276,675.897,0.379635
0.0147,-656.417,656.009,0.407819
0.0148,-629.57,629.134,0.435602
0.0149,-595.479,595.016,0.462954
0.015,-553.932,553.442,0.489849
0.0151,-504.768,504.251,0.516262
0.0152,-447.875,447.333,0.542164
0.0153,-386.505,379.311,7.19393
0.0154,-324.476,296.302,28.1746
0.0155,-261.722,198.337,63.3841
0.0156,-198.175,85.4744,112.7
0.0157,-155.029,0.293052,154.736
0.0158,-160.785,0.26354,160.521
0.0159,-172.402,0.233768,172.168
0.016,-189.35,0.203765,189.147
0.0161,-211.075,0.173561,210.901
0.0162,-236.993,0.143186,236.85
0.0163,-266.496,0.11267,266.383
0.0164,-298.954,0.0820423,298.872
0.0165,-333.719,0.0513338,333.668
0.0166,-370.131,0.0205747,370.111
0.0167,-407.521,-0.0102048,407.532
0.0168,-445.216,-0.0409742,445.257
0.0169,-482.54,-0.0717032,482.612
0.017,-518.824,-0.102361,518.926
0.0171,-553.405,-0.132919,553.538
0.0172,-585.633,-0.163345,585.796
0.0173,-614.874,-0.193609,615.067
0.0174,-640.514,-0.223683,640.737
0.0175,-661.963,-0.253536,662.216
0.0176,-678.658,-0.283139,678.941
0.0177,-690.064,-0.312462,690.377
0.0178,-695.685,-0.341477,696.026
0.0179,-695.061,-0.370155,695.431
0.018,-687.773,-0.398468,688.171
0.0181,-673.447,-0.426387,673.873
0.0182,-651.751,-0.453886,652.205
0.0183,-622.405,-0.480937,622.886
0.0184,-585.177,-0.507513,585.684
0.0185,-539.876,-0.544583,540.421
0.0186,-482.564,-8.20358,490.767
0.0187,-409.929,-29.9196,439.848
0.0188,-321.964,-65.5444,387.508
0.0189,-218.683,-114.922,333.605
0.019,-100.125,-177.888,278.013
0.0191,-0.273422,-237.308,237.581
0.0192,-0.243719,-252.361,252.605
0.0193,-0.21379,-272.449,272.663
0.0194,-0.18365,-296.996,297.18
0.0195,-0.153328,-325.406,325.56
0.0196,-0.122856,-357.059,357.182
0.0197,-0.092262,-391.314,391.406
0.0198,-0.0615771,-427.516,427.578
0.0199,-0.0308315,-464.998,465.029
0.02,-5.54067e-05,-503.085,503.085
0.0201,0.0307207,-541.101,541.07
0.0202,0.0614665,-578.37,578.309
0.0203,0.0921517,-614.223,614.131
0.0204,0.122746,-648,647.877
0.0205,0.153219,-679.056,678.902
0.0206,0.183541,-706.762,706.578
0.0207,0.213682,-730.513,730.3
0.0208,0.243611,-749.729,749.486
0.0209,0.273301,-763.859,763.586
0.021,0.302721,-772.385,772.083
0.0211,0.331842,-774.825,774.493
0.0212,0.360635,-770.736,770.376
0.0213,0.389073,-759.717,759.328
0.0214,0.417126,-741.411,740.994
0.0215,0.444768,-715.509,715.064
0.0216,0.471971,-681.749,681.277
0.0217,0.498709,-639.921,639.423
0.0218,0.524954,-589.868,589.343
0.0219,1.40356,-531.901,530.498
0.022,13.2836,-471.043,457.759
0.0221,39.0752,-408.726,369.651
0.0222,78.6674,-344.885,266.217
0.0223,131.938,-279.463,147.525
0.0224,198.764,-212.422,13.6577
0.0225,211.192,-211.445,0.253643
0.0226,222.36,-222.584,0.223791
0.0227,238.435,-238.628,0.193718
0.0228,258.863,-259.027,0.163454
0.0229,283.067,-283.2,0.133028
0.023,310.448,-310.55,0.102472
0.0231,340.39,-340.462,0.0718137
0.0232,372.262,-372.303,0.0410849
0.0233,405.417,-405.428,0.0103156
0.0234,439.205,-439.185,-0.0204639
0.0235,472.972,-472.921,-0.0512232
0.0236,506.065,-505.983,-0.0819319
0.0237,537.839,-537.727,-0.11256
0.0238,567.658,-567.515,-0.143077
0.0239,594.9,-594.726,-0.173452
0.024,618.965,-618.761,-0.203657
0.0241,639.265,-639.032,-0.23366
0.0242,655.236,-654.973,-0.263433
0.0243,666.347,-666.054,-0.292946
0.0244,672.096,-671.774,-0.32217
0.0245,672.023,-671.672,-0.351075
0.0246,665.7,-665.32,-0.379635
0.0247,652.748,-652.34,-0.407819
0.0248,632.822,-632.386,-0.435602
0.0249,605.627,-605.164,-0.462954
0.025,570.911,-570.421,-0.489849
0.0251,528.475,-527.959,-0.516262
0.0252,478.415,-477.376,-1.03846
0.0253,425.585,-413.609,-11.9757
0.0254,371.799,-334.696,-37.1028
0.0255,316.924,-240.647,-76.2769
0.0256,260.835,-131.488,-129.347
0.0257,203.421,-7.26744,-196.153
0.0258,210.631,-0.26354,-210.368
0.0259,226.903,-0.233768,-226.67
0.026,248.196,-0.203765,-247.993
0.0261,273.931,-0.173561,-273.758
0.0262,303.505,-0.143186,-303.361
0.0263,336.288,-0.11267,-336.176
0.0264,371.635,-0.0820423,-371.553
0.0265,408.882,-0.0513338,-408.831
0.0266,447.356,-0.0205747,-447.336
0.0267,486.377,0.0102048,-486.387
0.0268,525.263,0.0409742,-525.304
0.0269,563.334,0.0717032,-563.406
0.027,599.916,0.102361,-600.019
0.0271,634.346,0.132919,-634.479
0.0272,665.975,0.163345,-666.138
0.0273,694.173,0.193609,-694.366
0.0274,718.331,0.223683,-718.555
0.0275,737.87,0.253536,-738.124
0.0276,752.237,0.283139,-752.52
0.0277,760.914,0.312462,-761.227
0.0278,763.42,0.341477,-763.762
0.0279,759.314,0.370155,-759.684
0.028,748.195,0.398468,-748.593
0.0281,729.709,0.426387,-730.136
0.0282,703.551,0.453886,-704.005
0.0283,669.463,0.480937,-669.944
0.0284,627.238,0.507513,-627.745
0.0285,576.723,0.533588,-577.256
0.0286,515.621,4.92783,-520.549
0.0287,439.246,22.9642,-462.21
0.0288,347.466,54.8323,-402.298
0.0289,240.323,100.404,-340.728
0.029,117.881,159.546,-277.427
0.0291,0.273399,222.09,-222.364
0.0292,0.243719,231.467,-231.71
0.0293,0.21379,246,-246.214
0.0294,0.18365,265.158,-265.342
0.0295,0.153328,288.365,-288.518
0.0296,0.122856,315.028,-315.15
0.0297,0.092262,344.533,-344.625
0.0298,0.0615771,376.251,-376.312
0.0299,0.0308315,409.539,-409.57
0.03,5.5405e-05,443.747,-443.747
0.0301,-0.0307207,478.218,-478.187
0.0302,-0.0614665,512.296,-512.234
0.0303,-0.0921517,545.327,-545.235
0.0304,-0.122746,576.668,-576.545
0.0305,-0.153219,605.685,-605.532
0.0306,-0.183541,631.762,-631.579
0.0307,-0.213682,654.302,-654.089
0.0308,-0.243611,672.73,-672.487
0.0309,-0.273301,686.499,-686.226
0.031,-0.302721,695.091,-694.788
0.0311,-0.331842,698.022,-697.69
0.0312,-0.360635,694.846,-694.486
0.0313,-0.389073,685.159,-684.77
0.0314,-0.417126,668.595,-668.177
0.0315,-0.444768,644.835,-644.39
0.0316,-0.471971,613.605,-613.133
0.0317,-0.498708,574.68,-574.182
0.0318,-0.524954,527.887,-527.362
0.0319,-2.44033,474.037,-471.597
0.032,-16.8717,418.381,-401.509
0.0321,-45.4078,361.647,-316.239
0.0322,-87.9182,303.73,-215.812
0.0323,-144.256,244.526,-100.27
0.0324,-198.965,199.248,-0.283245
0.0325,-209.602,209.856,-0.253643
0.0326,-225.669,225.893,-0.223791
0.0327,-246.621,246.814,-0.193718
0.0328,-271.872,272.035,-0.163454
0.0329,-300.82,300.953,-0.133028
0.033,-332.839,332.941,-0.102472
0.0331,-367.286,367.358,-0.0718137
0.0332,-403.504,403.546,-0.0410849
0.0333,-440.826,440.836,-0.0103156
0.0334,-478.575,478.555,0.0204639
0.0335,-516.078,516.027,0.0512232
0.0336,-552.663,552.581,0.0819319
0.0337,-587.664,587.552,0.11256
0.0338,-620.43,620.287,0.143077
0.0339,-650.32,650.147,0.173452
0.034,-676.716,676.512,0.203657
0.0341,-699.02,698.786,0.23366
0.0342,-716.66,716.396,0.263433
0.0343,-729.098,728.805,0.292946
0.0344,-735.829,735.506,0.32217
0.0345,-736.383,736.032,0.351075
0.0346,-730.334,729.954,0.379635
0.0347,-717.294,716.886,0.407819
0.0348,-696.922,696.487,0.435602
0.0349,-668.924,668.462,0.462954
0.035,-633.056,632.566,0.489849
0.0351,-589.121,588.604,0.516262
0.0352,-537.09,536.325,0.765312
0.0353,-481.426,471.091,10.3345
0.0354,-424.397,390.508,33.8893
0.0355,-365.896,294.597,71.2991
0.0356,-305.825,183.399,122.426
0.0357,-244.104,56.9765,187.127
0.0358,-223.074,0.26354,222.811
0.0359,-235.889,0.233768,235.655
0.036,-253.685,0.203765,253.481
0.0361,-275.899,0.173561,275.725
0.0362,-301.944,0.143186,301.801
0.0363,-331.213,0.11267,331.101
0.0364,-363.079,0.0820423,362.997
0.0365,-396.899,0.0513338,396.848
0.0366,-432.018,0.0205747,431.997
0.0367,-467.774,-0.0102048,467.785
0.0368,-503.504,-0.0409742,503.545
0.0369,-538.545,-0.0717032,538.617
0.037,-572.239,-0.102361,572.342
0.0371,-603.94,-0.132919,604.073
0.0372,-633.012,-0.163345,633.176
0.0373,-658.841,-0.193609,659.034
0.0374,-680.83,-0.223683,681.054
0.0375,-698.411,-0.253536,698.665
0.0376,-711.042,-0.283139,711.326
0.0377,-718.216,-0.312462,718.528
0.0378,-719.457,-0.341477,719.798
0.0379,-714.331,-0.370155,714.701
0.038,-702.445,-0.398468,702.843
0.0381,-683.447,-0.426387,683.873
0.0382,-657.034,-0.453886,657.488
0.0383,-622.949,-0.480937,623.43
0.0384,-580.985,-0.507513,581.493
0.0385,-530.988,-0.533588,531.522
0.0386,-470.465,-5.31381,475.779
0.0387,-394.793,-23.9785,418.772
0.0388,-303.877,-56.6345,360.511
0.0389,-197.75,-103.148,300.897
0.039,-76.4679,-163.376,239.844
0.0391,-0.274118,-207.082,207.356
0.0392,-0.24372,-218.443,218.687
0.0393,-0.213795,-235.03,235.244
0.0394,-0.18365,-256.292,256.475
0.0395,-0.153328,-281.648,281.802
0.0396,-0.122856,-310.495,310.618
0.0397,-0.092262,-342.207,342.299
0.0398,-0.0615771,-376.141,376.202
0.0399,-0.0308315,-411.642,411.673
0.04,-5.54063e-05,-448.046,448.046
0.0401,0.0307207,-484.686,484.655
0.0402,0.0614665,-520.894,520.832
0.0403,0.0921517,-556.004,555.912
0.0404,0.122746,-589.362,589.239
0.0405,0.153219,-620.322,620.169
0.0406,0.183541,-648.258,648.074
0.0407,0.213682,-672.561,672.347
0.0408,0.243611,-692.649,692.405
0.0409,0.273301,-707.964,707.69
0.041,0.302721,-717.979,717.677
0.0411,0.331842,-722.206,721.874
0.0412,0.360635,-720.189,719.829
0.0413,0.389073,-711.518,711.129
0.0414,0.417126,-695.822,695.405
0.0415,0.444768,-672.778,672.333
0.0416,0.471971,-642.107,641.636
0.0417,0.498708,-603.584,603.085
0.0418,0.524954,-557.029,556.504
0.0419,2.47069,-503.272,500.801
0.042,16.8778,-447.518,430.64
0.0421,45.2815,-390.471,345.19
0.0422,87.5534,-332.029,244.476
0.0423,143.548,-272.092,128.544
0.0424,211.705,-211.988,0.283245
0.0425,221.556,-221.81,0.253643
0.0426,236.772,-236.996,0.223791
0.0427,256.809,-257.003,0.193718
0.0428,281.09,-281.254,0.163454
0.0429,309.017,-309.15,0.133028
0.043,339.974,-340.077,0.102472
0.0431,373.324,-373.396,0.0718137
0.0432,408.414,-408.455,0.0410849
0.0433,444.581,-444.591,0.0103156
0.0434,481.157,-481.136,-0.0204639
0.0435,517.473,-517.422,-0.0512232
0.0436,552.865,-552.783,-0.0819319
0.0437,586.675,-586.562,-0.11256
0.0438,618.255,-618.112,-0.143077
0.0439,646.978,-646.804,-0.173452
0.044,672.225,-672.022,-0.203657
0.0441,693.415,-693.182,-0.23366
0.0442,709.972,-709.709,-0.263433
0.0443,721.372,-721.079,-0.292946
0.0444,727.103,-726.78,-0.32217
0.0445,726.706,-726.355,-0.351075
0.0446,719.757,-719.377,-0.379635
0.0447,705.873,-705.466,-0.407819
0.0448,684.723,-684.287,-0.435602
0.0449,656.013,-655.55,-0.462954
0.045,619.507,-619.017,-0.489849
0.0451,575.013,-574.497,-0.516262
0.0452,522.479,-521.765,-0.713123
0.0453,466.276,-456.274,-10.001
0.0454,408.821,-375.49,-33.3311
0.0455,350.01,-279.436,-70.5742
0.0456,289.748,-168.154,-121.594
0.0457,227.953,-41.7061,-186.247
0.0458,214.578,-0.26354,-214.314
0.0459,227.46,-0.233768,-227.226
0.046,245.373,-0.203765,-245.17
0.0461,267.751,-0.173561,-267.577
0.0462,294.004,-0.143186,-293.861
0.0463,323.525,-0.11267,-323.412
0.0464,355.688,-0.0820423,-355.606
0.0465,389.846,-0.0513338,-389.794
0.0466,425.34,-0.0205747,-425.319
0.0467,461.506,0.0102048,-461.516
0.0468,497.677,0.0409742,-497.718
0.0469,533.189,0.0717032,-533.26
0.047,567.38,0.102361,-567.483
0.0471,599.603,0.132919,-599.736
0.0472,629.222,0.163345,-629.385
0.0473,655.615,0.193609,-655.808
0.0474,678.191,0.223683,-678.415
0.0475,696.366,0.253536,-696.62
0.0476,709.605,0.283139,-709.888
0.0477,717.384,0.312462,-717.696
0.0478,719.231,0.341477,-719.573
0.0479,714.707,0.370155,-715.077
0.048,703.414,0.398468,-703.812
0.0481,685.002,0.426387,-685.429
0.0482,659.163,0.453886,-659.617
0.0483,625.64,0.480937,-626.121
0.0484,584.222,0.507513,-584.729
0.0485,534.751,0.533588,-535.285
0.0486,474.599,5.60374,-480.202
0.0487,399.254,24.6015,-423.855
0.0488,308.645,57.5713,-366.216
0.0489,202.804,104.377,-307.18
0.049,81.7843,164.873,-246.658
0.0491,0.273412,211.6,-211.873
0.0492,0.243719,223.287,-223.531
0.0493,0.21379,240.177,-240.39
0.0494,0.18365,261.717,-261.9
0.0495,0.153328,287.321,-287.474
0.0496,0.122856,316.383,-316.506
0.0497,0.092262,348.275,-348.368
0.0498,0.0615771,382.356,-382.417
0.0499,0.0308315,417.969,-417.999
0.05,5.54056e-05,454.451,-454.451
0.0501,-0.0307207,491.133,-491.102
0.0502,-0.0614665,527.346,-527.285
0.0503,-0.0921517,562.426,-562.334
0.0504,-0.122746,595.717,-595.594
0.0505,-0.153219,626.575,-626.422
0.0506,-0.183541,654.373,-654.189
0.0507,-0.213682,678.508,-678.294
0.0508,-0.243611,698.401,-698.158
0.0509,-0.273301,713.487,-713.214
0.051,-0.302721,723.246,-722.944
0.0511,-0.331842,727.181,-726.849
0.0512,-0.360635,724.843,-724.482
0.0513,-0.389073,715.822,-715.433
0.0514,-0.417126,699.754,-699.337
0.0515,-0.444768,676.317,-675.872
0.0516,-0.471971,645.237,-644.765
0.0517,-0.498708,606.288,-605.789
0.0518,-0.524954,559.295,-558.77
0.0519,-2.31751,505.009,-502.691
0.052,-16.4192,448.641,-432.221
0.0521,-44.5135,390.972,-346.459
0.0522,-86.4748,331.905,-245.431
0.0523,-142.16,271.346,-129.185
0.0524,-210.176,210.46,-0.283253
0.0525,-219.575,219.829,-0.253643
0.0526,-234.353,234.577,-0.223791
0.0527,-253.962,254.156,-0.193718
0.0528,-277.831,277.995,-0.163454
0.0529,-305.366,305.499,-0.133028
0.053,-335.951,336.054,-0.102472
0.0531,-368.95,369.022,-0.0718137
0.0532,-403.715,403.756,-0.0410849
0.0533,-439.584,439.594,-0.0103156
0.0534,-475.893,475.873,0.0204639
0.0535,-511.976,511.925,0.0512232
0.0536,-547.167,547.086,0.0819319
0.0537,-580.811,580.698,0.11256
0.0538,-612.261,612.118,0.143077
0.0539,-640.885,640.711,0.173452
0.054,-666.07,665.867,0.203657
0.0541,-687.227,686.994,0.23366
0.0542,-703.793,703.529,0.263433
0.0543,-715.233,714.94,0.292946
0.0544,-721.046,720.724,0.32217
0.0545,-720.77,720.419,0.351075
0.0546,-713.979,713.6,0.379635
0.0547,-700.291,699.883,0.407819
0.0548,-679.367,678.932,0.435602
0.0549,-650.917,650.454,0.462954
0.055,-614.698,614.208,0.489849
0.0551,-570.519,570.003,0.516262
0.0552,-518.339,517.591,0.748263
0.0553,-462.592,452.331,10.2604
0.0554,-405.62,371.792,33.8279
0.0555,-347.313,275.993,71.3199
0.0556,-287.575,164.976,122.598
0.0557,-226.319,38.8018,187.517
0.0558,-214.805,0.26354,214.541
0.0559,-228.094,0.233768,227.86
0.056,-246.411,0.203765,246.207
0.0561,-269.185,0.173561,269.011
0.0562,-295.825,0.143186,295.682
0.0563,-325.724,0.11267,325.611
0.0564,-358.251,0.0820423,358.169
0.0565,-392.759,0.0513338,392.707
0.0566,-428.586,0.0205747,428.566
0.0567,-465.067,-0.0102048,465.077
0.0568,-501.533,-0.0409742,501.574
0.0569,-537.317,-0.0717032,537.389
0.057,-571.758,-0.102361,571.86
0.0571,-604.205,-0.132919,604.338
0.0572,-634.022,-0.163345,634.185
0.0573,-660.587,-0.193609,660.781
0.0574,-683.305,-0.223683,683.529
0.0575,-701.599,-0.253536,701.853
0.0576,-714.922,-0.283139,715.205
0.0577,-722.761,-0.312462,723.074
0.0578,-724.635,-0.341477,724.977
0.0579,-720.109,-0.370155,720.479
0.058,-708.783,-0.398468,709.181
0.0581,-690.306,-0.426387,690.733
0.0582,-664.375,-0.453886,664.829
0.0583,-630.728,-0.480937,631.209
0.0584,-589.16,-0.507513,589.668
0.0585,-539.512,-0.533588,540.045
0.0586,-479.211,-5.49336,484.705
0.0587,-403.712,-24.3446,428.057
0.0588,-312.933,-57.1525,370.086
0.0589,-206.909,-103.782,310.691
0.059,-85.693,-164.09,249.783
0.0591,-0.273413,-212.468,212.742
0.0592,-0.243719,-223.847,224.09
0.0593,-0.21379,-240.424,240.638
0.0594,-0.18365,-261.651,261.835
0.0595,-0.153328,-286.944,287.097
0.0596,-0.122856,-315.696,315.819
0.0597,-0.092262,-347.284,347.376
0.0598,-0.0615771,-381.065,381.127
0.0599,-0.0308315,-416.387,416.418
0.06,-5.54056e-05,-452.587,452.587
0.0601,0.0307207,-488.998,488.968
0.0602,0.0614665,-524.953,524.892
0.0603,0.0921517,-559.788,559.696
0.0604,0.122746,-592.849,592.726
0.0605,0.153219,-623.493,623.339
0.0606,0.183541,-651.095,650.911
0.0607,0.213682,-675.052,674.838
0.0608,0.243611,-694.786,694.543
0.0609,0.273301,-709.735,709.461
0.061,0.302721,-719.377,719.074
0.0611,0.331842,-723.216,722.884
0.0612,0.360635,-720.805,720.444
0.0613,0.389073,-711.734,711.345
0.0614,0.417126,-695.638,695.221
0.0615,0.444768,-672.196,671.752
0.0616,0.471971,-641.134,640.662
0.0617,0.498708,-602.226,601.727
0.0618,0.524954,-555.295,554.77
0.0619,2.34545,-501.109,498.764
0.062,16.5138,-444.881,428.367
0.0621,44.6888,-387.38,342.691
0.0622,86.7438,-328.507,241.763
0.0623,142.535,-268.166,125.631
0.0624,208.954,-209.237,0.283245
0.0625,218.544,-218.797,0.253643
0.0626,233.515,-233.738,0.223791
0.0627,253.326,-253.52,0.193718
0.0628,277.4,-277.564,0.163454
0.0629,305.142,-305.275,0.133028
0.063,335.934,-336.037,0.102472
0.0631,369.143,-369.215,0.0718137
0.0632,404.115,-404.157,0.0410849
0.0633,440.189,-440.199,0.0103156
0.0634,476.696,-476.675,-0.0204639
0.0635,512.968,-512.917,-0.0512232
0.0636,548.341,-548.259,-0.0819319
0.0637,582.156,-582.044,-0.11256
0.0638,613.768,-613.625,-0.143077
0.0639,642.546,-642.373,-0.173452
0.064,667.874,-667.671,-0.203657
0.0641,689.169,-688.935,-0.23366
0.0642,705.854,-705.591,-0.263433
0.0643,717.404,-717.111,-0.292946
0.0644,723.308,-722.985,-0.32217
0.0645,723.104,-722.753,-0.351075
0.0646,716.368,-715.988,-0.379635
0.0647,702.716,-702.308,-0.407819
0.0648,681.813,-681.377,-0.435602
0.0649,653.367,-652.904,-0.462954
0.065,617.139,-616.649,-0.489849
0.0651,572.936,-572.42,-0.516262
0.0652,520.72,-519.974,-0.745922
0.0653,464.93,-454.691,-10.2391
0.0654,407.899,-374.12,-33.7792
0.0655,349.517,-278.282,-71.2352
0.0656,289.686,-167.217,-122.47
0.0657,228.323,-40.9868,-187.337
0.0658,215.628,-0.26354,-215.364
0.0659,228.824,-0.233768,-228.59
0.066,247.043,-0.203765,-246.839
0.0661,269.716,-0.173561,-269.543
0.0662,296.253,-0.143186,-296.11
0.0663,326.046,-0.11267,-325.933
0.0664,358.466,-0.0820423,-358.383
0.0665,392.865,-0.0513338,-392.813
0.0666,428.583,-0.0205747,-428.563
0.0667,464.955,0.0102048,-464.965
0.0668,501.313,0.0409742,-501.354
0.0669,536.99,0.0717032,-537.062
0.067,571.327,0.102361,-571.429
0.0671,603.671,0.132919,-603.804
0.0672,633.39,0.163345,-633.553
0.0673,659.859,0.193609,-660.053
0.0674,682.487,0.223683,-682.711
0.0675,700.693,0.253536,-700.946
0.0676,713.935,0.283139,-714.218
0.0677,721.697,0.312462,-722.009
0.0678,723.501,0.341477,-723.843
0.0679,718.911,0.370155,-719.281
0.068,707.528,0.398468,-707.927
0.0681,689.003,0.426387,-689.429
0.0682,663.029,0.453886,-663.483
0.0683,629.349,0.480937,-629.83
0.0684,587.754,0.507513,-588.262
0.0685,538.087,0.533588,-538.621
0.0686,477.78,5.48635,-483.266
0.0687,402.279,24.3341,-426.613
0.0688,311.505,57.1439,-368.649
0.0689,205.49,103.78,-309.27
0.069,84.2886,164.101,-248.39
0.0691,0.273903,211.804,-212.078
0.0692,0.243563,223.221,-223.465
0.0693,0.21379,239.838,-240.052
0.0694,0.18365,261.104,-261.288
0.0695,0.153328,286.438,-286.591
0.0696,0.122856,315.235,-315.357
0.0697,0.092262,346.869,-346.962
0.0698,0.0615771,380.702,-380.763
0.0699,0.0308315,416.077,-416.108
0.07,5.53988e-05,452.333,-452.333
0.0701,-0.0307207,488.803,-488.772
0.0702,-0.0614665,524.817,-524.755
0.0703,-0.0921517,559.714,-559.622
0.0704,-0.122746,592.834,-592.711
0.0705,-0.153219,623.537,-623.383
0.0706,-0.183541,651.194,-651.01
0.0707,-0.213682,675.201,-674.987
0.0708,-0.243611,694.977,-694.733
