"time","headlight","on_counter","off_counter","on_counter_byType","off_counter_byType","light_switch_old_byType"
1.55,0,0,0,0,0,2
1.57,0,0,0,0,0,2
1.59,0,0,0,0,0,2
1.61,0,0,0,0,0,2
1.63,0,0,0,0,0,2
1.65,0,0,0,0,0,2
1.67,0,0,0,0,0,2
1.69,0,0,0,0,0,2
1.71,0,0,0,0,0,2
1.73,0,0,0,0,0,2
1.75,0,0,0,0,0,2
1.77,0,0,0,0,0,2
1.79,0,0,0,0,0,2
1.81,0,0,0,0,0,2
1.83,0,0,0,0,0,2
1.85,0,0,0,0,0,2
1.87,0,0,0,0,0,2
1.89,0,0,0,0,0,2
1.91,0,0,0,0,0,2
1.93,0,0,0,0,0,2
1.95,0,0,0,0,0,2
1.97,0,0,0,0,0,2
1.99,0,0,0,0,0,2
2.01,0,0,0,0,0,2
2.03,0,0,0,0,0,2
2.05,0,0,0,0,0,2
2.07,0,0,0,0,0,2
2.09,0,0,0,0,0,2
2.11,0,0,0,0,0,2
2.13,0,0,0,0,0,2
2.15,0,0,0,0,0,2
2.17,0,0,0,0,0,2
2.19,0,0,0,0,0,2
2.21,0,0,0,0,0,2
2.23,0,0,0,0,0,2
2.25,0,0,0,0,0,2
2.27,0,0,0,0,0,2
2.29,0,0,0,0,0,2
2.31,0,0,0,0,0,2
2.33,0,0,0,0,0,2
2.35,0,0,0,0,0,2
2.37,0,0,0,0,0,2
2.39,0,0,0,0,0,2
2.41,0,0,0,0,0,2
2.43,0,0,0,0,0,2
2.45,0,0,0,0,0,2
2.47,0,0,0,0,0,2
2.49,0,0,0,0,0,2
2.51,0,0,0,0,0,2
2.53,0,0,0,0,0,2
2.55,0,0,0,0,0,2
2.57,0,0,0,0,0,2
2.59,0,0,0,0,0,2
2.61,0,0,0,0,0,2
2.63,0,0,0,0,0,2
2.65,0,0,0,0,0,2
2.67,0,0,0,0,0,2
2.69,0,0,0,0,0,2
2.71,0,0,0,0,0,2
2.73,0,0,0,0,0,2
2.75,0,0,0,0,0,2
2.77,0,0,0,0,0,2
2.79,0,0,0,0,0,2
2.81,0,0,0,0,0,2
2.83,0,0,0,0,0,2
2.85,0,0,0,0,0,2
2.87,0,0,0,0,0,2
2.89,0,0,0,0,0,2
2.91,0,0,0,0,0,2
2.93,0,0,0,0,0,2
2.95,0,0,0,0,0,2
2.97,0,0,0,0,0,2
2.99,0,0,0,0,0,2
3.01,0,0,0,0,0,2
3.03,0,0,0,0,0,2
3.05,0,0,0,0,0,2
3.07,0,0,0,0,0,2
3.09,0,0,0,0,0,2
3.11,0,0,0,0,0,2
3.13,0,0,0,0,0,2
3.15,0,0,0,0,0,2
3.17,0,0,0,0,0,2
3.19,0,0,0,0,0,2
3.21,0,0,0,0,0,2
3.23,0,0,0,0,0,2
3.25,0,0,0,0,0,2
3.27,0,0,0,0,0,2
3.29,0,0,0,0,0,2
3.31,0,0,0,0,0,2
3.33,0,0,0,0,0,2
3.35,0,0,0,0,0,2
3.37,0,0,0,0,0,2
3.39,0,0,0,0,0,2
3.41,0,0,0,0,0,2
3.43,0,0,0,0,0,2
3.45,0,0,0,0,0,2
3.47,0,0,0,0,0,2
3.49,0,0,0,0,0,2
3.51,0,0,0,0,0,2
3.53,0,0,0,0,0,2
3.55,0,0,0,0,0,2
3.57,0,0,0,0,0,2
3.59,0,0,0,0,0,2
3.61,0,0,0,0,0,2
3.63,0,0,0,0,0,2
3.65,0,0,0,0,0,2
3.67,0,0,0,0,0,2
3.69,0,2,0,2,0,2
3.71,0,4,0,4,0,2
3.73,0,6,0,6,0,2
3.75,0,8,0,8,0,2
3.77,0,10,0,10,0,2
3.79,0,12,0,12,0,2
3.81,0,14,0,14,0,2
3.83,0,16,0,16,0,2
3.85,0,18,0,18,0,2
3.87,0,20,0,20,0,2
3.89,0,22,0,22,0,2
3.91,0,24,0,24,0,2
3.93,0,26,0,26,0,2
3.95,0,28,0,28,0,2
3.97,0,30,0,30,0,2
3.99,0,32,0,32,0,2
4.01,0,34,0,34,0,2
4.03,0,36,0,36,0,2
4.05,0,38,0,38,0,2
4.07,0,40,0,40,0,2
4.09,0,42,0,42,0,2
4.11,0,44,0,44,0,2
4.13,0,46,0,46,0,2
4.15,0,48,0,48,0,2
4.17,0,50,0,50,0,2
4.19,0,52,0,52,0,2
4.21,0,54,0,54,0,2
4.23,0,56,0,56,0,2
4.25,0,58,0,58,0,2
4.27,0,60,0,60,0,2
4.29,0,62,0,62,0,2
4.31,0,64,0,64,0,2
4.33,0,66,0,66,0,2
4.35,0,68,0,68,0,2
4.37,0,70,0,70,0,2
4.39,1,0,0,0,0,2
4.41,1,0,0,0,0,2
4.43,1,0,0,0,0,2
4.45,1,0,0,0,0,2
4.47,1,0,0,0,0,2
4.49,1,0,0,0,0,2
4.51,1,0,0,0,0,2
4.53,1,0,0,0,0,2
4.55,1,0,0,0,0,2
4.57,1,0,0,0,0,2
4.59,1,0,0,0,0,2
4.61,1,0,0,0,0,2
4.63,1,0,0,0,0,2
4.65,1,0,0,0,0,2
4.67,1,0,0,0,0,2
4.69,1,0,0,0,0,2
4.71,1,0,0,0,0,2
4.73,1,0,0,0,0,2
4.75,1,0,0,0,0,2
4.77,1,0,0,0,0,2
4.79,1,0,0,0,0,2
4.81,1,0,0,0,0,2
4.83,1,0,0,0,0,2
4.85,1,0,0,0,0,2
4.87,1,0,0,0,0,2
4.89,1,0,0,0,0,2
4.91,1,0,0,0,0,2
4.93,1,0,0,0,0,2
4.95,1,0,0,0,0,2
4.97,1,0,0,0,0,2
4.99,1,0,0,0,0,2
5.01,1,0,0,0,0,2
5.03,1,0,0,0,0,2
5.05,1,0,0,0,0,2
5.07,1,0,0,0,0,2
5.09,1,0,0,0,0,2
5.11,1,0,0,0,0,2
5.13,1,0,0,0,0,2
5.15,1,0,0,0,0,2
5.17,1,0,0,0,0,2
5.19,1,0,0,0,0,2
5.21,1,0,0,0,0,2
5.23,1,0,0,0,0,2
5.25,1,0,0,0,0,2
5.27,1,0,0,0,0,2
5.29,1,0,0,0,0,2
5.31,1,0,0,0,0,2
5.33,1,0,0,0,0,2
5.35,1,0,0,0,0,2
5.37,1,0,0,0,0,2
5.39,1,0,0,0,0,2
5.41,1,0,0,0,0,2
5.43,1,0,0,0,0,2
5.45,1,0,0,0,0,2
5.47,1,0,0,0,0,2
5.49,1,0,0,0,0,2
5.51,1,0,0,0,0,2
5.53,1,0,0,0,0,2
5.55,1,0,0,0,0,2
5.57,1,0,0,0,0,2
5.59,1,0,0,0,0,2
5.61,1,0,0,0,0,2
5.63,1,0,0,0,0,2
5.65,1,0,0,0,0,2
5.67,1,0,0,0,0,2
5.69,1,0,0,0,0,2
5.71,1,0,0,0,0,2
5.73,1,0,0,0,0,2
5.75,1,0,0,0,0,2
5.77,1,0,0,0,0,2
5.79,1,0,0,0,0,2
5.81,1,0,0,0,0,2
5.83,1,0,0,0,0,2
5.85,1,0,0,0,0,2
5.87,1,0,0,0,0,2
5.89,1,0,0,0,0,2
5.91,1,0,0,0,0,2
5.93,1,0,0,0,0,2
5.95,1,0,0,0,0,2
5.97,1,0,0,0,0,2
5.99,1,0,0,0,0,2
6.01,1,0,0,0,0,2
6.03,1,0,0,0,0,2
6.05,1,0,0,0,0,2
6.07,1,0,0,0,0,2
6.09,1,0,0,0,0,2
6.11,1,0,0,0,0,2
6.13,1,0,0,0,0,2
6.15,1,0,0,0,0,2
6.17,1,0,0,0,0,2
6.19,1,0,0,0,0,2
6.21,1,0,0,0,0,2
6.23,1,0,0,0,0,2
6.25,1,0,0,0,0,2
6.27,1,0,0,0,0,2
6.29,1,0,0,0,0,2
6.31,1,0,0,0,0,2
6.33,1,0,0,0,0,2
6.35,1,0,0,0,0,2
6.37,1,0,0,0,0,2
6.39,1,0,0,0,0,2
6.41,1,0,0,0,0,2
6.43,1,0,0,0,0,2
6.45,1,0,0,0,0,2
6.47,1,0,0,0,0,2
6.49,1,0,0,0,0,2
6.51,1,0,0,0,0,2
6.53,1,0,1,0,1,2
6.55,1,0,3,0,3,2
6.57,1,0,5,0,5,2
6.59,1,0,7,0,7,2
6.61,1,0,9,0,9,2
6.63,1,0,11,0,11,2
6.65,1,0,13,0,13,2
6.67,1,0,15,0,15,2
6.69,1,0,17,0,17,2
6.71,1,0,19,0,19,2
6.73,1,0,21,0,21,2
6.75,1,0,23,0,23,2
6.77,1,0,25,0,25,2
6.79,1,0,27,0,27,2
6.81,1,0,29,0,29,2
6.83,1,0,31,0,31,2
6.85,1,0,33,0,33,2
6.87,1,0,35,0,35,2
6.89,1,0,37,0,37,2
6.91,1,0,39,0,39,2
6.93,1,0,41,0,41,2
6.95,1,0,43,0,43,2
6.97,1,0,45,0,45,2
6.99,1,0,47,0,47,2
7,1,0,48,0,48,2
