"time","world.frame_b.f[2]","world.frame_b.f[3]","world.frame_b.t[1]","world.frame_b.t[2]","world.frame_b.t[3]","world.g","world.mue","world.driveTrainMechanics3D","world.axisDiameter","world.gravityArrowTail[1]"
0.0125,-112.666,-3.86312,-0.454266,0.579468,-15.4167,9.81,3.986E+14,1,0.0125,0
0.013,-112.659,-4.0246,-0.473255,0.603689,-15.4156,9.81,3.986E+14,1,0.0125,0
0.0135,-112.651,-4.19553,-0.493355,0.629329,-15.4145,9.81,3.986E+14,1,0.0125,0
0.014,-112.643,-4.37631,-0.514613,0.656446,-15.4132,9.81,3.986E+14,1,0.0125,0
0.0145,-112.634,-4.56736,-0.53708,0.685105,-15.4119,9.81,3.986E+14,1,0.0125,0
0.015,-112.623,-4.76915,-0.560808,0.715373,-15.4103,9.81,3.986E+14,1,0.0125,0
0.0155,-112.612,-4.98216,-0.585856,0.747324,-15.4087,9.81,3.986E+14,1,0.0125,0
0.016,-112.6,-5.20689,-0.612283,0.781033,-15.4068,9.81,3.986E+14,1,0.0125,0
0.0165,-112.586,-5.44387,-0.64015,0.81658,-15.4048,9.81,3.986E+14,1,0.0125,0
0.017,-112.571,-5.69366,-0.669524,0.854049,-15.4025,9.81,3.986E+14,1,0.0125,0
0.0175,-112.555,-5.95685,-0.700473,0.893527,-15.4,9.81,3.986E+14,1,0.0125,0
0.018,-112.536,-6.23403,-0.733067,0.935104,-15.3973,9.81,3.986E+14,1,0.0125,0
0.0185,-112.516,-6.52592,-0.767393,0.978889,-15.3943,9.81,3.986E+14,1,0.0125,0
0.019,-112.494,-6.8332,-0.803527,1.02498,-15.391,9.81,3.986E+14,1,0.0125,0
0.0195,-112.47,-7.15656,-0.841552,1.07348,-15.3873,9.81,3.986E+14,1,0.0125,0
0.02,-112.443,-7.49671,-0.881552,1.12451,-15.3833,9.81,3.986E+14,1,0.0125,0
0.0205,-112.413,-7.85445,-0.92362,1.17817,-15.3788,9.81,3.986E+14,1,0.0125,0
0.021,-112.381,-8.23079,-0.967877,1.23462,-15.374,9.81,3.986E+14,1,0.0125,0
0.0215,-112.345,-8.6265,-1.01441,1.29397,-15.3686,9.81,3.986E+14,1,0.0125,0
0.022,-112.305,-9.04247,-1.06333,1.35637,-15.3626,9.81,3.986E+14,1,0.0125,0
0.0225,-112.262,-9.47964,-1.11474,1.42195,-15.3561,9.81,3.986E+14,1,0.0125,0
0.023,-112.213,-9.93903,-1.16876,1.49085,-15.3489,9.81,3.986E+14,1,0.0125,0
0.0235,-112.16,-10.4218,-1.22554,1.56327,-15.3409,9.81,3.986E+14,1,0.0125,0
0.024,-112.102,-10.9291,-1.28519,1.63936,-15.3321,9.81,3.986E+14,1,0.0125,0
0.0245,-112.038,-11.4619,-1.34786,1.71929,-15.3225,9.81,3.986E+14,1,0.0125,0
0.025,-111.967,-12.0217,-1.41369,1.80326,-15.3119,9.81,3.986E+14,1,0.0125,0
0.0255,-111.889,-12.6098,-1.48285,1.89147,-15.3002,9.81,3.986E+14,1,0.0125,0
0.026,-111.803,-13.2274,-1.55549,1.98411,-15.2872,9.81,3.986E+14,1,0.0125,0
0.0265,-111.708,-13.8761,-1.63178,2.08142,-15.273,9.81,3.986E+14,1,0.0125,0
0.027,-111.603,-14.5574,-1.7119,2.18361,-15.2574,9.81,3.986E+14,1,0.0125,0
0.0275,-111.488,-15.2728,-1.79605,2.29092,-15.2401,9.81,3.986E+14,1,0.0125,0
0.028,-111.362,-16.0241,-1.88441,2.40362,-15.2211,9.81,3.986E+14,1,0.0125,0
0.0285,-111.222,-16.813,-1.9772,2.52195,-15.2001,9.81,3.986E+14,1,0.0125,0
0.029,-111.068,-17.6413,-2.07462,2.6462,-15.177,9.81,3.986E+14,1,0.0125,0
0.0295,-110.898,-18.511,-2.17692,2.77665,-15.1516,9.81,3.986E+14,1,0.0125,0
0.03,-110.711,-19.4241,-2.28432,2.91362,-15.1235,9.81,3.986E+14,1,0.0125,0
0.0305,-110.505,-20.3828,-2.39708,3.05741,-15.0927,9.81,3.986E+14,1,0.0125,0
0.031,-110.279,-21.3891,-2.51546,3.20836,-15.0586,9.81,3.986E+14,1,0.0125,0
0.0315,-110.029,-22.4455,-2.63974,3.36683,-15.0211,9.81,3.986E+14,1,0.0125,0
0.032,-109.753,-23.5545,-2.7702,3.53318,-14.9798,9.81,3.986E+14,1,0.0125,0
0.0325,-109.45,-24.7186,-2.90715,3.70779,-14.9343,9.81,3.986E+14,1,0.0125,0
0.033,-109.116,-25.9405,-3.05091,3.89107,-14.8842,9.81,3.986E+14,1,0.0125,0
0.0335,-108.747,-27.223,-3.20181,4.08345,-14.8289,9.81,3.986E+14,1,0.0125,0
0.034,-108.342,-28.5691,-3.36019,4.28536,-14.7681,9.81,3.986E+14,1,0.0125,0
0.0345,-107.895,-29.9817,-3.52643,4.49726,-14.701,9.81,3.986E+14,1,0.0125,0
0.035,-107.402,-31.4644,-3.70091,4.71966,-14.6272,9.81,3.986E+14,1,0.0125,0
0.0355,-106.86,-33.0204,-3.88404,4.95305,-14.5458,9.81,3.986E+14,1,0.0125,0
0.036,-106.262,-34.6531,-4.07621,5.19796,-14.4562,9.81,3.986E+14,1,0.0125,0
0.0365,-105.604,-36.3665,-4.2779,5.45497,-14.3574,9.81,3.986E+14,1,0.0125,0
0.037,-104.879,-38.1643,-4.48954,5.72464,-14.2486,9.81,3.986E+14,1,0.0125,0
0.0375,-104.08,-40.0505,-4.71163,6.00757,-14.1288,9.81,3.986E+14,1,0.0125,0
0.038,-103.2,-42.0295,-4.94467,6.30443,-13.9968,9.81,3.986E+14,1,0.0125,0
0.0385,-102.231,-44.1058,-5.18919,6.61586,-13.8514,9.81,3.986E+14,1,0.0125,0
0.039,-101.163,-46.2837,-5.44573,6.94256,-13.6913,9.81,3.986E+14,1,0.0125,0
0.0395,-99.9871,-48.5682,-5.71488,7.28524,-13.5149,9.81,3.986E+14,1,0.0125,0
0.04,-98.6919,-50.9645,-5.99724,7.64468,-13.3206,9.81,3.986E+14,1,0.0125,0
0.0405,-97.2655,-53.4776,-6.29343,8.02164,-13.1067,9.81,3.986E+14,1,0.0125,0
0.041,-95.6946,-56.1129,-6.60409,8.41693,-12.871,9.81,3.986E+14,1,0.0125,0
0.0415,-93.9646,-58.8763,-6.92994,8.83144,-12.6115,9.81,3.986E+14,1,0.0125,0
0.042,-92.0597,-61.7735,-7.27166,9.26603,-12.3258,9.81,3.986E+14,1,0.0125,0
0.0425,-89.9622,-64.8105,-7.62999,9.72157,-12.0112,9.81,3.986E+14,1,0.0125,0
0.043,-87.6526,-67.9939,-8.00572,10.1991,-11.6647,9.81,3.986E+14,1,0.0125,0
0.0435,-85.1099,-71.3301,-8.39963,10.6995,-11.2833,9.81,3.986E+14,1,0.0125,0
0.044,-82.3108,-74.8256,-8.81253,11.2238,-10.8635,9.81,3.986E+14,1,0.0125,0
0.0445,-79.2297,-78.4876,-9.24529,11.7731,-10.4013,9.81,3.986E+14,1,0.0125,0
0.045,-75.8383,-82.3233,-9.69882,12.3485,-9.89258,9.81,3.986E+14,1,0.0125,0
0.0455,-72.106,-86.3399,-10.174,12.951,-9.33274,9.81,3.986E+14,1,0.0125,0
0.046,-67.9991,-90.5446,-10.6717,13.5817,-8.7167,9.81,3.986E+14,1,0.0125,0
0.0465,-63.4803,-94.9456,-11.1931,14.2418,-8.03888,9.81,3.986E+14,1,0.0125,0
0.047,-58.5092,-99.5503,-11.739,14.9325,-7.29321,9.81,3.986E+14,1,0.0125,0
0.0475,-53.0416,-104.366,-12.3104,15.6549,-6.47307,9.81,3.986E+14,1,0.0125,0
0.048,-47.028,-109.402,-12.9085,16.4104,-5.57104,9.81,3.986E+14,1,0.0125,0
0.0485,-40.4158,-114.666,-13.5343,17.1999,-4.5792,9.81,3.986E+14,1,0.0125,0
0.049,-33.1469,-120.165,-14.1887,18.0247,-3.48887,9.81,3.986E+14,1,0.0125,0
0.0495,-25.1584,-125.906,-14.873,18.886,-2.2906,9.81,3.986E+14,1,0.0125,0
0.05,-16.3817,-131.897,-15.5879,19.7846,-0.974096,9.81,3.986E+14,1,0.0125,0
0.0505,-6.74001,-138.147,-16.3349,20.722,0.472164,9.81,3.986E+14,1,0.0125,0
0.051,3.84807,-144.661,-17.1148,21.6991,2.06038,9.81,3.986E+14,1,0.0125,0
0.0515,15.4707,-151.445,-17.9286,22.7167,3.80378,9.81,3.986E+14,1,0.0125,0
0.052,28.2239,-158.504,-18.7773,23.7756,5.71675,9.81,3.986E+14,1,0.0125,0
0.0525,42.2113,-165.843,-19.6616,24.8764,7.81485,9.81,3.986E+14,1,0.0125,0
0.053,57.5462,-173.465,-20.5826,26.0198,10.1151,9.81,3.986E+14,1,0.0125,0
0.0535,74.3506,-181.374,-21.5409,27.2062,12.6357,9.81,3.986E+14,1,0.0125,0
0.054,92.7543,-189.569,-22.5372,28.4354,15.3963,9.81,3.986E+14,1,0.0125,0
0.0545,112.898,-198.049,-23.5719,29.7074,18.4178,9.81,3.986E+14,1,0.0125,0
0.055,134.931,-206.811,-24.6453,31.0216,21.7228,9.81,3.986E+14,1,0.0125,0
0.0555,159.013,-215.848,-25.7576,32.3771,25.3352,9.81,3.986E+14,1,0.0125,0
0.056,185.315,-225.152,-26.9086,33.7727,29.2804,9.81,3.986E+14,1,0.0125,0
0.0565,214.016,-234.711,-28.0981,35.2066,33.5856,9.81,3.986E+14,1,0.0125,0
0.057,245.307,-244.509,-29.3254,36.6763,38.2793,9.81,3.986E+14,1,0.0125,0
0.0575,279.386,-254.527,-30.5893,38.179,43.391,9.81,3.986E+14,1,0.0125,0
0.058,316.458,-264.738,-31.8886,39.7108,48.9518,9.81,3.986E+14,1,0.0125,0
0.0585,356.738,-275.115,-33.2215,41.2672,54.9939,9.81,3.986E+14,1,0.0125,0
0.059,400.447,-285.619,-34.5854,42.8429,61.5503,9.81,3.986E+14,1,0.0125,0
0.0595,447.804,-296.208,-35.9777,44.4313,68.6538,9.81,3.986E+14,1,0.0125,0
0.06,499.034,-306.833,-37.3947,46.025,76.3383,9.81,3.986E+14,1,0.0125,0
0.0605,554.36,-317.436,-38.8324,47.6154,84.6372,9.81,3.986E+14,1,0.0125,0
0.061,613.997,-327.951,-40.2859,49.1926,93.5827,9.81,3.986E+14,1,0.0125,0
0.0615,678.148,-338.303,-41.7496,50.7454,103.205,9.81,3.986E+14,1,0.0125,0
0.062,747.007,-348.409,-43.2175,52.2613,113.534,9.81,3.986E+14,1,0.0125,0
0.0625,820.746,-358.176,-44.6822,53.7264,124.595,9.81,3.986E+14,1,0.0125,0
0.063,899.503,-367.503,-46.1361,55.1254,136.409,9.81,3.986E+14,1,0.0125,0
0.0635,983.393,-376.278,-47.5706,56.4417,148.992,9.81,3.986E+14,1,0.0125,0
0.064,1072.49,-384.382,-48.9764,57.6573,162.356,9.81,3.986E+14,1,0.0125,0
0.0645,1166.81,-391.686,-50.3437,58.753,176.505,9.81,3.986E+14,1,0.0125,0
0.065,1266.32,-398.057,-51.6619,59.7085,191.432,9.81,3.986E+14,1,0.0125,0
0.0655,1370.94,-403.353,-52.9203,60.5029,207.124,9.81,3.986E+14,1,0.0125,0
0.066,1480.48,-407.43,-54.1078,61.1145,223.556,9.81,3.986E+14,1,0.0125,0
0.0665,1594.73,-410.142,-55.2131,61.5213,240.693,9.81,3.986E+14,1,0.0125,0
0.067,1713.36,-411.342,-56.2254,61.7013,258.487,9.81,3.986E+14,1,0.0125,0
0.0675,1835.96,-410.888,-57.134,61.6332,276.877,9.81,3.986E+14,1,0.0125,0
0.068,1962.05,-408.644,-57.9292,61.2966,295.79,9.81,3.986E+14,1,0.0125,0
0.0685,2091.06,-404.478,-58.6018,60.6717,315.143,9.81,3.986E+14,1,0.0125,0
0.069,2222.35,-398.277,-59.1443,59.7416,334.836,9.81,3.986E+14,1,0.0125,0
0.0695,2355.19,-389.94,-59.5505,58.491,354.761,9.81,3.986E+14,1,0.0125,0
0.07,2488.77,-379.384,-59.8161,56.9076,374.798,9.81,3.986E+14,1,0.0125,0
0.0705,2622.27,-366.542,-59.9385,54.9813,394.823,9.81,3.986E+14,1,0.0125,0
0.071,2754.79,-351.373,-59.9175,52.7059,414.702,9.81,3.986E+14,1,0.0125,0
0.0715,2885.44,-333.852,-59.7549,50.0778,434.299,9.81,3.986E+14,1,0.0125,0
0.072,3013.3,-313.981,-59.4547,47.0971,453.478,9.81,3.986E+14,1,0.0125,0
0.0725,3137.46,-291.779,-59.0232,43.7668,472.102,9.81,3.986E+14,1,0.0125,0
0.073,3257.03,-267.286,-58.4686,40.0928,490.038,9.81,3.986E+14,1,0.0125,0
0.0735,3371.17,-240.557,-57.8012,36.0836,507.159,9.81,3.986E+14,1,0.0125,0
0.074,3479.08,-211.665,-57.0327,31.7497,523.345,9.81,3.986E+14,1,0.0125,0
0.0745,3580,-180.687,-56.1762,27.1031,538.483,9.81,3.986E+14,1,0.0125,0
0.075,3673.26,-147.71,-55.2458,22.1565,552.473,9.81,3.986E+14,1,0.0125,0
0.0755,3758.25,-112.819,-54.256,16.9229,565.221,9.81,3.986E+14,1,0.0125,0
0.076,3834.41,-76.0969,-53.2216,11.4145,576.644,9.81,3.986E+14,1,0.0125,0
0.0765,3901.25,-37.616,-52.1573,5.6424,586.67,9.81,3.986E+14,1,0.0125,0
0.077,3958.32,2.56343,-51.0772,-0.384515,595.231,9.81,3.986E+14,1,0.0125,0
0.0775,4005.23,44.4012,-49.9945,-6.66019,602.268,9.81,3.986E+14,1,0.0125,0
0.078,4041.6,87.8741,-48.9212,-13.1811,607.723,9.81,3.986E+14,1,0.0125,0
0.0785,4067.04,132.988,-47.8681,-19.9482,611.539,9.81,3.986E+14,1,0.0125,0
0.079,4081.18,179.776,-46.8442,-26.9664,613.661,9.81,3.986E+14,1,0.0125,0
0.0795,4083.6,228.296,-45.8569,-34.2444,614.023,9.81,3.986E+14,1,0.0125,0
0.08,4073.84,278.643,-44.9117,-41.7964,612.559,9.81,3.986E+14,1,0.0125,0
0.0805,4051.36,330.939,-44.0124,-49.6408,609.187,9.81,3.986E+14,1,0.0125,0
0.081,4015.54,385.342,-43.1608,-57.8012,603.814,9.81,3.986E+14,1,0.0125,0
0.0815,3965.67,442.041,-42.3567,-66.3061,596.334,9.81,3.986E+14,1,0.0125,0
0.082,3900.93,501.256,-41.5982,-75.1883,586.622,9.81,3.986E+14,1,0.0125,0
0.0825,3820.34,563.238,-40.8816,-84.4857,574.535,9.81,3.986E+14,1,0.0125,0
0.083,3722.84,628.266,-40.2014,-94.2399,559.909,9.81,3.986E+14,1,0.0125,0
0.0835,3607.19,696.644,-39.5505,-104.497,542.562,9.81,3.986E+14,1,0.0125,0
0.084,3472.05,768.697,-38.92,-115.305,522.291,9.81,3.986E+14,1,0.0125,0
0.0845,3315.93,844.764,-38.2998,-126.715,498.872,9.81,3.986E+14,1,0.0125,0
0.085,3137.23,925.192,-37.6778,-138.779,472.067,9.81,3.986E+14,1,0.0125,0
0.0855,2934.25,1010.32,-37.0409,-151.549,441.621,9.81,3.986E+14,1,0.0125,0
0.086,2705.23,1100.48,-36.3744,-165.073,407.268,9.81,3.986E+14,1,0.0125,0
0.0865,2448.37,1195.96,-35.6619,-179.395,368.739,9.81,3.986E+14,1,0.0125,0
0.087,2161.89,1296.99,-34.8863,-194.548,325.767,9.81,3.986E+14,1,0.0125,0
0.0875,1844.09,1403.7,-34.0288,-210.555,278.097,9.81,3.986E+14,1,0.0125,0
0.088,1493.44,1516.11,-33.0696,-227.417,225.5,9.81,3.986E+14,1,0.0125,0
0.0885,1108.71,1634.06,-31.9888,-245.109,167.789,9.81,3.986E+14,1,0.0125,0
0.089,689.008,1757.17,-30.766,-263.575,104.834,9.81,3.986E+14,1,0.0125,0
0.0895,234.043,1884.76,-29.3817,-282.714,36.5896,9.81,3.986E+14,1,0.0125,0
0.09,-255.806,2015.85,-27.8183,-302.378,-36.8878,9.81,3.986E+14,1,0.0125,0
0.0905,-779.3,2149.05,-26.0615,-322.357,-115.412,9.81,3.986E+14,1,0.0125,0
0.091,-1334.1,2282.48,-24.1027,-342.372,-198.632,9.81,3.986E+14,1,0.0125,0
0.0915,-1916.74,2413.84,-21.9399,-362.076,-286.028,9.81,3.986E+14,1,0.0125,0
0.092,-2522.45,2540.34,-19.5808,-381.051,-376.885,9.81,3.986E+14,1,0.0125,0
0.0925,-3145.15,2658.74,-17.0444,-398.812,-470.29,9.81,3.986E+14,1,0.0125,0
0.093,-3777.47,2765.41,-14.3626,-414.812,-565.138,9.81,3.986E+14,1,0.0125,0
0.0935,-4411.17,2856.59,-11.5799,-428.488,-660.192,9.81,3.986E+14,1,0.0125,0
0.094,-5037.22,2928.41,-8.75325,-439.261,-754.1,9.81,3.986E+14,1,0.0125,0
0.0945,-5646.52,2977.23,-5.94955,-446.584,-845.495,9.81,3.986E+14,1,0.0125,0
0.095,-6230.2,2999.79,-3.24204,-449.968,-933.046,9.81,3.986E+14,1,0.0125,0
0.0955,-6780.31,2993.43,-0.705352,-449.015,-1015.56,9.81,3.986E+14,1,0.0125,0
0.096,-7290.23,2956.26,1.58949,-443.439,-1092.05,9.81,3.986E+14,1,0.0125,0
0.0965,-7755.02,2887.22,3.58034,-433.083,-1161.77,9.81,3.986E+14,1,0.0125,0
0.097,-8171.62,2786.16,5.21796,-417.923,-1224.26,9.81,3.986E+14,1,0.0125,0
0.0975,-8538.89,2653.75,6.469,-398.063,-1279.35,9.81,3.986E+14,1,0.0125,0
0.098,-8857.33,2491.42,7.31692,-373.714,-1327.12,9.81,3.986E+14,1,0.0125,0
0.0985,-9128.99,2301.23,7.76199,-345.184,-1367.86,9.81,3.986E+14,1,0.0125,0
0.099,-9356.79,2085.64,7.81914,-312.846,-1402.04,9.81,3.986E+14,1,0.0125,0
0.0995,-9544.48,1847.5,7.51603,-277.125,-1430.19,9.81,3.986E+14,1,0.0125,0
0.1,-9695.92,1589.79,6.88976,-238.469,-1452.9,9.81,3.986E+14,1,0.0125,0
0.1005,-9814.98,1315.63,5.98443,-197.345,-1470.76,9.81,3.986E+14,1,0.0125,0
0.101,-9905.16,1028.14,4.84864,-154.22,-1484.29,9.81,3.986E+14,1,0.0125,0
0.1015,-9969.46,730.408,3.53363,-109.561,-1493.94,9.81,3.986E+14,1,0.0125,0
0.102,-10010.2,425.519,2.09202,-63.8278,-1500.04,9.81,3.986E+14,1,0.0125,0
0.1025,-10028.9,116.498,0.576987,-17.4747,-1502.85,9.81,3.986E+14,1,0.0125,0
0.103,-10026,-193.627,-0.959109,29.0441,-1502.41,9.81,3.986E+14,1,0.0125,0
0.1035,-10002,-501.613,-2.47813,75.242,-1498.82,9.81,3.986E+14,1,0.0125,0
0.104,-9956.29,-804.088,-3.95239,120.613,-1491.96,9.81,3.986E+14,1,0.0125,0
0.1045,-9887.84,-1097.74,-5.35486,164.661,-1481.69,9.81,3.986E+14,1,0.0125,0
0.105,-9795.36,-1379.35,-6.65922,206.903,-1467.82,9.81,3.986E+14,1,0.0125,0
0.1055,-9677.21,-1645.77,-7.84024,246.866,-1450.1,9.81,3.986E+14,1,0.0125,0
0.106,-9531.5,-1894.02,-8.87492,284.103,-1428.24,9.81,3.986E+14,1,0.0125,0
0.1065,-9356.21,-2121.31,-9.74342,318.196,-1401.95,9.81,3.986E+14,1,0.0125,0
0.107,-9149.36,-2325.12,-10.4307,348.768,-1370.92,9.81,3.986E+14,1,0.0125,0
0.1075,-8909.26,-2503.35,-10.9281,375.502,-1334.91,9.81,3.986E+14,1,0.0125,0
0.108,-8634.59,-2654.3,-11.2345,398.144,-1293.71,9.81,3.986E+14,1,0.0125,0
0.1085,-8324.71,-2776.83,-11.3578,416.525,-1247.22,9.81,3.986E+14,1,0.0125,0
0.109,-7979.92,-2870.46,-11.315,430.569,-1195.5,9.81,3.986E+14,1,0.0125,0
0.1095,-7601.51,-2935.37,-11.1324,440.306,-1138.74,9.81,3.986E+14,1,0.0125,0
0.11,-7191.72,-2972.42,-10.8438,445.863,-1077.28,9.81,3.986E+14,1,0.0125,0
0.1105,-6753.94,-2983.19,-10.4891,447.478,-1011.61,9.81,3.986E+14,1,0.0125,0
0.111,-6292.45,-2969.88,-10.1111,445.483,-942.384,9.81,3.986E+14,1,0.0125,0
0.1115,-5812.12,-2935.21,-9.75301,440.281,-870.334,9.81,3.986E+14,1,0.0125,0
0.112,-5318.25,-2882.24,-9.45498,432.336,-796.254,9.81,3.986E+14,1,0.0125,0
0.1125,-4816.22,-2814.28,-9.25245,422.142,-720.95,9.81,3.986E+14,1,0.0125,0
0.113,-4311.17,-2734.66,-9.17423,410.199,-645.193,9.81,3.986E+14,1,0.0125,0
0.1135,-3807.84,-2646.61,-9.24208,396.991,-569.693,9.81,3.986E+14,1,0.0125,0
0.114,-3310.33,-2553.13,-9.47099,382.969,-495.067,9.81,3.986E+14,1,0.0125,0
0.1145,-2822.02,-2456.88,-9.87004,368.532,-421.82,9.81,3.986E+14,1,0.0125,0
0.115,-2345.55,-2360.14,-10.4438,354.021,-350.349,9.81,3.986E+14,1,0.0125,0
0.1155,-1882.89,-2264.84,-11.1944,339.727,-280.951,9.81,3.986E+14,1,0.0125,0
0.116,-1435.34,-2172.51,-12.1222,325.876,-213.818,9.81,3.986E+14,1,0.0125,0
0.1165,-1003.6,-2084.29,-13.2278,312.644,-149.056,9.81,3.986E+14,1,0.0125,0
0.117,-587.9,-2001.08,-14.5128,300.162,-86.7019,9.81,3.986E+14,1,0.0125,0
0.1175,-188.051,-1923.48,-15.9804,288.523,-26.7246,9.81,3.986E+14,1,0.0125,0
0.118,196.532,-1851.91,-17.6358,277.787,30.963,9.81,3.986E+14,1,0.0125,0
0.1185,566.767,-1786.6,-19.4861,267.99,86.4982,9.81,3.986E+14,1,0.0125,0
0.119,923.879,-1727.69,-21.5404,259.153,140.065,9.81,3.986E+14,1,0.0125,0
0.1195,1269.42,-1675.2,-23.8089,251.279,191.896,9.81,3.986E+14,1,0.0125,0
0.12,1605.25,-1629.1,-26.3028,244.365,242.271,9.81,3.986E+14,1,0.0125,0
0.1205,1933.58,-1589.32,-29.0336,238.398,291.52,9.81,3.986E+14,1,0.0125,0
0.121,2256.99,-1555.73,-32.0122,233.36,340.031,9.81,3.986E+14,1,0.0125,0
0.1215,2578.44,-1528.19,-35.248,229.228,388.249,9.81,3.986E+14,1,0.0125,0
0.122,2901.29,-1506.47,-38.7466,225.97,436.677,9.81,3.986E+14,1,0.0125,0
0.1225,3229.4,-1490.33,-42.5106,223.549,485.893,9.81,3.986E+14,1,0.0125,0
0.123,3567.06,-1479.44,-46.5356,221.917,536.543,9.81,3.986E+14,1,0.0125,0
0.1235,3919.03,-1473.37,-50.8073,221.005,589.338,9.81,3.986E+14,1,0.0125,0
0.124,4290.59,-1471.52,-55.2998,220.727,645.072,9.81,3.986E+14,1,0.0125,0
0.1245,4687.47,-1473.15,-59.9717,220.972,704.604,9.81,3.986E+14,1,0.0125,0
0.125,5115.86,-1477.29,-64.761,221.594,768.862,9.81,3.986E+14,1,0.0125,0
0.1255,5582.11,-1482.61,-69.5749,222.391,838.8,9.81,3.986E+14,1,0.0125,0
0.126,6092.57,-1487.34,-74.2838,223.101,915.368,9.81,3.986E+14,1,0.0125,0
0.1265,6653.08,-1489.19,-78.7111,223.379,999.445,9.81,3.986E+14,1,0.0125,0
0.127,7268.4,-1485.27,-82.6243,222.791,1091.74,9.81,3.986E+14,1,0.0125,0
0.1275,7941.12,-1471.93,-85.724,220.789,1192.65,9.81,3.986E+14,1,0.0125,0
0.128,8670.26,-1444.73,-87.639,216.71,1302.02,9.81,3.986E+14,1,0.0125,0
0.1285,9449.67,-1398.57,-87.9326,209.786,1418.93,9.81,3.986E+14,1,0.0125,0
0.129,10266,-1327.88,-86.1226,199.181,1541.38,9.81,3.986E+14,1,0.0125,0
0.1295,11096.9,-1227.16,-81.7267,184.074,1666.02,9.81,3.986E+14,1,0.0125,0
0.13,11910.1,-1091.82,-74.3335,163.773,1788,9.81,3.986E+14,1,0.0125,0
0.1305,12663.5,-919.226,-63.7004,137.884,1901.01,9.81,3.986E+14,1,0.0125,0
0.131,13308.3,-709.915,-49.8619,106.487,1997.73,9.81,3.986E+14,1,0.0125,0
0.1315,13794.9,-468.527,-33.2141,70.279,2070.72,9.81,3.986E+14,1,0.0125,0
0.132,14080.7,-204.032,-14.5382,30.6047,2113.59,9.81,3.986E+14,1,0.0125,0
0.1325,14140.9,51.8947,2.79455,-7.7842,2122.63,9.81,3.986E+14,1,0.0125,0
0.133,14030.8,251.031,13.438,-37.6547,2106.1,9.81,3.986E+14,1,0.0125,0
0.1335,13784.5,440.993,23.2838,-66.1489,2069.16,9.81,3.986E+14,1,0.0125,0
0.134,13419.7,615.905,31.8205,-92.3857,2014.44,9.81,3.986E+14,1,0.0125,0
0.1345,12961.6,771.846,38.7094,-115.777,1945.72,9.81,3.986E+14,1,0.0125,0
