"time","C1_v","C3_v","C5_v","L1_i","L2_i"
7.8,0.503867,0.474543,0.586183,0.423573,0.63931
7.92,0.508291,0.465704,0.584955,0.426898,0.623151
8.04,0.512108,0.457441,0.582884,0.431389,0.606028
8.16,0.515292,0.449851,0.580019,0.436929,0.588145
8.28,0.517828,0.443022,0.576412,0.443398,0.569704
8.4,0.519712,0.437026,0.572125,0.450661,0.55092
8.52,0.520951,0.431925,0.567222,0.458576,0.532005
8.64,0.521557,0.427769,0.56177,0.467003,0.513166
8.76,0.521556,0.42459,0.555843,0.475794,0.494611
8.88,0.520978,0.422411,0.549514,0.484804,0.476541
9,0.519862,0.42124,0.54286,0.493889,0.459144
9.12,0.518253,0.42107,0.535961,0.50291,0.442603
9.24,0.5162,0.421887,0.528893,0.51173,0.427086
9.36,0.51376,0.423658,0.521736,0.520224,0.412745
9.48,0.510992,0.42634,0.514567,0.528273,0.399718
9.6,0.507955,0.429884,0.507461,0.535765,0.388127
9.72,0.504715,0.434225,0.500492,0.542605,0.378072
9.84,0.501335,0.439293,0.493729,0.548706,0.369636
9.96,0.497878,0.44501,0.48724,0.553994,0.362884
10.08,0.494408,0.451289,0.481085,0.558411,0.357853
10.2,0.490986,0.45804,0.475322,0.561909,0.354569
10.32,0.487671,0.465169,0.470002,0.564457,0.353032
10.44,0.484516,0.472576,0.46517,0.566039,0.353219
10.56,0.481573,0.480165,0.460867,0.566646,0.355098
10.68,0.478889,0.487836,0.457124,0.566292,0.358605
10.8,0.476503,0.495489,0.453967,0.565,0.363666
10.92,0.474453,0.503031,0.451415,0.562802,0.370191
11.04,0.472766,0.510367,0.449479,0.559748,0.378068
11.16,0.471467,0.517411,0.448165,0.555895,0.387178
11.28,0.470573,0.524079,0.44747,0.551308,0.397389
11.4,0.470092,0.530296,0.447384,0.546066,0.408552
11.52,0.470032,0.535993,0.447894,0.54025,0.420521
11.64,0.470388,0.541109,0.448977,0.533949,0.433133
11.76,0.471152,0.545592,0.450603,0.52726,0.446226
11.88,0.472313,0.549399,0.452743,0.520277,0.459635
12,0.473848,0.552495,0.455356,0.513101,0.473193
12.12,0.475733,0.554859,0.4584,0.505832,0.486737
12.24,0.47794,0.556472,0.461829,0.498569,0.500105
12.36,0.480436,0.557333,0.465592,0.491409,0.513142
12.48,0.483182,0.557445,0.469638,0.484446,0.5257
12.6,0.486141,0.556823,0.473913,0.477771,0.53764
12.72,0.489268,0.55549,0.47836,0.471465,0.548832
12.84,0.492521,0.553476,0.482924,0.46561,0.559158
12.96,0.495854,0.550821,0.487547,0.460272,0.568515
13.08,0.499222,0.547574,0.492175,0.455515,0.576812
13.2,0.50258,0.543784,0.496754,0.451394,0.58397
13.32,0.505883,0.539513,0.50123,0.44795,0.589932
13.44,0.509088,0.534824,0.505554,0.445219,0.594651
13.56,0.512154,0.529783,0.509679,0.443226,0.598097
13.68,0.515042,0.524462,0.513561,0.441983,0.60026
13.8,0.517716,0.518934,0.517161,0.441498,0.601139
13.92,0.520144,0.513272,0.520443,0.441763,0.600753
14.04,0.522297,0.50755,0.523378,0.442762,0.599139
14.16,0.52415,0.501842,0.525937,0.444474,0.596338
14.28,0.525683,0.496218,0.528102,0.446863,0.592414
14.4,0.526881,0.490749,0.529858,0.449888,0.587443
14.52,0.527731,0.4855,0.531191,0.453502,0.581504
14.64,0.528227,0.480532,0.5321,0.457647,0.574695
14.76,0.528367,0.475902,0.532583,0.462264,0.567118
14.88,0.528153,0.471663,0.532646,0.467286,0.558881
15,0.527595,0.467859,0.532299,0.472641,0.550104
15.12,0.526701,0.46453,0.531557,0.478259,0.540904
15.24,0.525489,0.461708,0.530438,0.484062,0.531405
15.36,0.523978,0.459419,0.528969,0.489974,0.52173
15.48,0.52219,0.457681,0.527173,0.495921,0.512002
15.6,0.520153,0.456505,0.525083,0.501824,0.502343
15.72,0.517896,0.455894,0.522731,0.507612,0.49287
15.84,0.515448,0.455847,0.520153,0.513213,0.483697
15.96,0.512845,0.456351,0.517387,0.518559,0.474931
16.08,0.510121,0.45739,0.514472,0.523589,0.46667
16.2,0.507311,0.458941,0.511447,0.528244,0.459007
16.32,0.504453,0.460974,0.508352,0.532474,0.452022
16.44,0.501581,0.463455,0.505229,0.53623,0.44579
16.56,0.498733,0.466344,0.502116,0.539475,0.44037
16.68,0.495942,0.469595,0.499052,0.542178,0.43581
16.8,0.493244,0.473164,0.496073,0.544313,0.432153
16.92,0.49067,0.476997,0.493216,0.545865,0.429421
17.04,0.488249,0.481043,0.490513,0.546824,0.427628
17.16,0.48601,0.485247,0.487994,0.547187,0.42678
17.28,0.483977,0.489553,0.485686,0.546963,0.426863
17.4,0.482172,0.493905,0.483613,0.546162,0.427859
17.52,0.480614,0.498249,0.481795,0.544806,0.429736
17.64,0.479318,0.50253,0.48025,0.542922,0.432449
17.76,0.478295,0.506696,0.478991,0.540541,0.435952
17.88,0.477554,0.510697,0.478026,0.537703,0.44018
18,0.477099,0.514488,0.477361,0.534452,0.445066
18.12,0.47693,0.518024,0.476998,0.530835,0.450538
18.24,0.477046,0.521266,0.476935,0.526903,0.456513
18.36,0.477439,0.524181,0.477164,0.522711,0.462905
18.48,0.4781,0.526738,0.477679,0.518316,0.469629
18.6,0.479017,0.528912,0.478464,0.513777,0.476592
18.72,0.480173,0.530684,0.479504,0.509151,0.483703
18.84,0.48155,0.532039,0.480782,0.504498,0.49087
18.96,0.483126,0.53297,0.482274,0.499876,0.498003
19.08,0.484881,0.533471,0.483959,0.495342,0.505012
19.2,0.486787,0.533546,0.485811,0.490951,0.511815
19.32,0.48882,0.533203,0.487802,0.486753,0.518329
19.44,0.490952,0.532453,0.489905,0.482799,0.52448
19.56,0.493155,0.531314,0.492091,0.479131,0.530198
19.68,0.4954,0.529809,0.49433,0.475789,0.535422
19.8,0.497659,0.527961,0.496594,0.472811,0.540095
19.92,0.499904,0.525803,0.498854,0.470224,0.544172
20.04,0.502108,0.523365,0.50108,0.468054,0.547612
20.16,0.504244,0.520685,0.503247,0.46632,0.550387
20.28,0.506287,0.517801,0.505327,0.465034,0.552477
20.4,0.508215,0.514752,0.507297,0.464206,0.553866
20.52,0.510004,0.511579,0.509134,0.463835,0.554555
20.64,0.511636,0.508325,0.510819,0.463917,0.554548
20.76,0.513094,0.505031,0.512331,0.464444,0.553858
20.88,0.514363,0.501739,0.513658,0.465399,0.55251
21,0.515431,0.498491,0.514786,0.466763,0.550533
21.12,0.516289,0.495326,0.515703,0.468512,0.547963
21.24,0.51693,0.49228,0.516405,0.470614,0.544847
21.36,0.51735,0.489392,0.516886,0.47304,0.541233
21.48,0.517549,0.486691,0.517144,0.475751,0.537176
21.6,0.517528,0.48421,0.517182,0.478708,0.532737
21.72,0.517292,0.481974,0.517003,0.481872,0.527977
21.84,0.516847,0.480006,0.516613,0.485197,0.522964
21.96,0.516204,0.478325,0.516023,0.488639,0.517764
22.08,0.515374,0.476947,0.515242,0.492155,0.512447
22.2,0.514372,0.475883,0.514286,0.495698,0.507081
22.32,0.513211,0.475139,0.51317,0.499225,0.501733
22.44,0.511911,0.47472,0.51191,0.502692,0.496471
22.56,0.510491,0.474622,0.510526,0.506056,0.491358
22.68,0.508968,0.474843,0.509038,0.50928,0.486455
22.8,0.507366,0.475372,0.507466,0.512325,0.481819
22.92,0.505705,0.476196,0.505831,0.515157,0.477502
23.04,0.504006,0.4773,0.504155,0.517745,0.473552
23.16,0.502292,0.478664,0.502461,0.520062,0.470011
23.28,0.500583,0.480267,0.50077,0.522084,0.466914
23.4,0.498902,0.482083,0.499102,0.523793,0.464292
23.52,0.497268,0.484085,0.497478,0.525174,0.462166
23.64,0.4957,0.486246,0.495918,0.526214,0.460556
23.76,0.494217,0.488535,0.49444,0.526909,0.45947
23.88,0.492835,0.490921,0.493061,0.527258,0.458909
24,0.49157,0.493373,0.491796,0.52726,0.458874
24.12,0.490434,0.495859,0.490658,0.526925,0.459351
24.24,0.489439,0.498346,0.489659,0.526264,0.460325
24.36,0.488595,0.500805,0.48881,0.525289,0.461775
24.48,0.487909,0.503205,0.488117,0.52402,0.463672
24.6,0.487387,0.505518,0.487586,0.522479,0.465985
24.72,0.487031,0.507716,0.487221,0.520689,0.468676
24.84,0.486843,0.509775,0.487022,0.518679,0.471703
24.96,0.486822,0.511671,0.48699,0.516477,0.475023
25.08,0.486965,0.513384,0.487121,0.514114,0.478589
25.2,0.487266,0.514897,0.487409,0.511624,0.48235
25.32,0.487719,0.516194,0.48785,0.509039,0.486257
25.44,0.488316,0.517265,0.488434,0.506393,0.490258
25.56,0.489045,0.5181,0.48915,0.503721,0.494301
25.68,0.489895,0.518692,0.489988,0.501056,0.498334
25.8,0.490853,0.519041,0.490934,0.498431,0.502309
25.92,0.491906,0.519146,0.491974,0.495878,0.506175
26.04,0.493038,0.519011,0.493095,0.493428,0.509889
26.16,0.494234,0.518643,0.494279,0.491107,0.513405
26.28,0.495477,0.518049,0.495511,0.488944,0.516685
26.4,0.496751,0.517243,0.496776,0.486962,0.519692
26.52,0.49804,0.516239,0.498055,0.48518,0.522395
26.64,0.499327,0.515052,0.499334,0.483619,0.524765
26.76,0.500597,0.513703,0.500596,0.482292,0.526779
26.88,0.501834,0.512209,0.501825,0.481212,0.528421
27,0.503023,0.510594,0.503008,0.480387,0.529675
27.12,0.504151,0.508878,0.50413,0.479822,0.530537
27.24,0.505205,0.507087,0.505178,0.479519,0.531
27.36,0.506172,0.505243,0.506141,0.479476,0.531068
27.48,0.507044,0.50337,0.507009,0.47969,0.530749
27.6,0.50781,0.501493,0.507773,0.480152,0.530053
27.72,0.508465,0.499635,0.508424,0.480851,0.528996
27.84,0.509,0.497818,0.508958,0.481774,0.5276
27.96,0.509414,0.496064,0.50937,0.482905,0.525888
28.08,0.509701,0.494394,0.509657,0.484226,0.523888
28.2,0.509863,0.492827,0.509818,0.485717,0.52163
28.32,0.509899,0.491381,0.509854,0.487356,0.519147
28.44,0.509811,0.49007,0.509766,0.489119,0.516476
28.56,0.509602,0.488909,0.509559,0.490982,0.513652
28.68,0.509279,0.487909,0.509237,0.49292,0.510714
28.8,0.508847,0.487079,0.508806,0.494908,0.507702
28.92,0.508313,0.486427,0.508274,0.496919,0.504653
29.04,0.507686,0.485956,0.507649,0.498928,0.501607
29.16,0.506977,0.485669,0.506942,0.50091,0.498601
29.28,0.506195,0.485567,0.506162,0.502842,0.495673
29.4,0.505352,0.485645,0.505321,0.504699,0.492856
29.52,0.504459,0.485902,0.50443,0.506461,0.490184
29.64,0.503527,0.48633,0.503502,0.508106,0.48769
29.76,0.502571,0.486921,0.502547,0.509616,0.4854
29.88,0.501601,0.487666,0.50158,0.510975,0.483339
30,0.50063,0.488552,0.500611,0.512168,0.48153
30.12,0.49967,0.489565,0.499654,0.513184,0.479989
30.24,0.498734,0.49069,0.49872,0.514012,0.478734
30.36,0.497834,0.491909,0.497822,0.514647,0.477772
30.48,0.496979,0.493203,0.496969,0.515085,0.477108
30.6,0.496181,0.494552,0.496173,0.515328,0.476741
30.72,0.495449,0.495939,0.495443,0.515373,0.476673
30.84,0.494789,0.497354,0.494784,0.515218,0.476909
30.96,0.494208,0.498773,0.494205,0.514874,0.477432
31.08,0.493713,0.500177,0.493711,0.514352,0.478225
31.2,0.493306,0.501546,0.493306,0.513664,0.47927
31.32,0.492993,0.502867,0.492994,0.512818,0.480554
31.44,0.492777,0.504124,0.49278,0.511822,0.482067
31.56,0.492658,0.505302,0.492661,0.510698,0.483774
31.68,0.492632,0.506388,0.492636,0.509465,0.485646
31.8,0.492698,0.507371,0.492703,0.508145,0.48765
31.92,0.492855,0.508239,0.49286,0.50675,0.489769
32.04,0.493102,0.508982,0.493108,0.505293,0.49198
32.16,0.493431,0.509596,0.493438,0.503801,0.494245
32.28,0.493834,0.510077,0.493841,0.502296,0.49653
32.4,0.494303,0.510425,0.49431,0.500798,0.498804
32.52,0.494834,0.510631,0.494842,0.499321,0.501046
32.64,0.495423,0.510696,0.495431,0.497882,0.50323
32.76,0.496056,0.510625,0.496064,0.496501,0.505327
32.88,0.496723,0.510424,0.496731,0.495194,0.50731
33,0.497415,0.510101,0.497423,0.493977,0.509158
33.12,0.498126,0.509654,0.498134,0.492862,0.510851
33.24,0.498846,0.509092,0.498854,0.491861,0.512369
33.36,0.499566,0.508429,0.499573,0.490985,0.513699
33.48,0.500274,0.507676,0.500282,0.490239,0.514831
33.6,0.500963,0.506847,0.50097,0.489629,0.515756
33.72,0.501626,0.505946,0.501633,0.489166,0.516458
33.84,0.502254,0.504987,0.502261,0.488851,0.516935
33.96,0.50284,0.503987,0.502847,0.488683,0.51719
34.08,0.503379,0.50296,0.503385,0.488658,0.517227
34.2,0.503863,0.50192,0.503869,0.488771,0.517055
34.32,0.504288,0.500876,0.504294,0.489029,0.516662
34.44,0.50465,0.499841,0.504655,0.489421,0.516066
34.56,0.504945,0.498832,0.50495,0.489937,0.515282
34.68,0.505174,0.497859,0.505178,0.490565,0.514327
34.8,0.505334,0.496934,0.505338,0.491293,0.51322
34.92,0.50542,0.496067,0.505424,0.492124,0.511959
35.04,0.505436,0.495269,0.505439,0.493035,0.510574
35.16,0.505384,0.494546,0.505387,0.494015,0.509086
35.28,0.505267,0.493907,0.505269,0.495046,0.50752
35.4,0.505088,0.493357,0.50509,0.496113,0.505898
35.52,0.504845,0.492905,0.504847,0.497213,0.504228
35.64,0.504547,0.492551,0.504548,0.498324,0.502539
35.76,0.504197,0.492299,0.504198,0.499433,0.500856
35.88,0.503804,0.492147,0.503805,0.500523,0.499199
36,0.503374,0.492095,0.503374,0.501582,0.497591
36.12,0.502906,0.492148,0.502906,0.502601,0.496043
36.24,0.502412,0.492299,0.502412,0.503566,0.494579
36.36,0.501899,0.492543,0.501898,0.504465,0.493213
36.48,0.501374,0.492873,0.501373,0.505289,0.491962
36.6,0.500843,0.493283,0.500842,0.506028,0.490839
36.72,0.500312,0.493775,0.50031,0.506675,0.489857
36.84,0.499787,0.494334,0.499786,0.507224,0.489023
36.96,0.499277,0.494952,0.499275,0.507671,0.488344
37.08,0.498787,0.495618,0.498785,0.508014,0.487824
37.2,0.498324,0.496323,0.498322,0.508249,0.487467
37.32,0.497891,0.497064,0.497888,0.508372,0.487282
37.44,0.497493,0.497826,0.497491,0.508386,0.48726
37.56,0.497136,0.498598,0.497133,0.508296,0.487397
37.68,0.496822,0.49937,0.496819,0.508106,0.487686
37.8,0.496555,0.500132,0.496552,0.507819,0.488122
37.92,0.496337,0.500879,0.496335,0.507435,0.488706
38.04,0.496171,0.501598,0.496168,0.506965,0.48942
38.16,0.496056,0.502282,0.496053,0.50642,0.490249
38.28,0.495991,0.502923,0.495988,0.505808,0.491178
38.4,0.495979,0.503512,0.495976,0.505136,0.492199
38.52,0.496019,0.504045,0.496016,0.50441,0.493302
38.64,0.496109,0.504515,0.496106,0.503644,0.494465
38.76,0.496244,0.504919,0.496242,0.50285,0.495672
38.88,0.496423,0.505254,0.496421,0.502039,0.496904
39,0.496643,0.505514,0.496641,0.50122,0.498148
39.12,0.496903,0.505698,0.496901,0.5004,0.499393
39.24,0.497195,0.505807,0.497194,0.499593,0.500619
39.36,0.497517,0.505841,0.497515,0.498809,0.50181
39.48,0.497861,0.505803,0.497859,0.498058,0.502952
39.6,0.498225,0.505692,0.498224,0.497347,0.504032
39.72,0.498605,0.505509,0.498604,0.496684,0.505039
39.84,0.498995,0.505261,0.498994,0.496077,0.505961
39.96,0.499388,0.504954,0.499387,0.495532,0.506788
40.08,0.499779,0.504593,0.499779,0.495054,0.507514
40.2,0.500166,0.50418,0.500166,0.49465,0.508129
40.32,0.500543,0.503722,0.500543,0.494322,0.508626
40.44,0.500905,0.503227,0.500905,0.494073,0.509005
40.56,0.501247,0.502703,0.501248,0.493902,0.509264
40.68,0.501567,0.502158,0.501567,0.493809,0.509404
40.8,0.50186,0.501596,0.50186,0.4938,0.509419
40.92,0.502123,0.501025,0.502124,0.493869,0.509314
41.04,0.502354,0.500453,0.502355,0.494014,0.509094
41.16,0.50255,0.499889,0.502552,0.494229,0.508766
41.28,0.502711,0.499339,0.502713,0.49451,0.50834
41.4,0.502834,0.498808,0.502835,0.494857,0.507812
41.52,0.502918,0.498303,0.502919,0.495263,0.507196
41.64,0.502963,0.49783,0.502965,0.495719,0.506503
41.76,0.502971,0.497395,0.502973,0.496217,0.505746
41.88,0.502943,0.497001,0.502945,0.49675,0.504936
42,0.502876,0.496655,0.502878,0.497317,0.504076
42.12,0.502774,0.496358,0.502776,0.497905,0.503182
42.24,0.50264,0.496113,0.502642,0.498507,0.502268
42.36,0.502477,0.495921,0.502478,0.499113,0.501347
42.48,0.502286,0.495784,0.502288,0.499716,0.500431
42.6,0.50207,0.495705,0.502071,0.500312,0.499525
42.72,0.501831,0.495681,0.501832,0.500892,0.498645
42.84,0.501575,0.495713,0.501576,0.501448,0.497801
42.96,0.501305,0.495796,0.501306,0.501973,0.497003
43.08,0.501026,0.495929,0.501027,0.502462,0.49626
43.2,0.500738,0.496113,0.500739,0.50291,0.49558
43.32,0.500447,0.496343,0.500447,0.503311,0.49497
43.44,0.500156,0.496612,0.500157,0.503663,0.494436
43.56,0.49987,0.496918,0.499871,0.503961,0.493983
43.68,0.499593,0.497255,0.499593,0.504204,0.493614
43.8,0.499326,0.497621,0.499326,0.504387,0.493336
43.92,0.499073,0.49801,0.499073,0.504511,0.493148
44.04,0.498837,0.498415,0.498837,0.504575,0.49305
44.16,0.49862,0.49883,0.49862,0.504583,0.493039
44.28,0.498426,0.499251,0.498426,0.504533,0.493115
44.4,0.498256,0.499673,0.498256,0.504424,0.493279
44.52,0.498112,0.500091,0.498111,0.504262,0.493525
44.64,0.497994,0.500498,0.497993,0.504051,0.493846
44.76,0.497903,0.50089,0.497903,0.503795,0.494235
44.88,0.497841,0.501263,0.49784,0.503497,0.494688
45,0.497808,0.501611,0.497807,0.503159,0.495202
45.12,0.497804,0.501932,0.497803,0.502788,0.495765
45.24,0.497826,0.502222,0.497825,0.502391,0.496368
45.36,0.497875,0.502478,0.497874,0.501974,0.497002
45.48,0.49795,0.502698,0.497949,0.50154,0.49766
45.6,0.49805,0.502878,0.498049,0.501095,0.498336
45.72,0.498172,0.503018,0.498171,0.500646,0.499019
45.84,0.498314,0.503117,0.498313,0.500199,0.499698
45.96,0.498474,0.503176,0.498473,0.499759,0.500366
46.08,0.49865,0.503194,0.498649,0.499332,0.501015
46.2,0.498839,0.503169,0.498839,0.498921,0.501638
46.32,0.49904,0.503106,0.499039,0.498534,0.502228
46.44,0.499247,0.503005,0.499247,0.498172,0.502777
46.56,0.499459,0.50287,0.499459,0.497842,0.503279
46.68,0.499674,0.502701,0.499674,0.497546,0.503728
46.8,0.499889,0.5025,0.499888,0.497287,0.504121
46.92,0.5001,0.502273,0.5001,0.497068,0.504454
47.04,0.500306,0.502022,0.500306,0.49689,0.504724
47.16,0.500503,0.501753,0.500503,0.496754,0.504931
47.28,0.50069,0.501466,0.50069,0.496663,0.505069
47.4,0.500863,0.501166,0.500864,0.496616,0.50514
47.52,0.501023,0.500858,0.501023,0.496613,0.505145
47.64,0.501166,0.500546,0.501167,0.496652,0.505085
47.76,0.501292,0.500235,0.501292,0.496731,0.504966
47.88,0.501398,0.499927,0.501399,0.496851,0.504784
48,0.501485,0.499626,0.501485,0.497008,0.504545
48.12,0.501551,0.499336,0.501551,0.4972,0.504254
48.24,0.501596,0.499061,0.501597,0.497422,0.503917
48.36,0.501621,0.498803,0.501622,0.49767,0.50354
48.48,0.501624,0.498567,0.501625,0.497944,0.503123
48.6,0.501607,0.498353,0.501607,0.498238,0.502676
48.72,0.501569,0.498165,0.50157,0.498548,0.502205
48.84,0.501513,0.498003,0.501514,0.49887,0.501717
48.96,0.501441,0.497869,0.501441,0.499197,0.50122
49.08,0.50135,0.497767,0.501351,0.499529,0.500715
49.2,0.501244,0.497694,0.501245,0.49986,0.500213
49.32,0.501125,0.497652,0.501126,0.500185,0.499718
49.44,0.500995,0.49764,0.500995,0.500501,0.499238
49.56,0.500855,0.497657,0.500856,0.500804,0.498779
49.68,0.500707,0.497705,0.500708,0.50109,0.498344
49.8,0.500553,0.49778,0.500554,0.501356,0.497939
49.92,0.500396,0.497882,0.500396,0.5016,0.497569
50.04,0.500237,0.498007,0.500237,0.501819,0.497237
50.16,0.500079,0.498154,0.500079,0.50201,0.496947
50.28,0.499923,0.498323,0.499923,0.502171,0.496702
50.4,0.499771,0.498509,0.499771,0.502302,0.496504
50.52,0.499625,0.49871,0.499625,0.5024,0.496354
50.64,0.499487,0.498922,0.499487,0.502468,0.496252
50.76,0.499359,0.499142,0.499359,0.502503,0.496198
50.88,0.499241,0.49937,0.499241,0.502504,0.496196
51,0.499136,0.499601,0.499136,0.502474,0.496242
51.12,0.499043,0.499832,0.499043,0.502414,0.496333
51.24,0.498965,0.50006,0.498964,0.502325,0.496468
51.36,0.498901,0.500281,0.4989,0.50221,0.496643
51.48,0.498852,0.500495,0.498852,0.502068,0.496859
51.6,0.49882,0.500699,0.498819,0.501902,0.49711
51.72,0.498802,0.500889,0.498802,0.501717,0.497392
51.84,0.4988,0.501063,0.498799,0.501515,0.497699
51.96,0.498812,0.501221,0.498812,0.501298,0.498028
52.08,0.49884,0.50136,0.49884,0.501069,0.498377
52.2,0.498882,0.501479,0.498882,0.500831,0.498738
52.32,0.498937,0.501576,0.498937,0.500587,0.499108
52.44,0.499004,0.501652,0.499003,0.500343,0.49948
52.56,0.499082,0.501706,0.499081,0.500099,0.49985
52.68,0.49917,0.501737,0.49917,0.499858,0.500215
52.8,0.499267,0.501744,0.499266,0.499625,0.50057
52.92,0.499371,0.501731,0.49937,0.499401,0.50091
53.04,0.49948,0.501696,0.499479,0.49919,0.501231
53.16,0.499593,0.50164,0.499593,0.498993,0.50153
53.28,0.49971,0.501565,0.499709,0.498813,0.501803
53.4,0.499827,0.501471,0.499827,0.498652,0.502047
53.52,0.499944,0.501361,0.499944,0.498512,0.502261
53.64,0.50006,0.501237,0.500059,0.498392,0.502442
53.76,0.500172,0.5011,0.500172,0.498296,0.502588
53.88,0.500279,0.500951,0.500279,0.498224,0.502698
54,0.500381,0.500793,0.500381,0.498175,0.502772
54.12,0.500476,0.50063,0.500476,0.49815,0.502809
54.24,0.500563,0.500462,0.500563,0.498149,0.502812
54.36,0.500641,0.500292,0.500641,0.498171,0.502778
54.48,0.500709,0.500121,0.500709,0.498216,0.502709
54.6,0.500766,0.499952,0.500767,0.498283,0.502608
54.72,0.500813,0.499788,0.500814,0.498369,0.502477
54.84,0.500849,0.49963,0.50085,0.498474,0.502319
54.96,0.500873,0.49948,0.500874,0.498596,0.502133
55.08,0.500886,0.49934,0.500886,0.498733,0.501924
55.2,0.500887,0.499211,0.500887,0.498884,0.501696
55.32,0.500877,0.499095,0.500878,0.499045,0.501451
55.44,0.500857,0.498992,0.500857,0.499213,0.501195
55.56,0.500826,0.498905,0.500826,0.499389,0.500928
55.68,0.500785,0.498833,0.500785,0.499569,0.500654
55.8,0.500735,0.498778,0.500735,0.499751,0.500378
55.92,0.500677,0.498738,0.500677,0.499931,0.500104
56.04,0.500612,0.498716,0.500613,0.500108,0.499835
56.16,0.500541,0.49871,0.500541,0.500281,0.499573
56.28,0.500464,0.498721,0.500464,0.500446,0.499322
56.4,0.500383,0.498747,0.500383,0.500602,0.499085
56.52,0.500299,0.498789,0.500299,0.500748,0.498864
56.64,0.500213,0.498844,0.500213,0.50088,0.498663
56.76,0.500126,0.498914,0.500126,0.500999,0.498483
56.88,0.500039,0.498996,0.500039,0.501102,0.498325
57,0.499954,0.499088,0.499954,0.50119,0.498193
57.12,0.499871,0.49919,0.499871,0.501261,0.498085
57.24,0.499792,0.499299,0.499792,0.501314,0.498003
57.36,0.499717,0.499416,0.499717,0.50135,0.49795
57.48,0.499647,0.499537,0.499647,0.501368,0.497923
57.6,0.499583,0.499662,0.499583,0.501368,0.497922
57.72,0.499525,0.499788,0.499525,0.501351,0.497948
57.84,0.499475,0.499913,0.499475,0.501318,0.497998
57.96,0.499433,0.500038,0.499432,0.501269,0.498073
