"time","Losses","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]","uDC"
0.004200,7674.265625,1121.582773,-1121.319340,-0.263433,510.801787,-123.684330,-387.117457,504.559904
0.004400,8064.804378,1162.634984,-1162.312814,-0.322170,519.463647,-98.646894,-420.816752,513.139735
0.004600,8167.263230,1169.499258,-1169.119623,-0.379635,528.379502,-74.372186,-454.007317,522.041938
0.004800,7947.335947,1138.676774,-1138.241172,-0.435602,537.062804,-50.730324,-486.332480,530.786958
0.005000,7395.990090,1067.605524,-1067.115674,-0.489849,544.987982,-27.569024,-517.418958,538.854349
0.005200,6533.376026,954.723879,-954.181715,-0.542164,551.603959,-4.719670,-546.884290,545.696155
0.005233,6362.496918,931.797472,-931.246791,-0.550681,552.539676,-0.930695,-551.608981,546.677735
0.005400,5424.299400,808.222798,-790.242837,-17.979961,556.378941,-0.772262,-555.606679,550.781586
0.005600,4236.158089,644.294367,-559.764857,-84.529510,558.998181,-0.475235,-558.522946,553.795239
0.005800,3106.351933,463.934399,-263.489761,-200.444638,559.238763,-0.063045,-559.175718,554.512457
0.005949,2348.394136,319.322720,-0.448209,-318.874511,503.135368,54.925860,-558.061229,553.424147
0.006000,2254.980018,316.922432,-0.203765,-316.718667,380.600626,176.835421,-557.436047,552.803520
0.006200,2241.605347,317.643874,-0.143186,-317.500688,349.076085,205.889775,-554.965860,550.331825
0.006400,2299.411155,331.057996,-0.082042,-330.975954,317.330702,235.288232,-552.618935,547.958005
0.006600,2409.109557,353.137086,-0.020575,-353.116511,285.552736,264.978033,-550.530768,545.825615
0.006800,2549.971475,379.663965,0.040974,-379.704939,253.903307,294.877571,-548.780878,544.022606
0.007000,2699.196141,406.329101,0.102361,-406.431463,222.514595,324.876123,-547.390718,542.579052
0.007200,2832.151345,428.848568,0.163345,-429.011912,191.489474,354.834146,-546.323620,541.466851
0.007400,2923.343819,443.068202,0.223683,-443.291885,160.902947,384.586269,-545.489216,540.603946
0.007600,2948.075333,445.062493,0.283139,-445.345632,130.802295,413.941464,-544.743759,539.854440
0.007800,2884.726516,431.242029,0.341477,-431.583507,101.207701,442.685170,-543.892871,539.031132
0.008000,2717.267905,398.440333,0.398468,-398.838801,72.114943,470.583346,-542.698289,537.902094
0.008200,2437.937784,344.025370,0.453886,-344.479256,43.497786,497.384249,-540.882036,536.194612
0.008400,2049.131551,265.916514,0.507513,-266.424027,15.312472,522.825738,-538.138210,533.606945
0.008508,1797.475212,213.203757,0.535734,-213.739491,0.212668,535.936460,-536.149128,531.723257
0.008600,1564.462621,159.477111,7.013204,-166.490316,0.152464,533.991122,-534.143585,529.818686
0.008800,1104.031838,1.084088,65.489658,-66.573746,-0.064406,528.811230,-528.746824,524.680224
0.008800,1103.123610,0.672817,65.684905,-66.357721,-0.065012,528.798431,-528.733419,524.667445
0.009000,1038.450465,0.302826,76.265521,-76.568347,-110.119301,523.064991,-412.945691,518.913203
0.009200,1174.720773,0.243719,114.291141,-114.534860,-136.990918,517.700771,-380.709853,513.472980
0.009400,1429.534778,0.183650,175.429885,-175.613535,-164.699374,513.048656,-348.349282,508.698638
0.009600,1795.339617,0.122856,254.640201,-254.763057,-193.259188,509.374194,-316.115006,504.865809
0.009800,2260.350154,0.061577,346.444037,-346.505614,-222.647051,506.871257,-284.224205,502.179320
0.010000,2805.399599,0.000055,445.074050,-445.074105,-252.801098,505.657670,-252.856572,500.768532
0.010200,3402.172587,-0.061467,544.629741,-544.568275,-283.620027,505.773331,-222.153305,500.685144
0.010400,4012.764249,-0.122746,639.187024,-639.064278,-314.962623,507.179218,-192.216596,501.901980
0.010600,4591.292041,-0.183541,722.968409,-722.784869,-346.649662,509.758400,-163.108738,504.313665
0.010800,5087.122913,-0.243612,790.502804,-790.259193,-378.465492,513.319235,-134.853743,507.739498
0.011000,5449.130227,-0.302721,836.737066,-836.434346,-410.160780,517.600690,-107.439910,511.928552
0.011200,5630.921320,-0.360635,857.158155,-856.797520,-441.457223,522.279151,-80.821928,516.566238
0.011400,5596.403077,-0.417126,847.908750,-847.491623,-472.051570,526.976418,-54.924848,521.282070
0.011600,5325.015571,-0.471971,805.886838,-805.414867,-501.620317,531.268956,-29.648639,525.658715
0.011800,4816.034098,-0.524954,728.829963,-728.305010,-529.826601,534.698974,-4.872374,529.242907
0.011834,4707.438453,-0.533734,712.186123,-711.652389,-534.447611,535.160645,-0.713035,529.737876
0.012000,4106.768675,-19.193514,624.663475,-605.469962,-536.233203,536.819479,-0.586276,531.590418
0.012200,3336.404178,-90.421930,509.710136,-419.288207,-537.074726,537.403592,-0.328866,532.475667
0.012400,2607.340961,-213.917488,383.553252,-169.635764,-536.351819,536.307538,0.044282,531.755421
0.012513,2215.843489,-306.557778,306.992794,-0.435016,-535.190114,485.103247,50.086868,530.577634
0.012600,2197.461927,-316.974270,317.198061,-0.223791,-534.113661,378.952429,155.161231,529.480556
0.012800,2370.604262,-352.724505,352.887959,-0.163454,-531.950565,347.702314,184.248252,527.246016
0.013000,2626.640113,-401.503341,401.605812,-0.102471,-530.380292,316.425937,213.954355,525.578243
0.013200,2945.544619,-458.496183,458.537268,-0.041085,-529.535731,285.310353,244.225378,524.619756
0.013400,3302.889043,-518.722558,518.702095,0.020464,-529.483829,254.510026,274.973803,524.447462
0.013600,3669.156781,-577.135235,577.053303,0.081932,-530.225785,224.146866,306.078919,525.072656
0.013800,4010.290206,-628.738929,628.595852,0.143077,-531.693520,194.308413,337.385108,526.437248
0.014000,4289.533514,-668.728008,668.524351,0.203657,-533.753424,165.048233,368.705191,528.417237
0.014200,4470.212252,-692.608230,692.344797,0.263433,-536.211170,136.388984,399.822186,530.827288
0.014400,4519.190741,-696.305496,695.983327,0.322169,-538.816290,108.323245,430.493045,533.425078
0.014600,4410.753381,-676.276784,675.897149,0.379635,-541.269070,80.816929,460.452142,535.917978
0.014800,4130.125891,-629.570637,629.135035,0.435602,-543.225872,53.811888,489.413984,537.968252
0.015000,3676.872222,-553.932931,553.443082,0.489849,-544.310095,27.230110,517.079985,539.203806
0.015200,3067.159252,-447.875525,447.333361,0.542164,-544.122658,0.978987,543.143671,539.228536
0.015204,3053.171167,-445.366840,444.823618,0.543222,-544.102542,0.444280,543.658262,539.213439
0.015400,2362.342873,-324.476913,296.302363,28.174550,-542.311853,0.268128,542.043726,537.692158
0.015600,1712.232596,-198.175741,85.475546,112.700195,-538.774284,-0.027225,538.801508,534.491710
0.015668,1441.327548,-154.532963,0.357391,154.175573,-447.357365,-89.966492,537.323856,533.016222
0.015800,1433.283789,-160.784992,0.263540,160.521453,-398.922144,-135.381972,534.304115,529.983877
0.016000,1542.144184,-189.350667,0.203765,189.146902,-366.875073,-163.110004,529.985076,525.607638
0.016200,1752.831364,-236.993500,0.143186,236.850314,-334.701933,-191.515698,526.217631,521.744839
0.016400,2052.199068,-298.953836,0.082042,298.871794,-302.628907,-220.586511,523.215417,518.618638
0.016600,2423.373003,-370.131161,0.020575,370.110586,-270.850161,-250.275389,521.125550,516.386349
0.016800,2843.720877,-445.215456,-0.040974,445.256430,-239.525454,-280.499507,520.024961,515.135528
0.017000,3284.017975,-518.824246,-0.102362,518.926608,-208.778661,-311.140402,519.919062,514.882350
0.017200,3708.914369,-585.632976,-0.163345,585.796321,-178.698583,-342.043464,520.742047,515.571658
0.017400,4078.805966,-640.513493,-0.223683,640.737176,-149.337396,-373.020779,522.358175,517.077968
0.017600,4352.831862,-678.657297,-0.283139,678.940435,-120.713581,-403.852683,524.566264,519.209714
0.017800,4492.701019,-695.684585,-0.341477,696.026062,-92.814314,-434.291721,527.106035,521.715377
0.018000,4467.168524,-687.772744,-0.398468,688.171211,-65.596746,-464.064806,529.661552,524.286666
0.018200,4256.352759,-651.750756,-0.453886,652.204642,-38.992379,-492.879038,531.871417,526.568524
0.018400,3855.475177,-585.176165,-0.507513,585.683678,-12.912904,-520.426380,533.339284,528.169490
0.018496,3598.283264,-541.790828,-0.532592,542.323420,-0.541258,-533.115858,533.657116,528.574068
0.018600,3278.522709,-482.563178,-8.203571,490.766749,-0.474359,-533.176246,533.650605,528.678342
0.018800,2647.196952,-321.963724,-65.544299,387.508022,-0.256419,-532.303858,532.560277,527.851870
0.019000,2062.952819,-100.124975,-177.887638,278.012613,0.077763,-530.063015,529.985252,525.608174
0.019075,1878.314442,-1.004673,-234.049151,235.053824,0.233044,-528.848750,528.615706,524.380704
0.019200,1851.021163,-0.243718,-252.361045,252.604764,141.507266,-526.733254,385.225988,522.229342
0.019400,2057.703680,-0.183650,-296.996401,297.180051,170.065767,-523.781228,353.715461,519.188098
0.019600,2360.993133,-0.122856,-357.058813,357.181668,199.353094,-521.562080,322.208985,516.848881
0.019800,2743.788243,-0.061577,-427.516140,427.577717,229.330999,-520.239223,290.908224,515.385169
0.020000,3183.389519,-0.000056,-503.084911,503.084967,259.925043,-519.905631,259.980588,514.900500
0.020200,3650.415978,0.061466,-578.369786,578.308320,291.024542,-520.582728,229.558186,515.427090
0.020400,4109.029939,0.122746,-648.000404,647.877658,322.483185,-522.220124,199.736939,516.925289
0.020600,4518.502367,0.183541,-706.762107,706.578566,354.119066,-524.696990,170.577924,519.284697
0.020800,4836.072110,0.243611,-749.729315,749.485704,385.718532,-527.825377,142.106845,522.327216
0.021000,5020.737009,0.302721,-772.385407,772.082687,417.037939,-531.355068,114.317128,525.811661
0.021200,5037.642665,0.360635,-770.736336,770.375701,447.807638,-534.980038,87.172400,529.439994
0.021400,4862.555652,0.417127,-741.410969,740.993842,477.736635,-538.346345,60.609709,532.865015
0.021600,4485.918837,0.471971,-681.748770,681.276798,506.516476,-541.061076,34.544600,535.699131
0.021800,3915.956569,0.524954,-589.868193,589.343239,533.828406,-542.702636,8.874230,537.524509
0.021865,3692.129615,0.541812,-552.697054,552.155242,542.372572,-542.932657,0.560085,537.828890
0.022000,3187.073549,13.288531,-471.043263,457.754731,542.405270,-542.849736,0.444466,537.922023
0.022200,2442.834054,78.672376,-344.885398,266.213022,541.101015,-541.288555,0.187540,536.678539
0.022400,1792.254699,198.768366,-212.422920,13.654554,538.121831,-537.936718,-0.185114,533.711716
0.022409,1688.874012,205.707698,-206.073125,0.365428,537.938624,-451.683301,-86.255323,533.527919
0.022600,1717.926592,222.363456,-222.587247,0.223791,534.302903,-379.046937,-155.255966,529.859021
0.022800,1878.011663,258.866557,-259.030011,0.163454,530.881287,-347.167567,-183.713720,526.364452
0.023000,2127.199004,310.450621,-310.553092,0.102472,528.080718,-315.276186,-212.804533,523.460770
0.023200,2448.690983,372.264446,-372.305531,0.041085,526.062363,-283.573702,-242.488661,521.318844
0.023400,2820.973632,439.207910,-439.187446,-0.020464,524.919120,-252.227706,-272.691414,520.041774
0.023600,3216.789478,506.068400,-505.986468,-0.081932,524.673291,-221.370510,-303.302781,519.662285
0.023800,3603.358219,567.660849,-567.517773,-0.143077,525.278488,-191.100790,-334.177698,520.144359
0.024000,3943.869682,618.966897,-618.763240,-0.203657,526.621043,-161.482060,-365.138982,521.384365
0.024200,4199.917797,655.237907,-654.974474,-0.263433,528.522353,-132.544616,-395.977736,523.213196
0.024400,4334.850100,672.097921,-671.775752,-0.322169,530.742908,-104.286587,-426.456320,525.400094
0.024600,4318.084649,665.701318,-665.321683,-0.379634,532.989856,-76.677491,-456.312364,527.659897
0.024800,4129.134095,632.822510,-632.386908,-0.435602,534.924796,-49.661252,-485.263543,529.660655
0.025000,3761.066986,570.911331,-570.421482,-0.489850,536.171824,-23.160881,-513.010944,531.031563
0.025174,3302.902929,492.159939,-491.624530,-0.535408,536.384528,-0.491089,-535.893439,531.401815
0.025200,3220.682127,478.414337,-477.375934,-1.038404,536.327951,-0.476337,-535.851614,531.373232
0.025400,2585.841533,371.798493,-334.696097,-37.102396,535.062948,-0.297593,-534.765355,530.357523
0.025600,1984.565165,260.833994,-131.488042,-129.345952,532.283611,-0.002142,-532.281469,527.892354
0.025705,1648.591529,200.395100,-0.384313,-200.010787,457.352071,73.038625,-530.390697,525.991351
0.025800,1654.186160,210.630030,-0.263539,-210.366490,396.039592,132.499951,-528.539543,524.119603
0.026000,1815.532930,248.194812,-0.203765,-247.991047,364.364933,160.599877,-524.964810,520.469674
0.026200,2079.551283,303.502601,-0.143186,-303.359415,332.617673,189.431370,-522.049043,517.443224
0.026400,2431.644949,371.632601,-0.082042,-371.550559,301.015157,218.972693,-519.987851,515.245707
0.026600,2852.392140,447.353399,-0.020575,-447.332824,269.741009,249.166169,-518.907178,514.013529
0.026800,3315.858635,525.260206,0.040974,-525.301180,238.943757,279.917740,-518.861497,513.811972
0.027000,3789.186552,599.913655,0.102362,-600.016016,208.735567,311.097240,-519.832807,514.633916
0.027200,4233.543326,665.972170,0.163345,-666.135515,179.193224,342.538041,-521.731264,516.400199
0.027400,4606.464376,718.328613,0.223683,-718.552296,150.357197,374.040514,-524.397711,518.961877
0.027600,4865.288385,752.234242,0.283139,-752.517381,122.234406,405.373450,-527.607856,522.104158
0.027800,4971.398671,763.417751,0.341477,-763.759228,94.800378,436.277731,-531.078109,525.551993
0.028000,4894.783567,748.192116,0.398468,-748.590584,68.002189,466.470726,-534.472915,528.977200
0.028200,4618.410074,703.548981,0.453886,-704.002867,41.763318,495.649932,-537.413251,532.006773
0.028400,4141.870922,627.235759,0.507513,-627.743272,15.986572,523.499986,-539.486557,534.232656
0.028521,3763.257901,565.022177,0.539011,-565.561188,0.564483,539.572598,-540.137081,535.007577
0.028600,3481.655883,515.619882,4.927893,-520.547775,0.510691,539.750473,-540.261165,535.226077
0.028800,2755.677777,347.464853,54.832467,-402.297320,0.292632,539.153201,-539.445833,534.697149
0.029000,2080.037158,117.881056,159.545590,-277.426646,-0.041664,536.983924,-536.942259,532.548025
0.029086,1834.231602,0.730513,220.978416,-221.708928,-0.220248,535.548990,-535.328742,531.107373
0.029200,1765.065002,0.243719,231.467104,-231.710822,-144.876723,533.472258,-388.595535,529.010147
0.029400,1911.369071,0.183650,265.159214,-265.342863,-173.248789,530.147341,-356.898552,525.617898
0.029600,2151.824014,0.122856,315.028807,-315.151663,-202.279911,527.415776,-325.135865,522.786649
0.029800,2470.108215,0.061577,376.252176,-376.313753,-231.937601,525.452496,-293.514895,520.700980
0.030000,2845.538469,0.000056,443.748452,-443.748508,-262.154845,524.365301,-262.210456,519.478852
0.030200,3251.710464,-0.061467,512.298298,-512.236831,-292.830129,524.193399,-231.363270,519.169912
0.030400,3656.355122,-0.122746,576.670341,-576.547594,-323.825481,524.904786,-201.079305,519.752617
0.030600,4022.594735,-0.183541,631.764817,-631.581276,-354.970118,526.399159,-171.429041,521.136864
0.030800,4311.273036,-0.243611,672.732977,-672.489365,-386.061085,528.510553,-142.449468,523.166386
0.031000,4484.267957,-0.302720,695.093152,-694.790431,-416.865991,531.011242,-114.145251,525.622420
0.031200,4508.504215,-0.360635,694.848970,-694.488335,-447.126449,533.617730,-86.491281,528.229458
0.031400,4360.162931,-0.417126,668.597401,-668.180275,-476.562392,535.998446,-59.436054,530.662739
0.031600,4028.480402,-0.471971,613.607723,-613.135752,-504.876788,537.782269,-32.905481,532.556600
0.031800,3518.790027,-0.524954,527.888148,-527.363194,-531.761282,538.567968,-6.806686,533.513793
0.031849,3369.859615,-0.537560,502.190174,-501.652614,-538.059630,538.560745,-0.501115,533.557978
0.032000,2865.990255,-16.858610,418.381148,-401.522538,-537.577049,537.961712,-0.384664,533.142884
0.032200,2211.419929,-87.905433,303.730104,-215.824671,-535.664401,535.792320,-0.127919,531.273837
0.032377,1706.105495,-197.239715,197.765428,-0.525713,-532.705353,529.209498,3.495855,528.311413
0.032400,1614.480640,-198.958046,199.241295,-0.283249,-532.251852,407.750343,124.501509,527.854717
0.032600,1718.620766,-225.673964,225.897755,-0.223791,-528.429196,376.110185,152.319012,523.978681
0.032800,1928.719704,-271.873344,272.036798,-0.163454,-525.135684,344.294800,180.840883,520.592823
0.033000,2231.145626,-332.841751,332.944223,-0.102472,-522.591260,312.531489,210.059771,517.926518
0.033200,2608.696732,-403.507638,403.548723,-0.041085,-520.949233,281.017172,239.932061,516.143217
0.033400,3038.515819,-478.577065,478.556602,0.020464,-520.292936,249.914648,270.378288,515.336842
0.033600,3491.141202,-552.667694,552.585763,0.081932,-520.634519,219.351445,301.283074,515.530306
0.033800,3930.867290,-620.439762,620.296686,0.143076,-521.915645,189.419686,332.495959,516.675951
0.034000,4317.466627,-676.728640,676.524983,0.203657,-524.006544,160.174580,363.831964,518.654337
0.034200,4609.153079,-716.675835,716.412402,0.263433,-526.710943,131.638661,395.072282,521.278907
0.034400,4766.510992,-735.858744,735.536574,0.322170,-529.772466,103.801128,425.971338,524.302129
0.034600,4756.742402,-730.384497,730.004862,0.379635,-532.880031,76.622345,456.257686,527.420706
0.034800,4558.030002,-696.985554,696.549952,0.435602,-535.675338,50.036554,485.638784,530.282872
0.035000,4163.539194,-633.118721,632.628872,0.489850,-537.762776,23.956386,513.806390,532.498103
0.035182,3642.814115,-546.936820,546.399234,0.537586,-538.691996,0.552639,538.139357,533.599736
0.035200,3582.377137,-537.150274,536.385149,0.765125,-538.720239,0.535619,538.184619,533.647780
0.035400,2888.323484,-424.451907,390.565487,33.886420,-538.190318,0.356679,537.833640,533.376376
0.035600,2216.562078,-305.873716,183.453736,122.419980,-536.052181,0.061034,535.991147,531.563925
0.035741,1730.383025,-218.144494,0.349147,217.795347,-441.444563,-92.297377,533.741940,529.307067
0.035800,1725.600033,-223.088982,0.263540,222.825442,-398.097510,-134.557242,532.654752,528.209902
0.036000,1854.062477,-253.693180,0.203765,253.489414,-366.476139,-162.710452,529.186592,524.680467
0.036200,2082.464339,-301.945892,0.143186,301.802706,-334.734491,-191.548683,526.283175,521.680478
0.036400,2395.642190,-363.074768,0.082042,362.992726,-303.091175,-221.049213,524.140388,519.415368
0.036600,2774.377478,-432.006640,0.020574,431.986066,-271.730416,-251.156081,522.886497,518.023549
0.036800,3193.679061,-503.486584,-0.040974,503.527559,-240.802788,-281.777276,522.580064,517.574094
0.037000,3622.331243,-572.215622,-0.102362,572.317984,-210.423761,-312.785365,523.209126,518.065638
0.037200,4023.723407,-632.983136,-0.163345,633.146481,-180.673477,-344.018223,524.691701,519.426619
0.037400,4357.951851,-680.796375,-0.223683,681.020058,-151.597417,-375.280661,526.878077,521.517313
0.037600,4585.006613,-711.004761,-0.283139,711.287900,-123.207920,-406.346888,529.554808,524.133573
0.037800,4668.716322,-719.416092,-0.341477,719.757569,-95.486505,-436.963782,532.450287,527.012177
0.038000,4581.022053,-702.401974,-0.398468,702.800441,-68.386930,-466.854864,535.241794,529.837661
0.038200,4306.092345,-656.990226,-0.453886,657.444111,-41.838899,-495.724925,537.563824,532.250463
0.038400,3843.771402,-580.940521,-0.507513,581.448034,-15.751855,-523.265683,539.017538,533.856226
0.038518,3488.961838,-520.979585,-0.538283,521.517868,-0.520441,-538.777317,539.297758,534.256338
0.038600,3210.024672,-470.420478,-5.314225,475.734703,-0.465106,-538.720355,539.185461,534.240383
0.038800,2523.224723,-303.833353,-56.636262,360.469615,-0.247197,-537.548510,537.795707,533.132478
0.039000,1896.584993,-76.426447,-163.379705,239.806151,0.086953,-534.854632,534.767678,530.452515
0.039057,1744.915528,-0.738550,-203.684775,204.423325,0.202946,-533.800248,533.597302,529.393207
0.039200,1694.797129,-0.243519,-218.428614,218.672134,143.766383,-531.052464,387.286080,526.616425
0.039400,1859.922224,-0.183650,-256.280887,256.464537,171.969531,-527.588841,355.619311,523.077150
0.039600,2121.117226,-0.122856,-310.489275,310.612131,200.960221,-524.776468,323.816246,520.156415
0.039800,2462.571739,-0.061577,-376.140214,376.201792,230.607097,-522.791554,292.184457,518.040256
0.040000,2863.592489,-0.000056,-448.050788,448.050844,260.843235,-521.742151,260.898916,516.847092
0.040200,3297.291017,0.061466,-520.900300,520.838834,291.565719,-521.665218,230.099499,516.624522
0.040400,3730.529020,0.122745,-589.370339,589.247594,322.636327,-522.527112,199.890785,517.349538
0.040600,4125.092098,0.183541,-648.266681,648.083140,353.882911,-524.224255,170.341345,518.928953
0.040800,4440.190696,0.243612,-692.651189,692.407578,385.098920,-526.585737,141.486817,521.201730
0.041000,4636.039604,0.302721,-717.975434,717.672713,416.049667,-529.378115,113.328448,523.943524
0.041200,4677.947455,0.360635,-720.184907,719.824272,446.473579,-532.311522,85.837943,526.872576
0.041400,4540.640799,0.417126,-695.819143,695.402017,476.087002,-535.047210,58.960207,529.657057
0.041600,4212.249203,0.471971,-642.093172,641.621200,504.589490,-537.207240,32.617750,531.924598
0.041800,3697.717135,0.524954,-557.000176,556.475222,531.667236,-538.380415,6.713179,533.268015
0.041848,3548.442449,0.537393,-531.708195,531.170802,537.930530,-538.467722,0.537193,533.405919
0.042000,3032.242566,16.875341,-447.480420,430.605079,537.749245,-538.162974,0.413729,533.285964
0.042200,2357.199892,87.548092,-331.987073,244.438980,536.218547,-536.375438,0.156891,531.800084
0.042398,1779.370585,211.383166,-211.943359,0.560193,533.201974,-532.991151,-0.210823,528.779713
0.042400,1678.146309,211.678360,-211.961606,0.283245,533.158560,-408.202113,-124.956448,528.735986
0.042600,1775.873800,236.743187,-236.966978,0.223791,529.492257,-376.641960,-152.850297,525.019606
0.042800,1978.700913,281.060687,-281.224140,0.163453,526.329967,-344.891697,-181.438270,521.768734
0.043000,2272.443475,339.943781,-340.046252,0.102471,523.888602,-313.179908,-210.708694,519.209659
0.043200,2639.647230,408.383625,-408.424709,0.041085,522.322394,-281.703500,-240.618894,517.506629
0.043400,3057.263625,481.126825,-481.106361,-0.020464,521.712333,-250.624094,-271.088239,516.751142
0.043600,3495.895681,552.836428,-552.754496,-0.081932,522.068558,-220.068213,-302.000345,516.964010
0.043800,3920.224265,618.228397,-618.085321,-0.143077,523.331560,-190.127393,-333.204166,518.096291
0.044000,4290.718949,672.200888,-671.997231,-0.203657,525.372805,-160.858024,-364.514781,520.029656
0.044200,4566.469875,709.951150,-709.687718,-0.263433,527.998094,-132.282547,-395.715548,522.579510
0.044400,4708.897099,727.084900,-726.762730,-0.322169,530.952257,-104.391329,-426.560928,525.499469
0.044600,4686.145304,719.743348,-719.363714,-0.379634,533.926004,-77.145629,-456.780375,528.487963
0.044800,4477.466692,684.713338,-684.277737,-0.435601,536.564362,-50.481354,-486.083008,531.196443
0.045000,4076.942039,619.501020,-619.011170,-0.489850,538.475909,-24.312734,-514.163175,533.238472
0.045184,3547.263480,531.112913,-530.574742,-0.538170,539.233894,-0.531529,-538.702365,534.173284
0.045200,3494.435634,522.477171,-521.763782,-0.713389,539.242562,-0.521050,-538.721512,534.199399
0.045400,2802.334774,408.826094,-375.491441,-33.334653,538.508729,-0.342156,-538.166572,533.725487
0.045600,2137.361807,289.758393,-168.157771,-121.600623,536.157780,-0.046557,-536.111222,531.700935
0.045731,1680.959627,208.901882,-0.334121,-208.567761,434.022759,99.901199,-533.923958,529.507555
0.045800,1684.050435,214.590418,-0.263540,-214.326879,398.065993,134.526211,-532.592204,528.164352
0.046000,1812.151834,245.390061,-0.203765,-245.186296,366.388861,162.623671,-529.012532,524.523013
0.046200,2040.641121,294.023658,-0.143186,-293.880472,334.594044,191.407605,-526.001649,521.414796
0.046400,2354.644077,355.710469,-0.082043,-355.628427,302.900381,220.857782,-523.758164,519.047871
0.046600,2735.233178,425.365050,-0.020575,-425.344475,271.494693,250.919718,-522.414411,517.564745
0.046800,3157.571557,497.703932,0.040974,-497.744906,240.527617,281.501464,-522.029080,517.034675
0.047000,3590.567906,567.408324,0.102361,-567.510685,210.115334,312.476298,-522.591632,517.457757
0.047200,3997.652401,629.251391,0.163345,-629.414736,180.338221,343.683478,-524.021699,518.764080
0.047400,4338.812072,678.220280,0.223684,-678.443964,151.243513,374.927268,-526.170781,520.815167
0.047600,4573.718475,709.633166,0.283139,-709.916305,122.843329,405.982788,-528.826117,523.407624
0.047800,4665.696413,719.258389,0.341477,-719.599866,95.119176,436.596924,-531.716100,526.278304
0.048000,4586.162478,703.439131,0.398468,-703.837599,68.024650,466.493044,-534.517694,529.111485
0.048200,4318.783087,659.185762,0.453886,-659.639648,41.489266,495.375738,-536.865004,531.547251
0.048400,3862.893277,584.241572,0.507513,-584.749085,15.422673,522.935948,-538.358621,533.190705
0.048516,3519.392982,526.310102,0.537613,-526.847714,0.527203,538.140367,-538.667570,533.615488
0.048600,3234.245408,474.615992,5.602704,-480.218696,0.469013,538.111424,-538.580437,533.626679
0.048800,2551.756995,308.660063,57.567510,-366.227573,0.251092,537.009964,-537.261056,532.587243
0.049000,1927.222632,81.797783,164.866520,-246.664303,-0.083069,534.402055,-534.318986,529.991592
0.049061,1738.060589,0.478997,208.468592,-208.947589,-27.148021,533.293544,-506.145523,528.877194
0.049200,1717.523637,0.243719,223.282003,-223.525722,-143.476714,530.672917,-387.196203,526.227171
0.049400,1886.423096,0.183649,261.709306,-261.892955,-171.815095,527.279526,-355.464431,522.756977
0.049600,2151.380970,0.122855,316.370742,-316.493597,-200.844018,524.543560,-323.699541,519.911744
0.049800,2496.354427,0.061577,382.340801,-382.402378,-230.531355,522.639567,-292.108212,517.875869
0.050000,2900.430730,0.000055,454.432958,-454.433013,-260.809302,521.673780,-260.864478,516.765956
