"time","world.frame_b.f[2]","world.frame_b.f[3]","world.frame_b.t[1]","world.frame_b.t[2]","world.frame_b.t[3]","world.g","world.mue","world.driveTrainMechanics3D","world.axisDiameter","world.gravityArrowTail[1]"
1.625,1.35332E+06,-221476,-15793.1,33221.4,203000,9.81,3.986E+14,1,0.0125,0
1.65,-954014,164704,1168.18,-24705.6,-143101,9.81,3.986E+14,1,0.0125,0
1.675,2.18181E+06,61285,4675.65,-9192.75,327273,9.81,3.986E+14,1,0.0125,0
1.7,-774036,-315769,-1765.43,47365.4,-116104,9.81,3.986E+14,1,0.0125,0
1.725,-586491,316545,1736.62,-47481.8,-87972.2,9.81,3.986E+14,1,0.0125,0
1.75,1.05441E+06,267099,17500.9,-40064.8,158163,9.81,3.986E+14,1,0.0125,0
1.775,729871,-262538,-15456,39380.7,109482,9.81,3.986E+14,1,0.0125,0
1.8,-54445.7,-245664,-4808.15,36849.7,-8165.37,9.81,3.986E+14,1,0.0125,0
1.825,-348256,-300796,-2619.46,45119.4,-52236.9,9.81,3.986E+14,1,0.0125,0
1.85,-305079,-298655,-2948.87,44798.2,-45760.3,9.81,3.986E+14,1,0.0125,0
1.875,75959.3,-254681,-6993.82,38202.1,11395.4,9.81,3.986E+14,1,0.0125,0
1.9,1.65222E+06,-305768,-21421.6,45865.2,247835,9.81,3.986E+14,1,0.0125,0
1.925,452570,278683,13051.8,-41802.5,67887,9.81,3.986E+14,1,0.0125,0
1.95,-1.19428E+06,355797,2261.49,-53369.6,-179140,9.81,3.986E+14,1,0.0125,0
1.975,-355734,-339509,-3273.42,50926.3,-53358.7,9.81,3.986E+14,1,0.0125,0
2,703014,314736,16952.4,-47210.4,105454,9.81,3.986E+14,1,0.0125,0
2.025,-1.35916E+06,-308628,-2111.69,46294.2,-203873,9.81,3.986E+14,1,0.0125,0
2.05,1.22609E+06,355340,22445.4,-53301,183914,9.81,3.986E+14,1,0.0125,0
2.075,-877181,-451639,-2471.28,67745.9,-131576,9.81,3.986E+14,1,0.0125,0
2.1,-726819,440178,2618.02,-66026.7,-109021,9.81,3.986E+14,1,0.0125,0
2.125,3.28695E+06,167247,12701.2,-25087.1,493044,9.81,3.986E+14,1,0.0125,0
2.15,-26238.8,-337121,-7321.11,50568.2,-3934.33,9.81,3.986E+14,1,0.0125,0
2.175,-1.36402E+06,-476672,-2851.14,71500.8,-204601,9.81,3.986E+14,1,0.0125,0
2.2,-1.67025E+06,-44540.5,-330.842,6681.08,-250535,9.81,3.986E+14,1,0.0125,0
2.225,-1.68741E+06,202382,1473.79,-30357.4,-253111,9.81,3.986E+14,1,0.0125,0
2.25,-1.73666E+06,113184,836.629,-16977.7,-260498,9.81,3.986E+14,1,0.0125,0
2.275,-1.72024E+06,-324321,-2283.7,48648.2,-258035,9.81,3.986E+14,1,0.0125,0
2.3,-749990,-501960,-3323.2,75294,-112497,9.81,3.986E+14,1,0.0125,0
2.325,1.324E+06,-440446,-26676.4,66067,198602,9.81,3.986E+14,1,0.0125,0
2.35,374056,387897,14614.6,-58184.5,56109.8,9.81,3.986E+14,1,0.0125,0
2.375,-1.92259E+06,54222.9,402.82,-8133.43,-288387,9.81,3.986E+14,1,0.0125,0
2.4,935612,-438465,-23262.5,65769.7,140343,9.81,3.986E+14,1,0.0125,0
2.425,-1.10643E+06,595420,3290.19,-89313,-165963,9.81,3.986E+14,1,0.0125,0
2.45,410120,-419171,-15963.1,62875.6,61519.4,9.81,3.986E+14,1,0.0125,0
2.475,-1.86354E+06,546741,3499.52,-82011.1,-279529,9.81,3.986E+14,1,0.0125,0
2.5,3.78395E+06,403838,29946.4,-60575.7,567594,9.81,3.986E+14,1,0.0125,0
2.525,-588219,-539626,-5011.71,80944,-88231.4,9.81,3.986E+14,1,0.0125,0
2.55,-2.18253E+06,149779,1106.86,-22466.9,-327377,9.81,3.986E+14,1,0.0125,0
2.575,-818997,599073,4324.16,-89860.9,-122848,9.81,3.986E+14,1,0.0125,0
2.6,466058,467257,17860.2,-70088.6,69910.2,9.81,3.986E+14,1,0.0125,0
2.625,1.65608E+06,549551,33271,-82432.7,248414,9.81,3.986E+14,1,0.0125,0
2.65,1.879E+06,567278,35427.3,-85091.7,281852,9.81,3.986E+14,1,0.0125,0
2.675,759057,506853,22987.4,-76028,113860,9.81,3.986E+14,1,0.0125,0
2.7,-481116,575631,6711.33,-86344.6,-72165.9,9.81,3.986E+14,1,0.0125,0
2.725,-2.34799E+06,524760,3602.46,-78714.1,-352196,9.81,3.986E+14,1,0.0125,0
2.75,-1.58443E+06,-765309,-4146.77,114796,-237662,9.81,3.986E+14,1,0.0125,0
2.775,3.75988E+06,-586957,-42124.6,88043.5,563984,9.81,3.986E+14,1,0.0125,0
2.8,-1.01891E+06,708219,4845.15,-106233,-152835,9.81,3.986E+14,1,0.0125,0
2.825,-1.05303E+06,-722192,-4909.32,108329,-157953,9.81,3.986E+14,1,0.0125,0
2.85,525706,549744,20692.4,-82461.6,78857.5,9.81,3.986E+14,1,0.0125,0
2.875,-1.2951E+06,-779634,-4674.69,116945,-194263,9.81,3.986E+14,1,0.0125,0
2.9,-682321,678313,6762.79,-101747,-102347,9.81,3.986E+14,1,0.0125,0
2.925,2.10446E+06,-671287,-41248.2,100693,315671,9.81,3.986E+14,1,0.0125,0
2.95,-2.51143E+06,-770290,-4862.57,115544,-376713,9.81,3.986E+14,1,0.0125,0
2.975,-2.00079E+06,886002,4824.57,-132900,-300117,9.81,3.986E+14,1,0.0125,0
3,637067,604133,23639.4,-90619.9,95561.6,9.81,3.986E+14,1,0.0125,0
3.025,5.69113E+06,492044,36882.2,-73806.7,853672,9.81,3.986E+14,1,0.0125,0
3.05,4.66383E+06,-673407,-48757.9,101011,699575,9.81,3.986E+14,1,0.0125,0
3.075,3.58952E+06,-748454,-51364.9,112268,538430,9.81,3.986E+14,1,0.0125,0
3.1,5.92065E+06,-518221,-38838.4,77733.2,888099,9.81,3.986E+14,1,0.0125,0
3.125,3.78203E+06,767192,52894.7,-115079,567306,9.81,3.986E+14,1,0.0125,0
3.15,-65736.6,672184,14356.6,-100828,-9859,9.81,3.986E+14,1,0.0125,0
3.175,-3.03561E+06,731581,4949.42,-109737,-455340,9.81,3.986E+14,1,0.0125,0
3.2,-1.5892E+06,-944242,-5603.48,141636,-238379,9.81,3.986E+14,1,0.0125,0
3.225,7.28872E+06,133659,10219.3,-20048.8,1.09331E+06,9.81,3.986E+14,1,0.0125,0
3.25,-2.76356E+06,990038,5854.53,-148506,-414533,9.81,3.986E+14,1,0.0125,0
3.275,328591,-696586,-21089.5,104488,49290.1,9.81,3.986E+14,1,0.0125,0
3.3,-1.40061E+06,950860,6360.76,-142629,-210089,9.81,3.986E+14,1,0.0125,0
3.325,810977,-724926,-29145.8,108739,121648,9.81,3.986E+14,1,0.0125,0
3.35,-3.41423E+06,672404,4711.5,-100861,-512133,9.81,3.986E+14,1,0.0125,0
3.375,2.89073E+06,867898,54332.1,-130185,433610,9.81,3.986E+14,1,0.0125,0
3.4,132333,-750548,-19251.3,112582,19851.5,9.81,3.986E+14,1,0.0125,0
3.425,-3.55189E+06,-683557,-4805.71,102533,-532782,9.81,3.986E+14,1,0.0125,0
3.45,-3.00359E+06,1.10933E+06,6472.57,-166400,-450537,9.81,3.986E+14,1,0.0125,0
3.475,-604226,868115,11532.3,-130217,-90632.4,9.81,3.986E+14,1,0.0125,0
3.5,593759,780765,27095.4,-117115,89065.3,9.81,3.986E+14,1,0.0125,0
3.525,990849,805502,33618,-120825,148629,9.81,3.986E+14,1,0.0125,0
3.55,361063,799553,23885.1,-119933,54161,9.81,3.986E+14,1,0.0125,0
3.575,-1.15333E+06,1.0061E+06,8836.94,-150915,-172998,9.81,3.986E+14,1,0.0125,0
3.6,-3.72399E+06,948509,6336.77,-142276,-558597,9.81,3.986E+14,1,0.0125,0
3.625,-3.40368E+06,-1.17046E+06,-7058.5,175569,-510551,9.81,3.986E+14,1,0.0125,0
3.65,1.46683E+06,-881634,-42027.1,132245,220026,9.81,3.986E+14,1,0.0125,0
3.675,863734,854297,32920.9,-128145,129562,9.81,3.986E+14,1,0.0125,0
3.7,-4.17576E+06,-254036,-1881.49,38105.4,-626363,9.81,3.986E+14,1,0.0125,0
3.725,4.46252E+06,-1.04468E+06,-69976.9,156701,669379,9.81,3.986E+14,1,0.0125,0
3.75,-3.60332E+06,1.23898E+06,7464.56,-185847,-540496,9.81,3.986E+14,1,0.0125,0
3.775,2.95957E+06,-1.02561E+06,-61278.1,153842,443936,9.81,3.986E+14,1,0.0125,0
3.8,-4.33186E+06,499230,3646.46,-74884.5,-649777,9.81,3.986E+14,1,0.0125,0
3.825,4.10056E+06,1.0861E+06,70520,-162915,615086,9.81,3.986E+14,1,0.0125,0
3.85,-678199,-1.02426E+06,-14098.1,153639,-101728,9.81,3.986E+14,1,0.0125,0
3.875,-4.51664E+06,275540,2040.79,-41331,-677495,9.81,3.986E+14,1,0.0125,0
3.9,-1.10139E+06,1.12153E+06,11479,-168230,-165208,9.81,3.986E+14,1,0.0125,0
3.925,2.82522E+06,1.07812E+06,62126.1,-161718,423784,9.81,3.986E+14,1,0.0125,0
3.95,1.03256E+07,167242,12791.1,-25086.2,1.54884E+06,9.81,3.986E+14,1,0.0125,0
3.975,7.99855E+06,-986568,-72475.8,147985,1.19978E+06,9.81,3.986E+14,1,0.0125,0
4,9.03213E+06,-834993,-62433,125249,1.35482E+06,9.81,3.986E+14,1,0.0125,0
4.025,8.70551E+06,927680,68828.3,-139152,1.30583E+06,9.81,3.986E+14,1,0.0125,0
4.05,1.18535E+06,1.0192E+06,41580.9,-152879,177805,9.81,3.986E+14,1,0.0125,0
4.075,-3.00113E+06,1.50253E+06,8160.67,-225380,-450168,9.81,3.986E+14,1,0.0125,0
4.1,-4.77846E+06,-1.04147E+06,-7190.48,156221,-716768,9.81,3.986E+14,1,0.0125,0
4.125,1.6854E+06,-1.08189E+06,-50113.3,162283,252812,9.81,3.986E+14,1,0.0125,0
4.15,167636,1.05954E+06,26820.1,-158931,25146.8,9.81,3.986E+14,1,0.0125,0
4.175,-4.53347E+06,-1.42536E+06,-8918.98,213804,-680019,9.81,3.986E+14,1,0.0125,0
4.2,6.98418E+06,1.25275E+06,88212.7,-187913,1.04763E+06,9.81,3.986E+14,1,0.0125,0
4.225,-5.04297E+06,-1.09247E+06,-7550.61,163871,-756444,9.81,3.986E+14,1,0.0125,0
4.25,2.06457E+06,1.16039E+06,56915.4,-174059,309687,9.81,3.986E+14,1,0.0125,0
4.275,-801194,-1.23153E+06,-17128.3,184730,-120178,9.81,3.986E+14,1,0.0125,0
4.3,-5.17938E+06,1.16272E+06,7984.03,-174409,-776905,9.81,3.986E+14,1,0.0125,0
4.325,1.30622E+06,1.14348E+06,46320.4,-171522,195935,9.81,3.986E+14,1,0.0125,0
4.35,7.46097E+06,-1.3312E+06,-93841.8,199680,1.11915E+06,9.81,3.986E+14,1,0.0125,0
4.375,-207000,-1.19513E+06,-24344.1,179270,-31048.5,9.81,3.986E+14,1,0.0125,0
4.4,-3.18872E+06,-1.69499E+06,-9398.64,254248,-478306,9.81,3.986E+14,1,0.0125,0
4.425,-4.69948E+06,-1.68965E+06,-9994.73,253448,-704921,9.81,3.986E+14,1,0.0125,0
4.45,-4.73697E+06,-1.70834E+06,-10091.7,256251,-710544,9.81,3.986E+14,1,0.0125,0
4.475,-3.25021E+06,-1.74165E+06,-9691.26,261248,-487530,9.81,3.986E+14,1,0.0125,0
4.5,-185376,-1.25174E+06,-25960.4,187761,-27804.9,9.81,3.986E+14,1,0.0125,0
4.525,8.0993E+06,-1.41995E+06,-100361,212993,1.2149E+06,9.81,3.986E+14,1,0.0125,0
4.55,1.43793E+06,1.24952E+06,50780.1,-187428,215691,9.81,3.986E+14,1,0.0125,0
4.575,-5.73891E+06,1.33581E+06,9109.82,-200371,-860834,9.81,3.986E+14,1,0.0125,0
4.6,-1.09433E+06,-1.43028E+06,-17966.9,214543,-164148,9.81,3.986E+14,1,0.0125,0
4.625,2.97614E+06,1.38646E+06,73757.7,-207969,446423,9.81,3.986E+14,1,0.0125,0
4.65,-6.11313E+06,-941038,-6766.01,141156,-916968,9.81,3.986E+14,1,0.0125,0
4.675,1.27156E+07,870083,65736.3,-130512,1.90734E+06,9.81,3.986E+14,1,0.0125,0
4.7,-6.22578E+06,-927456,-6684.34,139118,-933865,9.81,3.986E+14,1,0.0125,0
4.725,3.28783E+06,1.44886E+06,78884.8,-217329,493175,9.81,3.986E+14,1,0.0125,0
4.75,-1.45312E+06,-1.5602E+06,-16824.3,234030,-217966,9.81,3.986E+14,1,0.0125,0
4.775,-5.83559E+06,1.71715E+06,11002.2,-257573,-875337,9.81,3.986E+14,1,0.0125,0
4.8,3.27784E+06,1.47854E+06,79730.3,-221781,491678,9.81,3.986E+14,1,0.0125,0
4.825,3.35647E+06,-1.49479E+06,-81093.7,224219,503472,9.81,3.986E+14,1,0.0125,0
4.85,-3.06337E+06,-1.89598E+06,-11656.3,284397,-459504,9.81,3.986E+14,1,0.0125,0
4.875,-6.57698E+06,-1.02309E+06,-7350.35,153463,-986546,9.81,3.986E+14,1,0.0125,0
4.9,-6.63356E+06,1.02109E+06,7341.28,-153164,-995032,9.81,3.986E+14,1,0.0125,0
4.925,-6.09633E+06,1.81672E+06,11589.9,-272508,-914448,9.81,3.986E+14,1,0.0125,0
4.95,-6.09474E+06,1.85905E+06,11761.7,-278858,-914209,9.81,3.986E+14,1,0.0125,0
4.975,-6.73505E+06,1.19677E+06,8494.44,-179516,-1.01026E+06,9.81,3.986E+14,1,0.0125,0
5,-6.90939E+06,-783528,-5728.73,117529,-1.03641E+06,9.81,3.986E+14,1,0.0125,0
5.025,-4.00285E+06,-2.10726E+06,-11641.4,316088,-600426,9.81,3.986E+14,1,0.0125,0
5.05,2.17935E+06,-1.50242E+06,-67470.6,225363,326904,9.81,3.986E+14,1,0.0125,0
5.075,6.54039E+06,1.75232E+06,113463,-262847,981060,9.81,3.986E+14,1,0.0125,0
5.1,-5.15601E+06,2.20968E+06,12168.7,-331452,-773400,9.81,3.986E+14,1,0.0125,0
5.125,-3.91198E+06,-2.14614E+06,-12082.3,321921,-586796,9.81,3.986E+14,1,0.0125,0
5.15,1.21197E+07,1.5466E+06,113288,-231990,1.81796E+06,9.81,3.986E+14,1,0.0125,0
5.175,-7.21051E+06,1.10074E+06,7919.22,-165112,-1.08158E+06,9.81,3.986E+14,1,0.0125,0
5.2,5.86249E+06,-1.79154E+06,-111655,268731,879374,9.81,3.986E+14,1,0.0125,0
5.225,-6.78199E+06,1.91085E+06,12419.3,-286627,-1.0173E+06,9.81,3.986E+14,1,0.0125,0
5.25,1.18983E+07,-1.65887E+06,-120555,248830,1.78474E+06,9.81,3.986E+14,1,0.0125,0
5.275,-7.43989E+06,-1.05978E+06,-7661.48,158966,-1.11598E+06,9.81,3.986E+14,1,0.0125,0
5.3,1.04921E+06,1.55889E+06,52091.8,-233833,157383,9.81,3.986E+14,1,0.0125,0
5.325,2.50414E+06,-1.63652E+06,-75230.8,245479,375623,9.81,3.986E+14,1,0.0125,0
5.35,-7.21761E+06,-1.80403E+06,-12118.3,270605,-1.08264E+06,9.81,3.986E+14,1,0.0125,0
5.375,-5.18106E+06,2.38743E+06,12949.8,-358115,-777158,9.81,3.986E+14,1,0.0125,0
5.4,1.89401E+06,1.62947E+06,66528.9,-244421,284103,9.81,3.986E+14,1,0.0125,0
5.425,1.70533E+07,592457,45197.4,-88868.6,2.558E+06,9.81,3.986E+14,1,0.0125,0
5.45,6.39826E+06,-1.92477E+06,-120551,288716,959740,9.81,3.986E+14,1,0.0125,0
5.475,2.28129E+06,-1.6833E+06,-73407,252495,342195,9.81,3.986E+14,1,0.0125,0
5.5,1.61108E+06,-1.65894E+06,-63112.6,248841,241663,9.81,3.986E+14,1,0.0125,0
5.525,2.89304E+06,-1.74485E+06,-83087.8,261728,433957,9.81,3.986E+14,1,0.0125,0
5.55,9.4088E+06,-2.00509E+06,-137046,300763,1.41132E+06,9.81,3.986E+14,1,0.0125,0
5.575,1.31708E+07,1.79271E+06,130564,-268906,1.97562E+06,9.81,3.986E+14,1,0.0125,0
5.6,362748,1.70477E+06,44664.7,-255716,54413.6,9.81,3.986E+14,1,0.0125,0
5.625,-7.30401E+06,2.28204E+06,14311.4,-342306,-1.0956E+06,9.81,3.986E+14,1,0.0125,0
5.65,-6.20705E+06,-2.5599E+06,-14295.3,383984,-931056,9.81,3.986E+14,1,0.0125,0
5.675,8.00567E+06,-2.07214E+06,-135460,310820,1.20085E+06,9.81,3.986E+14,1,0.0125,0
5.7,-1.16302E+06,1.91907E+06,27692.9,-287861,-174452,9.81,3.986E+14,1,0.0125,0
5.725,-7.30338E+06,-2.41996E+06,-14831.5,362994,-1.09551E+06,9.81,3.986E+14,1,0.0125,0
5.75,1.81344E+07,878437,66802,-131765,2.72016E+06,9.81,3.986E+14,1,0.0125,0
5.775,-8.54094E+06,978919,7154.77,-146838,-1.28114E+06,9.81,3.986E+14,1,0.0125,0
5.8,1.38232E+07,-1.90952E+06,-138898,286428,2.07348E+06,9.81,3.986E+14,1,0.0125,0
5.825,-8.72037E+06,415969,3088.27,-62395.4,-1.30805E+06,9.81,3.986E+14,1,0.0125,0
5.85,1.18865E+07,2.09972E+06,148220,-314957,1.78298E+06,9.81,3.986E+14,1,0.0125,0
5.875,-5.10436E+06,-2.65654E+06,-14617.6,398481,-765652,9.81,3.986E+14,1,0.0125,0
5.9,-4.80272E+06,2.63403E+06,14802.5,-395104,-720406,9.81,3.986E+14,1,0.0125,0
5.925,1.8828E+07,957231,72746.2,-143585,2.8242E+06,9.81,3.986E+14,1,0.0125,0
5.95,-1.45411E+06,-2.07468E+06,-27616.1,311202,-218114,9.81,3.986E+14,1,0.0125,0
5.975,-9.00363E+06,-743422,-5484.27,111513,-1.35054E+06,9.81,3.986E+14,1,0.0125,0
6,-5.71583E+06,2.77555E+06,15040.6,-416333,-857373,9.81,3.986E+14,1,0.0125,0
6.025,655780,1.87955E+06,53261.7,-281933,98368.6,9.81,3.986E+14,1,0.0125,0
6.05,7.83697E+06,2.24547E+06,142678,-336820,1.17555E+06,9.81,3.986E+14,1,0.0125,0
6.075,1.90497E+07,1.17013E+06,88633.6,-175519,2.85746E+06,9.81,3.986E+14,1,0.0125,0
6.1,2.04612E+07,-419470,-32075,62920.5,3.06918E+06,9.81,3.986E+14,1,0.0125,0
6.125,2.06595E+07,306355,23436.7,-45953.3,3.09893E+06,9.81,3.986E+14,1,0.0125,0
6.15,1.2631E+07,2.2566E+06,159028,-338490,1.89466E+06,9.81,3.986E+14,1,0.0125,0
6.175,2.68917E+06,1.99345E+06,86697.8,-299017,403377,9.81,3.986E+14,1,0.0125,0
6.2,-2.9623E+06,2.45818E+06,20559.4,-368727,-444343,9.81,3.986E+14,1,0.0125,0
6.225,-9.36291E+06,1.51394E+06,10843.7,-227090,-1.40444E+06,9.81,3.986E+14,1,0.0125,0
6.25,-6.20748E+06,-2.94519E+06,-15970.2,441778,-931121,9.81,3.986E+14,1,0.0125,0
6.275,7.06003E+06,-2.31625E+06,-141066,347438,1.05901E+06,9.81,3.986E+14,1,0.0125,0
6.3,958099,1.99171E+06,60587.4,-298756,143716,9.81,3.986E+14,1,0.0125,0
6.325,-9.77482E+06,-296627,-2206.47,44494.1,-1.46622E+06,9.81,3.986E+14,1,0.0125,0
6.35,4.04144E+06,-2.15701E+06,-108366,323551,606217,9.81,3.986E+14,1,0.0125,0
6.375,-2.44525E+06,2.43252E+06,24444.1,-364877,-366787,9.81,3.986E+14,1,0.0125,0
6.4,-3.94584E+06,-2.72285E+06,-18658.2,408427,-591874,9.81,3.986E+14,1,0.0125,0
6.425,1.4958E+06,2.0453E+06,70236.7,-306795,224371,9.81,3.986E+14,1,0.0125,0
6.45,-4.92523E+06,-2.90537E+06,-17160.6,435805,-738782,9.81,3.986E+14,1,0.0125,0
6.475,-924725,2.21653E+06,37455.7,-332479,-138707,9.81,3.986E+14,1,0.0125,0
6.5,1.17327E+06,-2.07468E+06,-65945.2,311202,175991,9.81,3.986E+14,1,0.0125,0
6.525,-9.81854E+06,1.95831E+06,13709.4,-293747,-1.47278E+06,9.81,3.986E+14,1,0.0125,0
6.55,7.7588E+06,2.46349E+06,151626,-369523,1.16382E+06,9.81,3.986E+14,1,0.0125,0
6.575,-57008.1,-2.16001E+06,-48746,324002,-8549.73,9.81,3.986E+14,1,0.0125,0
6.6,-1.03185E+07,-600468,-4451.45,90070.2,-1.54777E+06,9.81,3.986E+14,1,0.0125,0
6.625,-3.42815E+06,2.72011E+06,21674.1,-408016,-514221,9.81,3.986E+14,1,0.0125,0
6.65,9.00613E+06,2.55114E+06,162651,-382671,1.35092E+06,9.81,3.986E+14,1,0.0125,0
6.675,1.07808E+07,-2.59168E+06,-172564,388752,1.61713E+06,9.81,3.986E+14,1,0.0125,0
6.7,382968,-2.18175E+06,-55999.8,327263,57446.7,9.81,3.986E+14,1,0.0125,0
6.725,-3.97529E+06,-2.86192E+06,-20531.6,429288,-596292,9.81,3.986E+14,1,0.0125,0
