"Time","iAC_1_","iAC_2_","iAC_3_","Losses","uAC_1_","uAC_2_","uAC_3_","uDC"
4.85E-07,7.53E-05,-0.556700224,0.556624924,789.8457422,278.3877617,-556.6625741,278.2748124,565.6692299
6.29E-07,0.000104616,-0.563490807,0.563386191,797.4272902,281.7977114,-563.4384988,281.6407874,565.6644118
8.70E-07,0.000153807,-0.565763194,0.565609388,799.9517281,282.9585005,-565.686291,282.7277905,565.6563919
1.41E-06,0.000264431,-0.565817255,0.565552824,799.9198022,283.0408428,-565.6850396,282.6441968,565.638392
4.10E-06,0.00081755,-0.56609404,0.56527649,799.7677965,283.4557949,-565.6852647,282.2294698,565.5483925
1.76E-05,0.003583131,-0.567468205,0.563885075,799.0039854,285.5256679,-565.6766401,280.1509722,565.0983956
2.88E-05,0.005887734,-0.568606573,0.562718839,798.3690714,287.2471534,-565.6627059,278.4155524,564.7233987
2.94E-05,0.006015766,-0.5686692,0.562653434,798.3333491,287.3424828,-565.6613172,278.3188344,564.7025655
2.97E-05,0.006066546,-0.568694301,0.562627756,798.3194848,287.3804235,-565.6610286,278.2806052,564.6943027
2.97E-05,0.006066548,-0.568694302,0.562627755,798.3194841,287.380425,-565.6610286,278.2806036,564.6943023
2.97E-05,0.00606655,-0.568694303,0.562627754,798.3194828,287.3804258,-565.6610279,278.2806021,564.694302
2.97E-05,0.006066591,-0.568694324,0.562627733,798.3194563,287.380443,-565.6610141,278.2805711,564.6942953
2.97E-05,0.006067002,-0.568694527,0.562627525,798.3191914,287.3806153,-565.6608769,278.2802617,564.6942285
2.97E-05,0.006071195,-0.568696723,0.562625529,798.3165881,287.3823777,-565.6595447,278.277167,564.6935607
2.98E-05,0.006094058,-0.568711505,0.562617446,798.3046608,287.3921401,-565.6538341,278.2616939,564.6902218
3.03E-05,0.006235643,-0.568839938,0.562604295,798.2606489,287.4545849,-565.6389111,278.1843261,564.6735269
3.28E-05,0.007074642,-0.569744057,0.562669415,798.1159846,287.8323484,-565.6297348,277.7973863,564.5900524
4.53E-05,0.011318925,-0.574358091,0.563039166,797.4293088,289.7458095,-565.6059302,275.8601207,564.1726818
0.000107806,0.032366625,-0.596954416,0.56458779,794.102647,299.2262773,-565.3368598,266.1105825,562.0858675
0.000114894,0.034745486,-0.599487492,0.564742007,793.7421278,300.2973713,-565.2956319,264.9982605,561.8491897
0.000121983,0.037111513,-0.601992284,0.564880771,793.3782555,301.3620491,-565.2466781,263.884629,561.6125127
0.000129071,0.039482587,-0.604504543,0.565021956,793.0218088,302.4292509,-565.1989354,262.7696845,561.3758365
0.000131434,0.040268589,-0.605332676,0.565064087,792.9013167,302.7828068,-565.1805557,262.397749,561.2969446
0.000133839,0.041071886,-0.606182057,0.565110171,792.7813493,303.1443188,-565.1634615,262.0191427,561.2166701
0.00013464,0.041338639,-0.606463096,0.565124457,792.740856,303.2643167,-565.1572256,261.8929089,561.1899119
0.000135273,0.041549608,-0.606685701,0.565136093,792.7091618,303.3592394,-565.1524821,261.7932427,561.1687881
0.000135905,0.041760526,-0.60690819,0.565147664,792.6774753,303.4541373,-565.1477059,261.6935686,561.1476647
0.000135905,0.04176053,-0.606908194,0.565147664,792.6774748,303.4541388,-565.1477058,261.693567,561.1476644
0.000135905,0.041760533,-0.606908197,0.565147664,792.6774743,303.4541403,-565.1477058,261.6935654,561.147664
0.000135905,0.041760536,-0.606908201,0.565147664,792.6774736,303.4541418,-565.1477055,261.6935636,561.1476637
0.000135905,0.04176054,-0.606908204,0.565147664,792.6774728,303.4541433,-565.1477051,261.6935618,561.1476634
0.000135906,0.041760606,-0.606908274,0.565147668,792.677457,303.4541733,-565.1476985,261.6935251,561.1476567
0.000135908,0.041761273,-0.606908978,0.565147705,792.6772986,303.4544731,-565.1476317,261.6931585,561.1475899
0.000135928,0.041767907,-0.606916046,0.565148139,792.6757145,303.4574563,-565.1469639,261.6895076,561.1469222
0.000136028,0.041800447,-0.606952362,0.565151915,792.6677732,303.4720568,-565.1436252,261.6715684,561.1435834
0.000136528,0.041956912,-0.607163054,0.565206141,792.6279512,303.5419429,-565.1269314,261.5849886,561.1268893
0.000139028,0.042725062,-0.60901289,0.566287829,792.4318394,303.8842844,-565.0434646,261.1591801,561.0434194
0.000149339,0.045896389,-0.630629324,0.584732935,791.6856862,305.2978321,-564.6992297,259.4013976,560.6991437
0.00015987,0.049133455,-0.675601666,0.626468211,791.0263277,306.740631,-564.3477577,257.6071267,560.3475843
0.000170905,0.052526131,-0.746961219,0.694435088,790.4444111,308.2528558,-563.9795279,255.7266721,559.9792145
0.000182661,0.056138727,-0.8495569,0.793418174,789.9444089,309.8630765,-563.5873702,253.7242937,559.5868544
0.000195404,0.060054823,-0.990861647,0.930806824,789.5388309,311.6086586,-563.1624341,251.5537756,559.1616388
0.000209407,0.064356082,-1.181090532,1.11673445,789.2522601,313.5259299,-562.6957134,249.1697835,558.6945409
0.000225014,0.069149182,-1.434672948,1.365523766,789.123248,315.6625592,-562.1758669,246.5133077,558.1741911
0.000242604,0.074548542,-1.770810921,1.696262379,789.2097415,318.0695129,-561.5904094,243.5208965,557.5880656
0.000262669,0.080705671,-2.216160217,2.135454547,789.5961075,320.8144817,-560.9232118,240.1087301,556.9199821
0.000285799,0.087798642,-2.806539302,2.718740659,790.4029123,323.9768858,-560.1550414,236.1781556,556.1506364
0.000312793,0.096071569,-3.592193517,3.496121948,791.8044555,327.6658079,-559.2599507,231.5941428,555.2539809
0.000344711,0.105843573,-4.642946486,4.537102912,794.0521224,332.0237463,-558.2038135,226.1800671,554.1957498
0.000383121,0.117589784,-6.061087227,5.943497443,797.5222506,337.2631065,-556.9363117,219.6732053,552.925421
0.000430467,0.132044081,-8.001089632,7.869045551,802.7968492,343.7119188,-555.3796246,211.6677058,551.3648652
0.00049124,0.150555136,-10.72281273,10.5722576,810.8687754,351.9733154,-553.3913443,201.4180289,549.371156
0.000575909,0.176251221,-14.75115481,14.57490359,823.7632459,363.446073,-550.6407485,187.1946755,546.6125237
0.000732966,0.223573155,-21.95282848,21.72925532,848.678304,384.5850373,-545.5966959,161.0116586,541.554105
0.000832578,0.253311311,-25.77365072,25.52033941,862.7786163,397.8720862,-542.4326078,144.5605216,538.3823986
0.000935801,0.283865924,-28.47846188,28.19459595,873.2601949,411.5199643,-539.1737211,127.6537567,535.1181263
0.001024617,0.309918071,-29.41455005,29.10463198,877.3156229,423.147994,-536.3776074,113.2296134,532.3201609
0.001103625,0.33289145,-28.89553554,28.56264409,875.8995926,433.390218,-533.888653,100.498435,529.8322625
0.001175146,0.353510781,-27.14126774,26.78775696,869.7443662,442.569344,-531.6275535,89.05820944,527.5746877
0.001239921,0.372032014,-24.36624684,23.99421483,859.6244437,450.7999708,-529.5675558,78.767585,525.5202544
0.001298119,0.388541145,-20.81742479,20.42888364,846.4744103,458.1219239,-527.7023142,69.58039026,523.6621232
0.001349645,0.403049667,-16.77738627,16.37433661,831.3853148,464.5430806,-526.0360916,61.49301099,522.0039919
0.001394277,0.415531415,-12.55439299,12.13886157,815.5510372,470.0554369,-524.579043,54.52360609,520.5553989
0.001424119,0.423831919,-9.339595375,8.915763456,803.4788752,473.7144964,-523.5966498,49.88215335,519.5794416
0.001447721,0.430370226,-6.567184537,6.136814311,793.0635815,476.5925665,-522.8144772,46.22191064,518.8028188
0.001465134,0.435179255,-4.388754424,3.953575169,784.8803676,478.7069811,-522.2342717,43.52729059,518.2269739
0.001476501,0.438310955,-2.904879864,2.466568909,779.3072938,480.0827125,-521.8540321,41.77131953,517.8497043
0.001481863,0.4397866,-2.187759923,1.747973323,776.6146192,480.7306387,-521.6742379,40.94359918,517.6713455
0.001487225,0.441260627,-1.459566365,1.018305738,773.8806127,481.3776157,-521.4941631,40.11654747,517.4927282
0.001490821,0.442248983,-0.964855978,0.522606995,772.0235967,481.8113163,-521.3732077,39.56189144,517.372763
0.001490821,0.442248985,-0.964854595,0.52260561,772.0235915,481.8113175,-521.3732074,39.5618899,517.3727627
0.001490821,0.442248988,-0.964853213,0.522604225,772.0235863,481.8113187,-521.3732071,39.56188836,517.3727623
0.001490821,0.442248991,-0.96485183,0.52260284,772.0235811,481.8113199,-521.3732067,39.56188682,517.372762
0.001490821,0.442248994,-0.964850448,0.522601454,772.0235759,481.8113211,-521.3732064,39.56188529,517.3727617
0.001490821,0.442248996,-0.964849066,0.522600069,772.0235707,481.8113223,-521.373206,39.56188375,517.3727613
0.001490821,0.442248999,-0.964847683,0.522598684,772.0235655,481.8113235,-521.3732057,39.56188221,517.372761
0.001490822,0.442249054,-0.964820035,0.522570981,772.0234617,481.8113476,-521.373199,39.56185141,517.3727543
0.001490824,0.442249603,-0.964543553,0.52229395,772.0224236,481.8115882,-521.3731317,39.56154345,517.3726876
0.00149083,0.442251425,-0.963625293,0.521373868,772.0189757,481.8123875,-521.3729082,39.56052065,517.3724659
0.00149083,0.442251427,-0.96362391,0.521372483,772.0189705,481.8123887,-521.3729079,39.56051911,517.3724656
0.00149083,0.44225143,-0.963622528,0.521371098,772.0182551,481.8123899,-521.3722237,39.55983378,517.3724653
0.00149083,0.442251433,-0.963621145,0.521369713,772.0175307,481.8123911,-521.371531,39.55913993,517.3724649
0.00149083,0.442251471,-0.963593513,0.521342043,772.0030524,481.8124067,-521.3576927,39.54528597,517.3724583
0.001490832,0.442251092,-0.96331796,0.521066868,771.8587728,481.8121835,-521.2200719,39.40788837,517.3723915
0.001490852,0.442172331,-0.960644406,0.518472075,770.4685148,481.7724671,-519.9223387,38.14987158,517.3717241
0.001490952,0.440543634,-0.949234377,0.508690743,764.6964115,480.9564383,-515.0299928,34.07355452,517.368387
0.001491155,0.435417123,-0.933707978,0.498290855,757.1697675,478.3897874,-509.8266535,31.43686605,517.361627
0.001491461,0.429837045,-0.921900862,0.492063817,751.6274118,475.5946343,-506.70802,31.11338566,517.3514223
0.001492029,0.42638962,-0.914885828,0.488496208,748.3490811,473.8614351,-504.914729,31.05329383,517.3324628
0.001493058,0.426086858,-0.913876857,0.48779,747.8021333,473.6928777,-504.5444487,30.85157099,517.2981125
0.001496495,0.426993168,-0.914497059,0.487503891,747.8129084,474.0886871,-504.344049,30.25536193,517.18342
0.001508106,0.429535822,-0.915436042,0.48590022,747.321134,475.1662743,-503.3484733,28.182199,516.7959374
0.001532236,0.435048872,-0.917919001,0.482870129,746.576712,477.5201778,-501.4308067,23.91062889,515.9906883
0.001568089,0.44294062,-0.920943925,0.478003305,745.2399705,480.867813,-498.3991556,17.53134258,514.794202
0.001612843,0.452790745,-0.924765376,0.471974631,743.7216944,485.0461309,-494.6380736,9.591942726,513.3007018
0.00166268,0.4633794,-0.928206917,0.464827518,741.818915,489.5089173,-490.2329762,0.72405895,511.6376097
0.001716257,0.474641735,-0.931712275,0.45707054,739.876291,494.2461364,-485.4605388,-8.785597546,509.8497019
0.001771113,0.485743858,-0.934402287,0.448658429,737.6731265,498.8819314,-480.3392167,-18.54271469,508.0191599
0.001827611,0.497003726,-0.936881175,0.43987745,735.4819807,503.5692021,-475.0060642,-28.56313788,506.1338251
0.001884009,0.507798064,-0.938437246,0.430639181,733.0803042,508.0253774,-469.4459358,-38.57944159,504.25183
0.00188585,0.508190406,-0.938588987,0.430398581,733.052327,508.1908368,-469.2949247,-38.89591208,504.1904073
0.00188585,0.508190407,-0.938588986,0.430398579,733.0523261,508.1908374,-469.2949233,-38.89591407,504.190407
0.00188585,0.508190409,-0.938588986,0.430398576,733.0523242,508.1908371,-469.294922,-38.89591513,504.1904067
0.00188585,0.508190445,-0.938588972,0.430398527,733.0522862,508.1908304,-469.294894,-38.89593638,504.1904
0.001885852,0.508190808,-0.938588843,0.430398035,733.0519063,508.1907637,-469.2946146,-38.89614907,504.1903333
0.001885872,0.508194661,-0.93858774,0.430393079,733.0480935,508.1900963,-469.2918027,-38.89829362,504.1896659
0.001885972,0.508219872,-0.938587419,0.430367547,733.0287295,508.1867594,-469.2773685,-38.90939083,504.1863289
0.001886472,0.508488891,-0.938721376,0.430232485,732.9292915,508.1700751,-469.201495,-38.96858011,504.1696442
0.001888972,0.513321924,-0.942862119,0.429540194,732.4390326,508.0866612,-468.8136426,-39.2730186,504.0862212
0.001895349,0.551863102,-0.979639027,0.427775924,731.2965166,507.8739727,-467.8251624,-40.04881035,503.873457
0.001901859,0.629989748,-1.055961375,0.425971627,730.2874828,507.6569218,-466.8144872,-40.84243467,503.6562512
0.001908626,0.752599722,-1.176695024,0.424095302,729.4078643,507.4314291,-465.7635777,-41.66785133,503.4305146
0.001915783,0.928021635,-1.350129615,0.42210798,728.663943,507.1931298,-464.6507658,-42.54236399,503.1918661
0.001923459,1.168302724,-1.588277455,0.419974731,728.0791471,506.9377183,-463.4564347,-43.48128355,502.9359756
0.001931802,1.490344636,-1.907997494,0.417652858,727.6923912,506.6604323,-462.156854,-44.50357835,502.6580473
0.001940962,1.916724546,-2.331825439,0.415100893,727.5660878,506.3563444,-460.7288262,-45.62751823,502.3531086
0.001951112,2.477718936,-2.889987414,0.412268479,727.7891348,506.0199129,-459.1444018,-46.87551104,502.0155572
0.001962437,3.213021042,-3.622124634,0.409103593,728.4878078,505.6452065,-457.3746042,-48.27060234,501.6393826
0.001975153,4.175130997,-4.580674451,0.405543455,729.8351982,505.2255011,-455.3846807,-49.84082047,501.2177558
0.001989498,5.432630633,-5.834150885,0.401520252,732.0681684,504.7534553,-453.1370546,-51.61640064,500.743198
0.002005747,7.075853855,-7.472806307,0.396952451,735.5072291,504.2207405,-450.5867944,-53.63394611,500.2072002
0.002024214,9.22292086,-9.614669913,0.391749053,740.58547,503.6181913,-447.6838178,-55.9343735,499.6003609
0.002045266,12.02937006,-12.41517068,0.385800616,747.8870948,502.9354812,-444.3682413,-58.56723993,498.9120425
0.002069328,15.69917364,-16.07815538,0.378981734,758.2001497,502.1612977,-440.5717053,-61.5895924,498.1305247
0.002096901,20.50147346,-20.87261425,0.371140789,772.5910974,501.2831278,-436.2121441,-65.07098375,497.2427563
0.002128575,26.7908423,-27.152942,0.362099692,792.5069725,500.287587,-431.1938205,-69.09376649,496.2346437
0.002165059,35.03728912,-35.38892966,0.351640541,819.9255071,499.1605147,-425.4007038,-73.75981088,495.0910867
0.00220721,45.86451214,-46.20401232,0.339500181,857.5679581,497.8878066,-418.6941635,-79.19364309,493.7967338
0.002256081,60.10637438,-60.43172389,0.325349514,909.22444,496.4564021,-410.9031208,-85.55328138,492.3368568
0.002312987,78.88324486,-79.19202095,0.308776088,980.2425989,494.8566356,-401.816516,-93.04011957,490.6995499
0.002379622,103.7177656,-104.0070094,0.289243821,1078.316691,493.085919,-391.1650144,-101.9209046,488.8791802
0.002458227,136.7053376,-136.9713787,0.266041007,1214.776089,491.1559731,-378.5986233,-112.5573498,486.8832785
0.002551916,180.7944477,-181.032622,0.238174296,1406.858396,489.1058639,-363.6401991,-125.4656648,484.7450147
0.002665292,240.269446,-240.473625,0.20417899,1681.948612,487.0285366,-345.6038652,-141.4246714,482.5487671
0.002805842,321.7223978,-321.8840784,0.161680537,2086.484176,485.1288768,-323.4047877,-161.7240891,480.4862399
0.002987751,436.4168681,-436.5230886,0.106220512,2708.061692,483.8778613,-295.0492399,-188.8286214,479.0058883
0.00324703,608.6210428,-608.6476601,0.026617341,3752.17539,484.5912137,-255.6042906,-228.9869231,479.374913
0.003633327,855.0081096,-854.9159599,-0.092149665,5476.768957,491.0222014,-199.436222,-291.5859794,485.3132576
0.003925076,1011.088959,-1010.907916,-0.181043531,6715.957829,499.7317581,-159.3440231,-340.387735,493.7107586
0.004223038,1121.337881,-1121.067625,-0.270256039,7674.917334,511.17234,-120.4580151,-390.7143248,504.9309546
0.00448343,1164.048553,-1163.702244,-0.346308972,8092.532263,522.389526,-88.04010379,-434.3494222,516.0628176
0.004720924,1151.023749,-1150.610082,-0.413666489,8032.553703,532.7503567,-59.54172714,-473.2086296,526.4497861
0.004942406,1089.413086,-1088.938669,-0.474416875,7561.10549,541.7619321,-33.67229146,-508.0896407,535.5846617
0.005150018,985.8318465,-985.3025638,-0.529282707,6764.318279,548.9736119,-9.845187777,-539.1284242,543.0035735
0.005182334,965.6389633,-965.1013367,-0.537626533,6611.954788,549.9546157,-6.163772588,-543.7908431,544.0249734
0.00521465,944.3395043,-943.79359,-0.545914272,6452.537932,550.8886971,-2.486939523,-548.4017576,545.0016639
0.005225422,936.993725,-936.4450602,-0.548664821,6397.878534,551.1892771,-1.261953557,-549.9273236,545.3169389
0.005228308,935.0043682,-934.4549677,-0.549400465,6383.104472,551.2688839,-0.933934704,-550.3349492,545.4005253
0.005228308,935.0043612,-934.4549608,-0.549400468,6383.104421,551.2688842,-0.933933564,-550.3349507,545.4005256
0.005228308,935.0043543,-934.4549539,-0.54940047,6383.10437,551.2688845,-0.933932424,-550.3349521,545.4005259
0.005228308,935.0043474,-934.454947,-0.549400473,6383.104319,551.2688848,-0.933931284,-550.3349535,545.4005261
0.005228308,935.0043405,-934.45494,-0.549400475,6383.104267,551.268885,-0.933930144,-550.3349549,545.4005264
0.005228308,935.0043336,-934.4549331,-0.549400478,6383.104216,551.2688853,-0.933929003,-550.3349563,545.4005267
0.005228308,935.0043267,-934.4549262,-0.54940048,6383.104165,551.2688856,-0.933927863,-550.3349577,545.400527
0.005228309,935.0041886,-934.454788,-0.549400532,6383.103139,551.2688911,-0.933905061,-550.334986,545.4005328
0.005228309,935.0041817,-934.4547811,-0.549400534,6383.103087,551.2688914,-0.933904447,-550.3349869,545.4005331
0.005228309,935.0041748,-934.4547742,-0.549400537,6383.103035,551.2688916,-0.93390444,-550.3349872,545.4005334
0.005228309,935.0040366,-934.454636,-0.549400588,6383.101985,551.2688971,-0.933904302,-550.3349928,545.4005391
0.005228311,935.0026552,-934.4532541,-0.549401102,6383.091483,551.2689522,-0.933902919,-550.3350492,545.4005969
0.005228331,934.988841,-934.4394344,-0.549406519,6382.98646,551.2695023,-0.933889094,-550.3356132,545.4011747
0.005228431,934.9197672,-934.370326,-0.549441138,6382.461324,551.2722529,-0.933819951,-550.3384329,545.4040635
0.005228931,934.5743335,-934.0245309,-0.549802536,6379.835056,551.2859984,-0.933473795,-550.3525246,545.4185002
0.005231431,932.8455447,-932.2892279,-0.556316761,6366.689038,551.3545451,-0.931731979,-550.4228131,545.4905112
0.005235645,929.9252374,-929.340183,-0.585054403,6344.473909,551.4694102,-0.9287542,-550.540656,545.6112458
0.005239967,926.9223478,-926.284674,-0.637673797,6321.619996,551.5863174,-0.925646075,-550.6606713,545.7342117
0.005244479,923.7785797,-923.0609637,-0.717615943,6297.6833,551.707407,-0.922342425,-550.7850646,545.8616691
0.005249266,920.4338506,-919.6035104,-0.83034019,6272.205599,551.834784,-0.918772251,-550.9160117,545.9958485
0.005254415,916.8248417,-915.8411641,-0.983677564,6244.703479,551.9705564,-0.914856572,-551.0556998,546.1389925
0.00526002,912.8835327,-911.6951719,-1.188360829,6214.657265,552.1168652,-0.910505901,-551.2063593,546.2933889
0.005266181,908.535631,-907.0768646,-1.458766385,6181.499207,552.2759066,-0.905617193,-551.3702894,546.4613969
0.005273007,903.6988541,-901.8849358,-1.813918285,6144.600665,552.4499453,-0.900070117,-551.5498752,546.6454646
0.00528062,898.2810149,-896.0021913,-2.278823661,6103.258009,552.6413179,-0.893722474,-551.7475954,546.8481382
0.005289154,892.1778458,-889.291613,-2.886232794,6056.676904,552.8524222,-0.886404494,-551.9660177,547.0720567
0.005298759,885.2704836,-881.5915361,-3.678947458,6003.954629,553.0856892,-0.877911711,-552.2077775,547.3199316
0.005309606,877.422524,-872.7096836,-4.712840339,5944.060115,553.3435308,-0.867995975,-552.4755348,547.5945035
0.005321886,868.4765301,-862.4157311,-6.06079895,5875.811466,553.6282559,-0.856354076,-552.7719019,547.8984692
0.005335816,858.2498581,-850.4319848,-7.817873249,5797.850864,553.9419418,-0.842613269,-553.0993286,548.2343662
0.005351641,846.5296258,-836.421634,-10.10799186,5708.617127,554.2862456,-0.826312816,-553.4599327,548.6044012
0.005369642,833.0666126,-819.9738891,-13.09272348,5606.316746,554.6621323,-0.806880359,-553.8552519,549.0101994
0.005390138,817.5678214,-800.5851156,-16.98270587,5488.895291,555.0694903,-0.783601626,-554.2858886,549.4524458
0.005413492,799.6873737,-777.6348183,-22.05255534,5354.012903,555.5065902,-0.755581507,-554.7510087,549.9303774
0.005440119,779.0153231,-750.3550049,-28.66031824,5199.030657,555.9693303,-0.721693965,-555.2476364,550.4410704
0.005470493,755.0638844,-717.791033,-37.27285138,5021.019805,556.450188,-0.680517501,-555.7696705,550.9784445
0.005505155,727.2504629,-678.7515197,-48.4989432,4816.814559,556.9367673,-0.630251946,-556.3065153,551.5318777
0.005544725,694.8767616,-631.7442182,-63.13254336,4583.143538,557.4097894,-0.568611106,-556.8411783,552.0842819
0.005589913,657.1031411,-574.8939458,-82.20919527,4316.898771,557.8403169,-0.492684258,-557.3476326,552.6094342
0.005641528,612.9173585,-505.8376418,-107.0797167,4015.64041,558.1859185,-0.398757526,-557.787161,553.0682787
0.005700502,561.09688,-421.5904626,-139.5064174,3678.499589,558.3853738,-0.282083763,-558.10329,553.4038022
0.0057679,500.1642757,-318.3755062,-181.7887694,3307.746881,558.3513628,-0.1365866,-558.2147762,553.5339389
0.005844944,428.3359984,-191.4084178,-236.9275806,2911.464301,557.960385,0.045519117,-558.0059041,553.3417559
0.005886795,388.3688903,-118.4535183,-269.915372,2712.202838,557.5871117,0.151461702,-557.7385734,553.0814039
0.005908841,367.052483,-78.90184843,-288.1506345,2612.599694,557.3440581,0.209248577,-557.5533066,552.899218
0.005923718,352.568296,-51.77915252,-300.7891435,2547.671356,557.1617669,0.249009742,-557.4107767,552.7585334
0.005938594,338.0038679,-24.30726692,-313.696601,2484.68197,556.9646424,0.289389045,-557.2540314,552.6034448
0.005944944,331.7625754,-12.47439332,-319.2881821,2458.406286,556.875963,0.306813482,-557.1827765,552.5328395
0.005948783,327.9818013,-5.288943742,-322.6928576,2442.700936,556.8210231,0.317403596,-557.1384267,552.4888657
0.005951296,325.5048921,-0.574398715,-324.9304934,2432.498895,556.7845322,0.32435577,-557.1088879,552.4595661
0.005951296,325.5048822,-0.574379931,-324.9305023,2432.498854,556.784532,0.324355798,-557.1088878,552.459566
0.005951296,325.5048724,-0.574361147,-324.9305112,2432.498814,556.7845319,0.324355826,-557.1088877,552.4595659
0.005951296,325.5048625,-0.574342364,-324.9305201,2432.498773,556.7845317,0.324355853,-557.1088876,552.4595658
0.005951296,325.5048526,-0.57432358,-324.9305291,2432.498733,556.7845316,0.324355881,-557.1088874,552.4595656
0.005951296,325.5048428,-0.574304796,-324.930538,2432.498692,556.7845314,0.324355909,-557.1088873,552.4595655
0.005951296,325.5048329,-0.574286012,-324.9305469,2432.498652,556.7845313,0.324355937,-557.1088872,552.4595654
0.005951296,325.5046357,-0.573910335,-324.9307253,2432.497842,556.7845284,0.324356491,-557.1088848,552.4595631
0.005951298,325.5026631,-0.570153558,-324.9325096,2432.489745,556.7844991,0.324362032,-557.1088612,552.4595396
0.005951306,325.4954828,-0.556478311,-324.9390045,2432.460271,556.7843928,0.324382202,-557.108775,552.4594541
0.005951306,325.4954729,-0.556459527,-324.9390134,2432.46023,556.7843926,0.324382229,-557.1087749,552.4594539
0.005951306,325.495463,-0.556440743,-324.9390223,2432.449815,556.7750369,0.333737807,-557.1087747,552.4594538
0.005951306,325.4954532,-0.556421961,-324.9390312,2432.439362,556.7656459,0.343128722,-557.1087746,552.4594537
0.005951306,325.4952562,-0.556046739,-324.9392094,2432.230594,556.5780337,0.530738588,-557.1087723,552.4594514
0.005951308,325.4932963,-0.552315249,-324.940981,2430.162107,554.7122749,2.396473647,-557.1087486,552.4594279
0.005951328,325.4747774,-0.517160339,-324.9576171,2411.357789,537.1346841,19.97382769,-557.1085118,552.459193
0.005951374,325.4387039,-0.44934919,-324.9893547,2378.574707,503.2288028,53.87916356,-557.1079663,552.4586519
0.005951421,325.409846,-0.396049155,-325.0137968,2356.031575,476.5784807,80.52892991,-557.1074106,552.4581005
0.005951471,325.3857407,-0.352557154,-325.0331835,2339.738228,454.8321615,102.274655,-557.1068165,552.4575111
0.005951525,325.3656222,-0.317414683,-325.0482076,2327.95072,437.2605877,119.845587,-557.1061747,552.4568745
0.005951585,325.3487709,-0.28929908,-325.0594718,2319.404909,423.2024198,133.9030507,-557.1054705,552.4561758
0.005951651,325.3345686,-0.267139245,-325.0674294,2313.2209,412.1220977,144.9825853,-557.104683,552.4553946
0.005951727,325.3224561,-0.250059497,-325.0723966,2308.782672,403.5817641,153.5220172,-557.1037813,552.4545
0.005951817,325.3118837,-0.237336865,-325.0745469,2305.656945,397.2199099,159.8828077,-557.1027176,552.4534447
0.005951927,325.3022329,-0.22835639,-325.0738765,2303.534934,392.7290158,164.3723971,-557.1014129,552.4521503
0.00595207,325.2926631,-0.222558518,-325.0701046,2302.187764,389.8292324,167.2704919,-557.0997243,552.4504751
0.00595227,325.2817406,-0.219368364,-325.0623722,2301.426925,388.2329714,168.8643882,-557.0973595,552.448129
0.005952588,325.2662792,-0.218094276,-325.048185,2301.059323,387.594043,169.499549,-557.093592,552.4443911
0.00595324,325.2358622,-0.21779858,-325.0180636,2300.813224,387.4423307,169.6435333,-557.0858641,552.4367236
0.005956449,325.0892187,-0.216875797,-324.8723429,2299.733541,386.9619335,170.0859198,-557.0478533,552.3990052
0.005967629,324.6123106,-0.21348374,-324.3988268,2296.121374,385.1995971,171.715644,-556.9152411,552.2673432
