"time","heatCapacitor.der(T)","heatCapacitor.T","temperatureSensor.port.T","heatCapacitor.der_T","heatingResistor.R","heatingResistor.v","heatingResistor.p.i","heatingResistor.heatPort.Q_flow","heatingResistor.LossPower","thermalConductor.dT","thermalConductor.port_a.Q_flow","thermalConductor.port_b.Q_flow","idealSwitch.s","idealSwitch.v","idealSwitch.LossPower","onOffController.reference","ramp.y","onOffController.u","temperatureSensor.T","logicalNot.y","logicalNot.u","onOffController.y"
4.04,8.203182055,306.2365381,306.2365381,8.203182055,10.51319757,9.999990488,0.9511844915,-9.511835868,9.511835868,13.08653813,1.308653813,-1.308653813,0.9511844915,9.511844915e-006,9.047519369e-006,33.5,33.5,33.08653813,33.08653813,0,1,1
4.06,8.180988225,306.4003801,306.4003801,8.180988225,10.51962275,9.999990494,0.9506035275,-9.506026238,9.506026238,13.25038013,1.325038013,-1.325038013,0.9506035275,9.506035275e-006,9.036470664e-006,33.58333333,33.58333333,33.25038013,33.25038013,0,1,1
4.08,8.158861492,306.563779,306.563779,8.158861492,10.52603055,9.9999905,0.9500248413,-9.500239387,9.500239387,13.41377895,1.341377895,-1.341377895,0.9500248413,9.500248413e-006,9.02547199e-006,33.66666667,33.66666667,33.41377895,33.41377895,0,1,1
4.1,8.136801624,306.7267358,306.7267358,8.136801624,10.53242101,9.999990506,0.9494484217,-9.494475202,9.494475202,13.57673578,1.357673578,-1.357673578,0.9494484217,9.494484217e-006,9.014523054e-006,33.75,33.75,33.57673578,33.57673578,0,1,1
4.12,8.114808379,306.8892519,306.8892519,8.114808379,10.53879419,9.999990511,0.9488742572,-9.488733569,9.488733569,13.7392519,1.37392519,-1.37392519,0.9488742572,9.488742572e-006,9.003623561e-006,33.83333333,33.83333333,33.7392519,33.7392519,0,1,1
4.14,8.092881495,307.0513287,307.0513287,8.092881495,10.54515015,9.999990517,0.948302336,-9.483014367,9.483014367,13.90132872,1.390132872,-1.390132872,0.948302336,9.48302336e-006,8.992773205e-006,33.91666667,33.91666667,33.90132872,33.90132872,0,1,1
4.16,8.071020718,307.2129676,307.2129676,8.071020718,10.55148893,9.999990523,0.9477326463,-9.477317481,9.477317481,14.06296763,1.406296763,-1.406296763,0.9477326463,9.477326463e-006,8.981971688e-006,34,34,34.06296763,34.06296763,0,1,1
4.18,8.049225797,307.37417,307.37417,8.049225797,10.55781059,9.999990528,0.9471651765,-9.471642794,9.471642794,14.22416997,1.422416997,-1.422416997,0.9471651765,9.471651765e-006,8.971218716e-006,34.08333333,34.08333333,34.22416997,34.22416997,0,1,1
4.2,8.027496485,307.5349371,307.5349371,8.027496485,10.56411518,9.999990534,0.9465999153,-9.465990192,9.465990192,14.38493707,1.438493707,-1.438493707,0.9465999153,9.465999153e-006,8.960513996e-006,34.16666667,34.16666667,34.38493707,34.38493707,0,1,1
4.22,8.005832538,307.6952703,307.6952703,8.005832538,10.57040275,9.99999054,0.9460368513,-9.460359564,9.460359564,14.54527025,1.454527025,-1.454527025,0.9460368513,9.460368513e-006,8.949857241e-006,34.25,34.25,34.54527025,34.54527025,0,1,1
4.24,7.984233715,307.8551708,307.8551708,7.984233715,10.57667336,9.999990545,0.9454759734,-9.454750795,9.454750795,14.7051708,1.47051708,-1.47051708,0.9454759734,9.454759734e-006,8.939248163e-006,34.33333333,34.33333333,34.7051708,34.7051708,0,1,1
4.26,7.962699773,308.01464,308.01464,7.962699773,10.58292706,9.999990551,0.9449172705,-9.449163776,9.449163776,14.86464003,1.486464003,-1.486464003,0.9449172705,9.449172705e-006,8.92868648e-006,34.41666667,34.41666667,34.86464003,34.86464003,0,1,1
4.28,7.941230473,308.1736792,308.1736792,7.941230473,10.58916389,9.999990556,0.9443607313,-9.443598395,9.443598395,15.02367922,1.502367922,-1.502367922,0.9443607313,9.443607313e-006,8.918171909e-006,34.5,34.5,35.02367922,35.02367922,0,1,1
4.3,7.919825576,308.3322897,308.3322897,7.919825576,10.59538391,9.999990562,0.9438063451,-9.438054543,9.438054543,15.18228967,1.518228967,-1.518228967,0.9438063451,9.438063451e-006,8.907704171e-006,34.58333333,34.58333333,35.18228967,35.18228967,0,1,1
4.32,7.898484844,308.4904727,308.4904727,7.898484844,10.60158716,9.999990567,0.9432541009,-9.432532111,9.432532111,15.34047267,1.534047267,-1.534047267,0.9432541009,9.432541009e-006,8.897282988e-006,34.66666667,34.66666667,35.34047267,35.34047267,0,1,1
4.34,7.877208041,308.6482295,308.6482295,7.877208041,10.60777371,9.999990573,0.9427039877,-9.42703099,9.42703099,15.49822949,1.549822949,-1.549822949,0.9427039877,9.427039877e-006,8.886908085e-006,34.75,34.75,35.49822949,35.49822949,0,1,1
4.36,7.855994931,308.8055614,308.8055614,7.855994931,10.61394358,9.999990578,0.9421559949,-9.421551073,9.421551073,15.65556141,1.565556141,-1.565556141,0.9421559949,9.421559949e-006,8.876579188e-006,34.83333333,34.83333333,35.65556141,35.65556141,0,1,1
4.38,7.834845281,308.9624697,308.9624697,7.834845281,10.62009685,9.999990584,0.9416101118,-9.416092252,9.416092252,15.81246971,1.581246971,-1.581246971,0.9416101118,9.416101118e-006,8.866296027e-006,34.91666667,34.91666667,35.81246971,35.81246971,0,1,1
4.4,7.813758857,309.1189556,309.1189556,7.813758857,10.62623355,9.999990589,0.9410663278,-9.410654422,9.410654422,15.96895565,1.596895565,-1.596895565,0.9410663278,9.410663278e-006,8.856058332e-006,35,35,35.96895565,35.96895565,0,1,1
4.42,-1.601712605,309.1671271,309.1671271,-1.601712605,10.62812263,0.001062699318,9.998937301e-005,-1.062586385e-007,1.062586385e-007,16.01712712,1.601712712,-1.601712712,9.998937301,9.998937301,0.0009997874714,35.08333333,35.08333333,36.01712712,36.01712712,1,0,0
4.44,-1.598513127,309.1351323,309.1351323,-1.598513127,10.62686793,0.001062573875,9.998937426e-005,-1.062460969e-007,1.062460969e-007,15.98513233,1.598513233,-1.598513233,9.998937426,9.998937426,0.0009997874965,35.16666667,35.16666667,35.98513233,35.98513233,1,0,0
4.46,-1.595319396,309.103195,309.103195,-1.595319396,10.62561549,0.001062448657,9.998937551e-005,-1.062335778e-007,1.062335778e-007,15.95319502,1.595319502,-1.595319502,9.998937551,9.998937551,0.0009997875216,35.25,35.25,35.95319502,35.95319502,1,0,0
4.48,-1.592131934,309.0713204,309.0713204,-1.592131934,10.62436551,0.001062323685,9.998937676e-005,-1.062210832e-007,1.062210832e-007,15.92132041,1.592132041,-1.592132041,9.998937676,9.998937676,0.0009997875465,35.33333333,35.33333333,35.92132041,35.92132041,1,0,0
4.5,-1.588950838,309.0395094,309.0395094,-1.588950838,10.62311802,0.001062198963,9.998937801e-005,-1.062086136e-007,1.062086136e-007,15.88950944,1.588950944,-1.588950944,9.998937801,9.998937801,0.0009997875715,35.41666667,35.41666667,35.88950944,35.88950944,1,0,0
4.52,-1.585776105,309.0077621,309.0077621,-1.585776105,10.62187302,0.00106207449,9.998937926e-005,-1.06196169e-007,1.06196169e-007,15.85776211,1.585776211,-1.585776211,9.998937926,9.998937926,0.0009997875964,35.5,35.5,35.85776211,35.85776211,1,0,0
4.54,-1.582607718,308.9760782,308.9760782,-1.582607718,10.62063052,0.001061950266,9.99893805e-005,-1.061837492e-007,1.061837492e-007,15.82607824,1.582607824,-1.582607824,9.99893805,9.99893805,0.0009997876212,35.58333333,35.58333333,35.82607824,35.82607824,1,0,0
4.56,-1.579445663,308.9444577,308.9444577,-1.579445663,10.6193905,0.00106182629,9.998938174e-005,-1.061713543e-007,1.061713543e-007,15.79445769,1.579445769,-1.579445769,9.998938174,9.998938174,0.000999787646,35.66666667,35.66666667,35.79445769,35.79445769,1,0,0
4.58,-1.576289927,308.9129003,308.9129003,-1.576289927,10.61815295,0.001061702562,9.998938297e-005,-1.061589841e-007,1.061589841e-007,15.76290033,1.576290033,-1.576290033,9.998938297,9.998938297,0.0009997876708,35.75,35.75,35.76290033,35.76290033,1,0,0
4.6,-1.573140497,308.881406,308.881406,-1.573140497,10.61691788,0.001061579081,9.998938421e-005,-1.061466386e-007,1.061466386e-007,15.73140603,1.573140603,-1.573140603,9.998938421,9.998938421,0.0009997876955,35.83333333,35.83333333,35.73140603,35.73140603,1,0,0
4.62,-1.56999736,308.8499747,308.8499747,-1.56999736,10.61568528,0.001061455847,9.998938544e-005,-1.061343178e-007,1.061343178e-007,15.69997467,1.569997467,-1.569997467,9.998938544,9.998938544,0.0009997877201,35.91666667,35.91666667,35.69997467,35.69997467,1,0,0
4.64,-1.566860504,308.8186061,308.8186061,-1.566860504,10.61445514,0.001061332859,9.998938667e-005,-1.061220217e-007,1.061220217e-007,15.6686061,1.56686061,-1.56686061,9.998938667,9.998938667,0.0009997877447,36,36,35.6686061,35.6686061,1,0,0
4.66,-1.563729914,308.7873002,308.7873002,-1.563729914,10.61322746,0.001061210117,9.99893879e-005,-1.061097501e-007,1.061097501e-007,15.63730021,1.563730021,-1.563730021,9.99893879,9.99893879,0.0009997877692,36.08333333,36.08333333,35.63730021,35.63730021,1,0,0
4.68,-1.56060558,308.7560569,308.7560569,-1.56060558,10.61200223,0.00106108762,9.998938912e-005,-1.06097503e-007,1.06097503e-007,15.60605686,1.560605686,-1.560605686,9.998938912,9.998938912,0.0009997877937,36.16666667,36.16666667,35.60605686,35.60605686,1,0,0
4.7,-1.557487488,308.7248759,308.7248759,-1.557487488,10.61077945,0.001060965368,9.998939035e-005,-1.060852803e-007,1.060852803e-007,15.57487594,1.557487594,-1.557487594,9.998939035,9.998939035,0.0009997878182,36.25,36.25,35.57487594,35.57487594,1,0,0
4.72,-1.554375626,308.6937573,308.6937573,-1.554375626,10.60955911,0.00106084336,9.998939157e-005,-1.060730821e-007,1.060730821e-007,15.54375732,1.554375732,-1.554375732,9.998939157,9.998939157,0.0009997878426,36.33333333,36.33333333,35.54375732,35.54375732,1,0,0
4.74,-1.551269981,308.6627009,308.6627009,-1.551269981,10.60834121,0.001060721596,9.998939278e-005,-1.060609083e-007,1.060609083e-007,15.51270087,1.551270087,-1.551270087,9.998939278,9.998939278,0.0009997878669,36.41666667,36.41666667,35.51270087,35.51270087,1,0,0
4.76,7.875368466,308.6618713,308.6618713,7.875368466,10.60830868,9.999990573,0.9426564477,-9.426555591,9.426555591,15.51187125,1.551187125,-1.551187125,0.9426564477,9.426564477e-006,8.886011784e-006,36.5,36.5,35.51187125,35.51187125,0,1,1
4.78,7.854170359,308.819096,308.819096,7.854170359,10.61447435,9.999990579,0.9421088833,-9.421079957,9.421079957,15.66909598,1.566909598,-1.566909598,0.9421088833,9.421088833e-006,8.87569148e-006,36.58333333,36.58333333,35.66909598,35.66909598,0,1,1
4.8,7.833029295,308.9759446,308.9759446,7.833029295,10.62062528,9.999990584,0.9415632622,-9.415623757,9.415623757,15.82594461,1.582594461,-1.582594461,0.9415632622,9.415632622e-006,8.865413767e-006,36.66666667,36.66666667,35.82594461,35.82594461,0,1,1
4.82,7.811949304,309.1323868,309.1323868,7.811949304,10.62676027,9.99999059,0.9410196841,-9.410187986,9.410187986,15.98238682,1.598238682,-1.598238682,0.9410196841,9.410196841e-006,8.855180459e-006,36.75,36.75,35.98238682,35.98238682,0,1,1
4.84,7.790931577,309.2884133,309.2884133,7.790931577,10.63287895,9.999990595,0.9404781752,-9.404772907,9.404772907,16.1384133,1.61384133,-1.61384133,0.9404781752,9.404781752e-006,8.844991981e-006,36.83333333,36.83333333,36.1384133,36.1384133,0,1,1
4.86,7.769976357,309.4440218,309.4440218,7.769976357,10.63898125,9.999990601,0.9399387373,-9.399378539,9.399378539,16.29402182,1.629402182,-1.629402182,0.9399387373,9.399387373e-006,8.834848299e-006,36.91666667,36.91666667,36.29402182,36.29402182,0,1,1
4.88,7.749083573,309.5992124,309.5992124,7.749083573,10.64506715,9.999990606,0.9394013641,-9.394004816,9.394004816,16.44921244,1.644921244,-1.644921244,0.9394013641,9.394013641e-006,8.824749229e-006,37,37,36.44921244,36.44921244,0,1,1
4.9,7.728253049,309.753986,309.753986,7.728253049,10.65113671,9.999990611,0.9388660466,-9.388651651,9.388651651,16.60398602,1.660398602,-1.660398602,0.9388660466,9.388660466e-006,8.814694534e-006,37.08333333,37.08333333,36.60398602,36.60398602,0,1,1
4.92,7.707484577,309.9083437,309.9083437,7.707484577,10.65718995,9.999990617,0.9383327749,-9.383318944,9.383318944,16.75834367,1.675834367,-1.675834367,0.9383327749,9.383327749e-006,8.804683965e-006,37.16666667,37.16666667,36.75834367,36.75834367,0,1,1
4.94,7.686777936,310.0622866,310.0622866,7.686777936,10.66322693,9.999990622,0.9378015391,-9.378006596,9.378006596,16.9122866,1.69122866,-1.69122866,0.9378015391,9.378015391e-006,8.794717267e-006,37.25,37.25,36.9122866,36.9122866,0,1,1
4.96,7.66613292,310.2158159,310.2158159,7.66613292,10.66924768,9.999990627,0.9372723294,-9.372714509,9.372714509,17.06581589,1.706581589,-1.706581589,0.9372723294,9.372723294e-006,8.784794194e-006,37.33333333,37.33333333,37.06581589,37.06581589,0,1,1
4.98,7.645549312,310.3689327,310.3689327,7.645549312,10.67525226,9.999990633,0.9367451359,-9.367442584,9.367442584,17.21893272,1.721893272,-1.721893272,0.9367451359,9.367451359e-006,8.774914496e-006,37.41666667,37.41666667,37.21893272,37.21893272,0,1,1
5,7.625026877,310.5216384,310.5216384,7.625026877,10.68124072,9.999990638,0.9362199484,-9.362190719,9.362190719,17.37163842,1.737163842,-1.737163842,0.9362199484,9.362199484e-006,8.765077918e-006,37.5,37.5,37.37163842,37.37163842,0,1,1
5.02,7.604565389,310.6739342,310.6739342,7.604565389,10.68721311,9.999990643,0.9356967567,-9.356958812,9.356958812,17.52393423,1.752393423,-1.752393423,0.9356967567,9.356967567e-006,8.755284206e-006,37.58333333,37.58333333,37.52393423,37.52393423,0,1,1
5.04,7.584164622,310.8258214,310.8258214,7.584164622,10.69316947,9.999990648,0.935175551,-9.351746764,9.351746764,17.67582142,1.767582142,-1.767582142,0.935175551,9.35175551e-006,8.745533111e-006,37.66666667,37.66666667,37.67582142,37.67582142,0,1,1
5.06,7.563824356,310.9773012,310.9773012,7.563824356,10.69910985,9.999990653,0.9346563212,-9.346554476,9.346554476,17.8273012,1.78273012,-1.78273012,0.9346563212,9.346563212e-006,8.735824388e-006,37.75,37.75,37.8273012,37.8273012,0,1,1
5.08,7.543544373,311.1283748,311.1283748,7.543544373,10.70503431,9.999990659,0.9341390577,-9.341381851,9.341381851,17.97837478,1.797837478,-1.797837478,0.9341390577,9.341390577e-006,8.726157791e-006,37.83333333,37.83333333,37.97837478,37.97837478,0,1,1
5.1,7.523324455,311.2790434,311.2790434,7.523324455,10.71094288,9.999990664,0.9336237508,-9.336228792,9.336228792,18.12904337,1.812904337,-1.812904337,0.9336237508,9.336237508e-006,8.716533081e-006,37.91666667,37.91666667,38.12904337,38.12904337,0,1,1
5.12,7.503164387,311.4293082,311.4293082,7.503164387,10.71683561,9.999990669,0.9331103909,-9.331095202,9.331095202,18.27930815,1.827930815,-1.827930815,0.9331103909,9.331103909e-006,8.706950016e-006,38,38,38.27930815,38.27930815,0,1,1
5.14,7.483063953,311.5791703,311.5791703,7.483063953,10.72271256,9.999990674,0.9325989684,-9.325980987,9.325980987,18.42917034,1.842917034,-1.842917034,0.9325989684,9.325989684e-006,8.697408359e-006,38.08333333,38.08333333,38.42917034,38.42917034,0,1,1
5.16,7.46302294,311.7286311,311.7286311,7.46302294,10.72857377,9.999990679,0.9320894738,-9.32088605,9.32088605,18.57863111,1.857863111,-1.857863111,0.9320894738,9.320894738e-006,8.687907872e-006,38.16666667,38.16666667,38.57863111,38.57863111,0,1,1
5.18,7.443041134,311.8776916,311.8776916,7.443041134,10.73441928,9.999990684,0.9315818977,-9.315810299,9.315810299,18.72769165,1.872769165,-1.872769165,0.9315818977,9.315818977e-006,8.678448322e-006,38.25,38.25,38.72769165,38.72769165,0,1,1
5.2,7.423118324,312.0263531,312.0263531,7.423118324,10.74024914,9.999990689,0.9310762307,-9.310753638,9.310753638,18.87635314,1.887635314,-1.887635314,0.9310762307,9.310762307e-006,8.669029475e-006,38.33333333,38.33333333,38.87635314,38.87635314,0,1,1
5.22,7.403254299,312.1746168,312.1746168,7.403254299,10.7460634,9.999990694,0.9305724636,-9.305715976,9.305715976,19.02461677,1.902461677,-1.902461677,0.9305724636,9.305724636e-006,8.659651099e-006,38.41666667,38.41666667,39.02461677,39.02461677,0,1,1
5.24,7.383448848,312.3224837,312.3224837,7.383448848,10.75186211,9.999990699,0.9300705869,-9.300697219,9.300697219,19.17248371,1.917248371,-1.917248371,0.9300705869,9.300705869e-006,8.650312966e-006,38.5,38.5,39.17248371,39.17248371,0,1,1
5.26,7.363701763,312.4699551,312.4699551,7.363701763,10.7576453,9.999990704,0.9295705916,-9.295697275,9.295697275,19.31995512,1.931995512,-1.931995512,0.9295705916,9.295705916e-006,8.641014847e-006,38.58333333,38.58333333,39.31995512,39.31995512,0,1,1
5.28,7.344012836,312.6170322,312.6170322,7.344012836,10.76341303,9.999990709,0.9290724685,-9.290716053,9.290716053,19.46703216,1.946703216,-1.946703216,0.9290724685,9.290724685e-006,8.631756517e-006,38.66666667,38.66666667,39.46703216,39.46703216,0,1,1
5.3,7.324381861,312.763716,312.763716,7.324381861,10.76916533,9.999990714,0.9285762085,-9.285753462,9.285753462,19.61371602,1.961371602,-1.961371602,0.9285762085,9.285762085e-006,8.622537749e-006,38.75,38.75,39.61371602,39.61371602,0,1,1
5.32,7.30480863,312.9100078,312.9100078,7.30480863,10.77490227,9.999990719,0.9280818026,-9.280809412,9.280809412,19.76000782,1.976000782,-1.976000782,0.9280818026,9.280818026e-006,8.613358323e-006,38.83333333,38.83333333,39.76000782,39.76000782,0,1,1
5.34,7.28529294,313.0559087,313.0559087,7.28529294,10.78062387,9.999990724,0.9275892418,-9.275883814,9.275883814,19.90590874,1.990590874,-1.990590874,0.9275892418,9.275892418e-006,8.604218015e-006,38.91666667,38.91666667,39.90590874,39.90590874,0,1,1
5.36,-1.989811801,313.0481191,313.0481191,-1.989811801,10.7803184,0.001077915637,9.998922084e-005,-1.077799447e-007,1.077799447e-007,19.89811909,1.989811909,-1.989811909,9.998922084,9.998922084,0.0009997844285,39,39,39.89811909,39.89811909,1,0,0
5.38,-1.985838044,313.0083815,313.0083815,-1.985838044,10.77876006,0.001077759837,9.99892224e-005,-1.07764368e-007,1.07764368e-007,19.85838152,1.985838152,-1.985838152,9.99892224,9.99892224,0.0009997844596,39.08333333,39.08333333,39.85838152,39.85838152,1,0,0
5.4,-1.981871051,312.9687116,312.9687116,-1.981871051,10.77720438,0.001077604302,9.998922396e-005,-1.077488179e-007,1.077488179e-007,19.81871159,1.981871159,-1.981871159,9.998922396,9.998922396,0.0009997844908,39.16666667,39.16666667,39.81871159,39.81871159,1,0,0
5.42,-1.977911578,312.9291169,312.9291169,-1.977911578,10.77565164,0.001077449062,9.998922551e-005,-1.077332972e-007,1.077332972e-007,19.77911685,1.977911685,-1.977911685,9.998922551,9.998922551,0.0009997845218,39.25,39.25,39.77911685,39.77911685,1,0,0
5.44,-1.973959774,312.8895988,312.8895988,-1.973959774,10.77410191,0.001077294123,9.998922706e-005,-1.077178066e-007,1.077178066e-007,19.73959882,1.973959882,-1.973959882,9.998922706,9.998922706,0.0009997845528,39.33333333,39.33333333,39.73959882,39.73959882,1,0,0
5.46,-1.970015786,312.8501589,312.8501589,-1.970015786,10.77255525,0.00107713949,9.998922861e-005,-1.077023467e-007,1.077023467e-007,19.70015893,1.970015893,-1.970015893,9.998922861,9.998922861,0.0009997845837,39.41666667,39.41666667,39.70015893,39.70015893,1,0,0
5.48,-1.966079671,312.8107978,312.8107978,-1.966079671,10.77101168,0.001076985166,9.998923015e-005,-1.076869176e-007,1.076869176e-007,19.66079778,1.966079778,-1.966079778,9.998923015,9.998923015,0.0009997846146,39.5,39.5,39.66079778,39.66079778,1,0,0
5.5,-1.96215143,312.7715154,312.7715154,-1.96215143,10.76947119,0.00107683115,9.998923169e-005,-1.076715194e-007,1.076715194e-007,19.62151538,1.962151538,-1.962151538,9.998923169,9.998923169,0.0009997846454,39.58333333,39.58333333,39.62151538,39.62151538,1,0,0
5.52,-1.958231046,312.7323115,312.7323115,-1.958231046,10.76793379,0.001076677443,9.998923323e-005,-1.076561519e-007,1.076561519e-007,19.58231154,1.958231154,-1.958231154,9.998923323,9.998923323,0.0009997846761,39.66666667,39.66666667,39.58231154,39.58231154,1,0,0
5.54,-1.954318498,312.6931861,312.6931861,-1.954318498,10.76639945,0.001076524042,9.998923476e-005,-1.076408152e-007,1.076408152e-007,19.54318605,1.954318605,-1.954318605,9.998923476,9.998923476,0.0009997847068,39.75,39.75,39.54318605,39.54318605,1,0,0
5.56,-1.950413767,312.6541387,312.6541387,-1.950413767,10.76486819,0.001076370949,9.998923629e-005,-1.076255091e-007,1.076255091e-007,19.50413875,1.950413875,-1.950413875,9.998923629,9.998923629,0.0009997847374,39.83333333,39.83333333,39.50413875,39.50413875,1,0,0
5.58,-1.946516838,312.6151695,312.6151695,-1.946516838,10.76333998,0.001076218161,9.998923782e-005,-1.076102336e-007,1.076102336e-007,19.46516946,1.946516946,-1.946516946,9.998923782,9.998923782,0.000999784768,39.91666667,39.91666667,39.46516946,39.46516946,1,0,0
5.6,-1.942627695,312.576278,312.576278,-1.942627695,10.76181482,0.001076065678,9.998923934e-005,-1.075949887e-007,1.075949887e-007,19.42627803,1.942627803,-1.942627803,9.998923934,9.998923934,0.0009997847984,40,40,39.42627803,39.42627803,1,0,0
5.62,-1.938746323,312.5374643,312.5374643,-1.938746323,10.76029272,0.0010759135,9.998924087e-005,-1.075797741e-007,1.075797741e-007,19.3874643,1.93874643,-1.93874643,9.998924086,9.998924086,0.0009997848289,40.08333333,40.08333333,39.3874643,39.3874643,1,0,0
5.64,-1.934872705,312.4987281,312.4987281,-1.934872705,10.75877365,0.001075761626,9.998924238e-005,-1.0756459e-007,1.0756459e-007,19.34872812,1.934872812,-1.934872812,9.998924238,9.998924238,0.0009997848592,40.16666667,40.16666667,39.34872812,39.34872812,1,0,0
5.66,-1.931006827,312.4600693,312.4600693,-1.931006827,10.75725762,0.001075610056,9.99892439e-005,-1.075494362e-007,1.075494362e-007,19.31006934,1.931006934,-1.931006934,9.99892439,9.99892439,0.0009997848896,40.25,40.25,39.31006934,39.31006934,1,0,0
5.68,7.357575753,312.5157124,312.5157124,7.357575753,10.7594397,9.999990706,0.9294155629,-9.294146991,9.294146991,19.36571238,1.936571238,-1.936571238,0.9294155629,9.294155629e-006,8.638132885e-006,40.33333333,40.33333333,39.36571238,39.36571238,0,1,1
5.7,7.337913608,312.6626017,312.6626017,7.337913608,10.76520007,9.999990711,0.928918241,-9.289173781,9.289173781,19.51260173,1.951260173,-1.951260173,0.928918241,9.28918241e-006,8.628890984e-006,40.41666667,40.41666667,39.51260173,39.51260173,0,1,1
5.72,7.31830346,312.8091422,312.8091422,7.31830346,10.77094675,9.999990716,0.9284226303,-9.284217683,9.284217683,19.65914223,1.965914223,-1.965914223,0.9284226303,9.284226303e-006,8.619685804e-006,40.5,40.5,39.65914223,39.65914223,0,1,1
5.74,7.29874903,312.9553057,312.9553057,7.29874903,10.77667866,9.999990721,0.9279288212,-9.279279601,9.279279601,19.80530571,1.980530571,-1.980530571,0.9279288212,9.279288212e-006,8.610518971e-006,40.58333333,40.58333333,39.80530571,39.80530571,0,1,1
5.76,7.279251421,313.1010836,313.1010836,7.279251421,10.78239543,9.999990726,0.9274368379,-9.274359777,9.274359777,19.95108356,1.995108356,-1.995108356,0.9274368379,9.274368379e-006,8.601390882e-006,40.66666667,40.66666667,39.95108356,39.95108356,0,1,1
5.78,7.259810868,313.2464737,313.2464737,7.259810868,10.78809701,9.999990731,0.9269466825,-9.269458233,9.269458233,20.09647365,2.009647365,-2.009647365,0.9269466825,9.269466825e-006,8.592301522e-006,40.75,40.75,40.09647365,40.09647365,0,1,1
5.8,7.240427312,313.3914761,313.3914761,7.240427312,10.79378337,9.999990735,0.92645835,-9.264574917,9.264574917,20.24147605,2.024147605,-2.024147605,0.92645835,9.2645835e-006,8.583250743e-006,40.83333333,40.83333333,40.24147605,40.24147605,0,1,1
5.82,7.221100601,313.5360915,313.5360915,7.221100601,10.79945457,9.99999074,0.9259718327,-9.259709753,9.259709753,20.38609152,2.038609152,-2.038609152,0.9259718327,9.259718327e-006,8.57423835e-006,40.91666667,40.91666667,40.38609152,40.38609152,0,1,1
5.84,7.20183055,313.6803211,313.6803211,7.20183055,10.80511063,9.999990745,0.9254871224,-9.254862659,9.254862659,20.53032109,2.053032109,-2.053032109,0.9254871224,9.254871224e-006,8.565264137e-006,41,41,40.53032109,40.53032109,0,1,1
5.86,7.182616965,313.8241658,313.8241658,7.182616965,10.8107516,9.99999075,0.9250042105,-9.250033549,9.250033549,20.67416584,2.067416584,-2.067416584,0.9250042105,9.250042105e-006,8.556327894e-006,41.08333333,41.08333333,40.67416584,40.67416584,0,1,1
5.88,7.163459664,313.9676268,313.9676268,7.163459664,10.81637752,9.999990755,0.9245230888,-9.245222341,9.245222341,20.81762677,2.081762677,-2.081762677,0.9245230888,9.245230888e-006,8.547429417e-006,41.16666667,41.16666667,40.81762677,40.81762677,0,1,1
5.9,7.144358454,314.110705,314.110705,7.144358454,10.82198843,9.99999076,0.9240437489,-9.240428951,9.240428951,20.96070496,2.096070496,-2.096070496,0.9240437489,9.240437489e-006,8.538568499e-006,41.25,41.25,40.96070496,40.96070496,0,1,1
5.92,7.12531313,314.2534016,314.2534016,7.12531313,10.82758438,9.999990764,0.9235661821,-9.235653291,9.235653291,21.10340162,2.110340162,-2.110340162,0.9235661821,9.235661821e-006,8.529744927e-006,41.33333333,41.33333333,41.10340162,41.10340162,0,1,1
5.94,7.106323488,314.3957179,314.3957179,7.106323488,10.83316541,9.999990769,0.9230903797,-9.230895276,9.230895276,21.24571788,2.124571788,-2.124571788,0.9230903797,9.230903797e-006,8.520958491e-006,41.41666667,41.41666667,41.24571788,41.24571788,0,1,1
5.96,7.087389329,314.5376549,314.5376549,7.087389329,10.83873157,9.999990774,0.9226163333,-9.22615482,9.22615482,21.38765491,2.138765491,-2.138765491,0.9226163333,9.226163333e-006,8.512208984e-006,41.5,41.5,41.38765491,41.38765491,0,1,1
5.98,7.06851046,314.6792138,314.6792138,7.06851046,10.84428289,9.999990779,0.9221440344,-9.221431841,9.221431841,21.52921381,2.152921381,-2.152921381,0.9221440344,9.221440344e-006,8.503496202e-006,41.58333333,41.58333333,41.52921381,41.52921381,0,1,1
6,7.049686685,314.8203957,314.8203957,7.049686685,10.84981944,9.999990783,0.9216734748,-9.216726254,9.216726254,21.67039568,2.167039568,-2.167039568,0.9216734748,9.216734748e-006,8.494819942e-006,41.66666667,41.66666667,41.67039568,41.67039568,0,1,1
6.02,7.030917813,314.9612016,314.9612016,7.030917813,10.85534124,9.999990788,0.9212046463,-9.212037977,9.212037977,21.81120163,2.181120163,-2.181120163,0.9212046463,9.212046463e-006,8.486180004e-006,41.75,41.75,41.81120163,41.81120163,0,1,1
6.04,7.012203653,315.1016328,315.1016328,7.012203653,10.86084834,9.999990793,0.9207375406,-9.207366929,9.207366929,21.95163276,2.195163276,-2.195163276,0.9207375406,9.207375406e-006,8.477576187e-006,41.83333333,41.83333333,41.95163276,41.95163276,0,1,1
6.06,6.993544013,315.2416901,315.2416901,6.993544013,10.86634079,9.999990797,0.9202721496,-9.202713027,9.202713027,22.09169014,2.209169014,-2.209169014,0.9202721496,9.202721496e-006,8.469008294e-006,41.91666667,41.91666667,42.09169014,42.09169014,0,1,1
