"time","heatCapacitor.der(T)","heatCapacitor.T","temperatureSensor.port.T","heatCapacitor.der_T","heatingResistor.R","heatingResistor.v","heatingResistor.p.i","heatingResistor.heatPort.Q_flow","heatingResistor.LossPower","thermalConductor.dT","thermalConductor.port_a.Q_flow","thermalConductor.port_b.Q_flow","idealSwitch.s","idealSwitch.v","idealSwitch.LossPower","onOffController.reference","ramp.y","onOffController.u","temperatureSensor.T","logicalNot.y","logicalNot.u","onOffController.y"
0.2,9.725983669,295.1224095,295.1224095,9.725983669,10.07734939,9.999990077,0.9923234463,-9.923224616,9.923224616,1.972409467,0.1972409467,-0.1972409467,0.9923234463,9.923234463e-006,9.84705822e-006,25,25,21.97240947,21.97240947,0,1,1
0.22,9.699063164,295.3166598,295.3166598,9.699063164,10.08496705,9.999990084,0.9915738975,-9.915729143,9.915729143,2.166659786,0.2166659786,-0.2166659786,0.9915738975,9.915738975e-006,9.832187942e-006,25,25,22.16665979,22.16665979,0,1,1
0.24,9.672228426,295.5103725,295.5103725,9.672228426,10.09256363,9.999990092,0.9908275498,-9.90826568,9.90826568,2.360372543,0.2360372543,-0.2360372543,0.9908275498,9.908275498e-006,9.817392334e-006,25,25,22.36037254,22.36037254,0,1,1
0.26,9.645479097,295.7035495,295.7035495,9.645479097,10.10013919,9.999990099,0.9900843846,-9.900834044,9.900834044,2.553549462,0.2553549462,-0.2553549462,0.9900843846,9.900843846e-006,9.802670887e-006,25,25,22.55354946,22.55354946,0,1,1
0.28,9.618814824,295.8961923,295.8961923,9.618814824,10.10769381,9.999990107,0.9893443837,-9.893434049,9.893434049,2.746192252,0.2746192252,-0.2746192252,0.9893443837,9.893443837e-006,9.788023095e-006,25,25,22.74619225,22.74619225,0,1,1
0.3,9.592235253,296.0883026,296.0883026,9.592235253,10.11522755,9.999990114,0.9886075287,-9.886065514,9.886065514,2.938302607,0.2938302607,-0.2938302607,0.9886075287,9.886075287e-006,9.773448459e-006,25,25,22.93830261,22.93830261,0,1,1
0.32,9.565740037,296.2798822,296.2798822,9.565740037,10.12274048,9.999990121,0.9878738018,-9.878728259,9.878728259,3.129882216,0.3129882216,-0.3129882216,0.9878738018,9.878738018e-006,9.758946482e-006,25,25,23.12988222,23.12988222,0,1,1
0.34,9.539328828,296.4709328,296.4709328,9.539328828,10.13023266,9.999990129,0.9871431848,-9.871422104,9.871422104,3.320932763,0.3320932763,-0.3320932763,0.9871431848,9.871431848e-006,9.744516674e-006,25,25,23.32093276,23.32093276,0,1,1
0.36,9.51300128,296.6614559,296.6614559,9.51300128,10.13770415,9.999990136,0.9864156602,-9.864146872,9.864146872,3.511455922,0.3511455922,-0.3511455922,0.9864156602,9.864156602e-006,9.730158547e-006,25,25,23.51145592,23.51145592,0,1,1
0.38,9.48675705,296.8514534,296.8514534,9.48675705,10.14515503,9.999990143,0.9856912102,-9.856902386,9.856902386,3.701453366,0.3701453366,-0.3701453366,0.9856912102,9.856912102e-006,9.715871619e-006,25,25,23.70145337,23.70145337,0,1,1
0.4,9.460595796,297.0409268,297.0409268,9.460595796,10.15258536,9.99999015,0.9849698173,-9.849688472,9.849688472,3.890926756,0.3890926756,-0.3890926756,0.9849698173,9.849698173e-006,9.70165541e-006,25,25,23.89092676,23.89092676,0,1,1
0.42,9.434522531,297.229839,297.229839,9.434522531,10.15999369,9.999990157,0.9842516115,-9.842506428,9.842506428,4.079838969,0.4079838969,-0.4079838969,0.9842516115,9.842516115e-006,9.687512348e-006,25,25,24.07983897,24.07983897,0,1,1
0.44,9.408527195,297.4182621,297.4182621,9.408527195,10.16738283,9.999990165,0.9835363077,-9.835353404,9.835353404,4.268262085,0.4268262085,-0.4268262085,0.9835363077,9.835363077e-006,9.673436686e-006,25,25,24.26826209,24.26826209,0,1,1
0.46,9.382613208,297.6061706,297.6061706,9.382613208,10.17475179,9.999990172,0.9828239923,-9.828230264,9.828230264,4.456170555,0.4456170555,-0.4456170555,0.9828239923,9.828239923e-006,9.659429999e-006,25,25,24.45617055,24.45617055,0,1,1
0.48,9.356780545,297.7935638,297.7935638,9.356780545,10.18210054,9.999990179,0.9821146569,-9.821136923,9.821136923,4.643563785,0.4643563785,-0.4643563785,0.9821146569,9.821146569e-006,9.645491993e-006,25,25,24.64356379,24.64356379,0,1,1
0.5,9.331029079,297.9804419,297.9804419,9.331029079,10.18942909,9.999990186,0.9814082902,-9.81407327,9.81407327,4.830441916,0.4830441916,-0.4830441916,0.9814082902,9.814082902e-006,9.631622321e-006,25,25,24.83044192,24.83044192,0,1,1
0.52,9.305358549,298.1668061,298.1668061,9.305358549,10.19673749,9.999990193,0.9807048774,-9.807039156,9.807039156,5.016806074,0.5016806074,-0.5016806074,0.9807048774,9.807048774e-006,9.617820565e-006,25,25,25.01680607,25.01680607,0,1,1
0.54,9.27976865,298.3526577,298.3526577,9.27976865,10.20402579,9.9999902,0.9800044025,-9.800034421,9.800034421,5.202657709,0.5202657709,-0.5202657709,0.9800044025,9.800044025e-006,9.604086289e-006,25,25,25.20265771,25.20265771,0,1,1
0.56,9.254259065,298.5379984,298.5379984,9.254259065,10.21129405,9.999990207,0.9793068493,-9.793058902,9.793058902,5.387998374,0.5387998374,-0.5387998374,0.9793068493,9.793068493e-006,9.59041905e-006,25,25,25.38799837,25.38799837,0,1,1
0.58,9.228829493,298.7228295,298.7228295,9.228829493,10.21854233,9.999990214,0.978612202,-9.786112443,9.786112443,5.572829497,0.5572829497,-0.5572829497,0.978612202,9.78612202e-006,9.576818419e-006,25,25,25.5728295,25.5728295,0,1,1
0.6,9.203479623,298.9071526,298.9071526,9.203479623,10.22577069,9.999990221,0.9779204447,-9.779194884,9.779194884,5.757152605,0.5757152605,-0.5757152605,0.9779204447,9.779204447e-006,9.563283961e-006,25,25,25.75715261,25.75715261,0,1,1
0.62,9.178209118,299.0909694,299.0909694,9.178209118,10.23297919,9.999990228,0.9772315608,-9.772306058,9.772306058,5.940969403,0.5940969403,-0.5940969403,0.9772315608,9.772315608e-006,9.549815234e-006,25,25,25.9409694,25.9409694,0,1,1
0.64,-0.5991869641,299.1418707,299.1418707,-0.5991869641,10.23497532,0.001023392788,9.998976607e-005,-1.023288055e-007,1.023288055e-007,5.991870664,0.5991870664,-0.5991870664,9.998976607,9.998976607,0.0009997953319,25,25,25.99187066,25.99187066,1,0,0
0.66,-0.5979898535,299.1298996,299.1298996,-0.5979898535,10.23450587,0.001023345852,9.998976654e-005,-1.023241128e-007,1.023241128e-007,5.979899559,0.5979899559,-0.5979899559,9.998976654,9.998976654,0.0009997953413,25,25,25.97989956,25.97989956,1,0,0
0.68,-0.5967950827,299.1179519,299.1179519,-0.5967950827,10.23403733,0.001023299008,9.998976701e-005,-1.023194294e-007,1.023194294e-007,5.96795185,0.596795185,-0.596795185,9.998976701,9.998976701,0.0009997953507,25,25,25.96795185,25.96795185,1,0,0
0.7,-0.5956026889,299.1060279,299.1060279,-0.5956026889,10.23356972,0.001023252257,9.998976748e-005,-1.023147552e-007,1.023147552e-007,5.956027912,0.5956027912,-0.5956027912,9.998976748,9.998976748,0.00099979536,25,25,25.95602791,25.95602791,1,0,0
0.72,-0.594412674,299.0941278,299.0941278,-0.594412674,10.23310305,0.001023205599,9.998976794e-005,-1.023100904e-007,1.023100904e-007,5.944127763,0.5944127763,-0.5944127763,9.998976794,9.998976794,0.0009997953694,25,25,25.94412776,25.94412776,1,0,0
0.74,-0.5932250357,299.0822514,299.0822514,-0.5932250357,10.23263731,0.001023159035,9.998976841e-005,-1.023054349e-007,1.023054349e-007,5.93225138,0.593225138,-0.593225138,9.998976841,9.998976841,0.0009997953787,25,25,25.93225138,25.93225138,1,0,0
0.76,-0.5920397699,299.0703987,299.0703987,-0.5920397699,10.2321725,0.001023112563,9.998976887e-005,-1.023007887e-007,1.023007887e-007,5.920398722,0.5920398722,-0.5920398722,9.998976887,9.998976887,0.000999795388,25,25,25.92039872,25.92039872,1,0,0
0.78,-0.5908568721,299.0585697,299.0585697,-0.5908568721,10.23170862,0.001023066185,9.998976934e-005,-1.022961518e-007,1.022961518e-007,5.908569744,0.5908569744,-0.5908569744,9.998976934,9.998976934,0.0009997953972,25,25,25.90856974,25.90856974,1,0,0
0.8,-0.5896763378,299.0467644,299.0467644,-0.5896763378,10.23124566,0.001023019899,9.99897698e-005,-1.022915242e-007,1.022915242e-007,5.896764401,0.5896764401,-0.5896764401,9.99897698,9.99897698,0.0009997954065,25,25,25.8967644,25.8967644,1,0,0
0.82,-0.5884981621,299.0349826,299.0349826,-0.5884981621,10.23078363,0.001022973705,9.998977026e-005,-1.022869058e-007,1.022869058e-007,5.884982644,0.5884982644,-0.5884982644,9.998977026,9.998977026,0.0009997954157,25,25,25.88498264,25.88498264,1,0,0
0.84,-0.5873223409,299.0232244,299.0232244,-0.5873223409,10.23032253,0.001022927604,9.998977072e-005,-1.022822966e-007,1.022822966e-007,5.873224432,0.5873224432,-0.5873224432,9.998977072,9.998977072,0.0009997954249,25,25,25.87322443,25.87322443,1,0,0
0.86,-0.5861488696,299.0114897,299.0114897,-0.5861488696,10.22986234,0.001022881595,9.998977118e-005,-1.022776966e-007,1.022776966e-007,5.861489719,0.5861489719,-0.5861489719,9.998977118,9.998977118,0.0009997954341,25,25,25.86148972,25.86148972,1,0,0
0.88,-0.5849777433,298.9997785,298.9997785,-0.5849777433,10.22940308,0.001022835678,9.998977164e-005,-1.022731058e-007,1.022731058e-007,5.849778456,0.5849778456,-0.5849778456,9.998977164,9.998977164,0.0009997954433,25,25,25.84977846,25.84977846,1,0,0
0.9,-0.583808957,298.9880906,298.9880906,-0.583808957,10.22894473,0.001022789852,9.99897721e-005,-1.022685242e-007,1.022685242e-007,5.838090593,0.5838090593,-0.5838090593,9.99897721,9.99897721,0.0009997954525,25,25,25.83809059,25.83809059,1,0,0
0.92,-0.582642506,298.9764261,298.9764261,-0.582642506,10.2284873,0.001022744118,9.998977256e-005,-1.022639518e-007,1.022639518e-007,5.826426082,0.5826426082,-0.5826426082,9.998977256,9.998977256,0.0009997954616,25,25,25.82642608,25.82642608,1,0,0
0.94,-0.5814783855,298.9647849,298.9647849,-0.5814783855,10.22803078,0.001022698476,9.998977302e-005,-1.022593885e-007,1.022593885e-007,5.814784878,0.5814784878,-0.5814784878,9.998977302,9.998977302,0.0009997954708,25,25,25.81478488,25.81478488,1,0,0
0.96,-0.580316591,298.9531669,298.9531669,-0.580316591,10.22757517,0.001022652925,9.998977347e-005,-1.022548343e-007,1.022548343e-007,5.803166932,0.5803166932,-0.5803166932,9.998977347,9.998977347,0.0009997954799,25,25,25.80316693,25.80316693,1,0,0
0.98,-0.5791571176,298.9415722,298.9415722,-0.5791571176,10.22712048,0.001022607465,9.998977393e-005,-1.022502892e-007,1.022502892e-007,5.791572199,0.5791572199,-0.5791572199,9.998977393,9.998977393,0.000999795489,25,25,25.7915722,25.7915722,1,0,0
1,-0.577999961,298.9300006,298.9300006,-0.577999961,10.22666669,0.001022562095,9.998977438e-005,-1.022457532e-007,1.022457532e-007,5.780000632,0.5780000632,-0.5780000632,9.998977438,9.998977438,0.000999795498,25,25,25.78000063,25.78000063,1,0,0
1.02,-0.5768451163,298.9184522,298.9184522,-0.5768451163,10.22621381,0.001022516816,9.998977483e-005,-1.022412262e-007,1.022412262e-007,5.768452185,0.5768452185,-0.5768452185,9.998977483,9.998977483,0.0009997955071,25,25,25.76845219,25.76845219,1,0,0
1.04,-0.575692579,298.9069268,298.9069268,-0.575692579,10.22576184,0.001022471628,9.998977528e-005,-1.022367083e-007,1.022367083e-007,5.756926812,0.5756926812,-0.5756926812,9.998977528,9.998977528,0.0009997955161,25,25,25.75692681,25.75692681,1,0,0
1.06,-0.5745423444,298.8954245,298.8954245,-0.5745423444,10.22531076,0.00102242653,9.998977573e-005,-1.022321994e-007,1.022321994e-007,5.745424467,0.5745424467,-0.5745424467,9.998977573,9.998977573,0.0009997955251,25,25,25.74542447,25.74542447,1,0,0
1.08,-0.5733944081,298.8839451,298.8839451,-0.5733944081,10.22486059,0.001022381522,9.998977618e-005,-1.022276996e-007,1.022276996e-007,5.733945103,0.5733945103,-0.5733945103,9.998977618,9.998977618,0.0009997955341,25,25,25.7339451,25.7339451,1,0,0
1.1,-0.5722487653,298.8724887,298.8724887,-0.5722487653,10.22441132,0.001022336604,9.998977663e-005,-1.022232087e-007,1.022232087e-007,5.722488675,0.5722488675,-0.5722488675,9.998977663,9.998977663,0.0009997955431,25,25,25.72248868,25.72248868,1,0,0
1.12,-0.5711054115,298.8610551,298.8610551,-0.5711054115,10.22396295,0.001022291776,9.998977708e-005,-1.022187268e-007,1.022187268e-007,5.711055137,0.5711055137,-0.5711055137,9.998977708,9.998977708,0.0009997955521,25,25,25.71105514,25.71105514,1,0,0
1.14,-0.5699643421,298.8496444,298.8496444,-0.5699643421,10.22351547,0.001022247037,9.998977753e-005,-1.022142538e-007,1.022142538e-007,5.699644444,0.5699644444,-0.5699644444,9.998977753,9.998977753,0.000999795561,25,25,25.69964444,25.69964444,1,0,0
1.16,-0.5688255526,298.8382565,298.8382565,-0.5688255526,10.22306888,0.001022202388,9.998977798e-005,-1.022097898e-007,1.022097898e-007,5.688256548,0.5688256548,-0.5688256548,9.998977798,9.998977798,0.00099979557,25,25,25.68825655,25.68825655,1,0,0
1.18,-0.5676890384,298.8268914,298.8268914,-0.5676890384,10.22262319,0.001022157828,9.998977842e-005,-1.022053347e-007,1.022053347e-007,5.676891406,0.5676891406,-0.5676891406,9.998977842,9.998977842,0.0009997955789,25,25,25.67689141,25.67689141,1,0,0
1.2,-0.566554795,298.815549,298.815549,-0.566554795,10.22217839,0.001022113357,9.998977887e-005,-1.022008885e-007,1.022008885e-007,5.665548972,0.5665548972,-0.5665548972,9.998977887,9.998977887,0.0009997955878,25,25,25.66554897,25.66554897,1,0,0
1.22,-0.5654228177,298.8042292,298.8042292,-0.5654228177,10.22173448,0.001022068975,9.998977931e-005,-1.021964512e-007,1.021964512e-007,5.654229199,0.5654229199,-0.5654229199,9.998977931,9.998977931,0.0009997955967,25,25,25.6542292,25.6542292,1,0,0
1.24,-0.5642931022,298.792932,298.792932,-0.5642931022,10.22129145,0.001022024681,9.998977975e-005,-1.021920228e-007,1.021920228e-007,5.642932044,0.5642932044,-0.5642932044,9.998977975,9.998977975,0.0009997956055,25,25,25.64293204,25.64293204,1,0,0
1.26,-0.5631656438,298.7816575,298.7816575,-0.5631656438,10.22084931,0.001021980476,9.99897802e-005,-1.021876032e-007,1.021876032e-007,5.63165746,0.563165746,-0.563165746,9.99897802,9.99897802,0.0009997956144,25,25,25.63165746,25.63165746,1,0,0
1.28,-0.5620404381,298.7704054,298.7704054,-0.5620404381,10.22040806,0.001021936359,9.998978064e-005,-1.021831924e-007,1.021831924e-007,5.620405403,0.5620405403,-0.5620405403,9.998978064,9.998978064,0.0009997956232,25,25,25.6204054,25.6204054,1,0,0
1.3,-0.5609174806,298.7591758,298.7591758,-0.5609174806,10.21996768,0.001021892331,9.998978108e-005,-1.021787904e-007,1.021787904e-007,5.609175828,0.5609175828,-0.5609175828,9.998978108,9.998978108,0.000999795632,25,25,25.60917583,25.60917583,1,0,0
1.32,-0.5597967667,298.7479687,298.7479687,-0.5597967667,10.21952818,0.00102184839,9.998978152e-005,-1.021743973e-007,1.021743973e-007,5.597968689,0.5597968689,-0.5597968689,9.998978152,9.998978152,0.0009997956408,25,25,25.59796869,25.59796869,1,0,0
1.34,-0.5586782921,298.7367839,298.7367839,-0.5586782921,10.21908957,0.001021804538,9.998978195e-005,-1.021700129e-007,1.021700129e-007,5.586783942,0.5586783942,-0.5586783942,9.998978195,9.998978195,0.0009997956495,25,25,25.58678394,25.58678394,1,0,0
1.36,-0.5575620521,298.7256215,298.7256215,-0.5575620521,10.21865183,0.001021760772,9.998978239e-005,-1.021656373e-007,1.021656373e-007,5.575621543,0.5575621543,-0.5575621543,9.998978239,9.998978239,0.0009997956583,25,25,25.57562154,25.57562154,1,0,0
1.38,-0.5564480424,298.7144814,298.7144814,-0.5564480424,10.21821496,0.001021717095,9.998978283e-005,-1.021612704e-007,1.021612704e-007,5.564481445,0.5564481445,-0.5564481445,9.998978283,9.998978283,0.000999795667,25,25,25.56448145,25.56448145,1,0,0
1.4,-0.5553362585,298.7033636,298.7033636,-0.5553362585,10.21777896,0.001021673504,9.998978326e-005,-1.021569122e-007,1.021569122e-007,5.553363606,0.5553363606,-0.5553363606,9.998978326,9.998978326,0.0009997956757,25,25,25.55336361,25.55336361,1,0,0
1.42,-0.5542266959,298.692268,298.692268,-0.5542266959,10.21734384,0.001021630001,9.99897837e-005,-1.021525628e-007,1.021525628e-007,5.54226798,0.554226798,-0.554226798,9.99897837,9.99897837,0.0009997956844,25,25,25.54226798,25.54226798,1,0,0
1.44,-0.5531193502,298.6811945,298.6811945,-0.5531193502,10.21690959,0.001021586584,9.998978413e-005,-1.02148222e-007,1.02148222e-007,5.531194524,0.5531194524,-0.5531194524,9.998978413,9.998978413,0.0009997956931,25,25,25.53119452,25.53119452,1,0,0
1.46,-0.552014217,298.6701432,298.6701432,-0.552014217,10.2164762,0.001021543255,9.998978457e-005,-1.0214389e-007,1.0214389e-007,5.520143192,0.5520143192,-0.5520143192,9.998978457,9.998978457,0.0009997957018,25,25,25.52014319,25.52014319,1,0,0
1.48,-0.5509112919,298.6591139,298.6591139,-0.5509112919,10.21604368,0.001021500012,9.9989785e-005,-1.021395665e-007,1.021395665e-007,5.50911394,0.550911394,-0.550911394,9.9989785,9.9989785,0.0009997957104,25,25,25.50911394,25.50911394,1,0,0
1.5,-0.5498105704,298.6481067,298.6481067,-0.5498105704,10.21561203,0.001021456855,9.998978543e-005,-1.021352517e-007,1.021352517e-007,5.498106725,0.5498106725,-0.5498106725,9.998978543,9.998978543,0.0009997957191,25,25,25.49810673,25.49810673,1,0,0
1.52,-0.5487120481,298.6371215,298.6371215,-0.5487120481,10.21518124,0.001021413784,9.998978586e-005,-1.021309456e-007,1.021309456e-007,5.487121503,0.5487121503,-0.5487121503,9.998978586,9.998978586,0.0009997957277,25,25,25.4871215,25.4871215,1,0,0
1.54,-0.5476157207,298.6261582,298.6261582,-0.5476157207,10.2147513,0.0010213708,9.998978629e-005,-1.02126648e-007,1.02126648e-007,5.476158229,0.5476158229,-0.5476158229,9.998978629,9.998978629,0.0009997957363,25,25,25.47615823,25.47615823,1,0,0
1.56,-0.5465215838,298.6152169,298.6152169,-0.5465215838,10.21432223,0.001021327901,9.998978672e-005,-1.02122359e-007,1.02122359e-007,5.465216859,0.5465216859,-0.5465216859,9.998978672,9.998978672,0.0009997957449,25,25,25.46521686,25.46521686,1,0,0
1.58,-0.5454296329,298.6042974,298.6042974,-0.5454296329,10.21389401,0.001021285088,9.998978715e-005,-1.021180786e-007,1.021180786e-007,5.454297351,0.5454297351,-0.5454297351,9.998978715,9.998978715,0.0009997957534,25,25,25.45429735,25.45429735,1,0,0
1.6,-0.5443398638,298.5933997,298.5933997,-0.5443398638,10.21346665,0.001021242361,9.998978758e-005,-1.021138067e-007,1.021138067e-007,5.443399659,0.5443399659,-0.5443399659,9.998978758,9.998978758,0.000999795762,25,25,25.44339966,25.44339966,1,0,0
1.62,-0.5432522721,298.5825237,298.5825237,-0.5432522721,10.21304015,0.001021199719,9.9989788e-005,-1.021095434e-007,1.021095434e-007,5.432523742,0.5432523742,-0.5432523742,9.9989788,9.9989788,0.0009997957705,25,25,25.43252374,25.43252374,1,0,0
1.64,-0.5421668533,298.5716696,298.5716696,-0.5421668533,10.21261449,0.001021157162,9.998978843e-005,-1.021052886e-007,1.021052886e-007,5.421669554,0.5421669554,-0.5421669554,9.998978843,9.998978843,0.000999795779,25,25,25.42166955,25.42166955,1,0,0
1.66,-0.5410836032,298.5608371,298.5608371,-0.5410836032,10.21218969,0.001021114691,9.998978885e-005,-1.021010423e-007,1.021010423e-007,5.410837053,0.5410837053,-0.5410837053,9.998978885,9.998978885,0.0009997957875,25,25,25.41083705,25.41083705,1,0,0
1.68,-0.5400025174,298.5500262,298.5500262,-0.5400025174,10.21176573,0.001021072304,9.998978928e-005,-1.020968045e-007,1.020968045e-007,5.400026195,0.5400026195,-0.5400026195,9.998978928,9.998978928,0.000999795796,25,25,25.4000262,25.4000262,1,0,0
1.7,-0.5389235917,298.5392369,298.5392369,-0.5389235917,10.21134263,0.001021030002,9.99897897e-005,-1.020925751e-007,1.020925751e-007,5.389236938,0.5389236938,-0.5389236938,9.99897897,9.99897897,0.0009997958044,25,25,25.38923694,25.38923694,1,0,0
1.72,-0.5378468216,298.5284692,298.5284692,-0.5378468216,10.21092036,0.001020987784,9.998979012e-005,-1.020883542e-007,1.020883542e-007,5.378469237,0.5378469237,-0.5378469237,9.998979012,9.998979012,0.0009997958129,25,25,25.37846924,25.37846924,1,0,0
1.74,-0.536772203,298.5177231,298.5177231,-0.536772203,10.21049894,0.001020945651,9.998979054e-005,-1.020841418e-007,1.020841418e-007,5.367723051,0.5367723051,-0.5367723051,9.998979054,9.998979054,0.0009997958213,25,25,25.36772305,25.36772305,1,0,0
1.76,-0.5356997314,298.5069983,298.5069983,-0.5356997314,10.21007837,0.001020903602,9.998979096e-005,-1.020799377e-007,1.020799377e-007,5.356998335,0.5356998335,-0.5356998335,9.998979096,9.998979096,0.0009997958297,25,25,25.35699833,25.35699833,1,0,0
1.78,-0.5346294026,298.496295,298.496295,-0.5346294026,10.20965863,0.001020861636,9.998979138e-005,-1.020757421e-007,1.020757421e-007,5.346295047,0.5346295047,-0.5346295047,9.998979138,9.998979138,0.0009997958381,25,25,25.34629505,25.34629505,1,0,0
1.8,-0.5335612124,298.4856131,298.4856131,-0.5335612124,10.20923973,0.001020819755,9.99897918e-005,-1.020715548e-007,1.020715548e-007,5.335613145,0.5335613145,-0.5335613145,9.99897918,9.99897918,0.0009997958465,25,25,25.33561314,25.33561314,1,0,0
1.82,-0.5324951564,298.4749526,298.4749526,-0.5324951564,10.20882167,0.001020777958,9.998979222e-005,-1.020673759e-007,1.020673759e-007,5.324952584,0.5324952584,-0.5324952584,9.998979222,9.998979222,0.0009997958548,25,25,25.32495258,25.32495258,1,0,0
1.84,-0.5314312303,298.4643133,298.4643133,-0.5314312303,10.20840444,0.001020736244,9.998979264e-005,-1.020632053e-007,1.020632053e-007,5.314313324,0.5314313324,-0.5314313324,9.998979264,9.998979264,0.0009997958632,25,25,25.31431332,25.31431332,1,0,0
1.86,-0.53036943,298.4536953,298.4536953,-0.53036943,10.20798805,0.001020694613,9.998979305e-005,-1.020590431e-007,1.020590431e-007,5.303695321,0.5303695321,-0.5303695321,9.998979305,9.998979305,0.0009997958715,25,25,25.30369532,25.30369532,1,0,0
1.88,-0.5293097512,298.4430985,298.4430985,-0.5293097512,10.20757249,0.001020653065,9.998979347e-005,-1.020548892e-007,1.020548892e-007,5.293098533,0.5293098533,-0.5293098533,9.998979347,9.998979347,0.0009997958798,25,25,25.29309853,25.29309853,1,0,0
1.9,-0.5282521896,298.4325229,298.4325229,-0.5282521896,10.20715776,0.001020611601,9.998979388e-005,-1.020507436e-007,1.020507436e-007,5.282522917,0.5282522917,-0.5282522917,9.998979388,9.998979388,0.0009997958881,25,25,25.28252292,25.28252292,1,0,0
1.92,-0.5271967411,298.4219684,298.4219684,-0.5271967411,10.20674386,0.001020570219,9.99897943e-005,-1.020466063e-007,1.020466063e-007,5.271968431,0.5271968431,-0.5271968431,9.99897943,9.99897943,0.0009997958964,25,25,25.27196843,25.27196843,1,0,0
1.94,-0.5261434013,298.411435,298.411435,-0.5261434013,10.20633079,0.00102052892,9.998979471e-005,-1.020424772e-007,1.020424772e-007,5.261435033,0.5261435033,-0.5261435033,9.998979471,9.998979471,0.0009997959046,25,25,25.26143503,25.26143503,1,0,0
1.96,-0.5250921661,298.4009227,298.4009227,-0.5250921661,10.20591854,0.001020487704,9.998979512e-005,-1.020383564e-007,1.020383564e-007,5.250922681,0.5250922681,-0.5250922681,9.998979512,9.998979512,0.0009997959129,25,25,25.25092268,25.25092268,1,0,0
1.98,-0.5240430312,298.3904313,298.3904313,-0.5240430312,10.20550711,0.001020446569,9.998979553e-005,-1.020342438e-007,1.020342438e-007,5.240431333,0.5240431333,-0.5240431333,9.998979553,9.998979553,0.0009997959211,25,25,25.24043133,25.24043133,1,0,0
2,-0.5229959925,298.3799609,298.3799609,-0.5229959925,10.20509651,0.001020405517,9.998979594e-005,-1.020301395e-007,1.020301395e-007,5.229960946,0.5229960946,-0.5229960946,9.998979594,9.998979594,0.0009997959293,25,25,25.22996095,25.22996095,1,0,0
2.02,-0.5219510459,298.3695115,298.3695115,-0.5219510459,10.20468672,0.001020364547,9.998979635e-005,-1.020260433e-007,1.020260433e-007,5.219511479,0.5219511479,-0.5219511479,9.998979635,9.998979635,0.0009997959375,25.08333333,25.08333333,25.21951148,25.21951148,1,0,0
