time,egsCarSpeed,egsGear,egsTargetGear,tShiftStart,valves_eds,valves_eds1,valves_eds2,valves_eds3,valves_eds4,valves_eds5,valves_mv1,valves_mv2,valves_mv3
16.88,142.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16.89,142.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16.9,142.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16.91,142.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16.92,142.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16.93,143.309,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16.94,143.309,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16.95,143.309,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16.96,143.309,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16.97,143.309,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16.98,143.309,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16.99,143.309,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17,143.309,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.01,143.309,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.02,143.309,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.03,143.77,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.04,143.77,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.05,143.77,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.06,143.77,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.07,143.77,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.08,143.77,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.09,143.77,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.1,143.77,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.11,143.77,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.12,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.13,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.14,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.15,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.16,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.17,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.18,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.19,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.2,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.21,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.22,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.23,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.24,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.25,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.26,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.27,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.28,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.29,144.182,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.3,144.998,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.31,144.998,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.32,144.998,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.33,144.998,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.34,144.998,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.35,144.998,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.36,144.998,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.37,144.998,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.38,144.998,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.39,144.998,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.4,145.447,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.41,145.447,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.42,145.447,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.43,145.447,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.44,145.447,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.45,145.447,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.46,145.447,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.47,145.447,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.48,145.447,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.49,145.447,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.5,145.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.51,145.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.52,145.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.53,145.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.54,145.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.55,145.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.56,145.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.57,145.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.58,145.892,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.59,146.29,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.6,146.29,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.61,146.29,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.62,146.29,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.63,146.29,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.64,146.29,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.65,146.29,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.66,146.29,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.67,146.29,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.68,146.29,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.69,146.729,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.7,146.729,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.71,146.729,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.72,146.729,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.73,146.729,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.74,146.729,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.75,146.729,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.76,146.729,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.77,146.729,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.78,146.729,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.79,147.165,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.8,147.165,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.81,147.165,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.82,147.165,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.83,147.165,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.84,147.165,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.85,147.165,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.86,147.165,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.87,147.165,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.88,147.554,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.89,147.554,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.9,147.554,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.91,147.554,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.92,147.554,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.93,147.554,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.94,147.554,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.95,147.554,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.96,147.554,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.97,147.554,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.98,147.984,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17.99,147.984,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18,147.984,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.01,147.984,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.02,147.984,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.03,147.984,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.04,147.984,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.05,147.984,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.06,147.984,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.07,147.984,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.08,148.411,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.09,148.411,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.1,148.411,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.11,148.411,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.12,148.411,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.13,148.411,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.14,148.411,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.15,148.411,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.16,148.411,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.17,148.411,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.18,148.834,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.19,148.834,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.2,148.834,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.21,148.834,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.22,148.834,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.23,148.834,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.24,148.834,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.25,148.834,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.26,148.834,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.27,148.834,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.28,149.254,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.29,149.254,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.3,149.254,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.31,149.254,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.32,149.254,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.33,149.254,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.34,149.254,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.35,149.254,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.36,149.254,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.37,149.254,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.38,149.671,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.39,149.671,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.4,149.671,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.41,149.671,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.42,149.671,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.43,149.671,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.44,149.671,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.45,149.671,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.46,149.671,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.47,149.671,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.48,150.085,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.49,150.085,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.5,150.085,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.51,150.085,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.52,150.085,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.53,150.085,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.54,150.085,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.55,150.085,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.56,150.085,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.57,150.085,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.58,150.496,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.59,150.496,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.6,150.496,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.61,150.496,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.62,150.496,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.63,150.496,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.64,150.496,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.65,150.496,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.66,150.496,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.67,150.496,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.68,150.904,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.69,150.904,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.7,150.904,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.71,150.904,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.72,150.904,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.73,150.904,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.74,150.904,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.75,150.904,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.76,150.904,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.77,151.268,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.78,151.268,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.79,151.268,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.8,151.268,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.81,151.268,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.82,151.268,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.83,151.268,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.84,151.268,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.85,151.268,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.86,151.268,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.87,151.67,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.88,151.67,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.89,151.67,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.9,151.67,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.91,151.67,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.92,151.67,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.93,151.67,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.94,151.67,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.95,151.67,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.96,151.67,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.97,152.069,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.98,152.069,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.99,152.069,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19,152.069,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.01,152.069,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.02,152.069,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.03,152.069,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.04,152.069,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.05,152.069,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.06,152.069,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.07,152.465,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.08,152.465,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.09,152.465,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.1,152.465,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.11,152.465,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.12,152.465,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.13,152.465,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.14,152.465,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.15,152.465,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.16,152.465,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.17,152.858,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.18,152.858,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.19,152.858,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.2,152.858,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.21,152.858,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.22,152.858,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.23,152.858,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.24,152.858,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.25,152.858,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.26,152.858,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.27,153.248,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.28,153.248,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.29,153.248,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.3,153.248,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.31,153.248,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.32,153.248,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.33,153.248,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.34,153.248,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.35,153.248,4.0,4.0,12.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
