time,egsCarSpeed,egsGear,egsTargetGear,tShiftStart,valves_eds,valves_eds1,valves_eds2,valves_eds3,valves_eds4,valves_eds5,valves_mv1,valves_mv2,valves_mv3
0.28,0.0,-2.0,0.0,0.26,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
0.29,0.0,-2.0,0.0,0.26,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0
0.3,0.0,-2.0,0.0,0.26,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0
0.31,0.0,-2.0,0.0,0.26,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0
0.32,0.0,-2.0,0.0,0.26,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
0.33,0.0,-2.0,0.0,0.26,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0
0.34,0.0,-2.0,0.0,0.26,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0
0.35,0.0,-2.0,0.0,0.26,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0
0.36,0.0,-2.0,0.0,0.26,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0
0.37,0.011,-2.0,0.0,0.26,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0
0.38,0.011,-2.0,0.0,0.26,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0
0.39,0.011,-2.0,0.0,0.26,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0
0.4,0.011,-2.0,0.0,0.26,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0
0.41,0.011,-2.0,0.0,0.26,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0
0.42,0.011,-2.0,0.0,0.26,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0
0.43,0.011,-2.0,0.0,0.26,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0
0.44,0.011,-2.0,0.0,0.26,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0
0.45,0.011,-2.0,0.0,0.26,0.0,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0
0.46,0.011,-2.0,0.0,0.26,0.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0
0.47,0.191,-2.0,0.0,0.26,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0
0.48,0.191,-2.0,0.0,0.26,0.0,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.0
0.49,0.191,-2.0,0.0,0.26,0.0,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0
0.5,0.191,-2.0,0.0,0.26,0.0,0.0,0.46,0.46,0.0,0.0,0.0,0.0,0.0
0.51,0.191,-2.0,0.0,0.26,0.0,0.0,0.48,0.48,0.0,0.0,0.0,0.0,0.0
0.52,0.191,-2.0,0.0,0.26,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
0.53,0.191,-2.0,0.0,0.26,0.0,0.0,0.52,0.52,0.0,0.0,0.0,0.0,0.0
0.54,0.191,-2.0,0.0,0.26,0.0,0.0,0.54,0.54,0.0,0.0,0.0,0.0,0.0
0.55,0.191,-2.0,0.0,0.26,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.0
0.56,0.191,-2.0,0.0,0.26,0.0,0.0,0.58,0.58,0.0,0.0,0.0,0.0,0.0
0.57,0.234,-2.0,0.0,0.26,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0
0.58,0.234,-2.0,0.0,0.26,0.0,0.0,0.62,0.62,0.0,0.0,0.0,0.0,0.0
0.59,0.234,-2.0,0.0,0.26,0.0,0.0,0.64,0.64,0.0,0.0,0.0,0.0,0.0
0.6,0.234,-2.0,0.0,0.26,0.0,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0
0.61,0.234,-2.0,0.0,0.26,0.0,0.0,0.68,0.68,0.0,0.0,0.0,0.0,0.0
0.62,0.234,-2.0,0.0,0.26,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0
0.63,0.234,-2.0,0.0,0.26,0.0,0.0,0.72,0.72,0.0,0.0,0.0,0.0,0.0
0.64,0.234,-2.0,0.0,0.26,0.0,0.0,0.74,0.74,0.0,0.0,0.0,0.0,0.0
0.65,0.234,-2.0,0.0,0.26,0.0,0.0,0.76,0.76,0.0,0.0,0.0,0.0,0.0
0.66,0.234,-2.0,0.0,0.26,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,0.0
0.67,0.236,-2.0,0.0,0.26,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0
0.68,0.236,-2.0,0.0,0.26,0.0,0.0,0.82,0.82,0.0,0.0,0.0,0.0,0.0
0.69,0.236,-2.0,0.0,0.26,0.0,0.0,0.84,0.84,0.0,0.0,0.0,0.0,0.0
0.7,0.236,-2.0,0.0,0.26,0.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,0.0
0.71,0.236,-2.0,0.0,0.26,0.0,0.0,0.88,0.88,0.0,0.0,0.0,0.0,0.0
0.72,0.236,-2.0,0.0,0.26,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0
0.73,0.236,-2.0,0.0,0.26,0.0,0.0,0.92,0.92,0.0,0.0,0.0,0.0,0.0
0.74,0.236,-2.0,0.0,0.26,0.0,0.0,0.94,0.94,0.0,0.0,0.0,0.0,0.0
0.75,0.236,-2.0,0.0,0.26,0.0,0.0,0.96,0.96,0.0,0.0,0.0,0.0,0.0
0.76,0.236,-2.0,0.0,0.26,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0
0.77,0.233,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.78,0.233,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.79,0.233,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8,0.233,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.81,0.233,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.82,0.233,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.83,0.233,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.84,0.233,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.85,0.233,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.86,0.233,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.87,0.23,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.88,0.23,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.89,0.23,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.9,0.23,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.91,0.23,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.92,0.23,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.93,0.23,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.94,0.23,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.95,0.23,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.96,0.23,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.97,0.227,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.98,0.227,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.99,0.227,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.227,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.01,0.227,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.02,0.227,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.03,0.227,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.04,0.227,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.05,0.227,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.06,0.227,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.07,0.661,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.08,0.661,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.09,0.661,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.1,0.661,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.11,0.661,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.12,0.661,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.13,0.661,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.14,0.661,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.15,0.661,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.16,0.661,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.17,2.158,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.18,2.158,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.19,2.158,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.2,2.158,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.21,2.158,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.22,2.158,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.23,2.158,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.24,2.158,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.25,2.158,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.26,2.158,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.27,5.593,-2.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.28,5.593,0.0,0.0,0.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.29,5.593,0.0,1.0,1.28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.3,5.593,0.0,1.0,1.28,0.0,0.0,0.98,1.0,0.0,0.02,0.0,0.0,0.0
1.31,5.593,0.0,1.0,1.28,0.0,0.0,0.96,1.0,0.0,0.04,0.0,0.0,0.0
1.32,5.593,0.0,1.0,1.28,0.0,0.0,0.94,1.0,0.0,0.06,0.0,0.0,0.0
1.33,5.593,0.0,1.0,1.28,0.0,0.0,0.92,1.0,0.0,0.08,0.0,0.0,0.0
1.34,5.593,0.0,1.0,1.28,0.0,0.0,0.9,1.0,0.0,0.1,0.0,0.0,0.0
1.35,5.593,0.0,1.0,1.28,0.0,0.0,0.88,1.0,0.0,0.12,0.0,0.0,0.0
1.36,9.328,0.0,1.0,1.28,0.0,0.0,0.86,1.0,0.0,0.14,0.0,0.0,0.0
1.37,9.328,0.0,1.0,1.28,0.0,0.0,0.84,1.0,0.0,0.16,0.0,0.0,0.0
1.38,9.328,0.0,1.0,1.28,0.0,0.0,0.82,1.0,0.0,0.18,0.0,0.0,0.0
1.39,9.328,0.0,1.0,1.28,0.0,0.0,0.8,1.0,0.0,0.2,0.0,0.0,0.0
1.4,9.328,0.0,1.0,1.28,0.0,0.0,0.78,1.0,0.0,0.22,0.0,0.0,0.0
1.41,9.328,0.0,1.0,1.28,0.0,0.0,0.76,1.0,0.0,0.24,0.0,0.0,0.0
1.42,9.328,0.0,1.0,1.28,0.0,0.0,0.74,1.0,0.0,0.26,0.0,0.0,0.0
1.43,9.328,0.0,1.0,1.28,0.0,0.0,0.72,1.0,0.0,0.28,0.0,0.0,0.0
1.44,9.328,0.0,1.0,1.28,0.0,0.0,0.7,1.0,0.0,0.3,0.0,0.0,0.0
1.45,9.328,0.0,1.0,1.28,0.0,0.0,0.68,1.0,0.0,0.32,0.0,0.0,0.0
1.46,13.346,0.0,1.0,1.28,0.0,0.0,0.66,1.0,0.0,0.34,0.0,0.0,0.0
1.47,13.346,0.0,1.0,1.28,0.0,0.0,0.64,1.0,0.0,0.36,0.0,0.0,0.0
1.48,13.346,0.0,1.0,1.28,0.0,0.0,0.62,1.0,0.0,0.38,0.0,0.0,0.0
1.49,13.346,0.0,1.0,1.28,0.0,0.0,0.6,1.0,0.0,0.4,0.0,0.0,0.0
1.5,13.346,0.0,1.0,1.28,0.0,0.0,0.58,1.0,0.0,0.42,0.0,0.0,0.0
1.51,13.346,0.0,1.0,1.28,0.0,0.0,0.56,1.0,0.0,0.44,0.0,0.0,0.0
1.52,13.346,0.0,1.0,1.28,0.0,0.0,0.54,1.0,0.0,0.46,0.0,0.0,0.0
1.53,13.346,0.0,1.0,1.28,0.0,0.0,0.52,1.0,0.0,0.48,0.0,0.0,0.0
1.54,13.346,0.0,1.0,1.28,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0
1.55,13.346,0.0,1.0,1.28,0.0,0.0,0.48,1.0,0.0,0.52,0.0,0.0,0.0
1.56,16.701,0.0,1.0,1.28,0.0,0.0,0.46,1.0,0.0,0.54,0.0,0.0,0.0
1.57,16.701,0.0,1.0,1.28,0.0,0.0,0.44,1.0,0.0,0.56,0.0,0.0,0.0
1.58,16.701,0.0,1.0,1.28,0.0,0.0,0.42,1.0,0.0,0.58,0.0,0.0,0.0
1.59,16.701,0.0,1.0,1.28,0.0,0.0,0.4,1.0,0.0,0.6,0.0,0.0,0.0
1.6,16.701,0.0,1.0,1.28,0.0,0.0,0.38,1.0,0.0,0.62,0.0,0.0,0.0
1.61,16.701,0.0,1.0,1.28,0.0,0.0,0.36,1.0,0.0,0.64,0.0,0.0,0.0
1.62,16.701,0.0,1.0,1.28,0.0,0.0,0.34,1.0,0.0,0.66,0.0,0.0,0.0
1.63,16.701,0.0,1.0,1.28,0.0,0.0,0.32,1.0,0.0,0.68,0.0,0.0,0.0
1.64,16.701,0.0,1.0,1.28,0.0,0.0,0.3,1.0,0.0,0.7,0.0,0.0,0.0
1.65,16.701,0.0,1.0,1.28,0.0,0.0,0.28,1.0,0.0,0.72,0.0,0.0,0.0
1.66,19.702,0.0,1.0,1.28,0.0,0.0,0.26,1.0,0.0,0.74,0.0,0.0,0.0
1.67,19.702,0.0,1.0,1.28,0.0,0.0,0.24,1.0,0.0,0.76,0.0,0.0,0.0
1.68,19.702,0.0,1.0,1.28,0.0,0.0,0.22,1.0,0.0,0.78,0.0,0.0,0.0
1.69,19.702,0.0,1.0,1.28,0.0,0.0,0.2,1.0,0.0,0.8,0.0,0.0,0.0
1.7,19.702,0.0,1.0,1.28,0.0,0.0,0.18,1.0,0.0,0.82,0.0,0.0,0.0
1.71,19.702,0.0,1.0,1.28,0.0,0.0,0.16,1.0,0.0,0.84,0.0,0.0,0.0
1.72,19.702,0.0,1.0,1.28,0.0,0.0,0.14,1.0,0.0,0.86,0.0,0.0,0.0
1.73,19.702,0.0,1.0,1.28,0.0,0.0,0.12,1.0,0.0,0.88,0.0,0.0,0.0
1.74,19.702,0.0,1.0,1.28,0.0,0.0,0.1,1.0,0.0,0.9,0.0,0.0,0.0
1.75,19.702,0.0,1.0,1.28,0.0,0.0,0.08,1.0,0.0,0.92,0.0,0.0,0.0
1.76,22.486,0.0,1.0,1.28,0.0,0.0,0.06,1.0,0.0,0.94,0.0,0.0,0.0
1.77,22.486,0.0,1.0,1.28,0.0,0.0,0.04,1.0,0.0,0.96,0.0,0.0,0.0
1.78,22.486,0.0,1.0,1.28,0.0,0.0,0.02,1.0,0.0,0.98,0.0,0.0,0.0
1.79,22.486,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.8,22.486,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.81,22.486,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.82,22.486,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.83,22.486,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.84,22.486,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.85,22.486,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.86,25.079,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.87,25.079,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.88,25.079,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.89,25.079,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.9,25.079,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.91,25.079,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.92,25.079,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.93,25.079,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.94,25.079,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.95,25.079,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.96,27.568,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.97,27.568,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.98,27.568,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.99,27.568,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,27.568,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.01,27.568,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.02,27.568,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.03,27.568,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.04,27.568,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.05,27.568,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.06,29.929,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.07,29.929,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.08,29.929,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.09,29.929,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.1,29.929,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.11,29.929,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.12,29.929,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.13,29.929,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.14,29.929,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.15,29.929,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.16,32.206,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.17,32.206,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.18,32.206,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.19,32.206,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.2,32.206,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.21,32.206,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.22,32.206,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.23,32.206,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.24,32.206,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.25,32.206,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.26,34.398,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.27,34.398,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.28,34.398,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.29,34.398,0.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.3,34.398,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.31,34.398,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.32,34.398,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.33,34.398,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.34,36.09,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.35,36.09,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.36,36.09,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.37,36.09,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.38,36.09,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.39,36.09,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.4,36.09,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.41,36.09,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.42,36.09,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2.43,36.09,1.0,1.0,1.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
