"time","Cntrl_PI_1.s_set.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_set.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_set.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_set.signal[1]","Cntrl_PI_4.s_var.signal[1]","Flash_1.Q","Flash_1.fl_in.W"
111,9.4999999999999996E-001,9.5000000194643053E-001,5.0000000000000000E-001,5.0718943594347143E-001,3.0000000000000000E+001,3.0000000005248502E+001,3.0000000000000000E+000,3.0000001714400941E+000,1.0000000000000000E+003,4.0000000000000000E+001
112,9.4999999999999996E-001,9.4999999959570491E-001,5.0000000000000000E-001,5.0587470111385391E-001,3.0000000000000000E+001,2.9999999998932843E+001,3.0000000000000000E+000,3.0000000685900354E+000,1.0000000000000000E+003,4.0000000000000000E+001
113,9.4999999999999996E-001,9.4999999884870145E-001,5.0000000000000000E-001,5.0461037879371540E-001,3.0000000000000000E+001,2.9999999996926821E+001,3.0000000000000000E+000,3.0000000010059256E+000,1.0000000000000000E+003,4.0000000000000000E+001
114,9.4999999999999996E-001,9.4999999912165567E-001,5.0000000000000000E-001,5.0346494319647550E-001,3.0000000000000000E+001,2.9999999997652097E+001,3.0000000000000000E+000,2.9999999738533085E+000,1.0000000000000000E+003,4.0000000000000000E+001
115,9.4999999999999996E-001,9.4999999974744653E-001,5.0000000000000000E-001,5.0247538478614429E-001,3.0000000000000000E+001,2.9999999999315335E+001,3.0000000000000000E+000,2.9999999755627700E+000,1.0000000000000000E+003,4.0000000000000000E+001
116,9.4999999999999996E-001,9.5000000025228337E-001,5.0000000000000000E-001,5.0165578309783321E-001,3.0000000000000000E+001,3.0000000000653788E+001,3.0000000000000000E+000,2.9999999895367457E+000,1.0000000000000000E+003,4.0000000000000000E+001
117,9.4999999999999996E-001,9.5000000045261923E-001,5.0000000000000000E-001,5.0100375025722887E-001,3.0000000000000000E+001,3.0000000001179764E+001,3.0000000000000000E+000,3.0000000030414271E+000,1.0000000000000000E+003,4.0000000000000000E+001
118,9.4999999999999996E-001,9.5000000038058385E-001,5.0000000000000000E-001,5.0050621949409357E-001,3.0000000000000000E+001,3.0000000000982798E+001,3.0000000000000000E+000,3.0000000098388546E+000,1.0000000000000000E+003,4.0000000000000000E+001
119,9.4999999999999996E-001,9.5000000016857122E-001,5.0000000000000000E-001,5.0014423715250156E-001,3.0000000000000000E+001,3.0000000000417835E+001,3.0000000000000000E+000,3.0000000096178856E+000,1.0000000000000000E+003,4.0000000000000000E+001
120,9.4999999999999996E-001,9.4999999994921180E-001,5.0000000000000000E-001,4.9989609067310198E-001,3.0000000000000000E+001,2.9999999999837918E+001,3.0000000000000000E+000,3.0000000051551527E+000,1.0000000000000000E+003,4.0000000000000000E+001
121,9.4999999999999996E-001,9.4999999980283134E-001,5.0000000000000000E-001,4.9973975249456054E-001,3.0000000000000000E+001,2.9999999999455540E+001,3.0000000000000000E+000,2.9999999997778661E+000,1.0000000000000000E+003,4.0000000000000000E+001
122,9.4999999999999996E-001,9.4999999974957638E-001,5.0000000000000000E-001,4.9965448354884456E-001,3.0000000000000000E+001,2.9999999999322235E+001,3.0000000000000000E+000,2.9999999957847883E+000,1.0000000000000000E+003,4.0000000000000000E+001
123,9.4999999999999996E-001,9.4999999976843796E-001,5.0000000000000000E-001,4.9962180159834657E-001,3.0000000000000000E+001,2.9999999999380346E+001,3.0000000000000000E+000,2.9999999940069411E+000,1.0000000000000000E+003,4.0000000000000000E+001
124,9.4999999999999996E-001,9.4999999982323491E-001,5.0000000000000000E-001,4.9962596558502265E-001,3.0000000000000000E+001,2.9999999999532484E+001,3.0000000000000000E+000,2.9999999941397406E+000,1.0000000000000000E+003,4.0000000000000000E+001
125,9.4999999999999996E-001,9.4999999988219341E-001,5.0000000000000000E-001,4.9965395404679558E-001,3.0000000000000000E+001,2.9999999999693816E+001,3.0000000000000000E+000,2.9999999953449379E+000,1.0000000000000000E+003,4.0000000000000000E+001
126,9.4999999999999996E-001,9.4999999992792750E-001,5.0000000000000000E-001,4.9969590253492574E-001,3.0000000000000000E+001,2.9999999999818247E+001,3.0000000000000000E+000,2.9999999968303386E+000,1.0000000000000000E+003,4.0000000000000000E+001
127,9.4999999999999996E-001,9.4999999995556228E-001,5.0000000000000000E-001,4.9974419857899499E-001,3.0000000000000000E+001,2.9999999999893234E+001,3.0000000000000000E+000,2.9999999980698475E+000,1.0000000000000000E+003,4.0000000000000000E+001
128,9.4999999999999996E-001,9.4999999996875639E-001,5.0000000000000000E-001,4.9979339560199509E-001,3.0000000000000000E+001,2.9999999999928928E+001,3.0000000000000000E+000,2.9999999988695718E+000,1.0000000000000000E+003,4.0000000000000000E+001
129,9.4999999999999996E-001,9.4999999997415141E-001,5.0000000000000000E-001,4.9983984400579212E-001,3.0000000000000000E+001,2.9999999999943313E+001,3.0000000000000000E+000,2.9999999992770281E+000,1.0000000000000000E+003,4.0000000000000000E+001
130,9.4999999999999996E-001,9.4999999997742635E-001,5.0000000000000000E-001,4.9988132603942570E-001,3.0000000000000000E+001,2.9999999999951719E+001,3.0000000000000000E+000,2.9999999994460764E+000,1.0000000000000000E+003,4.0000000000000000E+001
131,9.4999999999999996E-001,9.4999999998160767E-001,5.0000000000000000E-001,4.9991671796503201E-001,3.0000000000000000E+001,2.9999999999962291E+001,3.0000000000000000E+000,2.9999999995276303E+000,1.0000000000000000E+003,4.0000000000000000E+001
132,9.4999999999999996E-001,9.4999999998723272E-001,5.0000000000000000E-001,4.9994569315921511E-001,3.0000000000000000E+001,2.9999999999976520E+001,3.0000000000000000E+000,2.9999999996145315E+000,1.0000000000000000E+003,4.0000000000000000E+001
133,9.4999999999999996E-001,9.4999999999338680E-001,5.0000000000000000E-001,4.9996847235396097E-001,3.0000000000000000E+001,2.9999999999992013E+001,3.0000000000000000E+000,2.9999999997351789E+000,1.0000000000000000E+003,4.0000000000000000E+001
134,9.4999999999999996E-001,9.4999999999882534E-001,5.0000000000000000E-001,4.9998562190211343E-001,3.0000000000000000E+001,3.0000000000005514E+001,3.0000000000000000E+000,2.9999999998750959E+000,1.0000000000000000E+003,4.0000000000000000E+001
135,9.4999999999999996E-001,9.5000000000269957E-001,5.0000000000000000E-001,4.9999789738794842E-001,3.0000000000000000E+001,3.0000000000014818E+001,3.0000000000000000E+000,3.0000000000049898E+000,1.0000000000000000E+003,4.0000000000000000E+001
136,9.4999999999999996E-001,9.5000000000478635E-001,5.0000000000000000E-001,5.0000612773699482E-001,3.0000000000000000E+001,3.0000000000019387E+001,3.0000000000000000E+000,3.0000000001013283E+000,1.0000000000000000E+003,4.0000000000000000E+001
137,9.4999999999999996E-001,9.5000000000537477E-001,5.0000000000000000E-001,5.0001113388118013E-001,3.0000000000000000E+001,3.0000000000020048E+001,3.0000000000000000E+000,3.0000000001550622E+000,1.0000000000000000E+003,4.0000000000000000E+001
138,9.4999999999999996E-001,9.5000000000499318E-001,5.0000000000000000E-001,5.0001367571570510E-001,3.0000000000000000E+001,3.0000000000018208E+001,3.0000000000000000E+000,3.0000000001706097E+000,1.0000000000000000E+003,4.0000000000000000E+001
139,9.4999999999999996E-001,9.5000000000416274E-001,5.0000000000000000E-001,5.0001442129897966E-001,3.0000000000000000E+001,3.0000000000015259E+001,3.0000000000000000E+000,3.0000000001599125E+000,1.0000000000000000E+003,4.0000000000000000E+001
140,9.4999999999999996E-001,9.5000000000325224E-001,5.0000000000000000E-001,5.0001393279945860E-001,3.0000000000000000E+001,3.0000000000012211E+001,3.0000000000000000E+000,3.0000000001360769E+000,1.0000000000000000E+003,4.0000000000000000E+001
141,9.4999999999999996E-001,9.5000000000245488E-001,5.0000000000000000E-001,5.0001266443060943E-001,3.0000000000000000E+001,3.0000000000009564E+001,3.0000000000000000E+000,3.0000000001092095E+000,1.0000000000000000E+003,4.0000000000000000E+001
142,9.4999999999999996E-001,9.5000000000181839E-001,5.0000000000000000E-001,5.0001096842435599E-001,3.0000000000000000E+001,3.0000000000007422E+001,3.0000000000000000E+000,3.0000000000849787E+000,1.0000000000000000E+003,4.0000000000000000E+001
143,9.4999999999999996E-001,9.5000000000131746E-001,5.0000000000000000E-001,5.0000910589473424E-001,3.0000000000000000E+001,3.0000000000005720E+001,3.0000000000000000E+000,3.0000000000652589E+000,1.0000000000000000E+003,4.0000000000000000E+001
144,9.4999999999999996E-001,9.5000000000090368E-001,5.0000000000000000E-001,5.0000726018535935E-001,3.0000000000000000E+001,3.0000000000004398E+001,3.0000000000000000E+000,3.0000000000496430E+000,1.0000000000000000E+003,4.0000000000000000E+001
145,9.4999999999999996E-001,9.5000000000054829E-001,5.0000000000000000E-001,5.0000555094654819E-001,3.0000000000000000E+001,3.0000000000003123E+001,3.0000000000000000E+000,3.0000000000369784E+000,1.0000000000000000E+003,4.0000000000000000E+001
146,9.4999999999999996E-001,9.5000000000023832E-001,5.0000000000000000E-001,5.0000404773682694E-001,3.0000000000000000E+001,3.0000000000002050E+001,3.0000000000000000E+000,3.0000000000262830E+000,1.0000000000000000E+003,4.0000000000000000E+001
147,9.4999999999999996E-001,9.4999999999997886E-001,5.0000000000000000E-001,5.0000278238706852E-001,3.0000000000000000E+001,3.0000000000001208E+001,3.0000000000000000E+000,3.0000000000170748E+000,1.0000000000000000E+003,4.0000000000000000E+001
148,9.4999999999999996E-001,9.4999999999977691E-001,5.0000000000000000E-001,5.0000175970944583E-001,3.0000000000000000E+001,3.0000000000000533E+001,3.0000000000000000E+000,3.0000000000092961E+000,1.0000000000000000E+003,4.0000000000000000E+001
149,9.4999999999999996E-001,9.4999999999963791E-001,5.0000000000000000E-001,5.0000096638837710E-001,3.0000000000000000E+001,3.0000000000000039E+001,3.0000000000000000E+000,3.0000000000030878E+000,1.0000000000000000E+003,4.0000000000000000E+001
150,9.4999999999999996E-001,9.4999999999955809E-001,5.0000000000000000E-001,5.0000037806969799E-001,3.0000000000000000E+001,2.9999999999999712E+001,3.0000000000000000E+000,2.9999999999985358E+000,1.0000000000000000E+003,4.0000000000000000E+001
151,9.4999999999999996E-001,9.4999999999952389E-001,5.0000000000000000E-001,4.9999996478115871E-001,3.0000000000000000E+001,2.9999999999999542E+001,3.0000000000000000E+000,2.9999999999955427E+000,1.0000000000000000E+003,4.0000000000000000E+001
152,9.4999999999999996E-001,9.4999999999952955E-001,5.0000000000000000E-001,4.9999969580472281E-001,3.5000000000000000E+001,3.4961295278697428E+001,3.0000000000000000E+000,3.0107852572719920E+000,1.0000000000000000E+003,4.0000000000000000E+001
153,9.4999999999999996E-001,9.4999999999955431E-001,5.0000000000000000E-001,4.9999953942725289E-001,3.5000000000000000E+001,3.4985507630452098E+001,3.0000000000000000E+000,3.0069477584138853E+000,1.0000000000000000E+003,4.0000000000000000E+001
154,9.4999999999999996E-001,9.4999999999959917E-001,5.0000000000000000E-001,4.9999946777014309E-001,3.5000000000000000E+001,3.4994574659639738E+001,3.0000000000000000E+000,3.0022162212902903E+000,1.0000000000000000E+003,4.0000000000000000E+001
155,9.4999999999999996E-001,9.4999999999964424E-001,5.0000000000000000E-001,4.9999945674110924E-001,3.5000000000000000E+001,3.4997969389878662E+001,3.0000000000000000E+000,2.9996381469145983E+000,1.0000000000000000E+003,4.0000000000000000E+001
156,9.4999999999999996E-001,9.4999999999968920E-001,5.0000000000000000E-001,4.9999948634211533E-001,3.5000000000000000E+001,3.4999240905897771E+001,3.0000000000000000E+000,2.9988280423528506E+000,1.0000000000000000E+003,4.0000000000000000E+001
157,9.4999999999999996E-001,9.4999999999973495E-001,5.0000000000000000E-001,4.9999954070631147E-001,3.5000000000000000E+001,3.4999716079630240E+001,3.0000000000000000E+000,2.9988904747550711E+000,1.0000000000000000E+003,4.0000000000000000E+001
158,9.4999999999999996E-001,9.4999999999977380E-001,5.0000000000000000E-001,4.9999960762481321E-001,3.5000000000000000E+001,3.4999894548002665E+001,3.0000000000000000E+000,2.9992141311801683E+000,1.0000000000000000E+003,4.0000000000000000E+001
159,9.4999999999999996E-001,9.4999999999981211E-001,5.0000000000000000E-001,4.9999967834686021E-001,3.5000000000000000E+001,3.4999960622007073E+001,3.0000000000000000E+000,2.9995243620839123E+000,1.0000000000000000E+003,4.0000000000000000E+001
160,9.4999999999999996E-001,9.4999999999984508E-001,5.0000000000000000E-001,4.9999974670548902E-001,3.5000000000000000E+001,3.4999985469627468E+001,3.0000000000000000E+000,2.9997403941772607E+000,1.0000000000000000E+003,4.0000000000000000E+001
161,9.4999999999999996E-001,9.4999999999987250E-001,5.0000000000000000E-001,4.9999980891843854E-001,3.5000000000000000E+001,3.4999994637942635E+001,3.0000000000000000E+000,2.9998684007829040E+000,1.0000000000000000E+003,4.0000000000000000E+001
162,9.4999999999999996E-001,9.4999999999989770E-001,5.0000000000000000E-001,4.9999986285976256E-001,3.5000000000000000E+001,3.4999998021557495E+001,3.0000000000000000E+000,2.9999362778219871E+000,1.0000000000000000E+003,4.0000000000000000E+001
163,9.4999999999999996E-001,9.4999999999991769E-001,5.0000000000000000E-001,4.9999990769134189E-001,3.5000000000000000E+001,3.4999999269923066E+001,3.0000000000000000E+000,2.9999695570936344E+000,1.0000000000000000E+003,4.0000000000000000E+001
164,9.4999999999999996E-001,9.4999999999993201E-001,5.0000000000000000E-001,4.9999994349496174E-001,3.5000000000000000E+001,3.4999999735806561E+001,3.0000000000000000E+000,2.9999852182624291E+000,1.0000000000000000E+003,4.0000000000000000E+001
165,9.4999999999999996E-001,9.4999999999994456E-001,5.0000000000000000E-001,4.9999997092230503E-001,3.5000000000000000E+001,3.4999999904344385E+001,3.0000000000000000E+000,2.9999923954428493E+000,1.0000000000000000E+003,4.0000000000000000E+001
166,9.4999999999999996E-001,9.4999999999995455E-001,5.0000000000000000E-001,4.9999999096778602E-001,3.5000000000000000E+001,3.4999999965369192E+001,3.0000000000000000E+000,2.9999958018514468E+000,1.0000000000000000E+003,4.0000000000000000E+001
167,9.4999999999999996E-001,9.4999999999996143E-001,5.0000000000000000E-001,5.0000000478804818E-001,3.5000000000000000E+001,3.4999999987460768E+001,3.0000000000000000E+000,2.9999975543258315E+000,1.0000000000000000E+003,4.0000000000000000E+001
168,9.4999999999999996E-001,9.4999999999996632E-001,5.0000000000000000E-001,5.0000001356803958E-001,3.5000000000000000E+001,3.4999999995459902E+001,3.0000000000000000E+000,2.9999985418367556E+000,1.0000000000000000E+003,4.0000000000000000E+001
169,9.4999999999999996E-001,9.4999999999997176E-001,5.0000000000000000E-001,5.0000001843085662E-001,3.5000000000000000E+001,3.4999999998355861E+001,3.0000000000000000E+000,2.9999991331213209E+000,1.0000000000000000E+003,4.0000000000000000E+001
170,9.4999999999999996E-001,9.4999999999997409E-001,5.0000000000000000E-001,5.0000002038254854E-001,3.5000000000000000E+001,3.4999999999404601E+001,3.0000000000000000E+000,2.9999994937187995E+000,1.0000000000000000E+003,4.0000000000000000E+001
171,9.4999999999999996E-001,9.4999999999997786E-001,5.0000000000000000E-001,5.0000002028370227E-001,3.5000000000000000E+001,3.4999999999784393E+001,3.0000000000000000E+000,2.9999997110335026E+000,1.0000000000000000E+003,4.0000000000000000E+001
172,9.4999999999999996E-001,9.4999999999998019E-001,5.0000000000000000E-001,5.0000001884060630E-001,3.5000000000000000E+001,3.4999999999922188E+001,3.0000000000000000E+000,2.9999998386197997E+000,1.0000000000000000E+003,4.0000000000000000E+001
173,9.4999999999999996E-001,9.4999999999998086E-001,5.0000000000000000E-001,5.0000001660990923E-001,3.5000000000000000E+001,3.4999999999971699E+001,3.0000000000000000E+000,2.9999999113707099E+000,1.0000000000000000E+003,4.0000000000000000E+001
174,9.4999999999999996E-001,9.4999999999998208E-001,5.0000000000000000E-001,5.0000001401185656E-001,3.5000000000000000E+001,3.4999999999989498E+001,3.0000000000000000E+000,2.9999999518003504E+000,1.0000000000000000E+003,4.0000000000000000E+001
175,9.4999999999999996E-001,9.4999999999998286E-001,5.0000000000000000E-001,5.0000001134827599E-001,3.5000000000000000E+001,3.4999999999996362E+001,3.0000000000000000E+000,2.9999999738531993E+000,1.0000000000000000E+003,4.0000000000000000E+001
176,9.4999999999999996E-001,9.4999999999998619E-001,5.0000000000000000E-001,5.0000000882247464E-001,3.5000000000000000E+001,3.4999999999998707E+001,3.0000000000000000E+000,2.9999999857642585E+000,1.0000000000000000E+003,4.0000000000000000E+001
177,9.4999999999999996E-001,9.4999999999998730E-001,5.0000000000000000E-001,5.0000000661267807E-001,3.5000000000000000E+001,3.4999999999999439E+001,3.0000000000000000E+000,2.9999999917319489E+000,1.0000000000000000E+003,4.0000000000000000E+001
178,9.4999999999999996E-001,9.4999999999998685E-001,5.0000000000000000E-001,5.0000000473442718E-001,3.5000000000000000E+001,3.4999999999999766E+001,3.0000000000000000E+000,2.9999999951714145E+000,1.0000000000000000E+003,4.0000000000000000E+001
179,9.4999999999999996E-001,9.4999999999998896E-001,5.0000000000000000E-001,5.0000000319428872E-001,3.5000000000000000E+001,3.4999999999999901E+001,3.0000000000000000E+000,2.9999999971670959E+000,1.0000000000000000E+003,4.0000000000000000E+001
180,9.4999999999999996E-001,9.4999999999998941E-001,5.0000000000000000E-001,5.0000000197510941E-001,3.5000000000000000E+001,3.4999999999999964E+001,3.0000000000000000E+000,2.9999999983326160E+000,1.0000000000000000E+003,4.0000000000000000E+001
181,9.4999999999999996E-001,9.4999999999998863E-001,5.0000000000000000E-001,5.0000000104517583E-001,3.5000000000000000E+001,3.4999999999999979E+001,3.0000000000000000E+000,2.9999999990169259E+000,1.0000000000000000E+003,4.0000000000000000E+001
182,9.4999999999999996E-001,9.4999999999999063E-001,5.0000000000000000E-001,5.0000000036518299E-001,3.5000000000000000E+001,3.4999999999999993E+001,3.0000000000000000E+000,2.9999999994201829E+000,1.0000000000000000E+003,4.0000000000000000E+001
183,9.4999999999999996E-001,9.4999999999999296E-001,5.0000000000000000E-001,4.9999999989331378E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999996582534E+000,1.0000000000000000E+003,4.0000000000000000E+001
184,9.4999999999999996E-001,9.4999999999999285E-001,5.0000000000000000E-001,4.9999999958875152E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999997988160E+000,1.0000000000000000E+003,4.0000000000000000E+001
185,9.4999999999999996E-001,9.4999999999999329E-001,5.0000000000000000E-001,4.9999999941393353E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999998817408E+000,1.0000000000000000E+003,4.0000000000000000E+001
186,9.4999999999999996E-001,9.4999999999999551E-001,5.0000000000000000E-001,4.9999999933583100E-001,3.5000000000000000E+001,3.5000000000000007E+001,3.0000000000000000E+000,2.9999999999305906E+000,1.0000000000000000E+003,4.0000000000000000E+001
187,9.4999999999999996E-001,9.4999999999999518E-001,5.0000000000000000E-001,4.9999999932650496E-001,3.5000000000000000E+001,3.5000000000000007E+001,3.0000000000000000E+000,2.9999999999593001E+000,1.0000000000000000E+003,4.0000000000000000E+001
188,9.4999999999999996E-001,9.4999999999999596E-001,5.0000000000000000E-001,4.9999999936315059E-001,3.5000000000000000E+001,3.5000000000000007E+001,3.0000000000000000E+000,2.9999999999761520E+000,1.0000000000000000E+003,4.0000000000000000E+001
189,9.4999999999999996E-001,9.4999999999999418E-001,5.0000000000000000E-001,4.9999999942780032E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999860125E+000,1.0000000000000000E+003,4.0000000000000000E+001
190,9.4999999999999996E-001,9.4999999999999662E-001,5.0000000000000000E-001,4.9999999950681878E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999918070E+000,1.0000000000000000E+003,4.0000000000000000E+001
191,9.4999999999999996E-001,9.4999999999999662E-001,5.0000000000000000E-001,4.9999999959029651E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999951967E+000,1.0000000000000000E+003,4.0000000000000000E+001
192,9.4999999999999996E-001,9.4999999999999718E-001,5.0000000000000000E-001,4.9999999967141162E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999971827E+000,1.0000000000000000E+003,4.0000000000000000E+001
193,9.4999999999999996E-001,9.4999999999999696E-001,5.0000000000000000E-001,4.9999999974581327E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999983413E+000,1.0000000000000000E+003,4.0000000000000000E+001
194,9.4999999999999996E-001,9.4999999999999840E-001,5.0000000000000000E-001,4.9999999981105708E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999990337E+000,1.0000000000000000E+003,4.0000000000000000E+001
195,9.4999999999999996E-001,9.4999999999999829E-001,5.0000000000000000E-001,4.9999999986611277E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999994382E+000,1.0000000000000000E+003,4.0000000000000000E+001
196,9.4999999999999996E-001,9.4999999999999674E-001,5.0000000000000000E-001,4.9999999991094746E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999996572E+000,1.0000000000000000E+003,4.0000000000000000E+001
197,9.4999999999999996E-001,9.4999999999999762E-001,5.0000000000000000E-001,4.9999999994618910E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999997837E+000,1.0000000000000000E+003,4.0000000000000000E+001
198,9.4999999999999996E-001,9.4999999999999873E-001,5.0000000000000000E-001,4.9999999997286182E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999998725E+000,1.0000000000000000E+003,4.0000000000000000E+001
199,9.4999999999999996E-001,9.4999999999999818E-001,5.0000000000000000E-001,4.9999999999218525E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999999187E+000,1.0000000000000000E+003,4.0000000000000000E+001
200,9.4999999999999996E-001,9.4999999999999918E-001,5.0000000000000000E-001,5.0000000000543221E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999999516E+000,1.0000000000000000E+003,4.0000000000000000E+001
201,9.4999999999999996E-001,9.4999999999999951E-001,5.0000000000000000E-001,5.0000000001382738E-001,3.5000000000000000E+001,3.5000000000000000E+001,3.0000000000000000E+000,2.9999999999999778E+000,1.0000000000000000E+003,4.0000000000000000E+001
202,9.4999999999999996E-001,9.5000000000000184E-001,5.0000000000000000E-001,5.0000000001894174E-001,2.8000000000000000E+001,2.8058948525159874E+001,3.0000000000000000E+000,2.9849738174481191E+000,1.0000000000000000E+003,4.0000000000000000E+001
203,9.4999999999999996E-001,9.4999999999999918E-001,5.0000000000000000E-001,5.0000000002102174E-001,2.8000000000000000E+001,2.8022334660112186E+001,3.0000000000000000E+000,2.9901482288591312E+000,1.0000000000000000E+003,4.0000000000000000E+001
204,9.4999999999999996E-001,9.4999999999999907E-001,5.0000000000000000E-001,5.0000000002096412E-001,2.8000000000000000E+001,2.8008463763201302E+001,3.0000000000000000E+000,2.9967416955855826E+000,1.0000000000000000E+003,4.0000000000000000E+001
205,9.4999999999999996E-001,9.4999999999999862E-001,5.0000000000000000E-001,5.0000000001950307E-001,2.8000000000000000E+001,2.8003205954794463E+001,3.0000000000000000E+000,3.0004381668583462E+000,1.0000000000000000E+003,4.0000000000000000E+001
206,9.4999999999999996E-001,9.4999999999999873E-001,5.0000000000000000E-001,5.0000000001721734E-001,2.8000000000000000E+001,2.8001214904370801E+001,3.0000000000000000E+000,3.0016492907928480E+000,1.0000000000000000E+003,4.0000000000000000E+001
207,9.4999999999999996E-001,9.4999999999999585E-001,5.0000000000000000E-001,5.0000000001454492E-001,2.8000000000000000E+001,2.8000459127819187E+001,3.0000000000000000E+000,3.0015975748226644E+000,1.0000000000000000E+003,4.0000000000000000E+001
208,9.4999999999999996E-001,9.4999999999999829E-001,5.0000000000000000E-001,5.0000000001179867E-001,2.8000000000000000E+001,2.8000173687348177E+001,3.0000000000000000E+000,3.0011432698501026E+000,1.0000000000000000E+003,4.0000000000000000E+001
209,9.4999999999999996E-001,9.4999999999999962E-001,5.0000000000000000E-001,5.0000000000919043E-001,2.8000000000000000E+001,2.8000065296458185E+001,3.0000000000000000E+000,3.0006975846221633E+000,1.0000000000000000E+003,4.0000000000000000E+001
210,9.4999999999999996E-001,9.5000000000000040E-001,5.0000000000000000E-001,5.0000000000684919E-001,2.8000000000000000E+001,2.8000024483268426E+001,3.0000000000000000E+000,3.0003821469464613E+000,1.0000000000000000E+003,4.0000000000000000E+001
211,9.4999999999999996E-001,9.4999999999999996E-001,5.0000000000000000E-001,5.0000000000484313E-001,2.8000000000000000E+001,2.8000009146804985E+001,3.0000000000000000E+000,3.0001938545129962E+000,1.0000000000000000E+003,4.0000000000000000E+001
212,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,5.0000000000319322E-001,2.8000000000000000E+001,2.8000003417409332E+001,3.0000000000000000E+000,3.0000937410317556E+000,1.0000000000000000E+003,4.0000000000000000E+001
213,9.4999999999999996E-001,9.4999999999999918E-001,5.0000000000000000E-001,5.0000000000189015E-001,2.8000000000000000E+001,2.8000001276662378E+001,3.0000000000000000E+000,3.0000447658983993E+000,1.0000000000000000E+003,4.0000000000000000E+001
214,9.4999999999999996E-001,9.4999999999999951E-001,5.0000000000000000E-001,5.0000000000090383E-001,2.8000000000000000E+001,2.8000000476992334E+001,3.0000000000000000E+000,3.0000220287769546E+000,1.0000000000000000E+003,4.0000000000000000E+001
215,9.4999999999999996E-001,9.4999999999999929E-001,5.0000000000000000E-001,5.0000000000019229E-001,2.8000000000000000E+001,2.8000000174887528E+001,3.0000000000000000E+000,3.0000115061398507E+000,1.0000000000000000E+003,4.0000000000000000E+001
216,9.4999999999999996E-001,9.5000000000000007E-001,5.0000000000000000E-001,4.9999999999971034E-001,2.8000000000000000E+001,2.8000000064156509E+001,3.0000000000000000E+000,3.0000065048672662E+000,1.0000000000000000E+003,4.0000000000000000E+001
217,9.4999999999999996E-001,9.4999999999999962E-001,5.0000000000000000E-001,4.9999999999941264E-001,2.8000000000000000E+001,2.8000000023534707E+001,3.0000000000000000E+000,3.0000038921786976E+000,1.0000000000000000E+003,4.0000000000000000E+001
218,9.4999999999999996E-001,9.5000000000000029E-001,5.0000000000000000E-001,4.9999999999925637E-001,2.8000000000000000E+001,2.8000000008633695E+001,3.0000000000000000E+000,3.0000023778034066E+000,1.0000000000000000E+003,4.0000000000000000E+001
219,9.4999999999999996E-001,9.5000000000000184E-001,5.0000000000000000E-001,4.9999999999920414E-001,2.8000000000000000E+001,2.8000000003171628E+001,3.0000000000000000E+000,3.0000014418303915E+000,1.0000000000000000E+003,4.0000000000000000E+001
220,9.4999999999999996E-001,9.5000000000000051E-001,5.0000000000000000E-001,4.9999999999922368E-001,2.8000000000000000E+001,2.8000000001161837E+001,3.0000000000000000E+000,3.0000008550433863E+000,1.0000000000000000E+003,4.0000000000000000E+001
221,9.4999999999999996E-001,9.4999999999999929E-001,5.0000000000000000E-001,4.9999999999928935E-001,2.8000000000000000E+001,2.8000000000426223E+001,3.0000000000000000E+000,3.0000004938228879E+000,1.0000000000000000E+003,4.0000000000000000E+001
222,9.4999999999999996E-001,9.5000000000000107E-001,5.0000000000000000E-001,4.9999999999938100E-001,2.8000000000000000E+001,2.8000000000156376E+001,3.0000000000000000E+000,3.0000002784323758E+000,1.0000000000000000E+003,4.0000000000000000E+001
223,9.4999999999999996E-001,9.4999999999999918E-001,5.0000000000000000E-001,4.9999999999948341E-001,2.8000000000000000E+001,2.8000000000057224E+001,3.0000000000000000E+000,3.0000001542277026E+000,1.0000000000000000E+003,4.0000000000000000E+001
