Time,Out1,Out4,Out5,Out2_1,Out2_2,Out3,
7.64,0.787648,0.382661,-0.022326,6.66281,0.787648,1040.25,
7.65,0.79743,0.388587,-0.0202562,6.67073,0.79743,1050.71,
7.66,0.807233,0.394474,-0.0182842,6.67876,0.807233,1061.27,
7.67,0.817055,0.400322,-0.0164103,6.68688,0.817055,1071.94,
7.68,0.826895,0.40613,-0.0146347,6.6951,0.826895,1082.72,
7.69,0.836752,0.411897,-0.0129575,6.70341,0.836752,1093.6,
7.7,0.846626,0.417624,-0.0113789,6.71183,0.846626,1104.59,
7.71,0.856515,0.423308,-0.00989915,6.72035,0.856515,1115.69,
7.72,0.866419,0.42895,-0.00851827,6.72896,0.866419,1126.91,
7.73,0.876336,0.43455,-0.00723644,6.73768,0.876336,1138.24,
7.74,0.886265,0.440106,-0.00605381,6.74649,0.886265,1149.68,
7.75,0.896206,0.445618,-0.00497048,6.7554,0.896206,1161.23,
7.76,0.906157,0.451085,-0.00398657,6.76441,0.906157,1172.9,
7.77,0.916117,0.456507,-0.00310218,6.77352,0.916117,1184.69,
7.78,0.926086,0.461884,-0.00231738,6.78274,0.926086,1196.6,
7.79,0.936062,0.467215,-0.00163228,6.79205,0.936062,1208.63,
7.8,0.946045,0.472499,-0.00104692,6.80146,0.946045,1220.77,
7.81,0.956033,0.477736,-0.00056138,6.81097,0.956033,1233.04,
7.82,0.966025,0.482925,-0.0001757,6.82058,0.966025,1245.43,
7.83,0.976021,0.488065,0.000110079,6.83029,0.976021,1257.95,
7.84,0.986019,0.493157,0.000295927,6.8401,0.986019,1270.59,
7.85,0.996018,0.4982,0.000381825,6.85001,0.996018,1283.36,
7.86,1.00602,0.503193,0.000367764,6.86002,1.00602,1296.26,
7.87,1.01602,0.508136,0.000253743,6.87013,1.01602,1309.29,
7.88,1.02602,0.513028,3.97752e-005,6.88034,1.02602,1322.45,
7.89,1.03601,0.517868,-0.00027412,6.89065,1.03601,1335.74,
7.9,1.046,0.522657,-0.000687913,6.90106,1.046,1349.16,
7.91,1.05599,0.527394,-0.00120156,6.91157,1.05599,1362.72,
7.92,1.06597,0.532078,-0.00181502,6.92218,1.06597,1376.42,
7.93,1.07595,0.536708,-0.00252822,6.93289,1.07595,1390.25,
7.94,1.08591,0.541286,-0.00334109,6.9437,1.08591,1404.22,
7.95,1.09587,0.545809,-0.00425356,6.95461,1.09587,1418.33,
7.96,1.10582,0.550277,-0.00526553,6.96561,1.10582,1432.59,
7.97,1.11576,0.554691,-0.0063769,6.97672,1.11576,1446.98,
7.98,1.12569,0.559049,-0.00758757,6.98793,1.12569,1461.52,
7.99,1.1356,0.563351,-0.00889741,6.99924,1.1356,1476.21,
8,1.1455,0.567597,-0.0103063,7.01064,1.1455,1491.05,
8.01,1.15539,0.571786,-0.0118141,7.02215,1.15539,1506.03,
8.02,1.16526,0.575918,-0.0134206,7.03375,1.16526,1521.16,
8.03,1.17511,0.579993,-0.0151257,7.04545,1.17511,1536.45,
8.04,1.18495,0.584009,-0.0169293,7.05725,1.18495,1551.89,
8.05,1.19477,0.587967,-0.0188311,7.06915,1.19477,1567.48,
8.06,1.20456,0.591867,-0.0208309,7.08115,1.20456,1583.24,
8.07,1.21434,0.595707,-0.0229286,7.09324,1.21434,1599.15,
8.08,1.2241,0.599488,-0.0251239,7.10543,1.2241,1615.22,
8.09,1.23383,0.603208,-0.0274167,7.11772,1.23383,1631.45,
8.1,1.24354,0.606869,-0.0298066,7.13011,1.24354,1647.84,
8.11,1.25323,0.610469,-0.0322936,7.14259,1.25323,1664.4,
8.12,1.26289,0.614007,-0.0348772,7.15517,1.26289,1681.12,
8.13,1.27253,0.617485,-0.0375573,7.16785,1.27253,1698.02,
8.14,1.28213,0.620901,-0.0403335,7.18063,1.28213,1715.08,
8.15,1.29171,0.624254,-0.0432057,7.19349,1.29171,1732.31,
8.16,1.30126,0.627545,-0.0461735,7.20646,1.30126,1749.72,
8.17,1.31078,0.630774,-0.0492366,7.21952,1.31078,1767.3,
8.18,1.32027,0.633939,-0.0523947,7.23267,1.32027,1785.06,
8.19,1.32973,0.637042,-0.0556476,7.24592,1.32973,1803,
8.2,1.33915,0.64008,-0.0589948,7.25927,1.33915,1821.11,
8.21,1.34855,0.643055,-0.062436,7.27271,1.34855,1839.41,
8.22,1.3579,0.645965,-0.065971,7.28624,1.3579,1857.9,
8.23,1.36722,0.64881,-0.0695993,7.29987,1.36722,1876.56,
8.24,1.3765,0.651591,-0.0733206,7.31358,1.3765,1895.42,
8.25,1.38575,0.654307,-0.0771345,7.3274,1.38575,1914.47,
8.26,1.39495,0.656957,-0.0810407,7.3413,1.39495,1933.7,
8.27,1.40412,0.659541,-0.0850386,7.35529,1.40412,1953.13,
8.28,1.41325,0.66206,-0.0891281,7.36938,1.41325,1972.76,
8.29,1.42233,0.664513,-0.0933085,7.38356,1.42233,1992.58,
8.3,1.43138,0.666899,-0.0975796,7.39783,1.43138,2012.6,
8.31,1.44038,0.669218,-0.101941,7.41219,1.44038,2032.82,
8.32,1.44933,0.67147,-0.106392,7.42664,1.44933,2053.25,
8.33,1.45824,0.673656,-0.110932,7.44117,1.45824,2073.88,
8.34,1.46711,0.675774,-0.115561,7.4558,1.46711,2094.72,
8.35,1.47593,0.677824,-0.120279,7.47052,1.47593,2115.77,
8.36,1.4847,0.679807,-0.125085,7.48532,1.4847,2137.03,
8.37,1.49342,0.681722,-0.129978,7.50021,1.49342,2158.5,
8.38,1.50209,0.683568,-0.134957,7.51519,1.50209,2180.19,
8.39,1.51072,0.685346,-0.140024,7.53025,1.51072,2202.09,
8.4,1.51929,0.687056,-0.145176,7.5454,1.51929,2224.22,
8.41,1.52781,0.688697,-0.150414,7.56064,1.52781,2246.57,
8.42,1.53628,0.690269,-0.155737,7.57596,1.53628,2269.14,
8.43,1.54469,0.691773,-0.161144,7.59136,1.54469,2291.94,
8.44,1.55305,0.693207,-0.166635,7.60685,1.55305,2314.97,
8.45,1.56135,0.694572,-0.172209,7.62242,1.56135,2338.23,
8.46,1.5696,0.695867,-0.177866,7.63808,1.5696,2361.72,
8.47,1.57779,0.697093,-0.183605,7.65381,1.57779,2385.45,
8.48,1.58592,0.698249,-0.189426,7.66963,1.58592,2409.42,
8.49,1.594,0.699335,-0.195327,7.68553,1.594,2433.63,
8.5,1.60201,0.700351,-0.201309,7.70151,1.60201,2458.08,
8.51,1.60997,0.701298,-0.207371,7.71757,1.60997,2482.78,
8.52,1.61786,0.702174,-0.213513,7.73371,1.61786,2507.73,
8.53,1.62569,0.70298,-0.219732,7.74993,1.62569,2532.92,
8.54,1.63346,0.703716,-0.22603,7.76623,1.63346,2558.37,
8.55,1.64117,0.704381,-0.232405,7.7826,1.64117,2584.08,
8.56,1.64881,0.704976,-0.238857,7.79905,1.64881,2610.04,
8.57,1.65639,0.7055,-0.245385,7.81557,1.65639,2636.27,
8.58,1.6639,0.705954,-0.251988,7.83218,1.6639,2662.76,
8.59,1.67134,0.706338,-0.258667,7.84885,1.67134,2689.51,
8.6,1.67872,0.706651,-0.265419,7.8656,1.67872,2716.54,
8.61,1.68603,0.706893,-0.272244,7.88243,1.68603,2743.83,
8.62,1.69327,0.707064,-0.279143,7.89932,1.69327,2771.4,
8.63,1.70044,0.707165,-0.286113,7.91629,1.70044,2799.25,
8.64,1.70755,0.707195,-0.293155,7.93333,1.70755,2827.37,
8.65,1.71458,0.707154,-0.300267,7.95044,1.71458,2855.78,
8.66,1.72154,0.707043,-0.30745,7.96762,1.72154,2884.47,
8.67,1.72842,0.706861,-0.314701,7.98487,1.72842,2913.46,
8.68,1.73524,0.706608,-0.322021,8.00219,1.73524,2942.73,
8.69,1.74198,0.706285,-0.329409,8.01958,1.74198,2972.3,
8.7,1.74865,0.705891,-0.336864,8.03703,1.74865,3002.16,
8.71,1.75524,0.705427,-0.344385,8.05455,1.75524,3032.33,
8.72,1.76176,0.704892,-0.351972,8.07214,1.76176,3062.79,
8.73,1.7682,0.704286,-0.359623,8.08979,1.7682,3093.57,
8.74,1.77456,0.70361,-0.367339,8.1075,1.77456,3124.65,
8.75,1.78085,0.702864,-0.375118,8.12528,1.78085,3156.05,
8.76,1.78705,0.702048,-0.382959,8.14312,1.78705,3187.76,
8.77,1.79318,0.701161,-0.390862,8.16102,1.79318,3219.79,
8.78,1.79923,0.700204,-0.398825,8.17898,1.79923,3252.14,
8.79,1.8052,0.699177,-0.406849,8.197,1.8052,3284.81,
8.8,1.81109,0.69808,-0.414932,8.21508,1.81109,3317.82,
8.81,1.8169,0.696914,-0.423074,8.23322,1.8169,3351.16,
8.82,1.82263,0.695678,-0.431273,8.25142,1.82263,3384.83,
8.83,1.82827,0.694372,-0.439529,8.26968,1.82827,3418.84,
8.84,1.83383,0.692997,-0.447841,8.28799,1.83383,3453.19,
8.85,1.83931,0.691552,-0.456208,8.30635,1.83931,3487.88,
8.86,1.84471,0.690039,-0.46463,8.32477,1.84471,3522.93,
8.87,1.85002,0.688456,-0.473105,8.34325,1.85002,3558.33,
8.88,1.85524,0.686805,-0.481633,8.36177,1.85524,3594.08,
8.89,1.86038,0.685085,-0.490212,8.38035,1.86038,3630.19,
8.9,1.86544,0.683296,-0.498843,8.39898,1.86544,3666.67,
8.91,1.8704,0.681439,-0.507523,8.41766,1.8704,3703.51,
8.92,1.87528,0.679514,-0.516253,8.43639,1.87528,3740.72,
8.93,1.88007,0.677521,-0.525031,8.45516,1.88007,3778.31,
8.94,1.88478,0.675461,-0.533857,8.47399,1.88478,3816.27,
8.95,1.88939,0.673332,-0.542729,8.49286,1.88939,3854.62,
8.96,1.89392,0.671137,-0.551647,8.51178,1.89392,3893.35,
8.97,1.89836,0.668874,-0.56061,8.53074,1.89836,3932.47,
8.98,1.90271,0.666545,-0.569617,8.54974,1.90271,3971.98,
8.99,1.90696,0.664149,-0.578666,8.56879,1.90696,4011.89,
9,1.91113,0.661686,-0.587758,8.58788,1.91113,4052.2,
9.01,1.91521,0.659157,-0.596891,8.60701,1.91521,4092.92,
9.02,1.91919,0.656563,-0.606064,8.62619,1.91919,4134.04,
9.03,1.92308,0.653903,-0.615277,8.6454,1.92308,4175.58,
9.04,1.92688,0.651177,-0.624528,8.66465,1.92688,4217.54,
9.05,1.93059,0.648386,-0.633817,8.68393,1.93059,4259.92,
9.06,1.9342,0.645531,-0.643142,8.70326,1.9342,4302.72,
9.07,1.93772,0.64261,-0.652503,8.72262,1.93772,4345.95,
9.08,1.94115,0.639626,-0.661898,8.74201,1.94115,4389.62,
9.09,1.94448,0.636578,-0.671328,8.76144,1.94448,4433.73,
9.1,1.94772,0.633466,-0.68079,8.7809,1.94772,4478.28,
9.11,1.95087,0.630291,-0.690284,8.80039,1.95087,4523.28,
9.12,1.95391,0.627052,-0.699809,8.81992,1.95391,4568.73,
9.13,1.95687,0.623751,-0.709364,8.83947,1.95687,4614.63,
9.14,1.95972,0.620388,-0.718948,8.85906,1.95972,4661,
9.15,1.96249,0.616962,-0.728561,8.87867,1.96249,4707.84,
9.16,1.96515,0.613475,-0.7382,8.89831,1.96515,4755.14,
9.17,1.96772,0.609927,-0.747865,8.91797,1.96772,4802.92,
9.18,1.97019,0.606318,-0.757556,8.93766,1.97019,4851.18,
9.19,1.97257,0.602648,-0.767271,8.95737,1.97257,4899.93,
9.2,1.97484,0.598917,-0.777009,8.97711,1.97484,4949.16,
9.21,1.97702,0.595127,-0.786769,8.99687,1.97702,4998.89,
9.22,1.97911,0.591278,-0.796551,9.01665,1.97911,5049.12,
9.23,1.98109,0.587369,-0.806353,9.03645,1.98109,5099.86,
9.24,1.98298,0.583401,-0.816175,9.05627,1.98298,5151.1,
9.25,1.98477,0.579375,-0.826014,9.07611,1.98477,5202.86,
9.26,1.98645,0.575292,-0.835872,9.09597,1.98645,5255.14,
9.27,1.98805,0.57115,-0.845745,9.11584,1.98805,5307.94,
9.28,1.98954,0.566952,-0.855634,9.13573,1.98954,5361.28,
9.29,1.99093,0.562697,-0.865537,9.15563,1.99093,5415.15,
9.3,1.99223,0.558386,-0.875454,9.17555,1.99223,5469.57,
9.31,1.99342,0.554018,-0.885383,9.19547,1.99342,5524.53,
9.32,1.99452,0.549596,-0.895324,9.21541,1.99452,5580.04,
9.33,1.99551,0.545118,-0.905275,9.23536,1.99551,5636.11,
9.34,1.99641,0.540586,-0.915236,9.25532,1.99641,5692.74,
9.35,1.99721,0.536,-0.925205,9.27529,1.99721,5749.95,
9.36,1.9979,0.531361,-0.935181,9.29527,1.9979,5807.72,
9.37,1.9985,0.526668,-0.945164,9.31525,1.9985,5866.08,
9.38,1.999,0.521923,-0.955153,9.33524,1.999,5925.03,
9.39,1.9994,0.517125,-0.965145,9.35523,1.9994,5984.56,
9.4,1.99969,0.512276,-0.975142,9.37522,1.99969,6044.7,
9.41,1.99989,0.507375,-0.985141,9.39522,1.99989,6105.44,
9.42,1.99999,0.502424,-0.995141,9.41522,1.99999,6166.79,
9.43,1.99999,0.497422,-1.00514,9.43522,1.99999,6228.76,
9.44,1.99988,0.492371,-1.01514,9.45522,1.99988,6291.35,
9.45,1.99968,0.487271,-1.02514,9.47522,1.99968,6354.57,
9.46,1.99938,0.482121,-1.03514,9.49521,1.99938,6418.42,
9.47,1.99898,0.476924,-1.04513,9.51521,1.99898,6482.92,
9.48,1.99848,0.471679,-1.05512,9.53519,1.99848,6548.06,
9.49,1.99787,0.466387,-1.0651,9.55518,1.99787,6613.86,
9.5,1.99717,0.461048,-1.07508,9.57515,1.99717,6680.32,
9.51,1.99637,0.455663,-1.08504,9.59512,1.99637,6747.45,
9.52,1.99547,0.450233,-1.095,9.61508,1.99547,6815.25,
9.53,1.99447,0.444757,-1.10496,9.63503,1.99447,6883.74,
9.54,1.99337,0.439237,-1.1149,9.65497,1.99337,6952.91,
9.55,1.99217,0.433673,-1.12482,9.6749,1.99217,7022.78,
9.56,1.99087,0.428066,-1.13474,9.69481,1.99087,7093.35,
9.57,1.98947,0.422416,-1.14464,9.71471,1.98947,7164.63,
9.58,1.98798,0.416723,-1.15453,9.7346,1.98798,7236.62,
9.59,1.98638,0.410989,-1.1644,9.75447,1.98638,7309.34,
9.6,1.98469,0.405214,-1.17426,9.77433,1.98469,7382.79,
9.61,1.9829,0.399399,-1.1841,9.79416,1.9829,7456.98,
9.62,1.981,0.393543,-1.19392,9.81398,1.981,7531.92,
9.63,1.97902,0.387648,-1.20372,9.83378,1.97902,7607.6,
9.64,1.97693,0.381715,-1.2135,9.85356,1.97693,7684.05,
9.65,1.97474,0.375743,-1.22326,9.87332,1.97474,7761.27,
9.66,1.97246,0.369734,-1.233,9.89306,1.97246,7839.26,
9.67,1.97008,0.363687,-1.24271,9.91277,1.97008,7918.03,
9.68,1.96761,0.357605,-1.2524,9.93246,1.96761,7997.6,
9.69,1.96503,0.351486,-1.26206,9.95212,1.96503,8077.97,
9.7,1.96236,0.345333,-1.2717,9.97176,1.96236,8159.15,
9.71,1.9596,0.339145,-1.28131,9.99137,1.9596,8241.14,
9.72,1.95674,0.332923,-1.29089,10.011,1.95674,8323.95,
9.73,1.95378,0.326667,-1.30045,10.0305,1.95378,8407.6,
9.74,1.95073,0.320379,-1.30997,10.05,1.95073,8492.09,
9.75,1.94758,0.314059,-1.31946,10.0695,1.94758,8577.42,
9.76,1.94434,0.307708,-1.32892,10.089,1.94434,8663.62,
9.77,1.941,0.301326,-1.33835,10.1084,1.941,8750.68,
9.78,1.93757,0.294914,-1.34774,10.1278,1.93757,8838.62,
9.79,1.93404,0.288472,-1.3571,10.1472,1.93404,8927.44,
9.8,1.93043,0.282001,-1.36642,10.1665,1.93043,9017.15,
9.81,1.92672,0.275503,-1.37571,10.1858,1.92672,9107.76,
9.82,1.92291,0.268976,-1.38496,10.205,1.92291,9199.29,
9.83,1.91901,0.262423,-1.39417,10.2242,1.91901,9291.74,
9.84,1.91503,0.255843,-1.40334,10.2434,1.91503,9385.11,
9.85,1.91095,0.249238,-1.41247,10.2625,1.91095,9479.42,
9.86,1.90678,0.242608,-1.42156,10.2816,1.90678,9574.68,
9.87,1.90252,0.235954,-1.43061,10.3007,1.90252,9670.9,
9.88,1.89816,0.229276,-1.43961,10.3197,1.89816,9768.09,
9.89,1.89372,0.222576,-1.44857,10.3386,1.89372,9866.25,
9.9,1.88919,0.215853,-1.45749,10.3575,1.88919,9965.4,
9.91,1.88457,0.209108,-1.46636,10.3764,1.88457,10065.5,
9.92,1.87986,0.202343,-1.47518,10.3952,1.87986,10166.7,
9.93,1.87507,0.195557,-1.48395,10.414,1.87507,10268.9,
9.94,1.87018,0.188752,-1.49268,10.4327,1.87018,10372.1,
9.95,1.86521,0.181928,-1.50136,10.4514,1.86521,10476.3,
9.96,1.86016,0.175085,-1.50998,10.47,1.86016,10581.6,
9.97,1.85501,0.168226,-1.51856,10.4886,1.85501,10687.9,
9.98,1.84978,0.161349,-1.52709,10.5071,1.84978,10795.3,
9.99,1.84447,0.154456,-1.53556,10.5256,1.84447,10903.8,
10,1.83907,0.147548,-1.54398,10.544,1.83907,11013.4,
