Time,Out1,Out4,Out5,Out2_1,Out2_2,Out3,
1.53,0.959215,0.587459,0.215704,0.530832,0.959215,2.78828,
1.54,0.969209,0.591558,0.213907,0.540474,0.969209,2.81666,
1.55,0.979205,0.595618,0.212032,0.550216,0.979205,2.84523,
1.56,0.989204,0.599641,0.210078,0.560058,0.989204,2.87398,
1.57,0.999204,0.603624,0.208045,0.57,0.999204,2.90293,
1.58,1.0092,0.607568,0.205933,0.580042,1.0092,2.93206,
1.59,1.0192,0.611472,0.203741,0.590184,1.0192,2.96138,
1.6,1.0292,0.615335,0.20147,0.600426,1.0292,2.9909,
1.61,1.03919,0.619156,0.199119,0.610768,1.03919,3.02062,
1.62,1.04918,0.622936,0.196688,0.62121,1.04918,3.05053,
1.63,1.05917,0.626673,0.194178,0.631752,1.05917,3.08065,
1.64,1.06915,0.630367,0.191586,0.642394,1.06915,3.11096,
1.65,1.07912,0.634018,0.188915,0.653135,1.07912,3.14148,
1.66,1.08909,0.637624,0.186163,0.663976,1.08909,3.17221,
1.67,1.09904,0.641186,0.18333,0.674917,1.09904,3.20315,
1.68,1.10899,0.644702,0.180417,0.685957,1.10899,3.23429,
1.69,1.11892,0.648172,0.177423,0.697096,1.11892,3.26565,
1.7,1.12884,0.651596,0.174348,0.708335,1.12884,3.29723,
1.71,1.13875,0.654974,0.171193,0.719673,1.13875,3.32902,
1.72,1.14865,0.658303,0.167956,0.73111,1.14865,3.36103,
1.73,1.15853,0.661585,0.164638,0.742646,1.15853,3.39327,
1.74,1.1684,0.664819,0.16124,0.754281,1.1684,3.42573,
1.75,1.17825,0.668003,0.15776,0.766014,1.17825,3.45842,
1.76,1.18808,0.671138,0.154199,0.777846,1.18808,3.49133,
1.77,1.19789,0.674223,0.150557,0.789776,1.19789,3.52448,
1.78,1.20768,0.677258,0.146835,0.801803,1.20768,3.55787,
1.79,1.21745,0.680242,0.143031,0.813929,1.21745,3.59149,
1.8,1.2272,0.683174,0.139147,0.826152,1.2272,3.62535,
1.81,1.23693,0.686055,0.135181,0.838473,1.23693,3.65945,
1.82,1.24663,0.688884,0.131135,0.850891,1.24663,3.6938,
1.83,1.25631,0.691659,0.127008,0.863406,1.25631,3.7284,
1.84,1.26596,0.694382,0.1228,0.876017,1.26596,3.76324,
1.85,1.27559,0.697051,0.118512,0.888725,1.27559,3.79834,
1.86,1.28519,0.699666,0.114144,0.901529,1.28519,3.8337,
1.87,1.29476,0.702227,0.109695,0.914428,1.29476,3.86931,
1.88,1.3043,0.704733,0.105166,0.927424,1.3043,3.90519,
1.89,1.31381,0.707184,0.100557,0.940514,1.31381,3.94133,
1.9,1.32329,0.709579,0.0958687,0.9537,1.32329,3.97774,
1.91,1.33274,0.711918,0.0911003,0.96698,1.33274,4.01442,
1.92,1.34215,0.714201,0.0862524,0.980355,1.34215,4.05138,
1.93,1.35153,0.716427,0.0813253,0.993823,1.35153,4.08861,
1.94,1.36087,0.718596,0.076319,1.00738,1.36087,4.12612,
1.95,1.37018,0.720707,0.0712338,1.02104,1.37018,4.16391,
1.96,1.37945,0.722761,0.0660699,1.03479,1.37945,4.20199,
1.97,1.38868,0.724756,0.0608277,1.04863,1.38868,4.24037,
1.98,1.39788,0.726693,0.0555072,1.06256,1.39788,4.27903,
1.99,1.40703,0.728571,0.0501088,1.07659,1.40703,4.31799,
2,1.41615,0.73039,0.0446327,1.0907,1.41615,4.35725,
2.01,1.42522,0.732149,0.0390792,1.10491,1.42522,4.39681,
2.02,1.43425,0.733849,0.0334487,1.11921,1.43425,4.43668,
2.03,1.44323,0.735488,0.0277413,1.13359,1.44323,4.47686,
2.04,1.45218,0.737067,0.0219574,1.14807,1.45218,4.51736,
2.05,1.46107,0.738585,0.0160973,1.16264,1.46107,4.55817,
2.06,1.46992,0.740042,0.0101613,1.17729,1.46992,4.5993,
2.07,1.47873,0.741438,0.00414986,1.19204,1.47873,4.64076,
2.08,1.48748,0.742773,-0.0019368,1.20687,1.48748,4.68254,
2.09,1.49619,0.744045,-0.00809827,1.22179,1.49619,4.72466,
2.1,1.50485,0.745256,-0.0143342,1.23679,1.50485,4.76711,
2.11,1.51345,0.746404,-0.0206442,1.25188,1.51345,4.80991,
2.12,1.52201,0.74749,-0.0270279,1.26706,1.52201,4.85304,
2.13,1.53051,0.748513,-0.0334849,1.28232,1.53051,4.89653,
2.14,1.53896,0.749473,-0.0400147,1.29767,1.53896,4.94036,
2.15,1.54736,0.75037,-0.046617,1.3131,1.54736,4.98456,
2.16,1.5557,0.751204,-0.0532914,1.32862,1.5557,5.02911,
2.17,1.56399,0.751974,-0.0600374,1.34422,1.56399,5.07403,
2.18,1.57221,0.75268,-0.0668545,1.3599,1.57221,5.11931,
2.19,1.58039,0.753322,-0.0737423,1.37566,1.58039,5.16497,
2.2,1.5885,0.7539,-0.0807004,1.3915,1.5885,5.211,
2.21,1.59656,0.754414,-0.0877283,1.40743,1.59656,5.25742,
2.22,1.60455,0.754863,-0.0948254,1.42343,1.60455,5.30422,
2.23,1.61249,0.755248,-0.101991,1.43952,1.61249,5.35142,
2.24,1.62036,0.755568,-0.109226,1.45568,1.62036,5.399,
2.25,1.62817,0.755823,-0.116528,1.47193,1.62817,5.44699,
2.26,1.63592,0.756013,-0.123897,1.48825,1.63592,5.49538,
2.27,1.64361,0.756138,-0.131333,1.50465,1.64361,5.54418,
2.28,1.65123,0.756197,-0.138835,1.52112,1.65123,5.59339,
2.29,1.65879,0.756191,-0.146403,1.53767,1.65879,5.64303,
2.3,1.66628,0.75612,-0.154036,1.55429,1.66628,5.69308,
2.31,1.6737,0.755983,-0.161733,1.57099,1.6737,5.74356,
2.32,1.68106,0.75578,-0.169495,1.58777,1.68106,5.79448,
2.33,1.68834,0.755512,-0.17732,1.60462,1.68834,5.84583,
2.34,1.69556,0.755178,-0.185208,1.62154,1.69556,5.89763,
2.35,1.70271,0.754778,-0.193157,1.63853,1.70271,5.94988,
2.36,1.70979,0.754312,-0.201169,1.65559,1.70979,6.00258,
2.37,1.7168,0.75378,-0.209242,1.67272,1.7168,6.05573,
2.38,1.72374,0.753182,-0.217374,1.68993,1.72374,6.10936,
2.39,1.7306,0.752518,-0.225567,1.7072,1.7306,6.16345,
2.4,1.73739,0.751787,-0.233819,1.72454,1.73739,6.21802,
2.41,1.74411,0.750991,-0.242129,1.74194,1.74411,6.27306,
2.42,1.75075,0.750129,-0.250497,1.75942,1.75075,6.3286,
2.43,1.75732,0.7492,-0.258922,1.77696,1.75732,6.38462,
2.44,1.76382,0.748206,-0.267404,1.79457,1.76382,6.44114,
2.45,1.77023,0.747145,-0.275942,1.81224,1.77023,6.49817,
2.46,1.77657,0.746018,-0.284534,1.82997,1.77657,6.55571,
2.47,1.78283,0.744825,-0.293182,1.84777,1.78283,6.61376,
2.48,1.78901,0.743566,-0.301882,1.86563,1.78901,6.67233,
2.49,1.79512,0.742241,-0.310636,1.88355,1.79512,6.73142,
2.5,1.80114,0.74085,-0.319443,1.90153,1.80114,6.79105,
2.51,1.80709,0.739394,-0.328301,1.91957,1.80709,6.85122,
2.52,1.81295,0.737871,-0.33721,1.93767,1.81295,6.91194,
2.53,1.81873,0.736283,-0.346169,1.95583,1.81873,6.97321,
2.54,1.82444,0.734629,-0.355177,1.97404,1.82444,7.03503,
2.55,1.83005,0.732909,-0.364235,1.99232,1.83005,7.09742,
2.56,1.83559,0.731124,-0.37334,2.01064,1.83559,7.16038,
2.57,1.84104,0.729274,-0.382492,2.02903,1.84104,7.22392,
2.58,1.84641,0.727358,-0.391691,2.04747,1.84641,7.28804,
2.59,1.85169,0.725378,-0.400936,2.06596,1.85169,7.35275,
2.6,1.85689,0.723332,-0.410225,2.0845,1.85689,7.41806,
2.61,1.862,0.721221,-0.419559,2.10309,1.862,7.48398,
2.62,1.86703,0.719046,-0.428935,2.12174,1.86703,7.5505,
2.63,1.87197,0.716806,-0.438355,2.14043,1.87197,7.61765,
2.64,1.87682,0.714501,-0.447816,2.15918,1.87682,7.68542,
2.65,1.88158,0.712132,-0.457318,2.17797,1.88158,7.75382,
2.66,1.88626,0.709699,-0.46686,2.19681,1.88626,7.82287,
2.67,1.89085,0.707202,-0.476442,2.21569,1.89085,7.89256,
2.68,1.89534,0.704641,-0.486062,2.23463,1.89534,7.96291,
2.69,1.89975,0.702017,-0.49572,2.2536,1.89975,8.03391,
2.7,1.90407,0.699329,-0.505415,2.27262,1.90407,8.10559,
2.71,1.9083,0.696578,-0.515145,2.29168,1.9083,8.17795,
2.72,1.91244,0.693764,-0.524911,2.31079,1.91244,8.25099,
2.73,1.91648,0.690887,-0.534711,2.32993,1.91648,8.32472,
2.74,1.92044,0.687947,-0.544545,2.34912,1.92044,8.39915,
2.75,1.9243,0.684946,-0.554411,2.36834,1.9243,8.4743,
2.76,1.92807,0.681882,-0.564309,2.3876,1.92807,8.55016,
2.77,1.93175,0.678756,-0.574238,2.4069,1.93175,8.62674,
2.78,1.93533,0.675569,-0.584197,2.42624,1.93533,8.70406,
2.79,1.93883,0.67232,-0.594185,2.44561,1.93883,8.78212,
2.8,1.94222,0.66901,-0.604202,2.46501,1.94222,8.86093,
2.81,1.94553,0.66564,-0.614246,2.48445,1.94553,8.9405,
2.82,1.94873,0.662209,-0.624316,2.50392,1.94873,9.02083,
2.83,1.95185,0.658717,-0.634412,2.52343,1.95185,9.10194,
2.84,1.95486,0.655166,-0.644533,2.54296,1.95486,9.18383,
2.85,1.95779,0.651555,-0.654678,2.56252,1.95779,9.26652,
2.86,1.96061,0.647884,-0.664845,2.58211,1.96061,9.35001,
2.87,1.96334,0.644155,-0.675035,2.60173,1.96334,9.43431,
2.88,1.96598,0.640367,-0.685246,2.62138,1.96598,9.51943,
2.89,1.96852,0.63652,-0.695477,2.64105,1.96852,9.60539,
2.9,1.97096,0.632615,-0.705727,2.66075,1.97096,9.69217,
2.91,1.9733,0.628653,-0.715996,2.68047,1.9733,9.77981,
2.92,1.97555,0.624633,-0.726283,2.70022,1.97555,9.86831,
2.93,1.9777,0.620556,-0.736586,2.71998,1.9777,9.95767,
2.94,1.97975,0.616422,-0.746904,2.73977,1.97975,10.0479,
2.95,1.9817,0.612232,-0.757238,2.75958,1.9817,10.139,
2.96,1.98356,0.607986,-0.767585,2.7794,1.98356,10.2311,
2.97,1.98531,0.603685,-0.777945,2.79925,1.98531,10.324,
2.98,1.98697,0.599328,-0.788317,2.81911,1.98697,10.4178,
2.99,1.98853,0.594916,-0.7987,2.83899,1.98853,10.5126,
3,1.98999,0.59045,-0.809093,2.85888,1.98999,10.6083,
3.01,1.99135,0.58593,-0.819495,2.87879,1.99135,10.705,
3.02,1.99262,0.581356,-0.829905,2.89871,1.99262,10.8026,
3.03,1.99378,0.576728,-0.840323,2.91864,1.99378,10.9012,
3.04,1.99484,0.572048,-0.850747,2.93858,1.99484,11.0008,
3.05,1.99581,0.567316,-0.861176,2.95854,1.99581,11.1013,
3.06,1.99667,0.562532,-0.87161,2.9785,1.99667,11.2029,
3.07,1.99744,0.557696,-0.882047,2.99847,1.99744,11.3054,
3.08,1.9981,0.552808,-0.892487,3.01845,1.9981,11.409,
3.09,1.99867,0.547871,-0.902928,3.03843,1.99867,11.5137,
3.1,1.99914,0.542883,-0.91337,3.05842,1.99914,11.6193,
3.11,1.9995,0.537845,-0.923812,3.07841,1.9995,11.7261,
3.12,1.99977,0.532758,-0.934252,3.09841,1.99977,11.8339,
3.13,1.99993,0.527622,-0.94469,3.11841,1.99993,11.9428,
3.14,2,0.522437,-0.955125,3.13841,2,12.0527,
3.15,1.99996,0.517205,-0.965555,3.15841,1.99996,12.1638,
3.16,1.99983,0.511925,-0.975981,3.17841,1.99983,12.276,
3.17,1.9996,0.506598,-0.9864,3.1984,1.9996,12.3893,
3.18,1.99926,0.501225,-0.996812,3.2184,1.99926,12.5038,
3.19,1.99883,0.495806,-1.00722,3.23839,1.99883,12.6194,
3.2,1.99829,0.490341,-1.01761,3.25837,1.99829,12.7362,
3.21,1.99766,0.484832,-1.028,3.27835,1.99766,12.8542,
3.22,1.99693,0.479278,-1.03837,3.29833,1.99693,12.9734,
3.23,1.99609,0.47368,-1.04873,3.31829,1.99609,13.0937,
3.24,1.99516,0.468039,-1.05908,3.33825,1.99516,13.2153,
3.25,1.99413,0.462354,-1.06942,3.3582,1.99413,13.3381,
3.26,1.993,0.456628,-1.07974,3.37813,1.993,13.4622,
3.27,1.99177,0.450859,-1.09005,3.39805,1.99177,13.5875,
3.28,1.99044,0.44505,-1.10034,3.41797,1.99044,13.7141,
3.29,1.98901,0.439199,-1.11061,3.43786,1.98901,13.842,
3.3,1.98748,0.433309,-1.12086,3.45775,1.98748,13.9712,
3.31,1.98585,0.427378,-1.1311,3.47761,1.98585,14.1017,
3.32,1.98413,0.421409,-1.14131,3.49746,1.98413,14.2335,
3.33,1.9823,0.415401,-1.1515,3.51729,1.9823,14.3667,
3.34,1.98038,0.409355,-1.16167,3.53711,1.98038,14.5012,
3.35,1.97836,0.403272,-1.17182,3.5569,1.97836,14.6371,
3.36,1.97624,0.397152,-1.18194,3.57668,1.97624,14.7744,
3.37,1.97403,0.390996,-1.19204,3.59643,1.97403,14.9131,
3.38,1.97172,0.384804,-1.20211,3.61616,1.97172,15.0532,
3.39,1.96931,0.378577,-1.21215,3.63586,1.96931,15.1947,
3.4,1.9668,0.372315,-1.22217,3.65554,1.9668,15.3377,
3.41,1.96419,0.36602,-1.23215,3.6752,1.96419,15.4821,
3.42,1.96149,0.359691,-1.24211,3.69482,1.96149,15.628,
3.43,1.9587,0.35333,-1.25204,3.71443,1.9587,15.7755,
3.44,1.95581,0.346936,-1.26193,3.734,1.95581,15.9244,
3.45,1.95282,0.340511,-1.2718,3.75354,1.95282,16.0748,
3.46,1.94974,0.334055,-1.28162,3.77305,1.94974,16.2268,
3.47,1.94656,0.327569,-1.29142,3.79254,1.94656,16.3804,
3.48,1.94328,0.321053,-1.30118,3.81199,1.94328,16.5355,
3.49,1.93992,0.314509,-1.3109,3.8314,1.93992,16.6922,
3.5,1.93646,0.307935,-1.32059,3.85078,1.93646,16.8506,
3.51,1.9329,0.301334,-1.33023,3.87013,1.9329,17.0105,
3.52,1.92925,0.294706,-1.33984,3.88944,1.92925,17.1721,
3.53,1.92551,0.288052,-1.34941,3.90871,1.92551,17.3354,
3.54,1.92168,0.281371,-1.35894,3.92795,1.92168,17.5003,
3.55,1.91775,0.274666,-1.36842,3.94715,1.91775,17.667,
3.56,1.91374,0.267935,-1.37787,3.96631,1.91374,17.8353,
3.57,1.90963,0.261181,-1.38727,3.98542,1.90963,18.0054,
3.58,1.90543,0.254403,-1.39662,4.0045,1.90543,18.1772,
3.59,1.90114,0.247603,-1.40593,4.02353,1.90114,18.3508,
3.6,1.89676,0.240781,-1.4152,4.04252,1.89676,18.5262,
3.61,1.89229,0.233937,-1.42441,4.06147,1.89229,18.7034,
3.62,1.88773,0.227073,-1.43358,4.08037,1.88773,18.8825,
3.63,1.88308,0.220189,-1.4427,4.09922,1.88308,19.0633,
3.64,1.87835,0.213285,-1.45177,4.11803,1.87835,19.2461,
3.65,1.87352,0.206363,-1.4608,4.13679,1.87352,19.4307,
3.66,1.86861,0.199422,-1.46976,4.1555,1.86861,19.6172,
3.67,1.86361,0.192465,-1.47868,4.17416,1.86361,19.8057,
3.68,1.85853,0.18549,-1.48755,4.19277,1.85853,19.9961,
3.69,1.85336,0.1785,-1.49636,4.21133,1.85336,20.1884,
3.7,1.8481,0.171494,-1.50511,4.22984,1.8481,20.3828,
3.71,1.84276,0.164473,-1.51381,4.24829,1.84276,20.5791,
3.72,1.83733,0.157439,-1.52246,4.26669,1.83733,20.7775,
3.73,1.83183,0.150391,-1.53104,4.28504,1.83183,20.9779,
3.74,1.82623,0.14333,-1.53957,4.30333,1.82623,21.1804,
3.75,1.82056,0.136258,-1.54804,4.32156,1.82056,21.385,
3.76,1.8148,0.129174,-1.55645,4.33974,1.8148,21.5917,
3.77,1.80896,0.12208,-1.56481,4.35786,1.80896,21.8006,
3.78,1.80305,0.114976,-1.57309,4.37592,1.80305,22.0116,
3.79,1.79705,0.107862,-1.58132,4.39392,1.79705,22.2248,
3.8,1.79097,0.10074,-1.58949,4.41186,1.79097,22.4401,
3.81,1.78481,0.0936105,-1.59759,4.42974,1.78481,22.6578,
3.82,1.77857,0.0864736,-1.60563,4.44755,1.77857,22.8776,
3.83,1.77226,0.0793302,-1.6136,4.46531,1.77226,23.0997,
