      "time","Y_body1_rot_ang","Y_body2_rot_ang"
         2,0.18998087,-0.11208106
      2.01,0.17564352,-0.066112414
      2.02,0.16079611,-0.019249595
      2.03, 0.1456675,0.028005482
      2.04,0.13049593,0.075130277
      2.05,0.11551274,0.12161688
      2.06,0.10092671, 0.1670062
      2.07,0.086913632,0.21091059
      2.08,0.07361215,0.25302279
      2.09,0.061125821,0.29311128
       2.1,0.049525904,0.33101408
      2.11,0.038854832,0.36663116
      2.12,0.029133549, 0.3999084
      2.13,0.020366214,0.43082737
      2.14,0.012545365,0.45939414
      2.15,0.0056558192,0.48563094
      2.16,-0.0003228364,0.50957078
      2.17,-0.005414316,0.53125347
      2.18,-0.0096428259, 0.5507196
      2.19,-0.013032902,0.56801032
       2.2,-0.015608598,0.58316577
      2.21,-0.017392518,0.59622303
      2.22,-0.018405571,0.60721581
      2.23,-0.018666821,0.61617412
      2.24,-0.018193247,0.62312395
      2.25,-0.016999579,0.62808697
      2.26,-0.015098227,0.63108047
      2.27,-0.012499247,0.63211733
      2.28,-0.0092103198, 0.6312061
      2.29,-0.0052367429,0.62835095
       2.3,-0.00058143067,0.62355178
      2.31,0.0047550671,0.61680425
      2.32,0.010774524,0.60809989
      2.33,0.017480967,0.59742624
      2.34,0.024880571,0.58476714
      2.35,0.032981496,0.57010299
      2.36,0.04179365,0.55341125
      2.37,0.051328349,0.53466721
      2.38,0.061597828,0.51384493
      2.39,0.072614551,0.49091873
       2.4,0.084390265,0.46586517
      2.41,0.096934692,0.43866589
      2.42,0.11025396,0.40931089
      2.43,0.12434804,0.37780411
      2.44,0.13920786,0.34416964
      2.45,0.15481179,0.30845936
      2.46,0.17112141,0.27076211
      2.47,0.18807697,0.23121358
      2.48,0.20559312,0.19000558
      2.49,0.22355565,0.14739317
       2.5,0.24182039,0.10369689
      2.51,0.26021544,0.059297897
      2.52,0.27854733,0.014624201
      2.53,0.29661095,-0.029871113
      2.54,0.31420173,-0.073736716
      2.55,0.33112786,-0.11654985
      2.56,0.34722015,-0.15793795
      2.57,0.36233804,-0.19759158
      2.58,0.37637132,-0.23526809
      2.59,0.38923855,-0.27078781
       2.6,0.40088336,-0.30402573
      2.61,0.41127007,-0.33490164
      2.62,0.42037926,-0.36337021
      2.63,0.42820376,-0.38941215
      2.64,0.43474525,-0.41302644
      2.65,0.44001133,-0.43422409
      2.66,0.44401336,-0.45302316
      2.67,0.44676478,-0.4694451
      2.68,0.44827984,-0.48351208
      2.69,0.44857278,-0.49524512
       2.7,0.44765719,-0.50466275
      2.71,0.44554554,-0.51178006
      2.72,0.44224887,-0.5166081
      2.73, 0.4377766,-0.5191535
      2.74,0.43213634,-0.51941826
      2.75,0.42533389,-0.51739971
      2.76,0.41737313,-0.51309055
      2.77,0.40825612,-0.50647903
      2.78,0.39798312,-0.49754931
      2.79,0.38655281,-0.48628189
       2.8,0.37396249,-0.47265446
      2.81, 0.3602086,-0.45664292
      2.82,0.34528725,-0.43822296
      2.83,0.32919512,-0.41737213
      2.84,0.31193073,-0.3940728
      2.85,0.29349608,-0.36831605
      2.86,  0.273899,-0.34010697
      2.87,0.25315601,-0.30947126
      2.88,0.23129602,-0.27646353
      2.89, 0.2083646,-0.24117694
       2.9,0.18442867,-0.20375369
      2.91,0.15958099,-0.16439502
      2.92,0.13394357,-0.12336876
      2.93,0.10766889,-0.081011907
      2.94,0.080937703,-0.03772554
      2.95,0.053952796,0.0060393649
      2.96,0.026928974,0.049804592
      2.97,8.0691338e-005,0.09309259
      2.98,-0.026390311,0.13545441
      2.99,-0.052304973,0.17649227
         3,-0.077512887,0.21587321
      3.01, -0.101894,0.25333312
      3.02,-0.1253569, 0.2886732
      3.03,-0.14783512,0.32175172
      3.04,-0.16928259,0.35247412
      3.05,-0.18966923, 0.3807831
      3.06,-0.20897686,0.40664947
      3.07,-0.22719573,0.43006434
      3.08,-0.24432161,0.45103261
      3.09,-0.26035353,0.46956778
       3.1,-0.27529216,0.48568811
      3.11,-0.28913855, 0.4994138
      3.12,-0.3018933,0.51076491
      3.13,-0.31355597, 0.5197599
      3.14,-0.32412467,0.52641451
      3.15,-0.33359578,0.53074105
      3.16,-0.34196378,0.53274781
      3.17,-0.34922123,0.53243881
      3.18,-0.35535872,0.52981359
      3.19,-0.36036491, 0.5248671
       3.2,-0.36422662,0.51758978
      3.21,-0.36692901, 0.5079677
      3.22,-0.36845576,0.49598296
      3.23,-0.36878941, 0.4816142
      3.24,-0.36791187,0.46483761
      3.25,-0.36580502,0.44562812
      3.26,-0.36245168, 0.4239615
      3.27,-0.35783686,0.39981691
      3.28,-0.35194952,0.37318072
      3.29,-0.34478487,0.34405156
       3.3,-0.33634742,0.31244699
      3.31,-0.32665478,0.27841178
      3.32,-0.31574215,0.24202794
      3.33,-0.30366727,0.20342571
      3.34,-0.29051532,0.16279439
      3.35,-0.2764027,0.12039098
      3.36,-0.26147846,0.076543647
      3.37,-0.24592223,0.031647302
      3.38,-0.22993753,-0.013850597
      3.39, -0.213741,-0.059473564
       3.4,-0.19754891,-0.10474548
      3.41,-0.1815636,-0.14922019
      3.42,-0.16596262,-0.1925053
      3.43,-0.15089221,-0.23427638
      3.44,-0.1364656,-0.27428067
      3.45,-0.12276498,-0.31233281
      3.46,-0.10984559,-0.34830575
      3.47,-0.097740644,-0.38212023
      3.48,-0.08646607,-0.4137343
      3.49,-0.076024841,-0.44313401
       3.5,-0.066410686,-0.47032538
      3.51,-0.057611158,-0.49532781
      3.52,-0.049610037,-0.51816894
      3.53,-0.042389114,-0.53888089
      3.54,-0.035929493,-0.55749748
      3.55,-0.030212515,-0.5740524
      3.56,-0.02522044,-0.58857774
      3.57,-0.020936932,-0.60110309
      3.58,-0.017347396,-0.61165484
      3.59,-0.01443921,-0.62025578
       3.6,-0.012201875,-0.62692479
      3.61,-0.010627109,-0.63167676
      3.62,-0.0097089171,-0.63452241
      3.63,-0.0094436357,-0.63546822
      3.64,-0.0098299588,-0.63451647
      3.65,-0.010868939,-0.63166513
      3.66,-0.012563978,-0.62690799
      3.67,-0.014920806,-0.62023459
      3.68,-0.017947445,-0.61163035
      3.69,-0.021654135,-0.60107663
       3.7,-0.026053239,-0.58855095
      3.71,-0.031159082,-0.57402721
      3.72,-0.036987726,-0.5574762
      3.73,-0.043556641,-0.53886613
      3.74,-0.050884231,-0.51816367
      3.75,-0.05898916,-0.49533527
      3.76,-0.067889402,-0.47034914
      3.77,-0.077600965,-0.44317792
      3.78,-0.088136137,-0.41380241
      3.79,-0.099501144,-0.38221655
       3.8,-0.11169312,-0.34843394
      3.81,-0.12469634,-0.31249601
      3.82,-0.13847773,-0.27448167
      3.83,-0.15298195,-0.2345181
      3.84,-0.16812652,-0.19279134
      3.85,-0.18379796,-0.14955472
      3.86,-0.19985012,-0.10513245
      3.87,-0.21610613,-0.059915561
      3.88,-0.23236457,-0.014348168
      3.89,-0.24841006,0.031095439
       3.9,-0.26402645,0.075939829
      3.91,-0.27901045,0.11973801
      3.92,-0.29318269,0.16209558
      3.93,-0.30639455,0.20268535
      3.94,-0.31853018,0.24125158
      3.95,-0.32950478,0.27760581
      3.96,-0.33926058,0.31161783
      3.97,-0.34776199,0.34320489
      3.98,-0.35499085,0.37232108
      3.99,-0.3609421,0.39894786
         4,-0.36562014,0.42308587
      4.01,-0.36903571,0.44474828
      4.02,-0.37120358,0.46395556
      4.03,-0.37214069,0.48073171
      4.04,-0.37186497,0.49510149
      4.05,-0.37039434,0.50708855
      4.06,-0.3677461,0.51671408
      4.07,-0.36393641,0.52399586
      4.08,-0.35898001,0.52894768
      4.09,-0.35288992,0.53157897
       4.1,-0.34567736,0.53189463
      4.11,-0.33735161,0.52989501
      4.12,-0.32792002,0.52557596
      4.13,-0.31738799,0.51892905
      4.14,-0.30575904,0.50994186
      4.15,-0.29303498,0.49859853
      4.16,-0.27921617, 0.4848805
      4.17,-0.26430194,0.46876757
      4.18,-0.24829116,0.45023943
      4.19,-0.23118312,0.42927766
       4.2,-0.21297868,0.40586862
      4.21,-0.19368203,0.38000725
      4.22,-0.17330281,0.35170219
      4.23,-0.15185904, 0.3209822
      4.24,-0.12938063,0.28790423
      4.25,-0.10591368,0.25256285
      4.26,-0.081525021,0.21510054
      4.27,-0.056306745,0.17571763
      4.28,-0.030379722,   0.13468
      4.29,-0.0038949856,0.092322002
       4.3,0.022968146,0.049041955
      4.31,0.050007955,0.005288749
      4.32,0.077010059,-0.038460229
      4.33,0.10375963,-0.08172672
      4.34,0.13005388,-0.12405972
      4.35,0.15571228,-0.16505865
      4.36, 0.1805829,-0.20438778
      4.37,0.20454449,-0.24178092
      4.38,0.22750491,-0.27703828
      4.39,0.24939756,-0.31001834
       4.4, 0.2701768,-0.34062786
      4.41,0.28981348,-0.36881172
      4.42,0.30829079,-0.39454364
      4.43,0.32560069,-0.41781814
      4.44,0.34174101,-0.43864384
      4.45,0.35671309,-0.45703815
      4.46,0.37052009,-0.47302329
      4.47,0.38316574,-0.48662341
      4.48,0.39465348,-0.49786242
      4.49,0.40498584,-0.50676249
       4.5,0.41416401,-0.51334297
      4.51,0.42218757,-0.51761959
      4.52,0.42905433,-0.51960397
      4.53,0.43476022,-0.51930328
      4.54,0.43929931,-0.51672008
      4.55,0.44266383,-0.51185227
      4.56,0.44484422,-0.50469315
      4.57,0.44582929,-0.49523158
      4.58,0.44560645,-0.48345243
      4.59,0.44416198,-0.46933715
       4.6,0.44148153,-0.4528647
      4.61,0.43755072,-0.43401286
      4.62,0.43235604,-0.41276024
      4.63,0.42588608,-0.38908887
      4.64,0.41813319,-0.36298784
      4.65,0.40909564,-0.33445821
      4.66,0.39878054,-0.30351929
      4.67,0.38720733,-0.27021659
      4.68,0.37441198,-0.23463104
      4.69,0.36045155,-0.19688925
       4.7,0.34540859,-0.15717337
      4.71,0.32939459,-0.11572894
      4.72,0.31255126,-0.072867897
      4.73,0.29504856,-0.028964518
      4.74,0.27707877,0.015557476
      4.75,0.25884673,0.060246196
      4.76,0.24055771,0.10464823
      4.77,0.22240511,0.14833572
      4.78,0.20456038,0.19092862
      4.79,0.18716673,0.23210843
       4.8,0.17033718,0.27162277
      4.81,0.15415592,0.30928231
      4.82,0.13868184,0.34495321
      4.83,0.12395288,0.37854759
      4.84, 0.1099904,0.41001403
      4.85,0.096803266,0.43932883
      4.86,0.084391293,0.46648831
      4.87,0.072748237,0.49150255
      4.88,0.061864095,0.51439037
      4.89,0.051726869,0.53517552
       4.9,0.042323852,0.55388399
      4.91,0.033642573,0.57054198
      4.92,0.025671474, 0.5851745
      4.93,0.01840041,0.59780432
      4.94,0.011820992,0.60845127
      4.95,0.0059268252,0.61713171
      4.96,0.00071366584,0.62385828
      4.97,-0.0038204795,0.62863963
      4.98,-0.0076752856, 0.6314803
      4.99,-0.010848061,0.63238058
         5,-0.013333729,0.63133647
      5.01,-0.015124822,0.62833961
      5.02,-0.016211497,0.62337729
      5.03,-0.016581565, 0.6164324
      5.04,-0.016220534,0.60748352
      5.05,-0.015111688,0.59650499
      5.06,-0.013236204,0.58346702
      5.07,-0.010573329,0.56833604
      5.08,-0.0071006551,0.55107516
      5.09,-0.0027945006,0.53164484
       5.1,0.0023695431,0.51000403
      5.11,0.0084157902,0.48611173
      5.12,0.015367299,0.45992943
      5.13,0.023244328,0.43142431
      5.14,0.032062174,0.40057382
      5.15,0.041828286,0.36737184
      5.16,0.052538519,0.33183671
      5.17,0.064172493,0.29402131
      5.18,0.076688166,0.25402484
      5.19,0.090016031,0.21200544
       5.2,0.10405378,0.16819198
      5.21,0.11866269,0.12289192
      5.22,0.13366746,0.076491941
      5.23,0.14886077,0.029447978
      5.24,0.16401326,-0.017736364
      5.25,0.17888787,-0.064540998
      5.26,0.19325591,-0.11046437
      5.27,0.20691155,-0.15505488
      5.28, 0.2196818,-0.19793234
      5.29,0.23143066,-0.23879687
       5.3,0.24205827,-0.27742651
      5.31,0.25149665,-0.31366784
      5.32,0.25970421,-0.34742358
      5.33,0.26666009,-0.37864022
      5.34,0.27235917,-0.40729692
      5.35,0.27680764,-0.43339597
      5.36,0.28001946,-0.45695494
      5.37,0.28201343,-0.47800049
      5.38,0.28281112,-0.49656383
      5.39, 0.2824353,-0.51267759
       5.4,0.28090893,-0.52637358
      5.41,0.27825437,-0.53768134
      5.42,0.27449284,-0.54662707
      5.43,0.26964401,-0.55323296
      5.44,0.26372577,-0.55751676
      5.45,0.25675403,-0.55949161
      5.46,0.24874261,-0.55916592
      5.47,0.23970318,-0.55654343
      5.48,0.22964522,-0.55162333
      5.49,0.21857606,-0.5444004
       5.5,0.20650091,-0.53486537
      5.51,0.19342303,-0.5230054
      5.52,0.17934395,-0.50880471
      5.53,0.16426387,-0.49224556
      5.54,0.14818215,-0.47330962
      5.55,0.13109814,-0.45197978
      5.56,0.11301224,-0.42824275
      5.57,0.093927479,-0.4020925
      5.58,0.07385151,-0.37353493
      5.59,0.052799341,-0.34259392
       5.6,0.030796704,-0.30931885
      5.61,0.0078841332,-0.27379366
      5.62,-0.015878451,-0.23614698
      5.63,-0.040407089,-0.19656241
      5.64,-0.065589819,-0.15528712
      5.65,-0.091284505,-0.11263647
      5.66,-0.11731965,-0.068991929
      5.67,-0.14349916,-0.024790143
      5.68,-0.16961116,0.019497064
      5.69,-0.19543993,0.063389536
       5.7,-0.22077875,0.10642774
      5.71,-0.24544121,0.14819811
      5.72,-0.2692688,0.18835025
      5.73,-0.29213415,0.22660419
      5.74,-0.31394028,0.26274873
      5.75,-0.33461725,0.29663409
      5.76,-0.35411767,0.32816175
      5.77,-0.37241199,0.35727396
      5.78,-0.3894842,0.38394396
      5.79,-0.40532803,0.40816744
       5.8,-0.41994378,0.42995539
      5.81,-0.43333589,0.44932838
      5.82,-0.44551096,0.46631221
      5.83,-0.45647648,0.48093478
      5.84,-0.46623984,0.49322382
      5.85,-0.47480764,0.50320522
      5.86,-0.48218525,0.51090189
      5.87,-0.48837646,0.51633293
      5.88,-0.4933833,0.51951311
      5.89,-0.49720593,0.52045247
       5.9,-0.49984256,0.51915619
      5.91,-0.5012895,0.51562447
      5.92,-0.50154114,0.50985257
      5.93,-0.50059005,0.50183091
      5.94,-0.49842715,0.49154537
      5.95,-0.49504187,0.47897776
      5.96,-0.49042255,0.46410654
      5.97,-0.48455686,0.44690784
      5.98,-0.47743245, 0.4273569
      5.99,-0.46903795,0.40543026
         6,-0.45936421, 0.3811086
      6.01,-0.4484061,0.35438078
      6.02,-0.43616484,0.32524903
      6.03,-0.42265101,0.29373572
      6.04,-0.40788824,0.25989163
      6.05,-0.3919175,0.22380562
      6.06,-0.37480172,0.18561493
      6.07,-0.35663006,0.14551487
      6.08,-0.33752097,0.10376571
      6.09,-0.31762282,0.060694301
       6.1,-0.29711108,0.016687955
      6.11,-0.27618152,-0.027820567
      6.12,-0.25503979,-0.072375925
      6.13,-0.2338892,-0.11652739
      6.14,-0.21291881,-0.15985514
      6.15,-0.19229437,-0.20199065
      6.16,-0.17215307,-0.24262822
      6.17,-0.15260255,-0.28152751
      6.18,-0.13372292,-0.31850923
      6.19,-0.11557049,-0.35344696
       6.2,-0.098182173,-0.38625771
      6.21,-0.081579732,-0.41689249
      6.22,-0.065773688,-0.44532798
      6.23,-0.050766643,-0.47155915
      6.24,-0.03655603,-0.49559335
      6.25,-0.023136266,-0.51744559
      6.26,-0.010500359,-0.53713505
      6.27,0.0013589212,-0.55468253
      6.28,0.01244819,-0.57010862
      6.29,0.02277284,-0.58343235
       6.3,0.032336599,-0.59467023
      6.31,0.041141231,-0.60383556
      6.32,0.049186338,-0.61093798
      6.33,0.056469233,-0.61598316
      6.34,0.062984863,-0.61897256
      6.35,0.068725767,-0.61990328
      6.36,0.073682047,-0.61876794
      6.37,0.077841371,-0.61555458
      6.38,0.081188997,-0.61024661
      6.39,0.083707816,-0.60282282
       6.4,0.085378423,-0.59325738
      6.41,0.086179226,-0.58151998
      6.42,0.086086604, -0.567576
      6.43,0.085075147,-0.5513869
      6.44,0.083118012,-0.53291085
      6.45,0.080187457,-0.5121037
      6.46,0.07625562,-0.48892052
      6.47,0.071295592,-0.46331777
      6.48,0.065282963,-0.43525648
      6.49,0.058197973,-0.40470678
       6.5,0.050028454,-0.3716542
      6.51,0.040773687,-0.33610788
      6.52,0.030449308,-0.29811126
      6.53,0.019093185,-0.25775482
      6.54,0.006771897,-0.2151903
      6.55,-0.0064130332,-0.17064436
      6.56,-0.02032058,-0.12442873
