"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8.signal1","Out8.signal2"
9.34,1,0.084676,1,0,12,12,1,0,0,0,1,0,0.124454,0.084676,1
9.35,1,0.074708,0,0,12,12,1,0,0,0,1,0,0.124454,0.074708,1
9.36,1,0.064733,0,0,12,12,1,0,0,0,1,0,0.124454,0.064733,1
9.37,1,0.054751,0,0,12,12,1,0,0,0,1,0,0.124454,0.054751,1
9.38,1,0.044763,0,0,12,12,1,0,0,0,1,0,0.124454,0.044763,1
9.39,1,0.034771,0,0,12,12,1,0,0,0,1,0,0.124454,0.034771,1
9.4,1,0.024775,0,0,12,12,1,0,0,0,1,0,0.124454,0.024775,1
9.41,1,0.014777,0,0,12,12,1,0,0,0,1,0,0.124454,0.014777,1
9.42,1,0.004778,0,0,12,12,1,0,0,0,1,0,0.124454,0.004778,1
9.43,1,-0.005222,-1,-1,12,12,1,0,0,0,1,0,0.124454,-0.005222,1
9.44,1,-0.015221,-1,-1,12,12,1,0,0,0,1,0,0.124454,-0.015221,1
9.45,1,-0.025219,-1,-1,12,12,1,0,0,0,1,0,0.124454,-0.025219,1
9.46,1,-0.035215,-1,-1,12,12,1,0,0,0,1,0,0.124454,-0.035215,1
9.47,1,-0.045207,-1,-1,12,12,1,0,0,0,1,0,0.124454,-0.045207,1
9.48,1,-0.055194,-1,-1,12,12,1,0,0,0,1,0,0.124454,-0.055194,1
9.49,1,-0.065176,-1,-1,12,12,1,0,0,0,1,0,0.124454,-0.065176,1
9.5,1,-0.075151,-1,-1,12,12,1,0,0,0,1,0,0.124454,-0.075151,1
9.51,1,-0.085119,-2,-1,12,12,1,0,0,0,1,0,0.124454,-0.085119,1
9.52,1,-0.095078,-2,-1,12,12,1,0,0,0,1,0,0.124454,-0.095078,1
9.53,1,-0.105028,-2,-1,12,12,1,0,0,0,1,0,0.124454,-0.105028,1
9.54,1,-0.114967,-2,-1,12,12,1,0,0,0,1,0,0.124454,-0.114967,1
9.55,1,-0.124895,-2,-1,12,12,1,0,0,0,1,0,0.124454,-0.124895,1
9.56,1,-0.13481,-2,-1,12,12,1,0,0,0,1,0,0.124454,-0.13481,1
9.57,1,-0.144712,-2,-1,12,12,1,0,0,0,1,0,0.124454,-0.144712,1
9.58,1,-0.154599,-2,-1,12,12,1,0,0,0,1,0,0.124454,-0.154599,1
9.59,1,-0.164471,-2,-1,12,12,1,0,0,0,1,0,0.124454,-0.164471,1
9.6,1,-0.174327,-3,-1,12,12,1,0,0,0,1,0,0.124454,-0.174327,1
9.61,1,-0.184165,-3,-1,12,12,1,0,0,0,1,0,-0.174327,-0.184165,1
9.62,1,-0.193984,-3,-1,12,12,1,0,0,0,1,0,-0.174327,-0.193984,1
9.63,1,-0.203785,-3,-1,12,12,1,0,0,0,1,0,-0.174327,-0.203785,1
9.64,1,-0.213564,-3,-1,12,12,1,0,0,0,1,0,-0.174327,-0.213564,1
9.65,1,-0.223323,-3,-1,12,12,1,0,0,0,1,0,-0.174327,-0.223323,1
9.66,1,-0.233059,-3,-1,12,12,1,0,0,0,1,0,-0.174327,-0.233059,1
9.67,1,-0.242772,-3,-1,12,12,1,0,0,0,1,0,-0.174327,-0.242772,1
9.68,1,-0.25246,-4,-1,12,12,1,0,0,0,1,0,-0.174327,-0.25246,1
9.69,1,-0.262124,-4,-1,12,12,1,0,0,0,1,0,-0.174327,-0.262124,1
9.7,1,-0.271761,-4,-1,12,12,1,0,0,0,1,0,-0.174327,-0.271761,1
9.71,1,-0.281371,-4,-1,12,12,1,0,0,0,1,0,-0.174327,-0.281371,1
9.72,1,-0.290952,-4,-1,12,12,1,0,0,0,1,0,-0.174327,-0.290952,1
9.73,1,-0.300505,-4,-1,12,12,1,0,0,0,1,0,-0.174327,-0.300505,1
9.74,1,-0.310028,-4,-1,12,12,1,0,0,0,1,0,-0.174327,-0.310028,1
9.75,1,-0.319519,-4,-1,12,12,1,0,0,0,1,0,-0.174327,-0.319519,1
9.76,1,-0.328979,-4,-1,12,12,1,0,0,0,1,0,-0.174327,-0.328979,1
9.77,1,-0.338406,-5,-1,12,12,1,0,0,0,1,0,-0.174327,-0.338406,1
9.78,1,-0.347799,-5,-1,12,12,1,0,0,0,1,0,-0.174327,-0.347799,1
9.79,1,-0.357157,-5,-1,12,12,1,0,0,0,1,0,-0.174327,-0.357157,1
9.8,1,-0.366479,-5,-1,12,12,1,0,0,0,1,0,-0.174327,-0.366479,1
9.81,1,-0.375765,-5,-1,12,12,1,0,0,0,1,0,-0.174327,-0.375765,1
9.82,1,-0.385013,-5,-1,12,12,1,0,0,0,1,0,-0.174327,-0.385013,1
9.83,1,-0.394223,-5,-1,12,12,1,0,0,0,1,0,-0.174327,-0.394223,1
9.84,1,-0.403393,-5,-1,12,12,1,0,0,0,1,0,-0.174327,-0.403393,1
9.85,1,-0.412523,-5,-1,12,12,1,0,0,0,1,0,-0.174327,-0.412523,1
9.86,1,-0.421612,-6,-1,12,12,1,0,0,0,1,0,-0.174327,-0.421612,1
9.87,1,-0.430658,-6,-1,12,12,1,0,0,0,1,0,-0.174327,-0.430658,1
9.88,1,-0.439662,-6,-1,12,12,1,0,0,0,1,0,-0.174327,-0.439662,1
9.89,1,-0.448621,-6,-1,12,12,1,0,0,0,1,0,-0.174327,-0.448621,1
9.9,1,-0.457536,-6,-1,12,12,1,0,0,0,1,0,-0.174327,-0.457536,1
9.91,1,-0.466405,-6,-1,12,12,1,0,0,0,1,0,-0.457536,-0.466405,1
9.92,1,-0.475227,-6,-1,12,12,1,0,0,0,1,0,-0.457536,-0.475227,1
9.93,1,-0.484002,-6,-1,12,12,1,0,0,0,1,0,-0.457536,-0.484002,1
9.94,1,-0.492728,-6,-1,12,12,1,0,0,0,1,0,-0.457536,-0.492728,1
9.95,1,-0.501405,-7,-1,12,12,1,0,0,0,1,0,-0.457536,-0.501405,1
9.96,1,-0.510032,-7,-1,12,12,1,0,0,0,1,0,-0.457536,-0.510032,1
9.97,1,-0.518608,-7,-1,12,12,1,0,0,0,1,0,-0.457536,-0.518608,1
9.98,1,-0.527132,-7,-1,12,12,1,0,0,0,1,0,-0.457536,-0.527132,1
9.99,1,-0.535603,-7,-1,12,12,1,0,0,0,1,0,-0.457536,-0.535603,1
10,1,-0.544021,-7,-1,12,12,1,0,0,0,1,0,-0.457536,-0.544021,1
10.01,1,-0.552384,-7,-1,12,12,1,0,0,0,1,0,-0.457536,-0.552384,1
