      "time",    "UI_pos","Y_Total_Force"
       2.8,0.33498815, 3.4439347
      2.81,0.32554933, 3.3498815
      2.82,0.31607796, 3.2554933
      2.83,0.30657499, 3.1607796
      2.84,0.29704135, 3.0657499
      2.85,0.28747801, 2.9704135
      2.86,0.27788593, 2.8747801
      2.87,0.26826605, 2.7788593
      2.88,0.25861935, 2.6826605
      2.89,0.24894679, 2.5861935
       2.9,0.23924933, 2.4894679
      2.91,0.22952795, 2.3924933
      2.92,0.21978361, 2.2952795
      2.93, 0.2100173, 2.1978361
      2.94,0.20022998,  2.100173
      2.95,0.19042265, 2.0022998
      2.96,0.18059627, 1.9042265
      2.97,0.17075183, 1.8059627
      2.98,0.16089031, 1.7075183
      2.99,0.15101271, 1.6089031
         3,0.14112001, 1.5101271
      3.01,0.13121319, 1.4112001
      3.02,0.12129326, 1.3121319
      3.03,0.11136119, 1.2129326
      3.04,0.10141799, 1.1136119
      3.05,0.091464642, 1.0141799
      3.06,0.081502152,0.91464642
      3.07,0.071531511,0.81502152
      3.08,0.061553717,0.71531511
      3.09,0.051569768,0.61553717
       3.1,0.041580662,0.51569768
      3.11,0.031587398,0.41580662
      3.12,0.021590976,0.31587398
      3.13,0.011592394,0.21590976
      3.14,0.0015926529,0.11592394
      3.15,-0.0084072474,0.015926529
      3.16,-0.018406307,0.084072474
      3.17,-0.028403526,0.18406307
      3.18,-0.038397905,0.28403526
      3.19,-0.048388443,0.38397905
       3.2,-0.058374143,0.48388443
      3.21,-0.068354006,0.58374143
      3.22,-0.078327033,0.68354006
      3.23,-0.088292228,0.78327033
      3.24,-0.098248594,0.88292228
      3.25,-0.10819513,0.98248594
      3.26,-0.11813086, 1.0819513
      3.27,-0.12805476, 1.1813086
      3.28,-0.13796587, 1.2805476
      3.29,-0.14786317, 1.3796587
       3.3,-0.15774569, 1.4786317
      3.31,-0.16761244, 1.5774569
      3.32,-0.17746242, 1.6761244
      3.33,-0.18729466, 1.7746242
      3.34,-0.19710817, 1.8729466
      3.35,-0.20690197, 1.9710817
      3.36,-0.21667508, 2.0690197
      3.37,-0.22642652, 2.1667508
      3.38,-0.23615532, 2.2642652
      3.39,-0.2458605, 2.3615532
       3.4,-0.2555411,  2.458605
      3.41,-0.26519615,  2.555411
      3.42,-0.27482467, 2.6519615
      3.43,-0.28442571, 2.7482467
      3.44,-0.29399831, 2.8442571
      3.45,-0.30354151, 2.9399831
      3.46,-0.31305436, 3.0354151
      3.47,-0.3225359, 3.1305436
      3.48,-0.33198519,  3.225359
      3.49,-0.34140128, 3.3198519
       3.5,-0.35078323, 3.4140128
      3.51,-0.3601301, 3.5078323
      3.52,-0.36944096,  3.601301
      3.53,-0.37871487, 3.6944096
      3.54,-0.38795092, 3.7871487
      3.55,-0.39714817, 3.8795092
      3.56,-0.4063057, 3.9714817
      3.57,-0.41542261,  4.063057
      3.58,-0.42449797, 4.1542261
      3.59,-0.43353088, 4.2449797
       3.6,-0.44252044, 4.3353088
      3.61,-0.45146575, 4.4252044
      3.62,-0.46036591, 4.5146575
      3.63,-0.46922004, 4.6036591
      3.64,-0.47802725, 4.6922004
      3.65,-0.48678665, 4.7802725
      3.66,-0.49549737, 4.8678665
      3.67,-0.50415855, 4.9549737
      3.68,-0.51276931, 5.0415855
      3.69,-0.52132879, 5.1276931
       3.7,-0.52983614, 5.2132879
      3.71,-0.53829051, 5.2983614
      3.72,-0.54669105, 5.3829051
      3.73,-0.55503692, 5.4669105
      3.74,-0.56332728, 5.5503692
      3.75,-0.57156132, 5.6332728
      3.76,-0.5797382, 5.7156132
      3.77,-0.5878571,  5.797382
      3.78,-0.59591722,  5.878571
      3.79,-0.60391775, 5.9591722
       3.8,-0.61185789, 6.0391775
      3.81,-0.61973684, 6.1185789
      3.82,-0.62755382, 6.1973684
      3.83,-0.63530805, 6.2755382
      3.84,-0.64299874, 6.3530805
      3.85,-0.65062514, 6.4299874
      3.86,-0.65818647, 6.5062514
      3.87,-0.66568199, 6.5818647
      3.88,-0.67311093, 6.6568199
      3.89,-0.68047257, 6.7311093
       3.9,-0.68776616, 6.8047257
      3.91,-0.69499097, 6.8776616
      3.92,-0.70214629, 6.9499097
      3.93,-0.70923139, 7.0214629
      3.94,-0.71624557, 7.0923139
      3.95,-0.72318812, 7.1624557
      3.96,-0.73005836, 7.2318812
      3.97,-0.73685559, 7.3005836
      3.98,-0.74357914, 7.3685559
      3.99,-0.75022833, 7.4357914
         4,-0.7568025, 7.5022833
      4.01,-0.76330098,  7.568025
      4.02,-0.76972314, 7.6330098
      4.03,-0.77606833, 7.6972314
      4.04,-0.78233591, 7.7606833
      4.05,-0.78852525, 7.8233591
      4.06,-0.79463575, 7.8852525
      4.07,-0.80066678, 7.9463575
      4.08,-0.80661775, 8.0066678
      4.09,-0.81248805, 8.0661775
       4.1,-0.81827711, 8.1248805
      4.11,-0.82398434, 8.1827711
      4.12,-0.82960917, 8.2398434
      4.13,-0.83515105, 8.2960917
      4.14,-0.8406094, 8.3515105
      4.15,-0.8459837,  8.406094
      4.16,-0.8512734,  8.459837
      4.17,-0.85647797,  8.512734
      4.18,-0.8615969, 8.5647797
      4.19,-0.86662967,  8.615969
       4.2,-0.87157577, 8.6662967
      4.21,-0.87643472, 8.7157577
      4.22,-0.88120603, 8.7643472
      4.23,-0.88588921, 8.8120603
      4.24,-0.89048381, 8.8588921
      4.25,-0.89498936, 8.9048381
      4.26,-0.89940541, 8.9498936
      4.27,-0.90373152, 8.9940541
      4.28,-0.90796726, 9.0373152
      4.29,-0.9121122, 9.0796726
       4.3,-0.91616594,  9.121122
      4.31,-0.92012805, 9.1616594
      4.32,-0.92399816, 9.2012805
      4.33,-0.92777586, 9.2399816
      4.34,-0.93146079, 9.2777586
      4.35,-0.93505258, 9.3146079
      4.36,-0.93855086, 9.3505258
      4.37,-0.94195528, 9.3855086
      4.38,-0.94526551, 9.4195528
      4.39,-0.94848122, 9.4526551
       4.4,-0.95160207, 9.4848122
      4.41,-0.95462777, 9.5160207
      4.42,-0.95755801, 9.5462777
      4.43,-0.96039249, 9.5755801
      4.44,-0.96313093, 9.6039249
      4.45,-0.96577306, 9.6313093
      4.46,-0.96831861, 9.6577306
      4.47,-0.97076734, 9.6831861
      4.48,-0.97311898, 9.7076734
      4.49,-0.97537332, 9.7311898
       4.5,-0.97753012, 9.7537332
      4.51,-0.97958916, 9.7753012
      4.52,-0.98155025, 9.7958916
      4.53,-0.98341319, 9.8155025
      4.54,-0.98517778, 9.8341319
      4.55,-0.98684386, 9.8517778
      4.56,-0.98841125, 9.8684386
      4.57,-0.98987981, 9.8841125
      4.58,-0.99124937, 9.8987981
      4.59,-0.99251981, 9.9124937
       4.6, -0.993691, 9.9251981
      4.61,-0.99476283,   9.93691
      4.62,-0.99573517, 9.9476283
      4.63,-0.99660795, 9.9573517
      4.64,-0.99738106, 9.9660795
      4.65,-0.99805444, 9.9738106
      4.66,-0.99862801, 9.9805444
      4.67,-0.99910172, 9.9862801
      4.68,-0.99947552, 9.9910172
      4.69,-0.99974938, 9.9947552
       4.7,-0.99992326, 9.9974938
      4.71,-0.99999715, 9.9992326
      4.72,-0.99997104, 9.9999715
      4.73,-0.99984493, 9.9997104
      4.74,-0.99961884, 9.9984493
      4.75,-0.99929279, 9.9961884
      4.76,-0.99886681, 9.9929279
      4.77,-0.99834094, 9.9886681
      4.78,-0.99771525, 9.9834094
      4.79,-0.99698978, 9.9771525
       4.8,-0.99616461, 9.9698978
      4.81,-0.99523983, 9.9616461
      4.82,-0.99421552, 9.9523983
      4.83,-0.99309179, 9.9421552
      4.84,-0.99186876, 9.9309179
      4.85,-0.99054654, 9.9186876
      4.86,-0.98912526, 9.9054654
      4.87,-0.98760507, 9.8912526
      4.88,-0.98598613, 9.8760507
      4.89,-0.98426858, 9.8598613
       4.9,-0.98245261, 9.8426858
      4.91,-0.9805384, 9.8245261
      4.92,-0.97852613,  9.805384
      4.93,-0.97641601, 9.7852613
      4.94,-0.97420825, 9.7641601
      4.95,-0.97190307, 9.7420825
      4.96,-0.9695007, 9.7190307
      4.97,-0.96700138,  9.695007
      4.98,-0.96440536, 9.6700138
      4.99,-0.9617129, 9.6440536
         5,-0.95892427,  9.617129
      5.01,-0.95603975, 9.5892427
      5.02,-0.95305963, 9.5603975
      5.03,-0.9499842, 9.5305963
      5.04,-0.94681378,  9.499842
      5.05,-0.94354867, 9.4681378
      5.06,-0.94018921, 9.4354867
      5.07,-0.93673573, 9.4018921
      5.08,-0.93318858, 9.3673573
      5.09,-0.92954811, 9.3318858
       5.1,-0.92581468, 9.2954811
      5.11,-0.92198868, 9.2581468
      5.12,-0.91807047, 9.2198868
      5.13,-0.91406047, 9.1807047
      5.14,-0.90995905, 9.1406047
      5.15,-0.90576664, 9.0995905
      5.16,-0.90148366, 9.0576664
      5.17,-0.89711052, 9.0148366
      5.18,-0.89264768, 8.9711052
      5.19,-0.88809557, 8.9264768
       5.2,-0.88345466, 8.8809557
      5.21,-0.87872539, 8.8345466
      5.22,-0.87390826, 8.7872539
      5.23,-0.86900374, 8.7390826
      5.24,-0.86401232, 8.6900374
      5.25,-0.85893449, 8.6401232
      5.26,-0.85377078, 8.5893449
      5.27,-0.84852169, 8.5377078
      5.28,-0.84318774, 8.4852169
      5.29,-0.83776948, 8.4318774
       5.3,-0.83226744, 8.3776948
      5.31,-0.82668218, 8.3226744
      5.32,-0.82101425, 8.2668218
      5.33,-0.81526421, 8.2101425
      5.34,-0.80943266, 8.1526421
      5.35,-0.80352016, 8.0943266
      5.36,-0.7975273, 8.0352016
      5.37,-0.7914547,  7.975273
      5.38,-0.78530295,  7.914547
      5.39,-0.77907267, 7.8530295
       5.4,-0.77276449, 7.7907267
      5.41,-0.76637903, 7.7276449
      5.42,-0.75991693, 7.6637903
      5.43,-0.75337884, 7.5991693
      5.44,-0.74676541, 7.5337884
      5.45,-0.74007731, 7.4676541
      5.46,-0.7333152, 7.4007731
      5.47,-0.72647976,  7.333152
      5.48,-0.71957167, 7.2647976
      5.49,-0.71259163, 7.1957167
       5.5,-0.70554033, 7.1259163
      5.51,-0.69841847, 7.0554033
      5.52,-0.69122677, 6.9841847
      5.53,-0.68396595, 6.9122677
      5.54,-0.67663674, 6.8396595
      5.55,-0.66923986, 6.7663674
      5.56,-0.66177605, 6.6923986
      5.57,-0.65424608, 6.6177605
      5.58,-0.64665067, 6.5424608
      5.59,-0.6389906, 6.4665067
       5.6,-0.63126664,  6.389906
      5.61,-0.62347955, 6.3126664
      5.62,-0.61563011, 6.2347955
      5.63,-0.6077191, 6.1563011
      5.64,-0.59974733,  6.077191
      5.65,-0.59171558, 5.9974733
      5.66,-0.58362466, 5.9171558
      5.67,-0.57547538, 5.8362466
      5.68,-0.56726855, 5.7547538
      5.69, -0.559005, 5.6726855
       5.7,-0.55068554,   5.59005
      5.71,-0.54231102, 5.5068554
      5.72,-0.53388227, 5.4231102
      5.73,-0.52540013, 5.3388227
      5.74,-0.51686544, 5.2540013
      5.75,-0.50827908, 5.1686544
      5.76,-0.49964188, 5.0827908
      5.77,-0.49095472, 4.9964188
      5.78,-0.48221847, 4.9095472
      5.79, -0.473434, 4.8221847
       5.8,-0.46460218,   4.73434
      5.81,-0.4557239, 4.6460218
      5.82,-0.44680005,  4.557239
      5.83,-0.43783152, 4.4680005
      5.84,-0.42881921, 4.3783152
      5.85,-0.41976402, 4.2881921
      5.86,-0.41066685, 4.1976402
      5.87,-0.40152861, 4.1066685
      5.88,-0.39235022, 4.0152861
      5.89,-0.3831326, 3.9235022
       5.9,-0.37387666,  3.831326
      5.91,-0.36458334, 3.7387666
      5.92,-0.35525356, 3.6458334
      5.93,-0.34588825, 3.5525356
      5.94,-0.33648836, 3.4588825
      5.95,-0.32705481, 3.3648836
      5.96,-0.31758857, 3.2705481
      5.97,-0.30809056, 3.1758857
      5.98,-0.29856174, 3.0809056
      5.99,-0.28900307, 2.9856174
         6,-0.2794155, 2.8900307
      6.01,-0.26979998,  2.794155
      6.02,-0.26015749, 2.6979998
      6.03,-0.25048898, 2.6015749
      6.04,-0.24079543, 2.5048898
      6.05,-0.23107779, 2.4079543
