"time","accelPedal","k15","prnd","nAtIn","nAtOut"
32.2,0,1,3,303.11367,265.24097
32.21,0,1,3,296.77518,259.69445
32.22,0,1,3,290.45333,254.16248
32.23,0,1,3,284.13321,248.63204
32.24,0,1,3,277.81663,243.10469
32.25,0,1,3,271.50344,237.58029
32.26,0,1,3,265.1924,232.05779
32.27,0,1,3,258.88284,226.53658
32.28,0,1,3,252.57463,221.01656
32.29,0,1,3,246.26786,215.49779
32.3,0,1,3,239.9626,209.98034
32.31,0,1,3,233.6589,204.46426
32.32,0,1,3,227.35677,198.94956
32.33,0,1,3,221.05622,193.43623
32.34,0,1,3,214.75726,187.9243
32.35,0,1,3,208.45989,182.41375
32.36,0,1,3,202.1641,176.9046
32.37,0,1,3,195.86991,171.39684
32.38,0,1,3,189.57731,165.89047
32.39,0,1,3,183.28632,160.38551
32.4,0,1,3,176.99693,154.88195
32.41,0,1,3,170.68916,149.36231
32.42,0,1,3,164.38362,143.84462
32.43,0,1,3,158.08848,138.33603
32.44,0,1,3,151.79985,132.83313
32.45,0,1,3,145.51304,127.33184
32.46,0,1,3,139.22622,121.83052
32.47,0,1,3,132.93913,116.32898
32.48,0,1,3,126.65198,110.82738
32.49,0,1,3,120.36492,105.32586
32.5,0,1,3,114.078,99.824464
32.51,0,1,3,107.79125,94.323215
32.52,0,1,3,101.50465,88.822094
32.53,0,1,3,95.218169,83.321084
32.54,0,1,3,88.931865,77.820226
32.55,0,1,3,82.650258,72.323477
32.56,0,1,3,76.377024,66.834056
32.57,0,1,3,70.11185,61.351688
32.58,0,1,3,63.854478,55.876147
32.59,0,1,3,57.604805,50.407342
32.6,0,1,3,51.362802,44.945249
32.61,0,1,3,45.128437,39.489841
32.62,0,1,3,38.901687,34.041095
32.63,0,1,3,32.682523,28.598988
32.64,0,1,3,26.470921,23.163497
32.65,0,1,3,20.266851,17.734599
32.66,0,1,3,14.070288,12.312268
32.67,0,1,3,7.8812033,6.8964822
32.68,0,1,3,1.6995793,1.4872245
32.69,0,1,3,16.089888,3.8577172
32.7,0,1,3,8.1792805,1.9610672
32.71,0,1,3,-1.8976458e-009,-1.0668883e-009
32.72,0,1,3,-1.8976431e-009,-1.0668881e-009
32.73,0,1,3,-1.8976495e-009,-1.0668887e-009
32.74,0,1,3,-1.8976507e-009,-1.0668888e-009
32.75,0,1,3,-1.8976511e-009,-1.0668888e-009
32.76,0,1,3,-1.8976522e-009,-1.0668888e-009
32.77,0,1,3,-1.8976526e-009,-1.0668888e-009
32.78,0,1,3,-1.8976527e-009,-1.0668888e-009
32.79,0,1,3,-1.8976533e-009,-1.0668888e-009
32.8,0,1,3,-1.897654e-009,-1.0668888e-009
32.81,0,1,3,-1.8976542e-009,-1.0668888e-009
32.82,0,1,3,-1.8976543e-009,-1.0668888e-009
32.83,0,1,3,-1.8976547e-009,-1.0668888e-009
32.84,0,1,3,-1.8976549e-009,-1.0668888e-009
32.85,0,1,3,-1.8976549e-009,-1.0668888e-009
32.86,0,1,3,-1.8976553e-009,-1.0668888e-009
32.87,0,1,3,-1.8976558e-009,-1.0668888e-009
32.88,0,1,3,-1.8976559e-009,-1.0668888e-009
32.89,0,1,3,-1.897656e-009,-1.0668888e-009
32.9,0,1,3,-1.8976564e-009,-1.0668888e-009
32.91,0,1,3,-1.8976565e-009,-1.0668888e-009
32.92,0,1,3,-1.8976565e-009,-1.0668888e-009
32.93,0,1,3,-1.8976569e-009,-1.0668888e-009
32.94,0,1,3,-1.8976573e-009,-1.0668888e-009
32.95,0,1,3,-1.8976575e-009,-1.0668888e-009
32.96,0,1,3,-1.8976575e-009,-1.0668888e-009
32.97,0,1,3,-1.8976579e-009,-1.0668888e-009
32.98,0,1,3,-1.897658e-009,-1.0668888e-009
32.99,0,1,3,-1.897658e-009,-1.0668888e-009
33,0,1,3,-1.8976584e-009,-1.0668888e-009
33.01,0,1,3,-1.8976588e-009,-1.0668888e-009
33.02,0,1,3,-1.8976589e-009,-1.0668888e-009
33.03,0,1,3,-1.897659e-009,-1.0668888e-009
33.04,0,1,3,-1.8976593e-009,-1.0668888e-009
33.05,0,1,3,-1.8976597e-009,-1.0668888e-009
33.06,0,1,3,-1.8976598e-009,-1.0668888e-009
33.07,0,1,3,-1.8976599e-009,-1.0668888e-009
33.08,0,1,3,-1.8976602e-009,-1.0668888e-009
33.09,0,1,3,-1.8976603e-009,-1.0668888e-009
33.1,0,1,3,-1.8976603e-009,-1.0668888e-009
33.11,0,1,3,-1.8976606e-009,-1.0668888e-009
33.12,0,1,3,-1.897661e-009,-1.0668888e-009
33.13,0,1,3,-1.8976611e-009,-1.0668888e-009
33.14,0,1,3,-1.8976611e-009,-1.0668888e-009
33.15,0,1,3,-1.8976614e-009,-1.0668888e-009
33.16,0,1,3,-0.46665647,-0.30678342
33.17,0,1,3,-1.4640311,-0.96246487
33.18,0,1,3,-1.7249054,-1.1339656
33.19,0,1,3,-1.7603161,-1.1572448
33.2,0,1,3,-0.42553462,-0.27974961
33.21,0,1,3,-0.0521822,-0.034304964
33.22,0,1,3,0.0018775441,0.0012343116
33.23,0,1,3,0.0029062216,0.0019105718
33.24,0,1,3,0.0011374718,0.00074778258
33.25,0,1,3,0.00060812777,0.00039978788
33.26,0,1,3,0.00052757681,0.00034683319
33.27,0,1,3,0.00050440338,0.00033159883
33.28,0,1,3,0.00049367584,0.00032454647
33.29,0,1,3,0.00048631266,0.00031970586
33.3,0,1,3,0.00047761366,0.00031398708
33.31,0,1,3,0.00046878598,0.0003081837
33.32,0,1,3,0.00046010431,0.0003024763
33.33,0,1,3,0.00045163523,0.00029690867
33.34,0,1,3,0.00044333194,0.00029145002
33.35,0,1,3,0.00043518241,0.00028609246
33.36,0,1,3,0.00042718259,0.00028083332
33.37,0,1,3,0.00041932925,0.00027567047
33.38,0,1,3,0.00041161906,0.00027060174
33.39,0,1,3,0.00040405171,0.00026562691
33.4,0,1,3,0.00039662231,0.00026074276
33.41,0,1,3,0.00038933066,0.00025594918
33.42,0,1,3,0.00038217258,0.0002512434
33.43,0,1,3,0.00037514586,0.00024662399
33.44,0,1,3,0.00036824769,0.00024208908
33.45,0,1,3,0.00036147639,0.00023763758
33.46,0,1,3,0.00035482975,0.00023326803
33.47,0,1,3,0.00034830506,0.00022897865
33.48,0,1,3,0.00034190043,0.0002247682
33.49,0,1,3,0.00033561337,0.00022063504
33.5,0,1,3,0.0003294426,0.00021657832
33.51,0,1,3,0.00032338451,0.00021259569
33.52,0,1,3,0.0003174374,0.00020868602
33.53,0,1,3,0.00031160056,0.00020484884
33.54,0,1,3,0.00030586902,0.00020108088
33.55,0,1,3,0.00030024343,0.00019738258
33.56,0,1,3,0.00029472267,0.00019375319
