    "time","Cntrl_PI_1.s_out.signal[1]","Cntrl_PI_1.s_set.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_out.signal[1]","Cntrl_PI_2.s_set.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_out.signal[1]","Cntrl_PI_3.s_set.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_out.signal[1]","Cntrl_PI_4.s_set.signal[1]","Cntrl_PI_4.s_var.signal[1]","Flash_1.Q","Flash_1.fl_in.W"
        42, 0.7190403,         1,0.99999991, 39.289097,      0.45,0.45003523, 45.164697,        30,        30,  25.00149,         3, 3.0000004,      1000,        40
        43, 0.7190393,         1, 0.9999999, 39.287676,      0.45,0.45002454, 45.164709,        30,        30, 25.001501,         3, 3.0000008,      1000,        40
        44,0.71903821,         1, 0.9999999, 39.286279,      0.45,0.45001586, 45.164712,        30,        30, 25.001503,         3, 3.0000004,      1000,        40
        45,0.71903716,         1, 0.9999999, 39.284993,      0.45, 0.4500091, 45.164713,        30,        30, 25.001498,         3, 2.9999998,      1000,        40
        46,0.71903625,         1, 0.9999999, 39.283868,      0.45,0.45000405, 45.164714,        30,        30, 25.001489,         3, 2.9999994,      1000,        40
        47, 0.7190355,         1,0.99999992, 39.282926,      0.45,0.45000047, 45.164717,        30,        30, 25.001481,         3, 2.9999992,      1000,        40
        48,0.71903489,         1,0.99999993,  39.28217,      0.45,0.44999811,  45.16472,        30,        30, 25.001474,         3, 2.9999993,      1000,        40
        49,0.71903438,         1,0.99999994, 39.281587,      0.45,0.44999669, 45.164725,        30,        30,  25.00147,         3, 2.9999995,      1000,        40
        50,0.71903394,         1,0.99999995, 39.281158,      0.45,  0.449996, 45.164728,        30,        30, 25.001467,         3, 2.9999997,      1000,        40
        51,0.71903354,      0.95,0.99999996, 39.280861,      0.45,0.44999583, 45.164732,        30,        30, 25.001465,         3, 2.9999998,      1000,        40
        52,         1,      0.95, 0.9835874, 39.125176,      0.45,0.44952846, 52.149091,        30, 30.025541, 29.550119,         3, 3.2723376,      1000,        40
        53,         1,      0.95,0.96924487, 39.011025,      0.45,0.44927102, 52.055376,        30, 30.008791, 31.466554,         3, 3.2110495,      1000,        40
        54,         1,      0.95,0.95669939, 38.932306,      0.45,0.44916695, 51.950372,        30, 30.002569, 32.057665,         3, 3.1111735,      1000,        40
        55,0.95488704,      0.95,0.94624149, 38.888024,      0.45,0.44918669, 50.865921,        30, 29.992184, 32.026706,         3, 3.0336823,      1000,        40
        56,0.85065417,      0.95,0.94217385, 38.915885,      0.45,0.44942182, 48.329269,        30, 29.981309, 30.605978,         3, 2.9170716,      1000,        40
        57,0.78715174,      0.95,0.94336017, 38.992937,      0.45, 0.4497608, 46.643376,        30, 29.983084,  28.70774,         3, 2.8499364,      1000,        40
        58,0.76921785,      0.95,0.94662699,  39.07863,      0.45,0.45006264, 46.152271,        30, 29.991238,  27.25107,         3, 2.8565922,      1000,        40
        59,0.78081684,      0.95,  0.949589, 39.146158,      0.45,  0.450254, 46.487985,        30, 29.999167,  26.64253,         3, 2.9133148,      1000,        40
        60,0.80209224,      0.95, 0.9511992, 39.186633,      0.45, 0.4503289, 47.079606,        30, 30.003438, 26.780751,         3,  2.979775,      1000,        40
        61,0.81942717,      0.95,0.95149566, 39.204002,      0.45,0.45032081, 47.547431,        30, 30.004104, 27.269512,         3, 3.0241194,      1000,        40
        62,0.82779879,      0.95,0.95103242, 39.207347,      0.45, 0.4502723, 47.768058,        30, 30.002778, 27.734094,         3, 3.0374345,      1000,        40
        63,0.82842441,      0.95,0.95038845, 39.205032,      0.45,0.45021582, 47.782624,        30, 30.001033, 27.997456,         3, 3.0292558,      1000,        40
        64,0.82502959,      0.95,0.94991769, 39.202085,      0.45,0.45016783,  47.69155,        30, 29.999776, 28.059184,         3, 3.0138029,      1000,        40
        65,0.82105438,      0.95, 0.9497221, 39.200259,      0.45,0.45013195, 47.585532,        30, 29.999257, 28.000009,         3,   3.00096,      1000,        40
        66, 0.8184094,      0.95,0.94973928, 39.199307,      0.45,0.45010518, 47.515166,        30, 29.999305, 27.906294,         3, 2.9944166,      1000,        40
        67,0.81748349,      0.95,0.94985361, 39.198368,      0.45,0.45008325, 47.490815,        30, 29.999612, 27.833044,         3, 2.9935029,      1000,        40
        68,0.81777131,      0.95,0.94996865, 39.196805,      0.45, 0.4500634, 47.498854,        30,  29.99992,  27.79941,         3, 2.9956868,      1000,        40
        69,0.81853273,      0.95, 0.9500374, 39.194497,      0.45, 0.4500449, 47.519381,        30, 30.000102, 27.798717,         3, 2.9984994,      1000,        40
        70,0.81921676,      0.95,0.95005575, 39.191716,      0.45,0.45002835, 47.537671,        30,  30.00015, 27.814401,         3, 3.0004818,      1000,        40
        71,0.81958549,      0.95,0.95004208, 39.188876,      0.45,0.45001463, 47.547453,        30, 30.000112,   27.8317,         3, 3.0012531,      1000,        40
        72,0.81965192,      0.95,0.95001842, 39.186327,      0.45,0.45000429, 47.549151,        30, 30.000049, 27.842765,         3, 3.0011242,      1000,        40
        73,0.81954397,      0.95,0.94999936, 39.184258,      0.45,0.44999728, 47.546218,        30, 29.999998, 27.846351,         3, 3.0006072,      1000,        40
        74,0.81939366,      0.95,0.94999024, 39.182706,      0.45,0.44999311, 47.542187,        30, 29.999974, 27.844818,         3, 3.0001076,      1000,        40
        75,0.81928325,      0.95,0.94998969, 39.181608,      0.45,0.44999105, 47.539245,        30, 29.999972, 27.841387,         3, 2.9998184,      1000,        40
        76,0.81923708,      0.95,0.94999359, 39.180864,      0.45,0.44999044, 47.538027,        30, 29.999983, 27.838408,         3, 2.9997495,      1000,        40
        77, 0.8192412,      0.95, 0.9499981, 39.180377,      0.45,0.44999071, 47.538151,        30, 29.999995, 27.836855,         3, 2.9998168,      1000,        40
        78,0.81926809,      0.95,0.95000109, 39.180072,      0.45,0.44999148, 47.538877,        30, 30.000003, 27.836621,         3, 2.9999233,      1000,        40
        79,0.81929576,      0.95,0.95000215, 39.179902,      0.45,0.44999252, 47.539618,        30, 30.000006, 27.837136,         3, 3.0000073,      1000,        40
        80,0.81931137,      0.95,0.95000174, 39.179842,      0.45,0.44999367, 47.540033,        30, 30.000005, 27.837802,         3, 3.0000422,      1000,        40
        81,0.81931652,      0.95,0.95000092, 39.179847,      0.45,0.44999484, 47.540168,        30, 30.000002, 27.838281,         3,  3.000045,      1000,        40
        82,0.81931343,      0.95,0.95000019, 39.179912,      0.45,0.44999594, 47.540084,        30,        30, 27.838451,         3,  3.000028,      1000,        40
        83,0.81930847,      0.95,0.94999975, 39.180003,      0.45,0.44999695, 47.539951,        30, 29.999999, 27.838455,         3, 3.0000097,      1000,        40
        84,0.81930396,      0.95,0.94999962, 39.180113,      0.45,0.44999784,  47.53983,        30, 29.999999, 27.838353,         3, 2.9999966,      1000,        40
        85,0.81930181,      0.95,0.94999972, 39.180225,      0.45,0.44999855, 47.539773,        30, 29.999999, 27.838244,         3, 2.9999924,      1000,        40
        86,0.81930121,      0.95,0.94999987, 39.180332,      0.45,0.44999913, 47.539758,        30,        30, 27.838171,         3, 2.9999927,      1000,        40
        87,0.81930185,      0.95,0.94999998, 39.180425,      0.45,0.44999956, 47.539776,        30,        30, 27.838149,         3, 2.9999958,      1000,        40
        88, 0.8193027,      0.95,0.95000005, 39.180505,      0.45,0.44999988, 47.539799,        30,        30, 27.838153,         3, 2.9999988,      1000,        40
        89,0.81930341,      0.95,0.95000006, 39.180571,      0.45, 0.4500001, 47.539818,        30,        30, 27.838171,         3, 3.0000008,      1000,        40
        90,0.81930371,      0.95,0.95000004,  39.18062,      0.45,0.45000023, 47.539826,        30,        30, 27.838189,         3, 3.0000013,      1000,        40
        91,0.81930376,      0.95,0.95000002,  39.18066,      0.45,0.45000031, 47.539827,        30,        30,   27.8382,         3, 3.0000012,      1000,        40
        92,0.81930364,      0.95,      0.95, 39.180686,      0.45,0.45000033, 47.539824,        30,        30, 27.838202,         3, 3.0000006,      1000,        40
        93,0.81930349,      0.95,0.94999999, 39.180706,      0.45,0.45000033,  47.53982,        30,        30, 27.838201,         3, 3.0000001,      1000,        40
        94,0.81930339,      0.95,0.94999999, 39.180717,      0.45, 0.4500003, 47.539817,        30,        30, 27.838198,         3, 2.9999999,      1000,        40
        95,0.81930334,      0.95,0.94999999, 39.180724,      0.45,0.45000027, 47.539816,        30,        30, 27.838195,         3, 2.9999998,      1000,        40
        96,0.81930333,      0.95,      0.95, 39.180727,      0.45,0.45000023, 47.539816,        30,        30, 27.838193,         3, 2.9999998,      1000,        40
        97,0.81930335,      0.95,      0.95, 39.180726,      0.45,0.45000019, 47.539816,        30,        30, 27.838193,         3, 2.9999999,      1000,        40
        98,0.81930337,      0.95,      0.95, 39.180724,      0.45,0.45000015, 47.539817,        30,        30, 27.838193,         3,         3,      1000,        40
        99,0.81930339,      0.95,      0.95, 39.180721,      0.45,0.45000011, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       100,0.81930339,      0.95,      0.95, 39.180717,      0.45,0.45000008, 47.539818,        30,        30, 27.838194,         3,         3,      1000,        40
       101,0.81930339,      0.95,      0.95, 39.180713,       0.5,0.45000006, 47.539818,        30,        30, 27.838194,         3,         3,      1000,        40
       102,0.81930439,      0.95,0.95000003, 27.364076,       0.5,0.46867117, 47.539844,        30,        30, 27.838213,         3, 3.0000011,      1000,        40
       103,0.81930382,      0.95,0.94999997, 30.261707,       0.5,0.48308707, 47.539828,        30,        30, 27.838215,         3, 3.0000004,      1000,        40
       104,0.81930327,      0.95,0.94999996, 32.774433,       0.5,0.49372338, 47.539814,        30,        30, 27.838205,         3, 2.9999995,      1000,        40
       105,0.81930295,      0.95,0.94999997, 34.863185,       0.5,0.50115102, 47.539806,        30,        30, 27.838193,         3, 2.9999991,      1000,        40
       106,0.81930288,      0.95,0.94999998, 36.531107,       0.5, 0.5059612, 47.539804,        30,        30, 27.838185,         3, 2.9999992,      1000,        40
       107,0.81930298,      0.95,      0.95,  37.80879,       0.5,0.50872238, 47.539807,        30,        30, 27.838182,         3, 2.9999995,      1000,        40
       108,0.81930314,      0.95,0.95000001, 38.743079,       0.5,  0.509949, 47.539811,        30,        30, 27.838184,         3,         3,      1000,        40
       109,0.81930329,      0.95,0.95000001, 39.387741,       0.5,0.51008054, 47.539815,        30,        30, 27.838188,         3, 3.0000002,      1000,        40
       110,0.81930338,      0.95,0.95000001, 39.798022,       0.5,0.50948268, 47.539818,        30,        30, 27.838191,         3, 3.0000003,      1000,        40
       111,0.81930342,      0.95,0.95000001, 40.026203,       0.5,0.50844544, 47.539819,        30,        30, 27.838194,         3, 3.0000003,      1000,        40
       112,0.81930342,      0.95,      0.95, 40.119046,       0.5,0.50718944, 47.539819,        30,        30, 27.838195,         3, 3.0000002,      1000,        40
       113, 0.8193034,      0.95,      0.95, 40.116526,       0.5, 0.5058747, 47.539818,        30,        30, 27.838195,         3, 3.0000001,      1000,        40
       114,0.81930338,      0.95,      0.95,  40.05138,       0.5,0.50461038, 47.539818,        30,        30, 27.838195,         3,         3,      1000,        40
       115,0.81930337,      0.95,      0.95, 39.949409,       0.5,0.50346494, 47.539817,        30,        30, 27.838195,         3,         3,      1000,        40
       116,0.81930338,      0.95,      0.95, 39.830001,       0.5,0.50247538, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       117,0.81930338,      0.95,      0.95, 39.707338,       0.5,0.50165578, 47.539818,        30,        30, 27.838194,         3,         3,      1000,        40
       118,0.81930339,      0.95,      0.95,  39.59078,       0.5,0.50100375, 47.539818,        30,        30, 27.838194,         3,         3,      1000,        40
       119,0.81930339,      0.95,      0.95, 39.486211,       0.5,0.50050622, 47.539818,        30,        30, 27.838195,         3,         3,      1000,        40
       120,0.81930339,      0.95,      0.95, 39.396608,       0.5,0.50014424, 47.539818,        30,        30, 27.838195,         3,         3,      1000,        40
       121,0.81930339,      0.95,      0.95, 39.322945,       0.5,0.49989609, 47.539818,        30,        30, 27.838195,         3,         3,      1000,        40
       122,0.81930339,      0.95,      0.95, 39.264781,       0.5,0.49973975, 47.539818,        30,        30, 27.838195,         3,         3,      1000,        40
       123,0.81930338,      0.95,      0.95, 39.220772,       0.5,0.49965448, 47.539818,        30,        30, 27.838195,         3,         3,      1000,        40
       124,0.81930338,      0.95,      0.95, 39.189072,       0.5, 0.4996218, 47.539818,        30,        30, 27.838194,         3,         3,      1000,        40
       125,0.81930338,      0.95,      0.95,  39.16763,       0.5,0.49962597, 47.539818,        30,        30, 27.838194,         3,         3,      1000,        40
       126,0.81930338,      0.95,      0.95, 39.154367,       0.5,0.49965395, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       127,0.81930338,      0.95,      0.95, 39.147418,       0.5, 0.4996959, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       128,0.81930338,      0.95,      0.95,   39.1451,       0.5, 0.4997442, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       129,0.81930338,      0.95,      0.95, 39.145992,       0.5, 0.4997934, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       130,0.81930338,      0.95,      0.95, 39.148937,       0.5,0.49983984, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       131,0.81930338,      0.95,      0.95, 39.153034,       0.5,0.49988133, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       132,0.81930338,      0.95,      0.95, 39.157613,       0.5,0.49991672, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       133,0.81930338,      0.95,      0.95, 39.162198,       0.5,0.49994569, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       134,0.81930338,      0.95,      0.95, 39.166476,       0.5,0.49996847, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       135,0.81930338,      0.95,      0.95,  39.17026,       0.5,0.49998562, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       136,0.81930338,      0.95,      0.95, 39.173462,       0.5, 0.4999979, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       137,0.81930338,      0.95,      0.95, 39.176063,       0.5,0.50000613, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       138,0.81930338,      0.95,      0.95, 39.178092,       0.5,0.50001113, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       139,0.81930338,      0.95,      0.95, 39.179605,       0.5,0.50001368, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       140,0.81930338,      0.95,      0.95, 39.180677,       0.5,0.50001442, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       141,0.81930338,      0.95,      0.95, 39.181384,       0.5,0.50001393, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       142,0.81930338,      0.95,      0.95, 39.181803,       0.5,0.50001266, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       143,0.81930338,      0.95,      0.95, 39.182004,       0.5,0.50001097, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       144,0.81930338,      0.95,      0.95, 39.182048,       0.5,0.50000911, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       145,0.81930338,      0.95,      0.95, 39.181984,       0.5,0.50000726, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       146,0.81930338,      0.95,      0.95, 39.181855,       0.5,0.50000555, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       147,0.81930338,      0.95,      0.95, 39.181692,       0.5,0.50000405, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       148,0.81930338,      0.95,      0.95, 39.181516,       0.5,0.50000278, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       149,0.81930338,      0.95,      0.95, 39.181345,       0.5,0.50000176, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       150,0.81930338,      0.95,      0.95, 39.181188,       0.5,0.50000097, 47.539817,        30,        30, 27.838194,         3,         3,      1000,        40
       151,0.81930338,      0.95,      0.95, 39.181051,       0.5,0.50000038, 47.539817,        35,        30, 27.838194,         3,         3,      1000,        40
       152,0.81930338,      0.95,      0.95, 39.180937,       0.5,0.49999997, 37.087527,        35, 34.961295, 28.022854,         3, 3.0107853,      1000,        40
       153,0.81930338,      0.95,      0.95, 39.180846,       0.5, 0.4999997, 37.043819,        35, 34.985508, 28.077153,         3, 3.0069478,      1000,        40
       154,0.81930338,      0.95,      0.95, 39.180775,       0.5,0.49999954, 37.027465,        35, 34.994575, 28.074229,         3, 3.0022162,      1000,        40
       155,0.81930338,      0.95,      0.95, 39.180724,       0.5,0.49999947, 37.021344,        35, 34.997969, 28.055885,         3, 2.9996381,      1000,        40
       156,0.81930338,      0.95,      0.95, 39.180688,       0.5,0.49999946, 37.019051,        35, 34.999241, 28.039059,         3,  2.998828,      1000,        40
       157,0.81930338,      0.95,      0.95, 39.180665,       0.5,0.49999949, 37.018195,        35, 34.999716, 28.027867,         3, 2.9988905,      1000,        40
       158,0.81930338,      0.95,      0.95, 39.180652,       0.5,0.49999954, 37.017873,        35, 34.999895, 28.021571,         3, 2.9992141,      1000,        40
       159,0.81930338,      0.95,      0.95, 39.180646,       0.5,0.49999961, 37.017754,        35, 34.999961, 28.018429,         3, 2.9995244,      1000,        40
       160,0.81930338,      0.95,      0.95, 39.180646,       0.5,0.49999968, 37.017709,        35, 34.999985, 28.016982,         3, 2.9997404,      1000,        40
       161,0.81930338,      0.95,      0.95, 39.180649,       0.5,0.49999975, 37.017693,        35, 34.999995, 28.016358,         3, 2.9998684,      1000,        40
       162,0.81930338,      0.95,      0.95, 39.180655,       0.5,0.49999981, 37.017687,        35, 34.999998, 28.016092,         3, 2.9999363,      1000,        40
       163,0.81930338,      0.95,      0.95, 39.180661,       0.5,0.49999986, 37.017684,        35, 34.999999, 28.015971,         3, 2.9999696,      1000,        40
       164,0.81930338,      0.95,      0.95, 39.180668,       0.5,0.49999991, 37.017683,        35,        35, 28.015908,         3, 2.9999852,      1000,        40
       165,0.81930338,      0.95,      0.95, 39.180674,       0.5,0.49999994, 37.017683,        35,        35,  28.01587,         3, 2.9999924,      1000,        40
       166,0.81930338,      0.95,      0.95,  39.18068,       0.5,0.49999997, 37.017683,        35,        35, 28.015846,         3, 2.9999958,      1000,        40
       167,0.81930338,      0.95,      0.95, 39.180685,       0.5,0.49999999, 37.017683,        35,        35, 28.015831,         3, 2.9999976,      1000,        40
       168,0.81930338,      0.95,      0.95, 39.180689,       0.5,       0.5, 37.017683,        35,        35, 28.015822,         3, 2.9999985,      1000,        40
       169,0.81930338,      0.95,      0.95, 39.180692,       0.5,0.50000001, 37.017683,        35,        35, 28.015816,         3, 2.9999991,      1000,        40
       170,0.81930338,      0.95,      0.95, 39.180694,       0.5,0.50000002, 37.017683,        35,        35, 28.015813,         3, 2.9999995,      1000,        40
       171,0.81930338,      0.95,      0.95, 39.180696,       0.5,0.50000002, 37.017683,        35,        35, 28.015811,         3, 2.9999997,      1000,        40
       172,0.81930338,      0.95,      0.95, 39.180697,       0.5,0.50000002, 37.017683,        35,        35,  28.01581,         3, 2.9999998,      1000,        40
       173,0.81930338,      0.95,      0.95, 39.180698,       0.5,0.50000002, 37.017683,        35,        35,  28.01581,         3, 2.9999999,      1000,        40
       174,0.81930338,      0.95,      0.95, 39.180698,       0.5,0.50000002, 37.017683,        35,        35,  28.01581,         3,         3,      1000,        40
       175,0.81930338,      0.95,      0.95, 39.180699,       0.5,0.50000001, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       176,0.81930338,      0.95,      0.95, 39.180698,       0.5,0.50000001, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       177,0.81930338,      0.95,      0.95, 39.180698,       0.5,0.50000001, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       178,0.81930338,      0.95,      0.95, 39.180698,       0.5,0.50000001, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       179,0.81930338,      0.95,      0.95, 39.180698,       0.5,       0.5, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       180,0.81930338,      0.95,      0.95, 39.180698,       0.5,       0.5, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       181,0.81930338,      0.95,      0.95, 39.180697,       0.5,       0.5, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       182,0.81930338,      0.95,      0.95, 39.180697,       0.5,       0.5, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       183,0.81930338,      0.95,      0.95, 39.180697,       0.5,       0.5, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       184,0.81930338,      0.95,      0.95, 39.180697,       0.5,       0.5, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       185,0.81930338,      0.95,      0.95, 39.180697,       0.5,       0.5, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       186,0.81930338,      0.95,      0.95, 39.180697,       0.5,       0.5, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       187,0.81930338,      0.95,      0.95, 39.180697,       0.5,       0.5, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
       188,0.81930338,      0.95,      0.95, 39.180697,       0.5,       0.5, 37.017683,        35,        35, 28.015809,         3,         3,      1000,        40
