"time","x","der(x)"
0.364,0.69473994,-0.69473994
0.365,0.6940451,-0.6940451
0.366,0.693351,-0.693351
0.367,0.6926576,-0.6926576
0.368,0.69196486,-0.69196486
0.369,0.6912728,-0.6912728
0.37,0.6905815,-0.6905815
0.371,0.6898908,-0.6898908
0.372,0.6892009,-0.6892009
0.373,0.6885116,-0.6885116
0.374,0.687823,-0.687823
0.375,0.6871351,-0.6871351
0.376,0.6864479,-0.6864479
0.377,0.6857614,-0.6857614
0.378,0.6850756,-0.6850756
0.379,0.6843904,-0.6843904
0.38,0.683706,-0.683706
0.381,0.6830222,-0.6830222
0.382,0.68233913,-0.68233913
0.383,0.6816567,-0.6816567
0.384,0.680975,-0.680975
0.385,0.680294,-0.680294
0.386,0.6796136,-0.6796136
0.387,0.6789339,-0.6789339
0.388,0.6782549,-0.6782549
0.389,0.6775766,-0.6775766
0.39,0.67689896,-0.67689896
0.391,0.67622197,-0.67622197
0.392,0.6755457,-0.6755457
0.393,0.6748701,-0.6748701
0.394,0.6741952,-0.6741952
0.395,0.67352086,-0.67352086
0.396,0.6728473,-0.6728473
0.397,0.6721744,-0.6721744
0.398,0.6715021,-0.6715021
0.399,0.67083055,-0.67083055
0.4,0.6701597,-0.6701597
0.401,0.66948944,-0.66948944
0.402,0.6688199,-0.6688199
0.403,0.668151,-0.668151
0.404,0.6674828,-0.6674828
0.405,0.6668152,-0.6668152
0.406,0.66614836,-0.66614836
0.407,0.66548216,-0.66548216
0.408,0.6648166,-0.6648166
0.409,0.6641517,-0.6641517
0.41,0.6634875,-0.6634875
0.411,0.662824,-0.662824
0.412,0.66216105,-0.66216105
0.413,0.66149884,-0.66149884
0.414,0.6608373,-0.6608373
0.415,0.6601764,-0.6601764
0.416,0.65951616,-0.65951616
0.417,0.6588566,-0.6588566
0.418,0.65819764,-0.65819764
0.419,0.65753937,-0.65753937
0.42,0.65688175,-0.65688175
0.421,0.65622485,-0.65622485
0.422,0.65556854,-0.65556854
0.423,0.6549129,-0.6549129
0.424,0.6542579,-0.6542579
0.425,0.6536036,-0.6536036
0.426,0.6529499,-0.6529499
0.427,0.6522969,-0.6522969
0.428,0.6516445,-0.6516445
0.429,0.6509929,-0.6509929
0.43,0.6503418,-0.6503418
0.431,0.6496914,-0.6496914
0.432,0.64904165,-0.64904165
0.433,0.6483925,-0.6483925
0.434,0.64774406,-0.64774406
0.435,0.6470963,-0.6470963
0.436,0.6464491,-0.6464491
0.437,0.6458026,-0.6458026
0.438,0.64515674,-0.64515674
0.439,0.6445115,-0.6445115
0.44,0.64386696,-0.64386696
0.441,0.643223,-0.643223
0.442,0.64257973,-0.64257973
0.443,0.6419371,-0.6419371
0.444,0.6412951,-0.6412951
0.445,0.6406537,-0.6406537
0.446,0.640013,-0.640013
0.447,0.63937294,-0.63937294
0.448,0.6387335,-0.6387335
0.449,0.63809466,-0.63809466
0.45,0.63745654,-0.63745654
0.451,0.636819,-0.636819
0.452,0.6361821,-0.6361821
0.453,0.6355459,-0.6355459
0.454,0.6349103,-0.6349103
0.455,0.6342753,-0.6342753
0.456,0.63364094,-0.63364094
0.457,0.6330073,-0.6330073
0.458,0.63237417,-0.63237417
0.459,0.63174176,-0.63174176
0.46,0.63110995,-0.63110995
0.461,0.6304788,-0.6304788
0.462,0.62984824,-0.62984824
0.463,0.62921834,-0.62921834
0.464,0.62858903,-0.62858903
0.465,0.6279604,-0.6279604
0.466,0.6273324,-0.6273324
0.467,0.626705,-0.626705
0.468,0.62607825,-0.62607825
0.469,0.6254521,-0.6254521
0.47,0.62482655,-0.62482655
0.471,0.62420166,-0.62420166
0.472,0.6235774,-0.6235774
0.473,0.6229538,-0.6229538
0.474,0.6223308,-0.6223308
0.475,0.6217084,-0.6217084
0.476,0.6210866,-0.6210866
0.477,0.62046546,-0.62046546
0.478,0.6198449,-0.6198449
0.479,0.619225,-0.619225
0.48,0.61860573,-0.61860573
0.481,0.6179871,-0.6179871
0.482,0.617369,-0.617369
0.483,0.6167516,-0.6167516
0.484,0.61613476,-0.61613476
0.485,0.61551857,-0.61551857
0.486,0.61490303,-0.61490303
0.487,0.61428803,-0.61428803
0.488,0.6136737,-0.6136737
0.489,0.61305994,-0.61305994
0.49,0.61244684,-0.61244684
0.491,0.61183435,-0.61183435
0.492,0.61122245,-0.61122245
0.493,0.61061114,-0.61061114
0.494,0.6100005,-0.6100005
0.495,0.60939044,-0.60939044
0.496,0.608781,-0.608781
0.497,0.6081721,-0.6081721
0.498,0.6075639,-0.6075639
0.499,0.6069563,-0.6069563
0.5,0.6063493,-0.6063493
0.501,0.6057429,-0.6057429
0.502,0.60513705,-0.60513705
0.503,0.6045319,-0.6045319
0.504,0.60392725,-0.60392725
0.505,0.6033233,-0.6033233
0.506,0.6027199,-0.6027199
0.507,0.6021171,-0.6021171
0.508,0.60151494,-0.60151494
0.509,0.60091335,-0.60091335
0.51,0.6003124,-0.6003124
0.511,0.599712,-0.599712
0.512,0.5991123,-0.5991123
0.513,0.59851307,-0.59851307
0.514,0.5979145,-0.5979145
0.515,0.59731656,-0.59731656
0.516,0.59671915,-0.59671915
0.517,0.5961224,-0.5961224
0.518,0.5955262,-0.5955262
0.519,0.59493065,-0.59493065
0.52,0.5943356,-0.5943356
0.521,0.59374124,-0.59374124
0.522,0.59314746,-0.59314746
0.523,0.5925542,-0.5925542
0.524,0.5919616,-0.5919616
0.525,0.5913696,-0.5913696
0.526,0.5907782,-0.5907782
0.527,0.5901873,-0.5901873
0.528,0.5895971,-0.5895971
0.529,0.58900744,-0.58900744
0.53,0.58841836,-0.58841836
0.531,0.5878299,-0.5878299
0.532,0.587242,-0.587242
0.533,0.5866547,-0.5866547
0.534,0.586068,-0.586068
0.535,0.5854819,-0.5854819
0.536,0.5848963,-0.5848963
0.537,0.58431137,-0.58431137
0.538,0.583727,-0.583727
0.539,0.58314323,-0.58314323
0.54,0.58256,-0.58256
0.541,0.5819774,-0.5819774
0.542,0.5813954,-0.5813954
0.543,0.58081394,-0.58081394
0.544,0.58023304,-0.58023304
0.545,0.5796528,-0.5796528
0.546,0.5790731,-0.5790731
0.547,0.5784939,-0.5784939
0.548,0.5779154,-0.5779154
0.549,0.5773374,-0.5773374
0.55,0.57676,-0.57676
0.551,0.5761832,-0.5761832
0.552,0.57560694,-0.57560694
0.553,0.5750313,-0.5750313
0.554,0.5744562,-0.5744562
0.555,0.5738817,-0.5738817
0.556,0.57330775,-0.57330775
0.557,0.57273436,-0.57273436
0.558,0.5721616,-0.5721616
0.559,0.57158935,-0.57158935
0.56,0.57101774,-0.57101774
0.561,0.57044667,-0.57044667
0.562,0.56987613,-0.56987613
0.563,0.5693062,-0.5693062
0.564,0.56873685,-0.56873685
0.565,0.56816804,-0.56816804
0.566,0.56759983,-0.56759983
0.567,0.56703216,-0.56703216
0.568,0.5664651,-0.5664651
0.569,0.5658986,-0.5658986
0.57,0.56533265,-0.56533265
0.571,0.56476724,-0.56476724
0.572,0.5642024,-0.5642024
0.573,0.56363815,-0.56363815
0.574,0.56307447,-0.56307447
0.575,0.5625113,-0.5625113
0.576,0.5619488,-0.5619488
0.577,0.56138676,-0.56138676
0.578,0.56082535,-0.56082535
0.579,0.56026447,-0.56026447
0.58,0.5597041,-0.5597041
0.581,0.5591444,-0.5591444
0.582,0.55858517,-0.55858517
0.583,0.55802655,-0.55802655
0.584,0.5574684,-0.5574684
0.585,0.55691093,-0.55691093
0.586,0.5563539,-0.5563539
0.587,0.5557975,-0.5557975
0.588,0.5552417,-0.5552417
0.589,0.5546864,-0.5546864
0.59,0.5541317,-0.5541317
0.591,0.5535775,-0.5535775
0.592,0.5530238,-0.5530238
0.593,0.55247074,-0.55247074
0.594,0.5519182,-0.5519182
0.595,0.55136627,-0.55136627
0.596,0.55081487,-0.55081487
0.597,0.550264,-0.550264
0.598,0.5497137,-0.5497137
0.599,0.5491639,-0.5491639
0.6,0.5486147,-0.5486147
0.601,0.548066,-0.548066
0.602,0.5475179,-0.5475179
0.603,0.5469703,-0.5469703
0.604,0.5464233,-0.5464233
0.605,0.5458768,-0.5458768
0.606,0.5453309,-0.5453309
0.607,0.5447855,-0.5447855
0.608,0.54424065,-0.54424065
0.609,0.54369634,-0.54369634
0.61,0.54315263,-0.54315263
0.611,0.5426094,-0.5426094
0.612,0.54206675,-0.54206675
0.613,0.54152465,-0.54152465
0.614,0.540983,-0.540983
0.615,0.540442,-0.540442
0.616,0.5399015,-0.5399015
0.617,0.53936154,-0.53936154
0.618,0.5388222,-0.5388222
0.619,0.5382833,-0.5382833
0.62,0.53774494,-0.53774494
0.621,0.5372071,-0.5372071
0.622,0.5366699,-0.5366699
0.623,0.53613317,-0.53613317
0.624,0.53559697,-0.53559697
0.625,0.5350613,-0.5350613
0.626,0.5345262,-0.5345262
0.627,0.53399163,-0.53399163
0.628,0.5334576,-0.5334576
0.629,0.53292406,-0.53292406
0.63,0.5323911,-0.5323911
0.631,0.5318587,-0.5318587
0.632,0.5313268,-0.5313268
0.633,0.5307954,-0.5307954
0.634,0.5302645,-0.5302645
0.635,0.5297342,-0.5297342
0.636,0.5292044,-0.5292044
0.637,0.52867514,-0.52867514
0.638,0.52814645,-0.52814645
0.639,0.5276182,-0.5276182
0.64,0.52709055,-0.52709055
0.641,0.5265634,-0.5265634
0.642,0.5260368,-0.5260368
0.643,0.5255107,-0.5255107
0.644,0.52498513,-0.52498513
0.645,0.52446014,-0.52446014
0.646,0.5239356,-0.5239356
0.647,0.52341163,-0.52341163
0.648,0.5228882,-0.5228882
0.649,0.5223652,-0.5223652
0.65,0.5218428,-0.5218428
0.651,0.52132094,-0.52132094
0.652,0.5207995,-0.5207995
0.653,0.5202787,-0.5202787
0.654,0.51975834,-0.51975834
0.655,0.51923853,-0.51923853
0.656,0.51871926,-0.51871926
0.657,0.5182005,-0.5182005
0.658,0.51768225,-0.51768225
0.659,0.5171645,-0.5171645
0.66,0.5166473,-0.5166473
0.661,0.51613057,-0.51613057
0.662,0.5156144,-0.5156144
0.663,0.51509875,-0.51509875
0.664,0.5145836,-0.5145836
0.665,0.51406896,-0.51406896
0.666,0.5135549,-0.5135549
0.667,0.51304126,-0.51304126
0.668,0.5125281,-0.5125281
0.669,0.5120156,-0.5120156
0.67,0.5115035,-0.5115035
0.671,0.51099193,-0.51099193
0.672,0.5104809,-0.5104809
0.673,0.50997037,-0.50997037
0.674,0.50946033,-0.50946033
0.675,0.5089508,-0.5089508
0.676,0.50844187,-0.50844187
0.677,0.5079334,-0.5079334
0.678,0.50742537,-0.50742537
0.679,0.5069179,-0.5069179
0.68,0.50641096,-0.50641096
0.681,0.5059045,-0.5059045
0.682,0.5053985,-0.5053985
0.683,0.50489306,-0.50489306
0.684,0.5043881,-0.5043881
0.685,0.50388366,-0.50388366
0.686,0.50337976,-0.50337976
0.687,0.50287634,-0.50287634
0.688,0.5023734,-0.5023734
0.689,0.501871,-0.501871
0.69,0.50136906,-0.50136906
0.691,0.50086766,-0.50086766
0.692,0.50036675,-0.50036675
0.693,0.4998663,-0.4998663
0.694,0.4993664,-0.4993664
0.695,0.49886698,-0.49886698
0.696,0.49836805,-0.49836805
0.697,0.49786964,-0.49786964
0.698,0.49737173,-0.49737173
0.699,0.4968743,-0.4968743
0.7,0.49637738,-0.49637738
0.701,0.49588096,-0.49588096
0.702,0.49538502,-0.49538502
0.703,0.4948896,-0.4948896
0.704,0.49439466,-0.49439466
0.705,0.4939002,-0.4939002
0.706,0.49340627,-0.49340627
0.707,0.4929128,-0.4929128
0.708,0.49241984,-0.49241984
0.709,0.4919274,-0.4919274
0.71,0.4914354,-0.4914354
0.711,0.4909439,-0.4909439
0.712,0.49045292,-0.49045292
0.713,0.48996243,-0.48996243
0.714,0.48947242,-0.48947242
0.715,0.4889829,-0.4889829
0.716,0.48849386,-0.48849386
0.717,0.4880053,-0.4880053
0.718,0.48751727,-0.48751727
0.719,0.4870297,-0.4870297
0.72,0.4865426,-0.4865426
0.721,0.48605603,-0.48605603
0.722,0.48556992,-0.48556992
0.723,0.48508433,-0.48508433
0.724,0.48459917,-0.48459917
0.725,0.48411453,-0.48411453
0.726,0.48363036,-0.48363036
0.727,0.4831467,-0.4831467
0.728,0.4826635,-0.4826635
0.729,0.4821808,-0.4821808
0.73,0.48169857,-0.48169857
0.731,0.48121682,-0.48121682
0.732,0.48073554,-0.48073554
0.733,0.48025477,-0.48025477
0.734,0.47977448,-0.47977448
0.735,0.47929466,-0.47929466
0.736,0.47881532,-0.47881532
0.737,0.47833645,-0.47833645
0.738,0.47785807,-0.47785807
0.739,0.47738016,-0.47738016
0.74,0.47690272,-0.47690272
0.741,0.47642577,-0.47642577
0.742,0.47594932,-0.47594932
0.743,0.4754733,-0.4754733
0.744,0.4749978,-0.4749978
0.745,0.47452274,-0.47452274
0.746,0.47404817,-0.47404817
0.747,0.47357407,-0.47357407
0.748,0.47310045,-0.47310045
0.749,0.4726273,-0.4726273
0.75,0.47215465,-0.47215465
0.751,0.47168243,-0.47168243
0.752,0.47121072,-0.47121072
0.753,0.47073945,-0.47073945
0.754,0.47026867,-0.47026867
0.755,0.46979836,-0.46979836
0.756,0.46932852,-0.46932852
0.757,0.46885914,-0.46885914
0.758,0.46839023,-0.46839023
0.759,0.4679218,-0.4679218
0.76,0.46745384,-0.46745384
0.761,0.46698633,-0.46698633
0.762,0.4665193,-0.4665193
0.763,0.46605274,-0.46605274
0.764,0.46558663,-0.46558663
0.765,0.465121,-0.465121
0.766,0.46465585,-0.46465585
0.767,0.46419114,-0.46419114
0.768,0.4637269,-0.4637269
0.769,0.46326312,-0.46326312
0.77,0.46279982,-0.46279982
0.771,0.46233696,-0.46233696
0.772,0.46187457,-0.46187457
0.773,0.46141267,-0.46141267
0.774,0.4609512,-0.4609512
0.775,0.4604902,-0.4604902
0.776,0.46002966,-0.46002966
0.777,0.4595696,-0.4595696
0.778,0.45911,-0.45911
0.779,0.45865083,-0.45865083
0.78,0.45819214,-0.45819214
0.781,0.4577339,-0.4577339
0.782,0.4572761,-0.4572761
0.783,0.4568188,-0.4568188
0.784,0.45636195,-0.45636195
0.785,0.45590553,-0.45590553
0.786,0.45544958,-0.45544958
0.787,0.45499408,-0.45499408
0.788,0.45453906,-0.45453906
0.789,0.45408446,-0.45408446
0.79,0.45363033,-0.45363033
0.791,0.45317665,-0.45317665
0.792,0.45272344,-0.45272344
0.793,0.45227066,-0.45227066
0.794,0.45181835,-0.45181835
0.795,0.45136648,-0.45136648
0.796,0.45091507,-0.45091507
0.797,0.45046413,-0.45046413
0.798,0.4500136,-0.4500136
0.799,0.44956356,-0.44956356
0.8,0.44911394,-0.44911394
0.801,0.44866478,-0.44866478
0.802,0.44821608,-0.44821608
0.803,0.44776782,-0.44776782
0.804,0.44732,-0.44732
0.805,0.44687265,-0.44687265
0.806,0.44642574,-0.44642574
0.807,0.44597927,-0.44597927
0.808,0.44553325,-0.44553325
0.809,0.44508767,-0.44508767
0.81,0.44464254,-0.44464254
0.811,0.44419783,-0.44419783
0.812,0.4437536,-0.4437536
0.813,0.4433098,-0.4433098
0.814,0.44286644,-0.44286644
0.815,0.44242355,-0.44242355
0.816,0.44198108,-0.44198108
0.817,0.44153905,-0.44153905
0.818,0.44109747,-0.44109747
0.819,0.44065633,-0.44065633
0.82,0.44021562,-0.44021562
0.821,0.43977538,-0.43977538
0.822,0.43933555,-0.43933555
0.823,0.43889618,-0.43889618
0.824,0.43845722,-0.43845722
0.825,0.43801874,-0.43801874
0.826,0.43758067,-0.43758067
0.827,0.43714306,-0.43714306
0.828,0.43670586,-0.43670586
