"time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6","ContinuousState[0]","ContinuousState[1]","ContinuousState[2]","ContinuousState[3]","ContinuousState[4]","ContinuousState[5]","ContinuousState[6]","ContinuousState[7]","EventIndicator[0]","EventIndicator[1]","EventIndicator[2]","Integrator_IC","SineWave1_Amp","SineWave1_Bias","SineWave1_Freq","SineWave1_Phase","IntegratorLimited_IC","IntegratorLimited_UpperSat","IntegratorLimited_LowerSat","SineWave2_Amp","SineWave2_Bias","SineWave2_Freq","SineWave2_Phase","IntegratorSecondOrder_ICX","IntegratorSecondOrder_ICDXDT","SineWave3_Amp","SineWave3_Bias","SineWave3_Freq","SineWave3_Phase","SineWave6_Amp","SineWave6_Bias","SineWave6_Freq","SineWave6_Phase","StateSpace_A","StateSpace_C","StateSpace_D","StateSpace_X0","TransferFcn_A","TransferFcn_C","SineWave8_Amp","SineWave8_Bias","SineWave8_Freq","SineWave8_Phase","ZeroPole_A[0]","ZeroPole_A[1]","ZeroPole_C[0]","ZeroPole_C[1]","SineWave12_Amp","SineWave12_Bias","SineWave12_Freq","SineWave12_Phase"
1,0.4172409996,0.8344819992,0.1152698664,0.4172409996,1.397194425,0.3201936306,0.2231462615,0.4172409996,0.8344819992,0.1152698664,0.4172409996,0.5557234399,0.3201936306,0.3201936306,0.09704736906,-0.1655180008,0.8344819992,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
1.1,0.5013880981,1,0.1569939664,0.5013880981,1.586650242,0.372321366,0.2432546339,0.5013880981,1,0.1569939664,0.5013880981,0.6954428823,0.372321366,0.372321366,0.1290667321,0,1,1.78241472,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
1.2,0.5905088341,1,0.2071327762,0.5905088341,1.786146993,0.4242099654,0.2579110967,0.5905088341,1,0.2071327762,0.5905088341,0.8541079066,0.4242099654,0.4242099654,0.1662988687,0,1,1.864078172,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
1.3,0.6837127427,1,0.2661836596,0.6837127427,1.996280791,0.4749928774,0.2662730122,0.6837127427,1,0.2661836596,0.6837127427,1.032722606,0.4749928774,0.4749928774,0.2087198653,0,1,1.927116371,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
1.4,0.7800685612,1,0.3345549339,0.7800685612,2.217800415,0.5238494082,0.2676302552,0.7800685612,1,0.3345549339,0.7800685612,1.232350685,0.5238494082,0.5238494082,0.256219153,0,1,1.97089946,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
1.5,0.8786135342,1,0.41256179,0.8786135342,2.451625713,0.5700094404,0.2614053466,0.8786135342,1,0.41256179,0.8786135342,1.454130726,0.5700094404,0.5700094404,0.3086040938,0,1,1.994989973,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
1.6,0.9783630329,1,0.5004231434,0.9783630329,2.698866901,0.612757995,0.2471529572,0.9783630329,1,0.5004231434,0.9783630329,1.699293298,0.612757995,0.612757995,0.3656050379,0,1,1.999147206,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
1.7,1.078320393,1,0.5982594467,1.078320393,2.960844798,0.6514395558,0.2245587185,1.078320393,1,0.5982594467,1.078320393,1.969179988,0.6514395558,0.6514395558,0.4268808374,0,1,1.983329621,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
1.8,1.177486874,1,0.706091486,1.177486874,3.239112099,0.6854620813,0.1934372883,1.177486874,1,0.706091486,1.177486874,2.265264468,0.6854620813,0.6854620813,0.492024793,0,1,1.947695262,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
1.9,1.274871637,1,0.8238401734,1.274871637,3.535475765,0.7143006363,0.1537296352,1.274871637,1,0.8238401734,1.274871637,2.589175677,0.7143006363,0.7143006363,0.5605710011,0,1,1.892600175,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
2,1.369501646,1,0.9513273372,1.369501646,3.852020681,0.7375005814,0.1054995167,1.369501646,1,0.9513273372,1.369501646,2.942723254,0.7375005814,0.7375005814,0.6320010647,0,1,1.818594854,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
2.1,1.460431389,1,1.088277502,1.460431389,4.191134689,0.7546802659,0.04892914309,1.460431389,1,1.088277502,1.460431389,3.327925322,0.7546802659,0.7546802659,0.7057511228,0,1,1.726418733,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
2.2,1.546752325,1,1.234320641,1.546752325,4.555535195,0.765533176,-0.01568597343,1.546752325,1,1.234320641,1.546752325,3.747038791,0.765533176,0.765533176,0.7812191494,0,1,1.616992808,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
2.3,1.627601966,1,1.388995873,1.627601966,4.948297523,0.7698294988,-0.08794296825,1.627601966,1,1.388995873,1.627601966,4.20259231,0.7698294988,0.7698294988,0.857772467,0,1,1.491410424,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
2.4,1.702172487,1,1.55175607,1.702172487,5.372885243,0.7674170701,-0.1673383468,1.702172487,1,1.55175607,1.702172487,4.697422063,0.7674170701,0.7674170701,0.9347554169,0,1,1.350926361,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
2.5,1.769718805,1,1.721973318,1.769718805,5.833182731,0.7582216812,-0.2532754428,1.769718805,1,1.721973318,1.769718805,5.234710587,0.7582216812,0.7582216812,1.011497124,0,1,1.196944288,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
2.6,1.82956602,1,1.898945199,1.82956602,6.333530232,0.7422467275,-0.3450725646,1.82956602,1,1.898945199,1.82956602,5.81802886,0.7422467275,0.7422467275,1.087319292,0,1,1.031002744,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
2.7,1.881116157,1,2.081901801,1.881116157,6.878761764,0.7195721919,-0.4419717729,1.881116157,1,2.081901801,1.881116157,6.451381883,0.7195721919,0.7195721919,1.161543965,0,1,0.8547597605,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
2.8,1.923854145,1,2.270013417,1.923854145,7.47424621,0.6903529607,-0.5431482233,1.923854145,1,2.270013417,1.923854145,7.13925806,0.6903529607,0.6903529607,1.233501184,0,1,0.6699763003,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
2.9,1.95735296,1,2.462398831,1.95735296,8.12593201,0.6548164797,-0.6477200004,1.95735296,1,2.462398831,1.95735296,7.886682681,0.6548164797,0.6548164797,1.30253648,0,1,0.4784986584,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
3,1.981277893,1,2.658134127,1.981277893,8.84039589,0.6132597646,-0.7547583634,1.981277893,1,2.658134127,1.981277893,8.699275882,0.6132597646,0.6132597646,1.368018128,0,1,0.2822400161,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
3.1,1.995389893,1,2.856261916,1.995389893,9.624896133,0.566045789,-0.8632983155,1.995389893,1,2.856261916,1.995389893,9.583315471,0.566045789,0.566045789,1.429344104,0,1,0.08316132487,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
3.2,1.99954796,1,3.055800906,1.99954796,10.48743094,0.5135992763,-0.9723494071,1.99954796,1,3.055800906,1.99954796,10.54580508,0.5135992763,0.5135992763,1.485948683,0,1,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
3.3,1.993710545,0.9883251713,3.255755702,1.993710545,11.43680248,0.4564019343,-1.080906677,1.993710545,0.9883251713,3.255755702,1.993710545,11.59454818,0.4564019343,0.4564019343,1.537308611,-0.01167482869,0.9883251713,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
3.4,1.977935976,0.9567760325,3.455126756,1.977935976,12.48268732,0.3949871715,-1.187961633,1.977935976,0.9567760325,3.455126756,1.977935976,12.73822843,0.3949871715,0.3949871715,1.582948804,-0.04322396751,0.9567760325,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
3.5,1.952381866,0.9056678121,3.652920354,1.952381866,13.63571393,0.3299343441,-1.292513177,1.952381866,0.9056678121,3.652920354,1.952381866,13.98649716,0.3299343441,0.3299343441,1.622447522,-0.09433218792,0.9056678121,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
3.6,1.917303543,0.8355111665,3.84815854,1.917303543,14.90754811,0.261862587,-1.393578369,1.917303543,0.8355111665,3.84815854,1.917303543,15.35006855,0.261862587,0.261862587,1.655440956,-0.1644888335,0.8355111665,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
3.7,1.873051499,0.7470070779,4.039888895,1.873051499,16.31098722,0.1914242839,-1.490202931,1.873051499,0.7470070779,4.039888895,1.873051499,16.84082336,0.1914242839,0.1914242839,1.681627215,-0.2529929221,0.7470070779,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
3.8,1.820067885,0.6410398497,4.227194045,1.820067885,17.86006419,0.1192982415,-1.581471402,1.820067885,0.6410398497,4.227194045,1.820067885,18.47192209,0.1192982415,0.1192982415,1.700769643,-0.3589601503,0.6410398497,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
3.9,1.758882095,0.5186682715,4.409200833,1.758882095,19.57016235,0.04618262821,-1.666516839,1.758882095,0.5186682715,4.409200833,1.758882095,20.2579285,0.04618262821,0.04618262821,1.712699467,-0.4813317285,0.5186682715,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
4,1.69010548,0.3811150397,4.585089043,1.69010548,21.45814224,-0.02721225053,-1.744529981,1.69010548,0.3811150397,4.585089043,1.69010548,22.21494474,-0.02721225053,-0.02721225053,1.71731773,-0.6188849603,0.3811150397,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
4.1,1.61442523,0.2297545406,4.75409959,1.61442523,23.54248185,-0.100171275,-1.81476778,1.61442523,0.2297545406,4.75409959,1.61442523,24.36075896,-0.100171275,-0.100171275,1.714596505,-0.7702454594,0.2297545406,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
4.2,1.532597519,0.0660991184,4.915542113,1.532597519,25.84343138,-0.1719818586,-1.876561236,1.532597519,0.0660991184,4.915542113,1.532597519,26.71500715,-0.1719818586,-0.1719818586,1.704579378,-0.9339008816,0.0660991184,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
4.3,1.445439942,0,5.068801865,1.445439942,28.38318435,-0.24194125,-1.929322442,1.445439942,0,5.068801865,1.445439942,29.29935029,-0.24194125,-0.24194125,1.687381192,-1,0,-1.832331873,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
4.4,1.353823348,0,5.21334586,1.353823348,31.18606665,-0.3093637187,-1.972550785,1.353823348,0,5.21334586,1.353823348,32.13766872,-0.3093637187,-0.3093637187,1.663187067,-1,0,-1.903204148,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
4.5,1.258663141,0,5.348728194,1.258663141,34.27874527,-0.3735875542,-2.005838249,1.258663141,0,5.348728194,1.258663141,35.25627539,-0.3735875542,-0.3735875542,1.632250695,-1,0,-1.955060235,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
4.6,1.160910129,0,5.474594508,1.160910129,37.69045891,-0.4339818105,-2.02887375,1.160910129,0,5.474594508,1.160910129,38.68414991,-0.4339818105,-0.4339818105,1.594891939,-1,0,-1.987382007,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
4.7,1.061541028,0,5.590685521,1.061541028,41.45327255,-0.4899527298,-2.041446488,1.061541028,0,5.590685521,1.061541028,42.4531958,-0.4899527298,-0.4899527298,1.551493758,-1,0,-1.999846515,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
4.8,0.9615487027,0,5.696839624,0.9615487027,45.60235845,-0.5409497826,-2.043448268,0.9615487027,0,5.696839624,0.9615487027,46.59852306,-0.5409497826,-0.5409497826,1.502498485,-1,0,-1.992329218,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
4.9,0.8619322418,0,5.792994494,0.8619322418,50.17630629,-0.5864712652,-2.034874772,0.8619322418,0,5.792994494,0.8619322418,51.1587589,-0.5864712652,-0.5864712652,1.448403507,-1,0,-1.964905225,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
5,0.7636869806,0,5.879187719,0.7636869806,55.21746526,-0.6260694,-2.015825781,0.7636869806,0,5.879187719,0.7636869806,56.17638953,-0.6260694,-0.6260694,1.389756381,-1,0,-1.917848549,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
5.1,0.6677945531,0,5.955556417,0.6677945531,60.77232138,-0.6593548874,-1.986504328,0.6677945531,0,5.955556417,0.6677945531,61.69813606,-0.6593548874,-0.6593548874,1.327149441,-1,0,-1.851629365,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
5.2,0.5752130849,0,6.022335872,0.5752130849,66.89191354,-0.6860008669,-1.947214819,0.5752130849,0,6.022335872,0.5752130849,67.7753682,-0.6860008669,-0.6860008669,1.261213952,-1,0,-1.766909311,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
5.3,0.4868676193,0,6.07985718,0.4868676193,73.63229211,-0.7057462458,-1.898360111,0.4868676193,0,6.07985718,0.4868676193,74.46455955,-0.7057462458,-0.7057462458,1.192613865,-1,0,-1.664534884,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
5.4,0.4036408751,0,6.128543942,0.4036408751,81.05502427,-0.7183983655,-1.840437606,0.4036408751,0,6.128543942,0.4036408751,81.82778876,-0.7183983655,-0.7183983655,1.122039241,-1,0,-1.545528975,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
5.5,0.3263644263,0,6.16890803,0.3263644263,89.22775086,-0.7238349777,-1.774034382,0.3263644263,0,6.16890803,0.3263644263,89.93329119,-0.7238349777,-0.7238349777,1.050199404,-1,0,-1.411080651,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
5.6,0.2558103938,0,6.201544473,0.2558103938,98.22479964,-0.7220055125,-1.699821419,0.2558103938,0,6.201544473,0.2558103938,98.85606627,-0.7220055125,-0.7220055125,0.9778159062,-1,0,-1.262533276,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
5.7,0.19268373,0,6.227125512,0.19268373,108.1278607,-0.712931625,-1.61854698,0.19268373,0,6.227125512,0.19268373,108.6785462,-0.712931625,-0.712931625,0.905615355,-1,0,-1.101371085,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
5.8,0.1376151757,0,6.246393885,0.1376151757,119.0267301,-0.6967070168,-1.531029209,0.1376151757,0,6.246393885,0.1376151757,119.4913323,-0.6967070168,-0.6967070168,0.8343221925,-1,0,-0.9292043588,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
5.9,0.09115495778,0,6.260155402,0.09115495778,131.0201287,-0.673496533,-1.438148024,0.09115495778,0,6.260155402,0.09115495778,131.3940053,-0.673496533,-0.673496533,0.7646514908,-1,0,-0.7477533297,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
6,0.0537672913,0,6.269270898,0.0537672913,144.2166027,-0.6435345462,-1.340836384,0.0537672913,0,6.269270898,0.0537672913,144.4960182,-0.6435345462,-0.6435345462,0.6973018375,-1,0,-0.5588309964,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
6.1,0.02582574148,0,6.274647627,0.02582574148,158.7355159,-0.6071226414,-1.240071024,0.02582574148,0,6.274647627,0.02582574148,158.9176785,-0.6071226414,-0.6071226414,0.6329483829,-1,0,-0.3643250085,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
6.2,0.007609491051,0,6.277230202,0.007609491051,174.7081406,-0.5646266277,-1.136862746,0.007609491051,0,6.277230202,0.007609491051,174.79123,-0.5646266277,-0.5646266277,0.5722361187,-1,0,-0.1661788056,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
6.3,-0.0006994492303,0,6.277991151,-0.0006994492303,192.278858,-0.5164729052,-1.032246361,-0.0006994492303,0,6.277991151,-0.0006994492303,192.2620441,-0.5164729052,-0.5164729052,0.515773456,-1,0,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
6.4,0.0009819408181,0.003362780097,6.277921206,0.0009819408181,211.6064791,-0.4631442246,-0.9272703901,0.0009819408181,0.003362780097,6.277921206,0.0009819408181,211.4899299,-0.4631442246,-0.4631442246,0.4641261655,-0.9966372199,0.003362780097,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
6.5,0.0126368613,0.02667262107,6.2780194,0.0126368613,232.8656978,-0.4051748817,-0.8229866247,0.0126368613,0.02667262107,6.2780194,0.0126368613,232.6505778,-0.4051748817,-0.4051748817,0.417811743,-0.9733273789,0.02667262107,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
6.6,0.03414886011,0.06969661868,6.279283086,0.03414886011,256.248689,-0.3431453947,-0.7204396495,0.03414886011,0.06969661868,6.279283086,0.03414886011,255.9371476,-0.3431453947,-0.3431453947,0.3772942548,-0.9303033813,0.06969661868,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,0
