"Time","iAC[1]","iAC[2]","iAC[3]"
0.0118,-0.524954,728.831,-728.306
0.012,-19.1935,624.664,-605.471
0.0122,-90.422,509.711,-419.289
0.0124,-213.917,383.554,-169.637
0.0126,-316.974,317.198,-0.223791
0.0128,-352.725,352.888,-0.163454
0.013,-401.503,401.606,-0.102472
0.0132,-458.496,458.537,-0.0410849
0.0134,-518.722,518.702,0.0204639
0.0136,-577.135,577.053,0.0819319
0.0138,-628.739,628.595,0.143077
0.014,-668.727,668.524,0.203657
0.0142,-692.608,692.344,0.263433
0.0144,-696.305,695.983,0.32217
0.0146,-676.276,675.897,0.379635
0.0148,-629.57,629.134,0.435602
0.015,-553.932,553.442,0.489849
0.0152,-447.875,447.333,0.542164
0.0154,-324.476,296.302,28.1746
0.0156,-198.175,85.4744,112.7
0.0158,-160.785,0.26354,160.521
0.016,-189.35,0.203765,189.147
0.0162,-236.993,0.143186,236.85
0.0164,-298.954,0.0820423,298.872
0.0166,-370.131,0.0205747,370.111
0.0168,-445.216,-0.0409742,445.257
0.017,-518.824,-0.102361,518.926
0.0172,-585.633,-0.163345,585.796
0.0174,-640.514,-0.223683,640.737
0.0176,-678.658,-0.283139,678.941
0.0178,-695.685,-0.341477,696.026
0.018,-687.773,-0.398468,688.171
0.0182,-651.751,-0.453886,652.205
0.0184,-585.177,-0.507513,585.684
0.0186,-482.564,-8.20358,490.767
0.0188,-321.964,-65.5444,387.508
0.019,-100.125,-177.888,278.013
0.0192,-0.243719,-252.361,252.605
0.0194,-0.18365,-296.996,297.18
0.0196,-0.122856,-357.059,357.182
0.0198,-0.0615771,-427.516,427.578
0.02,-5.54067e-05,-503.085,503.085
0.0202,0.0614665,-578.37,578.309
0.0204,0.122746,-648,647.877
0.0206,0.183541,-706.762,706.578
0.0208,0.243611,-749.729,749.486
0.021,0.302721,-772.385,772.083
0.0212,0.360635,-770.736,770.376
0.0214,0.417126,-741.411,740.994
0.0216,0.471971,-681.749,681.277
0.0218,0.524954,-589.868,589.343
0.022,13.2885,-471.043,457.754
0.0222,78.6726,-344.885,266.212
0.0224,198.769,-212.422,13.6532
0.0226,222.363,-222.587,0.223791
0.0228,258.866,-259.03,0.163454
0.023,310.451,-310.553,0.102472
0.0232,372.264,-372.306,0.0410849
0.0234,439.208,-439.188,-0.0204639
0.0236,506.068,-505.986,-0.0819319
0.0238,567.661,-567.518,-0.143077
0.024,618.967,-618.763,-0.203657
0.0242,655.238,-654.974,-0.263433
0.0244,672.098,-671.776,-0.32217
0.0246,665.701,-665.322,-0.379635
0.0248,632.823,-632.387,-0.435602
0.025,570.911,-570.422,-0.489849
0.0252,478.414,-477.376,-1.03842
0.0254,371.798,-334.696,-37.1025
0.0256,260.834,-131.487,-129.346
0.0258,210.63,-0.26354,-210.366
0.026,248.195,-0.203765,-247.991
0.0262,303.503,-0.143186,-303.359
0.0264,371.633,-0.0820423,-371.551
0.0266,447.354,-0.0205747,-447.333
0.0268,525.261,0.0409742,-525.302
0.027,599.914,0.102361,-600.016
0.0272,665.972,0.163345,-666.136
0.0274,718.329,0.223683,-718.552
0.0276,752.234,0.283139,-752.518
0.0278,763.418,0.341477,-763.759
0.028,748.192,0.398468,-748.591
0.0282,703.549,0.453886,-704.003
0.0284,627.236,0.507513,-627.743
0.0286,515.62,4.92792,-520.548
0.0288,347.464,54.8327,-402.297
0.029,117.88,159.546,-277.426
0.0292,0.243719,231.467,-231.711
0.0294,0.18365,265.159,-265.343
0.0296,0.122856,315.029,-315.152
0.0298,0.0615771,376.252,-376.314
0.03,5.5405e-05,443.749,-443.749
0.0302,-0.0614665,512.298,-512.236
0.0304,-0.122746,576.67,-576.547
0.0306,-0.183541,631.765,-631.581
0.0308,-0.243611,672.733,-672.489
0.031,-0.302721,695.093,-694.79
0.0312,-0.360635,694.849,-694.488
0.0314,-0.417126,668.597,-668.18
0.0316,-0.471971,613.607,-613.135
0.0318,-0.524954,527.889,-527.364
0.032,-16.8716,418.382,-401.511
0.0322,-87.9179,303.731,-215.813
0.0324,-198.965,199.248,-0.283245
0.0326,-225.669,225.893,-0.223791
0.0328,-271.872,272.035,-0.163454
0.033,-332.838,332.941,-0.102472
0.0332,-403.504,403.545,-0.0410849
0.0334,-478.574,478.554,0.0204639
0.0336,-552.661,552.579,0.0819319
0.0338,-620.428,620.285,0.143077
0.034,-676.714,676.51,0.203657
0.0342,-716.658,716.394,0.263433
0.0344,-735.827,735.504,0.32217
0.0346,-730.332,729.952,0.379635
0.0348,-696.92,696.485,0.435602
0.035,-633.054,632.564,0.489849
0.0352,-537.088,536.323,0.765318
0.0354,-424.395,390.506,33.8894
0.0356,-305.824,183.397,122.427
0.0358,-223.074,0.26354,222.81
0.036,-253.685,0.203765,253.481
0.0362,-301.944,0.143186,301.801
0.0364,-363.08,0.0820423,362.998
0.0366,-432.018,0.0205747,431.998
0.0368,-503.505,-0.0409742,503.546
0.037,-572.24,-0.102361,572.342
0.0372,-633.013,-0.163345,633.177
0.0374,-680.831,-0.223683,681.055
0.0376,-711.044,-0.283139,711.327
0.0378,-719.458,-0.341477,719.8
0.038,-702.446,-0.398468,702.844
0.0382,-657.035,-0.453886,657.489
0.0384,-580.987,-0.507513,581.494
0.0386,-470.466,-5.3138,475.78
0.0388,-303.878,-56.6345,360.512
0.039,-76.4691,-163.376,239.845
0.0392,-0.243719,-218.443,218.687
0.0394,-0.18365,-256.292,256.476
0.0396,-0.122856,-310.496,310.619
0.0398,-0.0615771,-376.141,376.203
0.04,-5.54058e-05,-448.046,448.046
0.0402,0.0614665,-520.894,520.833
0.0404,0.122746,-589.361,589.238
0.0406,0.183541,-648.255,648.071
0.0408,0.243611,-692.645,692.402
0.041,0.302721,-717.978,717.675
0.0412,0.360635,-720.188,719.828
0.0414,0.417126,-695.82,695.403
0.0416,0.471971,-642.103,641.631
0.0418,0.524954,-557.023,556.498
0.042,16.8772,-447.51,430.633
0.0422,87.5523,-332.02,244.468
0.0424,211.699,-211.983,0.283245
0.0426,236.766,-236.99,0.223791
0.0428,281.084,-281.247,0.163454
0.043,339.967,-340.07,0.102472
0.0432,408.407,-408.448,0.0410849
0.0434,481.15,-481.129,-0.0204639
0.0436,552.858,-552.776,-0.0819319
0.0438,618.249,-618.106,-0.143077
0.044,672.219,-672.016,-0.203657
0.0442,709.967,-709.704,-0.263433
0.0444,727.098,-726.776,-0.32217
0.0446,719.753,-719.374,-0.379635
0.0448,684.72,-684.284,-0.435602
0.045,619.505,-619.015,-0.489849
0.0452,522.478,-521.765,-0.713177
0.0454,408.822,-375.49,-33.3318
0.0456,289.75,-168.154,-121.595
0.0458,214.58,-0.26354,-214.317
0.046,245.377,-0.203765,-245.173
0.0462,294.008,-0.143186,-293.865
0.0464,355.693,-0.0820423,-355.611
0.0466,425.346,-0.0205747,-425.325
0.0468,497.683,0.0409742,-497.724
0.047,567.387,0.102361,-567.489
0.0472,629.229,0.163345,-629.392
0.0474,678.198,0.223683,-678.421
0.0476,709.611,0.283139,-709.894
0.0478,719.238,0.341477,-719.579
0.048,703.42,0.398468,-703.818
0.0482,659.169,0.453886,-659.622
0.0484,584.226,0.507513,-584.734
0.0486,474.603,5.60352,-480.206
0.0488,308.648,57.5705,-366.219
0.049,81.7874,164.872,-246.659
0.0492,0.243719,223.287,-223.53
0.0494,0.18365,261.715,-261.899
0.0496,0.122856,316.38,-316.503
0.0498,0.0615771,382.352,-382.414
0.05,5.54056e-05,454.447,-454.447
0.0502,-0.0614665,527.342,-527.28
0.0504,-0.122746,595.712,-595.589
0.0506,-0.183541,654.367,-654.184
0.0508,-0.243611,698.395,-698.152
0.051,-0.302721,723.24,-722.938
0.0512,-0.360635,724.837,-724.476
0.0514,-0.417126,699.748,-699.331
0.0516,-0.471971,645.231,-644.759
0.0518,-0.524954,559.289,-558.764
0.052,-16.4194,448.636,-432.216
0.0522,-86.4754,331.901,-245.426
0.0524,-210.175,210.459,-0.283253
0.0526,-234.353,234.576,-0.223791
0.0528,-277.832,277.995,-0.163454
0.053,-335.952,336.055,-0.102472
0.0532,-403.716,403.757,-0.0410849
0.0534,-475.896,475.875,0.0204639
0.0536,-547.17,547.089,0.0819319
0.0538,-612.264,612.121,0.143077
0.054,-666.074,665.871,0.203657
0.0542,-703.797,703.534,0.263433
0.0544,-721.051,720.729,0.32217
0.0546,-713.984,713.604,0.379635
0.0548,-679.372,678.937,0.435602
0.055,-614.703,614.213,0.489849
0.0552,-518.344,517.596,0.748252
0.0554,-405.624,371.796,33.8277
0.0556,-287.578,164.981,122.598
0.0558,-214.806,0.26354,214.542
0.056,-246.411,0.203765,246.208
0.0562,-295.826,0.143186,295.683
0.0564,-358.251,0.0820423,358.169
0.0566,-428.586,0.0205747,428.565
0.0568,-501.532,-0.0409742,501.573
0.057,-571.757,-0.102361,571.859
0.0572,-634.02,-0.163345,634.183
0.0574,-683.303,-0.223683,683.527
0.0576,-714.919,-0.283139,715.202
0.0578,-724.632,-0.341477,724.974
0.058,-708.78,-0.398468,709.178
0.0582,-664.372,-0.453886,664.825
0.0584,-589.157,-0.507513,589.664
0.0586,-479.208,-5.49336,484.702
0.0588,-312.93,-57.1526,370.083
0.059,-85.69,-164.09,249.78
0.0592,-0.243719,-223.845,224.089
0.0594,-0.18365,-261.65,261.834
0.0596,-0.122856,-315.696,315.818
0.0598,-0.0615771,-381.065,381.127
0.06,-5.54056e-05,-452.587,452.587
0.0602,0.0614665,-524.953,524.892
0.0604,0.122746,-592.849,592.726
0.0606,0.183541,-651.095,650.912
0.0608,0.243611,-694.787,694.544
0.061,0.302721,-719.378,719.075
0.0612,0.360635,-720.806,720.446
0.0614,0.417126,-695.64,695.223
0.0616,0.471971,-641.136,640.664
0.0618,0.524954,-555.297,554.772
0.062,16.5139,-444.883,428.369
0.0622,86.7439,-328.509,241.765
0.0624,208.955,-209.238,0.283245
0.0626,233.515,-233.739,0.223791
0.0628,277.401,-277.564,0.163454
0.063,335.935,-336.037,0.102472
0.0632,404.116,-404.157,0.0410849
0.0634,476.696,-476.676,-0.0204639
0.0636,548.341,-548.259,-0.0819319
0.0638,613.768,-613.625,-0.143077
0.064,667.874,-667.671,-0.203657
0.0642,705.854,-705.59,-0.263433
0.0644,723.307,-722.985,-0.32217
0.0646,716.368,-715.988,-0.379635
0.0648,681.812,-681.377,-0.435602
0.065,617.138,-616.649,-0.489849
0.0652,520.719,-519.973,-0.745916
0.0654,407.898,-374.119,-33.7791
0.0656,289.686,-167.216,-122.469
0.0658,215.627,-0.26354,-215.364
0.066,247.042,-0.203765,-246.838
0.0662,296.253,-0.143186,-296.109
0.0664,358.465,-0.0820423,-358.383
0.0666,428.583,-0.0205747,-428.562
0.0668,501.312,0.0409742,-501.353
0.067,571.326,0.102361,-571.428
0.0672,633.389,0.163345,-633.552
0.0674,682.487,0.223683,-682.71
0.0676,713.935,0.283139,-714.218
0.0678,723.501,0.341477,-723.842
0.068,707.528,0.398468,-707.926
0.0682,663.029,0.453886,-663.483
0.0684,587.754,0.507513,-588.261
0.0686,477.78,5.48638,-483.266
0.0688,311.505,57.1439,-368.649
0.069,84.2887,164.101,-248.39
0.0692,0.243559,223.221,-223.465
0.0694,0.18365,261.104,-261.287
0.0696,0.122856,315.235,-315.357
0.0698,0.0615771,380.702,-380.763
0.07,5.54059e-05,452.33,-452.33
0.0702,-0.0614665,524.803,-524.741
0.0704,-0.122746,592.81,-592.688
0.0706,-0.183541,651.17,-650.986
0.0708,-0.243611,694.956,-694.712
0.071,-0.302721,719.632,-719.33
0.0712,-0.360635,721.159,-720.799
0.0714,-0.417126,696.092,-695.675
0.0716,-0.471971,641.669,-641.197
0.0718,-0.524954,555.892,-555.367
0.072,-16.542,445.545,-429.003
0.0722,-86.8007,329.227,-242.426
0.0724,-209.368,209.652,-0.283245
0.0726,-233.942,234.166,-0.223791
0.0728,-277.831,277.995,-0.163454
0.073,-336.36,336.462,-0.102472
0.0732,-404.526,404.567,-0.0410849
0.0734,-477.082,477.061,0.0204639
0.0736,-548.694,548.612,0.0819319
0.0738,-614.081,613.938,0.143077
0.074,-668.14,667.936,0.203657
0.0742,-706.066,705.803,0.263433
0.0744,-723.462,723.14,0.32217
0.0746,-716.462,716.082,0.379635
0.0748,-681.844,681.408,0.435602
0.075,-617.107,616.617,0.489849
0.0752,-520.624,519.881,0.742457
0.0754,-407.723,373.988,33.7357
0.0756,-289.437,167.048,122.389
0.0758,-215.412,0.26354,215.149
0.076,-246.782,0.203765,246.579
0.0762,-295.954,0.143186,295.811
0.0764,-358.134,0.0820423,358.052
0.0766,-428.227,0.0205747,428.207
0.0768,-500.94,-0.0409742,500.981
0.077,-570.945,-0.102361,571.048
0.0772,-633.008,-0.163345,633.172
0.0774,-682.114,-0.223683,682.338
0.0776,-713.579,-0.283139,713.862
0.0778,-723.17,-0.341477,723.511
0.078,-707.228,-0.398468,707.627
0.0782,-662.768,-0.453886,663.221
0.0784,-587.537,-0.507513,588.044
0.0786,-477.604,-5.50005,483.104
0.0788,-311.364,-57.1918,368.556
0.079,-84.1841,-164.185,248.369
0.0792,-0.243719,-223.299,223.543
0.0794,-0.18365,-261.229,261.412
0.0796,-0.122856,-315.408,315.531
0.0798,-0.0615771,-380.917,380.978
0.08,-5.54057e-05,-452.582,452.582
0.0802,0.0614665,-525.09,525.028
0.0804,0.122746,-593.124,593.001
0.0806,0.183541,-651.502,651.319
0.0808,0.243611,-695.317,695.074
0.081,0.302721,-720.018,719.716
0.0812,0.360635,-721.543,721.182
0.0814,0.417126,-696.455,696.038
0.0816,0.471971,-642.012,641.54
0.0818,0.524954,-556.215,555.69
0.082,16.5246,-445.827,429.302
0.0822,86.7565,-329.454,242.698
0.0824,209.414,-209.698,0.283246
0.0826,233.941,-234.164,0.223791
0.0828,277.782,-277.946,0.163454
0.083,336.264,-336.367,0.102472
0.0832,404.386,-404.427,0.0410849
0.0834,476.901,-476.881,-0.0204639
0.0836,548.477,-548.395,-0.0819319
0.0838,613.832,-613.689,-0.143077
0.084,667.865,-667.661,-0.203657
0.0842,705.771,-705.508,-0.263433
0.0844,723.153,-722.831,-0.32217
0.0846,716.146,-715.766,-0.379635
0.0848,681.529,-681.093,-0.435602
0.085,616.8,-616.31,-0.489849
0.0852,520.331,-519.588,-0.743373
0.0854,407.458,-373.708,-33.7498
0.0856,289.206,-166.786,-122.42
0.0858,215.344,-0.26354,-215.08
0.086,246.747,-0.203765,-246.543
0.0862,295.952,-0.143186,-295.808
0.0864,358.165,-0.0820423,-358.083
0.0866,428.291,-0.0205747,-428.27
0.0868,501.035,0.0409742,-501.076
0.087,571.069,0.102361,-571.172
0.0872,633.158,0.163345,-633.322
0.0874,682.287,0.223683,-682.511
0.0876,713.771,0.283139,-714.054
0.0878,723.376,0.341477,-723.718
0.088,707.445,0.398468,-707.843
0.0882,662.989,0.453886,-663.443
0.0884,587.758,0.507513,-588.266
0.0886,477.822,5.49852,-483.32
0.0888,311.575,57.1844,-368.759
0.089,84.3853,164.168,-248.554
0.0892,0.243719,223.366,-223.61
0.0894,0.18365,261.277,-261.461
0.0896,0.122856,315.436,-315.559
0.0898,0.0615771,380.925,-380.987
0.09,5.54057e-05,452.569,-452.569
0.0902,-0.0614665,525.058,-524.996
0.0904,-0.122746,593.073,-592.95
0.0906,-0.183541,651.433,-651.249
0.0908,-0.243611,695.231,-694.987
0.091,-0.302721,719.918,-719.615
0.0912,-0.360635,721.43,-721.069
0.0914,-0.417126,696.333,-695.916
0.0916,-0.471971,641.883,-641.411
0.0918,-0.524954,556.081,-555.556
0.092,-16.524,445.692,-429.168
0.0922,-86.7569,329.321,-242.564
0.0924,-209.353,209.636,-0.283246
0.0926,-233.886,234.109,-0.223791
0.0928,-277.735,277.898,-0.163454
0.093,-336.226,336.329,-0.102472
0.0932,-404.358,404.399,-0.0410849
0.0934,-476.883,476.862,0.0204639
0.0936,-548.469,548.387,0.0819319
0.0938,-613.835,613.692,0.143077
0.094,-667.879,667.675,0.203657
0.0942,-705.796,705.532,0.263433
0.0944,-723.187,722.865,0.32217
0.0946,-716.189,715.81,0.379635
0.0948,-681.58,681.144,0.435602
0.095,-616.858,616.368,0.489849
0.0952,-520.395,519.651,0.74366
0.0954,-407.527,373.774,33.7529
0.0956,-289.279,166.854,122.425
0.0958,-215.383,0.26354,215.12
0.096,-246.786,0.203765,246.583
0.0962,-295.991,0.143186,295.847
0.0964,-358.203,0.0820423,358.12
0.0966,-428.326,0.0205747,428.305
0.0968,-501.067,-0.0409742,501.108
0.097,-571.097,-0.102361,571.199
0.0972,-633.181,-0.163345,633.345
0.0974,-682.305,-0.223683,682.529
0.0976,-713.783,-0.283139,714.066
0.0978,-723.383,-0.341477,723.724
0.098,-707.446,-0.398468,707.844
0.0982,-662.984,-0.453886,663.438
0.0984,-587.748,-0.507513,588.255
0.0986,-477.806,-5.49702,483.303
0.0988,-311.556,-57.1795,368.736
0.099,-84.3636,-164.16,248.524
0.0992,-0.243719,-223.343,223.587
0.0994,-0.18365,-261.251,261.435
0.0996,-0.122856,-315.407,315.53
0.0998,-0.0615771,-380.894,380.956
0.1,-5.54057e-05,-452.537,452.537
