"time","V_in","V_out"
8.5999999999999854E+000,1.0000000000000000E+000,9.9490824625048779E-001
8.6999999999999851E+000,1.0000000000000000E+000,9.9533685677158501E-001
8.7999999999999847E+000,1.0000000000000000E+000,9.9573000236354670E-001
8.8999999999999844E+000,1.0000000000000000E+000,9.9609055144109815E-001
8.9999999999999840E+000,1.0000000000000000E+000,9.9642114767045498E-001
9.0999999999999837E+000,1.0000000000000000E+000,9.9672422672634819E-001
9.1999999999999833E+000,1.0000000000000000E+000,9.9700203197130766E-001
9.2999999999999829E+000,1.0000000000000000E+000,9.9725662898285428E-001
9.3999999999999826E+000,1.0000000000000000E+000,9.9748991909768736E-001
9.4999999999999822E+000,1.0000000000000000E+000,9.9770365194651545E-001
9.5999999999999819E+000,1.0000000000000000E+000,9.9789943712017515E-001
9.6999999999999815E+000,1.0000000000000000E+000,9.9807875496568277E-001
9.7999999999999812E+000,1.0000000000000000E+000,9.9824296661860135E-001
9.8999999999999808E+000,1.0000000000000000E+000,9.9839332327942876E-001
1.0000000000000000E+001,1.0000000000000000E+000,9.9853097481765674E-001
