"time","TAmb","TDif","heatCapacitor_T","TRes"
0.83,293.15,2,299.029,299.029
0.84,293.15,2,299.029,299.029
0.84,293.15,2,299.023,299.023
0.85,293.15,2,299.023,299.023
0.85,293.15,2,299.017,299.017
0.86,293.15,2,299.017,299.017
0.86,293.15,2,299.011,299.011
0.87,293.15,2,299.011,299.011
0.87,293.15,2,299.006,299.006
0.88,293.15,2,299.006,299.006
0.88,293.15,2,299,299
0.89,293.15,2,299,299
0.89,293.15,2,298.994,298.994
0.9,293.15,2,298.994,298.994
0.9,293.15,2,298.988,298.988
0.91,293.15,2,298.988,298.988
0.91,293.15,2,298.982,298.982
0.92,293.15,2,298.982,298.982
0.92,293.15,2,298.976,298.976
0.93,293.15,2,298.976,298.976
0.93,293.15,2,298.971,298.971
0.94,293.15,2,298.971,298.971
0.94,293.15,2,298.965,298.965
0.95,293.15,2,298.965,298.965
0.95,293.15,2,298.959,298.959
0.96,293.15,2,298.959,298.959
0.96,293.15,2,298.953,298.953
0.97,293.15,2,298.953,298.953
0.97,293.15,2,298.947,298.947
0.98,293.15,2,298.947,298.947
0.98,293.15,2,298.942,298.942
0.99,293.15,2,298.942,298.942
0.99,293.15,2,298.936,298.936
1,293.15,2,298.936,298.936
1,293.15,2,298.93,298.93
1.01,293.15,2,298.93,298.93
1.01,293.15,2,298.924,298.924
1.02,293.15,2,298.924,298.924
1.02,293.15,2,298.918,298.918
1.03,293.15,2,298.918,298.918
1.03,293.15,2,298.913,298.913
1.04,293.15,2,298.913,298.913
1.04,293.15,2,298.907,298.907
1.05,293.15,2,298.907,298.907
1.05,293.15,2,298.901,298.901
1.06,293.15,2,298.901,298.901
1.06,293.15,2,298.895,298.895
1.07,293.15,2,298.895,298.895
1.07,293.15,2,298.89,298.89
1.08,293.15,2,298.89,298.89
1.08,293.15,2,298.884,298.884
1.09,293.15,2,298.884,298.884
1.09,293.15,2,298.878,298.878
1.1,293.15,2,298.878,298.878
1.1,293.15,2,298.872,298.872
1.11,293.15,2,298.872,298.872
1.11,293.15,2,298.867,298.867
1.12,293.15,2,298.867,298.867
1.12,293.15,2,298.861,298.861
1.13,293.15,2,298.861,298.861
1.13,293.15,2,298.855,298.855
1.14,293.15,2,298.855,298.855
1.14,293.15,2,298.85,298.85
1.15,293.15,2,298.85,298.85
1.15,293.15,2,298.844,298.844
1.16,293.15,2,298.844,298.844
1.16,293.15,2,298.838,298.838
1.17,293.15,2,298.838,298.838
1.17,293.15,2,298.833,298.833
1.18,293.15,2,298.833,298.833
1.18,293.15,2,298.827,298.827
1.19,293.15,2,298.827,298.827
1.19,293.15,2,298.821,298.821
1.2,293.15,2,298.821,298.821
1.2,293.15,2,298.816,298.816
1.21,293.15,2,298.816,298.816
1.21,293.15,2,298.81,298.81
1.22,293.15,2,298.81,298.81
1.22,293.15,2,298.804,298.804
1.23,293.15,2,298.804,298.804
1.23,293.15,2,298.799,298.799
1.24,293.15,2,298.799,298.799
1.24,293.15,2,298.793,298.793
1.25,293.15,2,298.793,298.793
1.25,293.15,2,298.787,298.787
1.26,293.15,2,298.787,298.787
1.26,293.15,2,298.782,298.782
1.27,293.15,2,298.782,298.782
1.27,293.15,2,298.776,298.776
1.28,293.15,2,298.776,298.776
1.28,293.15,2,298.77,298.77
1.29,293.15,2,298.77,298.77
1.29,293.15,2,298.765,298.765
1.3,293.15,2,298.765,298.765
1.3,293.15,2,298.759,298.759
1.31,293.15,2,298.759,298.759
1.31,293.15,2,298.754,298.754
1.32,293.15,2,298.754,298.754
1.32,293.15,2,298.748,298.748
1.33,293.15,2,298.748,298.748
1.33,293.15,2,298.742,298.742
1.34,293.15,2,298.742,298.742
1.34,293.15,2,298.737,298.737
1.35,293.15,2,298.737,298.737
1.35,293.15,2,298.731,298.731
1.36,293.15,2,298.731,298.731
1.36,293.15,2,298.726,298.726
1.37,293.15,2,298.726,298.726
1.37,293.15,2,298.72,298.72
1.38,293.15,2,298.72,298.72
1.38,293.15,2,298.714,298.714
1.39,293.15,2,298.714,298.714
1.39,293.15,2,298.709,298.709
1.4,293.15,2,298.709,298.709
1.4,293.15,2,298.703,298.703
1.41,293.15,2,298.703,298.703
1.41,293.15,2,298.698,298.698
1.42,293.15,2,298.698,298.698
1.42,293.15,2,298.692,298.692
1.43,293.15,2,298.692,298.692
1.43,293.15,2,298.687,298.687
1.44,293.15,2,298.687,298.687
1.44,293.15,2,298.681,298.681
1.45,293.15,2,298.681,298.681
1.45,293.15,2,298.676,298.676
1.46,293.15,2,298.676,298.676
1.46,293.15,2,298.67,298.67
1.47,293.15,2,298.67,298.67
1.47,293.15,2,298.665,298.665
1.48,293.15,2,298.665,298.665
1.48,293.15,2,298.659,298.659
1.49,293.15,2,298.659,298.659
1.49,293.15,2,298.654,298.654
1.5,293.15,2,298.654,298.654
1.5,293.15,2,298.648,298.648
1.51,293.15,2,298.648,298.648
1.51,293.15,2,298.643,298.643
1.52,293.15,2,298.643,298.643
1.52,293.15,2,298.637,298.637
1.53,293.15,2,298.637,298.637
1.53,293.15,2,298.632,298.632
1.54,293.15,2,298.632,298.632
1.54,293.15,2,298.626,298.626
1.55,293.15,2,298.626,298.626
1.55,293.15,2,298.621,298.621
1.56,293.15,2,298.621,298.621
1.56,293.15,2,298.615,298.615
1.57,293.15,2,298.615,298.615
1.57,293.15,2,298.61,298.61
1.58,293.15,2,298.61,298.61
1.58,293.15,2,298.604,298.604
1.59,293.15,2,298.604,298.604
1.59,293.15,2,298.599,298.599
1.6,293.15,2,298.599,298.599
1.6,293.15,2,298.593,298.593
1.61,293.15,2,298.593,298.593
1.61,293.15,2,298.588,298.588
1.62,293.15,2,298.588,298.588
1.62,293.15,2,298.583,298.583
1.63,293.15,2,298.583,298.583
1.63,293.15,2,298.577,298.577
1.64,293.15,2,298.577,298.577
1.64,293.15,2,298.572,298.572
1.65,293.15,2,298.572,298.572
1.65,293.15,2,298.566,298.566
1.66,293.15,2,298.566,298.566
1.66,293.15,2,298.561,298.561
1.67,293.15,2,298.561,298.561
1.67,293.15,2,298.555,298.555
1.68,293.15,2,298.555,298.555
1.68,293.15,2,298.55,298.55
1.69,293.15,2,298.55,298.55
1.69,293.15,2,298.545,298.545
1.7,293.15,2,298.545,298.545
1.7,293.15,2,298.539,298.539
1.71,293.15,2,298.539,298.539
1.71,293.15,2,298.534,298.534
1.72,293.15,2,298.534,298.534
1.72,293.15,2,298.528,298.528
1.73,293.15,2,298.528,298.528
1.73,293.15,2,298.523,298.523
1.74,293.15,2,298.523,298.523
1.74,293.15,2,298.518,298.518
1.75,293.15,2,298.518,298.518
1.75,293.15,2,298.512,298.512
1.76,293.15,2,298.512,298.512
1.76,293.15,2,298.507,298.507
1.77,293.15,2,298.507,298.507
1.77,293.15,2,298.502,298.502
1.78,293.15,2,298.502,298.502
1.78,293.15,2,298.496,298.496
1.79,293.15,2,298.496,298.496
1.79,293.15,2,298.491,298.491
1.8,293.15,2,298.491,298.491
1.8,293.15,2,298.486,298.486
1.81,293.15,2,298.486,298.486
1.81,293.15,2,298.48,298.48
1.82,293.15,2,298.48,298.48
1.82,293.15,2,298.475,298.475
1.83,293.15,2,298.475,298.475
1.83,293.15,2,298.47,298.47
1.84,293.15,2,298.47,298.47
1.84,293.15,2,298.464,298.464
1.85,293.15,2,298.464,298.464
1.85,293.15,2,298.459,298.459
1.86,293.15,2,298.459,298.459
1.86,293.15,2,298.454,298.454
1.87,293.15,2,298.454,298.454
1.87,293.15,2,298.448,298.448
1.88,293.15,2,298.448,298.448
1.88,293.15,2,298.443,298.443
1.89,293.15,2,298.443,298.443
1.89,293.15,2,298.438,298.438
1.9,293.15,2,298.438,298.438
1.9,293.15,2,298.433,298.433
1.91,293.15,2,298.433,298.433
1.91,293.15,2,298.427,298.427
1.92,293.15,2,298.427,298.427
1.92,293.15,2,298.422,298.422
1.93,293.15,2,298.422,298.422
1.93,293.15,2,298.417,298.417
1.94,293.15,2,298.417,298.417
1.94,293.15,2,298.411,298.411
1.95,293.15,2,298.411,298.411
1.95,293.15,2,298.406,298.406
1.96,293.15,2,298.406,298.406
1.96,293.15,2,298.401,298.401
1.97,293.15,2,298.401,298.401
1.97,293.15,2,298.396,298.396
1.98,293.15,2,298.396,298.396
1.98,293.15,2,298.39,298.39
1.99,293.15,2,298.39,298.39
1.99,293.15,2,298.385,298.385
2,293.15,2,298.385,298.385
2,293.15,2,298.38,298.38
2.01,293.15,2,298.38,298.38
2.01,293.15,2,298.375,298.375
2.02,293.15,2,298.375,298.375
2.02,293.15,2,298.37,298.37
2.03,293.15,2,298.37,298.37
2.03,293.15,2,298.364,298.364
2.04,293.15,2,298.364,298.364
2.04,293.15,2,298.359,298.359
2.05,293.15,2,298.359,298.359
2.05,293.15,2,298.354,298.354
2.06,293.15,2,298.354,298.354
2.06,293.15,2,298.349,298.349
2.07,293.15,2,298.349,298.349
2.07,293.15,2,298.343,298.343
2.08,293.15,2,298.343,298.343
2.08,293.15,2,298.338,298.338
2.09,293.15,2,298.338,298.338
2.09,293.15,2,298.333,298.333
2.1,293.15,2,298.333,298.333
2.1,293.15,2,298.328,298.328
2.11,293.15,2,298.328,298.328
2.11,293.15,2,298.323,298.323
2.12,293.15,2,298.323,298.323
2.12,293.15,2,298.318,298.318
2.13,293.15,2,298.318,298.318
2.13,293.15,2,298.312,298.312
2.14,293.15,2,298.312,298.312
2.14,293.15,2,298.307,298.307
2.15,293.15,2,298.307,298.307
2.15,293.15,2,298.302,298.302
2.16,293.15,2,298.302,298.302
2.16,293.15,2,298.297,298.297
2.17,293.15,2,298.297,298.297
2.17,293.15,2,298.292,298.292
2.18,293.15,2,298.292,298.292
2.18,293.15,2,298.287,298.287
2.19,293.15,2,298.287,298.287
2.19,293.15,2,298.282,298.282
2.2,293.15,2,298.282,298.282
2.2,293.15,2,298.276,298.276
2.21,293.15,2,298.276,298.276
2.21,293.15,2,298.271,298.271
2.22,293.15,2,298.271,298.271
2.22,293.15,2,298.266,298.266
2.23,293.15,2,298.266,298.266
2.23,293.15,2,298.261,298.261
2.24,293.15,2,298.261,298.261
2.24,293.15,2,298.256,298.256
2.25,293.15,2,298.256,298.256
2.25,293.15,2,298.251,298.251
2.26,293.15,2,298.251,298.251
2.26,293.15,2,298.246,298.246
2.27,293.15,2,298.246,298.246
2.27,293.15,2,298.313,298.313
2.28,293.15,2,298.313,298.313
2.28,293.15,2,298.405,298.405
2.29,293.15,2,298.405,298.405
2.29,293.15,2,298.498,298.498
2.3,293.15,2,298.498,298.498
2.3,293.15,2,298.591,298.591
2.31,293.15,2,298.591,298.591
2.31,293.15,2,298.683,298.683
2.32,293.15,2,298.683,298.683
2.32,293.15,2,298.775,298.775
2.33,293.15,2,298.775,298.775
2.33,293.15,2,298.867,298.867
2.34,293.15,2,298.867,298.867
2.34,293.15,2,298.959,298.959
2.35,293.15,2,298.959,298.959
2.35,293.15,2,299.051,299.051
2.36,293.15,2,299.051,299.051
2.36,293.15,2,299.143,299.143
2.37,293.15,2,299.143,299.143
2.37,293.15,2,299.235,299.235
2.38,293.15,2,299.235,299.235
2.38,293.15,2,299.326,299.326
2.39,293.15,2,299.326,299.326
2.39,293.15,2,299.418,299.418
2.4,293.15,2,299.418,299.418
2.4,293.15,2,299.509,299.509
2.41,293.15,2,299.509,299.509
2.41,293.15,2,299.6,299.6
2.42,293.15,2,299.6,299.6
2.42,293.15,2,299.691,299.691
2.43,293.15,2,299.691,299.691
2.43,293.15,2,299.782,299.782
2.44,293.15,2,299.782,299.782
2.44,293.15,2,299.873,299.873
2.45,293.15,2,299.873,299.873
2.45,293.15,2,299.963,299.963
2.46,293.15,2,299.963,299.963
2.46,293.15,2,300.054,300.054
2.47,293.15,2,300.054,300.054
2.47,293.15,2,300.144,300.144
2.48,293.15,2,300.144,300.144
2.48,293.15,2,300.235,300.235
2.49,293.15,2,300.235,300.235
2.49,293.15,2,300.325,300.325
2.5,293.15,2,300.325,300.325
2.5,293.15,2,300.415,300.415
2.51,293.15,2,300.415,300.415
2.51,293.15,2,300.505,300.505
2.52,293.15,2,300.505,300.505
2.52,293.15,2,300.594,300.594
2.53,293.15,2,300.594,300.594
2.53,293.15,2,300.684,300.684
2.54,293.15,2,300.684,300.684
2.54,293.15,2,300.774,300.774
2.55,293.15,2,300.774,300.774
2.55,293.15,2,300.863,300.863
2.56,293.15,2,300.863,300.863
2.56,293.15,2,300.952,300.952
2.57,293.15,2,300.952,300.952
2.57,293.15,2,301.042,301.042
2.58,293.15,2,301.042,301.042
2.58,293.15,2,301.131,301.131
2.59,293.15,2,301.131,301.131
2.59,293.15,2,301.219,301.219
2.6,293.15,2,301.219,301.219
2.6,293.15,2,301.308,301.308
2.61,293.15,2,301.308,301.308
2.61,293.15,2,301.397,301.397
2.62,293.15,2,301.397,301.397
2.62,293.15,2,301.486,301.486
2.63,293.15,2,301.486,301.486
2.63,293.15,2,301.574,301.574
2.64,293.15,2,301.574,301.574
2.64,293.15,2,301.662,301.662
2.65,293.15,2,301.662,301.662
2.65,293.15,2,301.75,301.75
2.66,293.15,2,301.75,301.75
2.66,293.15,2,301.839,301.839
2.67,293.15,2,301.839,301.839
2.67,293.15,2,301.927,301.927
2.68,293.15,2,301.927,301.927
2.68,293.15,2,301.949,301.949
2.69,293.15,2,301.949,301.949
2.69,293.15,2,301.941,301.941
2.7,293.15,2,301.941,301.941
2.7,293.15,2,301.932,301.932
2.71,293.15,2,301.932,301.932
2.71,293.15,2,301.923,301.923
2.72,293.15,2,301.923,301.923
2.72,293.15,2,301.914,301.914
2.73,293.15,2,301.914,301.914
2.73,293.15,2,301.906,301.906
2.74,293.15,2,301.906,301.906
2.74,293.15,2,301.897,301.897
2.75,293.15,2,301.897,301.897
2.75,293.15,2,301.888,301.888
2.76,293.15,2,301.888,301.888
2.76,293.15,2,301.879,301.879
2.77,293.15,2,301.879,301.879
2.77,293.15,2,301.871,301.871
2.78,293.15,2,301.871,301.871
2.78,293.15,2,301.862,301.862
2.79,293.15,2,301.862,301.862
2.79,293.15,2,301.853,301.853
2.8,293.15,2,301.853,301.853
2.8,293.15,2,301.844,301.844
2.81,293.15,2,301.844,301.844
2.81,293.15,2,301.836,301.836
2.82,293.15,2,301.836,301.836
2.82,293.15,2,301.827,301.827
2.83,293.15,2,301.827,301.827
2.83,293.15,2,301.818,301.818
2.84,293.15,2,301.818,301.818
2.84,293.15,2,301.81,301.81
2.85,293.15,2,301.81,301.81
2.85,293.15,2,301.801,301.801
2.86,293.15,2,301.801,301.801
2.86,293.15,2,301.792,301.792
2.87,293.15,2,301.792,301.792
2.87,293.15,2,301.784,301.784
2.88,293.15,2,301.784,301.784
2.88,293.15,2,301.775,301.775
2.89,293.15,2,301.775,301.775
2.89,293.15,2,301.767,301.767
2.9,293.15,2,301.767,301.767
2.9,293.15,2,301.758,301.758
2.91,293.15,2,301.758,301.758
2.91,293.15,2,301.749,301.749
2.92,293.15,2,301.749,301.749
2.92,293.15,2,301.741,301.741
2.93,293.15,2,301.741,301.741
2.93,293.15,2,301.732,301.732
2.94,293.15,2,301.732,301.732
2.94,293.15,2,301.724,301.724
2.95,293.15,2,301.724,301.724
2.95,293.15,2,301.715,301.715
2.96,293.15,2,301.715,301.715
2.96,293.15,2,301.706,301.706
2.97,293.15,2,301.706,301.706
2.97,293.15,2,301.698,301.698
2.98,293.15,2,301.698,301.698
2.98,293.15,2,301.689,301.689
2.99,293.15,2,301.689,301.689
2.99,293.15,2,301.681,301.681
3,293.15,2,301.681,301.681
3,293.15,2,301.672,301.672
3.01,293.15,2,301.672,301.672
3.01,293.15,2,301.664,301.664
3.02,293.15,2,301.664,301.664
3.02,293.15,2,301.655,301.655
3.03,293.15,2,301.655,301.655
3.03,293.15,2,301.647,301.647
3.04,293.15,2,301.647,301.647
3.04,293.15,2,301.638,301.638
3.05,293.15,2,301.638,301.638
3.05,293.15,2,301.63,301.63
3.06,293.15,2,301.63,301.63
3.06,293.15,2,301.621,301.621
3.07,293.15,2,301.621,301.621
3.07,293.15,2,301.613,301.613
3.08,293.15,2,301.613,301.613
3.08,293.15,2,301.692,301.692
3.09,293.15,2,301.692,301.692
3.09,293.15,2,301.78,301.78
3.1,293.15,2,301.78,301.78
3.1,293.15,2,301.869,301.869
3.11,293.15,2,301.869,301.869
3.11,293.15,2,301.956,301.956
3.12,293.15,2,301.956,301.956
3.12,293.15,2,302.044,302.044
3.13,293.15,2,302.044,302.044
3.13,293.15,2,302.132,302.132
3.14,293.15,2,302.132,302.132
3.14,293.15,2,302.219,302.219
3.15,293.15,2,302.219,302.219
3.15,293.15,2,302.307,302.307
3.16,293.15,2,302.307,302.307
3.16,293.15,2,302.394,302.394
3.17,293.15,2,302.394,302.394
3.17,293.15,2,302.481,302.481
3.18,293.15,2,302.481,302.481
3.18,293.15,2,302.568,302.568
3.19,293.15,2,302.568,302.568
3.19,293.15,2,302.655,302.655
3.2,293.15,2,302.655,302.655
3.2,293.15,2,302.742,302.742
3.21,293.15,2,302.742,302.742
3.21,293.15,2,302.829,302.829
3.22,293.15,2,302.829,302.829
3.22,293.15,2,302.916,302.916
3.23,293.15,2,302.916,302.916
3.23,293.15,2,303.002,303.002
3.24,293.15,2,303.002,303.002
3.24,293.15,2,303.088,303.088
3.25,293.15,2,303.088,303.088
3.25,293.15,2,303.175,303.175
3.26,293.15,2,303.175,303.175
3.26,293.15,2,303.261,303.261
3.27,293.15,2,303.261,303.261
3.27,293.15,2,303.347,303.347
3.28,293.15,2,303.347,303.347
3.28,293.15,2,303.433,303.433
3.29,293.15,2,303.433,303.433
3.29,293.15,2,303.519,303.519
3.3,293.15,2,303.519,303.519
3.3,293.15,2,303.604,303.604
3.31,293.15,2,303.604,303.604
3.31,293.15,2,303.69,303.69
3.32,293.15,2,303.69,303.69
3.32,293.15,2,303.775,303.775
3.33,293.15,2,303.775,303.775
3.33,293.15,2,303.861,303.861
3.34,293.15,2,303.861,303.861
3.34,293.15,2,303.946,303.946
3.35,293.15,2,303.946,303.946
3.35,293.15,2,304.031,304.031
3.36,293.15,2,304.031,304.031
3.36,293.15,2,304.116,304.116
3.37,293.15,2,304.116,304.116
3.37,293.15,2,304.201,304.201
3.38,293.15,2,304.201,304.201
3.38,293.15,2,304.285,304.285
3.39,293.15,2,304.285,304.285
3.39,293.15,2,304.37,304.37
3.4,293.15,2,304.37,304.37
3.4,293.15,2,304.454,304.454
3.41,293.15,2,304.454,304.454
3.41,293.15,2,304.539,304.539
3.42,293.15,2,304.539,304.539
3.42,293.15,2,304.623,304.623
3.43,293.15,2,304.623,304.623
3.43,293.15,2,304.707,304.707
3.44,293.15,2,304.707,304.707
3.44,293.15,2,304.791,304.791
3.45,293.15,2,304.791,304.791
3.45,293.15,2,304.875,304.875
3.46,293.15,2,304.875,304.875
3.46,293.15,2,304.959,304.959
3.47,293.15,2,304.959,304.959
3.47,293.15,2,305.043,305.043
3.48,293.15,2,305.043,305.043
3.48,293.15,2,305.126,305.126
3.49,293.15,2,305.126,305.126
3.49,293.15,2,305.21,305.21
3.5,293.15,2,305.21,305.21
3.5,293.15,2,305.293,305.293
3.51,293.15,2,305.293,305.293
3.51,293.15,2,305.377,305.377
3.52,293.15,2,305.377,305.377
3.52,293.15,2,305.46,305.46
3.53,293.15,2,305.46,305.46
3.53,293.15,2,305.502,305.502
3.54,293.15,2,305.502,305.502
3.54,293.15,2,305.49,305.49
3.55,293.15,2,305.49,305.49
3.55,293.15,2,305.477,305.477
3.56,293.15,2,305.477,305.477
3.56,293.15,2,305.465,305.465
3.57,293.15,2,305.465,305.465
3.57,293.15,2,305.453,305.453
3.58,293.15,2,305.453,305.453
3.58,293.15,2,305.44,305.44
3.59,293.15,2,305.44,305.44
3.59,293.15,2,305.428,305.428
3.6,293.15,2,305.428,305.428
3.6,293.15,2,305.416,305.416
3.61,293.15,2,305.416,305.416
3.61,293.15,2,305.403,305.403
3.62,293.15,2,305.403,305.403
3.62,293.15,2,305.391,305.391
3.63,293.15,2,305.391,305.391
3.63,293.15,2,305.379,305.379
3.64,293.15,2,305.379,305.379
3.64,293.15,2,305.367,305.367
3.65,293.15,2,305.367,305.367
3.65,293.15,2,305.355,305.355
3.66,293.15,2,305.355,305.355
3.66,293.15,2,305.342,305.342
3.67,293.15,2,305.342,305.342
3.67,293.15,2,305.33,305.33
3.68,293.15,2,305.33,305.33
3.68,293.15,2,305.318,305.318
3.69,293.15,2,305.318,305.318
3.69,293.15,2,305.306,305.306
3.7,293.15,2,305.306,305.306
3.7,293.15,2,305.294,305.294
3.71,293.15,2,305.294,305.294
3.71,293.15,2,305.282,305.282
3.72,293.15,2,305.282,305.282
3.72,293.15,2,305.269,305.269
3.73,293.15,2,305.269,305.269
3.73,293.15,2,305.257,305.257
3.74,293.15,2,305.257,305.257
3.74,293.15,2,305.245,305.245
3.75,293.15,2,305.245,305.245
3.75,293.15,2,305.233,305.233
3.76,293.15,2,305.233,305.233
3.76,293.15,2,305.221,305.221
3.77,293.15,2,305.221,305.221
3.77,293.15,2,305.209,305.209
3.78,293.15,2,305.209,305.209
3.78,293.15,2,305.197,305.197
3.79,293.15,2,305.197,305.197
3.79,293.15,2,305.185,305.185
3.8,293.15,2,305.185,305.185
3.8,293.15,2,305.173,305.173
3.81,293.15,2,305.173,305.173
3.81,293.15,2,305.161,305.161
3.82,293.15,2,305.161,305.161
3.82,293.15,2,305.149,305.149
3.83,293.15,2,305.149,305.149
3.83,293.15,2,305.137,305.137
3.84,293.15,2,305.137,305.137
3.84,293.15,2,305.125,305.125
3.85,293.15,2,305.125,305.125
3.85,293.15,2,305.113,305.113
3.86,293.15,2,305.113,305.113
3.86,293.15,2,305.101,305.101
3.87,293.15,2,305.101,305.101
3.87,293.15,2,305.089,305.089
3.88,293.15,2,305.089,305.089
