"time","Ball1_pos","Ball1_vel","Ball2_pos","Ball2_vel"
2.40000002e-02,1.03571749e+01,1.47645597e+01,1.03571749e+01,1.47645597e+01
2.50000004e-02,1.03719339e+01,1.47547503e+01,1.03719339e+01,1.47547503e+01
2.60000005e-02,1.03866844e+01,1.47449398e+01,1.03866844e+01,1.47449398e+01
2.70000007e-02,1.04014244e+01,1.47351303e+01,1.04014244e+01,1.47351303e+01
2.80000009e-02,1.04161539e+01,1.47253199e+01,1.04161539e+01,1.47253199e+01
2.89999992e-02,1.04308748e+01,1.47155104e+01,1.04308748e+01,1.47155104e+01
2.99999993e-02,1.04455862e+01,1.47056999e+01,1.04455862e+01,1.47056999e+01
3.09999995e-02,1.04602861e+01,1.46958904e+01,1.04602861e+01,1.46958904e+01
3.20000015e-02,1.04749765e+01,1.46860800e+01,1.04749765e+01,1.46860800e+01
3.29999998e-02,1.04896584e+01,1.46762695e+01,1.04896584e+01,1.46762695e+01
3.40000018e-02,1.05043297e+01,1.46664600e+01,1.05043297e+01,1.46664600e+01
3.50000001e-02,1.05189915e+01,1.46566496e+01,1.05189915e+01,1.46566496e+01
3.59999985e-02,1.05336428e+01,1.46468401e+01,1.05336428e+01,1.46468401e+01
3.70000005e-02,1.05482845e+01,1.46370296e+01,1.05482845e+01,1.46370296e+01
3.79999988e-02,1.05629168e+01,1.46272202e+01,1.05629168e+01,1.46272202e+01
3.90000008e-02,1.05775394e+01,1.46174097e+01,1.05775394e+01,1.46174097e+01
3.99999991e-02,1.05921516e+01,1.46076002e+01,1.05921516e+01,1.46076002e+01
4.10000011e-02,1.06067553e+01,1.45977898e+01,1.06067553e+01,1.45977898e+01
4.19999994e-02,1.06213484e+01,1.45879803e+01,1.06213484e+01,1.45879803e+01
4.30000015e-02,1.06359310e+01,1.45781698e+01,1.06359310e+01,1.45781698e+01
4.39999998e-02,1.06505041e+01,1.45683603e+01,1.06505041e+01,1.45683603e+01
4.50000018e-02,1.06650667e+01,1.45585499e+01,1.06650667e+01,1.45585499e+01
4.60000001e-02,1.06796207e+01,1.45487404e+01,1.06796207e+01,1.45487404e+01
4.69999984e-02,1.06941652e+01,1.45389299e+01,1.06941652e+01,1.45389299e+01
4.80000004e-02,1.07086992e+01,1.45291204e+01,1.07086992e+01,1.45291204e+01
4.89999987e-02,1.07232227e+01,1.45193100e+01,1.07232227e+01,1.45193100e+01
5.00000007e-02,1.07377377e+01,1.45094995e+01,1.07377377e+01,1.45094995e+01
5.09999990e-02,1.07522421e+01,1.44996901e+01,1.07522421e+01,1.44996901e+01
5.20000011e-02,1.07667370e+01,1.44898796e+01,1.07667370e+01,1.44898796e+01
5.29999994e-02,1.07812223e+01,1.44800701e+01,1.07812223e+01,1.44800701e+01
5.40000014e-02,1.07956972e+01,1.44702597e+01,1.07956972e+01,1.44702597e+01
5.49999997e-02,1.08101616e+01,1.44604502e+01,1.08101616e+01,1.44604502e+01
5.60000017e-02,1.08246183e+01,1.44506397e+01,1.08246183e+01,1.44506397e+01
5.70000000e-02,1.08390636e+01,1.44408302e+01,1.08390636e+01,1.44408302e+01
5.79999983e-02,1.08535004e+01,1.44310198e+01,1.08535004e+01,1.44310198e+01
5.90000004e-02,1.08679256e+01,1.44212103e+01,1.08679256e+01,1.44212103e+01
5.99999987e-02,1.08823423e+01,1.44113998e+01,1.08823423e+01,1.44113998e+01
6.10000007e-02,1.08967476e+01,1.44015903e+01,1.08967476e+01,1.44015903e+01
6.19999990e-02,1.09111452e+01,1.43917799e+01,1.09111452e+01,1.43917799e+01
6.30000010e-02,1.09255323e+01,1.43819704e+01,1.09255323e+01,1.43819704e+01
6.40000030e-02,1.09399090e+01,1.43721600e+01,1.09399090e+01,1.43721600e+01
6.49999976e-02,1.09542761e+01,1.43623505e+01,1.09542761e+01,1.43623505e+01
6.59999996e-02,1.09686337e+01,1.43525400e+01,1.09686337e+01,1.43525400e+01
6.70000017e-02,1.09829807e+01,1.43427296e+01,1.09829807e+01,1.43427296e+01
6.80000037e-02,1.09973192e+01,1.43329201e+01,1.09973192e+01,1.43329201e+01
6.89999983e-02,1.10116472e+01,1.43231096e+01,1.10116472e+01,1.43231096e+01
7.00000003e-02,1.10259657e+01,1.43133001e+01,1.10259657e+01,1.43133001e+01
7.10000023e-02,1.10402737e+01,1.43034897e+01,1.10402737e+01,1.43034897e+01
7.19999969e-02,1.10545721e+01,1.42936802e+01,1.10545721e+01,1.42936802e+01
7.29999989e-02,1.10688610e+01,1.42838697e+01,1.10688610e+01,1.42838697e+01
7.40000010e-02,1.10831404e+01,1.42740602e+01,1.10831404e+01,1.42740602e+01
7.50000030e-02,1.10974092e+01,1.42642498e+01,1.10974092e+01,1.42642498e+01
7.59999976e-02,1.11116686e+01,1.42544403e+01,1.11116686e+01,1.42544403e+01
7.69999996e-02,1.11259184e+01,1.42446299e+01,1.11259184e+01,1.42446299e+01
7.80000016e-02,1.11401577e+01,1.42348204e+01,1.11401577e+01,1.42348204e+01
7.90000036e-02,1.11543884e+01,1.42250099e+01,1.11543884e+01,1.42250099e+01
7.99999982e-02,1.11686077e+01,1.42152004e+01,1.11686077e+01,1.42152004e+01
8.10000002e-02,1.11828184e+01,1.42053900e+01,1.11828184e+01,1.42053900e+01
8.20000023e-02,1.11970186e+01,1.41955795e+01,1.11970186e+01,1.41955795e+01
8.29999968e-02,1.12112093e+01,1.41857700e+01,1.12112093e+01,1.41857700e+01
8.39999989e-02,1.12253904e+01,1.41759596e+01,1.12253904e+01,1.41759596e+01
8.50000009e-02,1.12395611e+01,1.41661501e+01,1.12395611e+01,1.41661501e+01
8.60000029e-02,1.12537231e+01,1.41563396e+01,1.12537231e+01,1.41563396e+01
8.69999975e-02,1.12678738e+01,1.41465302e+01,1.12678738e+01,1.41465302e+01
8.79999995e-02,1.12820158e+01,1.41367197e+01,1.12820158e+01,1.41367197e+01
8.90000015e-02,1.12961473e+01,1.41269102e+01,1.12961473e+01,1.41269102e+01
9.00000036e-02,1.13102703e+01,1.41170998e+01,1.13102703e+01,1.41170998e+01
9.09999982e-02,1.13243818e+01,1.41072903e+01,1.13243818e+01,1.41072903e+01
9.20000002e-02,1.13384838e+01,1.40974798e+01,1.13384838e+01,1.40974798e+01
9.30000022e-02,1.13525772e+01,1.40876703e+01,1.13525772e+01,1.40876703e+01
9.39999968e-02,1.13666592e+01,1.40778599e+01,1.13666592e+01,1.40778599e+01
9.49999988e-02,1.13807316e+01,1.40680504e+01,1.13807316e+01,1.40680504e+01
9.60000008e-02,1.13947964e+01,1.40582399e+01,1.13947964e+01,1.40582399e+01
9.70000029e-02,1.14088488e+01,1.40484304e+01,1.14088488e+01,1.40484304e+01
9.79999974e-02,1.14228916e+01,1.40386200e+01,1.14228916e+01,1.40386200e+01
9.89999995e-02,1.14369259e+01,1.40288095e+01,1.14369259e+01,1.40288095e+01
1.00000001e-01,1.14509497e+01,1.40190001e+01,1.14509497e+01,1.40190001e+01
1.01000004e-01,1.14649639e+01,1.40091896e+01,1.14649639e+01,1.40091896e+01
1.01999998e-01,1.14789677e+01,1.39993801e+01,1.14789677e+01,1.39993801e+01
1.03000000e-01,1.14929628e+01,1.39895697e+01,1.14929628e+01,1.39895697e+01
1.04000002e-01,1.15069485e+01,1.39797602e+01,1.15069485e+01,1.39797602e+01
1.04999997e-01,1.15209217e+01,1.39699497e+01,1.15209217e+01,1.39699497e+01
1.05999999e-01,1.15348873e+01,1.39601402e+01,1.15348873e+01,1.39601402e+01
1.07000001e-01,1.15488434e+01,1.39503298e+01,1.15488434e+01,1.39503298e+01
1.08000003e-01,1.15627880e+01,1.39405203e+01,1.15627880e+01,1.39405203e+01
1.08999997e-01,1.15767241e+01,1.39307098e+01,1.15767241e+01,1.39307098e+01
1.09999999e-01,1.15906496e+01,1.39209003e+01,1.15906496e+01,1.39209003e+01
1.11000001e-01,1.16045647e+01,1.39110899e+01,1.16045647e+01,1.39110899e+01
1.12000003e-01,1.16184721e+01,1.39012804e+01,1.16184721e+01,1.39012804e+01
1.12999998e-01,1.16323681e+01,1.38914700e+01,1.16323681e+01,1.38914700e+01
1.14000000e-01,1.16462545e+01,1.38816605e+01,1.16462545e+01,1.38816605e+01
1.15000002e-01,1.16601315e+01,1.38718500e+01,1.16601315e+01,1.38718500e+01
1.15999997e-01,1.16739979e+01,1.38620396e+01,1.16739979e+01,1.38620396e+01
1.16999999e-01,1.16878548e+01,1.38522301e+01,1.16878548e+01,1.38522301e+01
1.18000001e-01,1.17017031e+01,1.38424196e+01,1.17017031e+01,1.38424196e+01
1.19000003e-01,1.17155399e+01,1.38326101e+01,1.17155399e+01,1.38326101e+01
1.19999997e-01,1.17293682e+01,1.38227997e+01,1.17293682e+01,1.38227997e+01
1.20999999e-01,1.17431860e+01,1.38129902e+01,1.17431860e+01,1.38129902e+01
1.22000001e-01,1.17569942e+01,1.38031797e+01,1.17569942e+01,1.38031797e+01
1.23000003e-01,1.17707920e+01,1.37933702e+01,1.17707920e+01,1.37933702e+01
1.23999998e-01,1.17845812e+01,1.37835598e+01,1.17845812e+01,1.37835598e+01
1.25000000e-01,1.17983589e+01,1.37737503e+01,1.17983589e+01,1.37737503e+01
1.26000002e-01,1.18121281e+01,1.37639399e+01,1.18121281e+01,1.37639399e+01
1.27000004e-01,1.18258867e+01,1.37541304e+01,1.18258867e+01,1.37541304e+01
1.28000006e-01,1.18396358e+01,1.37443199e+01,1.18396358e+01,1.37443199e+01
1.28999993e-01,1.18533764e+01,1.37345104e+01,1.18533764e+01,1.37345104e+01
1.29999995e-01,1.18671064e+01,1.37247000e+01,1.18671064e+01,1.37247000e+01
1.30999997e-01,1.18808250e+01,1.37148895e+01,1.18808250e+01,1.37148895e+01
1.31999999e-01,1.18945351e+01,1.37050800e+01,1.18945351e+01,1.37050800e+01
1.33000001e-01,1.19082346e+01,1.36952696e+01,1.19082346e+01,1.36952696e+01
1.34000003e-01,1.19219255e+01,1.36854601e+01,1.19219255e+01,1.36854601e+01
1.35000005e-01,1.19356060e+01,1.36756496e+01,1.19356060e+01,1.36756496e+01
1.36000007e-01,1.19492769e+01,1.36658401e+01,1.19492769e+01,1.36658401e+01
1.36999995e-01,1.19629383e+01,1.36560297e+01,1.19629383e+01,1.36560297e+01
1.37999997e-01,1.19765892e+01,1.36462202e+01,1.19765892e+01,1.36462202e+01
1.38999999e-01,1.19902296e+01,1.36364098e+01,1.19902296e+01,1.36364098e+01
1.40000001e-01,1.20038624e+01,1.36266003e+01,1.20038624e+01,1.36266003e+01
1.41000003e-01,1.20174837e+01,1.36167898e+01,1.20174837e+01,1.36167898e+01
1.42000005e-01,1.20310965e+01,1.36069803e+01,1.20310965e+01,1.36069803e+01
1.43000007e-01,1.20446978e+01,1.35971699e+01,1.20446978e+01,1.35971699e+01
1.43999994e-01,1.20582895e+01,1.35873604e+01,1.20582895e+01,1.35873604e+01
1.44999996e-01,1.20718718e+01,1.35775499e+01,1.20718718e+01,1.35775499e+01
1.45999998e-01,1.20854454e+01,1.35677404e+01,1.20854454e+01,1.35677404e+01
1.47000000e-01,1.20990076e+01,1.35579300e+01,1.20990076e+01,1.35579300e+01
1.48000002e-01,1.21125612e+01,1.35481195e+01,1.21125612e+01,1.35481195e+01
1.49000004e-01,1.21261044e+01,1.35383101e+01,1.21261044e+01,1.35383101e+01
1.50000006e-01,1.21396379e+01,1.35284996e+01,1.21396379e+01,1.35284996e+01
1.50999993e-01,1.21531610e+01,1.35186901e+01,1.21531610e+01,1.35186901e+01
1.51999995e-01,1.21666746e+01,1.35088797e+01,1.21666746e+01,1.35088797e+01
1.52999997e-01,1.21801786e+01,1.34990702e+01,1.21801786e+01,1.34990702e+01
1.53999999e-01,1.21936731e+01,1.34892597e+01,1.21936731e+01,1.34892597e+01
1.55000001e-01,1.22071571e+01,1.34794502e+01,1.22071571e+01,1.34794502e+01
1.56000003e-01,1.22206316e+01,1.34696398e+01,1.22206316e+01,1.34696398e+01
1.57000005e-01,1.22340965e+01,1.34598303e+01,1.22340965e+01,1.34598303e+01
1.58000007e-01,1.22475519e+01,1.34500198e+01,1.22475519e+01,1.34500198e+01
1.58999994e-01,1.22609968e+01,1.34402103e+01,1.22609968e+01,1.34402103e+01
1.59999996e-01,1.22744322e+01,1.34303999e+01,1.22744322e+01,1.34303999e+01
1.60999998e-01,1.22878571e+01,1.34205904e+01,1.22878571e+01,1.34205904e+01
1.62000000e-01,1.23012733e+01,1.34107800e+01,1.23012733e+01,1.34107800e+01
1.63000003e-01,1.23146791e+01,1.34009705e+01,1.23146791e+01,1.34009705e+01
1.64000005e-01,1.23280754e+01,1.33911600e+01,1.23280754e+01,1.33911600e+01
1.65000007e-01,1.23414612e+01,1.33813496e+01,1.23414612e+01,1.33813496e+01
1.65999994e-01,1.23548384e+01,1.33715401e+01,1.23548384e+01,1.33715401e+01
1.66999996e-01,1.23682041e+01,1.33617296e+01,1.23682041e+01,1.33617296e+01
1.67999998e-01,1.23815613e+01,1.33519201e+01,1.23815613e+01,1.33519201e+01
1.69000000e-01,1.23949080e+01,1.33421097e+01,1.23949080e+01,1.33421097e+01
1.70000002e-01,1.24082460e+01,1.33323002e+01,1.24082460e+01,1.33323002e+01
1.71000004e-01,1.24215727e+01,1.33224897e+01,1.24215727e+01,1.33224897e+01
1.72000006e-01,1.24348898e+01,1.33126802e+01,1.24348898e+01,1.33126802e+01
1.72999993e-01,1.24481983e+01,1.33028698e+01,1.24481983e+01,1.33028698e+01
1.73999995e-01,1.24614964e+01,1.32930603e+01,1.24614964e+01,1.32930603e+01
1.74999997e-01,1.24747839e+01,1.32832499e+01,1.24747839e+01,1.32832499e+01
1.75999999e-01,1.24880629e+01,1.32734404e+01,1.24880629e+01,1.32734404e+01
1.77000001e-01,1.25013313e+01,1.32636299e+01,1.25013313e+01,1.32636299e+01
1.78000003e-01,1.25145903e+01,1.32538204e+01,1.25145903e+01,1.32538204e+01
1.79000005e-01,1.25278387e+01,1.32440100e+01,1.25278387e+01,1.32440100e+01
1.80000007e-01,1.25410776e+01,1.32341995e+01,1.25410776e+01,1.32341995e+01
1.80999994e-01,1.25543070e+01,1.32243900e+01,1.25543070e+01,1.32243900e+01
1.81999996e-01,1.25675268e+01,1.32145796e+01,1.25675268e+01,1.32145796e+01
1.82999998e-01,1.25807362e+01,1.32047701e+01,1.25807362e+01,1.32047701e+01
1.84000000e-01,1.25939360e+01,1.31949596e+01,1.25939360e+01,1.31949596e+01
1.85000002e-01,1.26071262e+01,1.31851501e+01,1.26071262e+01,1.31851501e+01
1.86000004e-01,1.26203070e+01,1.31753397e+01,1.26203070e+01,1.31753397e+01
1.87000006e-01,1.26334772e+01,1.31655302e+01,1.26334772e+01,1.31655302e+01
1.87999994e-01,1.26466379e+01,1.31557198e+01,1.26466379e+01,1.31557198e+01
1.88999996e-01,1.26597881e+01,1.31459103e+01,1.26597881e+01,1.31459103e+01
1.89999998e-01,1.26729298e+01,1.31360998e+01,1.26729298e+01,1.31360998e+01
1.91000000e-01,1.26860609e+01,1.31262903e+01,1.26860609e+01,1.31262903e+01
1.92000002e-01,1.26991816e+01,1.31164799e+01,1.26991816e+01,1.31164799e+01
1.93000004e-01,1.27122936e+01,1.31066704e+01,1.27122936e+01,1.31066704e+01
1.94000006e-01,1.27253952e+01,1.30968599e+01,1.27253952e+01,1.30968599e+01
1.94999993e-01,1.27384872e+01,1.30870504e+01,1.27384872e+01,1.30870504e+01
1.95999995e-01,1.27515697e+01,1.30772400e+01,1.27515697e+01,1.30772400e+01
1.96999997e-01,1.27646418e+01,1.30674295e+01,1.27646418e+01,1.30674295e+01
1.97999999e-01,1.27777042e+01,1.30576200e+01,1.27777042e+01,1.30576200e+01
1.99000001e-01,1.27907572e+01,1.30478096e+01,1.27907572e+01,1.30478096e+01
2.00000003e-01,1.28037996e+01,1.30380001e+01,1.28037996e+01,1.30380001e+01
2.01000005e-01,1.28168325e+01,1.30281897e+01,1.28168325e+01,1.30281897e+01
2.02000007e-01,1.28298559e+01,1.30183802e+01,1.28298559e+01,1.30183802e+01
2.02999994e-01,1.28428698e+01,1.30085697e+01,1.28428698e+01,1.30085697e+01
2.03999996e-01,1.28558741e+01,1.29987602e+01,1.28558741e+01,1.29987602e+01
2.04999998e-01,1.28688669e+01,1.29889498e+01,1.28688669e+01,1.29889498e+01
2.06000000e-01,1.28818512e+01,1.29791403e+01,1.28818512e+01,1.29791403e+01
2.07000002e-01,1.28948259e+01,1.29693298e+01,1.28948259e+01,1.29693298e+01
2.08000004e-01,1.29077902e+01,1.29595203e+01,1.29077902e+01,1.29595203e+01
2.09000006e-01,1.29207449e+01,1.29497099e+01,1.29207449e+01,1.29497099e+01
2.09999993e-01,1.29336901e+01,1.29399004e+01,1.29336901e+01,1.29399004e+01
2.10999995e-01,1.29466238e+01,1.29300900e+01,1.29466238e+01,1.29300900e+01
2.11999997e-01,1.29595499e+01,1.29202805e+01,1.29595499e+01,1.29202805e+01
2.13000000e-01,1.29724646e+01,1.29104700e+01,1.29724646e+01,1.29104700e+01
2.14000002e-01,1.29853706e+01,1.29006596e+01,1.29853706e+01,1.29006596e+01
2.15000004e-01,1.29982662e+01,1.28908501e+01,1.29982662e+01,1.28908501e+01
2.16000006e-01,1.30111523e+01,1.28810396e+01,1.30111523e+01,1.28810396e+01
2.16999993e-01,1.30240278e+01,1.28712301e+01,1.30240278e+01,1.28712301e+01
2.17999995e-01,1.30368948e+01,1.28614197e+01,1.30368948e+01,1.28614197e+01
2.18999997e-01,1.30497513e+01,1.28516102e+01,1.30497513e+01,1.28516102e+01
2.19999999e-01,1.30625982e+01,1.28417997e+01,1.30625982e+01,1.28417997e+01
2.21000001e-01,1.30754347e+01,1.28319902e+01,1.30754347e+01,1.28319902e+01
2.22000003e-01,1.30882616e+01,1.28221798e+01,1.30882616e+01,1.28221798e+01
2.23000005e-01,1.31010790e+01,1.28123703e+01,1.31010790e+01,1.28123703e+01
2.24000007e-01,1.31138868e+01,1.28025599e+01,1.31138868e+01,1.28025599e+01
2.24999994e-01,1.31266842e+01,1.27927504e+01,1.31266842e+01,1.27927504e+01
2.25999996e-01,1.31394720e+01,1.27829399e+01,1.31394720e+01,1.27829399e+01
2.26999998e-01,1.31522503e+01,1.27731304e+01,1.31522503e+01,1.27731304e+01
2.28000000e-01,1.31650181e+01,1.27633200e+01,1.31650181e+01,1.27633200e+01
2.29000002e-01,1.31777773e+01,1.27535105e+01,1.31777773e+01,1.27535105e+01
2.30000004e-01,1.31905260e+01,1.27437000e+01,1.31905260e+01,1.27437000e+01
2.31000006e-01,1.32032642e+01,1.27338896e+01,1.32032642e+01,1.27338896e+01
2.31999993e-01,1.32159929e+01,1.27240801e+01,1.32159929e+01,1.27240801e+01
2.32999995e-01,1.32287121e+01,1.27142696e+01,1.32287121e+01,1.27142696e+01
2.33999997e-01,1.32414217e+01,1.27044601e+01,1.32414217e+01,1.27044601e+01
2.34999999e-01,1.32541208e+01,1.26946497e+01,1.32541208e+01,1.26946497e+01
2.36000001e-01,1.32668114e+01,1.26848402e+01,1.32668114e+01,1.26848402e+01
2.37000003e-01,1.32794914e+01,1.26750298e+01,1.32794914e+01,1.26750298e+01
2.38000005e-01,1.32921610e+01,1.26652203e+01,1.32921610e+01,1.26652203e+01
2.38999993e-01,1.33048210e+01,1.26554098e+01,1.33048210e+01,1.26554098e+01
2.39999995e-01,1.33174725e+01,1.26456003e+01,1.33174725e+01,1.26456003e+01
2.40999997e-01,1.33301134e+01,1.26357899e+01,1.33301134e+01,1.26357899e+01
2.41999999e-01,1.33427439e+01,1.26259804e+01,1.33427439e+01,1.26259804e+01
2.43000001e-01,1.33553648e+01,1.26161699e+01,1.33553648e+01,1.26161699e+01
2.44000003e-01,1.33679762e+01,1.26063604e+01,1.33679762e+01,1.26063604e+01
2.45000005e-01,1.33805771e+01,1.25965500e+01,1.33805771e+01,1.25965500e+01
2.46000007e-01,1.33931694e+01,1.25867395e+01,1.33931694e+01,1.25867395e+01
2.46999994e-01,1.34057512e+01,1.25769300e+01,1.34057512e+01,1.25769300e+01
2.47999996e-01,1.34183226e+01,1.25671196e+01,1.34183226e+01,1.25671196e+01
2.48999998e-01,1.34308853e+01,1.25573101e+01,1.34308853e+01,1.25573101e+01
2.50000000e-01,1.34434376e+01,1.25474997e+01,1.34434376e+01,1.25474997e+01
2.50999987e-01,1.34559803e+01,1.25376902e+01,1.34559803e+01,1.25376902e+01
2.52000004e-01,1.34685125e+01,1.25278797e+01,1.34685125e+01,1.25278797e+01
2.52999991e-01,1.34810362e+01,1.25180702e+01,1.34810362e+01,1.25180702e+01
2.54000008e-01,1.34935493e+01,1.25082598e+01,1.34935493e+01,1.25082598e+01
2.54999995e-01,1.35060520e+01,1.24984503e+01,1.35060520e+01,1.24984503e+01
2.56000012e-01,1.35185461e+01,1.24886398e+01,1.35185461e+01,1.24886398e+01
2.56999999e-01,1.35310297e+01,1.24788303e+01,1.35310297e+01,1.24788303e+01
2.57999986e-01,1.35435038e+01,1.24690199e+01,1.35435038e+01,1.24690199e+01
2.59000003e-01,1.35559683e+01,1.24592104e+01,1.35559683e+01,1.24592104e+01
2.59999990e-01,1.35684223e+01,1.24493999e+01,1.35684223e+01,1.24493999e+01
2.61000007e-01,1.35808659e+01,1.24395905e+01,1.35808659e+01,1.24395905e+01
2.61999995e-01,1.35933008e+01,1.24297800e+01,1.35933008e+01,1.24297800e+01
2.63000011e-01,1.36057262e+01,1.24199696e+01,1.36057262e+01,1.24199696e+01
2.63999999e-01,1.36181412e+01,1.24101601e+01,1.36181412e+01,1.24101601e+01
2.64999986e-01,1.36305456e+01,1.24003496e+01,1.36305456e+01,1.24003496e+01
2.66000003e-01,1.36429424e+01,1.23905401e+01,1.36429424e+01,1.23905401e+01
2.66999990e-01,1.36553268e+01,1.23807297e+01,1.36553268e+01,1.23807297e+01
2.68000007e-01,1.36677027e+01,1.23709202e+01,1.36677027e+01,1.23709202e+01
2.68999994e-01,1.36800690e+01,1.23611097e+01,1.36800690e+01,1.23611097e+01
2.70000011e-01,1.36924257e+01,1.23513002e+01,1.36924257e+01,1.23513002e+01
2.70999998e-01,1.37047720e+01,1.23414898e+01,1.37047720e+01,1.23414898e+01
2.72000015e-01,1.37171078e+01,1.23316803e+01,1.37171078e+01,1.23316803e+01
2.73000002e-01,1.37294350e+01,1.23218699e+01,1.37294350e+01,1.23218699e+01
2.73999989e-01,1.37417517e+01,1.23120604e+01,1.37417517e+01,1.23120604e+01
2.75000006e-01,1.37540588e+01,1.23022499e+01,1.37540588e+01,1.23022499e+01
2.75999993e-01,1.37663574e+01,1.22924404e+01,1.37663574e+01,1.22924404e+01
2.77000010e-01,1.37786436e+01,1.22826300e+01,1.37786436e+01,1.22826300e+01
2.77999997e-01,1.37909222e+01,1.22728205e+01,1.37909222e+01,1.22728205e+01
2.79000014e-01,1.38031902e+01,1.22630100e+01,1.38031902e+01,1.22630100e+01
2.80000001e-01,1.38154478e+01,1.22531996e+01,1.38154478e+01,1.22531996e+01
2.80999988e-01,1.38276958e+01,1.22433901e+01,1.38276958e+01,1.22433901e+01
2.82000005e-01,1.38399353e+01,1.22335796e+01,1.38399353e+01,1.22335796e+01
2.82999992e-01,1.38521633e+01,1.22237701e+01,1.38521633e+01,1.22237701e+01
2.84000009e-01,1.38643818e+01,1.22139597e+01,1.38643818e+01,1.22139597e+01
2.84999996e-01,1.38765907e+01,1.22041502e+01,1.38765907e+01,1.22041502e+01
2.86000013e-01,1.38887911e+01,1.21943398e+01,1.38887911e+01,1.21943398e+01
2.87000000e-01,1.39009800e+01,1.21845303e+01,1.39009800e+01,1.21845303e+01
2.87999988e-01,1.39131603e+01,1.21747198e+01,1.39131603e+01,1.21747198e+01
2.89000005e-01,1.39253292e+01,1.21649103e+01,1.39253292e+01,1.21649103e+01
2.89999992e-01,1.39374905e+01,1.21550999e+01,1.39374905e+01,1.21550999e+01
2.91000009e-01,1.39496403e+01,1.21452904e+01,1.39496403e+01,1.21452904e+01
2.91999996e-01,1.39617796e+01,1.21354799e+01,1.39617796e+01,1.21354799e+01
2.93000013e-01,1.39739113e+01,1.21256704e+01,1.39739113e+01,1.21256704e+01
2.94000000e-01,1.39860306e+01,1.21158600e+01,1.39860306e+01,1.21158600e+01
2.94999987e-01,1.39981422e+01,1.21060495e+01,1.39981422e+01,1.21060495e+01
2.96000004e-01,1.40102444e+01,1.20962400e+01,1.40102444e+01,1.20962400e+01
2.96999991e-01,1.40223351e+01,1.20864296e+01,1.40223351e+01,1.20864296e+01
2.98000008e-01,1.40344162e+01,1.20766201e+01,1.40344162e+01,1.20766201e+01
2.98999995e-01,1.40464878e+01,1.20668097e+01,1.40464878e+01,1.20668097e+01
3.00000012e-01,1.40585499e+01,1.20570002e+01,1.40585499e+01,1.20570002e+01
3.00999999e-01,1.40706024e+01,1.20471897e+01,1.40706024e+01,1.20471897e+01
3.01999986e-01,1.40826445e+01,1.20373802e+01,1.40826445e+01,1.20373802e+01
3.03000003e-01,1.40946770e+01,1.20275698e+01,1.40946770e+01,1.20275698e+01
3.03999990e-01,1.41066999e+01,1.20177603e+01,1.41066999e+01,1.20177603e+01
3.05000007e-01,1.41187124e+01,1.20079498e+01,1.41187124e+01,1.20079498e+01
3.05999994e-01,1.41307154e+01,1.19981403e+01,1.41307154e+01,1.19981403e+01
3.07000011e-01,1.41427088e+01,1.19883299e+01,1.41427088e+01,1.19883299e+01
3.07999998e-01,1.41546917e+01,1.19785204e+01,1.41546917e+01,1.19785204e+01
3.08999985e-01,1.41666660e+01,1.19687099e+01,1.41666660e+01,1.19687099e+01
