"time","FMU_Interface_OUT0_Primary Angle","FMU_Interface_OUT1_Secondary Angle","FMU_Interface_OUT2_Primary Speed","FMU_Interface_OUT3_Secondary Speed","FMU_Interface_OUT4_Primary Acceleration","FMU_Interface_OUT5_Secondary Acceleration","FMU_Interface_OUT6_Primary Torque","FMU_Interface_OUT7_Secondary Torque","FMU_Interface_OUT8_Torque Friction","FMU_Interface_OUT9_Spring Actual Angle"
3.9,44243.393578447802,44219.867995434397,2200,2200,-2.8421171735237924e-009,-2.8421171735237924e-009,-65.272525324675073,118.1563950727472,52.879222026265765,136.47441698659807
4,45562.468535021988,45539.867995315763,2200.0000000000005,2200.0000000000005,2.842151943988141e-009,2.842151943988141e-009,-65.272525324675073,100.49043491450071,34.9255786020465,137.39946029378197
4.1,46881.316355573828,46859.867995197143,2200,2200,0,0,-65.272525324675073,80.083556314458562,14.93826914061804,138.55163962331017
4.2,48199.948552298294,48179.867995078523,2200.0000000000005,2200.0000000000005,2.8421074898459728e-009,2.8421074898459728e-009,-65.272525324675073,63.8399307464625,-1.3201268664434742,139.91944278022149
4.3,49518.378791832394,49499.867994959888,2200,2200,-2.8421264891506682e-009,-2.8421264891506682e-009,-65.272525324675073,46.777986136195786,-18.443316594651108,141.48920312749649
4.4,50836.622758702637,50819.867994841261,2200,2200,-2.8421010345656306e-009,-2.8421010345656306e-009,-65.272525324675073,31.610903815517233,-33.508377705350775,143.24523613862348
4.5,52154.69799861042,52139.867994722648,2200.0000000000005,2200.0000000000005,2.8421465640829847e-009,2.8421465640829847e-009,-65.272525324675073,16.602914464714335,-48.620990068120136,145.16999611222855
4.6,53472.623743121119,53459.867994604014,2200,2200,-2.5454837472890433e-014,-2.5454837472890433e-014,-65.272525324675073,3.2081610141012233,-62.313908236145565,147.24425148289833
4.7,54790.420717508765,54779.867994485401,2200,2200,-2.8421444120704354e-009,-2.8421444120704354e-009,-65.272525324675073,-10,-75.189095039830022,149.27325719238834
4.8,56108.110933675853,56099.867994366767,2200,2200,2.8421709430404007e-009,2.8421709430404007e-009,-65.272525324675073,-10,-75.189095039830022,149.27325719238834
4.9,57425.717470217758,57419.867994248154,2200.0000000000005,2200.0000000000005,5.6842558371332563e-009,5.6842558371332563e-009,-65.272525324675073,-10,-75.189095039830022,149.27325719238834
5,58743.264241825585,58739.867994126122,2200,2200,0,0,-65.272525324675073,-10,-75.189095039830022,149.27325719238834
5.1,60060.775760286939,60059.867993942345,2200,2200,-3.083474262895657e-014,-3.083474262895657e-014,-65.272525324675073,-10,-75.189095039830022,149.27325719238834
5.2,61378.276889746703,61379.867993758591,2200,2200,-2.842107121290158e-009,-2.842107121290158e-009,10,-86.047223687736917,-77.006996328115747,149.30470213645998
5.3,62695.792598091415,62699.86799357483,2200,2200,2.8421709430404007e-009,2.8421709430404007e-009,10,-88.071073576091592,-77.509947826785918,149.08183502839614
5.4,64013.347707540292,64019.867993391075,2200.0000000000005,2200.0000000000005,2.8421028172650589e-009,2.8421028172650589e-009,10,-86.461044761297117,-76.931650145973805,149.30047979807594
5.5,65330.966646629691,65339.867993207306,2200,2200,-2.8421709430404007e-009,-2.8421709430404007e-009,10,-87.793498997823079,-77.496747775527581,149.11333486289863
5.6,66648.673206131338,66659.867993023538,2200,2200,0,0,12.155702626747914,-89.803707510171421,-77.797156566443164,148.80521310779915
5.7,67966.490301342768,67979.867992839791,2200,2200,0,0,23.570825608394554,-105.93179705107292,-82.520065704638071,146.62230850297647
5.8,69284.439743125156,69299.867992656014,2200,2200,0,0,34.497741406483975,-120.87508051924546,-86.527511920504651,144.57175046914335
5.9,70602.542019976623,70619.867992472253,2200,2200,0,0,44.642588944750109,-134.63318093052899,-90.128907728553841,142.67402750436941
6,71920.816093317684,71939.867992288491,2200,2200,0,0,53.885991962425329,-147.12298466013604,-93.316748646080086,140.94810102918404
6.1,73239.27920803515,73259.86799210473,2200,2200,-2.8421293484874595e-009,-2.8421293484874595e-009,62.125695436295679,-158.18338113684084,-95.883040036951513,139.41121593043135
6.2,74557.946720176944,74579.867991920968,2200,2200,-2.842128272354967e-009,-2.842128272354967e-009,69.344076018727108,-167.75584078088968,-98.081324692485083,138.07872825597562
6.3,75876.831943519428,75899.867991737206,2200.0000000000005,2200.0000000000005,5.6842543929498204e-009,5.6842543929498204e-009,75.35855323108342,-175.67602047832878,-100.37497716656176,136.96395178222599
6.4,77195.946016540634,77219.867991553459,2200,2200,-4.4822697983120269e-014,-4.4822697983120269e-014,80.23976484116362,-181.96953981205979,-101.8830509406327,136.07802498718459
6.5,78515.297791128251,78539.867991369683,2200.0000000000005,2200.0000000000005,-4.5898578040137618e-014,-4.5898578040137618e-014,83.642152753700671,-186.56285709130907,-102.96626073181353,135.42979975857156
6.6,79834.893744134475,79859.867991185922,2200,2200,-2.8420300196661094e-009,-2.8420300196661094e-009,85.833470719424525,-189.46106300192079,-103.63742583416139,135.02575294856285
6.7,81154.737912661498,81179.86799100216,2200,2200,-4.8050590589662011e-014,-4.8050590589662011e-014,86.729376798661775,-190.61716371449975,-103.72558842293708,134.86992165933478
6.8,82474.831853724012,82499.867990818384,2200.0000000000005,2200.0000000000005,5.6841945066688614e-009,5.6841945066688614e-009,66.729376798661775,-166.98168408899883,-100.12561173698438,134.96386290562046
6.9,83795.174628692184,83819.867990634637,2200,2200,-2.8420203352309832e-009,-2.8420203352309832e-009,66.729376798661775,-154.05936529834995,-87.203292946335495,135.30663805755887
7,85115.762812669971,85139.867990450875,2200,2200,-2.8421196645572046e-009,-2.8421196645572046e-009,66.729376798661775,-131.88534480642474,-65.029272454410304,135.89482221911234
7.1,86436.590528715649,86459.867990267099,2200.0000000000005,2200.0000000000005,5.6841848229910417e-009,5.6841848229910417e-009,66.729376798661775,-109.60529896852195,-42.792537425411794,136.72253844854069
7.2,87757.649506562302,87779.867990083352,2200,2200,-5.3430495745728148e-014,-5.3430495745728148e-014,66.729376798661775,-90.330341564047117,-23.472962246382316,137.78151647895805
7.3,89078.929165251451,89099.867989899591,2200,2200,-2.842116436664598e-009,-2.842116436664598e-009,66.729376798661775,-72.650320524945968,-5.8753187065410408,139.06117535187397
7.4,90400.416718854685,90419.867989715829,2200,2200,-2.8420041955155152e-009,-2.8420041955155152e-009,66.729376798661775,-55.15451821726959,11.634445263453488,140.54872913886513
7.5,91722.097304226263,91739.867989532053,2200,2200,0,0,66.729376798661775,-39.687046068480065,27.042757890762246,142.22931469419237
7.6,93043.954129510821,93059.867989348291,2200,2200,2.8421132087719915e-009,2.8421132087719915e-009,66.729376798661775,-23.832745908413511,42.896768360764028,144.08614016253611
7.7,94365.968641922111,94379.86798916453,2200,2200,-5.8810400901794278e-014,-5.8810400901794278e-014,66.729376798661775,-10.198983970641706,56.521792569707436,146.10065275756804
7.8,95688.12071311615,95699.867988980768,2200,2200,0,0,66.729376798661775,3.9725103647367166,70.701412463663701,148.25272413539179
7.9,97010.388840307132,97019.867988797007,2200.0000000000005,2200.0000000000005,2.8420490182134982e-009,2.8420490182134982e-009,66.729376798661775,10,76.729376798661775,149.21717604725765
8,98332.750361116065,98339.867988613245,2200,2200,-6.2038293502825928e-014,-6.2038293502825928e-014,66.729376798661775,10,76.729376798661775,149.21717604725765
8.1,99655.181680005815,99659.867988429483,2200,2200,2.8421078291192709e-009,2.8421078291192709e-009,66.729376798661775,10,76.729376798661775,149.21717604725765
8.2,100977.65850403988,100979.86798824572,2200,2200,6.4189801186881054e-014,6.4189801186881054e-014,66.729376798661775,10,76.729376798661775,149.21717604725765
8.3,102300.15608560943,102299.86798806196,2200,2200,0,0,-10,87.978494316502051,77.940607664249654,149.10825059415873
8.4,103622.64946970312,103619.8679878782,2200.0000000000005,2200.0000000000005,5.6841428598822861e-009,5.6841428598822861e-009,-10,87.797979160704514,77.771951277630549,149.13532214090577
8.5,104945.11374324949,104939.86798769444,2200,2200,-6.7417946228912486e-014,-6.7417946228912486e-014,-10,87.760055284128029,77.763549286249358,149.13808365738998
8.6,106267.52428404,106259.86798751066,2200,2200,-2.8421024492141146e-009,-2.8421024492141146e-009,-10,87.756143760520942,77.756955470471596,149.13860686134797
8.7,107589.85700674604,107579.8679873269,2200,2200,-2.8420318036277148e-009,-2.8420318036277148e-009,-10,87.745662175126654,77.747398122960917,149.13936925038649
8.8,108912.08860357165,108899.86798714317,2200,2200,0,0,-17.171376470437515,97.737786906552245,80.394012769965343,147.77938357151325
8.9,110234.19677713711,110219.86798695939,2200,2200,-2.8420992210690728e-009,-2.8420992210690728e-009,-28.453943787863153,113.02681948311842,84.579810848727234,145.67120982227442
9,111556.16046326724,111539.86798677563,2200,2200,7.2797851384978616e-014,7.2797851384978616e-014,-38.932109832680425,127.28446055211938,88.354271330361897,143.70752350838515
9.1,112877.96004145744,112859.86798659187,2200,2200,0,0,-48.57743940572265,140.29130963018866,91.714573823315774,141.90794513440733
9.2,114199.57753091553,114179.86798640808,2200,2200,0,0,-57.282461068871463,151.93464429167105,94.653539347154592,140.29045549255466
9.3,115520.99677021964,115499.86798622434,2200,2200,0,0,-64.94786530939578,162.11476767531161,97.168430552046971,138.87121600471329
9.4,116842.20357879794,116819.86798604058,2200,2200,0,0,-71.486410995717748,170.74417159832578,99.259301161985164,137.66440724263887
9.5,118163.18589869497,118139.86798593559,2200,2200,0,0,-76.823026694208153,177.74945132195808,100.92804160444815,136.68208724062725
9.6,119483.93391486672,119459.8679858821,2200,2200,0,0,-80.895902652737533,183.07165536780641,102.17743519314054,135.93407101537167
9.7,120804.44015333087,120779.86798582862,2200,2200,0,0,-83.657636101267158,186.6662810408005,103.01036367928283,135.42783249775673
9.8,122124.69955591942,122099.86798577514,2200,2200,0,0,-85.075972655127686,188.50341147740789,103.42917616086764,135.16842985572535
9.9,123444.70953076694,123419.86798572165,2200,2200,0,0,-65.27253019717044,167.7670003952031,102.4898293198813,135.15845495471206
10,124764.46997820752,124739.86798566816,2200,2200,0,0,-65.27253019717044,158.73608368140933,93.458912606087537,135.39800746064108
10.1,126083.98329177062,126059.86798561466,2200,2200,0,0,-65.27253019717044,140.38843927983982,75.111268204518012,135.88469384404857
10.2,127403.25433426573,127379.8679855612,2200,2200,0,0,-65.27253019717044,114.79475368956288,49.276302834439406,136.61365129546323
10.3,128722.29038919471,128699.86798550769,2200,2200,0,0,-65.27253019717044,97.117417452792779,31.84052584212094,137.5775963129901
10.4,130041.10108797751,130019.86798545421,2200,2200,0,0,-65.27253019717044,77.630366053484877,12.418809822690267,138.76689747669147
10.5,131359.69831371828,131339.86798540072,2200,2200,0,0,-65.27253019717044,61.095558348730115,-4.138521777513529,140.16967168243596
10.6,132678.09608247317,132659.86798534723,2200,2200,-9.0013446910194374e-014,-9.0013446910194374e-014,-65.27253019717044,44.320530893270707,-20.888571840169504,141.77190287404298
10.7,133996.31040320665,133979.86798529376,2200,2200,0,0,-65.27253019717044,29.21557093793529,-36.393312057592844,143.55758208709588
10.8,135314.35911783506,135299.86798524027,2200,2200,-2.8419866116166104e-009,-2.8419866116166104e-009,-65.27253019717044,14.629681430051061,-50.848320577843289,145.50886740518533
10.9,136632.26172295641,136619.86798518678,2200,2200,0,0,-65.27253019717044,0.44868116988431161,-64.420180169746388,147.60626223036377
11,137950.03917504638,137939.86798513329,2200,2200,0,0,-65.27253019717044,-10,-75.27253019717044,149.27832328552242
11.1,139267.71368106856,139259.86798507979,2200.0000000000005,2200.0000000000005,2.8418847629842019e-009,2.8418847629842019e-009,-65.27253019717044,-10,-75.27253019717044,149.27832328552242
11.2,140585.30847658945,140579.86798502633,2200.0000000000005,2200.0000000000005,2.8419780035664123e-009,2.8419780035664123e-009,-65.27253019717044,-10,-75.27253019717044,149.27832328552242
11.3,141902.84759361669,141899.86798497287,2200,2200,-5.6840492492296473e-009,-5.6840492492296473e-009,-65.27253019717044,-10,-75.27253019717044,149.27832328552242
11.4,143220.35562047889,143219.86798491934,2200,2200,-5.6839474000923684e-009,-5.6839474000923684e-009,-65.27253019717044,-10,-75.27253019717044,149.27832328552242
11.5,144537.85745614747,144539.86798486585,2200,2200,2.8421709430404007e-009,2.8421709430404007e-009,10,-87.281975679086145,-77.037600101471753,149.17603102696674
11.6,145855.37806145399,145859.86798481236,2200.0000000000005,2200.0000000000005,5.6839387930519121e-009,5.6839387930519121e-009,10,-86.44389856200327,-76.776902739626081,149.2301685976243
11.7,147172.9422096902,147179.86798475889,2200.0000000000005,2200.0000000000005,2.8418653941139499e-009,2.8418653941139499e-009,10,-88.076982543100939,-77.207704613535739,149.12028887186608
11.8,148490.57423908112,148499.8679847054,2200,2200,-5.6840331095141797e-009,-5.6840331095141797e-009,10,-86.194743429421337,-76.84593560466395,149.24040529319458
11.9,149808.29780960589,149819.86798465194,2200,2200,-5.684029881874008e-009,-5.684029881874008e-009,13.757343492036753,-92.898112409252306,-78.907751907979929,148.42982495397774
12,151126.13566659478,151139.86798459842,2200,2200,2.8421709430404007e-009,2.8421709430404007e-009,25.265139916231995,-108.65258369611166,-83.233995421834493,146.26768199636729
