"time","outBool3","outBool13","outByte3","outByte13","outWord3","outWord13","outDWord3","outDWord13","outSInt3","outInt3"
0.39,1,1,7,7,7,7,7,7,7,7
0.391,1,1,7,7,7,7,7,7,7,7
0.392,1,1,7,7,7,7,7,7,7,7
0.393,1,1,7,7,7,7,7,7,7,7
0.394,1,1,7,7,7,7,7,7,7,7
0.395,1,1,7,7,7,7,7,7,7,7
0.396,1,1,7,7,7,7,7,7,7,7
0.397,1,1,7,7,7,7,7,7,7,7
0.398,1,1,7,7,7,7,7,7,7,7
0.399,1,1,7,7,7,7,7,7,7,7
0.4,1,1,7,7,7,7,7,7,7,7
0.401,0,0,8,8,8,8,8,8,8,8
0.402,0,0,8,8,8,8,8,8,8,8
0.403,0,0,8,8,8,8,8,8,8,8
0.404,0,0,8,8,8,8,8,8,8,8
0.405,0,0,8,8,8,8,8,8,8,8
0.406,0,0,8,8,8,8,8,8,8,8
0.407,0,0,8,8,8,8,8,8,8,8
0.408,0,0,8,8,8,8,8,8,8,8
0.409,0,0,8,8,8,8,8,8,8,8
0.41,0,0,8,8,8,8,8,8,8,8
0.411,0,0,8,8,8,8,8,8,8,8
0.412,0,0,8,8,8,8,8,8,8,8
0.413,0,0,8,8,8,8,8,8,8,8
0.414,0,0,8,8,8,8,8,8,8,8
0.415,0,0,8,8,8,8,8,8,8,8
0.416,0,0,8,8,8,8,8,8,8,8
0.417,0,0,8,8,8,8,8,8,8,8
0.418,0,0,8,8,8,8,8,8,8,8
0.419,0,0,8,8,8,8,8,8,8,8
0.42,0,0,8,8,8,8,8,8,8,8
0.421,0,0,8,8,8,8,8,8,8,8
0.422,0,0,8,8,8,8,8,8,8,8
0.423,0,0,8,8,8,8,8,8,8,8
0.424,0,0,8,8,8,8,8,8,8,8
0.425,0,0,8,8,8,8,8,8,8,8
0.426,0,0,8,8,8,8,8,8,8,8
0.427,0,0,8,8,8,8,8,8,8,8
0.428,0,0,8,8,8,8,8,8,8,8
0.429,0,0,8,8,8,8,8,8,8,8
0.43,0,0,8,8,8,8,8,8,8,8
0.431,0,0,8,8,8,8,8,8,8,8
0.432,0,0,8,8,8,8,8,8,8,8
0.433,0,0,8,8,8,8,8,8,8,8
0.434,0,0,8,8,8,8,8,8,8,8
0.435,0,0,8,8,8,8,8,8,8,8
0.436,0,0,8,8,8,8,8,8,8,8
0.437,0,0,8,8,8,8,8,8,8,8
0.438,0,0,8,8,8,8,8,8,8,8
0.439,0,0,8,8,8,8,8,8,8,8
0.44,0,0,8,8,8,8,8,8,8,8
0.441,0,0,8,8,8,8,8,8,8,8
0.442,0,0,8,8,8,8,8,8,8,8
0.443,0,0,8,8,8,8,8,8,8,8
0.444,0,0,8,8,8,8,8,8,8,8
0.445,0,0,8,8,8,8,8,8,8,8
0.446,0,0,8,8,8,8,8,8,8,8
0.447,0,0,8,8,8,8,8,8,8,8
0.448,0,0,8,8,8,8,8,8,8,8
0.449,0,0,8,8,8,8,8,8,8,8
0.45,0,0,8,8,8,8,8,8,8,8
0.451,1,1,9,9,9,9,9,9,9,9
0.452,1,1,9,9,9,9,9,9,9,9
0.453,1,1,9,9,9,9,9,9,9,9
0.454,1,1,9,9,9,9,9,9,9,9
0.455,1,1,9,9,9,9,9,9,9,9
0.456,1,1,9,9,9,9,9,9,9,9
0.457,1,1,9,9,9,9,9,9,9,9
0.458,1,1,9,9,9,9,9,9,9,9
0.459,1,1,9,9,9,9,9,9,9,9
0.46,1,1,9,9,9,9,9,9,9,9
0.461,1,1,9,9,9,9,9,9,9,9
0.462,1,1,9,9,9,9,9,9,9,9
0.463,1,1,9,9,9,9,9,9,9,9
0.464,1,1,9,9,9,9,9,9,9,9
0.465,1,1,9,9,9,9,9,9,9,9
0.466,1,1,9,9,9,9,9,9,9,9
0.467,1,1,9,9,9,9,9,9,9,9
0.468,1,1,9,9,9,9,9,9,9,9
0.469,1,1,9,9,9,9,9,9,9,9
0.47,1,1,9,9,9,9,9,9,9,9
0.471,1,1,9,9,9,9,9,9,9,9
0.472,1,1,9,9,9,9,9,9,9,9
0.473,1,1,9,9,9,9,9,9,9,9
0.474,1,1,9,9,9,9,9,9,9,9
0.475,1,1,9,9,9,9,9,9,9,9
0.476,1,1,9,9,9,9,9,9,9,9
0.477,1,1,9,9,9,9,9,9,9,9
0.478,1,1,9,9,9,9,9,9,9,9
0.479,1,1,9,9,9,9,9,9,9,9
0.48,1,1,9,9,9,9,9,9,9,9
0.481,1,1,9,9,9,9,9,9,9,9
0.482,1,1,9,9,9,9,9,9,9,9
0.483,1,1,9,9,9,9,9,9,9,9
0.484,1,1,9,9,9,9,9,9,9,9
0.485,1,1,9,9,9,9,9,9,9,9
0.486,1,1,9,9,9,9,9,9,9,9
0.487,1,1,9,9,9,9,9,9,9,9
0.488,1,1,9,9,9,9,9,9,9,9
0.489,1,1,9,9,9,9,9,9,9,9
0.49,1,1,9,9,9,9,9,9,9,9
0.491,1,1,9,9,9,9,9,9,9,9
0.492,1,1,9,9,9,9,9,9,9,9
0.493,1,1,9,9,9,9,9,9,9,9
0.494,1,1,9,9,9,9,9,9,9,9
0.495,1,1,9,9,9,9,9,9,9,9
0.496,1,1,9,9,9,9,9,9,9,9
0.497,1,1,9,9,9,9,9,9,9,9
0.498,1,1,9,9,9,9,9,9,9,9
0.499,1,1,9,9,9,9,9,9,9,9
0.5,1,1,9,9,9,9,9,9,9,9
0.501,0,0,10,10,10,10,10,10,10,10
0.502,0,0,10,10,10,10,10,10,10,10
0.503,0,0,10,10,10,10,10,10,10,10
0.504,0,0,10,10,10,10,10,10,10,10
0.505,0,0,10,10,10,10,10,10,10,10
0.506,0,0,10,10,10,10,10,10,10,10
0.507,0,0,10,10,10,10,10,10,10,10
0.508,0,0,10,10,10,10,10,10,10,10
0.509,0,0,10,10,10,10,10,10,10,10
0.51,0,0,10,10,10,10,10,10,10,10
0.511,0,0,10,10,10,10,10,10,10,10
0.512,0,0,10,10,10,10,10,10,10,10
0.513,0,0,10,10,10,10,10,10,10,10
0.514,0,0,10,10,10,10,10,10,10,10
0.515,0,0,10,10,10,10,10,10,10,10
0.516,0,0,10,10,10,10,10,10,10,10
0.517,0,0,10,10,10,10,10,10,10,10
0.518,0,0,10,10,10,10,10,10,10,10
0.519,0,0,10,10,10,10,10,10,10,10
0.52,0,0,10,10,10,10,10,10,10,10
0.521,0,0,10,10,10,10,10,10,10,10
0.522,0,0,10,10,10,10,10,10,10,10
0.523,0,0,10,10,10,10,10,10,10,10
0.524,0,0,10,10,10,10,10,10,10,10
0.525,0,0,10,10,10,10,10,10,10,10
0.526,0,0,10,10,10,10,10,10,10,10
0.527,0,0,10,10,10,10,10,10,10,10
0.528,0,0,10,10,10,10,10,10,10,10
0.529,0,0,10,10,10,10,10,10,10,10
0.53,0,0,10,10,10,10,10,10,10,10
0.531,0,0,10,10,10,10,10,10,10,10
0.532,0,0,10,10,10,10,10,10,10,10
0.533,0,0,10,10,10,10,10,10,10,10
0.534,0,0,10,10,10,10,10,10,10,10
0.535,0,0,10,10,10,10,10,10,10,10
0.536,0,0,10,10,10,10,10,10,10,10
0.537,0,0,10,10,10,10,10,10,10,10
0.538,0,0,10,10,10,10,10,10,10,10
0.539,0,0,10,10,10,10,10,10,10,10
0.54,0,0,10,10,10,10,10,10,10,10
0.541,0,0,10,10,10,10,10,10,10,10
0.542,0,0,10,10,10,10,10,10,10,10
0.543,0,0,10,10,10,10,10,10,10,10
0.544,0,0,10,10,10,10,10,10,10,10
0.545,0,0,10,10,10,10,10,10,10,10
0.546,0,0,10,10,10,10,10,10,10,10
0.547,0,0,10,10,10,10,10,10,10,10
0.548,0,0,10,10,10,10,10,10,10,10
0.549,0,0,10,10,10,10,10,10,10,10
0.55,0,0,10,10,10,10,10,10,10,10
0.551,1,1,11,11,11,11,11,11,11,11
0.552,1,1,11,11,11,11,11,11,11,11
0.553,1,1,11,11,11,11,11,11,11,11
0.554,1,1,11,11,11,11,11,11,11,11
0.555,1,1,11,11,11,11,11,11,11,11
0.556,1,1,11,11,11,11,11,11,11,11
0.557,1,1,11,11,11,11,11,11,11,11
0.558,1,1,11,11,11,11,11,11,11,11
0.559,1,1,11,11,11,11,11,11,11,11
0.56,1,1,11,11,11,11,11,11,11,11
0.561,1,1,11,11,11,11,11,11,11,11
0.562,1,1,11,11,11,11,11,11,11,11
0.563,1,1,11,11,11,11,11,11,11,11
0.564,1,1,11,11,11,11,11,11,11,11
0.565,1,1,11,11,11,11,11,11,11,11
0.566,1,1,11,11,11,11,11,11,11,11
0.567,1,1,11,11,11,11,11,11,11,11
0.568,1,1,11,11,11,11,11,11,11,11
0.569,1,1,11,11,11,11,11,11,11,11
0.57,1,1,11,11,11,11,11,11,11,11
0.571,1,1,11,11,11,11,11,11,11,11
0.572,1,1,11,11,11,11,11,11,11,11
0.573,1,1,11,11,11,11,11,11,11,11
0.574,1,1,11,11,11,11,11,11,11,11
0.575,1,1,11,11,11,11,11,11,11,11
0.576,1,1,11,11,11,11,11,11,11,11
0.577,1,1,11,11,11,11,11,11,11,11
