"time","FMU_Interface_OUT0_Engine_Power","FMU_Interface_OUT1_Engine_Speed","FMU_Interface_OUT2_Engine_Torque","FMU_Interface_OUT3_Load_Signal","FMU_Interface_OUT4_Fuel_Consumption"
158.94,52.36,5000,100,0.49147,14.698
158.95,52.36,5000,100,0.49147,14.698
158.96,52.36,5000,100,0.49147,14.698
158.97,52.36,5000,100,0.49147,14.698
158.98,52.36,5000,100,0.49147,14.698
158.99,52.36,5000,100,0.49147,14.698
159,52.36,5000,100,0.49147,14.698
159.01,52.36,5000,100,0.49147,14.698
159.02,52.36,5000,100,0.49147,14.698
159.03,52.36,5000,100,0.49147,14.698
159.04,52.36,5000,100,0.49147,14.698
159.05,52.36,5000,100,0.49147,14.698
159.06,52.36,5000,100,0.49147,14.698
159.07,52.36,5000,100,0.49147,14.698
159.08,52.36,5000,100,0.49147,14.698
159.09,52.36,5000,100,0.49147,14.698
159.1,52.36,5000,100,0.49147,14.698
159.11,52.36,5000,100,0.49147,14.698
159.12,52.36,5000,100,0.49147,14.698
159.13,52.36,5000,100,0.49147,14.698
159.14,52.36,5000,100,0.49147,14.698
159.15,52.36,5000,100,0.49147,14.698
159.16,52.36,5000,100,0.49147,14.698
159.17,52.36,5000,100,0.49147,14.698
159.18,52.36,5000,100,0.49147,14.698
159.19,52.36,5000,100,0.49147,14.698
159.2,52.36,5000,100,0.49147,14.698
159.21,52.36,5000,100,0.49147,14.698
159.22,52.36,5000,100,0.49147,14.698
159.23,52.36,5000,100,0.49147,14.698
159.24,52.36,5000,100,0.49147,14.698
159.25,52.36,5000,100,0.49147,14.698
159.26,52.36,5000,100,0.49147,14.698
159.27,52.36,5000,100,0.49147,14.698
159.28,52.36,5000,100,0.49147,14.698
159.29,52.36,5000,100,0.49147,14.698
159.3,52.36,5000,100,0.49147,14.698
159.31,52.36,5000,100,0.49147,14.698
159.32,52.36,5000,100,0.49147,14.698
159.33,52.36,5000,100,0.49147,14.698
159.34,52.36,5000,100,0.49147,14.698
159.35,52.36,5000,100,0.49147,14.698
159.36,52.36,5000,100,0.49147,14.698
159.37,52.36,5000,100,0.49147,14.698
159.38,52.36,5000,100,0.49147,14.698
159.39,52.36,5000,100,0.49147,14.698
159.4,52.36,5000,100,0.49147,14.698
159.41,52.36,5000,100,0.49147,14.698
159.42,52.36,5000,100,0.49147,14.698
159.43,52.36,5000,100,0.49147,14.698
159.44,52.36,5000,100,0.49147,14.698
159.45,52.36,5000,100,0.49147,14.698
159.46,52.36,5000,100,0.49147,14.698
159.47,52.36,5000,100,0.49147,14.698
159.48,52.36,5000,100,0.49147,14.698
159.49,52.36,5000,100,0.49147,14.698
159.5,52.36,5000,100,0.49147,14.698
159.51,52.36,5000,100,0.49147,14.698
159.52,52.36,5000,100,0.49147,14.698
159.53,52.36,5000,100,0.49147,14.698
159.54,52.36,5000,100,0.49147,14.698
159.55,52.36,5000,100,0.49147,14.698
159.56,52.36,5000,100,0.49147,14.698
159.57,52.36,5000,100,0.49147,14.698
159.58,52.36,5000,100,0.49147,14.698
159.59,52.36,5000,100,0.49147,14.698
159.6,52.36,5000,100,0.49147,14.698
159.61,52.36,5000,100,0.49147,14.698
159.62,52.36,5000,100,0.49147,14.698
159.63,52.36,5000,100,0.49147,14.698
159.64,52.36,5000,100,0.49147,14.698
159.65,52.36,5000,100,0.49147,14.698
159.66,52.36,5000,100,0.49147,14.698
159.67,52.36,5000,100,0.49147,14.698
159.68,52.36,5000,100,0.49147,14.698
159.69,52.36,5000,100,0.49147,14.698
159.7,52.36,5000,100,0.49147,14.698
159.71,52.36,5000,100,0.49147,14.698
159.72,52.36,5000,100,0.49147,14.698
159.73,52.36,5000,100,0.49147,14.698
159.74,52.36,5000,100,0.49147,14.698
159.75,52.36,5000,100,0.49147,14.698
159.76,52.36,5000,100,0.49147,14.698
159.77,52.36,5000,100,0.49147,14.698
159.78,52.36,5000,100,0.49147,14.698
159.79,52.36,5000,100,0.49147,14.698
159.8,52.36,5000,100,0.49147,14.698
159.81,52.36,5000,100,0.49147,14.698
159.82,52.36,5000,100,0.49147,14.698
159.83,52.36,5000,100,0.49147,14.698
159.84,52.36,5000,100,0.49147,14.698
159.85,52.36,5000,100,0.49147,14.698
159.86,52.36,5000,100,0.49147,14.698
159.87,52.36,5000,100,0.49147,14.698
159.88,52.36,5000,100,0.49147,14.698
159.89,52.36,5000,100,0.49147,14.698
159.9,52.36,5000,100,0.49147,14.698
159.91,52.36,5000,100,0.49147,14.698
159.92,52.36,5000,100,0.49147,14.698
159.93,52.36,5000,100,0.49147,14.698
159.94,52.36,5000,100,0.49147,14.698
159.95,52.36,5000,100,0.49147,14.698
159.96,52.36,5000,100,0.49147,14.698
159.97,52.36,5000,100,0.49147,14.698
159.98,52.36,5000,100,0.49147,14.698
159.99,52.36,5000,100,0.49147,14.698
160,52.36,5000,100,0.49147,14.698
160.01,52.36,5000,100,0.49147,14.698
160.02,54.423,5000.4,102.72,0.52414,15.078
160.03,66.813,5003.5,120,0.68747,17.368
160.04,77.443,5009.2,139.29,0.68769,19.366
160.05,78.768,5014.5,143.37,0.6879,19.629
160.06,78.839,5019,143.96,0.68808,19.651
160.07,78.9,5022.9,145.08,0.68824,19.671
160.08,78.952,5026.2,145.65,0.68837,19.687
160.09,78.996,5029.1,146.41,0.68848,19.702
160.1,79.034,5031.5,146.9,0.68857,19.714
160.11,79.066,5033.5,147.44,0.68865,19.724
160.12,79.092,5035.2,147.83,0.68872,19.732
160.13,79.114,5036.6,148.22,0.68877,19.739
160.14,79.132,5037.7,148.52,0.68882,19.745
160.15,79.147,5038.7,148.81,0.68886,19.75
160.16,79.159,5039.4,149.05,0.68889,19.754
160.17,79.169,5040,149.26,0.68891,19.757
160.18,79.176,5040.5,149.44,0.68893,19.759
160.19,79.182,5040.9,149.6,0.68894,19.761
160.2,79.185,5041.1,149.73,0.68895,19.762
160.21,79.188,5041.2,149.85,0.68896,19.763
160.22,79.189,5041.3,149.95,0.68896,19.763
160.23,79.189,5041.3,150.04,0.68896,19.763
160.24,79.188,5041.3,150.11,0.68896,19.763
160.25,79.186,5041.2,150.18,0.68896,19.762
160.26,79.184,5041,150.23,0.68895,19.762
160.27,79.181,5040.8,150.28,0.68894,19.761
160.28,79.178,5040.6,150.32,0.68893,19.76
160.29,79.174,5040.4,150.35,0.68892,19.758
160.3,79.17,5040.1,150.38,0.68891,19.757
160.31,79.166,5039.8,150.41,0.6889,19.756
160.32,79.161,5039.5,150.43,0.68889,19.754
160.33,79.156,5039.2,150.44,0.68888,19.753
160.34,79.151,5038.9,150.46,0.68887,19.751
160.35,79.146,5038.6,150.47,0.68885,19.749
160.36,79.141,5038.2,150.48,0.68884,19.748
160.37,79.135,5037.9,150.49,0.68883,19.746
160.38,79.13,5037.6,150.49,0.68881,19.744
160.39,79.124,5037.2,150.5,0.6888,19.742
160.4,79.119,5036.8,150.5,0.68878,19.741
160.41,79.113,5036.5,150.5,0.68877,19.739
160.42,79.107,5036.1,150.5,0.68876,19.737
160.43,79.102,5035.8,150.5,0.68874,19.735
160.44,79.096,5035.4,150.5,0.68873,19.733
160.45,79.091,5035.1,150.5,0.68871,19.732
160.46,79.085,5034.7,150.5,0.6887,19.73
160.47,79.079,5034.4,150.5,0.68869,19.728
160.48,79.074,5034,150.49,0.68867,19.726
160.49,79.068,5033.6,150.49,0.68866,19.725
160.5,79.063,5033.3,150.49,0.68864,19.723
160.51,79.057,5033,150.48,0.68863,19.721
160.52,79.052,5032.6,150.48,0.68862,19.719
160.53,79.047,5032.3,150.48,0.6886,19.718
160.54,79.041,5031.9,150.47,0.68859,19.716
160.55,79.036,5031.6,150.47,0.68858,19.714
160.56,79.031,5031.3,150.46,0.68856,19.713
160.57,79.026,5030.9,150.46,0.68855,19.711
160.58,79.021,5030.6,150.46,0.68854,19.709
160.59,79.015,5030.3,150.45,0.68853,19.708
160.6,79.01,5030,150.45,0.68851,19.706
160.61,79.005,5029.6,150.44,0.6885,19.704
160.62,79.001,5029.3,150.44,0.68849,19.703
160.63,78.996,5029,150.43,0.68848,19.701
160.64,78.991,5028.7,150.43,0.68846,19.7
160.65,78.986,5028.4,150.43,0.68845,19.698
160.66,78.981,5028.1,150.42,0.68844,19.697
160.67,78.977,5027.8,150.42,0.68843,19.695
160.68,78.972,5027.5,150.41,0.68842,19.694
160.69,78.967,5027.2,150.41,0.6884,19.692
160.7,78.963,5026.9,150.4,0.68839,19.691
160.71,78.958,5026.6,150.4,0.68838,19.689
160.72,78.954,5026.4,150.4,0.68837,19.688
160.73,78.949,5026.1,150.39,0.68836,19.687
160.74,78.945,5025.8,150.39,0.68835,19.685
160.75,78.941,5025.5,150.38,0.68834,19.684
160.76,78.936,5025.2,150.38,0.68833,19.682
160.77,78.932,5025,150.38,0.68832,19.681
160.78,78.928,5024.7,150.37,0.68831,19.68
160.79,78.924,5024.4,150.37,0.6883,19.678
160.8,78.92,5024.2,150.36,0.68829,19.677
160.81,78.916,5023.9,150.36,0.68828,19.676
160.82,78.912,5023.7,150.36,0.68827,19.675
160.83,78.908,5023.4,150.35,0.68826,19.673
160.84,78.904,5023.2,150.35,0.68825,19.672
160.85,78.9,5022.9,150.35,0.68824,19.671
160.86,78.896,5022.7,150.34,0.68823,19.67
160.87,78.892,5022.4,150.34,0.68822,19.668
160.88,78.889,5022.2,150.33,0.68821,19.667
160.89,78.885,5022,150.33,0.6882,19.666
160.9,78.881,5021.7,150.33,0.68819,19.665
160.91,78.877,5021.5,150.32,0.68818,19.664
160.92,78.874,5021.3,150.32,0.68817,19.662
160.93,78.87,5021,150.32,0.68816,19.661
160.94,78.867,5020.8,150.31,0.68815,19.66
160.95,78.863,5020.6,150.31,0.68814,19.659
160.96,78.86,5020.4,150.31,0.68814,19.658
160.97,78.856,5020.2,150.3,0.68813,19.657
160.98,78.853,5019.9,150.3,0.68812,19.656
160.99,78.85,5019.7,150.3,0.68811,19.655
161,78.846,5019.5,150.29,0.6881,19.654
161.01,78.843,5019.3,150.29,0.68809,19.653
161.02,78.84,5019.1,150.29,0.68808,19.652
161.03,78.837,5018.9,150.28,0.68808,19.651
161.04,78.833,5018.7,150.28,0.68807,19.65
161.05,78.83,5018.5,150.28,0.68806,19.649
161.06,78.827,5018.3,150.28,0.68805,19.648
161.07,78.824,5018.1,150.27,0.68805,19.647
161.08,78.821,5017.9,150.27,0.68804,19.646
161.09,78.818,5017.7,150.27,0.68803,19.645
161.1,78.815,5017.5,150.26,0.68802,19.644
161.11,78.812,5017.3,150.26,0.68802,19.643
161.12,78.809,5017.2,150.26,0.68801,19.642
161.13,78.806,5017,150.26,0.688,19.641
161.14,78.804,5016.8,150.25,0.68799,19.64
161.15,78.801,5016.6,150.25,0.68799,19.639
161.16,78.798,5016.4,150.25,0.68798,19.638
161.17,78.795,5016.3,150.24,0.68797,19.637
161.18,78.793,5016.1,150.24,0.68797,19.636
161.19,78.79,5015.9,150.24,0.68796,19.636
161.2,78.787,5015.7,150.24,0.68795,19.635
161.21,78.785,5015.6,150.23,0.68795,19.634
161.22,78.782,5015.4,150.23,0.68794,19.633
161.23,78.779,5015.2,150.23,0.68793,19.632
161.24,78.777,5015.1,150.23,0.68793,19.631
161.25,78.774,5014.9,150.22,0.68792,19.631
161.26,78.772,5014.8,150.22,0.68791,19.63
161.27,78.769,5014.6,150.22,0.68791,19.629
161.28,78.767,5014.4,150.22,0.6879,19.628
161.29,78.764,5014.3,150.22,0.6879,19.627
161.3,78.762,5014.1,150.21,0.68789,19.627
161.31,78.76,5014,150.21,0.68788,19.626
161.32,78.757,5013.8,150.21,0.68788,19.625
161.33,78.755,5013.7,150.21,0.68787,19.624
161.34,78.753,5013.5,150.2,0.68787,19.624
161.35,78.75,5013.4,150.2,0.68786,19.623
161.36,78.748,5013.3,150.2,0.68786,19.622
161.37,78.746,5013.1,150.2,0.68785,19.622
161.38,78.744,5013,150.2,0.68784,19.621
161.39,78.742,5012.8,150.19,0.68784,19.62
161.4,78.739,5012.7,150.19,0.68783,19.619
161.41,78.737,5012.6,150.19,0.68783,19.619
161.42,78.735,5012.4,150.19,0.68782,19.618
161.43,78.733,5012.3,150.19,0.68782,19.617
161.44,78.731,5012.2,150.18,0.68781,19.617
161.45,78.729,5012,150.18,0.68781,19.616
161.46,78.727,5011.9,150.18,0.6878,19.615
161.47,78.725,5011.8,150.18,0.6878,19.615
161.48,78.723,5011.7,150.18,0.68779,19.614
161.49,78.721,5011.5,150.17,0.68779,19.614
161.5,78.719,5011.4,150.17,0.68778,19.613
161.51,78.717,5011.3,150.17,0.68778,19.612
161.52,78.715,5011.2,150.17,0.68777,19.612
161.53,78.713,5011,150.17,0.68777,19.611
161.54,78.712,5010.9,150.16,0.68776,19.611
161.55,78.71,5010.8,150.16,0.68776,19.61
161.56,78.708,5010.7,150.16,0.68775,19.609
161.57,78.706,5010.6,150.16,0.68775,19.609
161.58,78.704,5010.5,150.16,0.68775,19.608
161.59,78.703,5010.4,150.16,0.68774,19.608
161.6,78.701,5010.2,150.15,0.68774,19.607
161.61,78.699,5010.1,150.15,0.68773,19.607
161.62,78.697,5010,150.15,0.68773,19.606
161.63,78.696,5009.9,150.15,0.68772,19.606
161.64,78.694,5009.8,150.15,0.68772,19.605
161.65,78.692,5009.7,150.15,0.68772,19.604
161.66,78.691,5009.6,150.14,0.68771,19.604
161.67,78.689,5009.5,150.14,0.68771,19.603
161.68,78.688,5009.4,150.14,0.6877,19.603
161.69,78.686,5009.3,150.14,0.6877,19.602
161.7,78.684,5009.2,150.14,0.6877,19.602
161.71,78.683,5009.1,150.14,0.68769,19.601
161.72,78.681,5009,150.14,0.68769,19.601
161.73,78.68,5008.9,150.13,0.68768,19.6
161.74,78.678,5008.8,150.13,0.68768,19.6
161.75,78.677,5008.7,150.13,0.68768,19.6
161.76,78.675,5008.6,150.13,0.68767,19.599
161.77,78.674,5008.5,150.13,0.68767,19.599
161.78,78.673,5008.4,150.13,0.68767,19.598
161.79,78.671,5008.4,150.13,0.68766,19.598
161.8,78.67,5008.3,150.12,0.68766,19.597
161.81,78.668,5008.2,150.12,0.68766,19.597
161.82,78.667,5008.1,150.12,0.68765,19.596
161.83,78.666,5008,150.12,0.68765,19.596
161.84,78.664,5007.9,150.12,0.68765,19.595
161.85,78.663,5007.8,150.12,0.68764,19.595
161.86,78.662,5007.8,150.12,0.68764,19.595
161.87,78.66,5007.7,150.12,0.68764,19.594
161.88,78.659,5007.6,150.11,0.68763,19.594
161.89,78.658,5007.5,150.11,0.68763,19.593
161.9,78.656,5007.4,150.11,0.68763,19.593
161.91,78.655,5007.3,150.11,0.68762,19.593
161.92,78.654,5007.3,150.11,0.68762,19.592
161.93,78.653,5007.2,150.11,0.68762,19.592
161.94,78.652,5007.1,150.11,0.68761,19.591
161.95,78.65,5007,150.11,0.68761,19.591
161.96,78.649,5007,150.1,0.68761,19.591
161.97,78.648,5006.9,150.1,0.6876,19.59
161.98,78.647,5006.8,150.1,0.6876,19.59
161.99,78.646,5006.7,150.1,0.6876,19.59
162,78.645,5006.7,150.1,0.6876,19.589
162.01,78.643,5006.6,150.1,0.68759,19.589
162.02,78.642,5006.5,150.1,0.68759,19.589
162.03,78.641,5006.5,150.1,0.68759,19.588
162.04,78.64,5006.4,150.1,0.68758,19.588
162.05,78.639,5006.3,150.1,0.68758,19.587
162.06,78.638,5006.3,150.09,0.68758,19.587
162.07,78.637,5006.2,150.09,0.68758,19.587
162.08,78.636,5006.1,150.09,0.68757,19.586
162.09,78.635,5006.1,150.09,0.68757,19.586
162.1,78.634,5006,150.09,0.68757,19.586
162.11,78.633,5005.9,150.09,0.68757,19.585
162.12,78.632,5005.9,150.09,0.68756,19.585
162.13,78.631,5005.8,150.09,0.68756,19.585
162.14,78.63,5005.7,150.09,0.68756,19.585
162.15,78.629,5005.7,150.09,0.68756,19.584
162.16,78.628,5005.6,150.08,0.68755,19.584
162.17,78.627,5005.6,150.08,0.68755,19.584
162.18,78.626,5005.5,150.08,0.68755,19.583
162.19,78.625,5005.4,150.08,0.68755,19.583
162.2,78.624,5005.4,150.08,0.68755,19.583
162.21,78.623,5005.3,150.08,0.68754,19.582
162.22,78.623,5005.3,150.08,0.68754,19.582
162.23,78.622,5005.2,150.08,0.68754,19.582
162.24,78.621,5005.2,150.08,0.68754,19.582
162.25,78.62,5005.1,150.08,0.68753,19.581
162.26,78.619,5005,150.08,0.68753,19.581
162.27,78.618,5005,150.08,0.68753,19.581
162.28,78.617,5004.9,150.07,0.68753,19.581
162.29,78.617,5004.9,150.07,0.68753,19.58
162.3,78.616,5004.8,150.07,0.68752,19.58
162.31,78.615,5004.8,150.07,0.68752,19.58
162.32,78.614,5004.7,150.07,0.68752,19.579
162.33,78.613,5004.7,150.07,0.68752,19.579
162.34,78.613,5004.6,150.07,0.68752,19.579
162.35,78.612,5004.6,150.07,0.68751,19.579
162.36,78.611,5004.5,150.07,0.68751,19.578
162.37,78.61,5004.5,150.07,0.68751,19.578
162.38,78.61,5004.4,150.07,0.68751,19.578
162.39,78.609,5004.4,150.07,0.68751,19.578
162.4,78.608,5004.3,150.07,0.6875,19.578
162.41,78.607,5004.3,150.06,0.6875,19.577
162.42,78.607,5004.3,150.06,0.6875,19.577
162.43,78.606,5004.2,150.06,0.6875,19.577
162.44,78.605,5004.2,150.06,0.6875,19.577
162.45,78.604,5004.1,150.06,0.6875,19.576
162.46,78.604,5004.1,150.06,0.68749,19.576
162.47,78.603,5004,150.06,0.68749,19.576
162.48,78.602,5004,150.06,0.68749,19.576
162.49,78.602,5003.9,150.06,0.68749,19.576
162.5,78.601,5003.9,150.06,0.68749,19.575
162.51,78.6,5003.9,150.06,0.68749,19.575
162.52,78.6,5003.8,150.06,0.68748,19.575
162.53,78.599,5003.8,150.06,0.68748,19.575
162.54,78.599,5003.7,150.06,0.68748,19.574
162.55,78.598,5003.7,150.06,0.68748,19.574
162.56,78.597,5003.7,150.06,0.68748,19.574
162.57,78.597,5003.6,150.05,0.68748,19.574
162.58,78.596,5003.6,150.05,0.68747,19.574
162.59,78.595,5003.5,150.05,0.68747,19.574
162.6,78.595,5003.5,150.05,0.68747,19.573
162.61,78.594,5003.5,150.05,0.68747,19.573
162.62,78.594,5003.4,150.05,0.68747,19.573
162.63,78.593,5003.4,150.05,0.68747,19.573
162.64,78.593,5003.4,150.05,0.68747,19.573
162.65,78.592,5003.3,150.05,0.68746,19.572
162.66,78.591,5003.3,150.05,0.68746,19.572
162.67,78.591,5003.3,150.05,0.68746,19.572
162.68,78.59,5003.2,150.05,0.68746,19.572
162.69,78.59,5003.2,150.05,0.68746,19.572
162.7,78.589,5003.1,150.05,0.68746,19.572
162.71,78.589,5003.1,150.05,0.68746,19.571
162.72,78.588,5003.1,150.05,0.68745,19.571
162.73,78.588,5003,150.05,0.68745,19.571
162.74,78.587,5003,150.05,0.68745,19.571
162.75,78.587,5003,150.04,0.68745,19.571
162.76,78.586,5003,150.04,0.68745,19.571
162.77,78.586,5002.9,150.04,0.68745,19.57
162.78,78.585,5002.9,150.04,0.68745,19.57
162.79,78.585,5002.9,150.04,0.68745,19.57
162.8,78.584,5002.8,150.04,0.68744,19.57
162.81,78.584,5002.8,150.04,0.68744,19.57
162.82,78.583,5002.8,150.04,0.68744,19.57
162.83,78.583,5002.7,150.04,0.68744,19.569
162.84,78.582,5002.7,150.04,0.68744,19.569
162.85,78.582,5002.7,150.04,0.68744,19.569
162.86,78.581,5002.7,150.04,0.68744,19.569
162.87,78.581,5002.6,150.04,0.68744,19.569
162.88,78.581,5002.6,150.04,0.68744,19.569
162.89,78.58,5002.6,150.04,0.68743,19.569
162.9,78.58,5002.5,150.04,0.68743,19.568
162.91,78.579,5002.5,150.04,0.68743,19.568
162.92,78.579,5002.5,150.04,0.68743,19.568
162.93,78.578,5002.5,150.04,0.68743,19.568
162.94,78.578,5002.4,150.04,0.68743,19.568
162.95,78.578,5002.4,150.04,0.68743,19.568
162.96,78.577,5002.4,150.04,0.68743,19.568
162.97,78.577,5002.4,150.04,0.68743,19.568
162.98,78.576,5002.3,150.04,0.68743,19.567
162.99,78.576,5002.3,150.03,0.68742,19.567
163,78.576,5002.3,150.03,0.68742,19.567
163.01,78.575,5002.3,150.03,0.68742,19.567
163.02,78.575,5002.2,150.03,0.68742,19.567
163.03,78.575,5002.2,150.03,0.68742,19.567
163.04,78.574,5002.2,150.03,0.68742,19.567
163.05,78.574,5002.2,150.03,0.68742,19.567
163.06,78.573,5002.1,150.03,0.68742,19.566
163.07,78.573,5002.1,150.03,0.68742,19.566
163.08,78.573,5002.1,150.03,0.68742,19.566
163.09,78.572,5002.1,150.03,0.68742,19.566
163.1,78.572,5002,150.03,0.68741,19.566
163.11,78.572,5002,150.03,0.68741,19.566
163.12,78.571,5002,150.03,0.68741,19.566
163.13,78.571,5002,150.03,0.68741,19.566
163.14,78.571,5002,150.03,0.68741,19.566
163.15,78.57,5001.9,150.03,0.68741,19.565
163.16,78.57,5001.9,150.03,0.68741,19.565
163.17,78.57,5001.9,150.03,0.68741,19.565
163.18,78.569,5001.9,150.03,0.68741,19.565
163.19,78.569,5001.9,150.03,0.68741,19.565
163.2,78.569,5001.8,150.03,0.68741,19.565
163.21,78.568,5001.8,150.03,0.68741,19.565
163.22,78.568,5001.8,150.03,0.6874,19.565
163.23,78.568,5001.8,150.03,0.6874,19.565
163.24,78.568,5001.8,150.03,0.6874,19.565
163.25,78.567,5001.7,150.03,0.6874,19.564
163.26,78.567,5001.7,150.03,0.6874,19.564
163.27,78.567,5001.7,150.03,0.6874,19.564
163.28,78.566,5001.7,150.03,0.6874,19.564
163.29,78.566,5001.7,150.03,0.6874,19.564
163.3,78.566,5001.7,150.02,0.6874,19.564
163.31,78.566,5001.6,150.02,0.6874,19.564
163.32,78.565,5001.6,150.02,0.6874,19.564
163.33,78.565,5001.6,150.02,0.6874,19.564
163.34,78.565,5001.6,150.02,0.6874,19.564
163.35,78.564,5001.6,150.02,0.6874,19.564
163.36,78.564,5001.5,150.02,0.68739,19.564
163.37,78.564,5001.5,150.02,0.68739,19.563
163.38,78.564,5001.5,150.02,0.68739,19.563
163.39,78.563,5001.5,150.02,0.68739,19.563
163.4,78.563,5001.5,150.02,0.68739,19.563
163.41,78.563,5001.5,150.02,0.68739,19.563
163.42,78.563,5001.5,150.02,0.68739,19.563
163.43,78.562,5001.4,150.02,0.68739,19.563
163.44,78.562,5001.4,150.02,0.68739,19.563
163.45,78.562,5001.4,150.02,0.68739,19.563
163.46,78.562,5001.4,150.02,0.68739,19.563
163.47,78.561,5001.4,150.02,0.68739,19.563
163.48,78.561,5001.4,150.02,0.68739,19.563
163.49,78.561,5001.3,150.02,0.68739,19.563
163.5,78.561,5001.3,150.02,0.68739,19.562
163.51,78.561,5001.3,150.02,0.68739,19.562
163.52,78.56,5001.3,150.02,0.68739,19.562
163.53,78.56,5001.3,150.02,0.68738,19.562
163.54,78.56,5001.3,150.02,0.68738,19.562
163.55,78.56,5001.3,150.02,0.68738,19.562
163.56,78.559,5001.3,150.02,0.68738,19.562
163.57,78.559,5001.2,150.02,0.68738,19.562
163.58,78.559,5001.2,150.02,0.68738,19.562
163.59,78.559,5001.2,150.02,0.68738,19.562
163.6,78.559,5001.2,150.02,0.68738,19.562
163.61,78.558,5001.2,150.02,0.68738,19.562
163.62,78.558,5001.2,150.02,0.68738,19.562
163.63,78.558,5001.2,150.02,0.68738,19.562
163.64,78.558,5001.1,150.02,0.68738,19.562
163.65,78.558,5001.1,150.02,0.68738,19.561
163.66,78.557,5001.1,150.02,0.68738,19.561
163.67,78.557,5001.1,150.02,0.68738,19.561
163.68,78.557,5001.1,150.02,0.68738,19.561
163.69,78.557,5001.1,150.02,0.68738,19.561
163.7,78.557,5001.1,150.02,0.68738,19.561
163.71,78.557,5001.1,150.02,0.68738,19.561
163.72,78.556,5001.1,150.02,0.68738,19.561
163.73,78.556,5001,150.02,0.68737,19.561
163.74,78.556,5001,150.02,0.68737,19.561
163.75,78.556,5001,150.02,0.68737,19.561
163.76,78.556,5001,150.02,0.68737,19.561
163.77,78.555,5001,150.02,0.68737,19.561
163.78,78.555,5001,150.01,0.68737,19.561
163.79,78.555,5001,150.01,0.68737,19.561
163.8,78.555,5001,150.01,0.68737,19.561
163.81,78.555,5001,150.01,0.68737,19.561
163.82,78.555,5000.9,150.01,0.68737,19.56
163.83,78.555,5000.9,150.01,0.68737,19.56
163.84,78.554,5000.9,150.01,0.68737,19.56
163.85,78.554,5000.9,150.01,0.68737,19.56
163.86,78.554,5000.9,150.01,0.68737,19.56
163.87,78.554,5000.9,150.01,0.68737,19.56
163.88,78.554,5000.9,150.01,0.68737,19.56
163.89,78.554,5000.9,150.01,0.68737,19.56
163.9,78.553,5000.9,150.01,0.68737,19.56
163.91,78.553,5000.9,150.01,0.68737,19.56
163.92,78.553,5000.8,150.01,0.68737,19.56
163.93,78.553,5000.8,150.01,0.68737,19.56
163.94,78.553,5000.8,150.01,0.68737,19.56
163.95,78.553,5000.8,150.01,0.68737,19.56
163.96,78.553,5000.8,150.01,0.68737,19.56
163.97,78.552,5000.8,150.01,0.68737,19.56
163.98,78.552,5000.8,150.01,0.68737,19.56
163.99,78.552,5000.8,150.01,0.68736,19.56
164,78.552,5000.8,150.01,0.68736,19.56
164.01,78.552,5000.8,150.01,0.68736,19.56
164.02,78.552,5000.8,150.01,0.68736,19.56
164.03,78.552,5000.8,150.01,0.68736,19.56
164.04,78.552,5000.7,150.01,0.68736,19.559
164.05,78.551,5000.7,150.01,0.68736,19.559
164.06,78.551,5000.7,150.01,0.68736,19.559
164.07,78.551,5000.7,150.01,0.68736,19.559
164.08,78.551,5000.7,150.01,0.68736,19.559
164.09,78.551,5000.7,150.01,0.68736,19.559
164.1,78.551,5000.7,150.01,0.68736,19.559
164.11,78.551,5000.7,150.01,0.68736,19.559
164.12,78.551,5000.7,150.01,0.68736,19.559
164.13,78.55,5000.7,150.01,0.68736,19.559
164.14,78.55,5000.7,150.01,0.68736,19.559
164.15,78.55,5000.7,150.01,0.68736,19.559
164.16,78.55,5000.7,150.01,0.68736,19.559
164.17,78.55,5000.6,150.01,0.68736,19.559
164.18,78.55,5000.6,150.01,0.68736,19.559
164.19,78.55,5000.6,150.01,0.68736,19.559
164.2,78.55,5000.6,150.01,0.68736,19.559
164.21,78.55,5000.6,150.01,0.68736,19.559
164.22,78.549,5000.6,150.01,0.68736,19.559
164.23,78.549,5000.6,150.01,0.68736,19.559
164.24,78.549,5000.6,150.01,0.68736,19.559
164.25,78.549,5000.6,150.01,0.68736,19.559
164.26,78.549,5000.6,150.01,0.68736,19.559
164.27,78.549,5000.6,150.01,0.68736,19.559
164.28,78.549,5000.6,150.01,0.68736,19.559
164.29,78.549,5000.6,150.01,0.68736,19.559
164.3,78.549,5000.6,150.01,0.68736,19.559
164.31,78.549,5000.6,150.01,0.68736,19.559
164.32,78.549,5000.6,150.01,0.68736,19.559
164.33,78.548,5000.5,150.01,0.68736,19.558
164.34,78.548,5000.5,150.01,0.68736,19.558
164.35,78.548,5000.5,150.01,0.68735,19.558
164.36,78.548,5000.5,150.01,0.68735,19.558
164.37,78.548,5000.5,150.01,0.68735,19.558
164.38,78.548,5000.5,150.01,0.68735,19.558
164.39,78.548,5000.5,150.01,0.68735,19.558
164.4,78.548,5000.5,150.01,0.68735,19.558
164.41,78.548,5000.5,150.01,0.68735,19.558
164.42,78.548,5000.5,150.01,0.68735,19.558
164.43,78.548,5000.5,150.01,0.68735,19.558
164.44,78.547,5000.5,150.01,0.68735,19.558
164.45,78.547,5000.5,150.01,0.68735,19.558
164.46,78.547,5000.5,150.01,0.68735,19.558
164.47,78.547,5000.5,150.01,0.68735,19.558
