"time","J1.der(w)","clutch1.der(phi_rel)","clutch1.der(w_rel)","J2.der(phi)","clutch2.der(phi_rel)","clutch2.der(w_rel)","J1.w","J1.der(phi)","clutch1.phi_rel","clutch1.w_rel","clutch1.w_relfric","J2.phi","clutch2.phi_rel","clutch2.w_rel","clutch2.w_relfric","J1.phi","J1.flange_b.phi","clutch1.flange_a.phi","J1.flange_a.phi","torque.flange.phi","J1.a","clutch1.a_rel","clutch1.a_relfric","clutch1.fn","clutch1.f_normalized","sin2.y","clutch1.flange_b.tau","clutch1.tau0","clutch1.tau0_max","clutch1.sa","clutch1.lossPower","J2.w","J2.a","J2.der(w)","J2.der(phi,2)","clutch2.a_rel","clutch2.a_relfric","clutch2.fn","step1.y","clutch2.flange_b.tau","J3.flange_a.tau","clutch2.tau0","clutch2.tau0_max","clutch2.sa","clutch2.lossPower","J3.phi","J3.w","J3.a","J3.der(w)","clutch3.a_rel","clutch3.a_relfric","clutch3.fn","clutch3.flange_b.tau","clutch3.tau","clutch3.flange_a.tau","J4.flange_a.tau","J3.flange_b.tau","clutch3.tau0","clutch3.tau0_max","clutch3.sa","clutch3.lossPower","J4.phi","J4.w","J4.der(phi)","fixed.flange.tau","torque.tau","J1.der(phi,2)","clutch1.der(phi_rel,2)","clutch2.der(phi_rel,2)","clutch3.der(phi_rel,2)","clutch2.mode","clutch2.free"
0.696,-5.16566527,-1.37759195,1.584662875,3.148244513,-0.1882445128,13.58100239,4.525836463,4.525836463,-3.07412328,-1.37759195,-1.37759195,1.834025738,-1.395944887,-0.1882445128,-0.1882445128,4.908149019,4.908149019,4.908149019,4.908149019,4.908149019,-5.16566527,1.584662875,1.584662875,12.83799521,0.6418997605,0.6418997605,-6.418997605,6.418997605,7.060897366,-5.476234491,8.842759429,3.148244513,-3.581002395,-3.581002395,-3.581002395,13.58100239,13.58100239,20,1,-10,10,10,11,2.581002395,1.882445128,0.4380808512,2.96,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,2.114974862e-014,3.819167205e-014,3.819167205e-014,-1.253332336,1.253332336,-5.16566527,1.584662875,13.58100239,-10,-1,0
0.699,-6.075937221,-1.371518934,2.465982033,3.137458107,-0.147458107,13.60995519,4.508977041,4.508977041,-3.078247674,-1.371518934,-1.371518934,1.843454318,-1.396448472,-0.147458107,-0.147458107,4.921701992,4.921701992,4.921701992,4.921701992,4.921701992,-6.075937221,2.465982033,2.465982033,12.78008962,0.6390044812,0.6390044812,-6.390044812,6.390044812,7.029049293,-4.56306726,8.76406745,3.137458107,-3.609955188,-3.609955188,-3.609955188,13.60995519,13.60995519,20,1,-10,10,10,11,2.609955188,1.47458107,0.4470058456,2.99,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,2.131628207e-014,3.730349363e-014,3.730349363e-014,-0.3141075908,0.3141075908,-6.075937221,2.465982033,13.60995519,-10,-1,0
0.702,-6.988906397,-1.362796357,3.3499076,3.126584705,-0.1065847045,13.6389988,4.489381061,4.489381061,-3.082349862,-1.362796357,-1.362796357,1.852850407,-1.396829566,-0.1065847045,-0.1065847045,4.935200269,4.935200269,4.935200269,4.935200269,4.935200269,-6.988906397,3.3499076,3.3499076,12.7220024,0.6361001202,0.6361001202,-6.361001202,6.361001202,6.997101322,-3.647193723,8.668749263,3.126584705,-3.638998798,-3.638998798,-3.638998798,13.6389988,13.6389988,20,1,-10,10,10,11,2.638998798,1.065847045,0.4560208416,3.02,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,2.114974862e-014,3.730349363e-014,3.730349363e-014,0.6279051953,-0.6279051953,-6.988906397,3.3499076,13.6389988,-10,-1,0
0.705,-7.896211839,-1.351426369,4.228079027,3.115624028,-0.06562402801,13.66813281,4.467050397,4.467050397,-3.086421842,-1.351426369,-1.351426369,1.862213741,-1.397087899,-0.06562402801,-0.06562402801,4.948635583,4.948635583,4.948635583,4.948635583,4.948635583,-7.896211839,4.228079027,4.228079027,12.66373438,0.6331867188,0.6331867188,-6.331867188,6.331867188,6.965053907,-2.73697488,8.557052286,3.115624028,-3.668132812,-3.668132812,-3.668132812,13.66813281,13.66813281,20,1,-10,10,10,11,2.668132812,0.6562402801,0.4651258427,3.05,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,2.153832668e-014,3.685940442e-014,3.685940442e-014,1.56434465,-1.56434465,-7.896211839,4.228079027,13.66813281,-10,-1,0
0.708,-8.789542056,-1.337442316,5.092185241,3.104575819,-0.02457581854,13.69735682,4.442018135,4.442018135,-3.090455813,-1.337442316,-1.337442316,1.871544064,-1.397223223,-0.02457581854,-0.02457581854,4.961999877,4.961999877,4.961999877,4.961999877,4.961999877,-8.789542056,5.092185241,5.092185241,12.60528637,0.6302643184,0.6302643184,-6.302643184,6.302643184,6.932907503,-1.840722262,8.429421699,3.104575819,-3.697356816,-3.697356816,-3.697356816,13.69735682,13.69735682,20,1,-10,10,10,11,2.697356816,0.2457581854,0.474320841,3.08,10,10,-10,-10,0,0,0,-0,-0,0,0,0,-10,-0,2.237099395e-014,3.641531521e-014,3.641531521e-014,2.486898872,-2.486898872,-8.789542056,5.092185241,13.69735682,-10,-1,0
0.711,-9.660708809,-1.312613004,12.79737361,3.101719838,5.369084552e-016,0,4.414332843,4.414332843,-3.094438793,-1.312613004,-1.312613004,1.880846145,-1.397245261,5.369084552e-016,5.369084552e-016,4.975284937,4.975284937,4.975284937,4.975284937,4.975284937,-9.660708809,12.79737361,12.79737361,12.54665921,0.6273329606,0.6273329606,-6.273329606,6.273329606,6.900662567,5.896711045,8.23445402,3.101719838,3.136664803,3.136664803,3.136664803,0,0,20,1,-3.136664803,3.136664803,10,11,-3.136664803,-1.684101854e-015,0.4836008843,3.101719838,3.136664803,3.136664803,-3.136664803,-3.136664803,0,0,0,-0,-0,0,0,0,-3.136664803,-0,2.209343819e-014,3.774758284e-014,3.774758284e-014,3.387379202,-3.387379202,-9.660708809,12.79737361,0,-3.136664803,0,0
0.714,-10.50171979,-1.272969268,13.62368322,3.111107697,5.369084552e-016,0,4.384076965,4.384076965,-3.098317415,-1.272969268,-1.272969268,1.890165454,-1.397245261,5.369084552e-016,5.369084552e-016,4.988482869,4.988482869,4.988482869,4.988482869,4.988482869,-10.50171979,13.62368322,13.62368322,12.48785374,0.624392687,0.624392687,-6.24392687,6.24392687,6.868319557,6.755363664,7.948327017,3.111107697,3.121963435,3.121963435,3.121963435,0,0,20,1,-3.121963435,3.121963435,10,11,-3.121963435,-1.676208565e-015,0.4929201937,3.111107697,3.121963435,3.121963435,-3.121963435,-3.121963435,0,0,0,-0,-0,0,0,0,-3.121963435,-0,2.170486013e-014,3.952393968e-014,3.952393968e-014,4.257792916,-4.257792916,-10.50171979,13.62368322,0,-3.121963435,0,0
0.717,-11.30484955,-1.230902243,14.41206725,3.120451385,5.369084552e-016,0,4.351353628,4.351353628,-3.102073432,-1.230902243,-1.230902243,1.899512861,-1.397245261,5.369084552e-016,5.369084552e-016,5.001586293,5.001586293,5.001586293,5.001586293,5.001586293,-11.30484955,14.41206725,14.41206725,12.42887079,0.6214435394,0.6214435394,-6.214435394,6.214435394,6.835878933,7.576188315,7.649362465,3.120451385,3.107217697,3.107217697,3.107217697,0,0,20,1,-3.107217697,3.107217697,10,11,-3.107217697,-1.668291454e-015,0.5022676,3.120451385,3.107217697,3.107217697,-3.107217697,-3.107217697,0,0,0,-0,-0,0,0,0,-3.107217697,-0,2.164934898e-014,3.996802889e-014,3.996802889e-014,5.090414158,-5.090414158,-11.30484955,14.41206725,0,-3.107217697,0,0
0.72,-12.06270812,-1.186541994,15.15513592,3.129750862,5.369084552e-016,0,4.316292856,4.316292856,-3.105700025,-1.186541994,-1.186541994,1.908888173,-1.397245261,5.369084552e-016,5.369084552e-016,5.014588198,5.014588198,5.014588198,5.014588198,5.014588198,-12.06270812,15.15513592,15.15513592,12.36971119,0.6184855597,0.6184855597,-6.184855597,6.184855597,6.803341156,8.351794762,7.338590894,3.129750862,3.092427798,3.092427798,3.092427798,0,0,20,1,-3.092427798,3.092427798,10,11,-3.092427798,-1.660350632e-015,0.511642912,3.129750862,3.092427798,3.092427798,-3.092427798,-3.092427798,0,0,0,-0,-0,0,0,0,-3.092427798,-0,2.164934898e-014,3.996802889e-014,3.996802889e-014,5.877852523,-5.877852523,-12.06270812,15.15513592,0,-3.092427798,0,0
0.723,-12.76830655,-1.140024974,15.8459005,3.139005907,5.369084552e-016,0,4.279030881,4.279030881,-3.109190471,-1.140024974,-1.140024974,1.91829132,-1.397245261,5.369084552e-016,5.369084552e-016,5.027481791,5.027481791,5.027481791,5.027481791,5.027481791,-12.76830655,15.8459005,15.8459005,12.3103758,0.6155187899,0.6155187899,-6.155187899,6.155187899,6.770706689,9.075193813,7.017067927,3.139005907,3.07759395,3.07759395,3.07759395,0,0,20,1,-3.07759395,3.07759395,10,11,-3.07759395,-1.652386213e-015,0.5210460597,3.139005907,3.07759395,3.07759395,-3.07759395,-3.07759395,0,0,0,-0,-0,0,0,0,-3.07759395,-0,2.176037128e-014,3.996802889e-014,3.996802889e-014,6.613118653,-6.613118653,-12.76830655,15.8459005,0,-3.07759395,0,0
0.726,-13.415119,-1.091524928,16.47783536,3.148216382,5.369084552e-016,0,4.239741311,4.239741311,-3.11253826,-1.091524928,-1.091524928,1.927722164,-1.397245261,5.369084552e-016,5.369084552e-016,5.040260424,5.040260424,5.040260424,5.040260424,5.040260424,-13.415119,16.47783536,16.47783536,12.25086545,0.6125432723,0.6125432723,-6.125432723,6.125432723,6.737975995,9.739859363,6.686062512,3.148216382,3.062716361,3.062716361,3.062716361,0,0,20,1,-3.062716361,3.062716361,10,11,-3.062716361,-1.64439831e-015,0.5304769038,3.148216382,3.062716361,3.062716361,-3.062716361,-3.062716361,0,0,0,-0,-0,0,0,0,-3.062716361,-0,2.209343819e-014,3.996802889e-014,3.996802889e-014,7.289686274,-7.289686274,-13.415119,16.47783536,0,-3.062716361,0,0
0.729,-13.99714061,-1.041225111,17.04493586,3.15738216,5.369084552e-016,0,4.198607272,4.198607272,-3.115737818,-1.041225111,-1.041225111,1.937180573,-1.397245261,5.369084552e-016,5.369084552e-016,5.052918391,5.052918391,5.052918391,5.052918391,5.052918391,-13.99714061,17.04493586,17.04493586,12.19118098,0.609559049,0.609559049,-6.09559049,6.09559049,6.705149539,10.33978632,6.346881886,3.15738216,3.047795245,3.047795245,3.047795245,0,0,20,1,-3.047795245,3.047795245,10,11,-3.047795245,-1.636387037e-015,0.5399353124,3.15738216,3.047795245,3.047795245,-3.047795245,-3.047795245,0,0,0,-0,-0,0,0,0,-3.047795245,-0,2.231548279e-014,4.04121181e-014,4.04121181e-014,7.901550124,-7.901550124,-13.99714061,17.04493586,0,-3.047795245,0,0
0.732,-14.50894088,-0.9893264346,17.54177169,3.16650311,5.369084552e-016,0,4.155829545,4.155829545,-3.118784015,-0.9893264346,-0.9893264346,1.946666412,-1.397245261,5.369084552e-016,5.369084552e-016,5.065450428,5.065450428,5.065450428,5.065450428,5.065450428,-14.50894088,17.54177169,17.54177169,12.13132325,0.6065661626,0.6065661626,-6.065661626,6.065661626,6.672227789,10.86954391,6.00091939,3.16650311,3.032830813,3.032830813,3.032830813,0,0,20,1,-3.032830813,3.032830813,10,11,-3.032830813,-1.628352507e-015,0.5494211517,3.16650311,3.032830813,3.032830813,-3.032830813,-3.032830813,0,0,0,-0,-0,0,0,0,-3.032830813,-0,2.209343819e-014,3.996802889e-014,3.996802889e-014,8.443279255,-8.443279255,-14.50894088,17.54177169,0,-3.032830813,0,0
0.735,-14.9457118,-0.9360497214,17.96353508,3.175579102,5.369084552e-016,0,4.111628824,4.111628824,-3.1216724,-0.9360497214,-0.9360497214,1.956179547,-1.397245261,5.369084552e-016,5.369084552e-016,5.077851947,5.077851947,5.077851947,5.077851947,5.077851947,-14.9457118,17.96353508,17.96353508,12.07129311,0.6035646555,0.6035646555,-6.035646555,6.035646555,6.639211211,11.32432386,5.649665276,3.175579102,3.017823278,3.017823278,3.017823278,0,0,20,1,-3.017823278,3.017823278,10,11,-3.017823278,-1.620294834e-015,0.5589342861,3.175579102,3.017823278,3.017823278,-3.017823278,-3.017823278,0,0,0,-0,-0,0,0,0,-3.017823278,-0,2.25375274e-014,3.952393968e-014,3.952393968e-014,8.910065242,-8.910065242,-14.9457118,17.96353508,0,-3.017823278,0,0
0.738,-15.30331056,-0.8816272548,18.30608342,3.184610007,5.369084552e-016,0,4.066237262,4.066237262,-3.12439924,-0.8816272548,-0.8816272548,1.965719841,-1.397245261,5.369084552e-016,5.369084552e-016,5.090119081,5.090119081,5.090119081,5.090119081,5.090119081,-15.30331056,18.30608342,18.30608342,12.01109141,0.6005545705,0.6005545705,-6.005545705,6.005545705,6.606100275,11.69998314,5.294652774,3.184610007,3.002772852,3.002772852,3.002772852,0,0,20,1,-3.002772852,3.002772852,10,11,-3.002772852,-1.612214133e-015,0.5684745807,3.184610007,3.002772852,3.002772852,-3.002772852,-3.002772852,0,0,0,-0,-0,0,0,0,-3.002772852,-0,2.298161661e-014,3.952393968e-014,3.952393968e-014,9.297764859,-9.297764859,-15.30331056,18.30608342,0,-3.002772852,0,0
0.741,-15.57829636,-0.8263014029,18.56597611,3.193595696,5.369084552e-016,0,4.019897099,4.019897099,-3.126961485,-0.8263014029,-0.8263014029,1.975287161,-1.397245261,5.369084552e-016,5.369084552e-016,5.102248645,5.102248645,5.102248645,5.102248645,5.102248645,-15.57829636,18.56597611,18.56597611,11.950719,0.5975359502,0.5975359502,-5.975359502,5.975359502,6.572895452,11.99308066,4.937447939,3.193595696,2.987679751,2.987679751,2.987679751,0,0,20,1,-2.987679751,2.987679751,10,11,-2.987679751,-1.60411052e-015,0.5780419002,3.193595696,2.987679751,2.987679751,-2.987679751,-2.987679751,0,0,0,-0,-0,0,0,0,-2.987679751,-0,2.331468352e-014,3.952393968e-014,3.952393968e-014,9.602936857,-9.602936857,-15.57829636,18.56597611,0,-2.987679751,0,0
0.744,-15.76796088,-0.7703227554,18.74050507,3.202536043,5.369084552e-016,0,3.972858798,3.972858798,-3.129356743,-0.7703227554,-0.7703227554,1.98488137,-1.397245261,5.369084552e-016,5.369084552e-016,5.114238112,5.114238112,5.114238112,5.114238112,5.114238112,-15.76796088,18.74050507,18.74050507,11.89017675,0.5945088376,0.5945088376,-5.945088376,5.945088376,6.539597214,12.20090786,4.579636859,3.202536043,2.972544188,2.972544188,2.972544188,0,0,20,1,-2.972544188,2.972544188,10,11,-2.972544188,-1.595984108e-015,0.5876361089,3.202536043,2.972544188,2.972544188,-2.972544188,-2.972544188,0,0,0,-0,-0,0,0,0,-2.972544188,-0,2.364775042e-014,3.952393968e-014,3.952393968e-014,9.822872507,-9.822872507,-15.76796088,18.74050507,0,-2.972544188,0,0
0.747,-15.8703524,-0.7139502312,18.82771878,3.211430919,5.369084552e-016,0,3.92538115,3.92538115,-3.131583418,-0.7139502312,-0.7139502312,1.994502331,-1.397245261,5.369084552e-016,5.369084552e-016,5.126085749,5.126085749,5.126085749,5.126085749,5.126085749,-15.8703524,18.82771878,18.82771878,11.82946552,0.5914732758,0.5914732758,-5.914732758,5.914732758,6.506206034,12.32151275,4.22282482,3.211430919,2.957366379,2.957366379,2.957366379,0,0,20,1,-2.957366379,2.957366379,10,11,-2.957366379,-1.587835014e-015,0.5972570706,3.211430919,2.957366379,2.957366379,-2.957366379,-2.957366379,0,0,0,-0,-0,0,0,0,-2.957366379,-0,2.375877273e-014,3.952393968e-014,3.952393968e-014,9.955619646,-9.955619646,-15.8703524,18.82771878,0,-2.957366379,0,0
0.75,-15.88429308,-0.6574478414,18.82643962,3.220280199,5.369084552e-016,0,3.877728041,3.877728041,-3.133640715,-0.6574478414,-0.6574478414,2.004149909,-1.397245261,5.369084552e-016,5.369084552e-016,5.137790624,5.137790624,5.137790624,5.137790624,5.137790624,-15.88429308,18.82643962,18.82643962,11.76858616,0.5884293078,0.5884293078,-5.884293078,5.884293078,6.472722385,12.35371723,3.868615782,3.220280199,2.942146539,2.942146539,2.942146539,0,0,20,1,-2.942146539,2.942146539,10,11,-2.942146539,-1.579663353e-015,0.6069046486,3.220280199,2.942146539,2.942146539,-2.942146539,-2.942146539,0,0,0,-0,-0,0,0,0,-2.942146539,-0,2.375877273e-014,3.996802889e-014,3.996802889e-014,10,-10,-15.88429308,18.82643962,0,-2.942146539,0,0
0.753,-15.80938941,-0.6010819671,18.7362743,3.229083757,5.369084552e-016,0,3.830165724,3.830165724,-3.135528643,-0.6010819671,-0.6010819671,2.013823967,-1.397245261,5.369084552e-016,5.369084552e-016,5.149352609,5.149352609,5.149352609,5.149352609,5.149352609,-15.80938941,18.7362743,18.7362743,11.70753954,0.5853769769,0.5853769769,-5.853769769,5.853769769,6.439146746,12.29712755,3.518595447,3.229083757,2.926884884,2.926884884,2.926884884,0,0,20,1,-2.926884884,2.926884884,10,11,-2.926884884,-1.571469242e-015,0.6165787059,3.229083757,2.926884884,2.926884884,-2.926884884,-2.926884884,0,0,0,-0,-0,0,0,0,-2.926884884,-0,2.364775042e-014,3.952393968e-014,3.952393968e-014,9.955619646,-9.955619646,-15.80938941,18.7362743,0,-2.926884884,0,0
0.756,-15.64603577,-0.5451189258,18.5576174,3.237841467,5.369084552e-016,0,3.782960393,3.782960393,-3.13724801,-0.5451189258,-0.5451189258,2.023524366,-1.397245261,5.369084552e-016,5.369084552e-016,5.160772376,5.160772376,5.160772376,5.160772376,5.160772376,-15.64603577,18.5576174,18.5576174,11.64632653,0.5823163265,0.5823163265,-5.823163265,5.823163265,6.405479591,12.15213781,3.174316504,3.237841467,2.911581632,2.911581632,2.911581632,0,0,20,1,-2.911581632,2.911581632,10,11,-2.911581632,-1.563252796e-015,0.6262791051,3.237841467,2.911581632,2.911581632,-2.911581632,-2.911581632,0,0,0,-0,-0,0,0,0,-2.911581632,-0,2.375877273e-014,3.952393968e-014,3.952393968e-014,9.822872507,-9.822872507,-15.64603577,18.5576174,0,-2.911581632,0,0
0.759,-15.39541086,-0.4898226348,18.29164786,3.246553206,5.369084552e-016,0,3.736375841,3.736375841,-3.138800421,-0.4898226348,-0.4898226348,2.033250969,-1.397245261,5.369084552e-016,5.369084552e-016,5.17205139,5.17205139,5.17205139,5.17205139,5.17205139,-15.39541086,18.29164786,18.29164786,11.584948,0.5792474001,0.5792474001,-5.792474001,5.792474001,6.371721401,11.91992646,2.837284877,3.246553206,2.896237,2.896237,2.896237,0,0,20,1,-2.896237,2.896237,10,11,-2.896237,-1.555014134e-015,0.6360057085,3.246553206,2.896237,2.896237,-2.896237,-2.896237,0,0,0,-0,-0,0,0,0,-2.896237,-0,2.398081733e-014,3.996802889e-014,3.996802889e-014,9.602936857,-9.602936857,-15.39541086,18.29164786,0,-2.896237,0,0
0.762,-15.05946727,-0.4354522995,17.94031848,3.255218849,5.369084552e-016,0,3.690671148,3.690671148,-3.140188265,-0.4354522995,-0.4354522995,2.043003639,-1.397245261,5.369084552e-016,5.369084552e-016,5.183191904,5.183191904,5.183191904,5.183191904,5.183191904,-15.05946727,17.94031848,17.94031848,11.52340483,0.5761702413,0.5761702413,-5.761702413,5.761702413,6.337872654,11.60244582,2.508946565,3.255218849,2.880851207,2.880851207,2.880851207,0,0,20,1,-2.880851207,2.880851207,10,11,-2.880851207,-1.546753371e-015,0.6457583781,3.255218849,2.880851207,2.880851207,-2.880851207,-2.880851207,0,0,0,-0,-0,0,0,0,-2.880851207,-0,2.409183963e-014,4.04121181e-014,4.04121181e-014,9.297764859,-9.297764859,-15.05946727,17.94031848,0,-2.880851207,0,0
0.765,-14.64091418,-0.3822601304,17.50633865,3.263838272,5.369084552e-016,0,3.646098403,3.646098403,-3.141414699,-0.3822601304,-0.3822601304,2.052782236,-1.397245261,5.369084552e-016,5.369084552e-016,5.194196935,5.194196935,5.194196935,5.194196935,5.194196935,-14.64091418,17.50633865,17.50633865,11.46169788,0.5730848939,0.5730848939,-5.730848939,5.730848939,6.303933832,11.20240482,2.190675063,3.263838272,2.865424469,2.865424469,2.865424469,0,0,20,1,-2.865424469,2.865424469,10,11,-2.865424469,-1.538470625e-015,0.6555369752,3.263838272,2.865424469,2.865424469,-2.865424469,-2.865424469,0,0,0,-0,-0,0,0,0,-2.865424469,-0,2.442490654e-014,4.085620731e-014,4.085620731e-014,8.910065242,-8.910065242,-14.64091418,17.50633865,0,-2.865424469,0,0
0.768,-14.14319327,-0.3304908972,16.99315028,3.272411355,5.369084552e-016,0,3.602902252,3.602902252,-3.142483491,-0.3304908972,-0.3304908972,2.062586622,-1.397245261,5.369084552e-016,5.369084552e-016,5.205070113,5.205070113,5.205070113,5.205070113,5.205070113,-14.14319327,16.99315028,16.99315028,11.39982803,0.5699914016,0.5699914016,-5.699914016,5.699914016,6.269905418,10.72324486,1.883769697,3.272411355,2.849957008,2.849957008,2.849957008,0,0,20,1,-2.849957008,2.849957008,10,11,-2.849957008,-1.530166015e-015,0.6653413612,3.272411355,2.849957008,2.849957008,-2.849957008,-2.849957008,0,0,0,-0,-0,0,0,0,-2.849957008,-0,2.486899575e-014,4.085620731e-014,4.085620731e-014,8.443279255,-8.443279255,-14.14319327,16.99315028,0,-2.849957008,0,0
0.771,-13.57044821,-0.2803755032,16.40489725,3.280937974,5.369084552e-016,0,3.561313477,3.561313477,-3.143399355,-0.2803755032,-0.2803755032,2.072416658,-1.397245261,5.369084552e-016,5.369084552e-016,5.215816012,5.215816012,5.215816012,5.215816012,5.215816012,-13.57044821,16.40489725,16.40489725,11.33779617,0.5668898085,0.5668898085,-5.668898085,5.668898085,6.235787894,10.16910936,1.589420153,3.280937974,2.834449043,2.834449043,2.834449043,0,0,20,1,-2.834449043,2.834449043,10,11,-2.834449043,-1.521839657e-015,0.6751713969,3.280937974,2.834449043,2.834449043,-2.834449043,-2.834449043,0,0,0,-0,-0,0,0,0,-2.834449043,-0,2.442490654e-014,4.130029652e-014,4.130029652e-014,7.901550124,-7.901550124,-13.57044821,16.40489725,0,-2.834449043,0,0
0.774,-12.92748786,-0.2321314053,15.74638865,3.289418009,5.369084552e-016,0,3.521549414,3.521549414,-3.144167632,-0.2321314053,-0.2321314053,2.082272203,-1.397245261,5.369084552e-016,5.369084552e-016,5.226439835,5.226439835,5.226439835,5.226439835,5.226439835,-12.92748786,15.74638865,15.74638865,11.27560317,0.5637801587,0.5637801587,-5.637801587,5.637801587,6.201581746,9.544806909,1.308710805,3.289418009,2.818900793,2.818900793,2.818900793,0,0,20,1,-2.818900793,2.818900793,10,11,-2.818900793,-1.51349167e-015,0.6850269425,3.289418009,2.818900793,2.818900793,-2.818900793,-2.818900793,0,0,0,-0,-0,0,0,0,-2.818900793,-0,2.486899575e-014,4.174438573e-014,4.174438573e-014,7.289686274,-7.289686274,-12.92748786,15.74638865,0,-2.818900793,0,0
0.777,-12.21974362,-0.185961479,15.0230561,3.297851339,5.369084552e-016,0,3.483812818,3.483812818,-3.144794236,-0.185961479,-0.185961479,2.092153119,-1.397245261,5.369084552e-016,5.369084552e-016,5.236947355,5.236947355,5.236947355,5.236947355,5.236947355,-12.21974362,15.0230561,15.0230561,11.21324993,0.5606624963,0.5606624963,-5.606624963,5.606624963,6.167287459,8.855768638,1.04261627,3.297851339,2.803312481,2.803312481,2.803312481,0,0,20,1,-2.803312481,2.803312481,10,11,-2.803312481,-1.505122174e-015,0.6949078582,3.297851339,2.803312481,2.803312481,-2.803312481,-2.803312481,0,0,0,-0,-0,0,0,0,-2.803312481,-0,2.498001805e-014,4.174438573e-014,4.174438573e-014,6.613118653,-6.613118653,-12.21974362,15.0230561,0,-2.803312481,0,0
0.78,-11.45322118,-0.1420514434,14.24090551,3.306237844,5.369084552e-016,0,3.448289287,3.448289287,-3.145285674,-0.1420514434,-0.1420514434,2.102059264,-1.397245261,5.369084552e-016,5.369084552e-016,5.247344938,5.247344938,5.247344938,5.247344938,5.247344938,-11.45322118,14.24090551,14.24090551,11.15073731,0.5575368656,0.5575368656,-5.575368656,5.575368656,6.132905522,8.107999985,0.7919891651,3.306237844,2.787684328,2.787684328,2.787684328,0,0,20,1,-2.787684328,2.787684328,10,11,-2.787684328,-1.496731286e-015,0.7048140037,3.306237844,2.787684328,2.787684328,-2.787684328,-2.787684328,0,0,0,-0,-0,0,0,0,-2.787684328,-0,2.442490654e-014,4.174438573e-014,4.174438573e-014,5.877852523,-5.877852523,-11.45322118,14.24090551,0,-2.787684328,0,0
0.783,-10.63444727,-0.1005682164,13.40646382,3.314577405,5.369084552e-016,0,3.415145621,3.415145621,-3.145648976,-0.1005682164,-0.1005682164,2.111990499,-1.397245261,5.369084552e-016,5.369084552e-016,5.257639475,5.257639475,5.257639475,5.257639475,5.257639475,-10.63444727,13.40646382,13.40646382,11.08806622,0.5544033111,0.5544033111,-5.544033111,5.544033111,6.098436422,7.308027402,0.5575535219,3.314577405,2.772016556,2.772016556,2.772016556,0,0,20,1,-2.772016556,2.772016556,10,11,-2.772016556,-1.488319127e-015,0.7147452383,3.314577405,2.772016556,2.772016556,-2.772016556,-2.772016556,0,0,0,-0,-0,0,0,0,-2.772016556,-0,2.453592884e-014,4.174438573e-014,4.174438573e-014,5.090414158,-5.090414158,-10.63444727,13.40646382,0,-2.772016556,0,0
0.786,-9.770411689,-0.06165793903,12.52672108,3.322869904,5.369084552e-016,0,3.384527843,3.384527843,-3.145891657,-0.06165793903,-0.06165793903,2.121946682,-1.397245261,5.369084552e-016,5.369084552e-016,5.267838338,5.267838338,5.267838338,5.267838338,5.267838338,-9.770411689,12.52672108,12.52672108,11.02523755,0.5512618773,0.5512618773,-5.512618773,5.512618773,6.063880651,6.462840425,0.3398967122,3.322869904,2.756309387,2.756309387,2.756309387,0,0,20,1,-2.756309387,2.756309387,10,11,-2.756309387,-1.479885815e-015,0.7247014211,3.322869904,2.756309387,2.756309387,-2.756309387,-2.756309387,0,0,0,-0,-0,0,0,0,-2.756309387,-0,2.475797345e-014,4.085620731e-014,4.085620731e-014,4.257792916,-4.257792916,-9.770411689,12.52672108,0,-2.756309387,0,0
0.789,-8.868505291,-0.02544597053,11.60906834,3.331115218,5.369084552e-016,0,3.356561189,3.356561189,-3.146021623,-0.02544597053,-0.02544597053,2.131927673,-1.397245261,5.369084552e-016,5.369084552e-016,5.277949296,5.277949296,5.277949296,5.277949296,5.277949296,-8.868505291,11.60906834,11.60906834,10.96225218,0.5481126089,0.5481126089,-5.481126089,5.481126089,6.029238698,5.579829638,0.1394725729,3.331115218,2.740563044,2.740563044,2.740563044,0,0,20,1,-2.740563044,2.740563044,10,11,-2.740563044,-1.471431471e-015,0.7346824125,3.331115218,2.740563044,2.740563044,-2.740563044,-2.740563044,0,0,0,-0,-0,0,0,0,-2.740563044,-0,2.420286194e-014,4.085620731e-014,4.085620731e-014,3.387379202,-3.387379202,-8.868505291,11.60906834,0,-2.740563044,0,0
0.792,-0.8289662905,9.505850967e-014,0,3.336664978,5.369084552e-016,0,3.336664978,3.336664978,-3.146050094,9.505850967e-014,9.505850967e-014,2.141932289,-1.397245261,5.369084552e-016,5.369084552e-016,5.287982383,5.287982383,5.287982383,5.287982383,5.287982383,-0.8289662905,0,0,10.89911101,0.5449555506,0.5449555506,1.657932581,5.449555506,5.994511056,1.657932581,1.576006003e-013,3.336664978,-0.8289662905,-0.8289662905,-0.8289662905,0,0,20,1,0.8289662905,-0.8289662905,10,11,0.8289662905,4.450790105e-016,0.7446870285,3.336664978,-0.8289662905,-0.8289662905,0.8289662905,0.8289662905,0,0,0,-0,-0,0,0,0,0.8289662905,-0,2.320366121e-014,3.952393968e-014,3.952393968e-014,2.486898872,-2.486898872,-0.8289662905,0,0,0.8289662905,0,0
