"time","heatCapacitor_0T","switch_0Controll"
0.52,25.0172,0
0.53,25.0172,0
0.53,25.1102,0
0.54,25.1102,0
0.54,25.2031,0
0.55,25.2031,0
0.55,25.2958,0
0.56,25.2958,0
0.56,25.3884,0
0.57,25.3884,0
0.57,25.4809,0
0.58,25.4809,0
0.58,25.5733,0
0.59,25.5733,0
0.59,25.6655,0
0.6,25.6655,0
0.6,25.7576,0
0.61,25.7576,0
0.61,25.8496,0
0.62,25.8496,0
0.62,25.9414,0
0.63,25.9414,0
0.63,25.9978,1
0.64,25.9978,1
0.64,25.9918,1
0.65,25.9918,1
0.65,25.9859,1
0.66,25.9859,1
0.66,25.9799,1
0.67,25.9799,1
0.67,25.9739,1
0.68,25.9739,1
0.68,25.9679,1
0.69,25.9679,1
0.69,25.962,1
0.7,25.962,1
0.7,25.956,1
0.71,25.956,1
0.71,25.9501,1
0.72,25.9501,1
0.72,25.9441,1
0.73,25.9441,1
0.73,25.9382,1
0.74,25.9382,1
0.74,25.9322,1
0.75,25.9322,1
0.75,25.9263,1
0.76,25.9263,1
0.76,25.9204,1
0.77,25.9204,1
0.77,25.9145,1
0.78,25.9145,1
0.78,25.9086,1
0.79,25.9086,1
0.79,25.9027,1
0.8,25.9027,1
0.8,25.8968,1
0.81,25.8968,1
0.81,25.8909,1
0.82,25.8909,1
0.82,25.885,1
0.83,25.885,1
0.83,25.8791,1
0.84,25.8791,1
0.84,25.8732,1
0.85,25.8732,1
0.85,25.8674,1
0.86,25.8674,1
0.86,25.8615,1
0.87,25.8615,1
0.87,25.8556,1
0.88,25.8556,1
0.88,25.8498,1
0.89,25.8498,1
0.89,25.8439,1
0.9,25.8439,1
0.9,25.8381,1
0.91,25.8381,1
0.91,25.8323,1
0.92,25.8323,1
0.92,25.8264,1
0.93,25.8264,1
0.93,25.8206,1
0.94,25.8206,1
0.94,25.8148,1
0.95,25.8148,1
0.95,25.809,1
0.96,25.809,1
0.96,25.8032,1
0.97,25.8032,1
0.97,25.7974,1
0.98,25.7974,1
0.98,25.7916,1
0.99,25.7916,1
0.99,25.7858,1
1,25.7858,1
1,25.78,1
1.01,25.78,1
1.01,25.7742,1
1.02,25.7742,1
1.02,25.7684,1
1.03,25.7684,1
1.03,25.7627,1
1.04,25.7627,1
1.04,25.7569,1
1.05,25.7569,1
1.05,25.7512,1
1.06,25.7512,1
1.06,25.7454,1
1.07,25.7454,1
1.07,25.7397,1
1.08,25.7397,1
1.08,25.7339,1
1.09,25.7339,1
1.09,25.7282,1
1.1,25.7282,1
1.1,25.7225,1
1.11,25.7225,1
1.11,25.7168,1
1.12,25.7168,1
1.12,25.711,1
1.13,25.711,1
1.13,25.7053,1
1.14,25.7053,1
1.14,25.6996,1
1.15,25.6996,1
1.15,25.6939,1
1.16,25.6939,1
1.16,25.6882,1
1.17,25.6882,1
1.17,25.6825,1
1.18,25.6825,1
1.18,25.6769,1
1.19,25.6769,1
1.19,25.6712,1
1.2,25.6712,1
1.2,25.6655,1
1.21,25.6655,1
1.21,25.6599,1
1.22,25.6599,1
1.22,25.6542,1
1.23,25.6542,1
1.23,25.6485,1
1.24,25.6485,1
1.24,25.6429,1
1.25,25.6429,1
1.25,25.6373,1
1.26,25.6373,1
1.26,25.6316,1
1.27,25.6316,1
1.27,25.626,1
1.28,25.626,1
1.28,25.6204,1
1.29,25.6204,1
1.29,25.6148,1
1.3,25.6148,1
1.3,25.6091,1
1.31,25.6091,1
1.31,25.6035,1
1.32,25.6035,1
1.32,25.5979,1
1.33,25.5979,1
1.33,25.5923,1
1.34,25.5923,1
1.34,25.5867,1
1.35,25.5867,1
1.35,25.5812,1
1.36,25.5812,1
1.36,25.5756,1
1.37,25.5756,1
1.37,25.57,1
1.38,25.57,1
1.38,25.5644,1
1.39,25.5644,1
1.39,25.5589,1
1.4,25.5589,1
1.4,25.5533,1
1.41,25.5533,1
1.41,25.5478,1
1.42,25.5478,1
1.42,25.5422,1
1.43,25.5422,1
1.43,25.5367,1
1.44,25.5367,1
1.44,25.5311,1
1.45,25.5311,1
1.45,25.5256,1
1.46,25.5256,1
1.46,25.5201,1
1.47,25.5201,1
1.47,25.5146,1
1.48,25.5146,1
1.48,25.509,1
1.49,25.509,1
1.49,25.5035,1
1.5,25.5035,1
1.5,25.498,1
1.51,25.498,1
1.51,25.4925,1
1.52,25.4925,1
1.52,25.487,1
1.53,25.487,1
1.53,25.4816,1
1.54,25.4816,1
1.54,25.4761,1
1.55,25.4761,1
1.55,25.4706,1
1.56,25.4706,1
1.56,25.4651,1
1.57,25.4651,1
1.57,25.4597,1
1.58,25.4597,1
1.58,25.4542,1
1.59,25.4542,1
1.59,25.4487,1
1.6,25.4487,1
1.6,25.4433,1
1.61,25.4433,1
1.61,25.4379,1
1.62,25.4379,1
1.62,25.4324,1
1.63,25.4324,1
1.63,25.427,1
1.64,25.427,1
1.64,25.4216,1
1.65,25.4216,1
1.65,25.4162,1
1.66,25.4162,1
1.66,25.4107,1
1.67,25.4107,1
1.67,25.4053,1
1.68,25.4053,1
1.68,25.3999,1
1.69,25.3999,1
1.69,25.3945,1
1.7,25.3945,1
1.7,25.3891,1
1.71,25.3891,1
1.71,25.3837,1
1.72,25.3837,1
1.72,25.3784,1
1.73,25.3784,1
1.73,25.373,1
1.74,25.373,1
1.74,25.3676,1
1.75,25.3676,1
1.75,25.3622,1
1.76,25.3622,1
1.76,25.3569,1
1.77,25.3569,1
1.77,25.3515,1
1.78,25.3515,1
1.78,25.3462,1
1.79,25.3462,1
1.79,25.3408,1
1.8,25.3408,1
1.8,25.3355,1
1.81,25.3355,1
1.81,25.3301,1
1.82,25.3301,1
1.82,25.3248,1
1.83,25.3248,1
1.83,25.3195,1
1.84,25.3195,1
1.84,25.3142,1
1.85,25.3142,1
1.85,25.3089,1
1.86,25.3089,1
1.86,25.3035,1
1.87,25.3035,1
1.87,25.2982,1
1.88,25.2982,1
1.88,25.2929,1
1.89,25.2929,1
1.89,25.2877,1
1.9,25.2877,1
1.9,25.2824,1
1.91,25.2824,1
1.91,25.2771,1
1.92,25.2771,1
1.92,25.2718,1
1.93,25.2718,1
1.93,25.2665,1
1.94,25.2665,1
1.94,25.2613,1
1.95,25.2613,1
1.95,25.256,1
1.96,25.256,1
1.96,25.2508,1
1.97,25.2508,1
1.97,25.2455,1
1.98,25.2455,1
1.98,25.2403,1
1.99,25.2403,1
1.99,25.235,1
2,25.235,1
2,25.2298,1
2.01,25.2298,1
2.01,25.2246,1
2.02,25.2246,1
2.02,25.2194,1
2.03,25.2194,1
2.03,25.2142,1
2.04,25.2142,1
2.04,25.209,1
2.05,25.209,1
2.05,25.2038,1
2.06,25.2038,1
2.06,25.1986,1
2.07,25.1986,1
2.07,25.1934,1
2.08,25.1934,1
2.08,25.1882,1
2.09,25.1882,1
2.09,25.1831,1
2.1,25.1831,1
2.1,25.1779,1
2.11,25.1779,1
2.11,25.1727,1
2.12,25.1727,1
2.12,25.1676,1
2.13,25.1676,1
2.13,25.1624,1
2.14,25.1624,1
2.14,25.1572,1
2.15,25.1572,1
2.15,25.1521,1
2.16,25.1521,1
2.16,25.1469,1
2.17,25.1469,1
2.17,25.1418,1
2.18,25.1418,1
2.18,25.1367,1
2.19,25.1367,1
2.19,25.1315,1
2.2,25.1315,1
2.2,25.1264,1
2.21,25.1264,1
2.21,25.1213,1
2.22,25.1213,1
2.22,25.1162,1
2.23,25.1162,1
2.23,25.1111,1
2.24,25.1111,1
2.24,25.106,1
2.25,25.106,1
2.25,25.1009,1
2.26,25.1009,1
2.26,25.0958,1
2.27,25.0958,1
2.27,25.1626,0
2.28,25.1626,0
2.28,25.2553,0
2.29,25.2553,0
2.29,25.3479,0
2.3,25.3479,0
2.3,25.4404,0
2.31,25.4404,0
2.31,25.5328,0
2.32,25.5328,0
2.32,25.625,0
2.33,25.625,0
2.33,25.7172,0
2.34,25.7172,0
2.34,25.8092,0
2.35,25.8092,0
2.35,25.9011,0
2.36,25.9011,0
2.36,25.9929,0
2.37,25.9929,0
2.37,26.0845,0
2.38,26.0845,0
2.38,26.176,0
2.39,26.176,0
2.39,26.2674,0
2.4,26.2674,0
2.4,26.3587,0
2.41,26.3587,0
2.41,26.4498,0
2.42,26.4498,0
2.42,26.5409,0
2.43,26.5409,0
2.43,26.6318,0
2.44,26.6318,0
2.44,26.7225,0
2.45,26.7225,0
2.45,26.8132,0
2.46,26.8132,0
2.46,26.9037,0
2.47,26.9037,0
2.47,26.9941,0
2.48,26.9941,0
2.48,27.0844,0
2.49,27.0844,0
2.49,27.1746,0
2.5,27.1746,0
2.5,27.2646,0
2.51,27.2646,0
2.51,27.3545,0
2.52,27.3545,0
2.52,27.4443,0
2.53,27.4443,0
2.53,27.534,0
2.54,27.534,0
2.54,27.6235,0
2.55,27.6235,0
2.55,27.713,0
2.56,27.713,0
2.56,27.8023,0
2.57,27.8023,0
2.57,27.8914,0
2.58,27.8914,0
2.58,27.9805,0
2.59,27.9805,0
2.59,28.0694,0
2.6,28.0694,0
2.6,28.1582,0
2.61,28.1582,0
2.61,28.2469,0
2.62,28.2469,0
2.62,28.3355,0
2.63,28.3355,0
2.63,28.424,0
2.64,28.424,0
2.64,28.5123,0
2.65,28.5123,0
2.65,28.6005,0
2.66,28.6005,0
2.66,28.6886,0
2.67,28.6886,0
2.67,28.7766,0
2.68,28.7766,0
2.68,28.7993,1
2.69,28.7993,1
2.69,28.7906,1
2.7,28.7906,1
2.7,28.7818,1
2.71,28.7818,1
2.71,28.7731,1
2.72,28.7731,1
2.72,28.7643,1
2.73,28.7643,1
2.73,28.7556,1
2.74,28.7556,1
2.74,28.7468,1
2.75,28.7468,1
2.75,28.7381,1
2.76,28.7381,1
2.76,28.7294,1
2.77,28.7294,1
2.77,28.7207,1
2.78,28.7207,1
2.78,28.7119,1
2.79,28.7119,1
2.79,28.7032,1
2.8,28.7032,1
2.8,28.6945,1
2.81,28.6945,1
2.81,28.6859,1
2.82,28.6859,1
2.82,28.6772,1
2.83,28.6772,1
2.83,28.6685,1
2.84,28.6685,1
2.84,28.6599,1
2.85,28.6599,1
2.85,28.6512,1
2.86,28.6512,1
2.86,28.6426,1
2.87,28.6426,1
2.87,28.6339,1
2.88,28.6339,1
2.88,28.6253,1
2.89,28.6253,1
2.89,28.6167,1
2.9,28.6167,1
2.9,28.6081,1
2.91,28.6081,1
2.91,28.5995,1
2.92,28.5995,1
2.92,28.5909,1
2.93,28.5909,1
2.93,28.5823,1
2.94,28.5823,1
2.94,28.5737,1
2.95,28.5737,1
2.95,28.5652,1
2.96,28.5652,1
2.96,28.5566,1
2.97,28.5566,1
2.97,28.548,1
2.98,28.548,1
2.98,28.5395,1
2.99,28.5395,1
2.99,28.531,1
3,28.531,1
3,28.5224,1
3.01,28.5224,1
3.01,28.5139,1
3.02,28.5139,1
3.02,28.5054,1
3.03,28.5054,1
3.03,28.4969,1
3.04,28.4969,1
3.04,28.4884,1
3.05,28.4884,1
3.05,28.4799,1
3.06,28.4799,1
3.06,28.4715,1
3.07,28.4715,1
3.07,28.463,1
3.08,28.463,1
3.08,28.5422,0
3.09,28.5422,0
3.09,28.6303,0
3.1,28.6303,0
3.1,28.7183,0
3.11,28.7183,0
3.11,28.8062,0
3.12,28.8062,0
3.12,28.8939,0
3.13,28.8939,0
3.13,28.9816,0
3.14,28.9816,0
3.14,29.0691,0
3.15,29.0691,0
3.15,29.1566,0
3.16,29.1566,0
3.16,29.2439,0
3.17,29.2439,0
3.17,29.3311,0
3.18,29.3311,0
3.18,29.4182,0
3.19,29.4182,0
3.19,29.5051,0
3.2,29.5051,0
3.2,29.592,0
3.21,29.592,0
3.21,29.6787,0
3.22,29.6787,0
3.22,29.7653,0
3.23,29.7653,0
3.23,29.8518,0
3.24,29.8518,0
3.24,29.9381,0
3.25,29.9381,0
3.25,30.0244,0
3.26,30.0244,0
3.26,30.1105,0
3.27,30.1105,0
3.27,30.1966,0
3.28,30.1966,0
3.28,30.2825,0
3.29,30.2825,0
3.29,30.3683,0
3.3,30.3683,0
3.3,30.4539,0
3.31,30.4539,0
3.31,30.5395,0
3.32,30.5395,0
3.32,30.625,0
3.33,30.625,0
3.33,30.7103,0
3.34,30.7103,0
3.34,30.7955,0
3.35,30.7955,0
3.35,30.8806,0
3.36,30.8806,0
3.36,30.9656,0
3.37,30.9656,0
3.37,31.0504,0
3.38,31.0504,0
3.38,31.1352,0
3.39,31.1352,0
3.39,31.2198,0
3.4,31.2198,0
3.4,31.3043,0
3.41,31.3043,0
3.41,31.3887,0
3.42,31.3887,0
3.42,31.473,0
3.43,31.473,0
3.43,31.5572,0
3.44,31.5572,0
3.44,31.6413,0
3.45,31.6413,0
3.45,31.7252,0
3.46,31.7252,0
3.46,31.809,0
3.47,31.809,0
3.47,31.8928,0
3.48,31.8928,0
3.48,31.9764,0
3.49,31.9764,0
3.49,32.0599,0
3.5,32.0599,0
3.5,32.1433,0
3.51,32.1433,0
3.51,32.2266,0
3.52,32.2266,0
3.52,32.3097,0
3.53,32.3097,0
3.53,32.3518,1
3.54,32.3518,1
3.54,32.3395,1
3.55,32.3395,1
3.55,32.3272,1
3.56,32.3272,1
3.56,32.3149,1
3.57,32.3149,1
3.57,32.3026,1
3.58,32.3026,1
3.58,32.2903,1
3.59,32.2903,1
3.59,32.278,1
3.6,32.278,1
3.6,32.2658,1
3.61,32.2658,1
3.61,32.2535,1
3.62,32.2535,1
3.62,32.2413,1
3.63,32.2413,1
3.63,32.229,1
3.64,32.229,1
3.64,32.2168,1
3.65,32.2168,1
3.65,32.2046,1
3.66,32.2046,1
3.66,32.1924,1
3.67,32.1924,1
3.67,32.1802,1
3.68,32.1802,1
3.68,32.1681,1
3.69,32.1681,1
3.69,32.1559,1
3.7,32.1559,1
3.7,32.1438,1
3.71,32.1438,1
3.71,32.1316,1
3.72,32.1316,1
3.72,32.1195,1
3.73,32.1195,1
3.73,32.1074,1
3.74,32.1074,1
3.74,32.0953,1
3.75,32.0953,1
3.75,32.0832,1
3.76,32.0832,1
3.76,32.0711,1
3.77,32.0711,1
3.77,32.0591,1
3.78,32.0591,1
3.78,32.047,1
3.79,32.047,1
3.79,32.035,1
3.8,32.035,1
3.8,32.0229,1
3.81,32.0229,1
3.81,32.0109,1
3.82,32.0109,1
3.82,31.9989,1
3.83,31.9989,1
3.83,31.9869,1
3.84,31.9869,1
3.84,31.9749,1
3.85,31.9749,1
3.85,31.963,1
3.86,31.963,1
3.86,31.951,1
3.87,31.951,1
3.87,31.9391,1
3.88,31.9391,1
3.88,31.9271,1
3.89,31.9271,1
3.89,31.9152,1
3.9,31.9152,1
3.9,31.9271,0
3.91,31.9271,0
3.91,32.0106,0
3.92,32.0106,0
3.92,32.094,0
3.93,32.094,0
3.93,32.1773,0
3.94,32.1773,0
3.94,32.2605,0
3.95,32.2605,0
3.95,32.3436,0
3.96,32.3436,0
3.96,32.4265,0
3.97,32.4265,0
3.97,32.5094,0
3.98,32.5094,0
3.98,32.5922,0
3.99,32.5922,0
3.99,32.6748,0
4,32.6748,0
4,32.7573,0
4.01,32.7573,0
4.01,32.8398,0
4.02,32.8398,0
4.02,32.9221,0
4.03,32.9221,0
4.03,33.0043,0
4.04,33.0043,0
4.04,33.0863,0
4.05,33.0863,0
4.05,33.1683,0
4.06,33.1683,0
4.06,33.2502,0
4.07,33.2502,0
4.07,33.332,0
4.08,33.332,0
4.08,33.4136,0
4.09,33.4136,0
4.09,33.4951,0
4.1,33.4951,0
4.1,33.5766,0
4.11,33.5766,0
4.11,33.6579,0
4.12,33.6579,0
4.12,33.7391,0
4.13,33.7391,0
4.13,33.8202,0
4.14,33.8202,0
4.14,33.9012,0
4.15,33.9012,0
4.15,33.9821,0
4.16,33.9821,0
4.16,34.0629,0
4.17,34.0629,0
4.17,34.1436,0
4.18,34.1436,0
4.18,34.2242,0
4.19,34.2242,0
4.19,34.3046,0
4.2,34.3046,0
4.2,34.385,0
4.21,34.385,0
4.21,34.4652,0
4.22,34.4652,0
4.22,34.5454,0
4.23,34.5454,0
4.23,34.6254,0
4.24,34.6254,0
4.24,34.7053,0
4.25,34.7053,0
4.25,34.7851,0
4.26,34.7851,0
4.26,34.8648,0
4.27,34.8648,0
4.27,34.9444,0
4.28,34.9444,0
4.28,35.0239,0
4.29,35.0239,0
4.29,35.1032,0
4.3,35.1032,0
4.3,35.1825,0
4.31,35.1825,0
4.31,35.2617,0
4.32,35.2617,0
4.32,35.3407,0
4.33,35.3407,0
4.33,35.4196,0
4.34,35.4196,0
4.34,35.4985,0
4.35,35.4985,0
4.35,35.5772,0
4.36,35.5772,0
4.36,35.6558,0
4.37,35.6558,0
4.37,35.7343,0
4.38,35.7343,0
4.38,35.8128,0
4.39,35.8128,0
4.39,35.8911,0
4.4,35.8911,0
4.4,35.9693,0
4.41,35.9693,0
4.41,36.0326,1
4.42,36.0326,1
4.42,36.0166,1
4.43,36.0166,1
4.43,36.0006,1
4.44,36.0006,1
4.44,35.9847,1
4.45,35.9847,1
4.45,35.9687,1
4.46,35.9687,1
4.46,35.9527,1
4.47,35.9527,1
4.47,35.9368,1
4.48,35.9368,1
4.48,35.9209,1
4.49,35.9209,1
4.49,35.9049,1
4.5,35.9049,1
4.5,35.8891,1
4.51,35.8891,1
4.51,35.8732,1
4.52,35.8732,1
4.52,35.8573,1
4.53,35.8573,1
4.53,35.8415,1
4.54,35.8415,1
4.54,35.8256,1
4.55,35.8256,1
4.55,35.8098,1
4.56,35.8098,1
4.56,35.794,1
4.57,35.794,1
4.57,35.7782,1
4.58,35.7782,1
4.58,35.7625,1
4.59,35.7625,1
4.59,35.7467,1
4.6,35.7467,1
4.6,35.731,1
4.61,35.731,1
4.61,35.7152,1
4.62,35.7152,1
4.62,35.6995,1
4.63,35.6995,1
4.63,35.6838,1
4.64,35.6838,1
4.64,35.6682,1
4.65,35.6682,1
4.65,35.6525,1
4.66,35.6525,1
4.66,35.6369,1
4.67,35.6369,1
4.67,35.6212,1
4.68,35.6212,1
4.68,35.6056,1
4.69,35.6056,1
4.69,35.59,1
4.7,35.59,1
4.7,35.5744,1
4.71,35.5744,1
4.71,35.5589,1
4.72,35.5589,1
4.72,35.5433,1
4.73,35.5433,1
4.73,35.5278,1
4.74,35.5278,1
4.74,35.5123,1
4.75,35.5123,1
4.75,35.4968,1
4.76,35.4968,1
4.76,35.5121,0
4.77,35.5121,0
4.77,35.5908,0
4.78,35.5908,0
4.78,35.6693,0
4.79,35.6693,0
4.79,35.7478,0
4.8,35.7478,0
4.8,35.8261,0
4.81,35.8261,0
4.81,35.9044,0
4.82,35.9044,0
4.82,35.9826,0
4.83,35.9826,0
4.83,36.0606,0
4.84,36.0606,0
4.84,36.1386,0
4.85,36.1386,0
4.85,36.2164,0
4.86,36.2164,0
4.86,36.2942,0
4.87,36.2942,0
4.87,36.3718,0
4.88,36.3718,0
4.88,36.4494,0
4.89,36.4494,0
4.89,36.5268,0
4.9,36.5268,0
4.9,36.6041,0
4.91,36.6041,0
4.91,36.6814,0
4.92,36.6814,0
4.92,36.7585,0
4.93,36.7585,0
4.93,36.8355,0
4.94,36.8355,0
4.94,36.9125,0
4.95,36.9125,0
4.95,36.9893,0
4.96,36.9893,0
4.96,37.066,0
4.97,37.066,0
4.97,37.1426,0
4.98,37.1426,0
4.98,37.2191,0
4.99,37.2191,0
4.99,37.2955,0
5,37.2955,0
5,37.3718,0
5.01,37.3718,0
5.01,37.448,0
5.02,37.448,0
5.02,37.5241,0
5.03,37.5241,0
5.03,37.6002,0
5.04,37.6002,0
5.04,37.6761,0
5.05,37.6761,0
5.05,37.7519,0
5.06,37.7519,0
5.06,37.8275,0
5.07,37.8275,0
5.07,37.9031,0
5.08,37.9031,0
5.08,37.9786,0
5.09,37.9786,0
5.09,38.054,0
5.1,38.054,0
5.1,38.1293,0
5.11,38.1293,0
5.11,38.2045,0
5.12,38.2045,0
5.12,38.2796,0
5.13,38.2796,0
5.13,38.3546,0
5.14,38.3546,0
5.14,38.4295,0
5.15,38.4295,0
5.15,38.5043,0
5.16,38.5043,0
5.16,38.579,0
5.17,38.579,0
5.17,38.6535,0
5.18,38.6535,0
5.18,38.728,0
5.19,38.728,0
5.19,38.8024,0
5.2,38.8024,0
5.2,38.8767,0
5.21,38.8767,0
5.21,38.9509,0
5.22,38.9509,0
5.22,39.025,0
5.23,39.025,0
5.23,39.099,0
5.24,39.099,0
5.24,39.1729,0
5.25,39.1729,0
5.25,39.2467,0
5.26,39.2467,0
5.26,39.3204,0
5.27,39.3204,0
5.27,39.394,0
5.28,39.394,0
5.28,39.4675,0
5.29,39.4675,0
5.29,39.5409,0
5.3,39.5409,0
5.3,39.6142,0
5.31,39.6142,0
5.31,39.6874,0
5.32,39.6874,0
5.32,39.7605,0
5.33,39.7605,0
5.33,39.8335,0
5.34,39.8335,0
5.34,39.9064,0
5.35,39.9064,0
5.35,39.917,1
5.36,39.917,1
5.36,39.8971,1
5.37,39.8971,1
5.37,39.8773,1
5.38,39.8773,1
5.38,39.8574,1
5.39,39.8574,1
5.39,39.8376,1
5.4,39.8376,1
5.4,39.8178,1
5.41,39.8178,1
5.41,39.798,1
5.42,39.798,1
5.42,39.7782,1
5.43,39.7782,1
5.43,39.7584,1
5.44,39.7584,1
5.44,39.7387,1
5.45,39.7387,1
5.45,39.719,1
5.46,39.719,1
5.46,39.6993,1
5.47,39.6993,1
5.47,39.6796,1
5.48,39.6796,1
5.48,39.6599,1
5.49,39.6599,1
5.49,39.6403,1
5.5,39.6403,1
5.5,39.6206,1
5.51,39.6206,1
5.51,39.601,1
5.52,39.601,1
5.52,39.5814,1
5.53,39.5814,1
5.53,39.5619,1
5.54,39.5619,1
5.54,39.5423,1
5.55,39.5423,1
5.55,39.5228,1
5.56,39.5228,1
5.56,39.5033,1
5.57,39.5033,1
5.57,39.4838,1
5.58,39.4838,1
5.58,39.4643,1
5.59,39.4643,1
5.59,39.4448,1
5.6,39.4448,1
5.6,39.4254,1
5.61,39.4254,1
5.61,39.406,1
5.62,39.406,1
5.62,39.3866,1
5.63,39.3866,1
5.63,39.3672,1
5.64,39.3672,1
5.64,39.3479,1
5.65,39.3479,1
5.65,39.3285,1
5.66,39.3285,1
5.66,39.3092,1
5.67,39.3092,1
5.67,39.2926,0
5.68,39.2926,0
5.68,39.3662,0
5.69,39.3662,0
5.69,39.4397,0
5.7,39.4397,0
5.7,39.5131,0
5.71,39.5131,0
5.71,39.5865,0
5.72,39.5865,0
5.72,39.6597,0
5.73,39.6597,0
5.73,39.7328,0
5.74,39.7328,0
5.74,39.8059,0
5.75,39.8059,0
5.75,39.8788,0
5.76,39.8788,0
5.76,39.9516,0
5.77,39.9516,0
5.77,40.0244,0
5.78,40.0244,0
5.78,40.097,0
5.79,40.097,0
5.79,40.1696,0
5.8,40.1696,0
5.8,40.242,0
5.81,40.242,0
5.81,40.3144,0
5.82,40.3144,0
5.82,40.3866,0
5.83,40.3866,0
5.83,40.4588,0
5.84,40.4588,0
5.84,40.5309,0
5.85,40.5309,0
5.85,40.6029,0
5.86,40.6029,0
5.86,40.6748,0
5.87,40.6748,0
5.87,40.7465,0
5.88,40.7465,0
5.88,40.8183,0
5.89,40.8183,0
5.89,40.8899,0
5.9,40.8899,0
5.9,40.9614,0
5.91,40.9614,0
5.91,41.0328,0
5.92,41.0328,0
5.92,41.1041,0
5.93,41.1041,0
5.93,41.1753,0
5.94,41.1753,0
5.94,41.2465,0
5.95,41.2465,0
5.95,41.3175,0
5.96,41.3175,0
5.96,41.3884,0
5.97,41.3884,0
5.97,41.4593,0
5.98,41.4593,0
5.98,41.53,0
5.99,41.53,0
5.99,41.6007,0
6,41.6007,0
6,41.6712,0
6.01,41.6712,0
6.01,41.7417,0
6.02,41.7417,0
6.02,41.8121,0
6.03,41.8121,0
6.03,41.8823,0
6.04,41.8823,0
6.04,41.9525,0
6.05,41.9525,0
6.05,42.0226,0
6.06,42.0226,0
6.06,42.0926,0
6.07,42.0926,0
6.07,42.1625,0
6.08,42.1625,0
6.08,42.2323,0
6.09,42.2323,0
6.09,42.302,0
6.1,42.302,0
6.1,42.3716,0
6.11,42.3716,0
6.11,42.4411,0
6.12,42.4411,0
6.12,42.5106,0
6.13,42.5106,0
6.13,42.5799,0
6.14,42.5799,0
6.14,42.6492,0
6.15,42.6492,0
6.15,42.7183,0
6.16,42.7183,0
6.16,42.7874,0
6.17,42.7874,0
6.17,42.8564,0
6.18,42.8564,0
6.18,42.9252,0
6.19,42.9252,0
6.19,42.994,0
6.2,42.994,0
6.2,43.0627,0
6.21,43.0627,0
6.21,43.1313,0
6.22,43.1313,0
6.22,43.1998,0
6.23,43.1998,0
6.23,43.2683,0
6.24,43.2683,0
6.24,43.3366,0
6.25,43.3366,0
6.25,43.4048,0
6.26,43.4048,0
6.26,43.473,0
6.27,43.473,0
6.27,43.5411,0
6.28,43.5411,0
6.28,43.609,0
6.29,43.609,0
6.29,43.6769,0
6.3,43.6769,0
6.3,43.7447,0
6.31,43.7447,0
6.31,43.8124,0
6.32,43.8124,0
6.32,43.88,0
6.33,43.88,0
6.33,43.9475,0
6.34,43.9475,0
6.34,44.0149,0
6.35,44.0149,0
6.35,44.0823,0
6.36,44.0823,0
6.36,44.1495,0
6.37,44.1495,0
6.37,44.1867,1
6.38,44.1867,1
6.38,44.1626,1
6.39,44.1626,1
6.39,44.1385,1
6.4,44.1385,1
6.4,44.1144,1
6.41,44.1144,1
6.41,44.0903,1
