"time","axis1_w"
1.436,-0.0140109
1.438,-0.0134093
1.44,-0.0126612
1.442,-0.0118795
1.444,-0.0109855
1.446,-0.0102682
1.448,-0.00952308
1.45,-0.00880981
1.452,-0.00813118
1.454,-0.00746715
1.456,-0.0068217
1.458,-0.00614998
1.46,-0.00540565
1.462,-0.00461944
1.464,-0.00392755
1.466,-0.00311371
1.468,-0.00230229
1.47,-0.00164296
1.472,-0.00102111
1.474,-0.00048983
1.476,-6.78815E-05
1.478,0.000225091
1.48,0.000428068
1.482,0.000524269
1.484,0.000560741
1.486,0.000542397
1.488,0.000473733
1.49,0.000365153
1.492,0.000227967
1.494,6.74065E-05
1.496,-9.67362E-05
1.498,-0.000258544
1.5,-0.000366851
1.502,-0.000461009
1.504,-0.000516944
1.506,-0.000552828
1.508,-0.000578772
1.51,-0.000602184
1.512,-0.000624349
1.514,-0.000658066
1.516,-0.000690632
1.518,-0.000727464
1.52,-0.000753357
1.522,-0.000754367
1.524,-0.000722712
1.526,-0.000633376
1.528,-0.000496928
1.53,-0.000350057
1.532,-0.000124903
1.534,0.000156645
1.536,0.000427287
1.538,0.000668292
1.54,0.000933268
1.542,0.00114237
1.544,0.00128082
1.546,0.00138302
1.548,0.00142244
1.55,0.00140447
1.552,0.00134161
1.554,0.00124073
1.556,0.00111206
1.558,0.000966643
1.56,0.000807381
1.562,0.000601191
1.564,0.000384693
1.566,0.000108771
1.568,-0.000138506
1.57,-0.000440157
1.572,-0.00070325
1.574,-0.00093307
1.576,-0.00116612
1.578,-0.00134632
1.58,-0.00147303
1.582,-0.00153772
1.584,-0.00153543
1.586,-0.00146515
1.588,-0.00132983
1.59,-0.0011361
1.592,-0.00089376
1.594,-0.000599083
1.596,-0.000327404
1.598,4.6699E-06
1.6,0.000281748
1.602,0.000567109
1.604,0.000833788
1.606,0.00106851
1.608,0.00122946
1.61,0.0013258
1.612,0.00135624
1.614,0.00132192
1.616,0.00119512
1.618,0.00104718
1.62,0.000834927
1.622,0.000545373
1.624,0.000273188
1.626,-4.80438E-06
1.628,-0.000245884
1.63,-0.000397103
1.632,-0.000520958
1.634,-0.000577086
1.636,-0.00055433
1.638,-0.000439201
1.64,-0.000287737
1.642,-3.41067E-05
1.644,0.000209158
1.646,0.000546888
1.648,0.000831273
1.65,0.00118848
1.652,0.00146532
1.654,0.00173635
1.656,0.00206255
1.658,0.0022764
1.66,0.00246214
1.662,0.00264341
1.664,0.00275854
1.666,0.00288166
1.668,0.00296976
1.67,0.00302509
1.672,0.00306318
1.674,0.0030868
1.676,0.00309858
1.678,0.00309982
1.68,0.0030927
1.682,0.00308083
1.684,0.0030675
1.686,0.00305122
1.688,0.00302778
1.69,0.00301326
1.692,0.00300048
1.694,0.00298994
1.696,0.00298122
1.698,0.00297584
1.7,0.00297377
1.702,0.00297476
1.704,0.00297839
1.706,0.00298413
1.708,0.0029914
1.71,0.00299958
1.712,0.00300806
1.714,0.00301629
1.716,0.0030238
1.718,0.00303018
1.72,0.00303512
1.722,0.00303841
1.724,0.00303991
1.726,0.00303954
1.728,0.0030373
1.73,0.00303322
1.732,0.00302738
1.734,0.00301987
1.736,0.00301081
1.738,0.00300032
1.74,0.00298852
1.742,0.00297552
1.744,0.00296146
1.746,0.00294645
1.748,0.00293057
1.75,0.00291393
1.752,0.00289661
1.754,0.00287868
1.756,0.00286019
1.758,0.00284121
1.76,0.00282177
1.762,0.00280191
1.764,0.00278166
1.766,0.00276104
1.768,0.00274007
1.77,0.00271878
1.772,0.00269719
1.774,0.00267532
1.776,0.0026532
1.778,0.00263085
1.78,0.0026083
1.782,0.00258559
1.784,0.00256274
1.786,0.0025398
1.788,0.00251681
1.79,0.0024938
1.792,0.00247081
1.794,0.00244787
1.796,0.00242502
1.798,0.0024023
1.8,0.00237972
1.802,0.00235733
1.804,0.00233514
1.806,0.00231318
1.808,0.00229145
1.81,0.00226998
1.812,0.00224877
1.814,0.00222783
1.816,0.00220716
1.818,0.00218676
1.82,0.00216663
1.822,0.00214677
1.824,0.00212716
1.826,0.00210779
1.828,0.00208867
1.83,0.00206977
1.832,0.00205108
1.834,0.0020326
1.836,0.0020143
1.838,0.00199618
1.84,0.00197823
1.842,0.00196042
1.844,0.00194276
1.846,0.00192523
1.848,0.00190783
1.85,0.00189053
1.852,0.00187335
1.854,0.00185626
1.856,0.00183997
1.858,0.0018192
1.86,0.00180543
1.862,0.0017887
1.864,0.00177205
1.866,0.00175548
1.868,0.00173898
1.87,0.00172258
1.872,0.00170625
1.874,0.00169
1.876,0.00167385
1.878,0.00165778
1.88,0.00164181
1.882,0.00162593
1.884,0.00161015
1.886,0.00159448
1.888,0.00157892
1.89,0.00156346
1.892,0.00154812
1.894,0.00153291
1.896,0.00151781
1.898,0.00150284
1.9,0.00148801
1.902,0.0014733
1.904,0.00145874
1.906,0.00144431
1.908,0.00143002
1.91,0.00141587
1.912,0.00140187
1.914,0.00138802
1.916,0.00137431
1.918,0.00136075
1.92,0.00134733
1.922,0.00133406
1.924,0.00132094
1.926,0.00130796
1.928,0.00129512
1.93,0.00128243
1.932,0.00126987
1.934,0.00125746
1.936,0.00124518
1.938,0.00123303
1.94,0.00122101
1.942,0.00120913
1.944,0.00119736
1.946,0.00118573
1.948,0.00117421
1.95,0.00116281
1.952,0.00115153
1.954,0.00114036
1.956,0.00112929
1.958,0.00111834
1.96,0.00110749
1.962,0.00109675
1.964,0.00108611
1.966,0.00107557
1.968,0.00106512
1.97,0.00105477
1.972,0.00104452
1.974,0.00103435
1.976,0.00102428
1.978,0.0010143
1.98,0.00100441
1.982,0.00099461
1.984,0.000984896
1.986,0.000975268
1.988,0.000994634
1.99,0.00108095
1.992,0.00112432
1.994,0.0011334
1.996,0.00112086
1.998,0.00109088
2,0.0010532
