"time","spring_length_out"
3.870,661.07840000
3.880,671.25590000
3.890,681.66220000
3.900,692.26880000
3.910,703.04700000
3.920,713.96750000
3.930,725.00090000
3.940,736.11740000
3.950,747.28720000
3.960,758.48000000
3.970,769.66590000
3.980,780.81510000
3.990,791.89810000
4.000,802.88530000
4.010,813.74780000
4.020,824.45750000
4.030,834.98630000
4.040,845.30630000
4.050,855.39060000
4.060,865.21280000
4.070,874.74740000
4.080,883.96990000
4.090,892.85650000
4.100,901.38430000
4.110,909.53160000
4.120,917.27770000
4.130,924.60300000
4.140,931.48910000
4.150,937.91870000
4.160,943.87600000
4.170,949.34630000
4.180,954.31640000
4.190,958.77440000
4.200,962.70960000
4.210,966.11300000
4.220,968.97700000
4.230,971.29540000
4.240,973.06340000
4.250,974.27770000
4.260,974.93670000
4.270,975.04010000
4.280,974.58890000
4.290,973.58610000
4.300,972.03560000
4.310,969.94310000
4.320,967.31550000
4.330,964.16140000
4.340,960.49060000
4.350,956.31420000
4.360,951.64460000
4.370,946.49580000
4.380,940.88260000
4.390,934.82130000
4.400,928.32920000
4.410,921.42480000
4.420,914.12760000
4.430,906.45810000
4.440,898.43780000
4.450,890.08900000
4.460,881.43470000
4.470,872.49900000
4.480,863.30640000
4.490,853.88200000
4.500,844.25160000
4.510,834.44150000
4.520,824.47830000
4.530,814.38900000
4.540,804.20070000
4.550,793.94090000
4.560,783.63730000
4.570,773.31760000
4.580,763.00940000
4.590,752.74020000
4.600,742.53720000
4.610,732.42750000
4.620,722.43780000
4.630,712.59380000
4.640,702.92140000
4.650,693.44620000
4.660,684.19300000
4.670,675.18580000
4.680,666.44800000
4.690,658.00220000
4.700,649.87000000
4.710,642.07250000
4.720,634.62940000
4.730,627.55970000
4.740,620.88120000
4.750,614.61070000
4.760,608.76380000
4.770,603.35500000
4.780,598.39750000
4.790,593.90330000
4.800,589.88330000
4.810,586.34680000
4.820,583.30200000
4.830,580.75560000
4.840,578.71330000
4.850,577.17900000
4.860,576.15540000
4.870,575.64410000
4.880,575.64490000
4.890,576.15650000
4.900,577.17610000
4.910,578.69980000
4.920,580.72200000
4.930,583.23610000
4.940,586.23400000
4.950,589.70650000
4.960,593.64300000
4.970,598.03190000
4.980,602.86010000
4.990,608.11370000
5.000,613.77740000
5.010,619.83520000
5.020,626.26980000
5.030,633.06310000
5.040,640.19590000
5.050,647.64830000
5.060,655.39970000
5.070,663.42850000
5.080,671.71260000
5.090,680.22930000
5.100,688.95520000
5.110,697.86650000
5.120,706.93890000
5.130,716.14780000
5.140,725.46830000
5.150,734.87520000
5.160,744.34340000
5.170,753.84720000
5.180,763.36090000
5.190,772.85930000
5.200,782.31700000
5.210,791.70890000
5.220,801.01030000
5.230,810.19640000
5.240,819.24380000
5.250,828.12850000
5.260,836.82700000
5.270,845.31670000
5.280,853.57550000
5.290,861.58200000
5.300,869.31550000
5.310,876.75610000
5.320,883.88470000
5.330,890.68320000
5.340,897.13440000
5.350,903.22190000
5.360,908.93050000
5.370,914.24590000
5.380,919.15520000
5.390,923.64610000
5.400,927.70800000
5.410,931.33110000
5.420,934.50690000
5.430,937.22810000
5.440,939.48870000
5.450,941.28390000
5.460,942.61020000
5.470,943.46520000
5.480,943.84800000
5.490,943.75870000
5.500,943.19890000
5.510,942.17140000
5.520,940.68000000
5.530,938.73010000
5.540,936.32800000
5.550,933.48140000
5.560,930.19900000
5.570,926.49080000
5.580,922.36770000
5.590,917.84190000
5.600,912.92650000
5.610,907.63570000
5.620,901.98460000
5.630,895.98910000
5.640,889.66630000
5.650,883.03380000
5.660,876.11010000
5.670,868.91450000
5.680,861.46690000
5.690,853.78790000
5.700,845.89840000
5.710,837.82020000
5.720,829.57530000
5.730,821.18600000
5.740,812.67520000
5.750,804.06580000
5.760,795.38110000
5.770,786.64440000
5.780,777.87930000
5.790,769.10940000
5.800,760.35810000
5.810,751.64850000
5.820,743.00400000
5.830,734.44720000
5.840,726.00090000
5.850,717.68660000
5.860,709.52640000
5.870,701.54170000
5.880,693.75340000
5.890,686.18180000
5.900,678.84640000
5.910,671.76620000
5.920,664.95930000
5.930,658.44330000
5.940,652.23460000
5.950,646.34910000
5.960,640.80150000
5.970,635.60580000
5.980,630.77480000
5.990,626.32050000
6.000,622.25380000
6.010,618.58440000
6.020,615.32110000
6.030,612.47150000
6.040,610.04210000
6.050,608.03830000
6.060,606.46420000
6.070,605.32300000
6.080,604.61640000
6.090,604.34520000
6.100,604.50910000
6.110,605.10630000
6.120,606.13420000
6.130,607.58880000
6.140,609.46520000
6.150,611.75720000
6.160,614.45750000
6.170,617.55800000
6.180,621.04920000
6.190,624.92080000
6.200,629.16160000
6.210,633.75900000
6.220,638.70010000
6.230,643.97070000
6.240,649.55580000
6.250,655.43970000
6.260,661.60590000
6.270,668.03730000
6.280,674.71590000
6.290,681.62340000
6.300,688.74070000
6.310,696.04820000
6.320,703.52590000
6.330,711.15360000
6.340,718.91030000
6.350,726.77510000
6.360,734.72680000
6.370,742.74400000
6.380,750.80500000
6.390,758.88800000
6.400,766.97140000
6.410,775.03370000
6.420,783.05340000
6.430,791.00930000
6.440,798.88020000
6.450,806.64550000
6.460,814.28530000
6.470,821.77940000
6.480,829.10790000
6.490,836.25180000
6.500,843.19260000
6.510,849.91230000
6.520,856.39350000
6.530,862.61960000
6.540,868.57480000
6.550,874.24370000
6.560,879.61210000
6.570,884.66650000
6.580,889.39420000
6.590,893.78350000
6.600,897.82360000
6.610,901.50460000
6.620,904.81770000
6.630,907.75510000
6.640,910.30980000
6.650,912.47620000
6.660,914.24950000
6.670,915.62590000
6.680,916.60290000
6.690,917.17900000
6.700,917.35360000
6.710,917.12740000
6.720,916.50210000
6.730,915.48040000
6.740,914.06600000
6.750,912.26380000
6.760,910.07960000
6.770,907.52030000
6.780,904.59370000
6.790,901.30850000
6.800,897.67460000
6.810,893.70250000
6.820,889.40360000
6.830,884.79040000
6.840,879.87600000
6.850,874.67430000
6.860,869.19990000
6.870,863.46810000
6.880,857.49490000
6.890,851.29700000
6.900,844.89130000
6.910,838.29560000
6.920,831.52790000
6.930,824.60680000
6.940,817.55110000
6.950,810.37990000
6.960,803.11280000
6.970,795.76930000
6.980,788.36920000
6.990,780.93240000
7.000,773.47910000
7.010,766.02910000
7.020,758.60240000
7.030,751.21860000
7.040,743.89730000
7.050,736.65790000
7.060,729.51940000
7.070,722.50010000
7.080,715.61870000
7.090,708.89310000
7.100,702.34100000
7.110,695.97930000
7.120,689.82450000
7.130,683.89250000
7.140,678.19840000
7.150,672.75690000
7.160,667.58170000
7.170,662.68600000
7.180,658.08210000
7.190,653.78130000
7.200,649.79460000
7.210,646.13150000
7.220,642.80100000
7.230,639.81110000
7.240,637.16900000
7.250,634.88060000
7.260,632.95110000
7.270,631.38480000
7.280,630.18480000
7.290,629.35340000
7.300,628.89180000
7.310,628.80020000
7.320,629.07790000
7.330,629.72320000
7.340,630.73340000
7.350,632.10480000
7.360,633.83280000
7.370,635.91180000
7.380,638.33530000
7.390,641.09600000
7.400,644.18560000
7.410,647.59510000
7.420,651.31430000
7.430,655.33270000
7.440,659.63870000
7.450,664.22000000
7.460,669.06370000
7.470,674.15610000
7.480,679.48310000
7.490,685.02990000
7.500,690.78090000
7.510,696.72040000
7.520,702.83200000
7.530,709.09900000
7.540,715.50420000
7.550,722.03010000
7.560,728.65920000
7.570,735.37330000
7.580,742.15440000
7.590,748.98440000
7.600,755.84460000
7.610,762.71660000
7.620,769.58210000
7.630,776.42280000
7.640,783.22040000
7.650,789.95710000
7.660,796.61490000
7.670,803.17650000
7.680,809.62490000
7.690,815.94320000
7.700,822.11460000
7.710,828.12330000
7.720,833.95340000
7.730,839.59000000
7.740,845.01860000
7.750,850.22530000
7.760,855.19660000
7.770,859.92020000
7.780,864.38390000
7.790,868.57660000
7.800,872.48780000
7.810,876.10780000
7.820,879.42790000
7.830,882.43980000
7.840,885.13650000
7.850,887.51150000
7.860,889.55940000
7.870,891.27560000
7.880,892.65640000
7.890,893.69900000
7.900,894.40150000
7.910,894.76300000
7.920,894.78350000
7.930,894.46370000
7.940,893.80550000
7.950,892.81140000
7.960,891.48510000
7.970,889.83090000
7.980,887.85420000
7.990,885.56110000
8.000,882.95840000
8.010,880.05410000
8.020,876.85670000
8.030,873.37540000
8.040,869.62030000
8.050,865.60210000
8.060,861.33230000
8.070,856.82290000
8.080,852.08660000
8.090,847.13650000
8.100,841.98660000
8.110,836.65100000
8.120,831.14450000
8.130,825.48210000
8.140,819.67950000
8.150,813.75250000
8.160,807.71710000
8.170,801.58980000
8.180,795.38720000
8.190,789.12600000
8.200,782.82300000
8.210,776.49520000
8.220,770.15980000
8.230,763.83360000
8.240,757.53340000
8.250,751.27590000
8.260,745.07780000
8.270,738.95540000
8.280,732.92490000
8.290,727.00140000
8.300,721.20090000
8.310,715.53860000
8.320,710.02910000
8.330,704.68670000
8.340,699.52540000
8.350,694.55820000
8.360,689.79810000
8.370,685.25700000
8.380,680.94660000
8.390,676.87760000
8.400,673.06040000
8.410,669.50440000
8.420,666.21840000
8.430,663.21050000
8.440,660.48780000
8.450,658.05700000
8.460,655.92380000
8.470,654.09290000
8.480,652.56860000
8.490,651.35400000
8.500,650.45150000
8.510,649.86280000
8.520,649.58860000
8.530,649.62870000
8.540,649.98220000
8.550,650.64730000
8.560,651.62150000
8.570,652.90130000
8.580,654.48250000
8.590,656.36000000
8.600,658.52810000
8.610,660.98020000
8.620,663.70900000
8.630,666.70650000
8.640,669.96390000
8.650,673.47200000
8.660,677.22070000
8.670,681.19930000
8.680,685.39670000
8.690,689.80100000
8.700,694.40000000
8.710,699.18080000
8.720,704.13030000
8.730,709.23470000
8.740,714.48020000
8.750,719.85220000
8.760,725.33620000
8.770,730.91720000
8.780,736.58010000
8.790,742.30950000
8.800,748.09020000
8.810,753.90640000
8.820,759.74230000
8.830,765.58250000
8.840,771.41130000
8.850,777.21320000
8.860,782.97270000
8.870,788.67470000
8.880,794.30420000
8.890,799.84620000
8.900,805.28670000
8.910,810.61130000
8.920,815.80590000
8.930,820.85710000
8.940,825.75180000
8.950,830.47730000
8.960,835.02150000
8.970,839.37280000
8.980,843.52010000
8.990,847.45280000
9.000,851.16100000
9.010,854.63550000
9.020,857.86760000
9.030,860.84940000
9.040,863.57350000
9.050,866.03340000
9.060,868.22320000
9.070,870.13790000
9.080,871.77300000
9.090,873.12480000
9.100,874.19070000
9.110,874.96850000
9.120,875.45680000
9.130,875.65520000
9.140,875.56400000
9.150,875.18400000
9.160,874.51710000
9.170,873.56590000
9.180,872.33360000
9.190,870.82430000
9.200,869.04270000
9.210,866.99440000
9.220,864.68540000
9.230,862.12270000
9.240,859.31370000
9.250,856.26670000
9.260,852.99020000
9.270,849.49380000
9.280,845.78730000
9.290,841.88120000
9.300,837.78640000
9.310,833.51430000
9.320,829.07670000
9.330,824.48610000
9.340,819.75500000
9.350,814.89630000
9.360,809.92350000
9.370,804.85000000
9.380,799.68970000
9.390,794.45660000
9.400,789.16470000
9.410,783.82840000
9.420,778.46200000
9.430,773.08000000
9.440,767.69690000
9.450,762.32700000
9.460,756.98450000
9.470,751.68380000
9.480,746.43860000
9.490,741.26300000
9.500,736.17060000
9.510,731.17410000
9.520,726.28690000
9.530,721.52190000
9.540,716.89150000
9.550,712.40750000
9.560,708.08170000
9.570,703.92500000
9.580,699.94810000
9.590,696.16120000
9.600,692.57390000
9.610,689.19510000
9.620,686.03340000
9.630,683.09650000
9.640,680.39170000
9.650,677.92570000
9.660,675.70430000
9.670,673.73280000
9.680,672.01580000
9.690,670.55720000
9.700,669.36020000
9.710,668.42730000
9.720,667.76030000
9.730,667.36020000
9.740,667.22750000
9.750,667.36170000
9.760,667.76180000
9.770,668.42590000
9.780,669.35170000
9.790,670.53600000
9.800,671.97480000
9.810,673.66380000
9.820,675.59770000
9.830,677.77070000
9.840,680.17640000
9.850,682.80770000
9.860,685.65710000
9.870,688.71630000
9.880,691.97670000
9.890,695.42890000
9.900,699.06340000
9.910,702.86980000
9.920,706.83770000
9.930,710.95600000
9.940,715.21320000
9.950,719.59780000
9.960,724.09760000
9.970,728.70030000
9.980,733.39350000
9.990,738.16430000
10.000,742.99980000
10.010,747.88700000
10.020,752.81280000
10.030,757.76370000
10.040,762.72640000
10.050,767.68780000
10.060,772.63450000
10.070,777.55340000
10.080,782.43140000
10.090,787.25570000
10.100,792.01360000
10.110,796.69260000
10.120,801.28070000
10.130,805.76580000
10.140,810.13620000
10.150,814.38040000
10.160,818.48750000
10.170,822.44700000
10.180,826.24860000
10.190,829.88260000
10.200,833.33980000
10.210,836.61140000
10.220,839.68930000
10.230,842.56570000
10.240,845.23350000
10.250,847.68610000
10.260,849.91760000
10.270,851.92260000
10.280,853.69630000
10.290,855.23480000
10.300,856.53440000
10.310,857.59230000
10.320,858.40640000
10.330,858.97520000
10.340,859.29780000
10.350,859.37390000
10.360,859.20410000
10.370,858.78940000
10.380,858.13170000
10.390,857.23330000
10.400,856.09720000
10.410,854.72710000
10.420,853.12730000
10.430,851.30270000
10.440,849.25870000
10.450,847.00140000
10.460,844.53740000
10.470,841.87370000
10.480,839.01800000
10.490,835.97850000
10.500,832.76370000
10.510,829.38270000
10.520,825.84490000
10.530,822.16020000
10.540,818.33880000
10.550,814.39120000
10.560,810.32840000
10.570,806.16140000
10.580,801.90170000
10.590,797.56080000
10.600,793.15060000
10.610,788.68290000
10.620,784.16990000
10.630,779.62360000
10.640,775.05650000
10.650,770.48080000
10.660,765.90860000
10.670,761.35220000
10.680,756.82370000
10.690,752.33510000
10.700,747.89830000
10.710,743.52490000
10.720,739.22640000
10.730,735.01360000
10.740,730.89790000
10.750,726.89000000
10.760,723.00030000
10.770,719.23890000
10.780,715.61540000
10.790,712.13910000
10.800,708.81890000
10.810,705.66330000
10.820,702.68020000
10.830,699.87710000
10.840,697.26100000
10.850,694.83840000
10.860,692.61520000
10.870,690.59690000
10.880,688.78820000
10.890,687.19350000
10.900,685.81630000
10.910,684.65990000
10.920,683.72660000
10.930,683.01850000
10.940,682.53670000
10.950,682.28190000
10.960,682.25430000
10.970,682.45330000
10.980,682.87780000
10.990,683.52600000
11.000,684.39560000
11.010,685.48370000
11.020,686.78680000
11.030,688.30080000
11.040,690.02130000
11.050,691.94290000
11.060,694.06010000
11.070,696.36670000
11.080,698.85610000
11.090,701.52110000
11.100,704.35410000
11.110,707.34720000
11.120,710.49180000
11.130,713.77940000
11.140,717.20060000
11.150,720.74610000
11.160,724.40590000
11.170,728.17020000
11.180,732.02850000
11.190,735.97030000
11.200,739.98490000
11.210,744.06140000
11.220,748.18870000
11.230,752.35580000
11.240,756.55140000
11.250,760.76410000
11.260,764.98260000
11.270,769.19570000
11.280,773.39210000
11.290,777.56080000
11.300,781.69060000
11.310,785.77070000
11.320,789.79030000
11.330,793.73890000
11.340,797.60640000
11.350,801.38270000
11.360,805.05770000
11.370,808.62210000
11.380,812.06650000
11.390,815.38210000
11.400,818.56040000
11.410,821.59330000
11.420,824.47310000
11.430,827.19250000
11.440,829.74470000
11.450,832.12340000
11.460,834.32260000
11.470,836.33710000
11.480,838.16180000
11.490,839.79240000
11.500,841.22520000
11.510,842.45670000
11.520,843.48440000
11.530,844.30590000
11.540,844.91970000
11.550,845.32460000
11.560,845.52010000
11.570,845.50630000
11.580,845.28370000
11.590,844.85360000
11.600,844.21750000
11.610,843.37790000
11.620,842.33730000
11.630,841.09920000
11.640,839.66740000
11.650,838.04620000
11.660,836.24040000
11.670,834.25540000
11.680,832.09690000
11.690,829.77110000
11.700,827.28470000
11.710,824.64480000
11.720,821.85870000
11.730,818.93440000
11.740,815.87990000
11.750,812.70380000
11.760,809.41480000
11.770,806.02210000
11.780,802.53490000
11.790,798.96290000
11.800,795.31560000
11.810,791.60320000
11.820,787.83560000
11.830,784.02310000
11.840,780.17580000
11.850,776.30430000
11.860,772.41890000
11.870,768.53010000
11.880,764.64820000
11.890,760.78360000
11.900,756.94660000
11.910,753.14730000
11.920,749.39560000
11.930,745.70160000
11.940,742.07490000
11.950,738.52460000
11.960,735.06020000
11.970,731.69080000
11.980,728.42500000
11.990,725.27140000
12.000,722.23800000
12.010,719.33260000
12.020,716.56260000
12.030,713.93500000
12.040,711.45650000
12.050,709.13330000
12.060,706.97110000
12.070,704.97530000
12.080,703.15070000
12.090,701.50190000
12.100,700.03260000
12.110,698.74640000
12.120,697.64610000
12.130,696.73430000
12.140,696.01280000
12.150,695.48300000
12.160,695.14600000
12.170,695.00200000
12.180,695.05090000
12.190,695.29200000
12.200,695.72430000
12.210,696.34610000
12.220,697.15510000
12.230,698.14880000
12.240,699.32390000
12.250,700.67700000
12.260,702.20380000
12.270,703.89990000
12.280,705.76030000
12.290,707.77950000
12.300,709.95190000
12.310,712.27110000
12.320,714.73060000
12.330,717.32350000
12.340,720.04240000
12.350,722.87990000
12.360,725.82800000
12.370,728.87860000
12.380,732.02330000
12.390,735.25340000
12.400,738.56010000
12.410,741.93430000
12.420,745.36700000
12.430,748.84870000
12.440,752.37010000
12.450,755.92180000
12.460,759.49400000
12.470,763.07710000
12.480,766.66160000
12.490,770.23790000
12.500,773.79650000
12.510,777.32800000
12.520,780.82290000
12.530,784.27220000
12.540,787.66660000
12.550,790.99740000
12.560,794.25600000
12.570,797.43400000
12.580,800.52280000
12.590,803.51460000
12.600,806.40160000
12.610,809.17640000
12.620,811.83190000
12.630,814.36130000
12.640,816.75830000
12.650,819.01670000
12.660,821.13090000
12.670,823.09580000
12.680,824.90630000
12.690,826.55820000
12.700,828.04750000
12.710,829.37050000
12.720,830.52430000
12.730,831.50610000
12.740,832.31390000
12.750,832.94600000
12.760,833.40100000
12.770,833.67840000
12.780,833.77770000
12.790,833.69930000
12.800,833.44380000
12.810,833.01240000
12.820,832.40670000
12.830,831.62870000
12.840,830.68110000
12.850,829.56670000
12.860,828.28900000
12.870,826.85180000
12.880,825.25950000
12.890,823.51660000
12.900,821.62820000
12.910,819.59970000
12.920,817.43700000
12.930,815.14610000
12.940,812.73340000
12.950,810.20580000
12.960,807.57030000
12.970,804.83430000
12.980,802.00510000
12.990,799.09080000
13.000,796.09920000
13.010,793.03850000
13.020,789.91710000
13.030,786.74350000
13.040,783.52630000
13.050,780.27410000
13.060,776.99570000
13.070,773.70010000
13.080,770.39600000
13.090,767.09230000
13.100,763.79780000
13.110,760.52120000
13.120,757.27140000
13.130,754.05680000
13.140,750.88590000
13.150,747.76700000
13.160,744.70850000
13.170,741.71780000
13.180,738.80300000
13.190,735.97170000
13.200,733.23130000
13.210,730.58880000
13.220,728.05090000
13.230,725.62430000
13.240,723.31490000
13.250,721.12880000
13.260,719.07140000
13.270,717.14790000
13.280,715.36290000
13.290,713.72090000
13.300,712.22600000
13.310,710.88160000
13.320,709.69100000
13.330,708.65700000
13.340,707.78180000
13.350,707.06750000
13.360,706.51540000
13.370,706.12660000
13.380,705.90170000
13.390,705.84080000
13.400,705.94380000
13.410,706.20990000
13.420,706.63790000
13.430,707.22620000
13.440,707.97290000
13.450,708.87560000
13.460,709.93140000
13.470,711.13720000
13.480,712.48920000
13.490,713.98350000
13.500,715.61570000
13.510,717.38120000
13.520,719.27480000
13.530,721.29120000
13.540,723.42460000
13.550,725.66910000
13.560,728.01840000
13.570,730.46590000
13.580,733.00480000
13.590,735.62820000
13.600,738.32880000
13.610,741.09920000
13.620,743.93180000
13.630,746.81890000
13.640,749.75270000
13.650,752.72520000
13.660,755.72840000
13.670,758.75430000
13.680,761.79450000
13.690,764.84100000
13.700,767.88560000
13.710,770.92020000
13.720,773.93670000
13.730,776.92710000
13.740,779.88360000
13.750,782.79830000
13.760,785.66360000
13.770,788.47190000
13.780,791.21630000
13.790,793.88940000
13.800,796.48430000
13.810,798.99410000
13.820,801.41250000
13.830,803.73330000
13.840,805.95040000
13.850,808.05840000
13.860,810.05180000
13.870,811.92560000
13.880,813.67530000
13.890,815.29630000
13.900,816.78480000
