"Time","SignalOutput1"
1.62,26.4003
1.63,26.2407
1.64,26.1002
1.65,25.9765
1.66,25.8676
1.67,25.7718
1.68,25.6875
1.69,25.6132
1.7,25.5479
1.71,25.4903
1.72,25.4397
1.73,25.3951
1.74,25.3559
1.75,25.3214
1.76,25.291
1.77,25.2642
1.78,25.2406
1.79,25.2199
1.8,25.2017
1.81,25.1856
1.82,25.1715
1.83,25.159
1.84,25.1481
1.85,25.1384
1.86,25.1299
1.87,25.1225
1.88,25.1159
1.89,25.1101
1.9,25.105
1.91,25.1005
1.92,25.0966
1.93,25.0931
1.94,25.09
1.95,25.0873
1.96,25.085
1.97,25.0829
1.98,25.081
1.99,25.0794
2,25.078
2.01,25.0768
2.02,25.0757
2.03,25.0747
2.04,25.0738
2.05,25.0731
2.06,25.0724
2.07,25.0718
2.08,25.0713
2.09,25.0709
2.1,25.0705
2.11,25.0701
2.12,25.0698
2.13,25.0695
2.14,25.0693
2.15,25.0691
2.16,25.0689
2.17,25.0687
2.18,25.0686
2.19,25.0685
2.2,25.0684
2.21,25.0683
2.22,25.0682
2.23,25.0681
2.24,25.068
2.25,25.068
2.26,25.0679
2.27,25.0679
2.28,25.0678
2.29,25.0678
2.3,25.0678
2.31,25.0677
2.32,25.0677
2.33,25.0677
2.34,25.0677
2.35,25.0677
2.36,25.0677
2.37,25.0676
2.38,25.0676
2.39,25.0676
2.4,25.0676
2.41,25.0676
2.42,25.0676
2.43,25.0676
2.44,25.0676
2.45,25.0676
2.46,25.0676
2.47,25.0676
2.48,25.0676
2.49,25.0676
2.5,25.0676
2.51,25.0676
2.52,25.0676
2.53,25.0676
2.54,25.0676
2.55,25.0676
2.56,25.0676
2.57,25.0676
2.58,25.0676
2.59,25.0676
2.6,25.0676
2.61,25.0676
2.62,25.0676
2.63,25.0676
2.64,25.0676
2.65,25.0676
2.66,25.0676
2.67,25.0676
2.68,25.0676
2.69,25.0676
2.7,25.0676
2.71,25.0675
2.72,25.0675
2.73,25.0675
2.74,25.0675
2.75,25.0675
2.76,25.0675
2.77,25.0675
2.78,25.0675
2.79,25.0675
2.8,25.0675
2.81,25.0675
2.82,25.0675
2.83,25.0675
2.84,25.0675
2.85,25.0675
2.86,25.0675
2.87,25.0675
2.88,25.0675
2.89,25.0675
2.9,25.0675
2.91,25.0675
2.92,25.0675
2.93,25.0675
2.94,25.0675
2.95,25.0675
2.96,25.0675
2.97,25.0675
2.98,25.0675
2.99,25.0675
3,25.0675
3.01,25.0675
3.02,25.0675
3.03,25.0675
3.04,25.0675
3.05,25.0675
3.06,25.0675
3.07,25.0675
3.08,25.0675
3.09,25.0675
3.1,25.0675
3.11,25.0675
3.12,25.0675
3.13,25.0675
3.14,25.0675
3.15,25.0675
3.16,25.0675
3.17,25.0675
3.18,25.0675
3.19,25.0675
3.2,25.0675
3.21,25.0675
3.22,25.0675
3.23,25.0675
3.24,25.0675
3.25,25.0675
3.26,25.0675
3.27,25.0675
3.28,25.0675
3.29,25.0675
3.3,25.0675
3.31,25.0675
3.32,25.0675
3.33,25.0675
3.34,25.0675
3.35,25.0675
3.36,25.0675
3.37,25.0675
3.38,25.0675
3.39,25.0675
3.4,25.0675
3.41,25.0675
3.42,25.0675
3.43,25.0675
3.44,25.0675
3.45,25.0675
3.46,25.0675
3.47,25.0675
3.48,25.0675
3.49,25.0675
3.5,25.0675
3.51,25.0675
3.52,25.0574
3.53,25.0273
3.54,24.9797
3.55,24.9169
3.56,24.8405
3.57,24.7523
3.58,24.6536
3.59,24.5457
3.6,24.4298
3.61,24.3067
3.62,24.1774
3.63,24.0426
3.64,23.9029
3.65,23.7589
3.66,23.6112
3.67,23.4602
3.68,23.3063
3.69,23.1498
3.7,22.991
3.71,22.8303
3.72,22.6678
3.73,22.5038
3.74,22.3385
3.75,22.1719
3.76,22.0043
3.77,21.8358
3.78,21.6665
3.79,21.4965
3.8,21.3258
3.81,21.1546
3.82,20.9829
3.83,20.8108
3.84,20.6383
3.85,20.4655
3.86,20.2923
3.87,20.119
3.88,19.9454
3.89,19.7716
3.9,19.5976
3.91,19.4235
3.92,19.2492
3.93,19.0748
3.94,18.9003
3.95,18.7258
3.96,18.5511
3.97,18.3764
3.98,18.2016
3.99,18.0267
4,17.8518
4.01,17.6769
4.02,17.5019
4.03,17.3269
4.04,17.1519
4.05,16.9768
4.06,16.8017
4.07,16.6266
4.08,16.4515
4.09,16.2764
4.1,16.1012
4.11,15.926
4.12,15.7509
4.13,15.5757
4.14,15.4005
4.15,15.2253
4.16,15.0501
4.17,14.8749
4.18,14.6997
4.19,14.5245
4.2,14.3492
4.21,14.174
4.22,13.9988
4.23,13.8236
4.24,13.6483
4.25,13.4731
4.26,13.2978
4.27,13.1226
4.28,12.9474
4.29,12.7721
4.3,12.5969
4.31,12.4216
4.32,12.2464
4.33,12.0712
4.34,11.8959
4.35,11.7207
4.36,11.5454
4.37,11.3702
4.38,11.1949
4.39,11.0197
4.4,10.8444
4.41,10.6692
4.42,10.494
4.43,10.3187
4.44,10.1435
4.45,9.96821
4.46,9.79296
4.47,9.61771
4.48,9.44246
4.49,9.26722
4.5,9.09197
4.51,8.91672
4.52,8.7516
4.53,8.6065
4.54,8.4788
4.55,8.36642
4.56,8.26753
4.57,8.18051
4.58,8.10393
4.59,8.03653
4.6,7.97723
4.61,7.92504
4.62,7.87912
4.63,7.83871
4.64,7.80315
4.65,7.77186
4.66,7.74433
4.67,7.7201
4.68,7.69878
4.69,7.68003
4.7,7.66352
4.71,7.649
4.72,7.63622
4.73,7.62497
4.74,7.61508
4.75,7.60638
4.76,7.59872
4.77,7.59198
4.78,7.58605
4.79,7.58084
4.8,7.57625
4.81,7.57221
4.82,7.56866
4.83,7.56553
4.84,7.56278
4.85,7.56036
4.86,7.55824
4.87,7.55636
4.88,7.55472
4.89,7.55327
4.9,7.552
4.91,7.55087
4.92,7.54989
4.93,7.54902
4.94,7.54826
4.95,7.54759
4.96,7.547
4.97,7.54648
4.98,7.54602
4.99,7.54562
5,7.54527
