"time","block_in_0031","block_in_3263","key_1_0_0031","key_1_0_3263","key_0_0_0031","key_0_0_3263","rst","enc"
0.14,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.141,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.142,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.143,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.144,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.145,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.146,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.147,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.148,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.149,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.15,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.151,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.152,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.153,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.154,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.155,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.156,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.157,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.158,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.159,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.16,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.161,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.162,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.163,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.164,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.165,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.166,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.167,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.168,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.169,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.17,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.171,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.172,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.173,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.174,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.175,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.176,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.177,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.178,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.179,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.18,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.181,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.182,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.183,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.184,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.185,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.186,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.187,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.188,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.189,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.19,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.191,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.192,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.193,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.194,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.195,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.196,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.197,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.198,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.199,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.2,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.201,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.202,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.203,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.204,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.205,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.206,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.207,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.208,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.209,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.21,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.211,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.212,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.213,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.214,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.215,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.216,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.217,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.218,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.219,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.22,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.221,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.222,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.223,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.224,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.225,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.226,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.227,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.228,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.229,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.23,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.231,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.232,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.233,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.234,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.235,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.236,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.237,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.238,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.239,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.24,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.241,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.242,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.243,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.244,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.245,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.246,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.247,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.248,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.249,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.25,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.251,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.252,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.253,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.254,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.255,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.256,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.257,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.258,-1985229329,19088743,-1682120719,322197369,-1682120719,322197369,0,0
0.259,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,1,1
0.26,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.261,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.262,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.263,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.264,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.265,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.266,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.267,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.268,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.269,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.27,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.271,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.272,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.273,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.274,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.275,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.276,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.277,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.278,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.279,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.28,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.281,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.282,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.283,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.284,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.285,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.286,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.287,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.288,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.289,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.29,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.291,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.292,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.293,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.294,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.295,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.296,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.297,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.298,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.299,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.3,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.301,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.302,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.303,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.304,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.305,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.306,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.307,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.308,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.309,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.31,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.311,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.312,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.313,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.314,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.315,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.316,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.317,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.318,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.319,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.32,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.321,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.322,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.323,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.324,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.325,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.326,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.327,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.328,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.329,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.33,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.331,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.332,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.333,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.334,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.335,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.336,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.337,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.338,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.339,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.34,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.341,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.342,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.343,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.344,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.345,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.346,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.347,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.348,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.349,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.35,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.351,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.352,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.353,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.354,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.355,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.356,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.357,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.358,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.359,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.36,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.361,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
0.362,-1977508559,-140727922,-1682120719,322197369,-1682120719,322197369,0,1
