"time","egsCarSpeed","egsGear","egsState","egsTargetGear","tShiftStart","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4"
31.6806,26.8762,5,2,4,31.65,0,0,0.94,0.06,0
31.7142,26.0666,5,2,4,31.65,0,0,0.88,0.12,0
31.7478,25.2539,5,2,4,31.65,0,0,0.82,0.18,0
31.7813,24.1503,5,2,4,31.65,0,0,0.74,0.26,0
31.8149,23.3109,5,2,4,31.65,0,0,0.68,0.32,0
31.8484,22.4588,5,2,4,31.65,0,0,0.62,0.38,0
31.882,21.3035,5,2,4,31.65,0,0,0.54,0.46,0
31.9156,20.4233,5,2,4,31.65,0,0,0.48,0.52,0
31.9491,19.4543,5,2,4,31.65,0,0,0.42,0.58,0
31.9827,18.4234,5,2,4,31.65,0,0,0.34,0.66,0
32.0162,17.5505,5,2,4,31.65,0,0,0.28,0.72,0
32.0498,16.707,5,2,4,31.65,0,0,0.22,0.78,0
32.0834,15.6039,5,2,4,31.65,0,0,0.14,0.86,0
32.1169,14.7927,5,2,4,31.65,0,0,0.08,0.92,0
32.1505,13.7356,5,2,4,31.65,0,0,-3.12597E-15,1,0
32.184,12.9333,5,2,4,31.65,0,0,0,1,0
32.2176,12.1458,5,2,4,31.65,0,0,0,1,0
32.2512,11.1115,5,2,4,31.65,0,0,0,1,0
32.2847,10.3369,5,2,4,31.65,0,0,0,1,0
32.3183,9.56271,5,2,4,31.65,0,0,0,1,0
32.3518,8.53141,5,2,4,31.65,0,0,0,1,0
32.3854,7.75863,5,2,4,31.65,0,0,0,1,0
32.419,6.98561,5,2,4,31.65,0,0,0,1,0
32.4525,5.95526,5,2,4,31.65,0,0,0,1,0
32.4861,5.18335,5,2,4,31.65,0,0,0,1,0
32.5196,4.41146,5,2,4,31.65,0,0,0,1,0
32.5532,3.38254,5,2,4,31.65,0,0,0,1,0
32.5868,2.6133,5,2,4,31.65,0,0,0,1,0
32.6203,1.59209,5,2,4,31.65,0,0,0,1,0
32.6539,0.82944,5,2,4,31.65,0,0,0,1,0
32.6874,0.0695569,4,2,3,32.67,0,0,0,0.98,0
32.721,-4.98979E-11,4,2,3,32.67,0,0,0,0.9,0
32.7546,-4.98979E-11,4,2,3,32.67,0,0,0,0.84,0
32.7881,-4.98979E-11,4,2,3,32.67,0,0,0,0.78,0
32.8217,-4.98979E-11,4,2,3,32.67,0,0,0,0.7,0
32.8552,-4.98979E-11,4,2,3,32.67,0,0,0,0.64,0
32.8888,-4.98979E-11,4,2,3,32.67,0,0,0,0.58,0
32.9224,-4.98979E-11,4,2,3,32.67,0,0,0,0.5,0
32.9559,-4.98979E-11,4,2,3,32.67,0,0,0,0.44,0
32.9895,-4.98979E-11,4,2,3,32.67,0,0,0,0.38,0
33.023,-4.98979E-11,4,2,3,32.67,0,0,0,0.3,0
33.0566,-4.98979E-11,4,2,3,32.67,0,0,0,0.24,0
33.0902,-4.98979E-11,4,2,3,32.67,0,0,0,0.16,0
33.1237,-4.98979E-11,4,2,3,32.67,0,0,0,0.1,0
33.1573,-4.98979E-11,4,2,3,32.67,0,0,0,0.04,0
33.1908,-0.0541238,4,2,3,32.67,0,0,0,0,0
33.2244,5.77282E-05,4,2,3,32.67,0,0,0,0,0
33.258,1.86979E-05,4,2,3,32.67,0,0,0,0,0
33.2915,1.49525E-05,4,2,3,32.67,0,0,0,0,0
33.3251,1.41467E-05,4,2,3,32.67,0,0,0,0,0
33.3586,1.33804E-05,4,2,3,32.67,0,0,0,0,0
33.3922,1.24233E-05,4,2,3,32.67,0,0,0,0,0
33.4258,1.17505E-05,4,2,3,32.67,0,0,0,0,0
33.4593,1.11142E-05,4,2,3,32.67,0,0,0,0,0
33.4929,1.0319E-05,4,2,3,32.67,0,0,0,0,0
33.5264,9.76016E-06,4,2,3,32.67,0,0,0,0,0
33.56,9.2315E-06,4,2,3,32.67,0,0,0,0,0
