Time,_dummy,_derdummy,_clutch3_f_0normalized_start,clutch3_f_0normalized,J1_w,J2_w,J3_w,J4_w,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_StartTime,fmi_StopTime,fmi_NumberOfSteps,fmi_CommunicationStepSize,fmi_forceShutDownAtStopTime
0.096,1,0,0,0,9.7009,0.927927,0,0,0,1,0,1.5,500,0.003,0
0.096,1,0,0,0,9.67627,0.957718,0,0,0,1,0,1.5,500,0.003,0
0.099,1,0,0,0,9.67627,0.957718,0,0,0,1,0,1.5,500,0.003,0
0.099,1,0,0,0,9.64884,0.987496,0,0,0,1,0,1.5,500,0.003,0
0.102,1,0,0,0,9.64884,0.987496,0,0,0,1,0,1.5,500,0.003,0
0.102,1,0,0,0,9.61861,1.01726,0,0,0,1,0,1.5,500,0.003,0
0.105,1,0,0,0,9.61861,1.01726,0,0,0,1,0,1.5,500,0.003,0
0.105,1,0,0,0,9.58557,1.04701,0,0,0,1,0,1.5,500,0.003,0
0.108,1,0,0,0,9.58557,1.04701,0,0,0,1,0,1.5,500,0.003,0
0.108,1,0,0,0,9.54975,1.07674,0,0,0,1,0,1.5,500,0.003,0
0.111,1,0,0,0,9.54975,1.07674,0,0,0,1,0,1.5,500,0.003,0
0.111,1,0,0,0,9.51121,1.10646,0,0,0,1,0,1.5,500,0.003,0
0.114,1,0,0,0,9.51121,1.10646,0,0,0,1,0,1.5,500,0.003,0
0.114,1,0,0,0,9.47003,1.13617,0,0,0,1,0,1.5,500,0.003,0
0.117,1,0,0,0,9.47003,1.13617,0,0,0,1,0,1.5,500,0.003,0
0.117,1,0,0,0,9.42631,1.16586,0,0,0,1,0,1.5,500,0.003,0
0.12,1,0,0,0,9.42631,1.16586,0,0,0,1,0,1.5,500,0.003,0
0.12,1,0,0,0,9.38018,1.19553,0,0,0,1,0,1.5,500,0.003,0
0.123,1,0,0,0,9.38018,1.19553,0,0,0,1,0,1.5,500,0.003,0
0.123,1,0,0,0,9.33177,1.22518,0,0,0,1,0,1.5,500,0.003,0
0.126,1,0,0,0,9.33177,1.22518,0,0,0,1,0,1.5,500,0.003,0
0.126,1,0,0,0,9.28126,1.25482,0,0,0,1,0,1.5,500,0.003,0
0.129,1,0,0,0,9.28126,1.25482,0,0,0,1,0,1.5,500,0.003,0
0.129,1,0,0,0,9.22884,1.28444,0,0,0,1,0,1.5,500,0.003,0
0.132,1,0,0,0,9.22884,1.28444,0,0,0,1,0,1.5,500,0.003,0
0.132,1,0,0,0,9.1747,1.31404,0,0,0,1,0,1.5,500,0.003,0
0.135,1,0,0,0,9.1747,1.31404,0,0,0,1,0,1.5,500,0.003,0
0.135,1,0,0,0,9.11907,1.34362,0,0,0,1,0,1.5,500,0.003,0
0.138,1,0,0,0,9.11907,1.34362,0,0,0,1,0,1.5,500,0.003,0
0.138,1,0,0,0,9.06218,1.37319,0,0,0,1,0,1.5,500,0.003,0
0.141,1,0,0,0,9.06218,1.37319,0,0,0,1,0,1.5,500,0.003,0
0.141,1,0,0,0,9.00426,1.40273,0,0,0,1,0,1.5,500,0.003,0
0.144,1,0,0,0,9.00426,1.40273,0,0,0,1,0,1.5,500,0.003,0
0.144,1,0,0,0,8.94557,1.43226,0,0,0,1,0,1.5,500,0.003,0
0.147,1,0,0,0,8.94557,1.43226,0,0,0,1,0,1.5,500,0.003,0
0.147,1,0,0,0,8.88638,1.46176,0,0,0,1,0,1.5,500,0.003,0
0.15,1,0,0,0,8.88638,1.46176,0,0,0,1,0,1.5,500,0.003,0
0.15,1,0,0,0,8.82694,1.49124,0,0,0,1,0,1.5,500,0.003,0
0.153,1,0,0,0,8.82694,1.49124,0,0,0,1,0,1.5,500,0.003,0
0.153,1,0,0,0,8.76752,1.52071,0,0,0,1,0,1.5,500,0.003,0
0.156,1,0,0,0,8.76752,1.52071,0,0,0,1,0,1.5,500,0.003,0
0.156,1,0,0,0,8.70839,1.55015,0,0,0,1,0,1.5,500,0.003,0
0.159,1,0,0,0,8.70839,1.55015,0,0,0,1,0,1.5,500,0.003,0
0.159,1,0,0,0,8.64981,1.57957,0,0,0,1,0,1.5,500,0.003,0
0.162,1,0,0,0,8.64981,1.57957,0,0,0,1,0,1.5,500,0.003,0
0.162,1,0,0,0,8.59204,1.60896,0,0,0,1,0,1.5,500,0.003,0
0.165,1,0,0,0,8.59204,1.60896,0,0,0,1,0,1.5,500,0.003,0
0.165,1,0,0,0,8.53534,1.63834,0,0,0,1,0,1.5,500,0.003,0
0.168,1,0,0,0,8.53534,1.63834,0,0,0,1,0,1.5,500,0.003,0
0.168,1,0,0,0,8.47994,1.66769,0,0,0,1,0,1.5,500,0.003,0
0.171,1,0,0,0,8.47994,1.66769,0,0,0,1,0,1.5,500,0.003,0
0.171,1,0,0,0,8.42608,1.69701,0,0,0,1,0,1.5,500,0.003,0
0.174,1,0,0,0,8.42608,1.69701,0,0,0,1,0,1.5,500,0.003,0
0.174,1,0,0,0,8.37397,1.72632,0,0,0,1,0,1.5,500,0.003,0
0.177,1,0,0,0,8.37397,1.72632,0,0,0,1,0,1.5,500,0.003,0
0.177,1,0,0,0,8.32382,1.7556,0,0,0,1,0,1.5,500,0.003,0
0.18,1,0,0,0,8.32382,1.7556,0,0,0,1,0,1.5,500,0.003,0
0.18,1,0,0,0,8.27582,1.78485,0,0,0,1,0,1.5,500,0.003,0
0.183,1,0,0,0,8.27582,1.78485,0,0,0,1,0,1.5,500,0.003,0
0.183,1,0,0,0,8.23012,1.81408,0,0,0,1,0,1.5,500,0.003,0
0.186,1,0,0,0,8.23012,1.81408,0,0,0,1,0,1.5,500,0.003,0
0.186,1,0,0,0,8.18689,1.84328,0,0,0,1,0,1.5,500,0.003,0
0.189,1,0,0,0,8.18689,1.84328,0,0,0,1,0,1.5,500,0.003,0
0.189,1,0,0,0,8.14624,1.87246,0,0,0,1,0,1.5,500,0.003,0
0.192,1,0,0,0,8.14624,1.87246,0,0,0,1,0,1.5,500,0.003,0
0.192,1,0,0,0,8.10827,1.90161,0,0,0,1,0,1.5,500,0.003,0
0.195,1,0,0,0,8.10827,1.90161,0,0,0,1,0,1.5,500,0.003,0
0.195,1,0,0,0,8.07306,1.93073,0,0,0,1,0,1.5,500,0.003,0
0.198,1,0,0,0,8.07306,1.93073,0,0,0,1,0,1.5,500,0.003,0
0.198,1,0,0,0,8.04068,1.95983,0,0,0,1,0,1.5,500,0.003,0
0.201,1,0,0,0,8.04068,1.95983,0,0,0,1,0,1.5,500,0.003,0
0.201,1,0,0,0,8.01114,1.9889,0,0,0,1,0,1.5,500,0.003,0
0.204,1,0,0,0,8.01114,1.9889,0,0,0,1,0,1.5,500,0.003,0
0.204,1,0,0,0,7.98445,2.01794,0,0,0,1,0,1.5,500,0.003,0
0.207,1,0,0,0,7.98445,2.01794,0,0,0,1,0,1.5,500,0.003,0
0.207,1,0,0,0,7.9606,2.04695,0,0,0,1,0,1.5,500,0.003,0
0.21,1,0,0,0,7.9606,2.04695,0,0,0,1,0,1.5,500,0.003,0
0.21,1,0,0,0,7.93953,2.07593,0,0,0,1,0,1.5,500,0.003,0
0.213,1,0,0,0,7.93953,2.07593,0,0,0,1,0,1.5,500,0.003,0
0.213,1,0,0,0,7.92117,2.10488,0,0,0,1,0,1.5,500,0.003,0
0.216,1,0,0,0,7.92117,2.10488,0,0,0,1,0,1.5,500,0.003,0
0.216,1,0,0,0,7.90544,2.1338,0,0,0,1,0,1.5,500,0.003,0
0.219,1,0,0,0,7.90544,2.1338,0,0,0,1,0,1.5,500,0.003,0
0.219,1,0,0,0,7.89222,2.1627,0,0,0,1,0,1.5,500,0.003,0
0.222,1,0,0,0,7.89222,2.1627,0,0,0,1,0,1.5,500,0.003,0
0.222,1,0,0,0,7.88137,2.19156,0,0,0,1,0,1.5,500,0.003,0
0.225,1,0,0,0,7.88137,2.19156,0,0,0,1,0,1.5,500,0.003,0
0.225,1,0,0,0,7.87272,2.22039,0,0,0,1,0,1.5,500,0.003,0
0.228,1,0,0,0,7.87272,2.22039,0,0,0,1,0,1.5,500,0.003,0
0.228,1,0,0,0,7.8661,2.24919,0,0,0,1,0,1.5,500,0.003,0
0.231,1,0,0,0,7.8661,2.24919,0,0,0,1,0,1.5,500,0.003,0
0.231,1,0,0,0,7.86131,2.27796,0,0,0,1,0,1.5,500,0.003,0
0.234,1,0,0,0,7.86131,2.27796,0,0,0,1,0,1.5,500,0.003,0
0.234,1,0,0,0,7.85815,2.30669,0,0,0,1,0,1.5,500,0.003,0
0.237,1,0,0,0,7.85815,2.30669,0,0,0,1,0,1.5,500,0.003,0
0.237,1,0,0,0,7.85637,2.3354,0,0,0,1,0,1.5,500,0.003,0
0.24,1,0,0,0,7.85637,2.3354,0,0,0,1,0,1.5,500,0.003,0
0.24,1,0,0,0,7.85576,2.36407,0,0,0,1,0,1.5,500,0.003,0
0.243,1,0,0,0,7.85576,2.36407,0,0,0,1,0,1.5,500,0.003,0
0.243,1,0,0,0,7.85605,2.3927,0,0,0,1,0,1.5,500,0.003,0
0.246,1,0,0,0,7.85605,2.3927,0,0,0,1,0,1.5,500,0.003,0
0.246,1,0,0,0,7.85699,2.4213,0,0,0,1,0,1.5,500,0.003,0
0.249,1,0,0,0,7.85699,2.4213,0,0,0,1,0,1.5,500,0.003,0
0.249,1,0,0,0,7.85832,2.44987,0,0,0,1,0,1.5,500,0.003,0
0.252,1,0,0,0,7.85832,2.44987,0,0,0,1,0,1.5,500,0.003,0
0.252,1,0,0,0,7.85977,2.47841,0,0,0,1,0,1.5,500,0.003,0
0.255,1,0,0,0,7.85977,2.47841,0,0,0,1,0,1.5,500,0.003,0
0.255,1,0,0,0,7.86108,2.5069,0,0,0,1,0,1.5,500,0.003,0
0.258,1,0,0,0,7.86108,2.5069,0,0,0,1,0,1.5,500,0.003,0
0.258,1,0,0,0,7.86198,2.53537,0,0,0,1,0,1.5,500,0.003,0
0.261,1,0,0,0,7.86198,2.53537,0,0,0,1,0,1.5,500,0.003,0
0.261,1,0,0,0,7.86222,2.56379,0,0,0,1,0,1.5,500,0.003,0
0.264,1,0,0,0,7.86222,2.56379,0,0,0,1,0,1.5,500,0.003,0
0.264,1,0,0,0,7.86153,2.59218,0,0,0,1,0,1.5,500,0.003,0
0.267,1,0,0,0,7.86153,2.59218,0,0,0,1,0,1.5,500,0.003,0
0.267,1,0,0,0,7.85968,2.62054,0,0,0,1,0,1.5,500,0.003,0
0.27,1,0,0,0,7.85968,2.62054,0,0,0,1,0,1.5,500,0.003,0
0.27,1,0,0,0,7.85643,2.64885,0,0,0,1,0,1.5,500,0.003,0
0.273,1,0,0,0,7.85643,2.64885,0,0,0,1,0,1.5,500,0.003,0
0.273,1,0,0,0,7.85156,2.67713,0,0,0,1,0,1.5,500,0.003,0
0.276,1,0,0,0,7.85156,2.67713,0,0,0,1,0,1.5,500,0.003,0
0.276,1,0,0,0,7.84485,2.70537,0,0,0,1,0,1.5,500,0.003,0
0.279,1,0,0,0,7.84485,2.70537,0,0,0,1,0,1.5,500,0.003,0
0.279,1,0,0,0,7.83613,2.73358,0,0,0,1,0,1.5,500,0.003,0
0.282,1,0,0,0,7.83613,2.73358,0,0,0,1,0,1.5,500,0.003,0
0.282,1,0,0,0,7.82521,2.76174,0,0,0,1,0,1.5,500,0.003,0
0.285,1,0,0,0,7.82521,2.76174,0,0,0,1,0,1.5,500,0.003,0
0.285,1,0,0,0,7.81194,2.78986,0,0,0,1,0,1.5,500,0.003,0
0.288,1,0,0,0,7.81194,2.78986,0,0,0,1,0,1.5,500,0.003,0
0.288,1,0,0,0,7.7962,2.81795,0,0,0,1,0,1.5,500,0.003,0
0.291,1,0,0,0,7.7962,2.81795,0,0,0,1,0,1.5,500,0.003,0
0.291,1,0,0,0,7.77786,2.84599,0,0,0,1,0,1.5,500,0.003,0
0.294,1,0,0,0,7.77786,2.84599,0,0,0,1,0,1.5,500,0.003,0
0.294,1,0,0,0,7.75686,2.874,0,0,0,1,0,1.5,500,0.003,0
0.297,1,0,0,0,7.75686,2.874,0,0,0,1,0,1.5,500,0.003,0
0.297,1,0,0,0,7.73312,2.90196,0,0,0,1,0,1.5,500,0.003,0
0.3,1,0,0,0,7.73312,2.90196,0,0,0,1,0,1.5,500,0.003,0
0.3,1,0,0,0,7.70661,2.92989,0,0,0,1,0,1.5,500,0.003,0
0.303,1,0,0,0,7.70661,2.92989,0,0,0,1,0,1.5,500,0.003,0
0.303,1,0,0,0,7.67732,2.95777,0,0,0,1,0,1.5,500,0.003,0
0.306,1,0,0,0,7.67732,2.95777,0,0,0,1,0,1.5,500,0.003,0
0.306,1,0,0,0,7.64525,2.98561,0,0,0,1,0,1.5,500,0.003,0
0.309,1,0,0,0,7.64525,2.98561,0,0,0,1,0,1.5,500,0.003,0
0.309,1,0,0,0,7.61046,3.0134,0,0,0,1,0,1.5,500,0.003,0
0.312,1,0,0,0,7.61046,3.0134,0,0,0,1,0,1.5,500,0.003,0
0.312,1,0,0,0,7.57299,3.04116,0,0,0,1,0,1.5,500,0.003,0
0.315,1,0,0,0,7.57299,3.04116,0,0,0,1,0,1.5,500,0.003,0
0.315,1,0,0,0,7.53294,3.06887,0,0,0,1,0,1.5,500,0.003,0
0.318,1,0,0,0,7.53294,3.06887,0,0,0,1,0,1.5,500,0.003,0
0.318,1,0,0,0,7.49041,3.09654,0,0,0,1,0,1.5,500,0.003,0
0.321,1,0,0,0,7.49041,3.09654,0,0,0,1,0,1.5,500,0.003,0
0.321,1,0,0,0,7.44554,3.12416,0,0,0,1,0,1.5,500,0.003,0
0.324,1,0,0,0,7.44554,3.12416,0,0,0,1,0,1.5,500,0.003,0
0.324,1,0,0,0,7.39849,3.15174,0,0,0,1,0,1.5,500,0.003,0
0.327,1,0,0,0,7.39849,3.15174,0,0,0,1,0,1.5,500,0.003,0
0.327,1,0,0,0,7.34942,3.17927,0,0,0,1,0,1.5,500,0.003,0
0.33,1,0,0,0,7.34942,3.17927,0,0,0,1,0,1.5,500,0.003,0
0.33,1,0,0,0,7.29852,3.20676,0,0,0,1,0,1.5,500,0.003,0
0.333,1,0,0,0,7.29852,3.20676,0,0,0,1,0,1.5,500,0.003,0
0.333,1,0,0,0,7.24601,3.23421,0,0,0,1,0,1.5,500,0.003,0
0.336,1,0,0,0,7.24601,3.23421,0,0,0,1,0,1.5,500,0.003,0
0.336,1,0,0,0,7.19211,3.26161,0,0,0,1,0,1.5,500,0.003,0
0.339,1,0,0,0,7.19211,3.26161,0,0,0,1,0,1.5,500,0.003,0
0.339,1,0,0,0,7.13705,3.28896,0,0,0,1,0,1.5,500,0.003,0
0.342,1,0,0,0,7.13705,3.28896,0,0,0,1,0,1.5,500,0.003,0
0.342,1,0,0,0,7.08108,3.31626,0,0,0,1,0,1.5,500,0.003,0
0.345,1,0,0,0,7.08108,3.31626,0,0,0,1,0,1.5,500,0.003,0
0.345,1,0,0,0,7.02446,3.34352,0,0,0,1,0,1.5,500,0.003,0
0.348,1,0,0,0,7.02446,3.34352,0,0,0,1,0,1.5,500,0.003,0
0.348,1,0,0,0,6.96744,3.37073,0,0,0,1,0,1.5,500,0.003,0
0.351,1,0,0,0,6.96744,3.37073,0,0,0,1,0,1.5,500,0.003,0
0.351,1,0,0,0,6.91029,3.39789,0,0,0,1,0,1.5,500,0.003,0
0.354,1,0,0,0,6.91029,3.39789,0,0,0,1,0,1.5,500,0.003,0
0.354,1,0,0,0,6.85328,3.42501,0,0,0,1,0,1.5,500,0.003,0
0.357,1,0,0,0,6.85328,3.42501,0,0,0,1,0,1.5,500,0.003,0
0.357,1,0,0,0,6.79667,3.45208,0,0,0,1,0,1.5,500,0.003,0
0.36,1,0,0,0,6.79667,3.45208,0,0,0,1,0,1.5,500,0.003,0
0.36,1,0,0,0,6.74073,3.47909,0,0,0,1,0,1.5,500,0.003,0
0.363,1,0,0,0,6.74073,3.47909,0,0,0,1,0,1.5,500,0.003,0
0.363,1,0,0,0,6.68571,3.50606,0,0,0,1,0,1.5,500,0.003,0
0.366,1,0,0,0,6.68571,3.50606,0,0,0,1,0,1.5,500,0.003,0
0.366,1,0,0,0,6.63186,3.53298,0,0,0,1,0,1.5,500,0.003,0
0.369,1,0,0,0,6.63186,3.53298,0,0,0,1,0,1.5,500,0.003,0
0.369,1,0,0,0,6.57942,3.55985,0,0,0,1,0,1.5,500,0.003,0
0.372,1,0,0,0,6.57942,3.55985,0,0,0,1,0,1.5,500,0.003,0
0.372,1,0,0,0,6.52862,3.58666,0,0,0,1,0,1.5,500,0.003,0
0.375,1,0,0,0,6.52862,3.58666,0,0,0,1,0,1.5,500,0.003,0
0.375,1,0,0,0,6.47967,3.61343,0,0,0,1,0,1.5,500,0.003,0
0.378,1,0,0,0,6.47967,3.61343,0,0,0,1,0,1.5,500,0.003,0
0.378,1,0,0,0,6.43277,3.64015,0,0,0,1,0,1.5,500,0.003,0
0.381,1,0,0,0,6.43277,3.64015,0,0,0,1,0,1.5,500,0.003,0
0.381,1,0,0,0,6.3881,3.66681,0,0,0,1,0,1.5,500,0.003,0
0.384,1,0,0,0,6.3881,3.66681,0,0,0,1,0,1.5,500,0.003,0
0.384,1,0,0,0,6.34582,3.69342,0,0,0,1,0,1.5,500,0.003,0
0.387,1,0,0,0,6.34582,3.69342,0,0,0,1,0,1.5,500,0.003,0
0.387,1,0,0,0,6.30607,3.71998,0,0,0,1,0,1.5,500,0.003,0
0.39,1,0,0,0,6.30607,3.71998,0,0,0,1,0,1.5,500,0.003,0
0.39,1,0,0,0,6.26896,3.74649,0,0,0,1,0,1.5,500,0.003,0
0.393,1,0,0,0,6.26896,3.74649,0,0,0,1,0,1.5,500,0.003,0
0.393,1,0,0,0,6.2346,3.77294,0,0,0,1,0,1.5,500,0.003,0
0.396,1,0,0,0,6.2346,3.77294,0,0,0,1,0,1.5,500,0.003,0
0.396,1,0,0,0,6.20304,3.79934,0,0,0,1,0,1.5,500,0.003,0
0.399,1,0,0,0,6.20304,3.79934,0,0,0,1,0,1.5,500,0.003,0
0.399,1,0,0,0,6.17434,3.82569,0,0,0,1,0,1.5,500,0.003,0
0.402,1,0,0,0,6.17434,3.82569,0,0,0,1,0,1.5,500,0.003,0
0.402,1,0,0,0,6.14857,3.83198,0.02,0,0,1,0,1.5,500,0.003,0
0.405,1,0,0,0,6.14857,3.83198,0.02,0,0,1,0,1.5,500,0.003,0
0.405,1,0,0,0,6.12563,3.82821,0.05,0,0,1,0,1.5,500,0.003,0
0.408,1,0,0,0,6.12563,3.82821,0.05,0,0,1,0,1.5,500,0.003,0
0.408,1,0,0,0,6.10552,3.8244,0.08,0,0,1,0,1.5,500,0.003,0
0.411,1,0,0,0,6.10552,3.8244,0.08,0,0,1,0,1.5,500,0.003,0
0.411,1,0,0,0,6.08819,3.82052,0.11,0,0,1,0,1.5,500,0.003,0
0.414,1,0,0,0,6.08819,3.82052,0.11,0,0,1,0,1.5,500,0.003,0
0.414,1,0,0,0,6.07357,3.81659,0.14,0,0,1,0,1.5,500,0.003,0
0.417,1,0,0,0,6.07357,3.81659,0.14,0,0,1,0,1.5,500,0.003,0
0.417,1,0,0,0,6.06155,3.81261,0.17,0,0,1,0,1.5,500,0.003,0
0.42,1,0,0,0,6.06155,3.81261,0.17,0,0,1,0,1.5,500,0.003,0
0.42,1,0,0,0,6.05203,3.80856,0.2,0,0,1,0,1.5,500,0.003,0
0.423,1,0,0,0,6.05203,3.80856,0.2,0,0,1,0,1.5,500,0.003,0
0.423,1,0,0,0,6.04486,3.80447,0.23,0,0,1,0,1.5,500,0.003,0
0.426,1,0,0,0,6.04486,3.80447,0.23,0,0,1,0,1.5,500,0.003,0
0.426,1,0,0,0,6.03987,3.80031,0.26,0,0,1,0,1.5,500,0.003,0
0.429,1,0,0,0,6.03987,3.80031,0.26,0,0,1,0,1.5,500,0.003,0
0.429,1,0,0,0,6.03688,3.7961,0.29,0,0,1,0,1.5,500,0.003,0
0.432,1,0,0,0,6.03688,3.7961,0.29,0,0,1,0,1.5,500,0.003,0
0.432,1,0,0,0,6.03568,3.79182,0.32,0,0,1,0,1.5,500,0.003,0
0.435,1,0,0,0,6.03568,3.79182,0.32,0,0,1,0,1.5,500,0.003,0
0.435,1,0,0,0,6.03605,3.78749,0.35,0,0,1,0,1.5,500,0.003,0
0.438,1,0,0,0,6.03605,3.78749,0.35,0,0,1,0,1.5,500,0.003,0
0.438,1,0,0,0,6.03777,3.78311,0.38,0,0,1,0,1.5,500,0.003,0
0.441,1,0,0,0,6.03777,3.78311,0.38,0,0,1,0,1.5,500,0.003,0
0.441,1,0,0,0,6.04058,3.77866,0.41,0,0,1,0,1.5,500,0.003,0
0.444,1,0,0,0,6.04058,3.77866,0.41,0,0,1,0,1.5,500,0.003,0
0.444,1,0,0,0,6.04425,3.77415,0.44,0,0,1,0,1.5,500,0.003,0
0.447,1,0,0,0,6.04425,3.77415,0.44,0,0,1,0,1.5,500,0.003,0
0.447,1,0,0,0,6.0485,3.76958,0.47,0,0,1,0,1.5,500,0.003,0
0.45,1,0,0,0,6.0485,3.76958,0.47,0,0,1,0,1.5,500,0.003,0
0.45,1,0,0,0,6.05308,3.76496,0.5,0,0,1,0,1.5,500,0.003,0
0.453,1,0,0,0,6.05308,3.76496,0.5,0,0,1,0,1.5,500,0.003,0
0.453,1,0,0,0,6.05773,3.76027,0.53,0,0,1,0,1.5,500,0.003,0
0.456,1,0,0,0,6.05773,3.76027,0.53,0,0,1,0,1.5,500,0.003,0
0.456,1,0,0,0,6.06216,3.75552,0.56,0,0,1,0,1.5,500,0.003,0
0.459,1,0,0,0,6.06216,3.75552,0.56,0,0,1,0,1.5,500,0.003,0
0.459,1,0,0,0,6.06613,3.75071,0.59,0,0,1,0,1.5,500,0.003,0
0.462,1,0,0,0,6.06613,3.75071,0.59,0,0,1,0,1.5,500,0.003,0
0.462,1,0,0,0,6.06938,3.74584,0.62,0,0,1,0,1.5,500,0.003,0
