Time,_dummy,_derdummy,_clutch3_f_0normalized_start,clutch3_f_0normalized,J1_w,J2_w,J3_w,J4_w,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_StartTime,fmi_StopTime,fmi_NumberOfSteps,fmi_CommunicationStepSize,fmi_forceShutDownAtStopTime
1.353,1,0,0,0,3.43949,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.353,1,0,0,0,3.40954,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.356,1,0,0,0,3.40954,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.356,1,0,0,0,3.37985,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.359,1,0,0,0,3.37985,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.359,1,0,0,0,3.35069,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.362,1,0,0,0,3.35069,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.362,1,0,0,0,3.32231,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.365,1,0,0,0,3.32231,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.365,1,0,0,0,3.29498,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.368,1,0,0,0,3.29498,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.368,1,0,0,0,3.26893,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.371,1,0,0,0,3.26893,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.371,1,0,0,0,3.2444,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.374,1,0,0,0,3.2444,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.374,1,0,0,0,3.22159,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.377,1,0,0,0,3.22159,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.377,1,0,0,0,3.20073,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.38,1,0,0,0,3.20073,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.38,1,0,0,0,3.18197,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.383,1,0,0,0,3.18197,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.383,1,0,0,0,3.16551,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.386,1,0,0,0,3.16551,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.386,1,0,0,0,3.15148,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.389,1,0,0,0,3.15148,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.389,1,0,0,0,3.14,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.392,1,0,0,0,3.14,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.392,1,0,0,0,3.13118,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.395,1,0,0,0,3.13118,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.395,1,0,0,0,3.1251,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.398,1,0,0,0,3.1251,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.398,1,0,0,0,3.12181,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.401,1,0,0,0,3.12181,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.401,1,0,0,0,3.12134,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.404,1,0,0,0,3.12134,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.404,1,0,0,0,3.12369,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.407,1,0,0,0,3.12369,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.407,1,0,0,0,3.12885,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.41,1,0,0,0,3.12885,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.41,1,0,0,0,3.13676,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.413,1,0,0,0,3.13676,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.413,1,0,0,0,3.14736,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.416,1,0,0,0,3.14736,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.416,1,0,0,0,3.16056,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.419,1,0,0,0,3.16056,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.419,1,0,0,0,3.17623,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.422,1,0,0,0,3.17623,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.422,1,0,0,0,3.19423,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.425,1,0,0,0,3.19423,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.425,1,0,0,0,3.21441,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.428,1,0,0,0,3.21441,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.428,1,0,0,0,3.2366,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.431,1,0,0,0,3.2366,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.431,1,0,0,0,3.26058,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.434,1,0,0,0,3.26058,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.434,1,0,0,0,3.28615,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.437,1,0,0,0,3.28615,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.437,1,0,0,0,3.31308,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.44,1,0,0,0,3.31308,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.44,1,0,0,0,3.34113,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.443,1,0,0,0,3.34113,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.443,1,0,0,0,3.37006,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.446,1,0,0,0,3.37006,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.446,1,0,0,0,3.3996,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.449,1,0,0,0,3.3996,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.449,1,0,0,0,3.4295,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.452,1,0,0,0,3.4295,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.452,1,0,0,0,3.45948,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.455,1,0,0,0,3.45948,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.455,1,0,0,0,3.48929,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.458,1,0,0,0,3.48929,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.458,1,0,0,0,3.51865,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.461,1,0,0,0,3.51865,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.461,1,0,0,0,3.54732,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.464,1,0,0,0,3.54732,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.464,1,0,0,0,3.57502,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.467,1,0,0,0,3.57502,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.467,1,0,0,0,3.60153,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.47,1,0,0,0,3.60153,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.47,1,0,0,0,3.62659,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.473,1,0,0,0,3.62659,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.473,1,0,0,0,3.65,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.476,1,0,0,0,3.65,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.476,1,0,0,0,3.67153,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.479,1,0,0,0,3.67153,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.479,1,0,0,0,3.69101,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.482,1,0,0,0,3.69101,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.482,1,0,0,0,3.70825,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.485,1,0,0,0,3.70825,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.485,1,0,0,0,3.72311,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.488,1,0,0,0,3.72311,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.488,1,0,0,0,3.73545,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.491,1,0,0,0,3.73545,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.491,1,0,0,0,3.74516,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.494,1,0,0,0,3.74516,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.494,1,0,0,0,3.75217,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.497,1,0,0,0,3.75217,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.497,1,0,0,0,3.75639,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.5,1,0,0,0,3.75639,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
1.5,1,0,0,0,3.7578,3.4396,3.4396,0,0,1,0,1.5,500,0.003,0
