Time,heatCapacitor_T,switch_Controll,
0.153,21.5138,0,
0.154,21.5236,0,
0.155,21.5334,0,
0.156,21.5432,0,
0.157,21.553,0,
0.158,21.5628,0,
0.159,21.5726,0,
0.16,21.5823,0,
0.161,21.5921,0,
0.162,21.6019,0,
0.163,21.6117,0,
0.164,21.6215,0,
0.165,21.6312,0,
0.166,21.641,0,
0.167,21.6508,0,
0.168,21.6605,0,
0.169,21.6703,0,
0.17,21.6801,0,
0.171,21.6899,0,
0.172,21.6996,0,
0.173,21.7094,0,
0.174,21.7191,0,
0.175,21.7289,0,
0.176,21.7387,0,
0.177,21.7484,0,
0.178,21.7582,0,
0.179,21.7679,0,
0.18,21.7777,0,
0.181,21.7875,0,
0.182,21.7972,0,
0.183,21.807,0,
0.184,21.8167,0,
0.185,21.8265,0,
0.186,21.8362,0,
0.187,21.8459,0,
0.188,21.8557,0,
0.189,21.8654,0,
0.19,21.8752,0,
0.191,21.8849,0,
0.192,21.8947,0,
0.193,21.9044,0,
0.194,21.9141,0,
0.195,21.9239,0,
0.196,21.9336,0,
0.197,21.9433,0,
0.198,21.9531,0,
0.199,21.9628,0,
0.2,21.9725,0,
0.201,21.9822,0,
0.202,21.992,0,
0.203,22.0017,0,
0.204,22.0114,0,
0.205,22.0211,0,
0.206,22.0309,0,
0.207,22.0406,0,
0.208,22.0503,0,
0.209,22.06,0,
0.21,22.0697,0,
0.211,22.0794,0,
0.212,22.0891,0,
0.213,22.0989,0,
0.214,22.1086,0,
0.215,22.1183,0,
0.216,22.128,0,
0.217,22.1377,0,
0.218,22.1474,0,
0.219,22.1571,0,
0.22,22.1668,0,
0.221,22.1765,0,
0.222,22.1862,0,
0.223,22.1959,0,
0.224,22.2056,0,
0.225,22.2153,0,
0.226,22.225,0,
0.227,22.2347,0,
0.228,22.2444,0,
0.229,22.254,0,
0.23,22.2637,0,
0.231,22.2734,0,
0.232,22.2831,0,
0.233,22.2928,0,
0.234,22.3025,0,
0.235,22.3122,0,
0.236,22.3218,0,
0.237,22.3315,0,
0.238,22.3412,0,
0.239,22.3509,0,
0.24,22.3605,0,
0.241,22.3702,0,
0.242,22.3799,0,
0.243,22.3895,0,
0.244,22.3992,0,
0.245,22.4089,0,
0.246,22.4186,0,
0.247,22.4282,0,
0.248,22.4379,0,
0.249,22.4475,0,
0.25,22.4572,0,
0.251,22.4669,0,
0.252,22.4765,0,
0.253,22.4862,0,
0.254,22.4958,0,
0.255,22.5055,0,
0.256,22.5151,0,
0.257,22.5248,0,
0.258,22.5344,0,
0.259,22.5441,0,
0.26,22.5537,0,
0.261,22.5634,0,
0.262,22.573,0,
0.263,22.5827,0,
0.264,22.5923,0,
0.265,22.6019,0,
0.266,22.6116,0,
0.267,22.6212,0,
0.268,22.6309,0,
0.269,22.6405,0,
0.27,22.6501,0,
0.271,22.6598,0,
0.272,22.6694,0,
0.273,22.679,0,
0.274,22.6886,0,
0.275,22.6983,0,
0.276,22.7079,0,
0.277,22.7175,0,
0.278,22.7271,0,
0.279,22.7368,0,
0.28,22.7464,0,
0.281,22.756,0,
0.282,22.7656,0,
0.283,22.7752,0,
0.284,22.7849,0,
0.285,22.7945,0,
0.286,22.8041,0,
0.287,22.8137,0,
0.288,22.8233,0,
0.289,22.8329,0,
0.29,22.8425,0,
0.291,22.8521,0,
0.292,22.8617,0,
0.293,22.8713,0,
0.294,22.8809,0,
0.295,22.8905,0,
0.296,22.9001,0,
0.297,22.9097,0,
0.298,22.9193,0,
0.299,22.9289,0,
0.3,22.9385,0,
0.301,22.9481,0,
0.302,22.9577,0,
0.303,22.9673,0,
0.304,22.9769,0,
0.305,22.9865,0,
0.306,22.9961,0,
0.307,23.0056,0,
0.308,23.0152,0,
0.309,23.0248,0,
0.31,23.0344,0,
0.311,23.044,0,
0.312,23.0536,0,
0.313,23.0632,0,
0.314,23.0727,0,
0.315,23.0823,0,
0.316,23.0919,0,
0.317,23.1015,0,
0.318,23.1111,0,
0.319,23.1206,0,
0.32,23.1302,0,
0.321,23.1398,0,
0.322,23.1493,0,
0.323,23.1589,0,
0.324,23.1685,0,
0.325,23.178,0,
0.326,23.1876,0,
0.327,23.1972,0,
0.328,23.2067,0,
0.329,23.2163,0,
0.33,23.2259,0,
0.331,23.2354,0,
0.332,23.245,0,
0.333,23.2545,0,
0.334,23.2641,0,
0.335,23.2736,0,
0.336,23.2832,0,
0.337,23.2927,0,
0.338,23.3023,0,
0.339,23.3118,0,
0.34,23.3214,0,
0.341,23.3309,0,
0.342,23.3405,0,
0.343,23.35,0,
0.344,23.3596,0,
0.345,23.3691,0,
0.346,23.3786,0,
0.347,23.3882,0,
0.348,23.3977,0,
0.349,23.4072,0,
0.35,23.4168,0,
0.351,23.4263,0,
0.352,23.4358,0,
0.353,23.4454,0,
0.354,23.4549,0,
0.355,23.4644,0,
0.356,23.474,0,
0.357,23.4835,0,
0.358,23.493,0,
0.359,23.5025,0,
0.36,23.512,0,
0.361,23.5216,0,
0.362,23.5311,0,
0.363,23.5406,0,
0.364,23.5501,0,
0.365,23.5596,0,
0.366,23.5691,0,
0.367,23.5787,0,
0.368,23.5882,0,
0.369,23.5977,0,
0.37,23.6072,0,
0.371,23.6167,0,
0.372,23.6262,0,
0.373,23.6357,0,
0.374,23.6452,0,
0.375,23.6547,0,
0.376,23.6642,0,
0.377,23.6737,0,
0.378,23.6832,0,
0.379,23.6927,0,
0.38,23.7022,0,
0.381,23.7117,0,
0.382,23.7212,0,
0.383,23.7307,0,
0.384,23.7401,0,
0.385,23.7496,0,
0.386,23.7591,0,
0.387,23.7686,0,
0.388,23.7781,0,
0.389,23.7876,0,
0.39,23.7971,0,
0.391,23.8065,0,
0.392,23.816,0,
0.393,23.8255,0,
0.394,23.835,0,
0.395,23.8444,0,
0.396,23.8539,0,
0.397,23.8634,0,
0.398,23.8729,0,
0.399,23.8823,0,
0.4,23.8918,0,
0.401,23.9013,0,
0.402,23.9107,0,
0.403,23.9202,0,
0.404,23.9296,0,
0.405,23.9391,0,
0.406,23.9486,0,
0.407,23.958,0,
0.408,23.9675,0,
0.409,23.9769,0,
0.41,23.9864,0,
0.411,23.9959,0,
0.412,24.0053,0,
0.413,24.0148,0,
0.414,24.0242,0,
0.415,24.0337,0,
0.416,24.0431,0,
0.417,24.0525,0,
0.418,24.062,0,
0.419,24.0714,0,
0.42,24.0809,0,
0.421,24.0903,0,
0.422,24.0998,0,
0.423,24.1092,0,
0.424,24.1186,0,
0.425,24.1281,0,
0.426,24.1375,0,
0.427,24.1469,0,
0.428,24.1564,0,
0.429,24.1658,0,
0.43,24.1752,0,
0.431,24.1846,0,
0.432,24.1941,0,
0.433,24.2035,0,
0.434,24.2129,0,
0.435,24.2223,0,
0.436,24.2318,0,
0.437,24.2412,0,
0.438,24.2506,0,
0.439,24.26,0,
0.44,24.2694,0,
0.441,24.2789,0,
0.442,24.2883,0,
0.443,24.2977,0,
0.444,24.3071,0,
0.445,24.3165,0,
0.446,24.3259,0,
0.447,24.3353,0,
0.448,24.3447,0,
0.449,24.3541,0,
0.45,24.3635,0,
0.451,24.3729,0,
0.452,24.3823,0,
0.453,24.3917,0,
0.454,24.4011,0,
0.455,24.4105,0,
0.456,24.4199,0,
0.457,24.4293,0,
0.458,24.4387,0,
0.459,24.4481,0,
0.46,24.4575,0,
0.461,24.4669,0,
0.462,24.4762,0,
0.463,24.4856,0,
0.464,24.495,0,
0.465,24.5044,0,
0.466,24.5138,0,
0.467,24.5232,0,
0.468,24.5325,0,
0.469,24.5419,0,
0.47,24.5513,0,
0.471,24.5607,0,
0.472,24.57,0,
0.473,24.5794,0,
0.474,24.5888,0,
0.475,24.5982,0,
0.476,24.6075,0,
0.477,24.6169,0,
0.478,24.6263,0,
0.479,24.6356,0,
0.48,24.645,0,
0.481,24.6543,0,
0.482,24.6637,0,
0.483,24.6731,0,
0.484,24.6824,0,
0.485,24.6918,0,
0.486,24.7011,0,
0.487,24.7105,0,
0.488,24.7198,0,
0.489,24.7292,0,
0.49,24.7385,0,
0.491,24.7479,0,
0.492,24.7572,0,
0.493,24.7666,0,
0.494,24.7759,0,
0.495,24.7853,0,
0.496,24.7946,0,
0.497,24.804,0,
0.498,24.8133,0,
0.499,24.8226,0,
0.5,24.832,0,
0.501,24.8413,0,
0.502,24.8506,0,
0.503,24.86,0,
0.504,24.8693,0,
0.505,24.8786,0,
0.506,24.888,0,
0.507,24.8973,0,
0.508,24.9066,0,
0.509,24.9159,0,
0.51,24.9253,0,
0.511,24.9346,0,
0.512,24.9439,0,
0.513,24.9532,0,
0.514,24.9625,0,
0.515,24.9719,0,
0.516,24.9812,0,
0.517,24.9905,0,
0.518,24.9998,0,
0.519,25.0091,0,
0.52,25.0184,0,
0.521,25.0277,0,
0.522,25.037,0,
0.523,25.0463,0,
0.524,25.0557,0,
0.525,25.065,0,
0.526,25.0743,0,
0.527,25.0836,0,
0.528,25.0929,0,
0.529,25.1022,0,
0.53,25.1115,0,
0.531,25.1208,0,
0.532,25.13,0,
0.533,25.1393,0,
0.534,25.1486,0,
0.535,25.1579,0,
0.536,25.1672,0,
0.537,25.1765,0,
0.538,25.1858,0,
0.539,25.1951,0,
0.54,25.2044,0,
0.541,25.2136,0,
0.542,25.2229,0,
0.543,25.2322,0,
0.544,25.2415,0,
0.545,25.2508,0,
0.546,25.26,0,
0.547,25.2693,0,
0.548,25.2786,0,
0.549,25.2879,0,
0.55,25.2971,0,
0.551,25.3064,0,
0.552,25.3157,0,
0.553,25.3249,0,
0.554,25.3342,0,
0.555,25.3435,0,
0.556,25.3527,0,
0.557,25.362,0,
0.558,25.3713,0,
0.559,25.3805,0,
0.56,25.3898,0,
0.561,25.399,0,
0.562,25.4083,0,
0.563,25.4175,0,
0.564,25.4268,0,
0.565,25.436,0,
0.566,25.4453,0,
0.567,25.4545,0,
0.568,25.4638,0,
0.569,25.473,0,
0.57,25.4823,0,
0.571,25.4915,0,
0.572,25.5008,0,
0.573,25.51,0,
0.574,25.5192,0,
0.575,25.5285,0,
0.576,25.5377,0,
0.577,25.547,0,
0.578,25.5562,0,
0.579,25.5654,0,
0.58,25.5747,0,
0.581,25.5839,0,
0.582,25.5931,0,
0.583,25.6023,0,
0.584,25.6116,0,
0.585,25.6208,0,
0.586,25.63,0,
0.587,25.6392,0,
0.588,25.6485,0,
0.589,25.6577,0,
0.59,25.6669,0,
0.591,25.6761,0,
0.592,25.6853,0,
0.593,25.6945,0,
0.594,25.7038,0,
0.595,25.713,0,
0.596,25.7222,0,
0.597,25.7314,0,
0.598,25.7406,0,
0.599,25.7498,0,
0.6,25.759,0,
0.601,25.7682,0,
0.602,25.7774,0,
0.603,25.7866,0,
0.604,25.7958,0,
0.605,25.805,0,
0.606,25.8142,0,
0.607,25.8234,0,
0.608,25.8326,0,
0.609,25.8418,0,
0.61,25.851,0,
0.611,25.8602,0,
0.612,25.8694,0,
0.613,25.8786,0,
0.614,25.8878,0,
0.615,25.8969,0,
0.616,25.9061,0,
0.617,25.9153,0,
0.618,25.9245,0,
0.619,25.9337,0,
0.62,25.9428,0,
0.621,25.952,0,
0.622,25.9612,0,
0.623,25.9704,0,
0.624,25.9796,0,
0.625,25.9887,0,
0.626,25.9979,0,
0.627,25.9995,1,
0.628,25.9989,1,
0.629,25.9983,1,
0.63,25.9977,1,
0.631,25.9971,1,
0.632,25.9965,1,
0.633,25.9959,1,
0.634,25.9953,1,
0.635,25.9947,1,
0.636,25.9941,1,
0.637,25.9935,1,
0.638,25.9929,1,
0.639,25.9923,1,
0.64,25.9917,1,
0.641,25.9911,1,
0.642,25.9905,1,
0.643,25.9899,1,
0.644,25.9893,1,
0.645,25.9887,1,
0.646,25.9882,1,
0.647,25.9876,1,
0.648,25.987,1,
0.649,25.9864,1,
0.65,25.9858,1,
0.651,25.9852,1,
0.652,25.9846,1,
0.653,25.984,1,
0.654,25.9834,1,
0.655,25.9828,1,
0.656,25.9822,1,
0.657,25.9816,1,
0.658,25.981,1,
0.659,25.9804,1,
0.66,25.9798,1,
0.661,25.9792,1,
0.662,25.9786,1,
0.663,25.978,1,
0.664,25.9774,1,
0.665,25.9768,1,
0.666,25.9762,1,
0.667,25.9756,1,
0.668,25.975,1,
0.669,25.9744,1,
0.67,25.9738,1,
0.671,25.9732,1,
0.672,25.9726,1,
0.673,25.972,1,
0.674,25.9714,1,
0.675,25.9708,1,
0.676,25.9702,1,
0.677,25.9696,1,
0.678,25.969,1,
0.679,25.9684,1,
0.68,25.9678,1,
0.681,25.9672,1,
0.682,25.9666,1,
0.683,25.966,1,
0.684,25.9654,1,
0.685,25.9649,1,
0.686,25.9643,1,
0.687,25.9637,1,
0.688,25.9631,1,
0.689,25.9625,1,
0.69,25.9619,1,
0.691,25.9613,1,
0.692,25.9607,1,
0.693,25.9601,1,
0.694,25.9595,1,
0.695,25.9589,1,
0.696,25.9583,1,
0.697,25.9577,1,
0.698,25.9571,1,
0.699,25.9565,1,
0.7,25.9559,1,
0.701,25.9553,1,
0.702,25.9547,1,
0.703,25.9541,1,
0.704,25.9535,1,
0.705,25.9529,1,
0.706,25.9523,1,
0.707,25.9517,1,
0.708,25.9512,1,
0.709,25.9506,1,
0.71,25.95,1,
0.711,25.9494,1,
0.712,25.9488,1,
0.713,25.9482,1,
0.714,25.9476,1,
0.715,25.947,1,
0.716,25.9464,1,
0.717,25.9458,1,
0.718,25.9452,1,
0.719,25.9446,1,
0.72,25.944,1,
0.721,25.9434,1,
0.722,25.9428,1,
0.723,25.9422,1,
0.724,25.9416,1,
0.725,25.941,1,
0.726,25.9405,1,
0.727,25.9399,1,
0.728,25.9393,1,
0.729,25.9387,1,
0.73,25.9381,1,
0.731,25.9375,1,
0.732,25.9369,1,
0.733,25.9363,1,
0.734,25.9357,1,
0.735,25.9351,1,
0.736,25.9345,1,
0.737,25.9339,1,
0.738,25.9333,1,
0.739,25.9327,1,
0.74,25.9321,1,
0.741,25.9316,1,
0.742,25.931,1,
0.743,25.9304,1,
0.744,25.9298,1,
0.745,25.9292,1,
0.746,25.9286,1,
0.747,25.928,1,
0.748,25.9274,1,
0.749,25.9268,1,
0.75,25.9262,1,
0.751,25.9256,1,
0.752,25.925,1,
0.753,25.9244,1,
0.754,25.9238,1,
0.755,25.9233,1,
0.756,25.9227,1,
0.757,25.9221,1,
0.758,25.9215,1,
0.759,25.9209,1,
0.76,25.9203,1,
0.761,25.9197,1,
0.762,25.9191,1,
0.763,25.9185,1,
0.764,25.9179,1,
0.765,25.9173,1,
0.766,25.9167,1,
0.767,25.9162,1,
0.768,25.9156,1,
0.769,25.915,1,
0.77,25.9144,1,
0.771,25.9138,1,
0.772,25.9132,1,
0.773,25.9126,1,
0.774,25.912,1,
0.775,25.9114,1,
0.776,25.9108,1,
0.777,25.9102,1,
0.778,25.9096,1,
0.779,25.9091,1,
0.78,25.9085,1,
0.781,25.9079,1,
0.782,25.9073,1,
0.783,25.9067,1,
0.784,25.9061,1,
0.785,25.9055,1,
0.786,25.9049,1,
0.787,25.9043,1,
0.788,25.9037,1,
0.789,25.9032,1,
0.79,25.9026,1,
0.791,25.902,1,
0.792,25.9014,1,
0.793,25.9008,1,
0.794,25.9002,1,
0.795,25.8996,1,
0.796,25.899,1,
0.797,25.8984,1,
0.798,25.8978,1,
0.799,25.8973,1,
0.8,25.8967,1,
0.801,25.8961,1,
0.802,25.8955,1,
0.803,25.8949,1,
0.804,25.8943,1,
0.805,25.8937,1,
0.806,25.8931,1,
0.807,25.8925,1,
0.808,25.8919,1,
0.809,25.8914,1,
0.81,25.8908,1,
0.811,25.8902,1,
0.812,25.8896,1,
0.813,25.889,1,
0.814,25.8884,1,
0.815,25.8878,1,
0.816,25.8872,1,
0.817,25.8866,1,
0.818,25.8861,1,
0.819,25.8855,1,
0.82,25.8849,1,
0.821,25.8843,1,
0.822,25.8837,1,
0.823,25.8831,1,
0.824,25.8825,1,
0.825,25.8819,1,
0.826,25.8814,1,
0.827,25.8808,1,
0.828,25.8802,1,
0.829,25.8796,1,
0.83,25.879,1,
0.831,25.8784,1,
0.832,25.8778,1,
0.833,25.8772,1,
0.834,25.8766,1,
0.835,25.8761,1,
0.836,25.8755,1,
0.837,25.8749,1,
0.838,25.8743,1,
0.839,25.8737,1,
0.84,25.8731,1,
0.841,25.8725,1,
0.842,25.8719,1,
0.843,25.8714,1,
0.844,25.8708,1,
0.845,25.8702,1,
0.846,25.8696,1,
0.847,25.869,1,
0.848,25.8684,1,
0.849,25.8678,1,
0.85,25.8673,1,
0.851,25.8667,1,
0.852,25.8661,1,
0.853,25.8655,1,
0.854,25.8649,1,
0.855,25.8643,1,
0.856,25.8637,1,
0.857,25.8631,1,
0.858,25.8626,1,
0.859,25.862,1,
0.86,25.8614,1,
0.861,25.8608,1,
0.862,25.8602,1,
0.863,25.8596,1,
0.864,25.859,1,
0.865,25.8585,1,
0.866,25.8579,1,
0.867,25.8573,1,
0.868,25.8567,1,
0.869,25.8561,1,
0.87,25.8555,1,
0.871,25.8549,1,
0.872,25.8544,1,
0.873,25.8538,1,
0.874,25.8532,1,
0.875,25.8526,1,
0.876,25.852,1,
0.877,25.8514,1,
0.878,25.8508,1,
0.879,25.8503,1,
0.88,25.8497,1,
0.881,25.8491,1,
0.882,25.8485,1,
0.883,25.8479,1,
0.884,25.8473,1,
0.885,25.8468,1,
0.886,25.8462,1,
0.887,25.8456,1,
0.888,25.845,1,
0.889,25.8444,1,
0.89,25.8438,1,
0.891,25.8432,1,
0.892,25.8427,1,
0.893,25.8421,1,
0.894,25.8415,1,
0.895,25.8409,1,
0.896,25.8403,1,
0.897,25.8397,1,
0.898,25.8392,1,
0.899,25.8386,1,
0.9,25.838,1,
0.901,25.8374,1,
0.902,25.8368,1,
0.903,25.8362,1,
0.904,25.8357,1,
0.905,25.8351,1,
0.906,25.8345,1,
0.907,25.8339,1,
0.908,25.8333,1,
0.909,25.8327,1,
0.91,25.8322,1,
0.911,25.8316,1,
0.912,25.831,1,
0.913,25.8304,1,
0.914,25.8298,1,
0.915,25.8292,1,
0.916,25.8287,1,
0.917,25.8281,1,
0.918,25.8275,1,
0.919,25.8269,1,
0.92,25.8263,1,
0.921,25.8257,1,
0.922,25.8252,1,
0.923,25.8246,1,
0.924,25.824,1,
0.925,25.8234,1,
0.926,25.8228,1,
0.927,25.8222,1,
0.928,25.8217,1,
0.929,25.8211,1,
0.93,25.8205,1,
0.931,25.8199,1,
0.932,25.8193,1,
0.933,25.8188,1,
0.934,25.8182,1,
0.935,25.8176,1,
0.936,25.817,1,
0.937,25.8164,1,
0.938,25.8158,1,
0.939,25.8153,1,
0.94,25.8147,1,
0.941,25.8141,1,
0.942,25.8135,1,
0.943,25.8129,1,
0.944,25.8124,1,
0.945,25.8118,1,
0.946,25.8112,1,
0.947,25.8106,1,
0.948,25.81,1,
0.949,25.8094,1,
0.95,25.8089,1,
0.951,25.8083,1,
0.952,25.8077,1,
0.953,25.8071,1,
0.954,25.8065,1,
0.955,25.806,1,
0.956,25.8054,1,
0.957,25.8048,1,
0.958,25.8042,1,
0.959,25.8036,1,
0.96,25.8031,1,
0.961,25.8025,1,
0.962,25.8019,1,
0.963,25.8013,1,
0.964,25.8007,1,
0.965,25.8002,1,
0.966,25.7996,1,
0.967,25.799,1,
0.968,25.7984,1,
0.969,25.7978,1,
0.97,25.7973,1,
0.971,25.7967,1,
0.972,25.7961,1,
0.973,25.7955,1,
0.974,25.7949,1,
0.975,25.7944,1,
0.976,25.7938,1,
0.977,25.7932,1,
0.978,25.7926,1,
0.979,25.792,1,
0.98,25.7915,1,
0.981,25.7909,1,
0.982,25.7903,1,
0.983,25.7897,1,
0.984,25.7891,1,
0.985,25.7886,1,
0.986,25.788,1,
0.987,25.7874,1,
0.988,25.7868,1,
0.989,25.7863,1,
0.99,25.7857,1,
0.991,25.7851,1,
0.992,25.7845,1,
0.993,25.7839,1,
0.994,25.7834,1,
0.995,25.7828,1,
0.996,25.7822,1,
0.997,25.7816,1,
0.998,25.781,1,
0.999,25.7805,1,
1,25.7799,1,
1.001,25.7793,1,
1.002,25.7787,1,
1.003,25.7782,1,
1.004,25.7776,1,
1.005,25.777,1,
1.006,25.7764,1,
1.007,25.7758,1,
1.008,25.7753,1,
1.009,25.7747,1,
1.01,25.7741,1,
1.011,25.7735,1,
1.012,25.773,1,
1.013,25.7724,1,
1.014,25.7718,1,
1.015,25.7712,1,
1.016,25.7707,1,
1.017,25.7701,1,
1.018,25.7695,1,
1.019,25.7689,1,
1.02,25.7683,1,
1.021,25.7678,1,
1.022,25.7672,1,
1.023,25.7666,1,
1.024,25.766,1,
1.025,25.7655,1,
1.026,25.7649,1,
1.027,25.7643,1,
1.028,25.7637,1,
1.029,25.7632,1,
1.03,25.7626,1,
1.031,25.762,1,
1.032,25.7614,1,
1.033,25.7608,1,
1.034,25.7603,1,
1.035,25.7597,1,
1.036,25.7591,1,
1.037,25.7585,1,
1.038,25.758,1,
1.039,25.7574,1,
1.04,25.7568,1,
1.041,25.7562,1,
1.042,25.7557,1,
1.043,25.7551,1,
1.044,25.7545,1,
1.045,25.7539,1,
1.046,25.7534,1,
1.047,25.7528,1,
1.048,25.7522,1,
1.049,25.7516,1,
1.05,25.7511,1,
1.051,25.7505,1,
1.052,25.7499,1,
1.053,25.7493,1,
1.054,25.7488,1,
1.055,25.7482,1,
1.056,25.7476,1,
1.057,25.747,1,
1.058,25.7465,1,
1.059,25.7459,1,
1.06,25.7453,1,
1.061,25.7447,1,
1.062,25.7442,1,
1.063,25.7436,1,
1.064,25.743,1,
1.065,25.7424,1,
1.066,25.7419,1,
1.067,25.7413,1,
1.068,25.7407,1,
1.069,25.7401,1,
1.07,25.7396,1,
1.071,25.739,1,
1.072,25.7384,1,
1.073,25.7378,1,
1.074,25.7373,1,
1.075,25.7367,1,
1.076,25.7361,1,
1.077,25.7355,1,
1.078,25.735,1,
1.079,25.7344,1,
1.08,25.7338,1,
1.081,25.7333,1,
1.082,25.7327,1,
1.083,25.7321,1,
1.084,25.7315,1,
1.085,25.731,1,
1.086,25.7304,1,
1.087,25.7298,1,
1.088,25.7292,1,
1.089,25.7287,1,
1.09,25.7281,1,
1.091,25.7275,1,
1.092,25.727,1,
1.093,25.7264,1,
1.094,25.7258,1,
1.095,25.7252,1,
1.096,25.7247,1,
1.097,25.7241,1,
1.098,25.7235,1,
1.099,25.7229,1,
1.1,25.7224,1,
1.101,25.7218,1,
1.102,25.7212,1,
1.103,25.7207,1,
1.104,25.7201,1,
1.105,25.7195,1,
1.106,25.7189,1,
1.107,25.7184,1,
1.108,25.7178,1,
1.109,25.7172,1,
1.11,25.7167,1,
1.111,25.7161,1,
1.112,25.7155,1,
1.113,25.7149,1,
1.114,25.7144,1,
1.115,25.7138,1,
1.116,25.7132,1,
1.117,25.7126,1,
1.118,25.7121,1,
1.119,25.7115,1,
1.12,25.7109,1,
1.121,25.7104,1,
1.122,25.7098,1,
1.123,25.7092,1,
1.124,25.7087,1,
1.125,25.7081,1,
1.126,25.7075,1,
1.127,25.7069,1,
1.128,25.7064,1,
1.129,25.7058,1,
1.13,25.7052,1,
1.131,25.7047,1,
1.132,25.7041,1,
1.133,25.7035,1,
1.134,25.7029,1,
1.135,25.7024,1,
1.136,25.7018,1,
1.137,25.7012,1,
1.138,25.7007,1,
1.139,25.7001,1,
1.14,25.6995,1,
1.141,25.699,1,
1.142,25.6984,1,
1.143,25.6978,1,
1.144,25.6972,1,
1.145,25.6967,1,
1.146,25.6961,1,
1.147,25.6955,1,
1.148,25.695,1,
1.149,25.6944,1,
1.15,25.6938,1,
1.151,25.6933,1,
1.152,25.6927,1,
1.153,25.6921,1,
1.154,25.6915,1,
1.155,25.691,1,
1.156,25.6904,1,
1.157,25.6898,1,
1.158,25.6893,1,
1.159,25.6887,1,
1.16,25.6881,1,
1.161,25.6876,1,
1.162,25.687,1,
1.163,25.6864,1,
1.164,25.6859,1,
1.165,25.6853,1,
1.166,25.6847,1,
1.167,25.6842,1,
1.168,25.6836,1,
1.169,25.683,1,
1.17,25.6824,1,
1.171,25.6819,1,
1.172,25.6813,1,
