"time",	"outputs[1]",	"outputs[2]",	"outputs[3]",	"outputs[4]"
0.0242,	9.845751,	0.241966,	0,	0
0.0244,	9.845135,	0.243965,	0,	0
0.0246,	9.844527,	0.245964,	0,	0
0.0248,	9.843929,	0.247963,	0,	0
0.025,	9.84334,	0.249962,	0,	0
0.0252,	9.842759,	0.251961,	0,	0
0.0254,	9.842188,	0.25396,	0,	0
0.0256,	9.841625,	0.255959,	0,	0
0.0258,	9.841071,	0.257958,	0,	0
0.026,	9.840526,	0.259957,	0,	0
0.0262,	9.839989,	0.261956,	0,	0
0.0264,	9.839461,	0.263955,	0,	0
0.0266,	9.838941,	0.265954,	0,	0
0.0268,	9.83843,	0.267953,	0,	0
0.027,	9.837927,	0.269952,	0,	0
0.0272,	9.837432,	0.271951,	0,	0
0.0274,	9.836946,	0.27395,	0,	0
0.0276,	9.836468,	0.275948,	0,	0
0.0278,	9.835998,	0.277947,	0,	0
0.028,	9.835536,	0.279946,	0,	0
0.0282,	9.835083,	0.281945,	0,	0
0.0284,	9.834637,	0.283944,	0,	0
0.0286,	9.834199,	0.285942,	0,	0
0.0288,	9.833769,	0.287941,	0,	0
0.029,	9.833346,	0.28994,	0,	0
0.0292,	9.832932,	0.291939,	0,	0
0.0294,	9.832525,	0.293937,	0,	0
0.0296,	9.832126,	0.295936,	0,	0
0.0298,	9.831734,	0.297935,	0,	0
0.03,	9.83135,	0.299933,	0,	0
0.0302,	9.830973,	0.301932,	0,	0
0.0304,	9.830603,	0.303931,	0,	0
0.0306,	9.830241,	0.305929,	0,	0
0.0308,	9.829886,	0.307928,	0,	0
0.031,	9.829538,	0.309926,	0,	0
0.0312,	9.829197,	0.311925,	0,	0
0.0314,	9.828863,	0.313923,	0,	0
0.0316,	9.828536,	0.315922,	0,	0
0.0318,	9.828216,	0.31792,	0,	0
0.032,	9.827903,	0.319919,	0,	0
0.0322,	9.827597,	0.321917,	0,	0
0.0324,	9.827297,	0.323916,	0,	0
0.0326,	9.827004,	0.325914,	0,	0
0.0328,	9.826717,	0.327912,	0,	0
0.033,	9.826437,	0.329911,	0,	0
0.0332,	9.826163,	0.331909,	0,	0
0.0334,	9.825896,	0.333907,	0,	0
0.0336,	9.825635,	0.335906,	0,	0
0.0338,	9.82538,	0.337904,	0,	0
0.034,	9.825132,	0.339902,	0,	0
0.0342,	9.824889,	0.3419,	0,	0
0.0344,	9.824652,	0.343899,	0,	0
0.0346,	9.824422,	0.345897,	0,	0
0.0348,	9.824197,	0.347895,	0,	0
0.035,	9.823978,	0.349893,	0,	0
0.0352,	9.823765,	0.351891,	0,	0
0.0354,	9.823557,	0.353889,	0,	0
0.0356,	9.823355,	0.355887,	0,	0
0.0358,	9.823158,	0.357886,	0,	0
0.036,	9.822967,	0.359884,	0,	0
0.0362,	9.822782,	0.361882,	0,	0
0.0364,	9.822601,	0.36388,	0,	0
0.0366,	9.822426,	0.365878,	0,	0
0.0368,	9.822256,	0.367875,	0,	0
0.037,	9.822091,	0.369873,	0,	0
0.0372,	9.821931,	0.371871,	0,	0
0.0374,	9.821776,	0.373869,	0,	0
0.0376,	9.821626,	0.375867,	0,	0
0.0378,	9.821481,	0.377865,	0,	0
0.038,	9.82134,	0.379863,	0,	0
0.0382,	9.821204,	0.38186,	0,	0
0.0384,	9.821073,	0.383858,	0,	0
0.0386,	9.820946,	0.385856,	0,	0
0.0388,	9.820824,	0.387854,	0,	0
0.039,	9.820706,	0.389851,	0,	0
0.0392,	9.820592,	0.391849,	0,	0
0.0394,	9.820482,	0.393847,	0,	0
0.0396,	9.820377,	0.395844,	0,	0
0.0398,	9.820276,	0.397842,	0,	0
0.04,	9.820178,	0.399839,	0,	0
0.0402,	9.820085,	0.401837,	0,	0
0.0404,	9.819995,	0.403835,	0,	0
0.0406,	9.819909,	0.405832,	0,	0
0.0408,	9.819827,	0.407829,	0,	0
0.041,	9.819748,	0.409827,	0,	0
0.0412,	9.819673,	0.411824,	0,	0
0.0414,	9.819602,	0.413822,	0,	0
0.0416,	9.819533,	0.415819,	0,	0
0.0418,	9.819468,	0.417816,	0,	0
0.042,	9.819407,	0.419814,	0,	0
0.0422,	9.819348,	0.421811,	0,	0
0.0424,	9.819293,	0.423808,	0,	0
0.0426,	9.81924,	0.425805,	0,	0
0.0428,	9.81919,	0.427803,	0,	0
0.043,	9.819144,	0.4298,	0,	0
0.0432,	9.8191,	0.431797,	0,	0
0.0434,	9.819059,	0.433794,	0,	0
0.0436,	9.81902,	0.435791,	0,	0
0.0438,	9.818984,	0.437788,	0,	0
0.044,	9.81895,	0.439785,	0,	0
0.0442,	9.818919,	0.441782,	0,	0
0.0444,	9.81889,	0.443779,	0,	0
0.0446,	9.818863,	0.445776,	0,	0
0.0448,	9.818838,	0.447773,	0,	0
0.045,	9.818816,	0.44977,	0,	0
0.0452,	9.818795,	0.451767,	0,	0
0.0454,	9.818777,	0.453764,	0,	0
0.0456,	9.81876,	0.455761,	0,	0
0.0458,	9.818745,	0.457758,	0,	0
0.046,	9.818732,	0.459754,	0,	0
0.0462,	9.81872,	0.461751,	0,	0
0.0464,	9.81871,	0.463748,	0,	0
0.0466,	9.818701,	0.465744,	0,	0
0.0468,	9.818694,	0.467741,	0,	0
0.047,	9.818687,	0.469738,	0,	0
0.0472,	9.818683,	0.471734,	0,	0
0.0474,	9.818679,	0.473731,	0,	0
0.0476,	9.818676,	0.475727,	0,	0
0.0478,	9.818674,	0.477724,	0,	0
0.048,	9.818674,	0.47972,	0,	0
0.0482,	9.818674,	0.481717,	0,	0
0.0484,	9.818674,	0.483713,	0,	0
0.0486,	9.818676,	0.48571,	0,	0
0.0488,	9.818678,	0.487706,	0,	0
0.049,	9.81868,	0.489702,	0,	0
0.0492,	9.818683,	0.491699,	0,	0
0.0494,	9.818686,	0.493695,	0,	0
0.0496,	9.81869,	0.495691,	0,	0
0.0498,	9.818694,	0.497687,	0,	0
0.05,	9.818697,	0.499683,	0,	0
0.0502,	9.818701,	0.50168,	0,	0
0.0504,	9.818705,	0.503676,	0,	0
0.0506,	9.818709,	0.505672,	0,	0
0.0508,	9.818712,	0.507668,	0,	0
0.051,	9.818715,	0.509664,	0,	0
0.0512,	9.818718,	0.51166,	0,	0
0.0514,	9.818721,	0.513656,	0,	0
0.0516,	9.818722,	0.515652,	0,	0
0.0518,	9.818724,	0.517648,	0,	0
0.052,	9.818724,	0.519643,	0,	0
0.0522,	9.818724,	0.521639,	0,	0
0.0524,	9.818723,	0.523635,	0,	0
0.0526,	9.818721,	0.525631,	0,	0
0.0528,	9.818718,	0.527626,	0,	0
0.053,	9.818714,	0.529622,	0,	0
0.0532,	9.818709,	0.531618,	0,	0
0.0534,	9.818703,	0.533613,	0,	0
0.0536,	9.818695,	0.535609,	0,	0
0.0538,	9.818686,	0.537605,	0,	0
0.054,	9.818676,	0.5396,	0,	0
0.0542,	9.818663,	0.541596,	0,	0
0.0544,	9.81865,	0.543591,	0,	0
0.0546,	9.818634,	0.545586,	0,	0
0.0548,	9.818617,	0.547582,	0,	0
0.055,	9.818598,	0.549577,	0,	0
0.0552,	9.818577,	0.551572,	0,	0
0.0554,	9.818554,	0.553568,	0,	0
0.0556,	9.818529,	0.555563,	0,	0
0.0558,	9.818502,	0.557558,	0,	0
0.056,	9.818473,	0.559553,	0,	0
0.0562,	9.818441,	0.561549,	0,	0
0.0564,	9.818407,	0.563544,	0,	0
0.0566,	9.81837,	0.565539,	0,	0
0.0568,	9.818331,	0.567534,	0,	0
0.057,	9.818289,	0.569529,	0,	0
0.0572,	9.818245,	0.571524,	0,	0
0.0574,	9.818197,	0.573519,	0,	0
0.0576,	9.818147,	0.575514,	0,	0
0.0578,	9.818094,	0.577508,	0,	0
0.058,	9.818038,	0.579503,	0,	0
0.0582,	9.817979,	0.581498,	0,	0
0.0584,	9.817916,	0.583493,	0,	0
0.0586,	9.817851,	0.585488,	0,	0
0.0588,	9.817782,	0.587482,	0,	0
0.059,	9.81771,	0.589477,	0,	0
0.0592,	9.817634,	0.591471,	0,	0
0.0594,	9.817554,	0.593466,	0,	0
0.0596,	9.817472,	0.595461,	0,	0
0.0598,	9.817385,	0.597455,	0,	0
0.06,	9.817294,	0.599449,	0,	0
0.0602,	9.8172,	0.601444,	0,	0
0.0604,	9.817102,	0.603438,	0,	0
0.0606,	9.817,	0.605433,	0,	0
0.0608,	9.816894,	0.607427,	0,	0
0.061,	9.816783,	0.609421,	0,	0
0.0612,	9.816669,	0.611415,	0,	0
0.0614,	9.81655,	0.61341,	0,	0
0.0616,	9.816426,	0.615404,	0,	0
0.0618,	9.816299,	0.617398,	0,	0
0.062,	9.816166,	0.619392,	0,	0
0.0622,	9.81603,	0.621386,	0,	0
0.0624,	9.815888,	0.62338,	0,	0
0.0626,	9.815742,	0.625374,	0,	0
0.0628,	9.815591,	0.627368,	0,	0
0.063,	9.815435,	0.629362,	0,	0
0.0632,	9.815274,	0.631356,	0,	0
0.0634,	9.815108,	0.633349,	0,	0
0.0636,	9.814937,	0.635343,	0,	0
0.0638,	9.814761,	0.637337,	0,	0
0.064,	9.81458,	0.639331,	0,	0
0.0642,	9.814393,	0.641324,	0,	0
0.0644,	9.814201,	0.643318,	0,	0
0.0646,	9.814004,	0.645311,	0,	0
0.0648,	9.813801,	0.647305,	0,	0
0.065,	9.813592,	0.649298,	0,	0
0.0652,	9.813378,	0.651292,	0,	0
0.0654,	9.813158,	0.653285,	0,	0
0.0656,	9.812932,	0.655279,	0,	0
0.0658,	9.8127,	0.657272,	0,	0
0.066,	9.812463,	0.659265,	0,	0
0.0662,	9.812219,	0.661258,	0,	0
0.0664,	9.811969,	0.663252,	0,	0
0.0666,	9.811713,	0.665245,	0,	0
0.0668,	9.811451,	0.667238,	0,	0
0.067,	9.811183,	0.669231,	0,	0
0.0672,	9.810908,	0.671224,	0,	0
0.0674,	9.810627,	0.673217,	0,	0
0.0676,	9.810339,	0.67521,	0,	0
0.0678,	9.810045,	0.677203,	0,	0
0.068,	9.809744,	0.679196,	0,	0
0.0682,	9.809437,	0.681188,	0,	0
0.0684,	9.809122,	0.683181,	0,	0
0.0686,	9.808801,	0.685174,	0,	0
0.0688,	9.808473,	0.687167,	0,	0
0.069,	9.808138,	0.689159,	0,	0
0.0692,	9.807796,	0.691152,	0,	0
0.0694,	9.807447,	0.693144,	0,	0
0.0696,	9.807091,	0.695137,	0,	0
0.0698,	9.806727,	0.697129,	0,	0
0.07,	9.806357,	0.699122,	0,	0
0.0702,	9.805979,	0.701114,	0,	0
0.0704,	9.805593,	0.703107,	0,	0
0.0706,	9.8052,	0.705099,	0,	0
0.0708,	9.8048,	0.707091,	0,	0
0.071,	9.804392,	0.709083,	0,	0
0.0712,	9.803976,	0.711076,	0,	0
0.0714,	9.803553,	0.713068,	0,	0
0.0716,	9.803121,	0.71506,	0,	0
0.0718,	9.802682,	0.717052,	0,	0
0.072,	9.802235,	0.719044,	0,	0
0.0722,	9.80178,	0.721036,	0,	0
0.0724,	9.801318,	0.723028,	0,	0
0.0726,	9.800846,	0.725019,	0,	0
0.0728,	9.800367,	0.727011,	0,	0
0.073,	9.79988,	0.729003,	0,	0
0.0732,	9.799384,	0.730995,	0,	0
0.0734,	9.79888,	0.732986,	0,	0
0.0736,	9.798368,	0.734978,	0,	0
0.0738,	9.797847,	0.73697,	0,	0
0.074,	9.797318,	0.738961,	0,	0
0.0742,	9.79678,	0.740953,	0,	0
0.0744,	9.796233,	0.742944,	0,	0
0.0746,	9.795678,	0.744935,	0,	0
0.0748,	9.795114,	0.746927,	0,	0
0.075,	9.794542,	0.748918,	0,	0
0.0752,	9.79396,	0.750909,	0,	0
0.0754,	9.79337,	0.7529,	0,	0
0.0756,	9.792771,	0.754892,	0,	0
0.0758,	9.792162,	0.756883,	0,	0
0.076,	9.791545,	0.758874,	0,	0
0.0762,	9.790918,	0.760865,	0,	0
0.0764,	9.790283,	0.762856,	0,	0
0.0766,	9.789638,	0.764847,	0,	0
0.0768,	9.788984,	0.766838,	0,	0
0.077,	9.78832,	0.768828,	0,	0
0.0772,	9.787647,	0.770819,	0,	0
0.0774,	9.786965,	0.77281,	0,	0
0.0776,	9.786273,	0.774801,	0,	0
0.0778,	9.785572,	0.776791,	0,	0
0.078,	9.784861,	0.778782,	0,	0
0.0782,	9.78414,	0.780772,	0,	0
0.0784,	9.78341,	0.782763,	0,	0
0.0786,	9.78267,	0.784753,	0,	0
0.0788,	9.781921,	0.786744,	0,	0
0.079,	9.781161,	0.788734,	0,	0
0.0792,	9.780392,	0.790724,	0,	0
0.0794,	9.779612,	0.792714,	0,	0
0.0796,	9.778823,	0.794705,	0,	0
0.0798,	9.778023,	0.796695,	0,	0
0.08,	9.777214,	0.798685,	0,	0
0.0802,	9.776394,	0.800675,	0,	0
0.0804,	9.775565,	0.802665,	0,	0
0.0806,	9.774725,	0.804655,	0,	0
0.0808,	9.773875,	0.806645,	0,	0
0.081,	9.773014,	0.808635,	0,	0
0.0812,	9.772143,	0.810624,	0,	0
0.0814,	9.771262,	0.812614,	0,	0
0.0816,	9.77037,	0.814604,	0,	0
0.0818,	9.769468,	0.816593,	0,	0
0.082,	9.768556,	0.818583,	0,	0
0.0822,	9.767633,	0.820573,	0,	0
0.0824,	9.766699,	0.822562,	0,	0
0.0826,	9.765754,	0.824551,	0,	0
0.0828,	9.764799,	0.826541,	0,	0
0.083,	9.763833,	0.82853,	0,	0
0.0832,	9.762857,	0.830519,	0,	0
0.0834,	9.761869,	0.832509,	0,	0
0.0836,	9.760871,	0.834498,	0,	0
0.0838,	9.759862,	0.836487,	0,	0
0.084,	9.758842,	0.838476,	0,	0
0.0842,	9.757811,	0.840465,	0,	0
0.0844,	9.756769,	0.842454,	0,	0
0.0846,	9.755716,	0.844443,	0,	0
0.0848,	9.754652,	0.846432,	0,	0
0.085,	9.753577,	0.84842,	0,	0
0.0852,	9.75249,	0.850409,	0,	0
0.0854,	9.751393,	0.852398,	0,	0
0.0856,	9.750284,	0.854387,	0,	0
0.0858,	9.749164,	0.856375,	0,	0
0.086,	9.748033,	0.858364,	0,	0
0.0862,	9.74689,	0.860352,	0,	0
0.0864,	9.745736,	0.862341,	0,	0
0.0866,	9.744571,	0.864329,	0,	0
0.0868,	9.743394,	0.866317,	0,	0
0.087,	9.742206,	0.868305,	0,	0
0.0872,	9.741006,	0.870294,	0,	0
0.0874,	9.739795,	0.872282,	0,	0
0.0876,	9.738572,	0.87427,	0,	0
0.0878,	9.737338,	0.876258,	0,	0
0.088,	9.736092,	0.878246,	0,	0
0.0882,	9.734834,	0.880234,	0,	0
0.0884,	9.733565,	0.882222,	0,	0
0.0886,	9.732284,	0.88421,	0,	0
0.0888,	9.730992,	0.886197,	0,	0
0.089,	9.729687,	0.888185,	0,	0
0.0892,	9.728371,	0.890173,	0,	0
0.0894,	9.727043,	0.89216,	0,	0
0.0896,	9.725704,	0.894148,	0,	0
0.0898,	9.724352,	0.896135,	0,	0
0.09,	9.722989,	0.898123,	0,	0
0.0902,	9.721613,	0.90011,	0,	0
0.0904,	9.720226,	0.902097,	0,	0
0.0906,	9.718827,	0.904085,	0,	0
0.0908,	9.717416,	0.906072,	0,	0
0.091,	9.715993,	0.908059,	0,	0
0.0912,	9.714558,	0.910046,	0,	0
0.0914,	9.71311,	0.912033,	0,	0
0.0916,	9.711651,	0.91402,	0,	0
0.0918,	9.71018,	0.916007,	0,	0
0.092,	9.708696,	0.917994,	0,	0
0.0922,	9.707201,	0.919981,	0,	0
0.0924,	9.705693,	0.921967,	0,	0
0.0926,	9.704173,	0.923954,	0,	0
0.0928,	9.702641,	0.925941,	0,	0
0.093,	9.701097,	0.927927,	0,	0
0.0932,	9.699541,	0.929914,	0,	0
0.0934,	9.697972,	0.9319,	0,	0
0.0936,	9.696392,	0.933887,	0,	0
0.0938,	9.694798,	0.935873,	0,	0
0.094,	9.693193,	0.937859,	0,	0
0.0942,	9.691576,	0.939846,	0,	0
0.0944,	9.689946,	0.941832,	0,	0
0.0946,	9.688303,	0.943818,	0,	0
0.0948,	9.686649,	0.945804,	0,	0
0.095,	9.684982,	0.94779,	0,	0
0.0952,	9.683303,	0.949776,	0,	0
0.0954,	9.681611,	0.951762,	0,	0
0.0956,	9.679907,	0.953747,	0,	0
0.0958,	9.678191,	0.955733,	0,	0
0.096,	9.676462,	0.957719,	0,	0
0.0962,	9.674721,	0.959705,	0,	0
0.0964,	9.672967,	0.96169,	0,	0
0.0966,	9.671201,	0.963676,	0,	0
0.0968,	9.669422,	0.965661,	0,	0
0.097,	9.667632,	0.967646,	0,	0
0.0972,	9.665828,	0.969632,	0,	0
0.0974,	9.664012,	0.971617,	0,	0
0.0976,	9.662184,	0.973602,	0,	0
0.0978,	9.660343,	0.975587,	0,	0
0.098,	9.65849,	0.977572,	0,	0
0.0982,	9.656624,	0.979557,	0,	0
0.0984,	9.654746,	0.981542,	0,	0
0.0986,	9.652856,	0.983527,	0,	0
0.0988,	9.650952,	0.985512,	0,	0
0.099,	9.649037,	0.987497,	0,	0
0.0992,	9.647109,	0.989482,	0,	0
0.0994,	9.645168,	0.991466,	0,	0
0.0996,	9.643215,	0.993451,	0,	0
0.0998,	9.641249,	0.995435,	0,	0
0.1,	9.639271,	0.99742,	0,	0
0.1002,	9.63728,	0.999404,	0,	0
0.1004,	9.635277,	1.001389,	0,	0
0.1006,	9.633261,	1.003373,	0,	0
0.1008,	9.631233,	1.005357,	0,	0
0.101,	9.629192,	1.007341,	0,	0
0.1012,	9.627139,	1.009325,	0,	0
0.1014,	9.625074,	1.011309,	0,	0
0.1016,	9.622995,	1.013293,	0,	0
0.1018,	9.620905,	1.015277,	0,	0
0.102,	9.618802,	1.017261,	0,	0
0.1022,	9.616686,	1.019245,	0,	0
0.1024,	9.614558,	1.021228,	0,	0
0.1026,	9.612417,	1.023212,	0,	0
0.1028,	9.610264,	1.025196,	0,	0
0.103,	9.608099,	1.027179,	0,	0
0.1032,	9.605921,	1.029163,	0,	0
0.1034,	9.603731,	1.031146,	0,	0
0.1036,	9.601528,	1.033129,	0,	0
0.1038,	9.599313,	1.035113,	0,	0
0.104,	9.597085,	1.037096,	0,	0
0.1042,	9.594845,	1.039079,	0,	0
0.1044,	9.592593,	1.041062,	0,	0
0.1046,	9.590328,	1.043045,	0,	0
0.1048,	9.588051,	1.045028,	0,	0
0.105,	9.585761,	1.047011,	0,	0
0.1052,	9.583459,	1.048993,	0,	0
0.1054,	9.581145,	1.050976,	0,	0
0.1056,	9.578819,	1.052959,	0,	0
0.1058,	9.57648,	1.054941,	0,	0
0.106,	9.574129,	1.056924,	0,	0
0.1062,	9.571765,	1.058906,	0,	0
0.1064,	9.56939,	1.060889,	0,	0
0.1066,	9.567002,	1.062871,	0,	0
0.1068,	9.564601,	1.064853,	0,	0
0.107,	9.562189,	1.066836,	0,	0
0.1072,	9.559765,	1.068818,	0,	0
0.1074,	9.557328,	1.0708,	0,	0
0.1076,	9.554879,	1.072782,	0,	0
0.1078,	9.552418,	1.074764,	0,	0
0.108,	9.549945,	1.076746,	0,	0
0.1082,	9.54746,	1.078727,	0,	0
0.1084,	9.544962,	1.080709,	0,	0
0.1086,	9.542453,	1.082691,	0,	0
0.1088,	9.539931,	1.084672,	0,	0
0.109,	9.537398,	1.086654,	0,	0
0.1092,	9.534852,	1.088635,	0,	0
0.1094,	9.532295,	1.090617,	0,	0
0.1096,	9.529726,	1.092598,	0,	0
0.1098,	9.527144,	1.094579,	0,	0
0.11,	9.524551,	1.09656,	0,	0
0.1102,	9.521946,	1.098541,	0,	0
0.1104,	9.519329,	1.100523,	0,	0
0.1106,	9.5167,	1.102503,	0,	0
0.1108,	9.51406,	1.104484,	0,	0
0.111,	9.511407,	1.106465,	0,	0
0.1112,	9.508743,	1.108446,	0,	0
0.1114,	9.506067,	1.110427,	0,	0
0.1116,	9.50338,	1.112407,	0,	0
0.1118,	9.50068,	1.114388,	0,	0
0.112,	9.497969,	1.116368,	0,	0
0.1122,	9.495247,	1.118349,	0,	0
0.1124,	9.492513,	1.120329,	0,	0
0.1126,	9.489767,	1.122309,	0,	0
0.1128,	9.48701,	1.12429,	0,	0
0.113,	9.484241,	1.12627,	0,	0
0.1132,	9.481461,	1.12825,	0,	0
0.1134,	9.47867,	1.13023,	0,	0
0.1136,	9.475867,	1.13221,	0,	0
0.1138,	9.473053,	1.13419,	0,	0
0.114,	9.470227,	1.136169,	0,	0
0.1142,	9.46739,	1.138149,	0,	0
0.1144,	9.464542,	1.140129,	0,	0
0.1146,	9.461682,	1.142108,	0,	0
0.1148,	9.458812,	1.144088,	0,	0
0.115,	9.45593,	1.146067,	0,	0
0.1152,	9.453037,	1.148046,	0,	0
0.1154,	9.450133,	1.150026,	0,	0
0.1156,	9.447218,	1.152005,	0,	0
0.1158,	9.444292,	1.153984,	0,	0
0.116,	9.441355,	1.155963,	0,	0
0.1162,	9.438407,	1.157942,	0,	0
0.1164,	9.435448,	1.159921,	0,	0
0.1166,	9.432478,	1.1619,	0,	0
0.1168,	9.429498,	1.163879,	0,	0
0.117,	9.426506,	1.165857,	0,	0
0.1172,	9.423504,	1.167836,	0,	0
0.1174,	9.420491,	1.169814,	0,	0
0.1176,	9.417468,	1.171793,	0,	0
0.1178,	9.414434,	1.173771,	0,	0
0.118,	9.411389,	1.17575,	0,	0
0.1182,	9.408334,	1.177728,	0,	0
0.1184,	9.405268,	1.179706,	0,	0
0.1186,	9.402192,	1.181684,	0,	0
0.1188,	9.399105,	1.183662,	0,	0
0.119,	9.396009,	1.18564,	0,	0
0.1192,	9.392901,	1.187618,	0,	0
0.1194,	9.389784,	1.189596,	0,	0
0.1196,	9.386656,	1.191574,	0,	0
0.1198,	9.383518,	1.193551,	0,	0
0.12,	9.38037,	1.195529,	0,	0
0.1202,	9.377212,	1.197506,	0,	0
0.1204,	9.374044,	1.199484,	0,	0
0.1206,	9.370866,	1.201461,	0,	0
0.1208,	9.367677,	1.203438,	0,	0
0.121,	9.364479,	1.205416,	0,	0
0.1212,	9.361271,	1.207393,	0,	0
0.1214,	9.358054,	1.20937,	0,	0
0.1216,	9.354826,	1.211347,	0,	0
0.1218,	9.351589,	1.213324,	0,	0
0.122,	9.348342,	1.2153,	0,	0
0.1222,	9.345086,	1.217277,	0,	0
