"time","heatCapacitor.T","TRes"
1.1,298.872,298.872
1.11,298.867,298.867
1.12,298.861,298.861
1.13,298.855,298.855
1.14,298.85,298.85
1.15,298.844,298.844
1.16,298.838,298.838
1.17,298.833,298.833
1.18,298.827,298.827
1.19,298.821,298.821
1.2,298.816,298.816
1.21,298.81,298.81
1.22,298.804,298.804
1.23,298.799,298.799
1.24,298.793,298.793
1.25,298.787,298.787
1.26,298.782,298.782
1.27,298.776,298.776
1.28,298.77,298.77
1.29,298.765,298.765
1.3,298.759,298.759
1.31,298.754,298.754
1.32,298.748,298.748
1.33,298.742,298.742
1.34,298.737,298.737
1.35,298.731,298.731
1.36,298.726,298.726
1.37,298.72,298.72
1.38,298.714,298.714
1.39,298.709,298.709
1.4,298.703,298.703
1.41,298.698,298.698
1.42,298.692,298.692
1.43,298.687,298.687
1.44,298.681,298.681
1.45,298.676,298.676
1.46,298.67,298.67
1.47,298.665,298.665
1.48,298.659,298.659
1.49,298.654,298.654
1.5,298.648,298.648
1.51,298.643,298.643
1.52,298.637,298.637
1.53,298.632,298.632
1.54,298.626,298.626
1.55,298.621,298.621
1.56,298.615,298.615
1.57,298.61,298.61
1.58,298.604,298.604
1.59,298.599,298.599
1.6,298.593,298.593
1.61,298.588,298.588
1.62,298.583,298.583
1.63,298.577,298.577
1.64,298.572,298.572
1.65,298.566,298.566
1.66,298.561,298.561
1.67,298.555,298.555
1.68,298.55,298.55
1.69,298.545,298.545
1.7,298.539,298.539
1.71,298.534,298.534
1.72,298.528,298.528
1.73,298.523,298.523
1.74,298.518,298.518
1.75,298.512,298.512
1.76,298.507,298.507
1.77,298.502,298.502
1.78,298.496,298.496
1.79,298.491,298.491
1.8,298.486,298.486
1.81,298.48,298.48
1.82,298.475,298.475
1.83,298.47,298.47
1.84,298.464,298.464
1.85,298.459,298.459
1.86,298.454,298.454
1.87,298.448,298.448
1.88,298.443,298.443
1.89,298.438,298.438
1.9,298.433,298.433
1.91,298.427,298.427
1.92,298.422,298.422
1.93,298.417,298.417
1.94,298.411,298.411
1.95,298.406,298.406
1.96,298.401,298.401
1.97,298.396,298.396
1.98,298.39,298.39
1.99,298.385,298.385
2,298.38,298.38
2.01,298.38,298.38
2.02,298.38,298.38
2.03,298.38,298.38
2.04,298.38,298.38
2.05,298.38,298.38
2.06,298.38,298.38
2.07,298.38,298.38
2.08,298.38,298.38
2.09,298.38,298.38
2.1,298.38,298.38
2.11,298.38,298.38
2.12,298.38,298.38
2.13,298.38,298.38
2.14,298.38,298.38
2.15,298.38,298.38
2.16,298.38,298.38
2.17,298.38,298.38
2.18,298.38,298.38
2.19,298.38,298.38
2.2,298.38,298.38
2.21,298.38,298.38
2.22,298.38,298.38
2.23,298.38,298.38
2.24,298.38,298.38
2.25,298.38,298.38
2.26,298.38,298.38
2.27,298.38,298.38
2.28,298.38,298.38
2.29,298.38,298.38
2.3,298.38,298.38
2.31,298.38,298.38
2.32,298.38,298.38
2.33,298.38,298.38
2.34,298.38,298.38
2.35,298.38,298.38
2.36,298.38,298.38
2.37,298.38,298.38
2.38,298.38,298.38
2.39,298.38,298.38
2.4,298.38,298.38
2.41,298.38,298.38
2.42,298.38,298.38
2.43,298.38,298.38
2.44,298.38,298.38
2.45,298.38,298.38
2.46,298.38,298.38
2.47,298.38,298.38
2.48,298.38,298.38
2.49,298.38,298.38
2.5,298.38,298.38
2.51,298.38,298.38
2.52,298.38,298.38
2.53,298.38,298.38
2.54,298.38,298.38
2.55,298.38,298.38
2.56,298.38,298.38
2.57,298.38,298.38
2.58,298.38,298.38
2.59,298.38,298.38
2.6,298.38,298.38
2.61,298.38,298.38
2.62,298.38,298.38
2.63,298.38,298.38
2.64,298.38,298.38
2.65,298.38,298.38
2.66,298.38,298.38
2.67,298.38,298.38
2.68,298.38,298.38
2.69,298.38,298.38
2.7,298.38,298.38
2.71,298.38,298.38
2.72,298.38,298.38
2.73,298.38,298.38
2.74,298.38,298.38
2.75,298.38,298.38
2.76,298.38,298.38
2.77,298.38,298.38
2.78,298.38,298.38
2.79,298.38,298.38
2.8,298.38,298.38
2.81,298.38,298.38
2.82,298.38,298.38
2.83,298.38,298.38
2.84,298.38,298.38
2.85,298.38,298.38
2.86,298.38,298.38
2.87,298.38,298.38
2.88,298.38,298.38
2.89,298.38,298.38
2.9,298.38,298.38
2.91,298.38,298.38
2.92,298.38,298.38
2.93,298.38,298.38
2.94,298.38,298.38
2.95,298.38,298.38
2.96,298.38,298.38
2.97,298.38,298.38
2.98,298.38,298.38
2.99,298.38,298.38
3,298.38,298.38
3.01,298.38,298.38
3.02,298.38,298.38
3.03,298.38,298.38
3.04,298.38,298.38
3.05,298.38,298.38
3.06,298.38,298.38
3.07,298.38,298.38
3.08,298.38,298.38
3.09,298.38,298.38
3.1,298.38,298.38
3.11,298.38,298.38
3.12,298.38,298.38
3.13,298.38,298.38
3.14,298.38,298.38
3.15,298.38,298.38
3.16,298.38,298.38
3.17,298.38,298.38
3.18,298.38,298.38
3.19,298.38,298.38
3.2,298.38,298.38
3.21,298.38,298.38
3.22,298.38,298.38
3.23,298.38,298.38
3.24,298.38,298.38
3.25,298.38,298.38
3.26,298.38,298.38
3.27,298.38,298.38
3.28,298.38,298.38
3.29,298.38,298.38
3.3,298.38,298.38
3.31,298.38,298.38
3.32,298.38,298.38
3.33,298.38,298.38
3.34,298.38,298.38
3.35,298.38,298.38
3.36,298.38,298.38
3.37,298.38,298.38
3.38,298.38,298.38
3.39,298.38,298.38
3.4,298.38,298.38
3.41,298.38,298.38
3.42,298.38,298.38
3.43,298.38,298.38
3.44,298.38,298.38
3.45,298.38,298.38
3.46,298.38,298.38
3.47,298.38,298.38
3.48,298.38,298.38
3.49,298.38,298.38
3.5,298.38,298.38
3.51,298.38,298.38
3.52,298.38,298.38
3.53,298.38,298.38
3.54,298.38,298.38
3.55,298.38,298.38
3.56,298.38,298.38
3.57,298.38,298.38
3.58,298.38,298.38
3.59,298.38,298.38
3.6,298.38,298.38
3.61,298.38,298.38
3.62,298.38,298.38
3.63,298.38,298.38
3.64,298.38,298.38
3.65,298.38,298.38
3.66,298.38,298.38
3.67,298.38,298.38
3.68,298.38,298.38
3.69,298.38,298.38
3.7,298.38,298.38
3.71,298.38,298.38
3.72,298.38,298.38
3.73,298.38,298.38
3.74,298.38,298.38
3.75,298.38,298.38
3.76,298.38,298.38
3.77,298.38,298.38
3.78,298.38,298.38
3.79,298.38,298.38
3.8,298.38,298.38
3.81,298.38,298.38
3.82,298.38,298.38
3.83,298.38,298.38
3.84,298.38,298.38
3.85,298.38,298.38
3.86,298.38,298.38
3.87,298.38,298.38
3.88,298.38,298.38
3.89,298.38,298.38
3.9,298.38,298.38
3.91,298.38,298.38
3.92,298.38,298.38
3.93,298.38,298.38
3.94,298.38,298.38
3.95,298.38,298.38
3.96,298.38,298.38
3.97,298.38,298.38
3.98,298.38,298.38
3.99,298.38,298.38
4,298.38,298.38
4.01,298.38,298.38
4.02,298.38,298.38
4.03,298.38,298.38
4.04,298.38,298.38
4.05,298.38,298.38
4.06,298.38,298.38
4.07,298.38,298.38
4.08,298.38,298.38
4.09,298.38,298.38
4.1,298.38,298.38
4.11,298.38,298.38
4.12,298.38,298.38
4.13,298.38,298.38
4.14,298.38,298.38
4.15,298.38,298.38
4.16,298.38,298.38
4.17,298.38,298.38
4.18,298.38,298.38
4.19,298.38,298.38
4.2,298.38,298.38
4.21,298.38,298.38
4.22,298.38,298.38
4.23,298.38,298.38
4.24,298.38,298.38
4.25,298.38,298.38
4.26,298.38,298.38
4.27,298.38,298.38
4.28,298.38,298.38
4.29,298.38,298.38
4.3,298.38,298.38
4.31,298.38,298.38
4.32,298.38,298.38
4.33,298.38,298.38
4.34,298.38,298.38
4.35,298.38,298.38
4.36,298.38,298.38
4.37,298.38,298.38
4.38,298.38,298.38
4.39,298.38,298.38
4.4,298.38,298.38
4.41,298.38,298.38
4.42,298.38,298.38
4.43,298.38,298.38
4.44,298.38,298.38
4.45,298.38,298.38
4.46,298.38,298.38
4.47,298.38,298.38
4.48,298.38,298.38
4.49,298.38,298.38
4.5,298.38,298.38
4.51,298.38,298.38
4.52,298.38,298.38
4.53,298.38,298.38
4.54,298.38,298.38
4.55,298.38,298.38
4.56,298.38,298.38
4.57,298.38,298.38
4.58,298.38,298.38
4.59,298.38,298.38
4.6,298.38,298.38
4.61,298.38,298.38
4.62,298.38,298.38
4.63,298.38,298.38
4.64,298.38,298.38
4.65,298.38,298.38
4.66,298.38,298.38
4.67,298.38,298.38
4.68,298.38,298.38
4.69,298.38,298.38
4.7,298.38,298.38
4.71,298.38,298.38
4.72,298.38,298.38
4.73,298.38,298.38
4.74,298.38,298.38
4.75,298.38,298.38
4.76,298.38,298.38
4.77,298.38,298.38
4.78,298.38,298.38
4.79,298.38,298.38
4.8,298.38,298.38
4.81,298.38,298.38
4.82,298.38,298.38
4.83,298.38,298.38
4.84,298.38,298.38
4.85,298.38,298.38
4.86,298.38,298.38
4.87,298.38,298.38
4.88,298.38,298.38
4.89,298.38,298.38
4.9,298.38,298.38
4.91,298.38,298.38
4.92,298.38,298.38
4.93,298.38,298.38
4.94,298.38,298.38
4.95,298.38,298.38
4.96,298.38,298.38
4.97,298.38,298.38
4.98,298.38,298.38
4.99,298.38,298.38
5,298.38,298.38
5.01,298.38,298.38
5.02,298.38,298.38
5.03,298.38,298.38
5.04,298.38,298.38
5.05,298.38,298.38
5.06,298.38,298.38
5.07,298.38,298.38
5.08,298.38,298.38
5.09,298.38,298.38
5.1,298.38,298.38
5.11,298.38,298.38
5.12,298.38,298.38
5.13,298.38,298.38
5.14,298.38,298.38
5.15,298.38,298.38
5.16,298.38,298.38
5.17,298.38,298.38
5.18,298.38,298.38
5.19,298.38,298.38
5.2,298.38,298.38
5.21,298.38,298.38
5.22,298.38,298.38
5.23,298.38,298.38
5.24,298.38,298.38
5.25,298.38,298.38
5.26,298.38,298.38
5.27,298.38,298.38
5.28,298.38,298.38
5.29,298.38,298.38
5.3,298.38,298.38
5.31,298.38,298.38
5.32,298.38,298.38
5.33,298.38,298.38
5.34,298.38,298.38
5.35,298.38,298.38
5.36,298.38,298.38
5.37,298.38,298.38
5.38,298.38,298.38
5.39,298.38,298.38
5.4,298.38,298.38
5.41,298.38,298.38
5.42,298.38,298.38
5.43,298.38,298.38
5.44,298.38,298.38
5.45,298.38,298.38
5.46,298.38,298.38
5.47,298.38,298.38
5.48,298.38,298.38
5.49,298.38,298.38
5.5,298.38,298.38
5.51,298.38,298.38
5.52,298.38,298.38
5.53,298.38,298.38
5.54,298.38,298.38
5.55,298.38,298.38
5.56,298.38,298.38
5.57,298.38,298.38
5.58,298.38,298.38
5.59,298.38,298.38
5.6,298.38,298.38
5.61,298.38,298.38
5.62,298.38,298.38
5.63,298.38,298.38
5.64,298.38,298.38
5.65,298.38,298.38
5.66,298.38,298.38
5.67,298.38,298.38
5.68,298.38,298.38
5.69,298.38,298.38
5.7,298.38,298.38
5.71,298.38,298.38
5.72,298.38,298.38
5.73,298.38,298.38
5.74,298.38,298.38
5.75,298.38,298.38
5.76,298.38,298.38
5.77,298.38,298.38
5.78,298.38,298.38
5.79,298.38,298.38
5.8,298.38,298.38
5.81,298.38,298.38
5.82,298.38,298.38
5.83,298.38,298.38
5.84,298.38,298.38
5.85,298.38,298.38
5.86,298.38,298.38
5.87,298.38,298.38
5.88,298.38,298.38
5.89,298.38,298.38
5.9,298.38,298.38
5.91,298.38,298.38
5.92,298.38,298.38
5.93,298.38,298.38
5.94,298.38,298.38
5.95,298.38,298.38
5.96,298.38,298.38
5.97,298.38,298.38
5.98,298.38,298.38
5.99,298.38,298.38
6,298.38,298.38
6.01,298.38,298.38
6.02,298.38,298.38
6.03,298.38,298.38
6.04,298.38,298.38
6.05,298.38,298.38
6.06,298.38,298.38
6.07,298.38,298.38
6.08,298.38,298.38
6.09,298.38,298.38
6.1,298.38,298.38
6.11,298.38,298.38
6.12,298.38,298.38
6.13,298.38,298.38
6.14,298.38,298.38
6.15,298.38,298.38
6.16,298.38,298.38
6.17,298.38,298.38
6.18,298.38,298.38
6.19,298.38,298.38
6.2,298.38,298.38
6.21,298.38,298.38
6.22,298.38,298.38
6.23,298.38,298.38
6.24,298.38,298.38
6.25,298.38,298.38
6.26,298.38,298.38
6.27,298.38,298.38
6.28,298.38,298.38
6.29,298.38,298.38
6.3,298.38,298.38
6.31,298.38,298.38
6.32,298.38,298.38
6.33,298.38,298.38
6.34,298.38,298.38
6.35,298.38,298.38
6.36,298.38,298.38
6.37,298.38,298.38
6.38,298.38,298.38
6.39,298.38,298.38
6.4,298.38,298.38
6.41,298.38,298.38
6.42,298.38,298.38
6.43,298.38,298.38
6.44,298.38,298.38
6.45,298.38,298.38
6.46,298.38,298.38
6.47,298.38,298.38
6.48,298.38,298.38
6.49,298.38,298.38
6.5,298.38,298.38
6.51,298.38,298.38
6.52,298.38,298.38
6.53,298.38,298.38
6.54,298.38,298.38
6.55,298.38,298.38
6.56,298.38,298.38
6.57,298.38,298.38
6.58,298.38,298.38
6.59,298.38,298.38
6.6,298.38,298.38
6.61,298.38,298.38
6.62,298.38,298.38
6.63,298.38,298.38
6.64,298.38,298.38
6.65,298.38,298.38
6.66,298.38,298.38
6.67,298.38,298.38
6.68,298.38,298.38
6.69,298.38,298.38
6.7,298.38,298.38
6.71,298.38,298.38
6.72,298.38,298.38
6.73,298.38,298.38
6.74,298.38,298.38
6.75,298.38,298.38
6.76,298.38,298.38
6.77,298.38,298.38
6.78,298.38,298.38
6.79,298.38,298.38
6.8,298.38,298.38
6.81,298.38,298.38
6.82,298.38,298.38
6.83,298.38,298.38
6.84,298.38,298.38
6.85,298.38,298.38
6.86,298.38,298.38
6.87,298.38,298.38
6.88,298.38,298.38
6.89,298.38,298.38
6.9,298.38,298.38
6.91,298.38,298.38
6.92,298.38,298.38
6.93,298.38,298.38
6.94,298.38,298.38
6.95,298.38,298.38
6.96,298.38,298.38
6.97,298.38,298.38
6.98,298.38,298.38
6.99,298.38,298.38
7,298.38,298.38
7.01,298.38,298.38
7.02,298.38,298.38
7.03,298.38,298.38
7.04,298.38,298.38
7.05,298.38,298.38
7.06,298.38,298.38
7.07,298.38,298.38
7.08,298.38,298.38
7.09,298.38,298.38
7.1,298.38,298.38
7.11,298.38,298.38
7.12,298.38,298.38
7.13,298.38,298.38
7.14,298.38,298.38
7.15,298.38,298.38
7.16,298.38,298.38
7.17,298.38,298.38
7.18,298.38,298.38
7.19,298.38,298.38
7.2,298.38,298.38
7.21,298.38,298.38
7.22,298.38,298.38
7.23,298.38,298.38
7.24,298.38,298.38
7.25,298.38,298.38
7.26,298.38,298.38
7.27,298.38,298.38
7.28,298.38,298.38
7.29,298.38,298.38
7.3,298.38,298.38
7.31,298.38,298.38
7.32,298.38,298.38
7.33,298.38,298.38
7.34,298.38,298.38
7.35,298.38,298.38
7.36,298.38,298.38
7.37,298.38,298.38
7.38,298.38,298.38
7.39,298.38,298.38
7.4,298.38,298.38
7.41,298.38,298.38
7.42,298.38,298.38
7.43,298.38,298.38
7.44,298.38,298.38
7.45,298.38,298.38
7.46,298.38,298.38
7.47,298.38,298.38
7.48,298.38,298.38
7.49,298.38,298.38
7.5,298.38,298.38
7.51,298.38,298.38
7.52,298.38,298.38
7.53,298.38,298.38
7.54,298.38,298.38
7.55,298.38,298.38
7.56,298.38,298.38
7.57,298.38,298.38
7.58,298.38,298.38
7.59,298.38,298.38
7.6,298.38,298.38
7.61,298.38,298.38
7.62,298.38,298.38
7.63,298.38,298.38
7.64,298.38,298.38
7.65,298.38,298.38
7.66,298.38,298.38
7.67,298.38,298.38
7.68,298.38,298.38
7.69,298.38,298.38
7.7,298.38,298.38
7.71,298.38,298.38
7.72,298.38,298.38
7.73,298.38,298.38
7.74,298.38,298.38
7.75,298.38,298.38
7.76,298.38,298.38
7.77,298.38,298.38
7.78,298.38,298.38
7.79,298.38,298.38
7.8,298.38,298.38
7.81,298.38,298.38
7.82,298.38,298.38
7.83,298.38,298.38
7.84,298.38,298.38
7.85,298.38,298.38
7.86,298.38,298.38
7.87,298.38,298.38
7.88,298.38,298.38
7.89,298.38,298.38
7.9,298.38,298.38
7.91,298.38,298.38
7.92,298.38,298.38
7.93,298.38,298.38
7.94,298.38,298.38
7.95,298.38,298.38
7.96,298.38,298.38
7.97,298.38,298.38
7.98,298.38,298.38
7.99,298.38,298.38
8,298.38,298.38
8.01,298.38,298.38
8.02,298.38,298.38
8.03,298.38,298.38
8.04,298.38,298.38
8.05,298.38,298.38
8.06,298.38,298.38
8.07,298.38,298.38
8.08,298.38,298.38
8.09,298.38,298.38
8.1,298.38,298.38
8.11,298.38,298.38
8.12,298.38,298.38
8.13,298.38,298.38
8.14,298.38,298.38
8.15,298.38,298.38
8.16,298.38,298.38
8.17,298.38,298.38
8.18,298.38,298.38
8.19,298.38,298.38
8.2,298.38,298.38
8.21,298.38,298.38
8.22,298.38,298.38
8.23,298.38,298.38
8.24,298.38,298.38
8.25,298.38,298.38
8.26,298.38,298.38
8.27,298.38,298.38
8.28,298.38,298.38
8.29,298.38,298.38
8.3,298.38,298.38
8.31,298.38,298.38
8.32,298.38,298.38
8.33,298.38,298.38
8.34,298.38,298.38
8.35,298.38,298.38
8.36,298.38,298.38
8.37,298.38,298.38
8.38,298.38,298.38
8.39,298.38,298.38
8.4,298.38,298.38
8.41,298.38,298.38
8.42,298.38,298.38
8.43,298.38,298.38
8.44,298.38,298.38
8.45,298.38,298.38
8.46,298.38,298.38
8.47,298.38,298.38
8.48,298.38,298.38
8.49,298.38,298.38
8.5,298.38,298.38
8.51,298.38,298.38
8.52,298.38,298.38
8.53,298.38,298.38
8.54,298.38,298.38
8.55,298.38,298.38
8.56,298.38,298.38
8.57,298.38,298.38
8.58,298.38,298.38
8.59,298.38,298.38
8.6,298.38,298.38
8.61,298.38,298.38
8.62,298.38,298.38
8.63,298.38,298.38
8.64,298.38,298.38
8.65,298.38,298.38
8.66,298.38,298.38
8.67,298.38,298.38
8.68,298.38,298.38
8.69,298.38,298.38
8.7,298.38,298.38
8.71,298.38,298.38
8.72,298.38,298.38
8.73,298.38,298.38
8.74,298.38,298.38
8.75,298.38,298.38
8.76,298.38,298.38
8.77,298.38,298.38
8.78,298.38,298.38
8.79,298.38,298.38
8.8,298.38,298.38
8.81,298.38,298.38
8.82,298.38,298.38
8.83,298.38,298.38
8.84,298.38,298.38
8.85,298.38,298.38
8.86,298.38,298.38
8.87,298.38,298.38
8.88,298.38,298.38
8.89,298.38,298.38
8.9,298.38,298.38
8.91,298.38,298.38
8.92,298.38,298.38
8.93,298.38,298.38
8.94,298.38,298.38
8.95,298.38,298.38
8.96,298.38,298.38
8.97,298.38,298.38
8.98,298.38,298.38
8.99,298.38,298.38
9,298.38,298.38
9.01,298.38,298.38
9.02,298.38,298.38
9.03,298.38,298.38
9.04,298.38,298.38
9.05,298.38,298.38
9.06,298.38,298.38
9.07,298.38,298.38
9.08,298.38,298.38
9.09,298.38,298.38
9.1,298.38,298.38
9.11,298.38,298.38
9.12,298.38,298.38
9.13,298.38,298.38
9.14,298.38,298.38
9.15,298.38,298.38
9.16,298.38,298.38
9.17,298.38,298.38
9.18,298.38,298.38
9.19,298.38,298.38
9.2,298.38,298.38
9.21,298.38,298.38
9.22,298.38,298.38
9.23,298.38,298.38
9.24,298.38,298.38
9.25,298.38,298.38
9.26,298.38,298.38
9.27,298.38,298.38
9.28,298.38,298.38
9.29,298.38,298.38
9.3,298.38,298.38
9.31,298.38,298.38
9.32,298.38,298.38
9.33,298.38,298.38
9.34,298.38,298.38
9.35,298.38,298.38
9.36,298.38,298.38
9.37,298.38,298.38
9.38,298.38,298.38
9.39,298.38,298.38
9.4,298.38,298.38
9.41,298.38,298.38
9.42,298.38,298.38
9.43,298.38,298.38
9.44,298.38,298.38
9.45,298.38,298.38
9.46,298.38,298.38
9.47,298.38,298.38
9.48,298.38,298.38
9.49,298.38,298.38
9.5,298.38,298.38
9.51,298.38,298.38
9.52,298.38,298.38
9.53,298.38,298.38
9.54,298.38,298.38
9.55,298.38,298.38
9.56,298.38,298.38
9.57,298.38,298.38
9.58,298.38,298.38
9.59,298.38,298.38
9.6,298.38,298.38
9.61,298.38,298.38
9.62,298.38,298.38
9.63,298.38,298.38
9.64,298.38,298.38
9.65,298.38,298.38
9.66,298.38,298.38
9.67,298.38,298.38
9.68,298.38,298.38
9.69,298.38,298.38
9.7,298.38,298.38
9.71,298.38,298.38
9.72,298.38,298.38
9.73,298.38,298.38
9.74,298.38,298.38
9.75,298.38,298.38
9.76,298.38,298.38
9.77,298.38,298.38
9.78,298.38,298.38
9.79,298.38,298.38
9.8,298.38,298.38
9.81,298.38,298.38
9.82,298.38,298.38
9.83,298.38,298.38
9.84,298.38,298.38
9.85,298.38,298.38
9.86,298.38,298.38
9.87,298.38,298.38
9.88,298.38,298.38
9.89,298.38,298.38
9.9,298.38,298.38
9.91,298.38,298.38
9.92,298.38,298.38
9.93,298.38,298.38
9.94,298.38,298.38
9.95,298.38,298.38
9.96,298.38,298.38
9.97,298.38,298.38
9.98,298.38,298.38
9.99,298.38,298.38
10,298.38,298.38
