"time","driveAngle","spring_w_0rel","PI_I_y","inertia1_phi","spring_phi_0rel","integrator_y","inertia1_w"
0.664,1.57,0.000275322,-0.0744982,0.0108978,0.0007725,0.164,0.155797
0.672,1.57,0.000277169,-0.0738808,0.0121801,0.000774707,0.172,0.164739
0.68,1.57,0.000272494,-0.0733353,0.0135335,0.000776901,0.18,0.173599
0.688,1.57,0.000263378,-0.0728564,0.0149576,0.000779015,0.188,0.182377
0.696,1.57,0.000251315,-0.0724374,0.0164517,0.000781024,0.196,0.191076
0.704,1.57,0.000237551,-0.0720726,0.0180153,0.000782906,0.204,0.199701
0.712,1.57,0.000221571,-0.0717564,0.0196476,0.000784699,0.212,0.208261
0.72,1.57,0.000204141,-0.071483,0.0213483,0.000786396,0.22,0.216762
0.728,1.57,0.000186527,-0.0712465,0.0231167,0.000787973,0.228,0.225209
0.736,1.57,0.000169321,-0.071042,0.0249522,0.000789425,0.236,0.233606
0.744,1.57,0.000151981,-0.0708701,0.026855,0.000790754,0.244,0.241952
0.752,1.57,0.000135685,-0.0707234,0.0288243,0.000791949,0.252,0.250255
0.76,1.57,0.000120998,-0.0705973,0.0308597,0.000793002,0.26,0.258518
0.768,1.57,0.000107152,-0.0704917,0.0329612,0.000793945,0.268,0.266745
0.776,1.57,9.41467e-005,-0.0704042,0.0351284,0.000794787,0.276,0.274941
0.784,1.57,8.25861e-005,-0.07033,0.037361,0.00079552,0.284,0.283109
0.792,1.57,7.25183e-005,-0.0702665,0.0396587,0.000796151,0.292,0.291254
0.8,1.57,6.31089e-005,-0.0702161,0.0420216,0.00079671,0.3,0.299375
0.808,1.57,5.48236e-005,-0.070174,0.0444494,0.000797192,0.308,0.307478
0.816,1.57,4.76689e-005,-0.070138,0.0469418,0.000797607,0.316,0.315566
0.824,1.57,4.13656e-005,-0.0701088,0.0494989,0.000797963,0.324,0.32364
0.832,1.57,3.57779e-005,-0.0700857,0.0521206,0.000798268,0.332,0.331702
0.84,1.57,3.09264e-005,-0.0700663,0.0548066,0.000798531,0.34,0.339754
0.848,1.57,2.67425e-005,-0.0700495,0.0575569,0.000798759,0.348,0.3478
0.856,1.57,2.31934e-005,-0.0700358,0.0603716,0.00079895,0.356,0.355837
0.864,1.57,2.02067e-005,-0.0700239,0.0632504,0.000799112,0.364,0.363869
0.872,1.57,1.77264e-005,-0.0700133,0.0661933,0.00079925,0.372,0.371897
0.88,1.57,1.56994e-005,-0.0700035,0.0692004,0.000799366,0.38,0.379922
0.888,1.57,1.4075e-005,-0.0699945,0.0722715,0.000799464,0.388,0.387943
0.896,1.57,1.2805e-005,-0.069986,0.0754066,0.000799545,0.396,0.395962
0.904,1.57,1.18225e-005,-0.0699779,0.0786058,0.000799612,0.404,0.403979
0.912,1.57,1.09051e-005,-0.06997,0.081869,0.000799678,0.412,0.411996
0.92,1.57,1.00829e-005,-0.0699627,0.0851963,0.000799738,0.42,0.420011
0.928,1.57,9.284e-006,-0.0699562,0.0885876,0.000799794,0.428,0.428024
0.936,1.57,8.43539e-006,-0.0699511,0.0920431,0.000799847,0.436,0.436036
0.944,1.57,7.46296e-006,-0.0699479,0.0955628,0.000799898,0.444,0.444046
0.952,1.57,6.29166e-006,-0.0699472,0.0991467,0.000799948,0.452,0.452052
0.96,1.57,4.91638e-006,-0.0699491,0.102795,0.000799996,0.46,0.460056
0.968,1.57,3.971e-006,-0.069947,0.106507,0.000800041,0.468,0.468064
0.976,1.57,3.03351e-006,-0.0699455,0.110283,0.000800084,0.476,0.47607
0.984,1.57,2.12255e-006,-0.0699449,0.114122,0.000800123,0.484,0.484075
0.992,1.57,1.26439e-006,-0.0699452,0.118027,0.000800156,0.492,0.492079
1,1.57,4.93003e-007,-0.0699466,0.121995,0.00080018,0.5,0.50008
1.008,1.57,-1.50012e-007,-0.0699493,0.126027,0.000800195,0.508,0.508079
1.016,1.57,-6.34127e-007,-0.0699534,0.130123,0.000800198,0.516,0.516075
1.024,1.57,-1.17461e-006,-0.0699558,0.134284,0.000800211,0.524,0.524074
1.032,1.57,-1.63081e-006,-0.0699586,0.138508,0.000800218,0.532,0.532071
1.04,1.57,-1.99567e-006,-0.0699617,0.142796,0.000800221,0.54,0.540068
1.048,1.57,-2.26211e-006,-0.069965,0.147149,0.000800219,0.548,0.548064
1.056,1.57,-2.42308e-006,-0.0699685,0.151565,0.000800212,0.556,0.55606
1.064,1.57,-2.4715e-006,-0.0699723,0.156045,0.0008002,0.564,0.564054
1.072,1.57,-2.41326e-006,-0.0699761,0.16059,0.000800184,0.572,0.572048
1.08,1.57,-2.46505e-006,-0.0699798,0.165198,0.000800172,0.58,0.580042
1.088,1.57,-2.48109e-006,-0.0699836,0.16987,0.000800158,0.588,0.588037
1.096,1.57,-2.46645e-006,-0.0699873,0.174607,0.000800144,0.596,0.596031
1.104,1.57,-2.42616e-006,-0.0699908,0.179407,0.000800129,0.604,0.604025
1.112,1.57,-2.36529e-006,-0.0699942,0.184271,0.000800114,0.612,0.61202
1.12,1.57,-2.28888e-006,-0.0699974,0.1892,0.000800099,0.62,0.620015
1.128,1.57,-2.20199e-006,-0.0700003,0.194192,0.000800085,0.628,0.62801
1.136,1.57,-2.10968e-006,-0.0700028,0.199248,0.000800072,0.636,0.636005
1.144,1.57,-2.01699e-006,-0.070005,0.204369,0.00080006,0.644,0.644001
1.152,1.57,-1.92897e-006,-0.0700068,0.209553,0.00080005,0.652,0.651998
1.16,1.57,-1.85069e-006,-0.0700081,0.214801,0.000800042,0.66,0.659996
1.168,1.57,-1.78718e-006,-0.0700089,0.220113,0.000800037,0.668,0.667994
1.176,1.57,-1.74352e-006,-0.0700092,0.225489,0.000800034,0.676,0.675994
1.184,1.57,-1.72187e-006,-0.0700088,0.230929,0.000800035,0.684,0.683994
1.192,1.57,-1.55429e-006,-0.0700102,0.236433,0.000800023,0.692,0.691991
1.2,1.57,-1.38077e-006,-0.0700115,0.242001,0.000800012,0.7,0.699989
1.208,1.57,-1.20315e-006,-0.0700125,0.247633,0.000800001,0.708,0.707986
1.216,1.57,-1.02326e-006,-0.0700135,0.253329,0.00079999,0.716,0.715984
1.224,1.57,-8.42936e-007,-0.0700142,0.259089,0.00079998,0.724,0.723982
1.232,1.57,-6.64022e-007,-0.0700148,0.264913,0.000799971,0.732,0.73198
1.24,1.57,-4.88348e-007,-0.0700151,0.270802,0.000799963,0.74,0.739979
1.248,1.57,-3.1775e-007,-0.0700153,0.276754,0.000799956,0.748,0.747978
1.256,1.57,-1.54065e-007,-0.0700153,0.28277,0.000799949,0.756,0.755977
1.264,1.57,8.73085e-010,-0.0700151,0.28885,0.000799944,0.764,0.763977
1.272,1.57,1.45228e-007,-0.0700147,0.294993,0.00079994,0.772,0.771977
1.28,1.57,2.77163e-007,-0.0700141,0.301201,0.000799937,0.78,0.779977
1.288,1.57,3.94844e-007,-0.0700132,0.307473,0.000799935,0.788,0.787978
1.296,1.57,4.96434e-007,-0.0700121,0.313809,0.000799935,0.796,0.795979
1.304,1.57,6.23891e-007,-0.0700117,0.320209,0.000799932,0.804,0.803979
1.312,1.57,7.42026e-007,-0.0700112,0.326673,0.000799929,0.812,0.811979
1.32,1.57,8.48483e-007,-0.0700106,0.333201,0.000799927,0.82,0.81998
1.328,1.57,9.42048e-007,-0.07001,0.339793,0.000799926,0.828,0.82798
1.336,1.57,1.0215e-006,-0.0700094,0.346449,0.000799925,0.836,0.835981
1.344,1.57,1.08563e-006,-0.0700087,0.353169,0.000799925,0.844,0.843982
1.352,1.57,1.13322e-006,-0.070008,0.359953,0.000799926,0.852,0.851982
1.36,1.57,1.16305e-006,-0.0700073,0.366801,0.000799927,0.86,0.859983
1.368,1.57,1.17391e-006,-0.0700066,0.373713,0.000799929,0.868,0.867984
1.376,1.57,1.16457e-006,-0.0700059,0.380689,0.000799932,0.876,0.875986
1.384,1.57,1.13383e-006,-0.0700051,0.387729,0.000799936,0.884,0.883987
1.392,1.57,1.08046e-006,-0.0700044,0.394832,0.000799941,0.892,0.891988
1.4,1.57,1.00325e-006,-0.0700037,0.402,0.000799947,0.9,0.89999
1.408,1.57,9.0099e-007,-0.070003,0.409232,0.000799953,0.908,0.907991
1.416,1.57,8.72988e-007,-0.0700023,0.416528,0.000799957,0.916,0.915992
1.424,1.57,8.47189e-007,-0.0700016,0.423888,0.000799961,0.924,0.923994
1.432,1.57,8.16634e-007,-0.070001,0.431312,0.000799964,0.932,0.931995
1.44,1.57,7.81606e-007,-0.0700004,0.4388,0.000799968,0.94,0.939996
1.448,1.57,7.42388e-007,-0.0699998,0.446352,0.000799971,0.948,0.947997
1.456,1.57,6.99262e-007,-0.0699993,0.453968,0.000799975,0.956,0.955998
1.464,1.57,6.52512e-007,-0.0699989,0.461648,0.000799978,0.964,0.963999
1.472,1.57,6.02421e-007,-0.0699985,0.469392,0.000799982,0.972,0.972
1.48,1.57,5.49273e-007,-0.0699982,0.4772,0.000799985,0.98,0.98
1.488,1.57,4.93349e-007,-0.0699979,0.485072,0.000799988,0.988,0.988001
1.496,1.57,4.34934e-007,-0.0699978,0.493008,0.000799991,0.996,0.996001
1.5,1.57,4.04881e-007,-0.0699977,0.497,0.000799992,1,1
1.5,1.57,4.04881e-007,-0.0699977,0.497,0.000799992,1,1
1.504,1.57,0.000553917,-0.0700678,0.501007,0.000800912,1,1.0034
1.512,1.57,0.0027567,-0.0705416,0.509054,0.000814175,1,1.00827
1.52,1.57,0.00420598,-0.0713665,0.517137,0.000842214,1,1.01231
1.528,1.57,0.0046141,-0.0724841,0.525248,0.000876468,1,1.01578
1.536,1.57,0.00434319,-0.0738474,0.533385,0.000911009,1,1.01856
1.544,1.57,0.00370808,-0.0754026,0.54154,0.000942529,1,1.02056
1.552,1.57,0.00297543,-0.0770857,0.549709,0.000968953,1,1.02177
1.56,1.57,0.00228708,-0.0788367,0.557884,0.000989941,1,1.02226
1.568,1.57,0.00169297,-0.0806117,0.566061,0.00100587,1,1.02215
1.576,1.57,0.00121399,-0.0823645,0.574236,0.00101748,1,1.02156
1.584,1.57,0.000832457,-0.0840637,0.582406,0.00102562,1,1.02063
1.592,1.57,0.000536012,-0.0856819,0.590568,0.00103104,1,1.01948
1.6,1.57,0.000313076,-0.0872019,0.59872,0.00103432,1,1.01819
1.608,1.57,0.000146159,-0.0886133,0.606861,0.00103599,1,1.01682
1.616,1.57,1.72547e-005,-0.0899113,0.614991,0.00103651,1,1.01545
1.624,1.57,-7.90876e-005,-0.0910993,0.62311,0.00103609,1,1.01408
1.632,1.57,-0.000153197,-0.0921762,0.631218,0.00103507,1,1.01277
1.64,1.57,-0.000205221,-0.0931505,0.639315,0.00103353,1,1.01151
1.648,1.57,-0.000241889,-0.0940247,0.647402,0.0010317,1,1.01033
1.656,1.57,-0.000264352,-0.0948066,0.655481,0.00102965,1,1.00922
1.664,1.57,-0.000275329,-0.0955027,0.66355,0.00102749,1,1.0082
1.672,1.57,-0.000277425,-0.0961198,0.671612,0.00102529,1,1.00726
1.68,1.57,-0.00027267,-0.0966646,0.679666,0.0010231,1,1.0064
1.688,1.57,-0.000263416,-0.0971429,0.687714,0.001021,1,1.00563
1.696,1.57,-0.000251517,-0.0975611,0.695756,0.00101901,1,1.00493
1.704,1.57,-0.000238313,-0.097925,0.703793,0.00101713,1,1.00431
1.712,1.57,-0.000221455,-0.0982406,0.711824,0.00101531,1,1.00374
1.72,1.57,-0.000203687,-0.0985141,0.719851,0.00101361,1,1.00324
1.728,1.57,-0.000185992,-0.0987515,0.727875,0.00101202,1,1.00279
1.736,1.57,-0.000168346,-0.0989548,0.735895,0.00101056,1,1.0024
1.744,1.57,-0.000150851,-0.0991266,0.743913,0.00100922,1,1.00205
1.752,1.57,-0.000134667,-0.0992737,0.751927,0.00100803,1,1.00175
1.753,1.57,-0.000132775,-0.0992905,0.752925,0.00100789,1,1.00171
1.753,1.57,-0.000132775,-0.0992905,0.752925,0.00100789,1,1.00171
1.76,1.57,-0.000121045,-0.0994023,0.75994,0.00100701,1,1.00148
1.768,1.57,-0.000108263,-0.0995122,0.767951,0.00100609,1,1.00125
1.776,1.57,-9.63204e-005,-0.0996062,0.775961,0.00100526,1,1.00105
1.784,1.57,-8.5227e-005,-0.0996857,0.783969,0.00100453,1,1.00088
1.792,1.57,-7.50158e-005,-0.0997556,0.791976,0.00100387,1,1.00072
1.8,1.57,-6.56753e-005,-0.099814,0.799981,0.00100328,1,1.00059
1.808,1.57,-5.72053e-005,-0.0998611,0.807986,0.00100277,1,1.00048
1.816,1.57,-4.94926e-005,-0.0999017,0.81599,0.00100232,1,1.00038
1.824,1.57,-4.25392e-005,-0.0999356,0.823994,0.00100192,1,1.0003
1.832,1.57,-3.63815e-005,-0.0999614,0.831996,0.00100158,1,1.00023
1.84,1.57,-3.09857e-005,-0.0999798,0.839998,0.0010013,1,1.00017
1.848,1.57,-2.60508e-005,-0.0999975,0.848,0.00100104,1,1.00012
1.856,1.57,-2.17588e-005,-0.10001,0.856001,0.00100082,1,1.00008
1.864,1.57,-1.81096e-005,-0.100019,0.864002,0.00100065,1,1.00006
1.872,1.57,-1.49125e-005,-0.100025,0.872002,0.0010005,1,1.00003
1.88,1.57,-1.20577e-005,-0.10003,0.880003,0.00100037,1,1.00001
1.888,1.57,-9.67194e-006,-0.100032,0.888003,0.00100026,1,0.999995
1.896,1.57,-7.75518e-006,-0.100033,0.896003,0.00100019,1,0.999986
1.904,1.57,-6.10059e-006,-0.100032,0.904003,0.00100012,1,0.999979
1.912,1.57,-4.74574e-006,-0.10003,0.912003,0.00100008,1,0.999976
1.92,1.57,-3.6629e-006,-0.100027,0.920003,0.00100004,1,0.999975
1.928,1.57,-2.81647e-006,-0.100024,0.928002,0.00100002,1,0.999976
1.936,1.57,-2.17086e-006,-0.10002,0.936002,0.00100001,1,0.999979
1.944,1.57,-1.69046e-006,-0.100016,0.944002,0.00100001,1,0.999983
1.952,1.57,-1.33967e-006,-0.100012,0.952001,0.00100001,1,0.999988
1.96,1.57,-8.58424e-007,-0.10001,0.960001,0.000999999,1,0.999989
1.968,1.57,-4.00183e-007,-0.100008,0.968001,0.000999987,1,0.99999
1.976,1.57,-3.10163e-008,-0.100006,0.976001,0.000999979,1,0.999991
1.984,1.57,2.49076e-007,-0.100005,0.984001,0.000999972,1,0.999991
1.992,1.57,4.40095e-007,-0.100004,0.992,0.000999969,1,0.999992
2,1.57,5.42039e-007,-0.100003,1,0.000999968,1,0.999993
2.008,1.57,5.5491e-007,-0.100002,1.008,0.00099997,1,0.999994
2.016,1.57,5.20194e-007,-0.100002,1.016,0.000999973,1,0.999995
2.024,1.57,4.95058e-007,-0.100002,1.024,0.000999974,1,0.999995
2.032,1.57,4.69921e-007,-0.100002,1.032,0.000999975,1,0.999995
2.04,1.57,4.44785e-007,-0.100002,1.04,0.000999977,1,0.999996
2.048,1.57,4.19649e-007,-0.100001,1.048,0.000999978,1,0.999996
2.056,1.57,3.94513e-007,-0.100001,1.056,0.00099998,1,0.999996
2.064,1.57,3.69376e-007,-0.100001,1.064,0.000999981,1,0.999996
2.07,1.57,3.50524e-007,-0.100001,1.07,0.000999982,1,0.999997
2.07,1.57,3.50524e-007,-0.100001,1.07,0.000999982,1,0.999997
2.072,1.57,0.000166035,-0.10002,1.072,0.00100012,0.998,0.999824
2.08,1.57,0.00221493,-0.10039,1.07999,0.00100923,0.99,0.997176
2.088,1.57,0.00395916,-0.101133,1.08795,0.00103425,0.982,0.993336
2.096,1.57,0.00458614,-0.102182,1.09588,0.00106776,0.974,0.988974
2.10122,1.57,0.00455974,-0.103009,1.10103,0.00109062,0.968783,0.985774
2.10122,1.57,0.00455974,-0.103009,1.10103,0.00109062,0.968783,0.985774
2.10354,1.57,0.0043173,-0.103274,1.10332,0.00110095,0.966463,0.984389
2.10354,1.57,0.0043173,-0.103274,1.10332,0.00110095,0.966463,0.984389
2.104,1.57,0.00423818,-0.103296,1.10377,0.00110293,0.966,0.984133
2.112,1.57,0.00225916,-0.102436,1.11163,0.00112922,0.958,0.980119
2.12,1.57,0.000485885,-0.100103,1.11945,0.00113996,0.95,0.975968
2.128,1.57,-0.000366851,-0.0972806,1.12724,0.00114018,0.942,0.971203
2.136,1.57,-0.000446209,-0.0945199,1.13499,0.00113639,0.934,0.965923
2.144,1.57,-0.000245804,-0.0919817,1.1427,0.00113338,0.926,0.960456
2.152,1.57,-4.1611e-005,-0.0896054,1.15036,0.00113221,0.918,0.954986
2.16,1.57,6.51122e-005,-0.0872745,1.15798,0.00113222,0.91,0.949582
2.168,1.57,8.44954e-005,-0.0849295,1.16555,0.00113269,0.902,0.944236
2.176,1.57,7.31822e-005,-0.0825585,1.17308,0.00113308,0.894,0.93891
2.184,1.57,4.25817e-005,-0.0801606,1.18055,0.00113331,0.886,0.933597
2.192,1.57,1.81717e-005,-0.0777537,1.18797,0.00113339,0.878,0.92828
2.2,1.57,6.25483e-006,-0.0753481,1.19533,0.00113341,0.87,0.922955
2.208,1.57,-7.74062e-007,-0.072943,1.20268,0.0011334,0.862,0.917626
2.216,1.57,-1.79421e-006,-0.0705405,1.20995,0.00113338,0.854,0.912293
2.224,1.57,-2.6512e-006,-0.0681382,1.21721,0.00113336,0.846,0.90696
2.232,1.57,-2.79731e-006,-0.0657368,1.22443,0.00113335,0.838,0.901627
2.24,1.57,-2.41737e-006,-0.0633359,1.23161,0.00113334,0.83,0.896294
2.248,1.57,-1.51138e-006,-0.0609357,1.23875,0.00113333,0.822,0.89096
2.256,1.57,-9.5655e-007,-0.0585355,1.24586,0.00113332,0.814,0.885626
2.264,1.57,-4.12447e-007,-0.0561356,1.25291,0.00113332,0.806,0.880292
2.272,1.57,2.0164e-007,-0.0537361,1.25993,0.00113332,0.798,0.874959
2.28,1.57,7.19295e-007,-0.0513366,1.26691,0.00113332,0.79,0.869625
2.288,1.57,9.93181e-007,-0.0489367,1.27384,0.00113332,0.782,0.864291
2.296,1.57,1.15826e-006,-0.0465369,1.28073,0.00113332,0.774,0.858958
2.304,1.57,1.21452e-006,-0.044137,1.28758,0.00113332,0.766,0.853625
2.312,1.57,1.16197e-006,-0.041737,1.29439,0.00113332,0.758,0.848291
2.32,1.57,1.00061e-006,-0.0393371,1.30115,0.00113333,0.75,0.842958
2.328,1.57,7.30444e-007,-0.0369371,1.30787,0.00113333,0.742,0.837625
2.336,1.57,5.83976e-007,-0.0345372,1.31455,0.00113333,0.734,0.832292
2.344,1.57,5.33741e-007,-0.0321372,1.32118,0.00113333,0.726,0.826958
2.352,1.57,4.70579e-007,-0.0297372,1.32778,0.00113333,0.718,0.821625
2.36,1.57,3.94491e-007,-0.0273373,1.33433,0.00113333,0.71,0.816292
2.368,1.57,3.05477e-007,-0.0249373,1.34084,0.00113333,0.702,0.810959
2.376,1.57,2.03537e-007,-0.0225373,1.3473,0.00113333,0.694,0.805625
2.384,1.57,8.86705e-008,-0.0201372,1.35372,0.00113333,0.686,0.800292
2.392,1.57,2.30298e-008,-0.0177372,1.36011,0.00113333,0.678,0.794959
2.4,1.57,-2.37418e-008,-0.0153372,1.36644,0.00113333,0.67,0.789625
2.408,1.57,-6.3593e-008,-0.0129372,1.37274,0.00113333,0.662,0.784292
2.416,1.57,-9.6524e-008,-0.0105372,1.37899,0.00113333,0.654,0.778959
2.424,1.57,-1.22535e-007,-0.00813725,1.3852,0.00113334,0.646,0.773625
2.432,1.57,-1.41625e-007,-0.00573725,1.39137,0.00113334,0.638,0.768292
2.44,1.57,-1.53796e-007,-0.00333724,1.39749,0.00113334,0.63,0.762959
2.448,1.57,-1.59046e-007,-0.000937237,1.40357,0.00113334,0.622,0.757625
2.456,1.57,-1.57375e-007,0.00146277,1.40961,0.00113334,0.614,0.752292
2.464,1.57,-1.48785e-007,0.00386278,1.41561,0.00113334,0.606,0.746959
2.472,1.57,-1.33274e-007,0.00626279,1.42156,0.00113333,0.598,0.741625
2.48,1.57,-1.10843e-007,0.0086628,1.42747,0.00113333,0.59,0.736292
2.488,1.57,-8.14918e-008,0.0110628,1.43334,0.00113333,0.582,0.730959
2.496,1.57,-5.23477e-008,0.0134628,1.43917,0.00113333,0.574,0.725625
2.504,1.57,-5.75616e-008,0.0158628,1.44495,0.00113333,0.566,0.720292
2.512,1.57,-6.23187e-008,0.0182628,1.45069,0.00113333,0.558,0.714959
2.52,1.57,-6.66189e-008,0.0206628,1.45639,0.00113333,0.55,0.709625
2.528,1.57,-7.04622e-008,0.0230628,1.46205,0.00113333,0.542,0.704292
2.536,1.57,-7.38486e-008,0.0254628,1.46766,0.00113333,0.534,0.698959
2.544,1.57,-7.67781e-008,0.0278628,1.47323,0.00113333,0.526,0.693625
2.552,1.57,-7.92508e-008,0.0302629,1.47876,0.00113333,0.518,0.688292
2.56,1.57,-8.12665e-008,0.0326629,1.48424,0.00113333,0.51,0.682959
2.568,1.57,-8.28254e-008,0.0350629,1.48968,0.00113333,0.502,0.677625
2.576,1.57,-8.39274e-008,0.0374629,1.49508,0.00113333,0.494,0.672292
2.584,1.57,-8.45725e-008,0.0398629,1.50044,0.00113333,0.486,0.666959
2.592,1.57,-8.47607e-008,0.0422629,1.50575,0.00113333,0.478,0.661625
2.6,1.57,-8.44921e-008,0.0446629,1.51102,0.00113333,0.47,0.656292
2.608,1.57,-8.37665e-008,0.0470629,1.51625,0.00113333,0.462,0.650959
2.616,1.57,-8.25841e-008,0.0494629,1.52144,0.00113333,0.454,0.645625
2.624,1.57,-8.09448e-008,0.0518629,1.52658,0.00113333,0.446,0.640292
2.632,1.57,-7.88486e-008,0.0542629,1.53168,0.00113333,0.438,0.634959
2.64,1.57,-7.62955e-008,0.0566629,1.53674,0.00113333,0.43,0.629625
2.648,1.57,-7.32855e-008,0.0590629,1.54176,0.00113333,0.422,0.624292
2.656,1.57,-6.98186e-008,0.0614629,1.54673,0.00113333,0.414,0.618959
2.664,1.57,-6.58949e-008,0.0638629,1.55166,0.00113333,0.406,0.613625
2.672,1.57,-6.15142e-008,0.0662629,1.55655,0.00113333,0.398,0.608292
2.68,1.57,-5.66767e-008,0.0686629,1.56139,0.00113333,0.39,0.602959
2.688,1.57,-5.13823e-008,0.0710629,1.56619,0.00113333,0.382,0.597625
2.696,1.57,-4.5631e-008,0.0734629,1.57095,0.00113333,0.374,0.592292
2.704,1.57,-3.94228e-008,0.0758629,1.57567,0.00113333,0.366,0.586959
2.712,1.57,-3.27578e-008,0.0782629,1.58035,0.00113333,0.358,0.581625
2.72,1.57,-3.10902e-008,0.0806629,1.58498,0.00113333,0.35,0.576292
2.728,1.57,-3.04207e-008,0.0830629,1.58957,0.00113333,0.342,0.570959
2.736,1.57,-2.9755e-008,0.0854629,1.59411,0.00113333,0.334,0.565625
