"time","uDC"
0.0182,526.568
0.0183,527.48
0.0184,528.169
0.0185,528.584
0.0186,528.678
0.0187,528.437
0.0188,527.852
0.0189,526.913
0.019,525.608
0.0191,523.941
0.0192,522.229
0.0193,520.635
0.0194,519.188
0.0195,517.918
0.0196,516.849
0.0197,515.999
0.0198,515.385
0.0199,515.017
0.02,514.901
0.0201,515.038
0.0202,515.427
0.0203,516.06
0.0204,516.925
0.0205,518.007
0.0206,519.285
0.0207,520.734
0.0208,522.327
0.0209,524.032
0.021,525.812
0.0211,527.629
0.0212,529.44
0.0213,531.201
0.0214,532.865
0.0215,534.381
0.0216,535.699
0.0217,536.765
0.0218,537.525
0.0219,537.923
0.022,537.922
0.0221,537.511
0.0222,536.679
0.0223,535.416
0.0224,533.712
0.0225,531.758
0.0226,529.859
0.0227,528.051
0.0228,526.365
0.0229,524.827
0.023,523.461
0.0231,522.286
0.0232,521.319
0.0233,520.568
0.0234,520.042
0.0235,519.74
0.0236,519.662
0.0237,519.8
0.0238,520.144
0.0239,520.678
0.024,521.384
0.0241,522.238
0.0242,523.213
0.0243,524.278
0.0244,525.4
0.0245,526.54
0.0246,527.66
0.0247,528.715
0.0248,529.66
0.0249,530.449
0.025,531.031
0.0251,531.357
0.0252,531.373
0.0253,531.043
0.0254,530.357
0.0255,529.31
0.0256,527.892
0.0257,526.096
0.0258,524.119
0.0259,522.232
0.026,520.469
0.0261,518.864
0.0262,517.443
0.0263,516.231
0.0264,515.246
0.0265,514.503
0.0266,514.013
0.0267,513.783
0.0268,513.812
0.0269,514.098
0.027,514.634
0.0271,515.407
0.0272,516.4
0.0273,517.594
0.0274,518.962
0.0275,520.476
0.0276,522.104
0.0277,523.809
0.0278,525.552
0.0279,527.29
0.028,528.977
0.0281,530.566
0.0282,532.007
0.0283,533.247
0.0284,534.233
0.0285,534.91
0.0286,535.226
0.0287,535.159
0.0288,534.697
0.0289,533.831
0.029,532.548
0.0291,530.842
0.0292,529.01
0.0293,527.258
0.0294,525.618
0.0295,524.119
0.0296,522.787
0.0297,521.642
0.0298,520.701
0.0299,519.977
0.03,519.479
0.0301,519.21
0.0302,519.17
0.0303,519.354
0.0304,519.753
0.0305,520.353
0.0306,521.137
0.0307,522.083
0.0308,523.166
0.0309,524.357
0.031,525.622
0.0311,526.926
0.0312,528.229
0.0313,529.49
0.0314,530.663
0.0315,531.701
0.0316,532.557
0.0317,533.178
0.0318,533.514
0.0319,533.511
0.032,533.142
0.0321,532.399
0.0322,531.273
0.0323,529.758
0.0324,527.854
0.0325,525.872
0.0326,523.979
0.0327,522.21
0.0328,520.594
0.0329,519.159
0.033,517.927
0.0331,516.918
0.0332,516.144
0.0333,515.616
0.0334,515.339
0.0335,515.313
0.0336,515.534
0.0337,515.994
0.0338,516.68
0.0339,517.575
0.034,518.658
0.0341,519.903
0.0342,521.282
0.0343,522.762
0.0344,524.305
0.0345,525.873
0.0346,527.422
0.0347,528.908
0.0348,530.283
0.0349,531.496
0.035,532.497
0.0351,533.232
0.0352,533.646
0.0353,533.698
0.0354,533.374
0.0355,532.665
0.0356,531.561
0.0357,530.051
0.0358,528.206
0.0359,526.39
0.036,524.676
0.0361,523.096
0.0362,521.676
0.0363,520.442
0.0364,519.411
0.0365,518.6
0.0366,518.02
0.0367,517.676
0.0368,517.57
0.0369,517.702
0.037,518.062
0.0371,518.641
0.0372,519.424
0.0373,520.389
0.0374,521.515
0.0375,522.772
0.0376,524.131
0.0377,525.557
0.0378,527.011
0.0379,528.452
0.038,529.837
0.0381,531.119
0.0382,532.25
0.0383,533.18
0.0384,533.856
0.0385,534.227
0.0386,534.241
0.0387,533.88
0.0388,533.134
0.0389,531.995
0.039,530.454
0.0391,528.544
0.0392,526.619
0.0393,524.786
0.0394,523.079
0.0395,521.529
0.0396,520.159
0.0397,518.991
0.0398,518.042
0.0399,517.325
0.04,516.848
0.0401,516.615
0.0402,516.624
0.0403,516.872
0.0404,517.349
0.0405,518.041
0.0406,518.929
0.0407,519.991
0.0408,521.201
0.0409,522.53
0.041,523.943
0.0411,525.404
0.0412,526.873
0.0413,528.305
0.0414,529.657
0.0415,530.88
0.0416,531.923
0.0417,532.736
0.0418,533.265
0.0419,533.458
0.042,533.283
0.0421,532.733
0.0422,531.798
0.0423,530.469
0.0424,528.734
0.0425,526.835
0.0426,525.018
0.0427,523.32
0.0428,521.768
0.0429,520.39
0.043,519.209
0.0431,518.244
0.0432,517.507
0.0433,517.008
0.0434,516.752
0.0435,516.739
0.0436,516.965
0.0437,517.422
0.0438,518.098
0.0439,518.974
0.044,520.031
0.0441,521.243
0.0442,522.581
0.0443,524.013
0.0444,525.502
0.0445,527.008
0.0446,528.49
0.0447,529.903
0.0448,531.199
0.0449,532.329
0.045,533.241
0.0451,533.883
0.0452,534.202
0.0453,534.155
0.0454,533.728
0.0455,532.914
0.0456,531.703
0.0457,530.086
0.0458,528.167
0.0459,526.295
0.046,524.525
0.0461,522.89
0.0462,521.417
0.0463,520.13
0.0464,519.05
0.0465,518.191
0.0466,517.566
0.0467,517.18
0.0468,517.036
0.0469,517.131
0.047,517.458
0.0471,518.008
0.0472,518.764
0.0473,519.708
0.0474,520.815
0.0475,522.058
0.0476,523.407
0.0477,524.826
0.0478,526.277
0.0479,527.72
0.048,529.11
0.0481,530.402
0.0482,531.546
0.0483,532.492
0.0484,533.189
0.0485,533.583
0.0486,533.625
0.0487,533.295
0.0488,532.585
0.0489,531.486
0.049,529.989
0.0491,528.119
0.0492,526.225
0.0493,524.426
0.0494,522.755
0.0495,521.241
0.0496,519.91
0.0497,518.782
0.0498,517.874
0.0499,517.199
0.05,516.764
0.0501,516.574
0.0502,516.627
0.0503,516.919
0.0504,517.438
0.0505,518.171
0.0506,519.1
0.0507,520.203
0.0508,521.453
0.0509,522.819
0.051,524.269
0.0511,525.764
0.0512,527.265
0.0513,528.727
0.0514,530.106
0.0515,531.354
0.0516,532.419
0.0517,533.252
0.0518,533.798
0.0519,534.004
0.052,533.839
0.0521,533.294
0.0522,532.36
0.0523,531.028
0.0524,529.287
0.0525,527.375
0.0526,525.544
0.0527,523.827
0.0528,522.255
0.0529,520.854
0.053,519.647
0.0531,518.653
0.0532,517.884
0.0533,517.352
0.0534,517.06
0.0535,517.009
0.0536,517.197
0.0537,517.614
0.0538,518.249
0.0539,519.084
0.054,520.098
0.0541,521.268
0.0542,522.563
0.0543,523.952
0.0544,525.398
0.0545,526.864
0.0546,528.306
0.0547,529.68
0.0548,530.938
0.0549,532.032
0.055,532.911
0.0551,533.522
0.0552,533.811
0.0553,533.738
0.0554,533.288
0.0555,532.455
0.0556,531.228
0.0557,529.598
0.0558,527.676
0.0559,525.807
0.056,524.043
0.0561,522.416
0.0562,520.953
0.0563,519.68
0.0564,518.615
0.0565,517.775
0.0566,517.17
0.0567,516.807
0.0568,516.688
0.0569,516.809
0.057,517.165
0.0571,517.745
0.0572,518.532
0.0573,519.508
0.0574,520.649
0.0575,521.927
0.0576,523.311
0.0577,524.766
0.0578,526.253
0.0579,527.732
0.058,529.158
0.0581,530.485
0.0582,531.664
0.0583,532.645
0.0584,533.375
0.0585,533.802
0.0586,533.874
0.0587,533.573
0.0588,532.891
0.0589,531.817
0.059,530.342
0.0591,528.486
0.0592,526.597
0.0593,524.8
0.0594,523.13
0.0595,521.615
0.0596,520.28
0.0597,519.146
0.0598,518.231
0.0599,517.546
0.06,517.1
0.0601,516.897
0.0602,516.935
0.0603,517.209
0.0604,517.71
0.0605,518.424
0.0606,519.332
0.0607,520.412
0.0608,521.638
0.0609,522.98
0.061,524.404
0.0611,525.873
0.0612,527.347
0.0613,528.782
0.0614,530.134
0.0615,531.354
0.0616,532.392
0.0617,533.197
0.0618,533.717
0.0619,533.896
0.062,533.706
0.0621,533.136
0.0622,532.179
0.0623,530.825
0.0624,529.064
0.0625,527.145
0.0626,525.308
0.0627,523.586
0.0628,522.011
0.0629,520.608
0.063,519.401
0.0631,518.407
0.0632,517.642
0.0633,517.114
0.0634,516.829
0.0635,516.786
0.0636,516.982
0.0637,517.409
0.0638,518.054
0.0639,518.901
0.064,519.929
0.0641,521.112
0.0642,522.423
0.0643,523.827
0.0644,525.29
0.0645,526.772
0.0646,528.231
0.0647,529.622
0.0648,530.897
0.0649,532.009
0.065,532.904
0.0651,533.532
0.0652,533.838
0.0653,533.78
0.0654,533.346
0.0655,532.527
0.0656,531.314
0.0657,529.698
0.0658,527.784
0.0659,525.92
0.066,524.161
0.0661,522.538
0.0662,521.078
0.0663,519.807
0.0664,518.745
0.0665,517.906
0.0666,517.301
0.0667,516.938
0.0668,516.817
0.0669,516.937
0.067,517.29
0.0671,517.867
0.0672,518.65
0.0673,519.622
0.0674,520.758
0.0675,522.03
0.0676,523.407
0.0677,524.855
0.0678,526.335
0.0679,527.806
0.068,529.224
0.0681,530.542
0.0682,531.713
0.0683,532.684
0.0684,533.405
0.0685,533.822
0.0686,533.885
0.0687,533.575
0.0688,532.882
0.0689,531.799
0.069,530.315
0.0691,528.452
0.0692,526.557
0.0693,524.757
0.0694,523.082
0.0695,521.564
0.0696,520.226
0.0697,519.089
0.0698,518.171
0.0699,517.485
0.07,517.037
0.0701,516.833
0.0702,516.87
0.0703,517.143
0.0704,517.644
0.0705,518.358
0.0706,519.266
0.0707,520.347
0.0708,521.574
0.0709,522.917
0.071,524.343
0.0711,525.813
0.0712,527.29
0.0713,528.728
0.0714,530.082
0.0715,531.306
0.0716,532.348
0.0717,533.157
0.0718,533.68
0.0719,533.864
0.072,533.678
0.0721,533.113
0.0722,532.161
0.0723,530.811
0.0724,529.055
0.0725,527.138
0.0726,525.304
0.0727,523.585
0.0728,522.012
0.0729,520.612
0.073,519.407
0.0731,518.417
0.0732,517.654
0.0733,517.129
0.0734,516.846
0.0735,516.805
0.0736,517.003
0.0737,517.432
0.0738,518.08
0.0739,518.929
0.074,519.958
0.0741,521.143
0.0742,522.454
0.0743,523.86
0.0744,525.324
0.0745,526.807
0.0746,528.266
0.0747,529.657
0.0748,530.933
0.0749,532.044
0.075,532.94
0.0751,533.567
0.0752,533.872
0.0753,533.813
0.0754,533.378
0.0755,532.558
0.0756,531.344
0.0757,529.726
0.0758,527.81
0.0759,525.945
0.076,524.184
0.0761,522.559
0.0762,521.098
0.0763,519.825
0.0764,518.76
0.0765,517.919
0.0766,517.313
0.0767,516.947
0.0768,516.824
0.0769,516.941
0.077,517.292
0.0771,517.866
0.0772,518.648
0.0773,519.617
0.0774,520.75
0.0775,522.02
0.0776,523.396
0.0777,524.841
0.0778,526.319
0.0779,527.788
0.078,529.204
0.0781,530.521
0.0782,531.69
0.0783,532.66
0.0784,533.379
0.0785,533.795
0.0786,533.857
0.0787,533.546
0.0788,532.853
0.0789,531.769
0.079,530.284
0.0791,528.421
0.0792,526.528
0.0793,524.728
0.0794,523.055
0.0795,521.537
0.0796,520.2
0.0797,519.065
0.0798,518.148
0.0799,517.462
0.08,517.016
0.0801,516.813
0.0802,516.851
0.0803,517.127
0.0804,517.629
0.0805,518.345
0.0806,519.255
0.0807,520.338
0.0808,521.567
0.0809,522.913
0.081,524.341
0.0811,525.814
0.0812,527.293
0.0813,528.733
0.0814,530.09
0.0815,531.315
0.0816,532.359
0.0817,533.17
0.0818,533.695
0.0819,533.881
0.082,533.697
0.0821,533.133
0.0822,532.182
0.0823,530.834
0.0824,529.079
0.0825,527.163
0.0826,525.329
0.0827,523.61
0.0828,522.037
0.0829,520.637
0.083,519.432
0.0831,518.441
0.0832,517.678
0.0833,517.151
0.0834,516.867
0.0835,516.826
0.0836,517.023
0.0837,517.451
0.0838,518.097
0.0839,518.944
0.084,519.972
0.0841,521.155
0.0842,522.465
0.0843,523.869
0.0844,525.331
0.0845,526.812
0.0846,528.27
0.0847,529.659
0.0848,530.933
0.0849,532.042
0.085,532.936
0.0851,533.561
0.0852,533.865
0.0853,533.804
0.0854,533.368
0.0855,532.546
0.0856,531.331
0.0857,529.711
0.0858,527.795
0.0859,525.929
0.086,524.167
0.0861,522.542
0.0862,521.081
0.0863,519.808
0.0864,518.743
0.0865,517.903
0.0866,517.296
0.0867,516.931
0.0868,516.808
0.0869,516.926
0.087,517.278
0.0871,517.852
0.0872,518.634
0.0873,519.604
0.0874,520.739
0.0875,522.01
0.0876,523.386
0.0877,524.833
0.0878,526.312
0.0879,527.782
0.088,529.199
0.0881,530.517
0.0882,531.687
0.0883,532.658
0.0884,533.379
0.0885,533.796
0.0886,533.859
0.0887,533.549
0.0888,532.857
0.0889,531.774
0.089,530.291
0.0891,528.429
0.0892,526.536
0.0893,524.737
0.0894,523.064
0.0895,521.546
0.0896,520.209
0.0897,519.074
0.0898,518.158
0.0899,517.472
0.09,517.026
0.0901,516.823
0.0902,516.861
0.0903,517.136
0.0904,517.639
0.0905,518.354
0.0906,519.264
0.0907,520.347
0.0908,521.576
0.0909,522.921
0.091,524.348
0.0911,525.821
0.0912,527.299
0.0913,528.739
0.0914,530.095
0.0915,531.32
0.0916,532.363
0.0917,533.173
0.0918,533.698
0.0919,533.883
0.092,533.698
0.0921,533.134
0.0922,532.182
0.0923,530.833
0.0924,529.077
0.0925,527.161
0.0926,525.326
0.0927,523.607
0.0928,522.034
0.0929,520.633
0.093,519.428
0.0931,518.437
0.0932,517.673
0.0933,517.147
0.0934,516.863
0.0935,516.821
0.0936,517.018
0.0937,517.446
0.0938,518.092
0.0939,518.939
0.094,519.967
0.0941,521.15
0.0942,522.46
0.0943,523.864
0.0944,525.326
0.0945,526.807
0.0946,528.265
0.0947,529.655
0.0948,530.929
0.0949,532.039
0.095,532.932
0.0951,533.558
0.0952,533.862
0.0953,533.802
0.0954,533.365
0.0955,532.544
0.0956,531.329
0.0957,529.709
0.0958,527.793
0.0959,525.928
0.096,524.167
0.0961,522.542
0.0962,521.081
0.0963,519.808
0.0964,518.744
0.0965,517.903
0.0966,517.297
0.0967,516.931
0.0968,516.809
0.0969,516.927
0.097,517.279
0.0971,517.854
0.0972,518.636
0.0973,519.606
0.0974,520.741
0.0975,522.012
0.0976,523.388
0.0977,524.835
0.0978,526.314
0.0979,527.785
0.098,529.202
0.0981,530.52
0.0982,531.69
0.0983,532.661
0.0984,533.382
0.0985,533.799
0.0986,533.862
0.0987,533.552
0.0988,532.86
0.0989,531.777
0.099,530.294
0.0991,528.432
0.0992,526.539
0.0993,524.739
0.0994,523.066
0.0995,521.548
0.0996,520.211
0.0997,519.076
0.0998,518.159
0.0999,517.474
0.1,517.027
