time,y_0,y_1,y_2,x_0,x_1,x_2
0.3,156.708665115669,24.441506,28.6277994,14.297611,10.960479,4.3347729
0.31,166.86324975249,26.068859,28.6277994,14.77601,11.292849,4.483144
0.32,177.249792651196,26.068859,28.6277994,15.252932,11.620703,4.631403
0.33,187.857718354152,27.672237,32.4517832,15.728328,11.943909,4.7795462
0.34,198.676235686887,27.672237,32.4517832,16.202151,12.262337,4.9275699
0.35,209.6943540703,29.250215,32.4517832,16.674355,12.57586,5.0754705
0.36,220.90083205106,29.250215,32.4517832,17.14489,12.884354,5.2232441
0.37,232.284226446416,30.801405,36.1722922,17.613712,13.187693,5.3708872
0.38,243.832915645176,30.801405,36.1722922,18.080772,13.485758,5.518396
0.39,255.535061137867,32.324452,36.1722922,18.546023,13.778429,5.6657668
0.4,267.378683904548,32.324452,36.1722922,19.009421,14.065588,5.812996
0.41,279.351621650874,33.818039,39.7781189,19.470917,14.347122,5.9600799
0.42,291.441550089322,33.818039,39.7781189,19.930466,14.622917,6.1070148
0.43,303.636012991826,35.280885,39.7781189,20.388023,14.892862,6.253797
0.44,315.92243009254,35.280885,39.7781189,20.84354,15.156851,6.4004228
0.45,328.288110866994,36.711751,43.2586397,21.296973,15.414778,6.5468887
0.46,340.720208055026,36.711751,43.2586397,21.748277,15.666538,6.6931909
0.47,353.20581867696,38.109437,43.2586397,22.197405,15.912032,6.8393257
0.48,365.731983792868,38.109437,43.2586397,22.644314,16.151162,6.9852896
0.49,378.285602221929,39.47279,46.6038688,23.088959,16.383831,7.1310788
0.5,390.853546181418,39.47279,46.6038688,23.531294,16.609947,7.2766897
0.51,403.42268856934,40.800697,46.6038688,23.971277,16.82942,7.4221188
0.52,415.97973162192,40.800697,46.6038688,24.408862,17.04216,7.5673623
0.53,428.511544476595,42.092092,49.8045086,24.844007,17.248085,7.7124166
0.54,441.00478958237,42.092092,49.8045086,25.276667,17.44711,7.857278
0.55,453.4462554608,43.345956,49.8045086,25.7068,17.639156,8.0019431
0.56,465.822692215067,43.345956,49.8045086,26.134361,17.824147,8.1464081
0.57,478.12093765379,44.561319,52.8519885,26.55931,18.002009,8.2906695
0.58,490.32774921734,44.561319,52.8519885,26.981602,18.17267,8.4347235
0.59,502.430047066214,45.737259,52.8519885,27.401197,18.336062,8.5785668
0.6,514.41473725812,45.737259,52.8519885,27.818051,18.49212,8.7221955
0.61,526.268868880968,46.872906,55.7385122,28.232124,18.640782,8.8656062
0.62,537.979459322151,46.872906,55.7385122,28.643373,18.781987,9.0087953
0.63,549.53375776544,47.967438,55.7385122,29.051758,18.91568,9.1517591
0.64,560.919040749066,47.967438,55.7385122,29.457238,19.041807,9.2944941
0.65,572.122697067724,49.020089,58.4570858,29.859772,19.160317,9.4369968
0.66,583.13231824848,49.020089,58.4570858,30.25932,19.271164,9.5792636
0.67,593.935560346586,50.030145,58.4570858,30.655843,19.374302,9.7212909
0.68,604.520257296609,50.030145,58.4570858,31.049299,19.469691,9.8630751
0.69,614.874434985092,50.996943,61.001556,31.439651,19.557292,10.004613
0.7,624.986289889989,50.996943,61.001556,31.826859,19.637071,10.1459
0.71,634.84415170158,51.919879,61.001556,32.210884,19.708995,10.286934
0.72,644.436607306115,51.919879,61.001556,32.591689,19.773035,10.427711
0.73,653.752446848078,52.798401,63.366628,32.969234,19.829167,10.568227
0.74,662.780628771894,52.798401,63.366628,33.343482,19.877367,10.708479
0.75,671.510426914332,53.632013,63.366628,33.714396,19.917617,10.848463
0.76,679.9312549062,53.632013,63.366628,34.081938,19.9499,10.988176
0.77,688.032834680616,54.420275,65.547889,34.446072,19.974203,11.127614
0.78,695.805167475954,54.420275,65.547889,34.806762,19.990517,11.266774
0.79,703.238418809814,55.162805,65.547889,35.163971,19.998834,11.405652
0.8,710.323196538592,55.162805,65.547889,35.517664,19.999153,11.544246
0.81,717.05021935896,55.859277,67.541827,35.867805,19.991472,11.68255
0.82,723.410611440405,55.859277,67.541827,36.214359,19.975795,11.820563
0.83,729.395749365248,56.509419,67.541827,36.557291,19.952128,11.95828
0.84,734.99736483312,56.509419,67.541827,36.896569,19.92048,12.095698
0.85,740.207429862784,57.11302,69.345834,37.232156,19.880864,12.232814
0.86,745.01832760992,57.11302,69.345834,37.56402,19.833296,12.369623
0.87,749.42273969776,57.669923,69.345834,37.892128,19.777795,12.506124
0.88,753.413711273648,57.669923,69.345834,38.216447,19.714384,12.642312
0.89,756.984505169184,58.18003,70.958214,38.536944,19.643086,12.778184
0.9,760.128934024084,58.18003,70.958214,38.853587,19.563932,12.913736
0.91,762.841060746785,58.643298,70.958214,39.166345,19.476953,13.048966
0.92,765.115298393221,58.643298,70.958214,39.475187,19.382183,13.183869
0.93,766.94643645246,59.059741,72.378184,39.780081,19.27966,13.318443
0.94,768.329705997722,59.059741,72.378184,40.080997,19.169426,13.452684
0.95,769.26062617722,59.429429,72.378184,40.377905,19.051524,13.586589
0.96,769.73516899155,59.429429,72.378184,40.670775,18.926002,13.720153
0.97,769.749622032402,59.752487,73.605862,40.959578,18.792909,13.853375
0.98,769.3007957578,59.752487,73.605862,41.244286,18.6523,13.986251
0.99,768.38572669587,60.029099,73.605862,41.524869,18.50423,14.118777
1,767.001961237941,60.029099,73.605862,41.801299,18.348759,14.25095
1.01,765.147416363001,60.259498,74.642264,42.073549,18.185949,14.382766
1.02,762.820363015488,60.259498,74.642264,42.341592,18.015864,14.514223
1.03,760.019555932773,60.443974,74.642264,42.605401,17.838573,14.645317
1.04,756.744110793503,60.443974,74.642264,42.864949,17.654147,14.776045
1.05,752.99358382126,60.582871,75.489275,43.120211,17.46266,14.906404
1.06,748.767833911107,60.582871,75.489275,43.371161,17.264187,15.03639
1.07,744.06731928894,60.676584,75.489275,43.617774,17.05881,15.166
1.08,738.892691905225,60.676584,75.489275,43.860025,16.846609,15.295231
1.09,733.24511851841,60.725559,76.149639,44.09789,16.627669,15.42408
1.1,727.126239268334,60.725559,76.149639,44.331346,16.402079,15.552543
1.11,720.537942213504,60.730296,76.149639,44.560368,16.169928,15.680617
1.12,713.482622098606,60.730296,76.149639,44.784934,15.931309,15.808299
1.13,705.963131694018,60.691341,76.626927,45.005022,15.686319,15.935586
1.14,697.982496607277,60.691341,76.626927,45.220609,15.435053,16.062474
1.15,689.54442652345,60.609289,76.626927,45.431675,15.177614,16.188961
1.16,680.652816430488,60.609289,76.626927,45.638197,14.914104,16.315044
1.17,671.312063277495,60.484784,76.925502,45.840155,14.644629,16.440718
1.18,661.52689567888,60.484784,76.925502,46.03753,14.369296,16.565981
1.19,651.302420002715,60.318516,76.925502,46.230301,14.088215,16.690831
1.2,640.644210072,60.318516,76.925502,46.418448,13.8015,16.815263
1.21,629.558099501856,60.111218,77.050492,46.601954,13.509264,16.939274
1.22,618.0503400192,60.111218,77.050492,46.7808,13.211624,17.062862
1.23,606.1275954216,59.863668,77.050492,46.954968,12.9087,17.186024
1.24,593.79683128172,59.863668,77.050492,47.12444,12.600613,17.308756
1.25,581.065335662,59.576685,77.00774,47.2892,12.287485,17.431055
1.26,567.940865848333,59.576685,77.00774,47.449231,11.969443,17.552918
1.27,554.431386550921,59.25113,77.00774,47.604517,11.646613,17.674343
1.28,540.545301097375,59.25113,77.00774,47.755043,11.319125,17.795325
1.29,526.291233877437,58.887902,76.803765,47.900793,10.987109,17.915863
1.3,511.678202593594,58.887902,76.803765,48.041753,10.650698,18.035953
1.31,496.715542593543,58.487936,76.803765,48.177909,10.310027,18.155592
1.32,481.412902712934,58.487936,76.803765,48.309248,9.9652328,18.274777
1.33,465.780127571987,58.0522073,76.4457133,48.435755,9.6164523,18.393506
1.34,449.827446634901,58.0522073,76.4457133,48.557419,9.2638253,18.511774
1.35,433.565331415488,57.5817199,76.4457133,48.674227,8.9074929,18.62958
1.36,417.004532509997,57.5817199,76.4457133,48.786168,8.5475976,18.74692
1.37,400.156050661382,57.0775134,75.9413044,48.89323,8.1842834,18.863791
1.38,383.031146453327,57.0775134,75.9413044,48.995403,7.8176956,18.98019
1.39,365.641315716602,56.5406578,75.9413044,49.092677,7.4479808,19.096115
1.4,347.998276263263,56.5406578,75.9413044,49.185041,7.0752869,19.211563
1.41,330.113978620818,55.972249,75.29878,49.272486,6.699763,19.326531
1.42,312.000590859296,55.972249,75.29878,49.355005,6.3215593,19.441015
1.43,293.670453470276,55.373415,75.29878,49.432588,5.940827,19.555013
1.44,275.136121502318,55.373415,75.29878,49.505228,5.5577185,19.668523
1.45,256.410311442879,54.745304,74.526844,49.572917,5.172387,19.78154
1.46,237.50592013229,54.745304,74.526844,49.63565,4.7849866,19.894063
1.47,218.43597602558,54.0890902,74.526844,49.693418,4.3956722,20.006089
1.48,199.213685674335,54.0890902,74.526844,49.746217,4.0045997,20.117615
1.49,179.852365068467,53.4059674,73.6346044,49.794042,3.6119254,20.228637
1.5,160.365452178794,53.4059674,73.6346044,49.836888,3.2178063,20.339154
1.51,140.76650155255,52.6971492,73.6346044,49.874749,2.8224002,20.449163
1.52,121.069163285522,52.6971492,73.6346044,49.907624,2.4258651,20.55866
1.53,101.287169997868,51.9638667,72.6315097,49.935507,2.0283597,20.667643
1.54,81.434335321071,51.9638667,72.6315097,49.958397,1.630043,20.77611
1.55,61.5245286904956,51.2073663,72.6315097,49.976292,1.2310743,20.884057
1.56,41.571671097541,51.2073663,72.6315097,49.989188,0.83161325,20.991482
1.57,21.5897171779479,50.42890551,71.52728851,49.997086,0.43181951,21.098383
1.58,1.59265239035107,50.42890551,71.52728851,49.999984,0.031853058,21.204755
1.59,-18.4055273088355,49.62975586,71.52728851,49.997882,-0.36812614,21.310598
1.6,-38.3908246943683,49.62975586,71.52728851,49.990781,-0.76795809,21.415908
1.61,-58.349254264572,48.8111971,70.3318801,49.97868,-1.1674829,21.520683
1.62,-78.2668516393874,48.8111971,70.3318801,49.961582,-1.5665407,21.624919
1.63,-98.1296886554153,47.9745151,70.3318801,49.939487,-1.9649719,21.728615
1.64,-117.923887379423,47.9745151,70.3318801,49.912399,-2.3626171,21.831768
1.65,-137.635627146219,47.1210017,69.0553767,49.880319,-2.7593173,21.934375
1.66,-157.251165401089,47.1210017,69.0553767,49.843251,-3.1549139,22.036433
1.67,-176.756830848951,46.2519505,69.0553767,49.801199,-3.5492485,22.137941
1.68,-196.139061120305,46.2519505,69.0553767,49.754167,-3.9421635,22.238895
1.69,-215.384389883456,45.3686584,67.7079524,49.70216,-4.3335016,22.339294
1.7,-234.479481556471,45.3686584,67.7079524,49.645183,-4.7231064,22.439133
1.71,-253.411118934102,44.472419,67.7079524,49.583241,-5.110822,22.538412
1.72,-272.166236002156,44.472419,67.7079524,49.51634,-5.4964934,22.637127
1.73,-290.731918216306,43.5645218,66.2997988,49.444488,-5.8799662,22.735277
1.74,-309.095424474742,43.5645218,66.2997988,49.367692,-6.2610872,22.832858
1.75,-327.244169258944,42.6462552,66.2997988,49.285959,-6.6397038,22.929868
1.76,-345.165766307786,42.6462552,66.2997988,49.199297,-7.0156646,23.026305
1.77,-362.848034848947,41.7188968,64.8410628,49.107716,-7.3888192,23.122166
1.78,-380.278988822522,41.7188968,64.8410628,49.011224,-7.7590184,23.21745
1.79,-397.44685430062,40.783716,64.8410628,48.90983,-8.126114,23.312152
1.8,-414.340124116032,40.783716,64.8410628,48.803546,-8.4899594,23.406272
1.81,-430.947491015,39.8419731,63.3417801,48.692382,-8.8504089,23.499807
1.82,-447.257897887568,39.8419731,63.3417801,48.576348,-9.2073183,23.592755
1.83,-463.260562737974,38.8949111,63.3417801,48.455456,-9.5605449,23.685112
1.84,-478.9449878897,38.8949111,63.3417801,48.32972,-9.9099475,23.776878
1.85,-494.3008881219,37.943764,61.811813,48.19915,-10.255386,23.868049
1.86,-509.31835105848,37.943764,61.811813,48.06376,-10.596723,23.958623
1.87,-523.987670458044,36.989743,61.811813,47.923564,-10.933821,24.048598
1.88,-538.299524318496,36.989743,61.811813,47.778576,-11.266546,24.137972
1.89,-552.24481155084,36.034046,60.260789,47.62881,-11.594764,24.226743
1.9,-565.814812110664,36.034046,60.260789,47.474281,-11.918344,24.314908
1.91,-579.001179718632,35.077846,60.260789,47.315004,-12.237158,24.402465
1.92,-591.795746822772,35.077846,60.260789,47.150997,-12.551076,24.489412
1.93,-604.19086908315,34.122299,58.698046,46.982274,-12.859975,24.575747
1.94,-616.179055692837,34.122299,58.698046,46.808853,-13.163729,24.661467
1.95,-627.753382096469,33.168532,58.698046,46.630751,-13.462219,24.746571
1.96,-638.907050129478,33.168532,58.698046,46.447986,-13.755323,24.831057
1.97,-649.633845485376,32.21765,57.132571,46.260576,-14.042926,24.914921
1.98,-659.92773539994,32.21765,57.132571,46.06854,-14.324911,24.998163
1.99,-669.783243304966,31.270731,57.132571,45.871898,-14.601167,25.080779
2,-679.195129827444,31.270731,57.132571,45.670668,-14.871583,25.162769
2.01,-688.15856069955,30.328821,55.572951,45.464871,-15.13605,25.24413
2.02,-696.669156878464,30.328821,55.572951,45.254528,-15.394463,25.324859
2.03,-704.72285883588,29.392942,55.572951,45.03966,-15.646718,25.404955
2.04,-712.316047509205,29.392942,55.572951,44.820287,-15.892715,25.484417
2.05,-719.445488889715,28.464078,54.027319,44.596433,-16.132355,25.563241
2.06,-726.108298589956,28.464078,54.027319,44.368118,-16.365542,25.641426
2.07,-732.302102628344,27.543185,54.027319,44.135368,-16.592183,25.71897
2.08,-738.024841698164,27.543185,54.027319,43.898203,-16.812188,25.795871
2.09,-743.274880536732,26.631181,52.503308,43.656649,-17.025468,25.872127
2.1,-748.050990662802,26.631181,52.503308,43.410729,-17.231938,25.947736
2.11,-752.35234534902,25.728953,52.503308,43.160468,-17.431515,26.022697
2.12,-756.178614596811,25.728953,52.503308,42.905891,-17.624121,26.097007
2.13,-759.529679804224,24.837348,51.008012,42.647024,-17.809676,26.170664
2.14,-762.406026756336,24.837348,51.008012,42.383892,-17.988108,26.243668
2.15,-764.80845319809,23.957177,51.008012,42.116522,-18.159345,26.316015
2.16,-766.73818415586,23.957177,51.008012,41.84494,-18.323319,26.387705
2.17,-768.196778980599,23.08921,49.547944,41.569173,-18.479963,26.458734
2.18,-769.186356728,23.08921,49.547944,41.28925,-18.629216,26.529102
2.19,-769.709249975349,22.23418,49.547944,41.005197,-18.771017,26.598807
2.2,-769.76835800895,22.23418,49.547944,40.717045,-18.90531,26.667847
2.21,-769.36683165762,21.392779,48.129,40.42482,-19.032041,26.736221
2.22,-768.50833907148,21.392779,48.129,40.128553,-19.15116,26.803926
2.23,-767.196867489606,20.565655,48.129,39.828274,-19.262619,26.870961
2.24,-765.436699958092,20.565655,48.129,39.524011,-19.366372,26.937324
2.25,-763.23272375448,19.753416,46.756429,39.215796,-19.46238,27.003013
2.26,-760.58997300332,19.753416,46.756429,38.90366,-19.550602,27.068028
2.27,-757.514016361165,18.956628,46.756429,38.587633,-19.631005,27.132366
2.28,-754.010715711888,18.956628,46.756429,38.267748,-19.703556,27.196025
2.29,-750.086221287875,18.17581,45.434815,37.944035,-19.768225,27.259005
2.3,-745.747198410123,18.17581,45.434815,37.616529,-19.824987,27.321303
2.31,-741.00056576702,17.411441,45.434815,37.285261,-19.87382,27.382918
2.32,-735.853533331592,17.411441,45.434815,36.950264,-19.914703,27.443849
2.33,-730.313762470212,16.663951,44.168044,36.611572,-19.947621,27.504093
2.34,-724.38915263064,16.663951,44.168044,36.269219,-19.97256,27.56365
2.35,-718.0879652124,15.93373,44.168044,35.92324,-19.98951,27.622518
2.36,-711.41875441962,15.93373,44.168044,35.573668,-19.998465,27.680695
2.37,-704.390367308498,15.221117,42.959297,35.220538,-19.999421,27.73818
2.38,-697.011972589399,15.221117,42.959297,34.863887,-19.992377,27.794972
2.39,-689.292987032664,14.526413,42.959297,34.503749,-19.977336,27.851069
2.4,-681.243185343105,14.526413,42.959297,34.140161,-19.954305,27.90647
2.41,-672.872508519428,13.849867,41.81104,33.773159,-19.923292,27.961173
2.42,-664.1912323818,13.849867,41.81104,33.40278,-19.88431,28.015177
2.43,-655.2098491175,13.191685,41.81104,33.02906,-19.837375,28.06848
2.44,-645.93910499519,13.191685,41.81104,32.652038,-19.782505,28.121082
2.45,-636.38997072525,12.552027,40.725008,32.27175,-19.719723,28.172981
2.46,-626.57358770322,12.552027,40.725008,31.888235,-19.649052,28.224175
2.47,-616.501436970713,11.931008,40.725008,31.501531,-19.570523,28.274664
2.48,-606.18506757887,11.931008,40.725008,31.111678,-19.484165,28.324446
2.49,-595.636275131982,11.328699,39.702219,30.718713,-19.390014,28.37352
2.5,-584.867019214332,11.328699,39.702219,30.322676,-19.288107,28.421885
2.51,-573.889447995395,10.745122,39.702219,29.923607,-19.178485,28.469539
2.52,-562.715885964378,10.745122,39.702219,29.521546,-19.061193,28.516481
2.53,-551.358686114832,10.180256,38.742966,29.116532,-18.936276,28.56271
2.54,-539.830444968888,10.180256,38.742966,28.708607,-18.803784,28.608226
2.55,-528.143911266864,9.63404,38.742966,28.297812,-18.663772,28.653026
2.56,-516.311785926684,9.63404,38.742966,27.884186,-18.516294,28.697109
2.57,-504.346996010748,9.106363,37.846839,27.467772,-18.361409,28.740476
2.58,-492.262567387591,9.106363,37.846839,27.048611,-18.199181,28.783124
2.59,-480.071505404385,8.597072,37.846839,26.626745,-18.029673,28.825052
2.6,-467.786974799018,8.597072,37.846839,26.202217,-17.852954,28.86626
2.61,-455.422091242417,8.105976,37.012722,25.775069,-17.669093,28.906746
2.62,-442.990086935595,8.105976,37.012722,25.345343,-17.478165,28.946509
2.63,-430.504185578172,7.632836,37.012722,24.913082,-17.280246,28.985549
2.64,-417.97766773528,7.632836,37.012722,24.47833,-17.075416,29.023864
2.65,-405.423743106905,7.177376,36.238829,24.041131,-16.863755,29.061453
2.66,-392.855653847923,7.177376,36.238829,23.601527,-16.645349,29.098316
2.67,-380.286624935455,6.739278,36.238829,23.159563,-16.420285,29.134451
2.68,-367.729834283799,6.739278,36.238829,22.715283,-16.188653,29.169858
2.69,-355.198434127672,6.318186,35.522722,22.268732,-15.950546,29.204536
2.7,-342.705484901286,6.318186,35.522722,21.819954,-15.706059,29.238484
2.71,-330.26399927826,5.913704,35.522722,21.368994,-15.45529,29.271701
2.72,-317.886893095083,5.913704,35.522722,20.915897,-15.198339,29.304186
2.73,-305.586975878064,5.5254,34.861338,20.460708,-14.935308,29.335938
2.74,-293.377030740096,5.5254,34.861338,20.003474,-14.666304,29.366957
2.75,-281.269606104487,5.152806,34.861338,19.544239,-14.391433,29.397242
2.76,-269.27723552135,5.152806,34.861338,19.08305,-14.110807,29.426792
2.77,-257.41217812232,4.795417,34.251023,18.619952,-13.824535,29.455606
2.78,-245.68669566312,4.795417,34.251023,18.154992,-13.532735,29.483684
2.79,-234.112767556057,4.452696,34.251023,17.688217,-13.235521,29.511024
2.8,-222.702254764749,4.452696,34.251023,17.219673,-12.933013,29.537627
2.81,-211.466853552864,4.124075,33.687567,16.749408,-12.625333,29.563492
2.82,-200.417972739134,4.124075,33.687567,16.277467,-12.312602,29.588617
2.83,-189.566918903406,3.808951,33.687567,15.803898,-11.994947,29.613003
2.84,-178.924715401257,3.808951,33.687567,15.328749,-11.672493,29.636648
2.85,-168.502221577228,3.506697,33.16625,14.852068,-11.345371,29.659553
2.86,-158.309991556611,3.506697,33.16625,14.373901,-11.013711,29.681716
2.87,-148.35836021292,3.216651,33.16625,13.894296,-10.677645,29.703137
2.88,-138.657457821627,3.216651,33.16625,13.413303,-10.337309,29.723815
2.89,-129.217054535056,2.9381293,32.6818793,12.930967,-9.9928377,29.74375
2.9,-120.046735363027,2.9381293,32.6818793,12.447339,-9.6443694,29.762942
2.91,-111.155755635518,2.6704224,32.6818793,11.962466,-9.2920436,29.78139
2.92,-102.553095068397,2.6704224,32.6818793,11.476397,-8.936001,29.799093
2.93,-94.2474382993402,2.4127968,32.2288478,10.989181,-8.5763842,29.816051
2.94,-86.247143036505,2.4127968,32.2288478,10.500865,-8.213337,29.832264
2.95,-78.5602777047455,2.1644945,32.2288478,10.011499,-7.8470045,29.84773
2.96,-71.1945845747089,2.1644945,32.2288478,9.5211324,-7.4775333,29.862451
2.97,-64.1574671297141,1.9247422,31.8011672,9.0298134,-7.1050712,29.876425
2.98,-57.4560025707221,1.9247422,31.8011672,8.5375914,-6.7297672,29.889653
2.99,-51.0969239456594,1.6927444,31.8011672,8.0445157,-6.3517713,29.902133
3,-45.0866180568389,1.6927444,31.8011672,7.5506356,-5.9712348,29.913865
3.01,-39.431117595324,1.4676904,31.3925404,7.0560004,-5.58831,29.92485
3.02,-34.1360946856081,1.4676904,31.3925404,6.5606596,-5.2031498,29.935086
3.03,-29.2068611281538,1.2487543,31.3925404,6.0646628,-4.8159085,29.944574
3.04,-24.6483562796095,1.2487543,31.3925404,5.5680594,-4.4267409,29.953314
3.05,-20.4651485792782,1.0350967,30.9964007,5.0708993,-4.0358026,29.961304
3.06,-16.6614283056482,1.0350967,30.9964007,4.5732321,-3.6432501,29.968546
3.07,-13.2410038407563,0.8258673,30.9964007,4.0751076,-3.2492403,29.975038
3.08,-10.207299621026,0.8258673,30.9964007,3.5765756,-2.8539309,29.980781
3.09,-7.56335123776341,0.620206,30.605981,3.0776859,-2.4574799,29.985775
3.1,-5.3118047144664,0.620206,30.605981,2.5784884,-2.060046,29.990019
3.11,-3.45491246508611,0.417245,30.605981,2.0790331,-1.6617881,29.993513
3.12,-1.99453160051146,0.417245,30.605981,1.5793699,-1.2628654,29.996257
3.13,-0.93212313290976,0.2161111,30.2143631,1.0795488,-0.8634377,29.998252
3.14,-0.26874913635262,0.2161111,30.2143631,0.5796197,-0.4636646,29.999496
3.15,-0.00507308021285126,0.01592661,30.2143631,0.079632646,-0.063706036,29.99999
3.16,-0.141358621262484,0.01592661,30.2143631,-0.42036237,0.33627801,29.999735
3.17,-0.677469483822892,-0.1841878,29.8145412,-0.92031535,0.73612755,29.998729
3.18,-1.61286951284238,-0.1841878,29.8145412,-1.4201763,1.1356826,29.996974
3.19,-2.9466234746892,-0.3851117,29.8145412,-1.9198952,1.5347835,29.994468
3.2,-4.67739732436288,-0.3851117,29.8145412,-2.4194222,1.9332704,29.991213
3.21,-6.80346007575552,-0.5877231,29.3994849,-2.9187072,2.3309841,29.987208
3.22,-9.32268462590962,-0.5877231,29.3994849,-3.4177003,2.7277654,29.982453
3.23,-12.2325506489345,-0.7928961,29.3994849,-3.9163517,3.1234556,29.976949
3.24,-15.5301459929201,-0.7928961,29.3994849,-4.4146114,3.5178965,29.970695
3.25,-19.2121701603499,-1.0014994,28.9621926,-4.9124297,3.9109303,29.963692
3.26,-23.2749361441287,-1.0014994,28.9621926,-5.4097567,4.3023998,29.95594
3.27,-27.7143747578972,-1.2143945,28.9621926,-5.9065428,4.6921483,29.947439
3.28,-32.5260387510378,-1.2143945,28.9621926,-6.4027382,5.0800201,29.93819
3.29,-37.7051052734947,-1.4324335,28.4957575,-6.8982934,5.4658599,29.928191
3.3,-43.2463808839766,-1.4324335,28.4957575,-7.3931587,5.8495134,29.917445
3.31,-49.1443088316323,-1.6564574,28.4957575,-7.8872847,6.2308273,29.905951
3.32,-55.3929681455536,-1.6564574,28.4957575,-8.380622,6.6096488,29.893709
3.33,-61.9860861039839,-1.8872946,27.9934254,-8.8731212,6.9858266,29.88072
3.34,-68.9170400857186,-1.8872946,27.9934254,-9.3647332,7.3592102,29.866983
3.35,-76.1788610560717,-2.1257584,27.9934254,-9.8554086,7.7296502,29.8525
3.36,-83.7642500508416,-2.1257584,27.9934254,-10.345099,8.0969984,29.837271
3.37,-91.6655615560566,-2.3726461,27.4486499,-10.833754,8.4611079,29.821296
3.38,-99.8748484426906,-2.3726461,27.4486499,-11.321326,8.8218331,29.804575
3.39,-108.38383480465,-2.6287363,27.4486499,-11.807766,9.1790297,29.78711
3.4,-117.18393447027,-2.6287363,27.4486499,-12.293025,9.5325548,29.768899
3.41,-126.266268983685,-2.894788,26.855156,-12.777055,9.882267,29.749944
3.42,-135.621650750982,-2.894788,26.855156,-13.259807,10.228026,29.730246
3.43,-145.24065230363,-3.171539,26.855156,-13.741234,10.569695,29.709804
3.44,-155.11348627561,-3.171539,26.855156,-14.221286,10.907135,29.68862
3.45,-165.230186922108,-3.459703,26.20699,-14.699916,11.240213,29.666693
3.46,-175.58048094342,-3.459703,26.20699,-15.177076,11.568795,29.644025
3.47,-186.1538619945,-3.759968,26.20699,-15.652718,11.89275,29.620615
3.48,-196.93958194666,-3.759968,26.20699,-16.126795,12.211948,29.596465
3.49,-207.926650640599,-4.072998,25.498577,-16.599259,12.526261,29.571575
3.5,-219.103881886032,-4.072998,25.498577,-17.070064,12.835563,29.545946
3.51,-230.459875044852,-4.399429,25.498577,-17.539161,13.139732,29.519578
3.52,-241.983028385725,-4.399429,25.498577,-18.006505,13.438645,29.492473
3.53,-253.661543520784,-4.739865,24.724765,-18.472048,13.732183,29.46463
3.54,-265.483448229632,-4.739865,24.724765,-18.935744,14.020228,29.43605
3.55,-277.43660226009,-5.094881,24.724765,-19.397546,14.302665,29.406734
3.56,-289.508716904448,-5.094881,24.724765,-19.857408,14.579381,29.376683
3.57,-301.687365800525,-5.46502,23.880878,-20.315285,14.850265,29.345898
3.58,-313.9599918873,-5.46502,23.880878,-20.77113,15.11521,29.314379
3.59,-326.313895365882,-5.850789,23.880878,-21.224898,15.374109,29.282128
