"time","step2.y","clutch3.f_normalized_res","J1.w_res","J2.w_res","J3.w_res","J4.w_res","J1.w","J2.w","J3.w","J4.w","clutch3.f_normalized","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.env.EulerSteps","qtronic.silver.real_time","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
      0.11,         0,         0,   9.52432,   1.09656,         0,         0, 9.5245109, 1.0965603,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.12,         0,         0,   9.38012,   1.19553,         0,         0, 9.3803299, 1.1955287,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.13,         0,         0,   9.21092,   1.29431,         0,         0,  9.211129, 1.2943094,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.14,         0,         0,   9.02366,   1.39289,         0,         0, 9.0238171, 1.3928866,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.15,         0,         0,   8.82698,   1.49124,         0,         0, 8.8270957, 1.4912448,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.16,         0,         0,   8.63051,   1.58937,         0,         0, 8.6306087, 1.5893686,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.17,         0,         0,   8.44386,   1.68724,         0,         0, 8.4440002, 1.6872424,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.18,         0,         0,   8.27579,   1.78485,         0,         0, 8.2759716, 1.7848508,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.19,         0,         0,   8.13317,   1.88218,         0,         0, 8.1334315, 1.8821783,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.2,         0,         0,   8.02102,   1.97921,         0,         0,  8.020821, 1.9792097,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.21,         0,         0,   7.93981,   2.07593,         0,         0, 7.9396804, 2.0759294,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.22,         0,         0,   7.88851,   2.17232,         0,         0,    7.8885, 2.1723224,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.23,         0,         0,   7.86281,   2.26837,         0,         0, 7.8628694, 2.2683733,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.24,         0,         0,   7.85582,   2.36406,         0,         0, 7.8559103,  2.364067,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.25,         0,         0,   7.85871,   2.45939,         0,         0, 7.8589521, 2.4593884,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.26,         0,         0,   7.86198,   2.55432,         0,         0, 7.8623812, 2.5543225,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.27,         0,         0,   7.85621,   2.64885,         0,         0, 7.8565842, 2.6488542,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.28,         0,         0,   7.83269,   2.74297,         0,         0, 7.8328901, 2.7429686,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.29,         0,         0,   7.78441,   2.83665,         0,         0, 7.7844204, 2.8366508,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.3,         0,         0,   7.70689,   2.92988,         0,         0, 7.7067643, 2.9298861,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.31,         0,         0,   7.59861,   3.02266,         0,         0, 7.5984114, 3.0226598,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.32,         0,         0,    7.4611,   3.11496,         0,         0, 7.4609015, 3.1149571,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.33,         0,         0,   7.29882,   3.20676,         0,         0, 7.2986748, 3.2067636,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.34,         0,         0,   7.11868,   3.29806,         0,         0,  7.118639, 3.2980647,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.35,         0,         0,   6.92939,   3.38884,         0,         0, 6.9294946, 3.3888459,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.36,         0,         0,    6.7406,   3.47909,         0,         0, 6.7408843, 3.4790931,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.37,         0,         0,   6.56198,   3.56879,         0,         0, 6.5624509, 3.5687918,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.38,         0,         0,   6.40223,   3.65793,         0,         0, 6.4028944,  3.657928,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.39,         0,         0,    6.2683,   3.74649,         0,         0, 6.2691223, 3.7464876,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.4,         0,         0,   6.16463,   3.83445,         0,         0, 6.1655741, 3.8344565,         0,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.41,         0,         0,    6.0929,   3.82182,       0.1,         0, 6.0938224, 3.8218202,       0.1,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.42,         0,         0,   6.05115,   3.80856,       0.2,         0, 6.0522868, 3.8085663,       0.2,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.43,         0,         0,   6.03535,   3.79468,       0.3,         0, 6.0365923, 3.7946805,       0.3,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.44,         0,         0,   6.03859,   3.78015,       0.4,         0,  6.039858,  3.780149,       0.4,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.45,         0,         0,   6.05207,   3.76496,       0.5,         0, 6.0534116, 3.7649585,       0.5,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.46,         0,         0,   6.06631,   3.74909,       0.6,         0, 6.0676379, 3.7490955,       0.6,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.47,         0,         0,   6.07172,   3.73254,       0.7,         0, 6.0729217, 3.7325467,       0.7,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.48,         0,         0,   6.05942,    3.7153,       0.8,         0, 6.0605898, 3.7152989,       0.8,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.49,         0,         0,   6.02266,   3.69734,       0.9,         0, 6.0237621, 3.6973391,       0.9,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.5,         0,         0,   5.95705,   3.67865,         1,         0, 5.9580261, 3.6786544,         1,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.51,         0,         0,   5.86092,   3.65923,       1.1,         0, 5.8618694, 3.6592318,       1.1,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.52,         0,         0,   5.73587,   3.63906,       1.2,         0, 5.7368299, 3.6390587,       1.2,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.53,         0,         0,   5.58638,   3.61812,       1.3,         0, 5.5873459, 3.6181225,       1.3,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.54,         0,         0,   5.41936,   3.59641,       1.4,         0, 5.4203231, 3.5964106,       1.4,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.55,         0,         0,   5.24349,   3.57391,       1.5,         0, 5.2444597, 3.5739108,       1.5,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.56,         0,         0,   5.06844,   3.55061,       1.6,         0, 5.0693966, 3.5506107,       1.6,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.57,         0,         0,   4.90379,   3.52649,       1.7,         0, 4.9047744, 3.5264983,       1.7,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.58,         0,         0,   4.75826,   3.50156,       1.8,         0, 4.7592909, 3.5015615,       1.8,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.59,         0,         0,   4.63883,   3.47579,       1.9,         0, 4.6398512, 3.4757886,       1.9,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.6,         0,         0,   4.54987,   3.44916,         2,         0, 4.5508928, 3.4491678,         2,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.61,         0,         0,   4.49291,   3.42168,       2.1,         0, 4.4939523, 3.4216875,       2.1,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.62,         0,         0,   4.46649,   3.39333,       2.2,         0, 4.4675162, 3.3933362,       2.2,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.63,         0,         0,   4.46617,    3.3641,       2.3,         0, 4.4671699, 3.3641027,       2.3,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.64,         0,         0,   4.48503,   3.33397,       2.4,         0, 4.4860315, 3.3339758,       2.4,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.65,         0,         0,   4.51449,   3.30294,       2.5,         0, 4.5154261, 3.3029444,       2.5,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.66,         0,         0,   4.54498,   3.27099,       2.6,         0,  4.545736, 3.2709977,       2.6,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.67,         0,         0,   4.56682,   3.23812,       2.7,         0, 4.5673435, 3.2381248,       2.7,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.68,         0,         0,   4.57127,   3.20431,       2.8,         0, 4.5715733, 3.2043153,       2.8,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.69,         0,         0,    4.5514,   3.16956,       2.9,         0, 4.5515426, 3.1695586,       2.9,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.7,         0,         0,   4.50281,   3.13384,         3,         0, 4.5028359, 3.1338445,         3,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.71,         0,         0,   4.42397,   3.09858,   3.09858,         0, 4.4239348, 3.0985813, 3.0985813,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.72,         0,         0,   4.31654,   3.12975,   3.12975,         0, 4.3163925, 3.1297516, 3.1297516,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.73,         0,         0,   4.18497,   3.16043,   3.16043,         0, 4.1846417, 3.1604282, 3.1604282,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.74,         0,         0,   4.03613,    3.1906,    3.1906,         0, 4.0355797, 3.1906062, 3.1906062,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.75,         0,         0,   3.87847,   3.22028,   3.22028,         0, 3.8778994, 3.2202809, 3.2202809,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.76,         0,         0,   3.72178,   3.24945,   3.24945,         0, 3.7212354, 3.2494475, 3.2494475,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.77,         0,         0,   3.57563,    3.2781,    3.2781,         0, 3.5752221, 3.2781016, 3.2781016,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.78,         0,         0,   3.44875,   3.30624,   3.30624,         0, 3.4485518, 3.3062385, 3.3062385,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.79,         0,         0,   3.34826,   3.33385,   3.33385,         0, 3.3481242, 3.3338538, 3.3338538,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.8,         0,         0,   3.33348,   3.33348,   3.33348,         0, 3.3334277, 3.3334277, 3.3334277,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.81,         0,         0,   3.33864,   3.33864,   3.33864,         0, 3.3386193, 3.3386193, 3.3386193,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.82,         0,         0,   3.35359,   3.35359,   3.35359,         0, 3.3536855, 3.3536855, 3.3536855,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.83,         0,         0,     3.377,     3.377,     3.377,         0, 3.3771574, 3.3771574, 3.3771574,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.84,         0,         0,    3.4153,   3.40219,   3.40219,         0, 3.4155066, 3.4023497, 3.4023497,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.85,         0,         0,   3.46477,   3.42659,   3.42659,         0, 3.4650433, 3.4267468, 3.4267468,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.86,         0,         0,   3.51553,   3.45044,   3.45044,         0, 3.5156805, 3.4505935, 3.4505935,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.87,         0,         0,   3.55778,   3.47373,   3.47373,         0, 3.5578004, 3.4738861, 3.4738861,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.88,         0,         0,   3.58275,   3.49646,   3.49646,         0, 3.5827273,  3.496621,  3.496621,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.89,         0,         0,   3.58363,   3.51864,   3.51864,         0, 3.5835775, 3.5187944, 3.5187944,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       0.9,         0,         0,   3.55599,   3.54024,   3.54024,         0, 3.5559337,  3.540403,  3.540403,         0,         0,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.91,         0,         0,   3.54028,   3.54028,   3.54028,         0, 3.5403796, 3.5403796, 3.5403796,         0,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.92,         0,         0,    3.5253,    3.5253,    3.5253,         0, 3.4919676, 3.4919676, 3.4919676,       0.1,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.93,         0,         0,   3.49513,   3.50523,   3.50523,         0, 3.4351684, 3.4351684, 3.4351684,       0.2,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.94,         0,         0,   3.44521,   3.48591,   3.48591,         0, 3.3722665, 3.3722665, 3.3722665,       0.3,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.95,         0,         0,   3.38436,   3.46718,   3.46718,         0, 3.3061465, 3.3061465, 3.3061465,       0.4,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.96,         0,         0,   3.32228,   3.44903,   3.44903,         0, 3.2400254, 3.2400254, 3.2400254,       0.5,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.97,         0,         0,   3.26863,   3.43146,   3.43146,         0, 3.1771138, 3.1771138, 3.1771138,       0.6,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.98,         0,         0,   3.23217,   3.41449,   3.41449,         0, 3.1203068, 3.1203068, 3.1203068,       0.7,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      0.99,         0,         0,   3.21973,   3.39811,   3.39811,         0, 3.0719024, 3.0719024, 3.0719024,       0.8,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
         1,         0,         0,   3.23569,   3.38232,   3.38232,         0, 3.0333758, 3.0333758, 3.0333758,       0.9,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.01,         0,         0,   3.28167,   3.36713,   3.36713,         0,  3.018505, 2.9986103, 2.9986103,         1,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.02,         0,         0,   3.35406,   3.35352,   3.35352,         0, 3.0345359, 2.9632001, 2.9632001,       1.1,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.03,         0,         0,   3.39638,   3.36751,   3.36751,         0, 3.0769807, 2.9271878, 2.9271878,       1.2,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.04,         0,         0,   3.45825,   3.38089,   3.38089,         0, 3.1389486, 2.8905712, 2.8905712,       1.3,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.05,         0,         0,   3.53103,   3.39367,   3.39367,         0, 3.2117579, 2.8533481, 2.8533481,       1.4,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.06,         0,         0,   3.60506,   3.40584,   3.40584,         0,  3.285784, 2.8155166, 2.8155166,       1.5,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.07,         0,         0,   3.67071,    3.4174,    3.4174,         0, 3.3514025, 2.7770748, 2.7770748,       1.6,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.08,         0,         0,   3.71924,   3.42834,   3.42834,         0, 3.3999308, 2.7380207, 2.7380207,       1.7,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.09,         0,         0,    3.7438,   3.43867,   3.43867,         0, 3.4244794, 2.6983527, 2.6983527,       1.8,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.1,         0,         0,   3.73994,   3.44839,   3.44839,         0, 3.4206256, 2.6580692, 2.6580692,       1.9,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.11,         0,         0,   3.70615,   3.45749,   3.45749,         0, 3.3868477, 2.6171686, 2.6171686,         2,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.12,         0,         0,    3.6439,   3.46597,   3.46597,         0, 3.3246733, 2.5756494, 2.5756494,       2.1,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.13,         0,         0,   3.55764,   3.47383,   3.47383,         0, 3.2385311, 2.5335104, 2.5335104,       2.2,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.14,         0,         0,   3.46084,   3.47782,   3.47782,         0, 3.1353166, 2.4907503, 2.4907503,       2.3,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.15,         0,         0,   3.37586,    3.4712,    3.4712,         0, 3.0237182,  2.447368,  2.447368,       2.4,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.16,         0,         0,   3.28941,    3.4652,    3.4652,         0, 2.9133908, 2.4355743, 2.4355743, 2.4355743,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.17,         0,         0,   3.21141,   3.45983,   3.45983,         0, 2.8139185, 2.4391544, 2.4391544, 2.4391544,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.18,         0,         0,   3.15045,   3.45509,   3.45509,         0, 2.7340081, 2.4423177, 2.4423177, 2.4423177,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.19,         0,         0,   3.11348,   3.45097,   3.45097,         0, 2.6805571, 2.4450638, 2.4450638, 2.4450638,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.2,         0,         0,   3.10488,   3.44748,   3.44748,         0, 2.6579925, 2.4473923, 2.4473923, 2.4473923,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.21,         0,         0,   3.12619,   3.44461,   3.44461,         0, 2.6678404, 2.4493028, 2.4493028, 2.4493028,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.22,         0,         0,   3.17589,   3.44237,   3.44237,         0, 2.7085767, 2.4507949, 2.4507949, 2.4507949,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.23,         0,         0,    3.2495,   3.44076,   3.44076,         0, 2.7757763, 2.4518684, 2.4518684, 2.4518684,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.24,         0,         0,   3.34014,   3.43978,   3.43978,         0, 2.8625465, 2.4525232, 2.4525232, 2.4525232,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.25,         0,         0,   3.43925,   3.43943,   3.43943,         0, 2.9602017, 2.4527592, 2.4527592, 2.4527592,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.26,         0,         0,   3.53751,   3.43943,   3.43943,         0, 3.0585257, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.27,         0,         0,   3.62631,   3.43943,   3.43943,         0, 3.1472577, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.28,         0,         0,   3.69675,   3.43943,   3.43943,         0, 3.2176781, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.29,         0,         0,     3.742,   3.43943,   3.43943,         0, 3.2628907, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.3,         0,         0,   3.75764,   3.43943,   3.43943,         0, 3.2784699, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
