"time","percentOpening","percentOpening2","outputFlow","percentOpening3","outputFlow2","outputValue","value","outputFlow3","tankLevel","percentOpening4","outputFlow42","outputFlow4","outputFlow22","percentOpening22","outputFlow32","percentOpening32","percentOpening42","tankLevel2","value2","flow","outputValue2","speedVal","speedPercent","outputFlow5","percentOpening5","outputFlow23","percentOpening23","flow2","outputFlow33","tankLevel3","value3","outputValue3","FloMGT1_flourWeight","SyrMGT1_syrup1Weight","SyrMGT1_syrup2Weight","SyrMGT1_syrup3Weight","FloMGT1_weighedWeight","SyrMGT1_weighingWeight","KNEAD1_mixtureLevel","WKM1_live","MGT1_cycleEnd","FloMGT1_weighingRequest","SyrMGT1_weighingRequest","KNEAD1_kneadingRequest","generalFaultGenFLT1","KNEAD1_kneadingOK","FloMGT1_weighingOk","SyrMGT1_weighingOk","WKM1_endCycleRequest","KNEAD1_cycleInProgress","WKM1_autoMode","WKM1_manualMode","F3MiXExV1_acknowledgePB","WKM1_endCyclePB","WKM1_startCyclePB","WKM1_autoSwitch","WKM1_manualSwitch","WKM1_emergencyStop","F1ExtV1_generalFault","F1ExtV1_openedSensorFB","F1ExtV1_closedSensorFB","F1AExt1_generalFault","F1AExt1_openedSensorFB","F1AExt1_closedSensorFB","F1AArr1_generalFault","F1AArr1_openedSensorFB","F1AArr1_closedSensorFB","F2ArVSir1_openedSensorFB","F2ArVSir1_closedSensorFB","F2ArVSir1_generalFault","F2ArVSir1_autoOpenCmd","F2ArVSir1_autoCloseCmd","F2ArVSir2_autoOpenCmd","F2ArVSir2_autoCloseCmd","F2ArVSir3_autoOpenCmd","F2ArVSir3_autoCloseCmd","F2SirExV1_autoOpenCmd","F2SirExV1_autoCloseCmd","F2ArVSir2_openedSensorFB","F2ArVSir2_closedSensorFB","F2ArVSir2_generalFault","F2ArVSir3_openedSensorFB","F2ArVSir3_closedSensorFB","F2ArVSir3_generalFault","F2SirExV1_openedSensorFB","F2SirExV1_closedSensorFB","F2SirExV1_generalFault","F3CleanV1_openedSensorFB","F3CleanV1_closedSensorFB","F3CleanV1_generalFault","F3MiXExV1_openedSensorFB","F3MiXExV1_closedSensorFB","F3MiXExV1_generalFault"
23,0,0,0,100,0.1388888955116272,60.347377777099609,60.347377777099609,0.27777779102325439,60.347377777099609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,60,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
24,0,0,0,100,0.1388888955116272,63.125164031982422,63.125164031982422,0.27777779102325439,63.125164031982422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,63,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
25,0,0,0,100,0.1388888955116272,65.902900695800781,65.902900695800781,0.27777779102325439,65.902900695800781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,65,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
26,0,0,0,100,0.1388888955116272,68.680610656738281,68.680610656738281,0.27777779102325439,68.680610656738281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,68,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
27,0,0,0,100,0.1388888955116272,71.458320617675781,71.458320617675781,0.27777779102325439,71.458320617675781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,71,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
28,0,0,0,100,0.1388888955116272,74.236030578613281,74.236030578613281,0.27777779102325439,74.236030578613281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,74,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
29,0,0,0,100,0.1388888955116272,77.013740539550781,77.013740539550781,0.27777779102325439,77.013740539550781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,77,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
30,0,0,0,100,0.1388888955116272,79.791450500488281,79.791450500488281,0.27777779102325439,79.791450500488281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,79,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
31,0,0,0,100,0.1388888955116272,82.569160461425781,82.569160461425781,0.27777779102325439,82.569160461425781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,82,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
32,0,0,0,100,0.1388888955116272,85.346870422363281,85.346870422363281,0.27777779102325439,85.346870422363281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,85,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
33,0,0,0,100,0.1388888955116272,88.124580383300781,88.124580383300781,0.27777779102325439,88.124580383300781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,88,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
34,0,0,0,100,0.1388888955116272,90.902290344238281,90.902290344238281,0.27777779102325439,90.902290344238281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,90,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
35,0,0,0,100,0.1388888955116272,93.680000305175781,93.680000305175781,0.27777779102325439,93.680000305175781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,93,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
36,0,0,0,100,0.1388888955116272,96.457710266113281,96.457710266113281,0.27777779102325439,96.457710266113281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,96,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
37,0,0,0,100,0.1388888955116272,99.235420227050781,99.235420227050781,0.27777779102325439,99.235420227050781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,99,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
38,70.000007629394531,70.000007629394531,0,0,0,99.472213745117188,99.472213745117188,0.27777779102325439,99.472213745117188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097222238779067993,0.5,0.59722220897674561,0.59722220897674561,0.59722220897674561,200,150,100,50,99,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
39,100,100,0,0,0,96.736160278320312,96.736160278320312,0.27777779102325439,96.736160278320312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,3.3333325386047363,3.3333325386047363,3.3333325386047363,200,150,100,50,96,0,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
40,100,100,0,0,0,93.958442687988281,93.958450317382813,0.27777779102325439,93.958450317382813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,6.1111092567443848,6.1111092567443848,6.1111092567443848,200,150,100,50,93,0,6,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
41,100,100,0,0,0,91.180740356445313,91.180740356445313,0.27777779102325439,91.180740356445313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,8.8888893127441406,8.8888893127441406,8.8888893127441406,200,150,100,50,91,0,8,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
42,100,100,0,0,0,88.403022766113281,88.403030395507813,0.27777779102325439,88.403030395507813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,11.666675567626953,11.666675567626953,11.666675567626953,200,150,100,50,88,0,11,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
43,100,100,0,0,0,85.625320434570313,85.625320434570313,0.27777779102325439,85.625320434570313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,14.444461822509766,14.444461822509766,14.444461822509766,200,150,100,50,85,0,14,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
44,100,100,0,0,0,82.847602844238281,82.847610473632812,0.27777779102325439,82.847610473632812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,17.222248077392578,17.222248077392578,17.222248077392578,200,150,100,50,82,0,17,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
45,100,100,0,0,0,80.069900512695313,80.069900512695313,0.27777779102325439,80.069900512695313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,20.000034332275391,20.000034332275391,20.000034332275391,200,150,100,50,80,0,20,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
46,100,100,0,0,0,77.292190551757813,77.292190551757813,0.27777779102325439,77.292190551757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,22.777820587158203,22.777820587158203,22.777820587158203,200,150,100,50,77,0,22,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
47,100,100,0,0,0,74.514480590820313,74.514480590820313,0.27777779102325439,74.514480590820313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,25.555606842041016,25.555606842041016,25.555606842041016,200,150,100,50,74,0,25,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
48,100,100,0,0,0,71.736770629882813,71.736770629882813,0.27777779102325439,71.736770629882813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,28.333393096923828,28.333393096923828,28.333393096923828,200,150,100,50,71,0,28,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
49,100,100,0,0,0,68.959060668945313,68.959060668945313,0.27777779102325439,68.959060668945313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,31.111179351806641,31.111179351806641,31.111179351806641,200,150,100,50,68,0,31,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
50,100,100,0,0,0,66.181350708007813,66.181350708007813,0.27777779102325439,66.181350708007813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,33.888965606689453,33.888965606689453,33.888965606689453,200,150,100,50,66,0,33,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
51,100,100,0,0,0,63.403621673583984,63.403621673583984,0.27777779102325439,63.403621673583984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,36.666751861572266,36.666751861572266,36.666751861572266,200,150,100,50,63,0,36,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
