"time","FMU_Interface_OUT0_PrimaryAngle","FMU_Interface_OUT1_SecondaryAngle","FMU_Interface_OUT2_PrimarySpeed","FMU_Interface_OUT3_SecondarySpeed","FMU_Interface_OUT4_PrimaryAcceleration","FMU_Interface_OUT5_SecondaryAcceleration","FMU_Interface_OUT6_PrimaryTorque","FMU_Interface_OUT7_SecondaryTorque","FMU_Interface_OUT8_TorqueFriction","FMU_Interface_OUT9_SpringActualAngle"
1.80E+00,1.65E+04,1.65E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-1.00E+01,8.53E+00,-1.47E+00,1.55E+02
1.90E+00,1.78E+04,1.78E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-1.00E+01,8.53E+00,-1.47E+00,1.55E+02
2.00E+00,1.91E+04,1.91E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-1.00E+01,8.53E+00,-1.47E+00,1.55E+02
2.10E+00,2.05E+04,2.05E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-1.00E+01,1.00E+01,0.00E+00,1.55E+02
2.20E+00,2.18E+04,2.18E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-1.00E+01,1.00E+01,0.00E+00,1.55E+02
2.30E+00,2.31E+04,2.31E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-1.00E+01,5.54E+01,4.55E+01,1.53E+02
2.40E+00,2.44E+04,2.44E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-1.00E+01,7.78E+01,6.77E+01,1.50E+02
2.50E+00,2.58E+04,2.57E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,-1.53E+01,9.51E+01,7.97E+01,1.48E+02
2.60E+00,2.71E+04,2.71E+04,2.20E+03,2.20E+03,-3.94E-15,-3.94E-15,-2.66E+01,1.11E+02,8.39E+01,1.46E+02
2.70E+00,2.84E+04,2.84E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,-3.72E+01,1.25E+02,8.77E+01,1.44E+02
2.80E+00,2.97E+04,2.97E+04,2.20E+03,2.20E+03,-6.09E-15,-6.09E-15,-4.70E+01,1.38E+02,9.12E+01,1.42E+02
2.90E+00,3.10E+04,3.10E+04,2.20E+03,2.20E+03,-7.16E-15,-7.16E-15,-5.59E+01,1.50E+02,9.42E+01,1.41E+02
3.00E+00,3.24E+04,3.23E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,-6.37E+01,1.61E+02,9.68E+01,1.39E+02
3.10E+00,3.37E+04,3.37E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,-7.05E+01,1.69E+02,9.89E+01,1.38E+02
3.20E+00,3.50E+04,3.50E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,-7.60E+01,1.77E+02,1.01E+02,1.37E+02
3.30E+00,3.63E+04,3.63E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,-8.03E+01,1.82E+02,1.02E+02,1.36E+02
3.40E+00,3.76E+04,3.76E+04,2.20E+03,2.20E+03,-1.25E-14,-1.25E-14,-8.33E+01,1.86E+02,1.03E+02,1.35E+02
3.50E+00,3.90E+04,3.89E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,-8.49E+01,1.88E+02,1.03E+02,1.35E+02
3.60E+00,4.03E+04,4.03E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,-6.53E+01,1.68E+02,1.03E+02,1.35E+02
3.70E+00,4.16E+04,4.16E+04,2.20E+03,2.20E+03,-1.58E-14,-1.58E-14,-6.53E+01,1.61E+02,9.56E+01,1.35E+02
3.80E+00,4.29E+04,4.29E+04,2.20E+03,2.20E+03,1.68E-14,1.68E-14,-6.53E+01,1.44E+02,7.88E+01,1.36E+02
3.90E+00,4.42E+04,4.42E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,-6.53E+01,1.18E+02,5.29E+01,1.36E+02
4.00E+00,4.56E+04,4.55E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,-6.53E+01,1.00E+02,3.49E+01,1.37E+02
4.10E+00,4.69E+04,4.69E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.53E+01,8.01E+01,1.49E+01,1.39E+02
4.20E+00,4.82E+04,4.82E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,-6.53E+01,6.38E+01,-1.32E+00,1.40E+02
4.30E+00,4.95E+04,4.95E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,-6.53E+01,4.68E+01,-1.84E+01,1.41E+02
4.40E+00,5.08E+04,5.08E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,-6.53E+01,3.16E+01,-3.35E+01,1.43E+02
4.50E+00,5.22E+04,5.21E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,-6.53E+01,1.66E+01,-4.86E+01,1.45E+02
4.60E+00,5.35E+04,5.35E+04,2.20E+03,2.20E+03,-2.55E-14,-2.55E-14,-6.53E+01,3.21E+00,-6.23E+01,1.47E+02
4.70E+00,5.48E+04,5.48E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,-6.53E+01,-1.00E+01,-7.52E+01,1.49E+02
4.80E+00,5.61E+04,5.61E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,-6.53E+01,-1.00E+01,-7.52E+01,1.49E+02
4.90E+00,5.74E+04,5.74E+04,2.20E+03,2.20E+03,5.68E-09,5.68E-09,-6.53E+01,-1.00E+01,-7.52E+01,1.49E+02
5.00E+00,5.87E+04,5.87E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.53E+01,-1.00E+01,-7.52E+01,1.49E+02
5.10E+00,6.01E+04,6.01E+04,2.20E+03,2.20E+03,-3.08E-14,-3.08E-14,-6.53E+01,-1.00E+01,-7.52E+01,1.49E+02
5.20E+00,6.14E+04,6.14E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,1.00E+01,-8.60E+01,-7.70E+01,1.49E+02
5.30E+00,6.27E+04,6.27E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,1.00E+01,-8.81E+01,-7.75E+01,1.49E+02
5.40E+00,6.40E+04,6.40E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,1.00E+01,-8.65E+01,-7.69E+01,1.49E+02
5.50E+00,6.53E+04,6.53E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,1.00E+01,-8.78E+01,-7.75E+01,1.49E+02
5.60E+00,6.66E+04,6.67E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,1.22E+01,-8.98E+01,-7.78E+01,1.49E+02
5.70E+00,6.80E+04,6.80E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,2.36E+01,-1.06E+02,-8.25E+01,1.47E+02
5.80E+00,6.93E+04,6.93E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,3.45E+01,-1.21E+02,-8.65E+01,1.45E+02
5.90E+00,7.06E+04,7.06E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,4.46E+01,-1.35E+02,-9.01E+01,1.43E+02
6.00E+00,7.19E+04,7.19E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,5.39E+01,-1.47E+02,-9.33E+01,1.41E+02
6.10E+00,7.32E+04,7.33E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,6.21E+01,-1.58E+02,-9.59E+01,1.39E+02
6.20E+00,7.46E+04,7.46E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,6.93E+01,-1.68E+02,-9.81E+01,1.38E+02
6.30E+00,7.59E+04,7.59E+04,2.20E+03,2.20E+03,5.68E-09,5.68E-09,7.54E+01,-1.76E+02,-1.00E+02,1.37E+02
6.40E+00,7.72E+04,7.72E+04,2.20E+03,2.20E+03,-4.48E-14,-4.48E-14,8.02E+01,-1.82E+02,-1.02E+02,1.36E+02
6.50E+00,7.85E+04,7.85E+04,2.20E+03,2.20E+03,-4.59E-14,-4.59E-14,8.36E+01,-1.87E+02,-1.03E+02,1.35E+02
6.60E+00,7.98E+04,7.99E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,8.59E+01,-1.90E+02,-1.04E+02,1.35E+02
6.70E+00,8.12E+04,8.12E+04,2.20E+03,2.20E+03,-4.80E-14,-4.80E-14,8.68E+01,-1.91E+02,-1.04E+02,1.35E+02
6.80E+00,8.25E+04,8.25E+04,2.20E+03,2.20E+03,5.68E-09,5.68E-09,6.68E+01,-1.67E+02,-1.00E+02,1.35E+02
6.90E+00,8.38E+04,8.38E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,6.68E+01,-1.54E+02,-8.74E+01,1.35E+02
7.00E+00,8.51E+04,8.51E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,6.68E+01,-1.32E+02,-6.52E+01,1.36E+02
7.10E+00,8.64E+04,8.65E+04,2.20E+03,2.20E+03,5.68E-09,5.68E-09,6.68E+01,-1.10E+02,-4.29E+01,1.37E+02
7.20E+00,8.78E+04,8.78E+04,2.20E+03,2.20E+03,-5.34E-14,-5.34E-14,6.68E+01,-9.03E+01,-2.36E+01,1.38E+02
7.30E+00,8.91E+04,8.91E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,6.68E+01,-7.26E+01,-5.86E+00,1.39E+02
7.40E+00,9.04E+04,9.04E+04,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,6.68E+01,-5.51E+01,1.16E+01,1.41E+02
7.50E+00,9.17E+04,9.17E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,6.68E+01,-3.97E+01,2.71E+01,1.42E+02
7.60E+00,9.30E+04,9.31E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,6.68E+01,-2.38E+01,4.29E+01,1.44E+02
7.70E+00,9.44E+04,9.44E+04,2.20E+03,2.20E+03,-5.88E-14,-5.88E-14,6.68E+01,-1.02E+01,5.66E+01,1.46E+02
7.80E+00,9.57E+04,9.57E+04,2.20E+03,2.20E+03,0.00E+00,0.00E+00,6.68E+01,3.98E+00,7.07E+01,1.48E+02
7.90E+00,9.70E+04,9.70E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,6.68E+01,1.00E+01,7.68E+01,1.49E+02
8.00E+00,9.83E+04,9.83E+04,2.20E+03,2.20E+03,-6.20E-14,-6.20E-14,6.68E+01,1.00E+01,7.68E+01,1.49E+02
8.10E+00,9.97E+04,9.97E+04,2.20E+03,2.20E+03,2.84E-09,2.84E-09,6.68E+01,1.00E+01,7.68E+01,1.49E+02
8.20E+00,1.01E+05,1.01E+05,2.20E+03,2.20E+03,6.42E-14,6.42E-14,6.68E+01,1.00E+01,7.68E+01,1.49E+02
8.30E+00,1.02E+05,1.02E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-1.00E+01,8.80E+01,7.79E+01,1.49E+02
8.40E+00,1.04E+05,1.04E+05,2.20E+03,2.20E+03,5.68E-09,5.68E-09,-1.00E+01,8.78E+01,7.78E+01,1.49E+02
8.50E+00,1.05E+05,1.05E+05,2.20E+03,2.20E+03,-6.74E-14,-6.74E-14,-1.00E+01,8.78E+01,7.78E+01,1.49E+02
8.60E+00,1.06E+05,1.06E+05,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,-1.00E+01,8.78E+01,7.78E+01,1.49E+02
8.70E+00,1.08E+05,1.08E+05,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,-1.00E+01,8.77E+01,7.77E+01,1.49E+02
8.80E+00,1.09E+05,1.09E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-1.72E+01,9.77E+01,8.04E+01,1.48E+02
8.90E+00,1.10E+05,1.10E+05,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,-2.85E+01,1.13E+02,8.46E+01,1.46E+02
9.00E+00,1.12E+05,1.12E+05,2.20E+03,2.20E+03,7.28E-14,7.28E-14,-3.89E+01,1.27E+02,8.84E+01,1.44E+02
9.10E+00,1.13E+05,1.13E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-4.86E+01,1.40E+02,9.17E+01,1.42E+02
9.20E+00,1.14E+05,1.14E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-5.73E+01,1.52E+02,9.47E+01,1.40E+02
9.30E+00,1.16E+05,1.15E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.49E+01,1.62E+02,9.72E+01,1.39E+02
9.40E+00,1.17E+05,1.17E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-7.15E+01,1.71E+02,9.93E+01,1.38E+02
9.50E+00,1.18E+05,1.18E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-7.68E+01,1.78E+02,1.01E+02,1.37E+02
9.60E+00,1.19E+05,1.19E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-8.09E+01,1.83E+02,1.02E+02,1.36E+02
9.70E+00,1.21E+05,1.21E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-8.37E+01,1.87E+02,1.03E+02,1.35E+02
9.80E+00,1.22E+05,1.22E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-8.51E+01,1.89E+02,1.03E+02,1.35E+02
9.90E+00,1.23E+05,1.23E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.53E+01,1.68E+02,1.02E+02,1.35E+02
1.00E+01,1.25E+05,1.25E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.53E+01,1.59E+02,9.35E+01,1.35E+02
1.01E+01,1.26E+05,1.26E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.53E+01,1.40E+02,7.51E+01,1.36E+02
1.02E+01,1.27E+05,1.27E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.53E+01,1.15E+02,4.93E+01,1.37E+02
1.03E+01,1.29E+05,1.29E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.53E+01,9.71E+01,3.18E+01,1.38E+02
1.04E+01,1.30E+05,1.30E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.53E+01,7.76E+01,1.24E+01,1.39E+02
1.05E+01,1.31E+05,1.31E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.53E+01,6.11E+01,-4.14E+00,1.40E+02
1.06E+01,1.33E+05,1.33E+05,2.20E+03,2.20E+03,-9.00E-14,-9.00E-14,-6.53E+01,4.43E+01,-2.09E+01,1.42E+02
1.07E+01,1.34E+05,1.34E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.53E+01,2.92E+01,-3.64E+01,1.44E+02
1.08E+01,1.35E+05,1.35E+05,2.20E+03,2.20E+03,-2.84E-09,-2.84E-09,-6.53E+01,1.46E+01,-5.08E+01,1.46E+02
1.09E+01,1.37E+05,1.37E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.53E+01,4.49E-01,-6.44E+01,1.48E+02
1.10E+01,1.38E+05,1.38E+05,2.20E+03,2.20E+03,0.00E+00,0.00E+00,-6.53E+01,-1.00E+01,-7.53E+01,1.49E+02
1.11E+01,1.39E+05,1.39E+05,2.20E+03,2.20E+03,2.84E-09,2.84E-09,-6.53E+01,-1.00E+01,-7.53E+01,1.49E+02
1.12E+01,1.41E+05,1.41E+05,2.20E+03,2.20E+03,2.84E-09,2.84E-09,-6.53E+01,-1.00E+01,-7.53E+01,1.49E+02
1.13E+01,1.42E+05,1.42E+05,2.20E+03,2.20E+03,-5.68E-09,-5.68E-09,-6.53E+01,-1.00E+01,-7.53E+01,1.49E+02
1.14E+01,1.43E+05,1.43E+05,2.20E+03,2.20E+03,-5.68E-09,-5.68E-09,-6.53E+01,-1.00E+01,-7.53E+01,1.49E+02
1.15E+01,1.45E+05,1.45E+05,2.20E+03,2.20E+03,2.84E-09,2.84E-09,1.00E+01,-8.73E+01,-7.70E+01,1.49E+02
1.16E+01,1.46E+05,1.46E+05,2.20E+03,2.20E+03,5.68E-09,5.68E-09,1.00E+01,-8.64E+01,-7.68E+01,1.49E+02
1.17E+01,1.47E+05,1.47E+05,2.20E+03,2.20E+03,2.84E-09,2.84E-09,1.00E+01,-8.81E+01,-7.72E+01,1.49E+02
1.18E+01,1.48E+05,1.48E+05,2.20E+03,2.20E+03,-5.68E-09,-5.68E-09,1.00E+01,-8.62E+01,-7.68E+01,1.49E+02
1.19E+01,1.50E+05,1.50E+05,2.20E+03,2.20E+03,-5.68E-09,-5.68E-09,1.38E+01,-9.29E+01,-7.89E+01,1.48E+02
1.20E+01,1.51E+05,1.51E+05,2.20E+03,2.20E+03,2.84E-09,2.84E-09,2.53E+01,-1.09E+02,-8.32E+01,1.46E+02
