Time,Piston_frame_0a_r_00_1_,Piston_frame_0a_r_00_2_,Piston_frame_0a_r_00_3_
0.451,0.15,0.206138,0
0.452,0.15,0.206138,0
0.452,0.15,0.200265,0
0.453,0.15,0.200265,0
0.453,0.15,0.20207,0
0.454,0.15,0.20207,0
0.454,0.15,0.211665,0
0.455,0.15,0.211665,0
0.455,0.15,0.229252,0
0.456,0.15,0.229252,0
0.456,0.15,0.254047,0
0.457,0.15,0.254047,0
0.457,0.15,0.283915,0
0.458,0.15,0.283915,0
0.458,0.15,0.316224,0
0.459,0.15,0.316224,0
0.459,0.15,0.348353,0
0.46,0.15,0.348353,0
0.46,0.15,0.377044,0
0.461,0.15,0.377044,0
0.461,0.15,0.396518,0
0.462,0.15,0.396518,0
0.462,0.15,0.398017,0
0.463,0.15,0.398017,0
0.463,0.15,0.380507,0
0.464,0.15,0.380507,0
