"Time","speed@expseu_","heat@expseu_","torque@expseu_","tempc@tpf_st_chamber","tau@tpf_st_chamber","press@tpf_st_chamber","dm2@tpf_pump","out2@division"
2.700000000000000E+01,5.903436044320000E+02,3.343262326990000E+04,-6.139176082003400E+01,1.630557963135000E+02,2.861551040534900E+01,6.665014277871100E+00,0.000000000000000E+00,2.761551040535000E-01
2.800000000000000E+01,6.732594212450000E+02,2.470431907080000E+04,-6.450602711423400E+01,1.642252934781900E+02,2.857362230330200E+01,6.862624730833500E+00,0.000000000000000E+00,2.757362230330100E-01
2.900000000000000E+01,7.540778629790000E+02,1.717453644020000E+04,-6.616201239175700E+01,1.646955922242000E+02,2.850153775129400E+01,6.943392644605700E+00,0.000000000000000E+00,2.750153775129600E-01
3.000000000000000E+01,8.308369103780000E+02,1.094647417080000E+04,-6.642297533504200E+01,1.645304690044600E+02,2.840202928096400E+01,6.914949179038800E+00,0.000000000000000E+00,2.740202928096400E-01
3.100000000000000E+01,9.020373127040000E+02,5.992074348160000E+03,-6.546959466451101E+01,1.638145495171400E+02,2.827917602749000E+01,6.792697433208300E+00,0.000000000000000E+00,2.727917602748900E-01
3.200000000000000E+01,9.666868098110000E+02,2.185448747130000E+03,-6.355097293552400E+01,1.626433371155700E+02,2.813779895130200E+01,6.596411285792500E+00,0.000000000000000E+00,2.713779895130100E-01
3.300000000000000E+01,1.019270625100000E+03,2.488746075580000E+03,-6.095148256371400E+01,1.611130986190800E+02,2.798283867091600E+01,6.346786913340400E+00,0.000000000000000E+00,2.698283867091500E-01
3.400000000000000E+01,1.023221669250000E+03,2.306582797400000E+04,-5.792213292852200E+01,1.593137940391600E+02,2.781894757893900E+01,6.062960511652100E+00,0.000000000000000E+00,2.681894757894000E-01
3.500000000000000E+01,9.785599080300000E+02,5.386308311030000E+04,-5.499630583311400E+01,1.574988079467600E+02,2.765454999729100E+01,5.787010462818500E+00,0.000000000000000E+00,2.665454999729000E-01
3.600000000000000E+01,8.975016186420000E+02,8.598636144450000E+04,-5.428482344770100E+01,1.568354021687500E+02,2.752056653685400E+01,5.688686845796800E+00,0.000000000000000E+00,2.652056653685600E-01
3.700000000000000E+01,8.282656319490000E+02,9.706668540960000E+04,-5.680661073154400E+01,1.579156196387200E+02,2.743117785327000E+01,5.849477184020700E+00,0.000000000000000E+00,2.643117785326900E-01
3.800000000000000E+01,7.862467100980000E+02,9.381113321900000E+04,-6.300969570750400E+01,1.608088973343100E+02,2.738712749865000E+01,6.298072340621100E+00,0.000000000000000E+00,2.638712749865000E-01
3.900000000000000E+01,7.666659610409999E+02,8.568389864040000E+04,-7.099250060168100E+01,1.643029378861200E+02,2.735671033175200E+01,6.875907438222100E+00,0.000000000000000E+00,2.635671033175300E-01
4.000000000000000E+01,7.641735490029999E+02,7.671267969130000E+04,-7.909875868061700E+01,1.675650723473400E+02,2.731727888419100E+01,7.452706488192900E+00,0.000000000000000E+00,2.631727888419100E-01
4.100000000000000E+01,7.737007726620000E+02,6.858549320960000E+04,-8.647742763016100E+01,1.703054542600100E+02,2.726001625113600E+01,7.966357756025500E+00,0.000000000000000E+00,2.626001625113700E-01
4.200000000000000E+01,7.908864868360000E+02,6.192431494010000E+04,-9.271803253154700E+01,1.724648018070300E+02,2.718226844012400E+01,8.390531237956900E+00,0.000000000000000E+00,2.618226844012200E-01
4.300000000000000E+01,8.122560566610000E+02,5.683109912060000E+04,-9.769381612551200E+01,1.740822800588700E+02,2.708436436590800E+01,8.719812920929900E+00,0.000000000000000E+00,2.608436436590800E-01
4.400000000000000E+01,8.352385832940000E+02,5.316212882640000E+04,-1.014588538612300E+02,1.752363946776900E+02,2.696814121149800E+01,8.960945749636901E+00,0.000000000000000E+00,2.596814121149900E-01
4.500000000000000E+01,8.580549749810000E+02,5.066869272120000E+04,-1.041686951606000E+02,1.760160244711900E+02,2.683612733654900E+01,9.126795292165800E+00,0.000000000000000E+00,2.583612733654900E-01
4.600000000000000E+01,8.795954970520000E+02,4.907777037210000E+04,-1.060199627591000E+02,1.765059750512800E+02,2.669104128184300E+01,9.232255599655501E+00,0.000000000000000E+00,2.569104128184100E-01
4.700000000000000E+01,8.992285021770000E+02,4.815148910010000E+04,-1.071359916437900E+02,1.767535283395600E+02,2.654185045400100E+01,9.285905181107401E+00,3.281910755489200E-03,2.554185045400200E-01
4.800000000000000E+01,9.163142253750000E+02,4.787842892530000E+04,-1.073774759929000E+02,1.767139662147000E+02,2.641709804006500E+01,9.277314825071000E+00,8.207700923048100E-03,2.541709804006200E-01
4.900000000000000E+01,9.303168254140000E+02,4.823828140610000E+04,-1.069368943855100E+02,1.764526450157100E+02,2.631641859138400E+01,9.220730049130900E+00,1.218494578432900E-02,2.531641859138100E-01
5.000000000000000E+01,9.411963777640000E+02,4.903185052230000E+04,-1.060568251010200E+02,1.760462735069200E+02,2.623639576102700E+01,9.133278622026801E+00,1.534786723654900E-02,2.523639576102800E-01
5.100000000000000E+01,9.492491522650000E+02,5.004039627960000E+04,-1.049615235364000E+02,1.755656922384700E+02,2.617415857145200E+01,9.030703809125100E+00,1.780932581139000E-02,2.517415857145400E-01
5.200000000000000E+01,9.549348869190000E+02,5.109473326150000E+04,-1.038180327752900E+02,1.750648705466800E+02,2.612698269105300E+01,8.924779246174801E+00,1.967652245091700E-02,2.512698269105300E-01
5.300000000000000E+01,9.587539399300000E+02,5.208573697950000E+04,-1.027323245259900E+02,1.745794262794100E+02,2.609225041770000E+01,8.823046225760100E+00,2.105255305077400E-02,2.509225041770000E-01
5.400000000000000E+01,9.611789066170001E+02,5.295591740630000E+04,-1.017613539805200E+02,1.741297593427900E+02,2.606753077969400E+01,8.729630639326100E+00,2.203322489975000E-02,2.506753077969400E-01
5.500000000000000E+01,9.626165301820000E+02,5.368438804630000E+04,-1.009280119257300E+02,1.737252320301100E+02,2.605065622540900E+01,8.646262191405100E+00,2.270400999596500E-02,2.505065622540700E-01
5.600000000000000E+01,9.633969048890000E+02,5.427325506910000E+04,-1.002340122371800E+02,1.733679928470400E+02,2.603977000138400E+01,8.573163868556300E+00,2.313815756743200E-02,2.503977000138100E-01
5.700000000000000E+01,9.637735090930000E+02,5.473686989160000E+04,-9.966938044043100E+01,1.730559374243100E+02,2.603333624886100E+01,8.509711755959501E+00,2.339628110446700E-02,2.503333624886400E-01
5.800000000000000E+01,9.639329635420000E+02,5.509459263620000E+04,-9.921875677788400E+01,1.727847868760000E+02,2.603012171208700E+01,8.454879219237100E+00,2.352706908745800E-02,2.503012171208500E-01
5.900000000000000E+01,9.640067742060000E+02,5.536666774610000E+04,-9.886522475733700E+01,1.725494168624500E+02,2.602916314370900E+01,8.407509241372500E+00,2.356856305651800E-02,2.502916314370700E-01
6.000000000000000E+01,9.640824468590000E+02,5.557184913130000E+04,-9.859243498550801E+01,1.723446434765300E+02,2.602972565185500E+01,8.366468106615301E+00,2.354979588825600E-02,2.502972565185200E-01
6.100000000000000E+01,9.642142213150000E+02,5.572613386960000E+04,-9.838566241551599E+01,1.721656513386200E+02,2.603126127553400E+01,8.330724101250601E+00,2.349242301941900E-02,2.503126127553600E-01
6.200000000000000E+01,9.644323265150000E+02,5.584257930000000E+04,-9.823222085989900E+01,1.720081899515900E+02,2.603337142800300E+01,8.299379721949800E+00,2.341220244593800E-02,2.503337142800000E-01
6.300000000000000E+01,9.647501014390000E+02,5.593160326640000E+04,-9.812146916471001E+01,1.718686209192000E+02,2.603577317264200E+01,8.271675110653700E+00,2.332032464024000E-02,2.503577317264200E-01
6.400000000000000E+01,9.651692758640000E+02,5.600130056020000E+04,-9.804468605721600E+01,1.717439267185200E+02,2.603827117582000E+01,8.246985132040599E+00,2.322451866699500E-02,2.503827117582000E-01
6.500000000000000E+01,9.656840602010000E+02,5.605772310700000E+04,-9.799471962763000E+01,1.716315573408800E+02,2.604073615218100E+01,8.224785528001600E+00,2.312990415542200E-02,2.504073615218100E-01
6.600000000000000E+01,9.662843343120001E+02,5.610523649580000E+04,-9.796587808014300E+01,1.715294630265400E+02,2.604308693564600E+01,8.204656899723201E+00,2.303969795352900E-02,2.504308693564400E-01
6.700000000000000E+01,9.669579147420000E+02,5.614693365060000E+04,-9.795364937951000E+01,1.714359885935100E+02,2.604527665520500E+01,8.186261962349100E+00,2.295576053331600E-02,2.504527665520600E-01
6.800000000000000E+01,9.676919816840000E+02,5.618498236720000E+04,-9.795446803036000E+01,1.713498013414300E+02,2.604728227098900E+01,8.169330025280299E+00,2.287900943633100E-02,2.504728227099100E-01
6.900000000000000E+01,9.684739484160000E+02,5.622085442760000E+04,-9.796551132755700E+01,1.712698221190600E+02,2.604909697978700E+01,8.153642503508900E+00,2.280971955046100E-02,2.504909697978800E-01
7.000000000000000E+01,9.692920344660000E+02,5.625548725790000E+04,-9.798456183842001E+01,1.711951840935900E+02,2.605072447916000E+01,8.139024156577500E+00,2.274774978885700E-02,2.505072447916000E-01
7.100000000000000E+01,9.701356188070000E+02,5.628943315470000E+04,-9.800987685068500E+01,1.711251876106700E+02,2.605217498940200E+01,8.125333751723099E+00,2.269270047842300E-02,2.505217498940300E-01
7.200000000000000E+01,9.709954188660000E+02,5.632299206830000E+04,-9.804008434142000E+01,1.710592669947200E+02,2.605346235986000E+01,8.112457214229099E+00,2.264402783064100E-02,2.505346235985700E-01
7.300000000000000E+01,9.718634942579999E+02,5.635630251560000E+04,-9.807409864289200E+01,1.709969555903400E+02,2.605460212365300E+01,8.100300541039299E+00,2.260112106850800E-02,2.505460212365300E-01
7.400000000000000E+01,9.727331596020000E+02,5.638939567370000E+04,-9.811105671477100E+01,1.709378726358200E+02,2.605561014209900E+01,8.088787053509501E+00,2.256335595034300E-02,2.505561014210000E-01
7.500000000000000E+01,9.735988699080000E+02,5.642223485300000E+04,-9.815027130368500E+01,1.708817010222200E+02,2.605650180036800E+01,8.077852920652100E+00,2.253012674955600E-02,2.505650180037000E-01
7.600000000000000E+01,9.744561048400000E+02,5.645474136380000E+04,-9.819119168555299E+01,1.708281750329100E+02,2.605729150760200E+01,8.067444668921800E+00,2.250086607641500E-02,2.505729150760100E-01
7.700000000000000E+01,9.753012532550000E+02,5.648681824630000E+04,-9.823337308721800E+01,1.707770697152300E+02,2.605799243072300E+01,8.057517036913600E+00,2.247505544883000E-02,2.505799243072400E-01
7.800000000000000E+01,9.761314914190000E+02,5.651835323040000E+04,-9.827645385956301E+01,1.707281923490800E+02,2.605861638116000E+01,8.048031258034101E+00,2.245222982595400E-02,2.505861638116300E-01
7.900000000000000E+01,9.769446811490000E+02,5.654926430400000E+04,-9.832013682172099E+01,1.706813759159900E+02,2.605917380789100E+01,8.038953746602600E+00,2.243197791382300E-02,2.505917380789200E-01
8.000000000000000E+01,9.777392435960001E+02,5.657947186890000E+04,-9.836417445289899E+01,1.706364734335800E+02,2.605967384609500E+01,8.030254963787099E+00,2.241394026870800E-02,2.505967384609700E-01
8.100000000000000E+01,9.785140402070000E+02,5.660889585780000E+04,-9.840834319524200E+01,1.705933563116100E+02,2.606012431900200E+01,8.021909071015800E+00,2.239780924592800E-02,2.506012431900500E-01
8.200000000000000E+01,9.792682922230000E+02,5.663753075740000E+04,-9.845250881364301E+01,1.705519071408400E+02,2.606053219421400E+01,8.013892511508100E+00,2.238331099682600E-02,2.506053219421500E-01
8.300000000000000E+01,9.800015800510000E+02,5.666528795780000E+04,-9.849649729625600E+01,1.705120225178000E+02,2.606090337378300E+01,8.006184539328800E+00,2.237021369497000E-02,2.506090337378100E-01
8.400000000000000E+01,9.807135552120000E+02,5.669218470970000E+04,-9.854019497229200E+01,1.704736108230800E+02,2.606124293515800E+01,7.998766773437200E+00,2.235831809403000E-02,2.506124293515800E-01
8.500000000000000E+01,9.814041850090000E+02,5.671819516240000E+04,-9.858349446571501E+01,1.704365860522400E+02,2.606155514966500E+01,7.991621993652500E+00,2.234745678708600E-02,2.506155514966400E-01
8.600000000000000E+01,9.820735370970000E+02,5.674329542840000E+04,-9.862630782585300E+01,1.704008724318400E+02,2.606184371462500E+01,7.984735021854500E+00,2.233748502134400E-02,2.506184371462400E-01
8.700000000000000E+01,9.827218638849999E+02,5.676747170660000E+04,-9.866857471711400E+01,1.703664005164800E+02,2.606211182103300E+01,7.978091959230700E+00,2.232827800451300E-02,2.506211182103500E-01
8.800000000000000E+01,9.833494777920000E+02,5.679069809870000E+04,-9.871022718643800E+01,1.703331048992800E+02,2.606236210568400E+01,7.971679737949900E+00,2.231973286070700E-02,2.506236210568300E-01
8.900000000000000E+01,9.839568182850001E+02,5.681299387680000E+04,-9.875121175574699E+01,1.703009249165800E+02,2.606259682659500E+01,7.965486251290800E+00,2.231176163971400E-02,2.506259682659600E-01
9.000000000000000E+01,9.845443656930000E+02,5.683437270100000E+04,-9.879147878671100E+01,1.702698027253800E+02,2.606281788500400E+01,7.959499978371500E+00,2.230429046713400E-02,2.506281788500300E-01
9.100000000000000E+01,9.851126276380000E+02,5.685486645500000E+04,-9.883098673823100E+01,1.702396849788300E+02,2.606302691620000E+01,7.953710302014300E+00,2.229725594386200E-02,2.506302691619900E-01
9.200000000000000E+01,9.856621185380000E+02,5.687451930950000E+04,-9.886970089503799E+01,1.702105219189500E+02,2.606322532007400E+01,7.948107329822000E+00,2.229060394468900E-02,2.506322532007500E-01
9.300000000000000E+01,9.861933217960000E+02,5.689334623600000E+04,-9.890759478472400E+01,1.701822678857100E+02,2.606341431290300E+01,7.942681988081900E+00,2.228428756859000E-02,2.506341431290200E-01
9.400000000000000E+01,9.867067067930000E+02,5.691137471920000E+04,-9.894465068999300E+01,1.701548815751200E+02,2.606359496327400E+01,7.937426067481300E+00,2.227826571342700E-02,2.506359496327300E-01
9.500000000000000E+01,9.872027591180000E+02,5.692861061080000E+04,-9.898085505320699E+01,1.701283241404400E+02,2.606376818668400E+01,7.932331855332200E+00,2.227250329710400E-02,2.506376818668200E-01
9.600000000000000E+01,9.876819521789999E+02,5.694506232780000E+04,-9.901620376646200E+01,1.701025581830800E+02,2.606393468172900E+01,7.927391939677900E+00,2.226697384241400E-02,2.506393468172900E-01
9.700000000000000E+01,9.881448599570000E+02,5.696075933630000E+04,-9.905068227673399E+01,1.700775505178500E+02,2.606409525289000E+01,7.922599737219900E+00,2.226164652779700E-02,2.506409525289200E-01
9.800000000000000E+01,9.885919944110000E+02,5.697573009910000E+04,-9.908428035977499E+01,1.700532852634700E+02,2.606425155243900E+01,7.917951997117900E+00,2.225645633457700E-02,2.506425155244100E-01
9.900000000000000E+01,9.890238922690000E+02,5.699001310090000E+04,-9.911700741633901E+01,1.700296975885800E+02,2.606440162814700E+01,7.913436111048400E+00,2.225148291144900E-02,2.506440162814700E-01
1.000000000000000E+02,9.894410174840000E+02,5.700363398370000E+04,-9.914886397243500E+01,1.700067751324100E+02,2.606454740170700E+01,7.909049537502900E+00,2.224665044592500E-02,2.506454740170500E-01
