"Time","y_sum - Integer output signal","y_product - Integer output signal","y_triggeredAdd - Integer output signal","y_multiSwitch - Output depending on expression"
0.24,1,0,0,4
0.243,1,0,0,4
0.246,1,0,0,4
0.249,1,0,0,4
0.252,1,0,0,4
0.255,1,0,0,4
0.258,1,0,0,4
0.261,1,0,0,4
0.264,1,0,0,4
0.267,2,0,0,4
0.27,2,0,0,4
0.273,2,0,0,4
0.276,2,0,0,4
0.279,2,0,0,4
0.282,2,0,0,4
0.285,2,0,0,4
0.288,2,0,0,4
0.291,2,0,0,4
0.294,2,0,0,4
0.297,2,0,0,4
0.3,2,0,0,4
0.303,2,0,0,4
0.306,2,0,0,4
0.309,2,0,0,4
0.312,2,0,0,4
0.315,2,0,0,4
0.318,2,0,0,4
0.321,2,0,0,4
0.324,2,0,0,4
0.327,2,0,0,4
0.33,2,0,0,4
0.333,2,0,0,4
0.336,2,0,0,4
0.339,2,0,0,4
0.342,2,0,0,4
0.345,2,0,0,4
0.348,2,0,0,4
0.351,2,0,0,4
0.354,2,0,0,4
0.357,2,0,0,4
0.36,2,0,0,4
0.363,2,0,0,4
0.366,2,0,0,4
0.369,2,0,0,4
0.372,2,0,0,4
0.375,2,0,0,4
0.378,2,0,0,4
0.381,2,0,0,4
0.384,2,0,0,4
0.387,2,0,0,4
0.39,2,0,0,4
0.393,2,0,0,4
0.396,2,0,0,4
0.399,2,0,0,4
0.402,2,0,0,4
0.405,2,0,0,4
0.408,2,0,0,4
0.411,2,0,0,4
0.414,2,0,0,4
0.417,2,0,0,4
0.42,2,0,0,4
0.423,2,0,0,4
0.426,2,0,0,4
0.429,2,0,0,4
0.432,2,0,0,4
0.435,2,0,0,4
0.438,2,0,0,4
0.441,2,0,0,4
0.444,2,0,0,4
0.447,2,0,0,4
0.45,2,0,0,4
0.453,2,0,0,4
0.456,2,0,0,4
0.459,2,0,0,4
0.462,2,0,0,4
0.465,2,0,0,4
0.468,2,0,0,4
0.471,2,0,0,4
0.474,2,0,0,4
0.477,2,0,0,4
0.48,2,0,0,4
0.483,2,0,0,4
0.486,2,0,0,4
0.489,2,0,0,4
0.492,2,0,0,4
0.495,2,0,0,4
0.498,2,0,0,4
0.501,2,0,0,6
0.504,2,0,0,6
0.507,2,0,0,6
0.51,2,0,0,6
0.513,2,0,0,6
0.516,2,0,0,6
0.519,2,0,0,6
0.522,2,0,0,6
0.525,2,0,0,6
0.528,2,0,0,6
0.531,2,0,0,6
0.534,2,0,0,6
0.537,2,0,0,6
0.54,2,0,0,6
0.543,2,0,0,6
0.546,2,0,0,6
0.549,2,0,0,6
0.552,2,0,0,6
0.555,2,0,0,6
0.558,2,0,0,6
0.561,2,0,0,6
0.564,2,0,0,6
0.567,2,0,0,6
0.57,2,0,0,6
0.573,2,0,0,6
0.576,2,0,0,6
0.579,2,0,0,6
0.582,2,0,0,6
0.585,2,0,0,6
0.588,2,0,0,6
0.591,2,0,0,6
0.594,2,0,0,6
0.597,2,0,0,6
0.6,2,0,0,6
0.603,2,0,0,6
0.606,2,0,0,6
0.609,2,0,0,6
0.612,2,0,0,6
0.615,2,0,0,6
0.618,2,0,0,6
0.621,2,0,0,6
0.624,2,0,0,6
0.627,2,0,0,6
0.63,2,0,0,6
0.633,2,0,0,6
0.636,2,0,0,6
0.639,2,0,0,6
0.642,2,0,0,6
0.645,2,0,0,6
0.648,2,0,0,6
0.651,2,0,0,6
0.654,2,0,0,6
0.657,2,0,0,6
0.66,2,0,0,6
0.663,2,0,0,6
0.666,2,0,0,6
0.669,2,0,0,6
0.672,2,0,0,6
0.675,2,0,0,6
0.678,2,0,0,6
0.681,2,0,0,6
0.684,2,0,0,6
0.687,2,0,0,6
0.69,2,0,0,6
0.693,2,0,0,6
0.696,2,0,0,6
0.699,2,0,0,6
0.702,2,0,0,6
0.705,2,0,0,6
0.708,2,0,0,6
0.711,2,0,0,6
0.714,2,0,0,6
0.717,2,0,0,6
0.72,2,0,0,6
0.723,2,0,0,6
0.726,2,0,0,6
0.729,2,0,0,6
0.732,2,0,0,6
0.735,2,0,0,6
0.738,2,0,0,6
0.741,2,0,0,6
0.744,2,0,0,6
0.747,2,0,0,6
0.75,2,0,0,6
0.753,2,0,0,6
0.756,2,0,0,6
0.759,2,0,0,6
0.762,2,0,0,6
0.765,2,0,0,6
0.768,2,0,0,6
0.771,2,0,0,6
0.774,2,0,0,6
0.777,2,0,0,6
0.78,2,0,0,6
0.783,2,0,0,6
0.786,2,0,0,6
0.789,2,0,0,6
0.792,2,0,0,6
0.795,2,0,0,6
0.798,2,0,0,6
0.801,2,0,0,6
0.804,2,0,0,6
0.807,2,0,0,6
0.81,2,0,0,6
0.813,2,0,0,6
0.816,2,0,0,6
0.819,2,0,0,6
0.822,2,0,0,6
0.825,2,0,0,6
0.828,2,0,0,6
0.831,2,0,0,6
0.834,3,0,0,6
0.837,3,0,0,6
0.84,3,0,0,6
0.843,3,0,0,6
0.846,3,0,0,6
0.849,3,0,0,6
0.852,3,0,0,6
0.855,3,0,0,6
0.858,3,0,0,6
0.861,3,0,0,6
0.864,3,0,0,6
0.867,3,0,0,6
0.87,3,0,0,6
0.873,3,0,0,6
0.876,3,0,0,6
0.879,3,0,0,6
0.882,3,0,0,6
0.885,3,0,0,6
0.888,3,0,0,6
0.891,3,0,0,6
0.894,3,0,0,6
0.897,3,0,0,6
0.9,3,0,0,6
0.903,3,0,0,6
0.906,3,0,0,6
0.909,3,0,0,6
0.912,3,0,0,6
0.915,3,0,0,6
0.918,3,0,0,6
0.921,3,0,0,6
0.924,3,0,0,6
0.927,3,0,0,6
0.93,3,0,0,6
0.933,3,0,0,6
0.936,3,0,0,6
0.939,3,0,0,6
0.942,3,0,0,6
0.945,3,0,0,6
0.948,3,0,0,6
0.951,3,0,0,6
0.954,3,0,0,6
0.957,3,0,0,6
0.96,3,0,0,6
0.963,3,0,0,6
0.966,3,0,0,6
0.969,3,0,0,6
0.972,3,0,0,6
0.975,3,0,0,6
0.978,3,0,0,6
0.981,3,0,0,6
0.984,3,0,0,6
0.987,3,0,0,6
0.99,3,0,0,6
0.993,3,0,0,6
0.996,3,0,0,6
0.999,3,0,0,6
1.002,3,0,1,4
1.005,3,0,1,4
1.008,3,0,1,4
1.011,3,0,1,4
1.014,3,0,1,4
1.017,3,0,1,4
1.02,3,0,1,4
1.023,3,0,1,4
1.026,3,0,1,4
1.029,3,0,1,4
1.032,3,0,1,4
1.035,3,0,1,4
1.038,3,0,1,4
1.041,3,0,1,4
1.044,3,0,1,4
1.047,3,0,1,4
1.05,3,0,1,4
1.053,3,0,1,4
1.056,3,0,1,4
1.059,3,0,1,4
1.062,3,0,1,4
1.065,3,0,1,4
1.068,3,0,1,4
1.071,3,0,1,4
1.074,3,0,1,4
1.077,3,0,1,4
1.08,3,0,1,4
1.083,3,0,1,4
1.086,3,0,1,4
1.089,3,0,1,4
1.092,3,0,1,4
1.095,3,0,1,4
1.098,3,0,1,4
1.101,3,0,1,4
1.104,3,0,1,4
1.107,3,0,1,4
1.11,3,0,1,4
1.113,3,0,1,4
1.116,3,0,1,4
1.119,3,0,1,4
1.122,3,0,1,4
1.125,3,0,1,4
1.128,3,0,1,4
1.131,3,0,1,4
1.134,3,0,1,4
1.137,3,0,1,4
1.14,3,0,1,4
1.143,3,0,1,4
1.146,3,0,1,4
1.149,3,0,1,4
1.152,3,0,1,4
1.155,3,0,1,4
1.158,3,0,1,4
1.161,3,0,1,4
1.164,3,0,1,4
1.167,3,0,1,4
1.17,3,0,1,4
1.173,3,0,1,4
1.176,3,0,1,4
1.179,3,0,1,4
1.182,3,0,1,4
1.185,3,0,1,4
1.188,3,0,1,4
1.191,3,0,1,4
1.194,3,0,1,4
1.197,3,0,1,4
1.2,3,0,1,4
1.203,3,0,1,4
1.206,3,0,1,4
1.209,3,0,1,4
1.212,3,0,1,4
1.215,3,0,1,4
1.218,3,0,1,4
1.221,3,0,1,4
1.224,3,0,1,4
1.227,3,0,1,4
1.23,3,0,1,4
1.233,3,0,1,4
1.236,3,0,1,4
1.239,3,0,1,4
1.242,3,0,1,4
1.245,3,0,1,4
1.248,3,0,1,4
1.251,3,0,1,4
1.254,3,0,1,4
1.257,3,0,1,4
1.26,3,0,1,4
1.263,3,0,1,4
1.266,3,0,1,4
1.269,3,0,1,4
1.272,3,0,1,4
1.275,3,0,1,4
1.278,3,0,1,4
1.281,3,0,1,4
1.284,3,0,1,4
1.287,3,0,1,4
1.29,3,0,1,4
1.293,3,0,1,4
1.296,3,0,1,4
1.299,3,0,1,4
1.302,3,0,1,4
1.305,3,0,1,4
1.308,3,0,1,4
1.311,3,0,1,4
1.314,3,0,1,4
1.317,3,0,1,4
1.32,3,0,1,4
1.323,3,0,1,4
1.326,3,0,1,4
1.329,3,0,1,4
1.332,3,0,1,4
1.335,3,0,1,4
1.338,3,0,1,4
1.341,3,0,1,4
1.344,3,0,1,4
1.347,3,0,1,4
1.35,3,0,1,4
1.353,3,0,1,4
1.356,3,0,1,4
1.359,3,0,1,4
1.362,3,0,1,4
1.365,3,0,1,4
1.368,3,0,1,4
1.371,3,0,1,4
1.374,3,0,1,4
1.377,3,0,1,4
1.38,3,0,1,4
1.383,3,0,1,4
1.386,3,0,1,4
1.389,3,0,1,4
1.392,3,0,1,4
1.395,3,0,1,4
1.398,3,0,1,4
1.401,3,0,1,4
1.404,3,0,1,4
1.407,3,0,1,4
1.41,3,0,1,4
1.413,3,0,1,4
1.416,3,0,1,4
1.419,3,0,1,4
1.422,3,0,1,4
1.425,3,0,1,4
1.428,3,0,1,4
1.431,3,0,1,4
1.434,3,0,1,4
1.437,3,0,1,4
1.44,3,0,1,4
1.443,3,0,1,4
1.446,3,0,1,4
1.449,3,0,1,4
1.452,3,0,1,4
1.455,3,0,1,4
1.458,3,0,1,4
1.461,3,0,1,4
1.464,3,0,1,4
1.467,3,0,1,4
1.47,3,0,1,4
1.473,3,0,1,4
1.476,3,0,1,4
1.479,3,0,1,4
1.482,3,0,1,4
1.485,3,0,1,4
1.488,3,0,1,4
1.491,3,0,1,4
1.494,3,0,1,4
1.497,3,0,1,4
1.5,3,0,1,4
1.503,3,0,1,6
1.506,3,0,1,6
1.509,3,0,1,6
1.512,3,0,1,6
1.515,3,0,1,6
1.518,3,0,1,6
1.521,3,0,1,6
1.524,3,0,1,6
1.527,3,0,1,6
1.53,3,0,1,6
1.533,3,0,1,6
1.536,3,0,1,6
1.539,3,0,1,6
1.542,3,0,1,6
1.545,3,0,1,6
1.548,3,0,1,6
1.551,3,0,1,6
1.554,3,0,1,6
1.557,3,0,1,6
1.56,3,0,1,6
1.563,3,0,1,6
1.566,3,0,1,6
1.569,4,0,1,6
1.572,4,0,1,6
1.575,4,0,1,6
1.578,4,0,1,6
1.581,4,0,1,6
1.584,4,0,1,6
1.587,4,0,1,6
1.59,4,0,1,6
1.593,4,0,1,6
1.596,4,0,1,6
1.599,4,0,1,6
1.602,4,0,1,2
1.605,4,0,1,2
1.608,4,0,1,2
1.611,4,0,1,2
1.614,4,0,1,2
1.617,4,0,1,2
1.62,4,0,1,2
1.623,4,0,1,2
1.626,4,0,1,2
1.629,4,0,1,2
1.632,4,0,1,2
1.635,4,0,1,2
1.638,4,0,1,2
1.641,4,0,1,2
1.644,4,0,1,2
1.647,4,0,1,2
1.65,4,0,1,2
1.653,4,0,1,2
1.656,4,0,1,2
1.659,4,0,1,2
1.662,4,0,1,2
1.665,4,0,1,2
1.668,4,0,1,2
1.671,4,0,1,2
1.674,4,0,1,2
1.677,4,0,1,2
1.68,4,0,1,2
1.683,4,0,1,2
1.686,4,0,1,2
1.689,4,0,1,2
1.692,4,0,1,2
1.695,4,0,1,2
1.698,4,0,1,2
1.701,4,0,1,2
1.704,4,0,1,2
1.707,4,0,1,2
1.71,4,0,1,2
1.713,4,0,1,2
1.716,4,0,1,2
1.719,4,0,1,2
1.722,4,0,1,2
1.725,4,0,1,2
1.728,4,0,1,2
1.731,4,0,1,2
1.734,4,0,1,2
1.737,4,0,1,2
1.74,4,0,1,2
1.743,4,0,1,2
1.746,4,0,1,2
1.749,4,0,1,2
1.752,4,0,1,2
1.755,4,0,1,2
1.758,4,0,1,2
1.761,4,0,1,2
1.764,4,0,1,2
1.767,4,0,1,2
1.77,4,0,1,2
1.773,4,0,1,2
1.776,4,0,1,2
1.779,4,0,1,2
1.782,4,0,1,2
1.785,4,0,1,2
1.788,4,0,1,2
1.791,4,0,1,2
1.794,4,0,1,2
1.797,4,0,1,2
1.8,4,0,1,2
1.803,4,0,1,2
1.806,4,0,1,2
1.809,4,0,1,2
1.812,4,0,1,2
1.815,4,0,1,2
1.818,4,0,1,2
1.821,4,0,1,2
1.824,4,0,1,2
1.827,4,0,1,2
1.83,4,0,1,2
1.833,4,0,1,2
1.836,4,0,1,2
1.839,4,0,1,2
1.842,4,0,1,2
1.845,4,0,1,2
1.848,4,0,1,2
1.851,4,0,1,2
1.854,4,0,1,2
1.857,4,0,1,2
1.86,4,0,1,2
1.863,4,0,1,2
1.866,4,0,1,2
1.869,4,0,1,2
1.872,4,0,1,2
1.875,4,0,1,2
1.878,4,0,1,2
1.881,4,0,1,2
1.884,4,0,1,2
1.887,4,0,1,2
1.89,4,0,1,2
1.893,4,0,1,2
1.896,4,0,1,2
1.899,4,0,1,2
1.902,4,0,1,2
1.905,4,0,1,2
1.908,4,0,1,2
1.911,4,0,1,2
1.914,4,0,1,2
1.917,4,0,1,2
1.92,4,0,1,2
1.923,4,0,1,2
1.926,4,0,1,2
1.929,4,0,1,2
1.932,4,0,1,2
1.935,4,0,1,2
1.938,4,0,1,2
1.941,4,0,1,2
1.944,4,0,1,2
1.947,4,0,1,2
1.95,4,0,1,2
1.953,4,0,1,2
1.956,4,0,1,2
1.959,4,0,1,2
1.962,4,0,1,2
1.965,4,0,1,2
1.968,4,0,1,2
1.971,4,0,1,2
1.974,4,0,1,2
1.977,4,0,1,2
1.98,4,0,1,2
1.983,4,0,1,2
1.986,4,0,1,2
1.989,4,0,1,2
1.992,4,0,1,2
1.995,4,0,1,2
1.998,4,0,1,2
2.001,4,0,2,4
2.004,7,21,2,4
2.007,7,21,2,4
2.01,7,21,2,4
2.013,7,21,2,4
2.016,7,21,2,4
2.019,7,21,2,4
2.022,7,21,2,4
2.025,7,21,2,4
2.028,7,21,2,4
2.031,7,21,2,4
2.034,7,21,2,4
2.037,7,21,2,4
2.04,7,21,2,4
2.043,7,21,2,4
2.046,7,21,2,4
2.049,7,21,2,4
2.052,7,21,2,4
2.055,7,21,2,4
2.058,7,21,2,4
2.061,7,21,2,4
2.064,7,21,2,4
2.067,7,21,2,4
2.07,7,21,2,4
2.073,7,21,2,4
2.076,7,21,2,4
2.079,7,21,2,4
2.082,7,21,2,4
2.085,7,21,2,4
2.088,7,21,2,4
2.091,7,21,2,4
2.094,7,21,2,4
2.097,7,21,2,4
2.1,7,21,2,4
2.103,7,21,2,4
2.106,7,21,2,4
2.109,7,21,2,4
2.112,7,21,2,4
2.115,7,21,2,4
2.118,7,21,2,4
2.121,7,21,2,4
2.124,7,21,2,4
2.127,7,21,2,4
2.13,7,21,2,4
2.133,7,21,2,4
2.136,7,21,2,4
2.139,7,21,2,4
2.142,7,21,2,4
2.145,7,21,2,4
2.148,7,21,2,4
2.151,7,21,2,4
2.154,7,21,2,4
2.157,7,21,2,4
2.16,7,21,2,4
2.163,7,21,2,4
2.166,7,21,2,4
2.169,7,21,2,4
2.172,7,21,2,4
2.175,7,21,2,4
2.178,7,21,2,4
2.181,7,21,2,4
2.184,7,21,2,4
2.187,7,21,2,4
2.19,7,21,2,4
2.193,7,21,2,4
2.196,7,21,2,4
2.199,7,21,2,4
2.202,7,21,2,4
2.205,7,21,2,4
2.208,7,21,2,4
2.211,7,21,2,4
2.214,7,21,2,4
2.217,7,21,2,4
2.22,7,21,2,4
2.223,7,21,2,4
2.226,7,21,2,4
2.229,7,21,2,4
2.232,7,21,2,4
2.235,7,21,2,4
2.238,7,21,2,4
2.241,7,21,2,4
2.244,7,21,2,4
2.247,7,21,2,4
2.25,7,21,2,4
2.253,7,21,2,4
2.256,7,21,2,4
2.259,7,21,2,4
2.262,7,21,2,4
2.265,7,21,2,4
2.268,7,21,2,4
2.271,7,21,2,4
2.274,7,21,2,4
2.277,7,21,2,4
2.28,7,21,2,4
2.283,7,21,2,4
2.286,7,21,2,4
2.289,7,21,2,4
2.292,7,21,2,4
2.295,7,21,2,4
2.298,7,21,2,4
2.301,7,21,2,4
2.304,7,21,2,4
2.307,7,21,2,4
2.31,7,21,2,4
2.313,7,21,2,4
2.316,7,21,2,4
2.319,7,21,2,4
2.322,7,21,2,4
2.325,7,21,2,4
2.328,7,21,2,4
2.331,7,21,2,4
2.334,7,21,2,4
2.337,7,21,2,4
2.34,7,21,2,4
2.343,7,21,2,4
2.346,7,21,2,4
2.349,7,21,2,4
2.352,7,21,2,4
2.355,7,21,2,4
2.358,7,21,2,4
2.361,7,21,2,4
2.364,7,21,2,4
2.367,7,21,2,4
2.37,7,21,2,4
2.373,7,21,2,4
2.376,7,21,2,4
2.379,7,21,2,4
2.382,7,21,2,4
2.385,7,21,2,4
2.388,7,21,2,4
2.391,7,21,2,4
2.394,7,21,2,4
2.397,7,21,2,4
2.4,7,21,2,4
2.403,7,21,2,4
2.406,7,21,2,4
2.409,7,21,2,4
2.412,7,21,2,4
2.415,7,21,2,4
2.418,7,21,2,4
2.421,7,21,2,4
2.424,7,21,2,4
2.427,7,21,2,4
2.43,7,21,2,4
2.433,7,21,2,4
2.436,7,21,2,4
2.439,7,21,2,4
2.442,7,21,2,4
2.445,7,21,2,4
2.448,7,21,2,4
2.451,7,21,2,4
2.454,7,21,2,4
2.457,7,21,2,4
2.46,7,21,2,4
2.463,7,21,2,4
2.466,7,21,2,4
2.469,7,21,2,4
2.472,7,21,2,4
2.475,7,21,2,4
2.478,7,21,2,4
2.481,7,21,2,4
2.484,7,21,2,4
2.487,7,21,2,4
2.49,7,21,2,4
2.493,7,21,2,4
2.496,7,21,2,4
2.499,7,21,2,4
2.502,7,21,2,6
2.505,7,21,2,6
2.508,7,21,2,6
2.511,7,21,2,6
2.514,7,21,2,6
2.517,7,21,2,6
2.52,7,21,2,6
2.523,7,21,2,6
2.526,7,21,2,6
2.529,7,21,2,6
2.532,7,21,2,6
2.535,7,21,2,6
2.538,7,21,2,6
2.541,7,21,2,6
2.544,7,21,2,6
2.547,7,21,2,6
2.55,7,21,2,6
2.553,7,21,2,6
2.556,7,21,2,6
2.559,7,21,2,6
2.562,7,21,2,6
2.565,7,21,2,6
2.568,7,21,2,6
2.571,7,21,2,6
2.574,7,21,2,6
2.577,7,21,2,6
2.58,7,21,2,6
2.583,7,21,2,6
2.586,7,21,2,6
2.589,7,21,2,6
2.592,7,21,2,6
2.595,7,21,2,6
2.598,7,21,2,6
2.601,7,21,2,6
2.604,7,21,2,6
2.607,7,21,2,6
2.61,7,21,2,6
2.613,7,21,2,6
2.616,7,21,2,6
2.619,7,21,2,6
2.622,7,21,2,6
2.625,7,21,2,6
2.628,7,21,2,6
2.631,7,21,2,6
2.634,7,21,2,6
2.637,7,21,2,6
2.64,7,21,2,6
2.643,7,21,2,6
2.646,7,21,2,6
2.649,7,21,2,6
2.652,7,21,2,6
2.655,7,21,2,6
2.658,7,21,2,6
2.661,7,21,2,6
2.664,7,21,2,6
2.667,7,21,2,6
2.67,7,21,2,6
2.673,7,21,2,6
2.676,7,21,2,6
2.679,7,21,2,6
2.682,7,21,2,6
2.685,7,21,2,6
2.688,7,21,2,6
2.691,7,21,2,6
2.694,7,21,2,6
2.697,7,21,2,6
2.7,7,21,2,6
2.703,7,21,2,6
2.706,7,21,2,6
2.709,7,21,2,6
2.712,7,21,2,6
2.715,7,21,2,6
2.718,7,21,2,6
2.721,7,21,2,6
2.724,7,21,2,6
2.727,7,21,2,6
2.73,7,21,2,6
2.733,7,21,2,6
2.736,7,21,2,6
2.739,7,21,2,6
2.742,7,21,2,6
2.745,7,21,2,6
2.748,7,21,2,6
2.751,7,21,2,6
2.754,7,21,2,6
2.757,7,21,2,6
2.76,7,21,2,6
2.763,7,21,2,6
2.766,7,21,2,6
2.769,7,21,2,6
2.772,7,21,2,6
2.775,7,21,2,6
2.778,7,21,2,6
2.781,7,21,2,6
2.784,7,21,2,6
2.787,7,21,2,6
2.79,7,21,2,6
2.793,7,21,2,6
2.796,7,21,2,6
2.799,7,21,2,6
2.802,7,21,2,6
2.805,7,21,2,6
2.808,7,21,2,6
2.811,7,21,2,6
2.814,7,21,2,6
2.817,7,21,2,6
2.82,7,21,2,6
2.823,7,21,2,6
2.826,7,21,2,6
2.829,7,21,2,6
2.832,7,21,2,6
2.835,7,21,2,6
2.838,7,21,2,6
2.841,7,21,2,6
2.844,7,21,2,6
2.847,7,21,2,6
2.85,7,21,2,6
2.853,7,21,2,6
2.856,7,21,2,6
2.859,7,21,2,6
2.862,7,21,2,6
2.865,7,21,2,6
2.868,7,21,2,6
2.871,7,21,2,6
2.874,7,21,2,6
2.877,7,21,2,6
2.88,7,21,2,6
2.883,7,21,2,6
2.886,7,21,2,6
2.889,7,21,2,6
2.892,7,21,2,6
2.895,7,21,2,6
2.898,7,21,2,6
2.901,7,21,2,6
2.904,7,21,2,6
2.907,7,21,2,6
2.91,7,21,2,6
2.913,7,21,2,6
2.916,7,21,2,6
2.919,7,21,2,6
2.922,7,21,2,6
2.925,7,21,2,6
2.928,7,21,2,6
2.931,7,21,2,6
2.934,7,21,2,6
2.937,7,21,2,6
2.94,7,21,2,6
2.943,7,21,2,6
2.946,7,21,2,6
2.949,7,21,2,6
2.952,7,21,2,6
2.955,7,21,2,6
2.958,7,21,2,6
2.961,7,21,2,6
2.964,7,21,2,6
2.967,7,21,2,6
2.97,7,21,2,6
2.973,7,21,2,6
2.976,7,21,2,6
2.979,7,21,2,6
2.982,7,21,2,6
2.985,7,21,2,6
2.988,7,21,2,6
2.991,7,21,2,6
2.994,7,21,2,6
2.997,7,21,2,6
3,7,21,3,4
3.003,7,21,3,4
3.006,7,21,3,4
3.009,7,21,3,4
3.012,7,21,3,4
3.015,7,21,3,4
3.018,7,21,3,4
3.021,7,21,3,4
3.024,7,21,3,4
3.027,7,21,3,4
3.03,7,21,3,4
3.033,7,21,3,4
3.036,7,21,3,4
3.039,7,21,3,4
3.042,7,21,3,4
3.045,7,21,3,4
3.048,7,21,3,4
3.051,7,21,3,4
3.054,7,21,3,4
3.057,7,21,3,4
3.06,7,21,3,4
3.063,7,21,3,4
3.066,7,21,3,4
3.069,7,21,3,4
3.072,7,21,3,4
3.075,7,21,3,4
3.078,7,21,3,4
3.081,7,21,3,4
3.084,7,21,3,4
3.087,7,21,3,4
3.09,7,21,3,4
3.093,7,21,3,4
3.096,7,21,3,4
3.099,7,21,3,4
3.102,7,21,3,4
3.105,7,21,3,4
3.108,7,21,3,4
3.111,7,21,3,4
3.114,7,21,3,4
3.117,7,21,3,4
3.12,7,21,3,4
3.123,7,21,3,4
3.126,7,21,3,4
3.129,7,21,3,4
3.132,7,21,3,4
3.135,7,21,3,4
3.138,7,21,3,4
3.141,7,21,3,4
3.144,7,21,3,4
3.147,7,21,3,4
3.15,7,21,3,4
3.153,7,21,3,4
3.156,7,21,3,4
3.159,7,21,3,4
3.162,7,21,3,4
3.165,7,21,3,4
3.168,7,21,3,4
3.171,7,21,3,4
3.174,7,21,3,4
3.177,7,21,3,4
3.18,7,21,3,4
3.183,7,21,3,4
3.186,7,21,3,4
3.189,7,21,3,4
3.192,7,21,3,4
3.195,7,21,3,4
3.198,7,21,3,4
3.201,7,21,3,4
3.204,7,21,3,4
3.207,7,21,3,4
3.21,7,21,3,4
3.213,7,21,3,4
3.216,7,21,3,4
3.219,7,21,3,4
3.222,7,21,3,4
3.225,7,21,3,4
3.228,7,21,3,4
3.231,7,21,3,4
3.234,7,21,3,4
3.237,7,21,3,4
3.24,7,21,3,4
3.243,7,21,3,4
3.246,7,21,3,4
3.249,7,21,3,4
3.252,7,21,3,4
3.255,7,21,3,4
3.258,7,21,3,4
3.261,7,21,3,4
3.264,7,21,3,4
3.267,7,21,3,4
3.27,7,21,3,4
3.273,7,21,3,4
3.276,7,21,3,4
3.279,7,21,3,4
3.282,7,21,3,4
3.285,7,21,3,4
3.288,7,21,3,4
3.291,7,21,3,4
3.294,7,21,3,4
3.297,7,21,3,4
3.3,7,21,3,4
3.303,7,21,3,4
3.306,7,21,3,4
3.309,7,21,3,4
3.312,7,21,3,4
3.315,7,21,3,4
3.318,7,21,3,4
3.321,7,21,3,4
3.324,7,21,3,4
3.327,7,21,3,4
3.33,7,21,3,4
3.333,7,21,3,4
3.336,7,21,3,4
3.339,7,21,3,4
3.342,7,21,3,4
3.345,7,21,3,4
3.348,7,21,3,4
3.351,7,21,3,4
3.354,7,21,3,4
3.357,7,21,3,4
3.36,7,21,3,4
3.363,7,21,3,4
3.366,7,21,3,4
3.369,7,21,3,4
3.372,7,21,3,4
3.375,7,21,3,4
3.378,7,21,3,4
3.381,7,21,3,4
3.384,7,21,3,4
3.387,7,21,3,4
3.39,7,21,3,4
3.393,7,21,3,4
3.396,7,21,3,4
3.399,7,21,3,4
3.402,7,21,3,4
3.405,7,21,3,4
3.408,7,21,3,4
3.411,7,21,3,4
3.414,7,21,3,4
3.417,7,21,3,4
3.42,7,21,3,4
3.423,7,21,3,4
3.426,7,21,3,4
3.429,7,21,3,4
3.432,7,21,3,4
3.435,6,18,3,4
3.438,6,18,3,4
3.441,6,18,3,4
3.444,6,18,3,4
3.447,6,18,3,4
3.45,6,18,3,4
3.453,6,18,3,4
3.456,6,18,3,4
3.459,6,18,3,4
3.462,6,18,3,4
3.465,6,18,3,4
