"time","C1_v","C3_v","C5_v","L1_i","L2_i"
22.3,0.513153,0.475573,0.5131,0.498857,0.50229
22.4,0.512105,0.475178,0.512087,0.501717,0.49795
22.5,0.510971,0.475005,0.510985,0.504514,0.493702
22.6,0.509761,0.475052,0.509805,0.507226,0.48958
22.7,0.508487,0.475314,0.508559,0.509831,0.485617
22.8,0.507163,0.475785,0.507259,0.512307,0.481846
22.9,0.505799,0.476457,0.505919,0.514637,0.478296
23,0.504408,0.477323,0.504548,0.5168,0.474995
23.1,0.503003,0.478371,0.50316,0.518782,0.471967
23.2,0.501595,0.479588,0.501769,0.52057,0.469233
23.3,0.500198,0.48096,0.500385,0.522152,0.46681
23.4,0.498822,0.482476,0.49902,0.523514,0.464719
23.5,0.49748,0.484118,0.497687,0.52465,0.462969
23.6,0.496182,0.485869,0.496397,0.525556,0.461569
23.7,0.494939,0.487713,0.495159,0.526227,0.460525
23.8,0.49376,0.489634,0.493984,0.526658,0.459844
23.9,0.492656,0.491612,0.492881,0.526852,0.459523
24,0.491633,0.493629,0.491858,0.526812,0.459558
24.1,0.490699,0.495668,0.490923,0.526543,0.459941
24.2,0.489861,0.49771,0.490083,0.526046,0.460669
24.3,0.489126,0.499738,0.489344,0.525333,0.461726
24.4,0.488496,0.501734,0.488709,0.524414,0.463097
24.5,0.487975,0.503682,0.488182,0.523301,0.464762
24.6,0.487568,0.505565,0.487768,0.522004,0.466709
24.7,0.487275,0.507369,0.487467,0.520538,0.468913
24.8,0.487097,0.509078,0.48728,0.51892,0.471348
24.9,0.487031,0.510681,0.487206,0.517167,0.473989
25,0.48708,0.512164,0.487245,0.515294,0.476814
25.1,0.48724,0.513517,0.487395,0.51332,0.479794
25.2,0.487507,0.51473,0.487652,0.511264,0.482898
25.3,0.487876,0.515796,0.488011,0.509147,0.486098
25.4,0.488345,0.516707,0.488469,0.506986,0.489366
25.5,0.488906,0.517457,0.48902,0.5048,0.492671
25.6,0.489554,0.518044,0.489657,0.50261,0.495985
25.7,0.49028,0.518466,0.490372,0.500434,0.499278
25.8,0.491078,0.51872,0.49116,0.498291,0.502522
25.9,0.49194,0.518807,0.492012,0.496199,0.505691
26,0.492857,0.51873,0.492919,0.494176,0.508757
26.1,0.49382,0.518494,0.493872,0.492236,0.511696
26.2,0.49482,0.518101,0.494863,0.490396,0.514484
26.3,0.495848,0.517556,0.495882,0.488671,0.5171
26.4,0.496894,0.516869,0.49692,0.487073,0.519524
26.5,0.49795,0.516049,0.497967,0.485613,0.521738
26.6,0.499005,0.515103,0.499015,0.484302,0.523728
26.7,0.500051,0.514041,0.500054,0.48315,0.525477
26.8,0.501078,0.512876,0.501075,0.482163,0.526976
26.9,0.502079,0.511619,0.50207,0.481346,0.528217
27,0.503045,0.510283,0.503031,0.480704,0.529194
27.1,0.503969,0.508879,0.503949,0.480241,0.529899
27.2,0.504842,0.507422,0.504818,0.479956,0.530333
27.3,0.505659,0.505926,0.50563,0.47985,0.530499
27.4,0.506413,0.504404,0.506381,0.479918,0.530398
27.5,0.507098,0.502868,0.507063,0.480161,0.530033
27.6,0.50771,0.501334,0.507673,0.480571,0.529414
27.7,0.508246,0.499814,0.508206,0.481142,0.528551
27.8,0.508701,0.498321,0.50866,0.481866,0.527457
27.9,0.509073,0.496867,0.50903,0.482736,0.526141
28,0.50936,0.495465,0.509316,0.483741,0.52462
28.1,0.509561,0.494126,0.509517,0.484869,0.522912
28.2,0.509677,0.49286,0.509632,0.486108,0.521035
28.3,0.509706,0.491677,0.509661,0.487448,0.519006
28.4,0.509651,0.490587,0.509606,0.488874,0.516845
28.5,0.509513,0.489596,0.509469,0.490371,0.514575
28.6,0.509296,0.488711,0.509253,0.491927,0.512219
28.7,0.509001,0.487939,0.508959,0.493527,0.509794
28.8,0.508633,0.487285,0.508592,0.495156,0.507324
28.9,0.508197,0.486752,0.508158,0.496799,0.504833
29,0.507698,0.486342,0.50766,0.498442,0.502343
29.1,0.50714,0.486058,0.507104,0.500071,0.499873
29.2,0.50653,0.485899,0.506495,0.501672,0.497445
29.3,0.505873,0.485865,0.50584,0.503232,0.49508
29.4,0.505177,0.485953,0.505146,0.504737,0.492797
29.5,0.504448,0.486162,0.504419,0.506176,0.490615
29.6,0.503692,0.486488,0.503665,0.507538,0.488551
29.7,0.502917,0.486926,0.502892,0.508811,0.486621
29.8,0.50213,0.487468,0.502107,0.509986,0.484838
29.9,0.501338,0.48811,0.501317,0.511056,0.483217
30,0.500548,0.488845,0.500529,0.512011,0.481769
30.1,0.499766,0.489664,0.499749,0.512846,0.480503
30.2,0.498999,0.490558,0.498984,0.513556,0.479426
30.3,0.498254,0.491519,0.498241,0.514137,0.478545
30.4,0.497537,0.492539,0.497525,0.514585,0.477866
30.5,0.496853,0.493605,0.496843,0.514899,0.47739
30.6,0.496208,0.494709,0.4962,0.51508,0.477117
30.7,0.495607,0.495839,0.4956,0.515127,0.477047
30.8,0.495054,0.496988,0.495048,0.515041,0.477178
30.9,0.494553,0.498143,0.494549,0.514826,0.477504
31,0.494107,0.499295,0.494105,0.514488,0.478018
31.1,0.49372,0.500433,0.493719,0.51403,0.478714
31.2,0.493395,0.501549,0.493394,0.513457,0.479585
31.3,0.493132,0.502632,0.493133,0.512777,0.480617
31.4,0.492932,0.503675,0.492934,0.511998,0.4818
31.5,0.492797,0.504668,0.4928,0.511129,0.483119
31.6,0.492728,0.505604,0.492731,0.510177,0.484564
31.7,0.492722,0.506476,0.492726,0.509154,0.486119
31.8,0.492779,0.507277,0.492784,0.508068,0.487767
31.9,0.492898,0.508002,0.492903,0.506931,0.489493
32,0.493077,0.508645,0.493083,0.505753,0.491282
32.1,0.493312,0.509202,0.493319,0.504544,0.493117
32.2,0.493602,0.509671,0.493609,0.503317,0.49498
32.3,0.493941,0.510048,0.493949,0.502082,0.496855
32.4,0.494328,0.510332,0.494336,0.500849,0.498727
32.5,0.494758,0.510521,0.494766,0.499629,0.500578
32.6,0.495226,0.510616,0.495234,0.498434,0.502393
32.7,0.495727,0.510618,0.495734,0.497272,0.504157
32.8,0.496256,0.510527,0.496264,0.496153,0.505855
32.9,0.49681,0.510346,0.496818,0.495086,0.507475
33,0.497382,0.510079,0.49739,0.49408,0.509002
33.1,0.497966,0.50973,0.497974,0.493141,0.510426
33.2,0.498559,0.509302,0.498566,0.492279,0.511736
33.3,0.499154,0.5088,0.499161,0.491497,0.512921
33.4,0.499746,0.508231,0.499754,0.490802,0.513976
33.5,0.500331,0.5076,0.500338,0.490199,0.514892
33.6,0.500903,0.506914,0.50091,0.48969,0.515663
33.7,0.501457,0.506179,0.501464,0.48928,0.516285
33.8,0.50199,0.505403,0.501997,0.48897,0.516756
33.9,0.502496,0.504593,0.502503,0.488759,0.517075
34,0.502972,0.503758,0.502979,0.48865,0.51724
34.1,0.503415,0.502903,0.503421,0.488641,0.517252
34.2,0.50382,0.502038,0.503826,0.488731,0.517115
34.3,0.504186,0.501169,0.504192,0.488917,0.516833
34.4,0.504509,0.500305,0.504514,0.489195,0.516409
34.5,0.504788,0.499453,0.504793,0.489563,0.51585
34.6,0.50502,0.49862,0.505025,0.490015,0.515163
34.7,0.505205,0.497813,0.50521,0.490546,0.514357
34.8,0.505342,0.497038,0.505346,0.491149,0.51344
34.9,0.505431,0.496302,0.505434,0.49182,0.512421
35,0.50547,0.495611,0.505474,0.49255,0.511311
35.1,0.505462,0.494969,0.505465,0.493332,0.510123
35.2,0.505407,0.494381,0.50541,0.494159,0.508867
35.3,0.505305,0.493852,0.505308,0.495022,0.507555
35.4,0.505159,0.493385,0.505162,0.495915,0.506199
35.5,0.504972,0.492983,0.504973,0.496827,0.504813
35.6,0.504744,0.492648,0.504745,0.497752,0.503409
35.7,0.504479,0.492383,0.50448,0.498681,0.501998
35.8,0.504179,0.492189,0.50418,0.499606,0.500593
35.9,0.503848,0.492065,0.503849,0.500518,0.499207
36,0.50349,0.492012,0.503491,0.501411,0.497851
36.1,0.503107,0.492029,0.503108,0.502277,0.496537
36.2,0.502704,0.492115,0.502704,0.503108,0.495274
36.3,0.502284,0.492268,0.502284,0.503898,0.494073
36.4,0.501852,0.492485,0.501851,0.504642,0.492944
36.5,0.50141,0.492764,0.50141,0.505333,0.491895
36.6,0.500964,0.493101,0.500963,0.505965,0.490934
36.7,0.500517,0.493492,0.500516,0.506536,0.490068
36.8,0.500073,0.493932,0.500072,0.507041,0.489301
36.9,0.499636,0.494418,0.499634,0.507476,0.488641
37,0.499209,0.494944,0.499207,0.507839,0.48809
37.1,0.498796,0.495505,0.498794,0.508128,0.487652
37.2,0.498401,0.496095,0.498399,0.508342,0.487327
37.3,0.498026,0.49671,0.498024,0.508479,0.487118
37.4,0.497674,0.497342,0.497672,0.508541,0.487024
37.5,0.497349,0.497988,0.497346,0.508528,0.487044
37.6,0.497052,0.498639,0.497049,0.508442,0.487175
37.7,0.496785,0.499292,0.496783,0.508284,0.487416
37.8,0.496551,0.499939,0.496548,0.508056,0.487762
37.9,0.496351,0.500577,0.496348,0.507762,0.488208
38,0.496185,0.501198,0.496182,0.507407,0.488748
38.1,0.496056,0.501799,0.496053,0.506993,0.489377
38.2,0.495962,0.502375,0.49596,0.506525,0.490088
38.3,0.495906,0.50292,0.495903,0.506009,0.490873
38.4,0.495885,0.50343,0.495883,0.50545,0.491722
38.5,0.495901,0.503903,0.495898,0.504852,0.49263
38.6,0.495952,0.504333,0.495949,0.504223,0.493587
38.7,0.496037,0.504719,0.496035,0.503567,0.494583
38.8,0.496155,0.505058,0.496153,0.502892,0.495609
38.9,0.496304,0.505347,0.496302,0.502203,0.496655
39,0.496484,0.505584,0.496481,0.501506,0.497714
39.1,0.49669,0.50577,0.496688,0.500808,0.498774
39.2,0.496921,0.505902,0.49692,0.500115,0.499828
39.3,0.497176,0.505981,0.497174,0.499432,0.500865
39.4,0.49745,0.506007,0.497449,0.498766,0.501877
39.5,0.497743,0.50598,0.497741,0.498121,0.502856
39.6,0.498049,0.505903,0.498048,0.497504,0.503794
39.7,0.498368,0.505775,0.498366,0.496918,0.504683
39.8,0.498695,0.505599,0.498694,0.496369,0.505517
39.9,0.499028,0.505378,0.499027,0.495861,0.506288
40,0.499364,0.505114,0.499363,0.495397,0.506993
40.1,0.4997,0.50481,0.499699,0.494981,0.507626
40.2,0.500032,0.50447,0.500032,0.494615,0.508181
40.3,0.500359,0.504096,0.500359,0.494302,0.508656
40.4,0.500678,0.503693,0.500678,0.494044,0.509049
40.5,0.500985,0.503266,0.500985,0.493841,0.509356
40.6,0.501278,0.502816,0.501279,0.493696,0.509577
40.7,0.501556,0.50235,0.501556,0.493607,0.509712
40.8,0.501815,0.501872,0.501816,0.493575,0.50976
40.9,0.502054,0.501385,0.502055,0.493599,0.509723
41,0.502272,0.500895,0.502273,0.493679,0.509602
41.1,0.502466,0.500404,0.502467,0.493812,0.5094
41.2,0.502635,0.499919,0.502637,0.493996,0.50912
41.3,0.502779,0.499443,0.502781,0.494229,0.508767
41.4,0.502897,0.498979,0.502898,0.494509,0.508342
41.5,0.502987,0.498532,0.502988,0.494831,0.507852
41.6,0.50305,0.498105,0.503051,0.495192,0.507303
41.7,0.503085,0.497702,0.503087,0.495589,0.5067
41.8,0.503093,0.497325,0.503095,0.496018,0.506049
41.9,0.503074,0.496978,0.503076,0.496474,0.505356
42,0.503029,0.496663,0.503031,0.496953,0.504628
42.1,0.502959,0.496382,0.50296,0.49745,0.503873
42.2,0.502864,0.496137,0.502865,0.497961,0.503097
42.3,0.502745,0.49593,0.502747,0.498481,0.502307
42.4,0.502605,0.495761,0.502607,0.499006,0.50151
42.5,0.502445,0.495632,0.502446,0.49953,0.500714
42.6,0.502266,0.495543,0.502268,0.500049,0.499924
42.7,0.502071,0.495494,0.502072,0.50056,0.499149
42.8,0.50186,0.495485,0.501862,0.501057,0.498394
42.9,0.501638,0.495515,0.501639,0.501537,0.497665
43,0.501405,0.495584,0.501406,0.501995,0.496969
43.1,0.501163,0.495689,0.501164,0.502428,0.496311
43.2,0.500916,0.495831,0.500917,0.502833,0.495696
43.3,0.500665,0.496005,0.500665,0.503207,0.495128
43.4,0.500412,0.496212,0.500413,0.503546,0.494613
43.5,0.50016,0.496448,0.50016,0.503849,0.494152
43.6,0.499911,0.496711,0.499911,0.504114,0.49375
43.7,0.499666,0.496998,0.499667,0.504339,0.493409
43.8,0.499429,0.497306,0.499429,0.504522,0.49313
43.9,0.499201,0.497632,0.499201,0.504663,0.492916
44,0.498983,0.497973,0.498983,0.504762,0.492767
44.1,0.498778,0.498326,0.498778,0.504817,0.492683
44.2,0.498587,0.498688,0.498586,0.50483,0.492663
44.3,0.498411,0.499055,0.49841,0.5048,0.492708
44.4,0.498252,0.499424,0.498251,0.50473,0.492815
44.5,0.498111,0.499792,0.49811,0.50462,0.492982
44.6,0.497988,0.500155,0.497988,0.504472,0.493207
44.7,0.497885,0.500511,0.497885,0.504287,0.493488
44.8,0.497802,0.500857,0.497802,0.504068,0.49382
44.9,0.49774,0.501189,0.497739,0.503818,0.4942
45,0.497698,0.501506,0.497697,0.503539,0.494624
45.1,0.497677,0.501804,0.497676,0.503234,0.495088
45.2,0.497676,0.502082,0.497675,0.502906,0.495586
45.3,0.497695,0.502337,0.497694,0.502558,0.496114
45.4,0.497734,0.502567,0.497733,0.502194,0.496667
45.5,0.497792,0.502771,0.497791,0.501818,0.497239
45.6,0.497869,0.502948,0.497868,0.501431,0.497826
45.7,0.497962,0.503096,0.497961,0.501039,0.498422
45.8,0.498071,0.503215,0.49807,0.500644,0.499021
45.9,0.498196,0.503305,0.498195,0.500251,0.499619
46,0.498334,0.503363,0.498333,0.499861,0.500211
46.1,0.498484,0.503392,0.498483,0.49948,0.50079
46.2,0.498644,0.503392,0.498643,0.499109,0.501353
46.3,0.498814,0.503361,0.498813,0.498753,0.501895
46.4,0.498991,0.503302,0.49899,0.498413,0.502411
46.5,0.499174,0.503216,0.499173,0.498093,0.502898
46.6,0.499361,0.503103,0.49936,0.497794,0.503351
46.7,0.49955,0.502965,0.499549,0.49752,0.503768
46.8,0.49974,0.502802,0.49974,0.497272,0.504144
46.9,0.499929,0.502618,0.499929,0.497053,0.504477
47,0.500116,0.502414,0.500116,0.496864,0.504764
47.1,0.500299,0.502191,0.500298,0.496706,0.505004
47.2,0.500476,0.501953,0.500476,0.49658,0.505196
47.3,0.500646,0.5017,0.500646,0.496486,0.505337
47.4,0.500807,0.501436,0.500807,0.496426,0.505429
47.5,0.500959,0.501163,0.500959,0.496399,0.50547
47.6,0.501099,0.500885,0.501099,0.496406,0.50546
47.7,0.501227,0.500603,0.501227,0.496444,0.505401
47.8,0.501341,0.500321,0.501342,0.496514,0.505295
47.9,0.501442,0.500042,0.501442,0.496613,0.505144
48,0.501528,0.499768,0.501528,0.49674,0.504952
48.1,0.501598,0.499503,0.501598,0.496892,0.504721
48.2,0.501652,0.499249,0.501653,0.497068,0.504453
48.3,0.501691,0.499002,0.501691,0.497273,0.504143
48.4,0.501713,0.498769,0.501713,0.497499,0.5038
48.5,0.501719,0.498551,0.501719,0.497743,0.503428
48.6,0.501709,0.498351,0.50171,0.498003,0.503033
