"time","mu","x0","der(x0)","x1","der(x1)"
1.70000000000000E+00,1.00000000000000E+00,7.92848955781282E-01,-1.34618150575718E+00,-1.34618150575718E+00,-1.29280802314529E+00
1.80000000000000E+00,1.00000000000000E+00,6.51126506151007E-01,-1.48515136775981E+00,-1.48515136775981E+00,-1.50662459455504E+00
1.90000000000000E+00,1.00000000000000E+00,4.94375448309054E-01,-1.64631572481051E+00,-1.64631572481051E+00,-1.73831994765509E+00
2.00000000000000E+00,1.00000000000000E+00,3.20338780360805E-01,-1.83040922525319E+00,-1.83040922525319E+00,-1.96291702258153E+00
2.10000000000000E+00,1.00000000000000E+00,1.26695690088475E-01,-2.03432186975929E+00,-2.03432186975929E+00,-2.12836303635729E+00
2.20000000000000E+00,1.00000000000000E+00,-8.76916963928742E-02,-2.24759534587202E+00,-2.24759534587202E+00,-2.14262001523271E+00
2.30000000000000E+00,1.00000000000000E+00,-3.22119636346457E-01,-2.44448216690448E+00,-2.44448216690448E+00,-1.86872046947564E+00
2.40000000000000E+00,1.00000000000000E+00,-5.73255627096387E-01,-2.59490016152438E+00,-2.59490016152438E+00,-1.16890321722497E+00
2.50000000000000E+00,1.00000000000000E+00,-8.33747859820135E-01,-2.65170353717284E+00,-2.65170353717284E+00,2.53375702509016E-02
2.60000000000000E+00,1.00000000000000E+00,-1.09186798200499E+00,-2.56934066921812E+00,-2.56934066921812E+00,1.58563279828503E+00
2.70000000000000E+00,1.00000000000000E+00,-1.33319686498042E+00,-2.32933263373307E+00,-2.32933263373307E+00,3.14405238743005E+00
2.80000000000000E+00,1.00000000000000E+00,-1.54414759011900E+00,-1.95761646216520E+00,-1.95761646216520E+00,4.25425572887086E+00
2.90000000000000E+00,1.00000000000000E+00,-1.71550911616320E+00,-1.51566926488779E+00,-1.51566926488779E+00,4.66041134315777E+00
3.00000000000000E+00,1.00000000000000E+00,-1.84420166193523E+00,-1.07358055635547E+00,-1.07358055635547E+00,4.42195421714186E+00
3.10000000000000E+00,1.00000000000000E+00,-1.93202523126249E+00,-6.73890810985381E-01,-6.73890810985381E-01,3.77358113520960E+00
3.20000000000000E+00,1.00000000000000E+00,-1.98408008585875E+00,-3.41704972272358E-01,-3.41704972272358E-01,2.98752195035592E+00
3.30000000000000E+00,1.00000000000000E+00,-2.00682740893986E+00,-8.09355732298883E-02,-8.09355732298883E-02,2.25184822234580E+00
3.40000000000000E+00,1.00000000000000E+00,-2.00664412599168E+00,1.16485859616989E-01,1.16485859616989E-01,1.65408561803096E+00
3.50000000000000E+00,1.00000000000000E+00,-1.98902747835498E+00,2.63333299791525E-01,2.63333299791525E-01,1.21055359597081E+00
3.60000000000000E+00,1.00000000000000E+00,-1.95831083901253E+00,3.72666351934922E-01,3.72666351934922E-01,9.01808684413536E-01
3.70000000000000E+00,1.00000000000000E+00,-1.91769016623409E+00,4.55726894948563E-01,4.55726894948563E-01,6.97465193130715E-01
3.80000000000000E+00,1.00000000000000E+00,-1.86939502678559E+00,5.21323727822964E-01,5.21323727822964E-01,5.68881166957530E-01
3.90000000000000E+00,1.00000000000000E+00,-1.81489716978121E+00,5.75992157813992E-01,5.75992157813992E-01,4.93656558150412E-01
4.00000000000000E+00,1.00000000000000E+00,-1.75510090159121E+00,6.24454737821554E-01,6.24454737821554E-01,4.55998269443117E-01
4.10000000000000E+00,1.00000000000000E+00,-1.69049379526929E+00,6.70125253873896E-01,6.70125253873896E-01,4.45555690335727E-01
4.20000000000000E+00,1.00000000000000E+00,-1.62125508872330E+00,7.15545066576737E-01,7.15545066576737E-01,4.56012800372530E-01
4.30000000000000E+00,1.00000000000000E+00,-1.54732729865042E+00,7.62723318360417E-01,7.62723318360417E-01,4.83921844354913E-01
4.40000000000000E+00,1.00000000000000E+00,-1.46845868900393E+00,8.13390194330546E-01,8.13390194330546E-01,5.27877920600474E-01
4.50000000000000E+00,1.00000000000000E+00,-1.38422352343874E+00,8.69184435242962E-01,8.69184435242962E-01,5.87985598058310E-01
4.60000000000000E+00,1.00000000000000E+00,-1.29402541990167E+00,9.31795725227855E-01,9.31795725227855E-01,6.65527537788817E-01
4.70000000000000E+00,1.00000000000000E+00,-1.19708762092871E+00,1.00307646690635E+00,1.00307646690635E+00,7.62736680825505E-01
4.80000000000000E+00,1.00000000000000E+00,-1.09243313520550E+00,1.08512829098039E+00,1.08512829098039E+00,8.82558304366121E-01
4.90000000000000E+00,1.00000000000000E+00,-9.78857935777209E-01,1.18035556280500E+00,1.18035556280500E+00,1.02824063855648E+00
5.00000000000000E+00,1.00000000000000E+00,-8.54977775428923E-01,1.29133149814039E+00,1.29133149814039E+00,1.20236274028702E+00
