"Time","iAC","iAC_0","iAC_1","Losses","uAC","uAC_0","uAC_1","uDC"
0.241890017,0.074329564,-1.756164035,1.681834471,0.789201566,317.9718961,-561.6141537,243.6422576,557.6118389
0.261849226,0.080454259,-2.196727251,2.116272991,0.789574497,320.702391,-560.9504423,240.2480513,556.9472512
0.284850055,0.087507895,-2.780776186,2.69326829,0.790362488,323.8472528,-560.1865227,236.3392699,556.182169
0.311678618,0.095730041,-3.557803648,3.462073606,0.791737209,327.5135082,-559.2968794,231.7833711,555.2909781
0.343384723,0.105437741,-4.59684086,4.491403119,0.793946711,331.8427491,-558.2476517,226.4049026,554.23968
0.381508141,0.117096788,-5.998486461,5.881389673,0.797360996,337.0431827,-556.9894604,219.9462777,552.9786945
0.428450134,0.131429069,-7.914766358,7.783337289,0.802552214,343.4374962,-555.4457919,212.0082957,551.4312047
0.48857885,0.149745774,-10.59955395,10.44980818,0.810490118,351.6120369,-553.4781505,201.8661136,549.4582081
0.571960315,0.175055567,-14.56098228,14.38592671,0.823134655,362.9121269,-550.7685115,187.8563846,546.7406661
0.722946837,0.220569318,-21.53586157,21.31529226,0.84718312,383.2430087,-545.9164792,162.6734706,541.8747199
0.823860214,0.250718239,-25.49331473,25.24259649,0.861727,396.7136848,-542.7088803,145.9951955,538.6592298
0.928967799,0.281852223,-28.36022561,28.07837339,0.872786875,410.6209103,-539.3893156,128.7684053,535.3339557
1.018729048,0.308198189,-29.41079347,29.10259528,0.877267273,422.3809054,-536.5633132,114.1824078,532.5058729
1.098342554,0.331361564,-28.9858851,28.65452353,0.876209249,432.708805,-534.0557145,101.3469095,529.9991422
1.170367503,0.352138571,-27.31083785,26.95869928,0.870360208,441.9592048,-531.779487,89.82028218,527.726281
1.235617926,0.370806274,-24.59864384,24.22783757,0.860485451,450.2560253,-529.7054062,79.44938089,525.6576391
1.294288145,0.387458317,-21.09386678,20.70640846,0.84750861,457.6424427,-527.8261812,70.18373849,523.7854366
1.346296709,0.402110031,-17.07683688,16.67472685,0.832511132,464.1279464,-526.1454591,62.01751278,522.1127598
1.391428457,0.414737288,-12.85462259,12.4398853,0.816682523,469.7053983,-524.6730937,54.96769541,520.6488485
1.42937777,0.425290849,-8.748800282,8.323509433,0.801263649,474.3573343,-523.4233941,49.06605981,519.4073687
1.451719508,0.431475596,-6.08613613,5.654660534,0.791260443,477.0790786,-522.6821297,45.60305113,518.6714343
1.467922634,0.435947987,-4.03830661,3.602358623,0.783568017,479.0450894,-522.1417562,43.09666675,518.1351598
1.478111496,0.438754322,-2.699568982,2.26081466,0.778540256,480.277733,-521.8007054,41.52297244,517.7967886
1.483239976,0.440165353,-2.010680203,1.57051485,0.775953633,480.8972285,-521.6286634,40.73143488,517.6261255
1.488368457,0.441575021,-1.31164837,0.870073349,0.773329218,481.5159131,-521.4563638,39.94045064,517.455225
1.490884969,0.442266451,-0.96491614,0.522649689,0.772027679,481.8193078,-521.3717223,39.55241449,517.3712774
1.490884979,0.442266454,-0.964914757,0.522648304,0.772027674,481.819309,-521.3717219,39.55241295,517.3712771
1.490884989,0.442266457,-0.964913375,0.522646918,0.772027669,481.8193102,-521.3717216,39.55241141,517.3712768
1.490884999,0.442266459,-0.964911992,0.522645533,0.772027664,481.8193114,-521.3717213,39.55240987,517.3712764
1.490885009,0.442266462,-0.964910609,0.522644147,0.772027658,481.8193126,-521.3717209,39.55240833,517.3712761
1.490885019,0.442266465,-0.964909226,0.522642762,0.772027653,481.8193138,-521.3717206,39.55240679,517.3712758
1.490885029,0.442266467,-0.964907844,0.522641376,0.772027648,481.819315,-521.3717202,39.55240525,517.3712754
1.490885229,0.442266522,-0.96488019,0.522613667,0.772027544,481.8193391,-521.3717135,39.55237444,517.3712688
1.490887229,0.442267071,-0.964603647,0.522336575,0.772026506,481.8195799,-521.3716462,39.55206632,517.371202
1.490894188,0.442268981,-0.963641354,0.521372372,0.772022893,481.8204179,-521.3714121,39.55099415,517.3709698
1.490894198,0.442268984,-0.963639971,0.521370987,0.772022888,481.8204191,-521.3714117,39.55099261,517.3709695
1.490894208,0.442268987,-0.963638588,0.521369602,0.772022173,481.8204203,-521.3707276,39.55030727,517.3709691
1.490894383,0.442269023,-0.963614403,0.52134538,0.7720095,481.8204352,-521.358614,39.53817886,517.3709633
1.490896133,0.442268796,-0.963373134,0.521104337,0.771883158,481.8202926,-521.2380631,39.41777046,517.3709049
1.490913633,0.442208263,-0.961023464,0.5188152,0.770660216,481.7897318,-520.0932002,38.30346839,517.3703209
1.491001133,0.440888691,-0.950803913,0.509915223,0.765473214,481.1284753,-515.6417412,34.51326589,517.367401
1.491199027,0.435936666,-0.934883497,0.498946831,0.757723836,478.6491451,-510.1542276,31.50508252,517.3607971
1.491489464,0.43030503,-0.922824416,0.492519387,0.752054143,475.8284687,-506.9356471,31.10717838,517.3511047
1.492029276,0.426555925,-0.915217906,0.488661982,0.748502963,473.9449015,-504.9979298,31.05302835,517.3330903
1.492993469,0.426062002,-0.913850836,0.487788835,0.747796723,473.6818499,-504.5452665,30.8634166,517.3009132
1.495929093,0.426865888,-0.91444244,0.487576552,0.747834318,474.03481,-504.3901421,30.35533215,517.2029457
1.506423147,0.429153146,-0.915269015,0.486115868,0.747378846,475.0033372,-503.4846981,28.48136089,516.8527391
1.529403018,0.434414453,-0.917655149,0.483240696,0.746676025,477.2505539,-501.6636755,24.41312158,516.0858599
1.56461202,0.442171513,-0.920641896,0.478470382,0.745362889,480.5415986,-498.6910332,18.14943455,514.9108805
1.609288107,0.452021433,-0.924489284,0.472467851,0.743851184,484.7211151,-494.9443238,10.22320871,513.4199828
1.659465053,0.462697395,-0.92798644,0.465289044,0.741938422,489.2218755,-490.5176999,1.295824371,511.7455311
1.713660602,0.474105972,-0.931562697,0.457456725,0.739976641,494.0219008,-485.6972769,-8.324623885,509.9369938
1.769257145,0.485369292,-0.934313238,0.448943946,0.737746484,498.7259304,-480.5132573,-18.21267314,508.081724
1.82659672,0.496805831,-0.936844537,0.440038706,0.735524402,503.4874963,-475.1039339,-28.38356242,506.1683083
1.883838629,0.507764119,-0.938430778,0.430666659,0.733087689,508.011575,-469.4628446,-38.54873031,504.2581702
1.885848026,0.508191116,-0.938590675,0.430399559,0.733054546,508.1915473,-469.2957687,-38.89577857,504.1911178
1.885848036,0.508191118,-0.938590674,0.430399556,0.733054545,508.1915479,-469.2957673,-38.89578054,504.1911175
1.885848211,0.508191148,-0.938590661,0.430399513,0.733054512,508.191542,-469.2957427,-38.89579933,504.1911116
1.885849961,0.508191455,-0.938590533,0.430399079,0.733054178,508.1914836,-469.2954963,-38.89598733,504.1910532
1.885867461,0.50819469,-0.938589399,0.430394709,0.733050827,508.1908997,-469.2930197,-38.89787995,504.1904693
1.885954961,0.508215406,-0.938587718,0.430372312,0.733033853,508.1879799,-469.280361,-38.90761882,504.1875494
1.886392461,0.508428577,-0.938682976,0.4302544,0.73294687,508.1733811,-469.2141055,-38.95927556,504.1729503
1.888579961,0.512166613,-0.9418155,0.429648887,0.73251599,508.1003928,-468.8748548,-39.22553807,504.099955
1.89495336,0.548331998,-0.976217267,0.427885269,0.731364282,507.8877965,-467.8867465,-40.00105003,503.8872877
1.901451177,0.62386709,-1.049951838,0.426084749,0.730347314,507.6711514,-466.8781632,-40.79298823,503.6704929
1.908198872,0.743495179,-1.167708928,0.424213749,0.729459429,507.4463011,-465.8302372,-41.61606396,503.4454048
1.915326904,0.915297047,-1.337531686,0.422234639,0.72870661,507.208937,-464.7219991,-42.48693789,503.2076986
1.922967185,1.151090842,-1.571202321,0.42011148,0.728110833,506.9547218,-463.5333108,-43.42141103,502.9530134
1.931263471,1.467416045,-1.885218844,0.417802798,0.727710193,506.6789523,-462.2410843,-44.43786806,502.6766131
1.940367838,1.886484132,-2.301750558,0.415266426,0.727565265,506.3766889,-460.821765,-45.55492395,502.3735135
1.950450273,2.437998101,-2.850451297,0.412453197,0.727763242,506.0424545,-459.2480319,-46.79442258,502.0381781
1.961696794,3.161024608,-3.570335276,0.409310667,0.72842763,505.6703235,-457.4907001,-48.17962339,501.6646035
1.974318979,4.107119666,-4.512896965,0.405777299,0.729728289,505.2536447,-455.5156749,-49.73796972,501.2460352
1.988553962,5.343772279,-5.745557426,0.401785147,0.731897479,504.7850991,-453.2853241,-51.49977496,500.7750193
2.004674864,6.959728063,-7.356982133,0.397254069,0.735249772,504.2564412,-450.7554539,-53.50098724,500.2431329
2.022993327,9.071191871,-9.46328515,0.392093279,0.740210213,503.6585431,-447.8761072,-55.78243595,499.641016
2.043872224,11.83098792,-12.21718294,0.38619502,0.747352137,502.9811699,-444.5882881,-58.39288179,498.9581276
2.067732182,15.43971411,-15.81914869,0.379434579,0.757449018,502.2130549,-440.8240067,-61.38904819,498.1828004
2.095068997,20.16180107,-20.53346362,0.371662544,0.77154712,501.341774,-436.5023448,-64.83942915,497.3020814
2.126467329,26.34581434,-26.70851662,0.362702282,0.791066073,500.3539754,-431.5283099,-68.8256655,496.3019217
2.162627905,34.45341696,-34.80575601,0.352339058,0.817944731,499.2355479,-425.787479,-73.44806893,495.1672872
2.204395983,45.09739052,-45.43770306,0.340312544,0.85485009,497.9723415,-419.142613,-78.82972857,493.8828023
2.252810885,59.09632986,-59.42262859,0.326298726,0.905492831,496.5511945,-411.4251235,-85.12607097,492.4336685
2.309170009,77.54996364,-77.85985447,0.309890834,0.975104572,494.9621241,-402.4266341,-92.53548995,490.807704
2.375137786,101.951321,-102.2418832,0.290562281,1.071201206,493.2019506,-391.882261,-101.3196896,488.9987436
2.452914583,134.3534937,-134.621108,0.267614279,1.204832698,491.2811861,-379.4478662,-111.8333199,487.0131938
2.545546203,177.6401289,-177.8802047,0.240075808,1.392770387,489.2366193,-364.6563336,-124.5802857,484.8820771
2.657513207,235.9913544,-236.1978746,0.206520168,1.661576328,487.1566008,-346.8384877,-140.3181131,482.6853854
2.796051601,315.8085283,-315.9731803,0.16465196,2.056065529,485.236127,-324.9441257,-160.2920013,480.6053152
2.974706313,427.9327924,-428.0430037,0.110211312,2.660044088,483.9207378,-297.0660799,-186.8546578,479.0657289
3.226973024,595.2217379,-595.2545261,0.032788209,3.666197329,484.4303125,-258.6092772,-225.8210353,479.2408039
3.634377025,855.1138731,-855.0214018,-0.09247135,5.477606203,491.0322759,-199.2804166,-291.7518593,485.323121
3.925550012,1010.844803,-1010.663616,-0.181186993,6.713999483,499.7232271,-159.2680266,-340.4552006,493.7027162
4.223374873,1121.037436,-1120.767081,-0.270355693,7.672347712,511.1531089,-120.3985726,-390.7545363,504.9123244
4.483725544,1163.752535,-1163.406141,-0.346394068,8.089933304,522.3633694,-87.98447738,-434.378892,516.0372531
4.721192516,1150.74819,-1150.334449,-0.413741563,8.030131502,532.7185521,-59.48828767,-473.2302644,526.4185326
4.942653154,1089.168492,-1088.694009,-0.47448332,7.5589963,541.7254359,-33.62082078,-508.1046151,535.5486547
5.150245559,985.626231,-985.0968895,-0.529341551,6.762607942,548.9333745,-9.795647278,-539.1377273,542.9637473
5.182558323,965.4402048,-964.9025206,-0.537684191,6.610313181,549.913864,-6.114567766,-543.7992962,543.9846192
5.214871086,944.1478252,-943.6018544,-0.545970837,6.45096661,550.8474506,-2.438033682,-548.4094169,544.9608007
5.225642007,936.8044547,-936.2557337,-0.548720966,6.396330916,551.1478701,-1.213177439,-549.9346926,545.2759103
5.228098409,935.1125175,-934.5631705,-0.549346981,6.383766199,551.2156089,-0.934039216,-550.2815697,545.3470338
5.228098419,935.1125106,-934.5631636,-0.549346984,6.383766148,551.2156092,-0.934038076,-550.2815711,545.347034
5.228098429,935.1125037,-934.5631567,-0.549346986,6.383766097,551.2156094,-0.934036937,-550.2815725,545.3470343
5.228098439,935.1124968,-934.5631498,-0.549346989,6.383766045,551.2156097,-0.934035797,-550.2815739,545.3470346
5.228098449,935.1124899,-934.5631429,-0.549346991,6.383765994,551.21561,-0.934034658,-550.2815753,545.3470349
5.228098459,935.112483,-934.563136,-0.549346994,6.383765943,551.2156103,-0.934033518,-550.2815767,545.3470352
5.228098469,935.1124761,-934.5631291,-0.549346996,6.383765892,551.2156105,-0.934032378,-550.2815782,545.3470355
5.228098632,935.112364,-934.5630169,-0.549347038,6.38376506,551.215615,-0.934013869,-550.2816011,545.3470402
5.228098642,935.1123571,-934.56301,-0.54934704,6.383765008,551.2156153,-0.934012729,-550.2816025,545.3470405
5.228098842,935.112219,-934.562872,-0.549347092,6.383763959,551.2156208,-0.934012591,-550.2816082,545.3470462
5.228100842,935.1108389,-934.5614913,-0.549347605,6.383753466,551.2156758,-0.93401121,-550.2816646,545.347104
5.228120842,935.097037,-934.547684,-0.54935302,6.383648534,551.2162261,-0.933997397,-550.2822288,545.347682
5.228220842,935.028025,-934.4786374,-0.549387628,6.383123848,551.2189775,-0.933928316,-550.2850492,545.3505714
5.228720842,934.6829005,-934.1331515,-0.54974897,6.380499829,551.2327273,-0.933582469,-550.2991448,545.3650118
5.231220842,932.9556575,-932.3993945,-0.556263002,6.367365046,551.3012953,-0.9318422,-550.3694531,545.437041
5.235434814,930.0381236,-929.4531252,-0.584998351,6.345170078,551.4161904,-0.928867198,-550.4873232,545.5578001
5.239756451,927.0380775,-926.4004643,-0.637613183,6.322336766,551.5331294,-0.925761925,-550.6073674,545.680792
5.24426844,923.8972773,-923.1797291,-0.717548215,6.298421495,551.6542531,-0.922461258,-550.7317919,545.8082776
5.249055047,920.5556958,-919.7254335,-0.83026232,6.272966432,551.7816674,-0.918894252,-550.8627731,545.942488
5.254204038,916.950072,-915.9664862,-0.983585837,6.245488557,551.9174812,-0.914981985,-551.0024992,546.0856667
5.259808536,913.0124468,-911.8241962,-1.188250579,6.21546861,552.0638367,-0.910635035,-551.1532016,546.2401023
5.265968924,908.6685933,-907.2099617,-1.458631674,6.182339273,552.222931,-0.905750424,-551.3171806,546.4081551
5.272794827,903.836301,-902.0225495,-1.813751498,6.145472367,552.3970307,-0.900207898,-551.4968228,546.5922748
5.280407215,898.423462,-896.144847,-2.27861499,6.104164758,552.5884739,-0.893865338,-551.6946085,546.7950089
5.288940675,892.3258962,-889.4399267,-2.88596958,6.057622641,552.7996607,-0.886553071,-551.9131076,547.0189987
5.298545888,885.4248389,-881.7462255,-3.678613345,6.004943861,553.0330248,-0.878066734,-552.1549581,547.266958
5.309392385,877.5839954,-872.8715812,-4.712414196,5.945097958,553.2909814,-0.868158299,-552.4228231,547.5416307
5.321671625,868.6460525,-862.585799,-6.060253488,5.876903671,553.5758437,-0.856524689,-552.719319,547.8457172
5.335600459,858.4285052,-850.6113319,-7.817173264,5.799003846,553.8896939,-0.842793316,-553.0469005,548.1817601
5.351425059,846.7186278,-836.6115358,-10.10709199,5.709837971,554.2341955,-0.826503617,-553.4076919,548.5519722
5.369425382,833.2673749,-820.1758096,-13.09156537,5.607613182,554.6103219,-0.807083437,-553.8032385,548.9579863
5.389920261,817.7819465,-800.8007319,-16.98121459,5.49027563,555.0179716,-0.783818733,-554.2341529,549.4004974
5.413273219,799.9166832,-777.8660483,-22.05063491,5.355485901,555.4554281,-0.755814658,-554.6996134,549.8787547
5.439899133,779.2618822,-750.6040361,-28.65784606,5.200605281,555.9186059,-0.721945468,-555.1966604,550.3898503
5.470271874,755.3300247,-718.0603533,-37.26967136,5.022704835,556.4000031,-0.680790001,-555.7192131,550.9277241
5.504933074,727.538805,-679.0439476,-48.49485743,4.818617985,556.8872499,-0.63054846,-556.2567014,551.4817795
5.544502206,695.1902321,-632.06293,-63.12730205,4.585071625,557.3611005,-0.568935059,-556.7921655,552.0349608
5.589688179,657.4449804,-575.2424953,-82.20248504,4.318954677,557.7926594,-0.493039517,-557.2996198,552.5610862
5.64130268,613.2911128,-506.2199657,-107.0711471,4.01782216,558.1395477,-0.399148419,-557.7403993,553.0211518
5.700275544,561.5063663,-422.0108601,-139.4955062,3.680797169,558.3406107,-0.282515071,-558.0580956,553.3582092
5.767672462,500.6135046,-318.8385774,-181.7749272,3.310138138,558.3086102,-0.137063513,-558.1715467,553.4902739
5.844715411,428.8290318,-191.9189353,-236.9100965,2.91390928,557.9201455,0.044991116,-557.9651366,553.3005128
5.886681389,388.7741244,-118.7846279,-269.9894965,2.71412196,557.5471463,0.151204717,-557.698351,553.0407021
5.908850774,367.349512,-79.01958001,-288.3299319,2.61399099,557.3032757,0.209310143,-557.5125859,552.8580208
5.923737521,352.8617291,-51.88076432,-300.9809648,2.549041817,557.1211588,0.249099951,-557.3702587,552.7175301
5.938624269,338.2935399,-24.39224093,-313.9012989,2.486033571,556.9241939,0.289508768,-557.2137027,552.5626216
5.944997681,332.0320846,-12.5169547,-319.5151299,2.459673216,556.8353119,0.306997868,-557.1423097,552.4918761
5.948836052,328.2541137,-5.334272591,-322.9198411,2.443980153,556.7804606,0.317585251,-557.0980458,552.4479854
5.951372804,325.7543883,-0.574581234,-325.1798071,2.433684906,556.7436633,0.324604901,-557.0682682,552.4184475
5.951372814,325.7543784,-0.574562451,-325.179816,2.433684865,556.7436632,0.324604929,-557.0682681,552.4184474
5.951372824,325.7543686,-0.574543669,-325.1798249,2.433684825,556.743663,0.324604957,-557.068268,552.4184473
5.951372834,325.7543587,-0.574524886,-325.1798338,2.433684784,556.7436629,0.324604984,-557.0682679,552.4184472
5.951372844,325.7543489,-0.574506103,-325.1798428,2.433684744,556.7436627,0.324605012,-557.0682677,552.418447
5.951372854,325.754339,-0.57448732,-325.1798517,2.433684704,556.7436626,0.32460504,-557.0682676,552.4184469
5.951372864,325.7543291,-0.574468537,-325.1798606,2.433684663,556.7436624,0.324605067,-557.0682675,552.4184468
5.951373064,325.754132,-0.57409288,-325.1800391,2.433683854,556.7436595,0.324605622,-557.0682651,552.4184445
5.951375064,325.7521603,-0.570336305,-325.181824,2.433675761,556.7436303,0.324611163,-557.0682415,552.418421
5.951382464,325.744865,-0.55643719,-325.1884279,2.433645819,556.7435224,0.324631666,-557.068154,552.4183342
5.951382474,325.7448552,-0.556418407,-325.1884368,2.433645778,556.7435222,0.324631694,-557.0681539,552.4183341
5.951382484,325.7448453,-0.556399624,-325.1884457,2.433635365,556.7341673,0.333986519,-557.0681538,552.418334
5.951382659,325.744673,-0.556071259,-325.1886017,2.433452667,556.5699834,0.498168289,-557.0681517,552.4183319
5.951384409,325.7429573,-0.552803489,-325.1901539,2.431640401,554.9360863,2.132044752,-557.068131,552.4183114
5.951401909,325.7266342,-0.521791866,-325.2048423,2.41497301,539.4301558,17.63776841,-557.0679242,552.4181062
5.951448001,325.6900368,-0.452901206,-325.2371356,2.381386447,504.9845192,52.0828601,-557.0673793,552.4175656
5.951494766,325.6608822,-0.398957218,-325.261925,2.358397015,478.0122216,79.05460485,-557.0668265,552.4170171
5.951544737,325.6365287,-0.354912746,-325.281616,2.341781115,455.9896684,101.0765673,-557.0662357,552.4164311
5.951598667,325.6162111,-0.31930673,-325.2969044,2.329762887,438.1863236,118.8792746,-557.0655982,552.4157985
5.951657782,325.5992024,-0.290799319,-325.308403,2.321050082,423.9322544,133.132645,-557.0648993,552.4151052
5.951723808,325.5848805,-0.268306212,-325.3165743,2.314743619,412.6852997,144.3788191,-557.0641188,552.4143308
5.951799284,325.5726847,-0.250941141,-325.3217436,2.310214155,404.0023092,153.0609172,-557.0632265,552.4134455
5.951888136,325.562068,-0.237973158,-325.3240949,2.307019243,397.5177859,159.5443901,-557.062176,552.4124033
5.951996825,325.5524218,-0.228782177,-325.3236396,2.304843967,392.9216485,164.1392426,-557.060891,552.4111285
5.952136947,325.5429303,-0.222807107,-325.3201232,2.303455798,389.933282,167.1259524,-557.0592344,552.4094848
5.95233203,325.532224,-0.21947659,-325.3127474,2.302665017,388.2668689,168.790059,-557.0569279,552.4071964
5.952639677,325.5173159,-0.218109704,-325.2992062,2.302280555,387.581606,169.4716843,-557.0532903,552.4035873
5.953256757,325.4887448,-0.217787533,-325.2709573,2.302039695,387.4168723,169.6291211,-557.0459935,552.3963472
5.955920666,325.367593,-0.217038268,-325.1505547,2.301150037,387.0264844,169.9879993,-557.0144837,552.3650789
5.965040256,324.9755777,-0.214258159,-324.7613195,2.298183637,385.5824384,171.3240655,-556.9065039,552.2578802
5.98343006,324.2914951,-0.208770451,-324.0827246,2.29281364,382.7294884,173.9588286,-556.688317,552.0410555
6.009955512,323.5505099,-0.2007478,-323.3497621,2.28640074,378.5604217,177.8124213,-556.3728429,551.7270548
6.041789485,323.034087,-0.191184149,-322.8429028,2.280774218,373.5889977,182.404658,-555.9936558,551.3488901
6.076158739,322.9173616,-0.180760886,-322.7366007,2.27711699,368.1727536,187.4116864,-555.58444,550.9398965
