"time","tempc@tpf_st_chamber","tau@tpf_st_chamber","press@tpf_st_chamber","dm2@tpf_pump","out2@division","torque@expseu_"
24.055,152.499,28.4628,5.07843,0,0.274628,-41.0188
24.255,153.034,28.4679,5.15064,0,0.274679,-41.9554
24.455,153.539,28.4719,5.21974,0,0.274719,-42.8611
24.655,154.016,28.4748,5.2856,0,0.274748,-43.734
24.855,154.464,28.4767,5.34811,0,0.274767,-44.5723
25.055,154.884,28.4773,5.40717,0,0.274773,-45.3739
25.255,155.275,28.4769,5.46266,0,0.274769,-46.1361
25.455,155.637,28.4753,5.51447,0,0.274753,-46.8581
25.655,155.971,28.4726,5.56252,0,0.274726,-47.5385
25.855,156.275,28.4687,5.60673,0,0.274687,-48.1759
26.055,156.552,28.4637,5.64705,0,0.274637,-48.7688
26.255,156.8,28.4576,5.6835,0,0.274576,-49.3168
26.455,157.021,28.4503,5.71607,0,0.274503,-49.8199
26.655,157.215,28.442,5.74472,0,0.27442,-50.2772
26.855,157.381,28.4325,5.76942,0,0.274325,-50.6881
27.055,157.52,28.4219,5.79015,0,0.274219,-51.052
27.255,157.633,28.4103,5.8071,0,0.274103,-51.3704
27.455,157.722,28.3976,5.82033,0,0.273976,-51.6442
27.655,157.785,28.384,5.82984,0,0.27384,-51.8731
27.855,157.824,28.3693,5.83563,0,0.273693,-52.0569
28.055,157.838,28.3536,5.83773,0,0.273536,-52.196
28.255,157.829,28.337,5.83643,0,0.27337,-52.294
28.455,157.798,28.3195,5.83186,0,0.273195,-52.3516
28.655,157.746,28.3011,5.82405,0,0.273011,-52.3692
28.855,157.673,28.2819,5.81302,0,0.272819,-52.3471
29.055,157.578,28.2618,5.79883,0,0.272618,-52.2862
29.255,157.464,28.241,5.78183,0,0.27241,-52.1916
29.455,157.332,28.2194,5.76218,0,0.272194,-52.0637
29.655,157.182,28.1971,5.73992,0,0.271971,-51.902
29.855,157.015,28.1742,5.7151,0,0.271742,-51.7079
30.055,156.829,28.1505,5.68778,0,0.271505,-51.4833
30.255,156.629,28.1263,5.65832,0,0.271263,-51.234
30.455,156.414,28.1016,5.62689,0,0.271016,-50.9599
30.655,156.185,28.0763,5.59354,0,0.270763,-50.6616
30.855,155.941,28.0504,5.55831,0,0.270504,-50.3396
31.055,155.684,28.0241,5.52127,0,0.270241,-49.9955
31.255,155.416,27.9974,5.48275,0,0.269974,-49.6354
31.455,155.136,27.9703,5.4429,0,0.269703,-49.2583
31.655,154.846,27.9428,5.40177,0,0.269428,-48.8647
31.855,154.545,27.915,5.3594,0,0.26915,-48.4553
32.055,154.234,27.8869,5.31588,0,0.268869,-48.0325
32.256,153.918,27.8584,5.27195,0,0.268584,-47.6091
32.457,153.601,27.83,5.22822,0,0.2683,-47.1866
32.658,153.283,27.8015,5.18469,0,0.268015,-46.7651
32.859,152.965,27.7729,5.14137,0,0.267729,-46.3446
33.06,152.649,27.7444,5.09852,0,0.267444,-45.935
33.261,152.367,27.7168,5.06065,0,0.267168,-45.5968
33.462,152.132,27.6904,5.02923,0,0.266904,-45.3297
33.663,151.943,27.6652,5.00414,0,0.266652,-45.1339
33.864,151.801,27.6412,4.98527,0,0.266412,-45.0082
34.065,151.706,27.6183,4.97269,0,0.266183,-44.9605
34.266,151.676,27.5971,4.96873,0,0.265971,-45.0287
34.467,151.717,27.5776,4.97412,0,0.265776,-45.2038
34.668,151.828,27.5599,4.98881,0,0.265599,-45.4861
34.869,152.009,27.5439,5.01281,0,0.265439,-45.8762
35.07,152.259,27.5296,5.0462,0,0.265296,-46.3817
35.271,152.582,27.5171,5.08956,0,0.265171,-47.0184
35.472,152.979,27.5064,5.14319,0,0.265064,-47.7775
35.673,153.448,27.4974,5.20726,0,0.264974,-48.6622
35.874,153.99,27.4903,5.282,0,0.264903,-49.6765
36.075,154.6,27.4847,5.36723,0,0.264847,-50.819
36.276,155.245,27.4799,5.45834,0,0.264799,-52.0381
36.477,155.913,27.4756,5.55414,0,0.264756,-53.3216
36.678,156.604,27.4719,5.65477,0,0.264719,-54.6709
36.879,157.32,27.4687,5.76037,0,0.264687,-56.0879
37.08,158.056,27.4659,5.87071,0,0.264659,-57.5659
37.281,158.789,27.4629,5.98214,0,0.264629,-59.0595
37.482,159.512,27.4595,6.09372,0,0.264595,-60.5642
37.683,160.225,27.4557,6.20542,0,0.264557,-62.0788
37.884,160.929,27.4516,6.3172,0,0.264516,-63.6026
38.085,161.622,27.447,6.42887,0,0.26447,-65.1281
38.286,162.295,27.4418,6.53889,0,0.264418,-66.6333
38.487,162.947,27.4359,6.6468,0,0.264359,-68.1194
38.688,163.577,27.4292,6.75252,0,0.264292,-69.5846
38.889,164.186,27.4218,6.85597,0,0.264218,-71.0273
39.09,164.774,27.4137,6.957,0,0.264137,-72.4408
39.291,165.339,27.4048,7.0551,0,0.264048,-73.816
39.492,165.88,27.395,7.15009,0,0.26395,-75.156
39.693,166.397,27.3844,7.24187,0,0.263844,-76.4593
39.894,166.89,27.373,7.33036,0,0.26373,-77.7241
40.095,167.361,27.3608,7.4155,0,0.263608,-78.9457
40.296,167.809,27.3478,7.49731,0,0.263478,-80.1222
40.497,168.235,27.3339,7.57573,0,0.263339,-81.2572
40.698,168.639,27.3192,7.65071,0,0.263192,-82.3495
40.899,169.021,27.3037,7.72217,0,0.263037,-83.3981
41.1,169.381,27.2875,7.79013,0,0.262875,-84.3998
41.301,169.723,27.2705,7.85487,0,0.262705,-85.3571
41.502,170.045,27.2527,7.91642,0,0.262527,-86.2732
41.703,170.349,27.2342,7.97473,0,0.262342,-87.1474
41.904,170.634,27.2149,8.02977,0,0.262149,-87.9791
42.105,170.901,27.1949,8.08159,0,0.261949,-88.7668
42.306,171.152,27.1743,8.13059,0,0.261743,-89.5152
42.507,171.388,27.153,8.17682,0,0.26153,-90.2266
42.708,171.609,27.1311,8.22027,0,0.261311,-90.9007
42.909,171.814,27.1086,8.26091,0,0.261086,-91.5374
43.11,172.005,27.0854,8.29883,0,0.260854,-92.1364
43.311,172.184,27.0617,8.33444,0,0.260617,-92.703
43.512,172.351,27.0374,8.3678,0,0.260374,-93.2387
43.713,172.507,27.0126,8.3989,0,0.260126,-93.7436
43.914,172.65,26.9873,8.42775,0,0.259873,-94.2175
44.115,172.782,26.9615,8.45441,0,0.259615,-94.6613
44.316,172.906,26.9352,8.47929,0,0.259352,-95.0799
44.517,173.02,26.9084,8.50243,0,0.259084,-95.4741
44.718,173.126,26.8813,8.52383,0,0.258813,-95.844
44.919,173.222,26.8537,8.54349,0,0.258537,-96.1896
45.12,173.311,26.8257,8.5615,0,0.258257,-96.5124
45.321,173.393,26.7973,8.57816,0,0.257973,-96.8164
45.522,173.468,26.7686,8.59354,0,0.257686,-97.1019
45.723,173.537,26.7395,8.60762,0,0.257395,-97.3689
45.924,173.599,26.7101,8.62042,0,0.257101,-97.6176
46.125,173.656,26.6804,8.632,0,0.256804,-97.8498
46.326,173.707,26.6504,8.64262,0,0.256504,-98.0685
46.527,173.755,26.6201,8.65229,0.00019293,0.256201,-98.2735
46.728,173.793,26.5906,8.66019,0.00135814,0.255906,-98.4547
46.929,173.821,26.5623,8.66589,0.00247461,0.255623,-98.6058
47.13,173.839,26.5352,8.66955,0.00354366,0.255352,-98.7296
47.331,173.848,26.5093,8.67149,0.00456579,0.255093,-98.8297
47.532,173.849,26.4846,8.67178,0.00554291,0.254846,-98.9066
47.733,173.843,26.4609,8.6705,0.006477,0.254609,-98.9611
47.934,173.83,26.4383,8.66771,0.00736993,0.254383,-98.9939
48.135,173.809,26.4167,8.66353,0.00822302,0.254167,-99.0087
48.336,173.784,26.3961,8.6583,0.00903641,0.253961,-99.0091
48.537,173.754,26.3765,8.65207,0.00981177,0.253765,-98.9951
48.738,173.719,26.3578,8.64491,0.0105509,0.253578,-98.9675
48.939,173.679,26.34,8.63687,0.0112553,0.2534,-98.9269
49.14,173.636,26.323,8.62806,0.0119263,0.25323,-98.8768
49.341,173.591,26.3069,8.6187,0.012564,0.253069,-98.8196
49.542,173.543,26.2915,8.60887,0.0131699,0.252915,-98.7551
49.743,173.493,26.277,8.59861,0.0137455,0.25277,-98.6839
49.944,173.44,26.2632,8.58794,0.0142923,0.252632,-98.6064
50.145,173.387,26.25,8.57695,0.0148113,0.2525,-98.5257
50.346,173.332,26.2376,8.56579,0.015303,0.252376,-98.4429
50.547,173.276,26.2258,8.5545,0.0157685,0.252258,-98.3576
50.748,173.22,26.2147,8.5431,0.0162091,0.252147,-98.2702
50.949,173.164,26.2041,8.53164,0.0166262,0.252041,-98.1811
51.15,173.107,26.1942,8.52014,0.0170207,0.251942,-98.0928
51.351,173.051,26.1848,8.5087,0.017393,0.251848,-98.0052
51.552,172.995,26.1759,8.49733,0.0177443,0.251759,-97.9181
51.753,172.939,26.1675,8.48605,0.0180757,0.251675,-97.8318
51.954,172.884,26.1596,8.4749,0.0183881,0.251596,-97.7466
52.155,172.829,26.1522,8.46389,0.0186825,0.251522,-97.6641
52.356,172.776,26.1452,8.45305,0.0189593,0.251452,-97.5839
52.557,172.723,26.1387,8.44239,0.0192196,0.251387,-97.5058
52.758,172.671,26.1325,8.43193,0.0194641,0.251325,-97.43
52.959,172.62,26.1267,8.42169,0.0196937,0.251267,-97.3565
53.16,172.57,26.1213,8.41167,0.0199092,0.251213,-97.2867
53.361,172.521,26.1162,8.40186,0.0201111,0.251162,-97.2198
53.562,172.474,26.1114,8.39228,0.0203002,0.251114,-97.1556
53.763,172.427,26.1069,8.38295,0.0204771,0.251069,-97.0942
53.964,172.382,26.1028,8.37386,0.0206425,0.251028,-97.0357
54.165,172.337,26.0989,8.36501,0.020797,0.250989,-96.981
54.366,172.294,26.0953,8.35639,0.0209412,0.250953,-96.9292
54.567,172.252,26.0919,8.34801,0.0210756,0.250919,-96.8802
54.768,172.211,26.0887,8.33986,0.0212008,0.250887,-96.8341
54.969,172.172,26.0858,8.33196,0.0213173,0.250858,-96.7909
55.17,172.133,26.0831,8.32429,0.0214256,0.250831,-96.7511
55.371,172.096,26.0806,8.31684,0.0215261,0.250806,-96.714
55.572,172.06,26.0782,8.3096,0.0216194,0.250782,-96.6795
55.773,172.024,26.076,8.30259,0.0217057,0.25076,-96.6476
55.974,171.99,26.074,8.29579,0.0217856,0.25074,-96.6184
56.175,171.957,26.0722,8.28921,0.0218594,0.250722,-96.5921
56.376,171.925,26.0705,8.28282,0.0219275,0.250705,-96.5681
56.577,171.894,26.0689,8.27662,0.0219902,0.250689,-96.5464
56.778,171.863,26.0675,8.2706,0.0220479,0.250675,-96.5269
56.979,171.834,26.0662,8.26479,0.0221009,0.250662,-96.5098
57.18,171.805,26.065,8.25915,0.0221494,0.25065,-96.4949
57.381,171.778,26.0639,8.25368,0.0221938,0.250639,-96.482
57.582,171.751,26.0628,8.24836,0.0222344,0.250628,-96.471
57.783,171.725,26.0619,8.24321,0.0222714,0.250619,-96.4618
57.984,171.7,26.0611,8.23822,0.0223049,0.250611,-96.4545
58.185,171.675,26.0603,8.23338,0.0223353,0.250603,-96.4491
58.386,171.651,26.0597,8.22868,0.0223628,0.250597,-96.4451
58.587,171.628,26.0591,8.2241,0.0223875,0.250591,-96.4427
58.788,171.606,26.0585,8.21967,0.0224098,0.250585,-96.4417
58.989,171.584,26.058,8.21536,0.0224296,0.25058,-96.4423
59.19,171.563,26.0576,8.21118,0.0224472,0.250576,-96.4443
59.391,171.542,26.0572,8.20711,0.0224628,0.250572,-96.4474
59.592,171.522,26.0569,8.20315,0.0224766,0.250569,-96.4517
59.793,171.502,26.0566,8.19929,0.0224885,0.250566,-96.4571
59.994,171.483,26.0564,8.19554,0.0224989,0.250564,-96.4638
60.195,171.465,26.0562,8.1919,0.0225077,0.250562,-96.4714
60.396,171.447,26.056,8.18834,0.0225152,0.25056,-96.4799
60.597,171.429,26.0558,8.18487,0.0225215,0.250558,-96.4893
60.798,171.412,26.0557,8.18148,0.0225266,0.250557,-96.4996
60.999,171.395,26.0556,8.17818,0.0225306,0.250556,-96.5107
61.2,171.378,26.0556,8.17496,0.0225336,0.250556,-96.5226
61.401,171.362,26.0555,8.17181,0.0225357,0.250555,-96.5351
61.602,171.347,26.0555,8.16873,0.022537,0.250555,-96.5483
61.803,171.331,26.0555,8.16572,0.0225376,0.250555,-96.5621
62.004,171.316,26.0555,8.16279,0.0225375,0.250555,-96.5765
62.205,171.302,26.0556,8.15991,0.0225368,0.250556,-96.5914
62.406,171.287,26.0556,8.15709,0.0225355,0.250556,-96.6068
62.607,171.273,26.0557,8.15432,0.0225338,0.250557,-96.6226
62.808,171.259,26.0558,8.15161,0.0225316,0.250558,-96.6389
63.009,171.246,26.0558,8.14895,0.022529,0.250558,-96.6557
63.21,171.233,26.0559,8.14635,0.022526,0.250559,-96.6727
63.411,171.22,26.056,8.14379,0.0225227,0.25056,-96.6901
63.612,171.207,26.0561,8.14127,0.0225192,0.250561,-96.7077
63.813,171.194,26.0562,8.1388,0.0225154,0.250562,-96.7257
64.014,171.182,26.0564,8.13637,0.0225114,0.250564,-96.744
64.214,171.169,26.0565,8.13399,0.0225072,0.250565,-96.7623
64.414,171.158,26.0566,8.13165,0.0225029,0.250566,-96.7808
64.614,171.146,26.0567,8.12935,0.0224985,0.250567,-96.7996
64.814,171.134,26.0569,8.12707,0.022494,0.250569,-96.8185
65.014,171.123,26.057,8.12484,0.0224893,0.25057,-96.8376
65.214,171.111,26.0571,8.12263,0.0224846,0.250571,-96.8568
65.414,171.1,26.0573,8.12046,0.0224799,0.250573,-96.876
65.614,171.089,26.0574,8.11831,0.0224751,0.250574,-96.8954
65.814,171.078,26.0575,8.11619,0.0224704,0.250575,-96.9149
66.014,171.068,26.0577,8.1141,0.0224656,0.250577,-96.9345
66.214,171.057,26.0578,8.11203,0.0224608,0.250578,-96.9541
66.414,171.047,26.0579,8.10999,0.022456,0.250579,-96.9737
66.614,171.036,26.0581,8.10797,0.0224513,0.250581,-96.9934
66.814,171.026,26.0582,8.10597,0.0224466,0.250582,-97.0131
67.014,171.016,26.0583,8.10399,0.022442,0.250583,-97.0328
67.214,171.006,26.0584,8.10204,0.0224374,0.250584,-97.0525
67.414,170.996,26.0586,8.10011,0.0224329,0.250586,-97.0722
67.614,170.986,26.0587,8.09819,0.0224284,0.250587,-97.0919
67.814,170.976,26.0588,8.0963,0.022424,0.250588,-97.1115
68.014,170.967,26.0589,8.09442,0.0224197,0.250589,-97.1312
68.214,170.957,26.0591,8.09256,0.0224155,0.250591,-97.1508
68.414,170.948,26.0592,8.09072,0.0224113,0.250592,-97.1703
68.614,170.938,26.0593,8.08889,0.0224072,0.250593,-97.1898
68.814,170.929,26.0594,8.08708,0.0224032,0.250594,-97.2093
69.014,170.92,26.0595,8.08528,0.0223993,0.250595,-97.2287
69.214,170.911,26.0596,8.0835,0.0223955,0.250596,-97.248
69.414,170.902,26.0597,8.08173,0.0223917,0.250597,-97.2672
69.614,170.893,26.0598,8.07998,0.0223881,0.250598,-97.2864
69.814,170.884,26.0599,8.07824,0.0223845,0.250599,-97.3055
70.014,170.875,26.06,8.07652,0.022381,0.2506,-97.3245
70.214,170.866,26.0601,8.0748,0.0223776,0.250601,-97.3434
70.414,170.857,26.0602,8.0731,0.0223743,0.250602,-97.3623
70.614,170.849,26.0603,8.07142,0.0223711,0.250603,-97.381
70.814,170.84,26.0604,8.06974,0.022368,0.250604,-97.3997
71.014,170.831,26.0605,8.06807,0.0223649,0.250605,-97.4183
71.214,170.823,26.0606,8.06642,0.022362,0.250606,-97.4367
71.414,170.814,26.0607,8.06478,0.0223591,0.250607,-97.4551
71.614,170.806,26.0608,8.06315,0.0223563,0.250608,-97.4734
71.814,170.798,26.0608,8.06153,0.0223536,0.250608,-97.4916
72.014,170.789,26.0609,8.05992,0.0223509,0.250609,-97.5096
72.214,170.781,26.061,8.05832,0.0223484,0.25061,-97.5276
72.414,170.773,26.0611,8.05672,0.0223459,0.250611,-97.5455
72.614,170.765,26.0611,8.05514,0.0223435,0.250611,-97.5632
72.814,170.757,26.0612,8.05357,0.0223411,0.250612,-97.5809
73.014,170.749,26.0613,8.05201,0.0223389,0.250613,-97.5984
73.214,170.741,26.0613,8.05046,0.0223366,0.250613,-97.6158
73.414,170.733,26.0614,8.04892,0.0223345,0.250614,-97.6332
73.614,170.725,26.0615,8.04738,0.0223324,0.250615,-97.6504
73.814,170.717,26.0615,8.04586,0.0223304,0.250615,-97.6675
74.014,170.709,26.0616,8.04434,0.0223285,0.250616,-97.6845
74.214,170.701,26.0617,8.04283,0.0223266,0.250617,-97.7014
74.414,170.694,26.0617,8.04133,0.0223247,0.250617,-97.7182
74.614,170.686,26.0618,8.03984,0.0223229,0.250618,-97.7348
74.814,170.678,26.0618,8.03836,0.0223212,0.250618,-97.7514
75.014,170.671,26.0619,8.03688,0.0223195,0.250619,-97.7678
75.214,170.663,26.0619,8.03542,0.0223179,0.250619,-97.7842
75.414,170.656,26.062,8.03396,0.0223163,0.25062,-97.8004
75.614,170.648,26.062,8.03251,0.0223148,0.25062,-97.8165
75.814,170.641,26.0621,8.03107,0.0223133,0.250621,-97.8326
76.014,170.633,26.0621,8.02963,0.0223119,0.250621,-97.8485
76.214,170.626,26.0622,8.0282,0.0223105,0.250622,-97.8643
76.414,170.619,26.0622,8.02678,0.0223091,0.250622,-97.88
76.614,170.611,26.0622,8.02537,0.0223078,0.250622,-97.8956
76.814,170.604,26.0623,8.02397,0.0223065,0.250623,-97.911
77.014,170.597,26.0623,8.02257,0.0223052,0.250623,-97.9264
77.214,170.59,26.0624,8.02118,0.022304,0.250624,-97.9417
77.414,170.582,26.0624,8.01979,0.0223028,0.250624,-97.9568
77.614,170.575,26.0624,8.01842,0.0223017,0.250624,-97.9719
77.814,170.568,26.0625,8.01705,0.0223005,0.250625,-97.9869
78.014,170.561,26.0625,8.01569,0.0222995,0.250625,-98.0017
78.214,170.554,26.0626,8.01433,0.0222984,0.250626,-98.0165
78.414,170.547,26.0626,8.01299,0.0222974,0.250626,-98.0311
78.614,170.54,26.0626,8.01165,0.0222963,0.250626,-98.0457
78.814,170.533,26.0627,8.01031,0.0222954,0.250627,-98.0601
79.014,170.527,26.0627,8.00899,0.0222944,0.250627,-98.0744
79.214,170.52,26.0627,8.00767,0.0222934,0.250627,-98.0887
79.414,170.513,26.0628,8.00635,0.0222925,0.250628,-98.1028
79.614,170.506,26.0628,8.00505,0.0222916,0.250628,-98.1169
79.814,170.499,26.0628,8.00375,0.0222907,0.250628,-98.1308
80.014,170.493,26.0629,8.00245,0.0222899,0.250629,-98.1447
80.214,170.486,26.0629,8.00117,0.022289,0.250629,-98.1584
80.414,170.479,26.0629,7.99988,0.0222882,0.250629,-98.1721
80.614,170.473,26.0629,7.99861,0.0222874,0.250629,-98.1857
80.814,170.466,26.063,7.99734,0.0222866,0.25063,-98.1991
81.014,170.46,26.063,7.99608,0.0222858,0.25063,-98.2125
81.214,170.453,26.063,7.99483,0.0222851,0.25063,-98.2258
81.414,170.447,26.0631,7.99358,0.0222843,0.250631,-98.239
81.614,170.44,26.0631,7.99234,0.0222836,0.250631,-98.2521
81.814,170.434,26.0631,7.9911,0.0222828,0.250631,-98.2651
82.014,170.428,26.0631,7.98987,0.0222821,0.250631,-98.278
82.214,170.421,26.0632,7.98865,0.0222814,0.250632,-98.2908
82.414,170.415,26.0632,7.98743,0.0222807,0.250632,-98.3036
82.614,170.409,26.0632,7.98622,0.02228,0.250632,-98.3162
82.814,170.402,26.0632,7.98501,0.0222793,0.250632,-98.3288
83.014,170.396,26.0633,7.98382,0.0222786,0.250633,-98.3412
83.214,170.39,26.0633,7.98262,0.022278,0.250633,-98.3536
83.414,170.384,26.0633,7.98144,0.0222773,0.250633,-98.3659
83.614,170.378,26.0633,7.98025,0.0222767,0.250633,-98.3781
83.814,170.372,26.0634,7.97908,0.022276,0.250634,-98.3902
84.014,170.365,26.0634,7.97791,0.0222754,0.250634,-98.4023
84.214,170.359,26.0634,7.97675,0.0222747,0.250634,-98.4142
84.414,170.353,26.0634,7.97559,0.0222741,0.250634,-98.4261
