"time","outputs_1_","outputs_2_","outputs_3_","outputs_4_"
0.627,4.46442,3.3731,2.26986,0
0.63,4.46667,3.36423,2.29986,0
0.633,4.47068,3.35529,2.32986,0
0.636,4.4762,3.34626,2.35986,0
0.639,4.483,3.33716,2.38986,0
0.642,4.49084,3.32797,2.41986,0
0.645,4.49946,3.3187,2.44986,0
0.648,4.50861,3.30935,2.47986,0
0.651,4.51802,3.29992,2.50986,0
0.654,4.52743,3.29041,2.53986,0
0.657,4.53657,3.28081,2.56986,0
0.66,4.54518,3.27113,2.59986,0
0.663,4.55299,3.26136,2.62986,0
0.666,4.55977,3.25152,2.65986,0
0.669,4.56527,3.24158,2.68986,0
0.672,4.56927,3.23157,2.71986,0
0.675,4.57155,3.22147,2.74986,0
0.678,4.57191,3.21128,2.77986,0
0.681,4.57018,3.20101,2.80986,0
0.684,4.56619,3.19066,2.83986,0
0.687,4.55982,3.18022,2.86986,0
0.69,4.55095,3.16969,2.89986,0
0.693,4.53946,3.15908,2.92986,0
0.696,4.52531,3.14838,2.95986,0
0.699,4.50845,3.13759,2.98986,0
0.702,4.48885,3.12672,3.01986,0
0.705,4.46652,3.11575,3.04986,0
0.708,4.44148,3.10471,3.07986,0
0.711,4.41373,3.10206,3.10137,0
0.714,4.38342,3.11145,3.11075,0
0.717,4.35072,3.1208,3.1201,0
0.72,4.3157,3.13009,3.1294,0
0.723,4.2785,3.13935,3.13865,0
0.726,4.23927,3.14856,3.14786,0
0.729,4.19822,3.15773,3.15703,0
0.732,4.15551,3.16685,3.16615,0
0.735,4.11137,3.17592,3.17523,0
0.738,4.06605,3.18495,3.18426,0
0.741,4.01976,3.19394,3.19324,0
0.744,3.97278,3.20288,3.20218,0
0.747,3.92537,3.21177,3.21108,0
0.75,3.87776,3.22062,3.21993,0
0.753,3.83023,3.22943,3.22873,0
0.756,3.78303,3.23818,3.23749,0
0.759,3.73645,3.2469,3.2462,0
0.762,3.69074,3.25556,3.25487,0
0.765,3.64616,3.26418,3.26348,0
0.768,3.60295,3.27275,3.27206,0
0.771,3.56135,3.28128,3.28058,0
0.774,3.52157,3.28976,3.28906,0
0.777,3.48382,3.29819,3.2975,0
0.78,3.44829,3.30658,3.30588,0
0.783,3.41514,3.31492,3.31422,0
0.786,3.38452,3.32321,3.32252,0
0.789,3.35655,3.33146,3.33076,0
0.792,3.3384,3.33615,3.33545,0
0.795,3.33642,3.33416,3.33347,0
0.798,3.33532,3.33307,3.33237,0
0.801,3.33517,3.33291,3.33222,0
0.804,3.33595,3.3337,3.333,0
0.807,3.33766,3.33541,3.33471,0
0.81,3.34029,3.33803,3.33734,0
0.813,3.34381,3.34156,3.34086,0
0.816,3.34818,3.34593,3.34523,0
0.819,3.35339,3.35114,3.35044,0
0.822,3.35938,3.35713,3.35643,0
0.825,3.3661,3.36385,3.36315,0
0.828,3.37349,3.37123,3.37054,0
0.831,3.38155,3.37919,3.37849,0
0.834,3.39189,3.3868,3.3861,0
0.837,3.40389,3.39427,3.39357,0
0.84,3.41709,3.40169,3.401,0
0.843,3.43126,3.40907,3.40837,0
0.846,3.44615,3.4164,3.4157,0
0.849,3.46148,3.42368,3.42298,0
0.852,3.47701,3.43091,3.43021,0
0.855,3.49246,3.43808,3.43739,0
0.858,3.50757,3.44521,3.44452,0
0.861,3.52208,3.45229,3.4516,0
0.864,3.53574,3.45932,3.45863,0
0.867,3.54833,3.4663,3.46561,0
0.87,3.55958,3.47323,3.47253,0
0.873,3.56926,3.48011,3.47941,0
0.876,3.57721,3.48694,3.48624,0
0.879,3.58317,3.49372,3.49302,0
0.882,3.58703,3.50045,3.49975,0
0.885,3.58859,3.50712,3.50643,0
0.888,3.58771,3.51375,3.51305,0
0.891,3.58431,3.52033,3.51963,0
0.894,3.57828,3.52685,3.52615,0
0.897,3.56958,3.53333,3.53263,0
0.9,3.56495,3.53629,3.53559,9.24215e-007
0.903,3.56296,3.53431,3.53361,0.00453561
0.906,3.55705,3.5284,3.5277,0.018036
0.909,3.54722,3.51857,3.51787,0.0405361
0.912,3.53414,3.50548,3.50479,0.0699788
0.915,3.51994,3.49129,3.49059,0.0999788
0.918,3.50498,3.47633,3.47563,0.129979
0.921,3.48924,3.46059,3.45989,0.159979
0.924,3.47276,3.44411,3.44341,0.189979
0.927,3.4556,3.42694,3.42625,0.219979
0.93,3.43781,3.40916,3.40846,0.249979
0.933,3.41947,3.39082,3.39012,0.279979
0.936,3.40064,3.37199,3.37129,0.309979
0.939,3.38141,3.35276,3.35206,0.339979
0.942,3.36186,3.33321,3.33251,0.369979
0.945,3.34208,3.31342,3.31273,0.399979
0.948,3.32214,3.29349,3.29279,0.429979
0.951,3.30215,3.27349,3.2728,0.459979
0.954,3.28218,3.25353,3.25283,0.489979
0.957,3.26233,3.23368,3.23298,0.519979
0.96,3.24269,3.21404,3.21334,0.549979
0.963,3.22334,3.19468,3.19399,0.579979
0.966,3.20435,3.1757,3.175,0.609979
0.969,3.18583,3.15717,3.15647,0.639979
0.972,3.16782,3.13916,3.13847,0.669979
0.975,3.15042,3.12176,3.12107,0.699979
0.978,3.13367,3.10502,3.10432,0.729979
0.981,3.11766,3.089,3.08831,0.759979
0.984,3.10242,3.07377,3.07307,0.789979
0.987,3.08801,3.05936,3.05866,0.819979
0.99,3.07447,3.04582,3.04512,0.849979
0.993,3.06182,3.03317,3.03247,0.879979
0.996,3.0501,3.02144,3.02075,0.909979
0.999,3.03932,3.01066,3.00996,0.939979
1.002,3.03051,3.0003,2.9996,0.969979
1.005,3.02454,2.98993,2.98923,0.999979
1.008,3.02154,2.97947,2.97877,1.02998
1.011,3.02141,2.96895,2.96825,1.05998
1.014,3.02404,2.95836,2.95767,1.08998
1.017,3.02934,2.94773,2.94703,1.11998
1.02,3.03717,2.93704,2.93634,1.14998
1.023,3.04739,2.9263,2.9256,1.17998
1.026,3.05983,2.9155,2.91481,1.20998
1.029,3.07432,2.90466,2.90396,1.23998
1.032,3.09066,2.89375,2.89306,1.26998
1.035,3.10862,2.88279,2.8821,1.29998
1.038,3.12798,2.87178,2.87109,1.32998
1.041,3.1485,2.86072,2.86002,1.35998
1.044,3.16992,2.84959,2.8489,1.38998
1.047,3.19197,2.83842,2.83772,1.41998
1.05,3.21441,2.82719,2.82649,1.44998
1.053,3.23694,2.8159,2.8152,1.47998
1.056,3.25932,2.80456,2.80386,1.50998
1.059,3.28128,2.79317,2.79247,1.53998
1.062,3.30256,2.78172,2.78102,1.56998
1.065,3.32291,2.77021,2.76951,1.59998
1.068,3.34209,2.75865,2.75795,1.62998
1.071,3.35986,2.74704,2.74634,1.65998
1.074,3.37602,2.73537,2.73467,1.68998
1.077,3.39034,2.72364,2.72294,1.71998
1.08,3.40266,2.71186,2.71116,1.74998
1.083,3.41281,2.70002,2.69933,1.77998
1.086,3.42063,2.68813,2.68744,1.80998
1.089,3.426,2.67619,2.67549,1.83998
1.092,3.42882,2.66418,2.66349,1.86998
1.095,3.42901,2.65213,2.65143,1.89998
1.098,3.42652,2.64001,2.63932,1.92998
1.101,3.42132,2.62785,2.62715,1.95998
1.104,3.4134,2.61562,2.61493,1.98998
1.107,3.40279,2.60334,2.60265,2.01998
1.11,3.38954,2.59101,2.59031,2.04998
1.113,3.37372,2.57862,2.57792,2.07998
1.116,3.3554,2.56617,2.56547,2.10998
1.119,3.33473,2.55367,2.55297,2.13998
1.122,3.31184,2.54111,2.54041,2.16998
1.125,3.28687,2.5285,2.5278,2.19998
1.128,3.26003,2.51583,2.51513,2.22998
1.131,3.23149,2.5031,2.5024,2.25998
1.134,3.20148,2.49032,2.48962,2.28998
1.137,3.17021,2.47748,2.47679,2.31998
1.14,3.13794,2.46568,2.46499,2.34779
1.143,3.10485,2.46705,2.46635,2.34915
1.146,3.07132,2.46838,2.46768,2.35048
1.149,3.03752,2.46965,2.46896,2.35176
1.152,3.00382,2.4709,2.4702,2.353
1.155,2.97047,2.47211,2.47141,2.35421
1.158,2.9376,2.47329,2.47259,2.35539
1.161,2.90555,2.47443,2.47373,2.35653
1.164,2.87456,2.47553,2.47484,2.35764
1.167,2.84487,2.4766,2.4759,2.35871
1.17,2.81671,2.47763,2.47694,2.35974
1.173,2.79032,2.47862,2.47793,2.36073
1.176,2.76591,2.47958,2.47888,2.36168
1.179,2.74367,2.4805,2.4798,2.3626
1.182,2.72378,2.48138,2.48068,2.36348
1.185,2.70639,2.48222,2.48152,2.36432
1.188,2.69163,2.48303,2.48233,2.36513
1.191,2.67961,2.48379,2.4831,2.3659
1.194,2.67041,2.48452,2.48383,2.36663
1.197,2.66411,2.48522,2.48452,2.36732
1.2,2.66072,2.48587,2.48517,2.36797
1.203,2.66028,2.48649,2.48579,2.36859
1.206,2.66276,2.48707,2.48637,2.36917
1.209,2.66813,2.48761,2.48691,2.36971
1.212,2.67633,2.48811,2.48742,2.37022
1.215,2.68727,2.48858,2.48788,2.37068
1.218,2.70085,2.48901,2.48831,2.37111
1.221,2.71692,2.4894,2.4887,2.3715
1.224,2.73534,2.48975,2.48906,2.37186
1.227,2.75594,2.49007,2.48937,2.37217
1.23,2.77852,2.49035,2.48965,2.37245
1.233,2.80287,2.49059,2.48989,2.37269
1.236,2.82877,2.49079,2.49009,2.37289
1.239,2.85599,2.49095,2.49026,2.37306
1.242,2.88427,2.49108,2.49038,2.37319
1.245,2.91337,2.49117,2.49047,2.37328
1.248,2.94301,2.49123,2.49053,2.37333
1.251,2.97292,2.49125,2.49056,2.37336
1.254,3.00281,2.49125,2.49056,2.37336
1.257,3.03239,2.49124,2.49055,2.37335
1.26,3.06133,2.49124,2.49054,2.37334
1.263,3.08942,2.49123,2.49053,2.37333
1.266,3.11637,2.49122,2.49052,2.37332
1.269,3.14195,2.49122,2.49052,2.37332
1.272,3.16593,2.49122,2.49053,2.37333
1.275,3.1881,2.49123,2.49053,2.37333
1.278,3.20827,2.49123,2.49053,2.37334
1.281,3.22627,2.49123,2.49054,2.37334
1.284,3.24194,2.49124,2.49054,2.37334
1.287,3.25514,2.49124,2.49054,2.37334
1.29,3.26575,2.49124,2.49054,2.37334
1.293,3.27367,2.49124,2.49054,2.37334
1.296,3.27883,2.49124,2.49054,2.37334
1.299,3.28119,2.49124,2.49054,2.37334
1.302,3.28073,2.49124,2.49054,2.37334
1.305,3.27744,2.49124,2.49054,2.37334
1.308,3.27136,2.49124,2.49054,2.37334
1.311,3.26254,2.49124,2.49054,2.37334
1.314,3.25106,2.49124,2.49054,2.37334
1.317,3.23703,2.49124,2.49054,2.37334
1.32,3.22056,2.49124,2.49054,2.37334
1.323,3.20181,2.49124,2.49054,2.37334
1.326,3.18094,2.49124,2.49054,2.37334
1.329,3.15813,2.49124,2.49054,2.37334
1.332,3.1336,2.49124,2.49054,2.37334
1.335,3.10755,2.49124,2.49054,2.37334
1.338,3.08021,2.49124,2.49054,2.37334
1.341,3.05184,2.49124,2.49054,2.37334
1.344,3.02268,2.49124,2.49054,2.37334
1.347,2.99299,2.49124,2.49054,2.37334
1.35,2.96303,2.49124,2.49054,2.37334
1.353,2.93308,2.49124,2.49054,2.37334
1.356,2.90339,2.49124,2.49054,2.37334
1.359,2.87423,2.49124,2.49054,2.37334
1.362,2.84585,2.49124,2.49054,2.37334
1.365,2.81852,2.49124,2.49054,2.37334
1.368,2.79247,2.49124,2.49054,2.37334
1.371,2.76794,2.49124,2.49054,2.37334
1.374,2.74514,2.49124,2.49054,2.37334
1.377,2.72427,2.49124,2.49054,2.37334
1.38,2.70553,2.49124,2.49054,2.37334
1.383,2.68907,2.49124,2.49054,2.37334
1.386,2.67505,2.49124,2.49054,2.37334
1.389,2.66359,2.49124,2.49054,2.37334
1.392,2.65479,2.49124,2.49054,2.37334
1.395,2.64872,2.49124,2.49054,2.37334
1.398,2.64545,2.49124,2.49054,2.37334
1.401,2.64499,2.49124,2.49054,2.37334
1.404,2.64734,2.49124,2.49054,2.37334
1.407,2.65251,2.49124,2.49054,2.37334
1.41,2.66044,2.49124,2.49054,2.37334
1.413,2.67104,2.49124,2.49054,2.37334
1.416,2.68424,2.49124,2.49054,2.37334
1.419,2.69991,2.49124,2.49054,2.37334
1.422,2.71792,2.49124,2.49054,2.37334
1.425,2.73811,2.49124,2.49054,2.37334
1.428,2.76031,2.49124,2.49054,2.37334
1.431,2.7843,2.49124,2.49054,2.37334
1.434,2.80987,2.49124,2.49054,2.37334
1.437,2.83682,2.49124,2.49054,2.37334
1.44,2.86488,2.49124,2.49054,2.37334
1.443,2.89381,2.49124,2.49054,2.37334
1.446,2.92337,2.49124,2.49054,2.37334
1.449,2.95327,2.49124,2.49054,2.37334
1.452,2.98326,2.49124,2.49054,2.37334
1.455,3.01308,2.49124,2.49054,2.37334
1.458,3.04245,2.49124,2.49054,2.37334
1.461,3.07111,2.49124,2.49054,2.37334
1.464,3.09882,2.49124,2.49054,2.37334
1.467,3.12532,2.49124,2.49054,2.37334
1.47,3.15039,2.49124,2.49054,2.37334
1.473,3.17379,2.49124,2.49054,2.37334
1.476,3.19532,2.49124,2.49054,2.37334
1.479,3.2148,2.49124,2.49054,2.37334
1.482,3.23204,2.49124,2.49054,2.37334
1.485,3.24689,2.49124,2.49054,2.37334
1.488,3.25923,2.49124,2.49054,2.37334
1.491,3.26894,2.49124,2.49054,2.37334
1.494,3.27593,2.49124,2.49054,2.37334
1.497,3.28014,2.49124,2.49054,2.37334
1.5,3.28155,2.49124,2.49054,2.37334
1.5,3.28155,2.49124,2.49054,2.37334
