"time",	"outputs[1]",	"outputs[2]",	"outputs[3]",	"outputs[4]"
0.072,	9.802164,	0.719044,	0,	0
0.0725,	9.801012,	0.724024,	0,	0
0.073,	9.799809,	0.729003,	0,	0
0.0735,	9.798554,	0.733982,	0,	0
0.074,	9.797247,	0.738961,	0,	0
0.0745,	9.795886,	0.74394,	0,	0
0.075,	9.794471,	0.748918,	0,	0
0.0755,	9.793,	0.753896,	0,	0
0.076,	9.791474,	0.758874,	0,	0
0.0765,	9.789891,	0.763851,	0,	0
0.077,	9.788249,	0.768828,	0,	0
0.0775,	9.786549,	0.773805,	0,	0
0.078,	9.78479,	0.778782,	0,	0
0.0785,	9.782971,	0.783758,	0,	0
0.079,	9.78109,	0.788734,	0,	0
0.0795,	9.779148,	0.79371,	0,	0
0.08,	9.777143,	0.798685,	0,	0
0.0805,	9.775075,	0.80366,	0,	0
0.081,	9.772943,	0.808635,	0,	0
0.0815,	9.770747,	0.813609,	0,	0
0.082,	9.768485,	0.818583,	0,	0
0.0825,	9.766157,	0.823557,	0,	0
0.083,	9.763762,	0.82853,	0,	0
0.0835,	9.761301,	0.833503,	0,	0
0.084,	9.758771,	0.838476,	0,	0
0.0845,	9.756173,	0.843448,	0,	0
0.085,	9.753506,	0.84842,	0,	0
0.0855,	9.750769,	0.853392,	0,	0
0.086,	9.747962,	0.858364,	0,	0
0.0865,	9.745084,	0.863335,	0,	0
0.087,	9.742135,	0.868305,	0,	0
0.0875,	9.739114,	0.873276,	0,	0
0.088,	9.736021,	0.878246,	0,	0
0.0885,	9.732855,	0.883216,	0,	0
0.089,	9.729616,	0.888185,	0,	0
0.0895,	9.726304,	0.893154,	0,	0
0.09,	9.722918,	0.898123,	0,	0
0.0905,	9.719457,	0.903091,	0,	0
0.091,	9.715922,	0.908059,	0,	0
0.0915,	9.712311,	0.913027,	0,	0
0.092,	9.708626,	0.917994,	0,	0
0.0925,	9.704864,	0.922961,	0,	0
0.093,	9.701026,	0.927927,	0,	0
0.0935,	9.697113,	0.932894,	0,	0
0.094,	9.693122,	0.937859,	0,	0
0.0945,	9.689055,	0.942825,	0,	0
0.095,	9.684911,	0.94779,	0,	0
0.0955,	9.68069,	0.952755,	0,	0
0.096,	9.676391,	0.957719,	0,	0
0.0965,	9.672015,	0.962683,	0,	0
0.097,	9.667561,	0.967646,	0,	0
0.0975,	9.663029,	0.97261,	0,	0
0.098,	9.658419,	0.977572,	0,	0
0.0985,	9.653732,	0.982535,	0,	0
0.099,	9.648966,	0.987497,	0,	0
0.0995,	9.644122,	0.992459,	0,	0
0.1,	9.6392,	0.99742,	0,	0
0.1005,	9.6342,	1.002381,	0,	0
0.101,	9.629122,	1.007341,	0,	0
0.1015,	9.623965,	1.012301,	0,	0
0.102,	9.618731,	1.017261,	0,	0
0.1025,	9.613418,	1.02222,	0,	0
0.103,	9.608028,	1.027179,	0,	0
0.1035,	9.60256,	1.032138,	0,	0
0.104,	9.597014,	1.037096,	0,	0
0.1045,	9.591391,	1.042053,	0,	0
0.105,	9.58569,	1.047011,	0,	0
0.1055,	9.579912,	1.051968,	0,	0
0.106,	9.574058,	1.056924,	0,	0
0.1065,	9.568126,	1.06188,	0,	0
0.107,	9.562118,	1.066836,	0,	0
0.1075,	9.556034,	1.071791,	0,	0
0.108,	9.549874,	1.076746,	0,	0
0.1085,	9.543638,	1.0817,	0,	0
0.109,	9.537327,	1.086654,	0,	0
0.1095,	9.530941,	1.091607,	0,	0
0.11,	9.52448,	1.09656,	0,	0
0.1105,	9.517945,	1.101513,	0,	0
0.111,	9.511336,	1.106465,	0,	0
0.1115,	9.504654,	1.111417,	0,	0
0.112,	9.497899,	1.116368,	0,	0
0.1125,	9.491071,	1.121319,	0,	0
0.113,	9.484171,	1.12627,	0,	0
0.1135,	9.477199,	1.13122,	0,	0
0.114,	9.470156,	1.136169,	0,	0
0.1145,	9.463043,	1.141118,	0,	0
0.115,	9.455859,	1.146067,	0,	0
0.1155,	9.448606,	1.151015,	0,	0
0.116,	9.441284,	1.155963,	0,	0
0.1165,	9.433893,	1.16091,	0,	0
0.117,	9.426435,	1.165857,	0,	0
0.1175,	9.41891,	1.170804,	0,	0
0.118,	9.411318,	1.17575,	0,	0
0.1185,	9.403661,	1.180695,	0,	0
0.119,	9.395938,	1.18564,	0,	0
0.1195,	9.38815,	1.190585,	0,	0
0.12,	9.380299,	1.195529,	0,	0
0.1205,	9.372385,	1.200472,	0,	0
0.121,	9.364408,	1.205416,	0,	0
0.1215,	9.35637,	1.210358,	0,	0
0.122,	9.348271,	1.2153,	0,	0
0.1225,	9.340112,	1.220242,	0,	0
0.123,	9.331894,	1.225183,	0,	0
0.1235,	9.323618,	1.230124,	0,	0
0.124,	9.315283,	1.235064,	0,	0
0.1245,	9.306892,	1.240004,	0,	0
0.125,	9.298445,	1.244944,	0,	0
0.1255,	9.289943,	1.249882,	0,	0
0.126,	9.281387,	1.254821,	0,	0
0.1265,	9.272778,	1.259759,	0,	0
0.127,	9.264116,	1.264696,	0,	0
0.1275,	9.255403,	1.269633,	0,	0
0.128,	9.246639,	1.274569,	0,	0
0.1285,	9.237826,	1.279505,	0,	0
0.129,	9.228964,	1.28444,	0,	0
0.1295,	9.220055,	1.289375,	0,	0
0.13,	9.211098,	1.294309,	0,	0
0.1305,	9.202097,	1.299243,	0,	0
0.131,	9.19305,	1.304177,	0,	0
0.1315,	9.18396,	1.309109,	0,	0
0.132,	9.174827,	1.314042,	0,	0
0.1325,	9.165653,	1.318973,	0,	0
0.133,	9.156438,	1.323905,	0,	0
0.1335,	9.147184,	1.328835,	0,	0
0.134,	9.137891,	1.333766,	0,	0
0.1345,	9.128561,	1.338695,	0,	0
0.135,	9.119195,	1.343624,	0,	0
0.1355,	9.109794,	1.348553,	0,	0
0.136,	9.100359,	1.353481,	0,	0
0.1365,	9.09089,	1.358409,	0,	0
0.137,	9.08139,	1.363336,	0,	0
0.1375,	9.07186,	1.368262,	0,	0
0.138,	9.062299,	1.373188,	0,	0
0.1385,	9.052711,	1.378114,	0,	0
0.139,	9.043095,	1.383038,	0,	0
0.1395,	9.033453,	1.387963,	0,	0
0.14,	9.023786,	1.392887,	0,	0
0.1405,	9.014096,	1.39781,	0,	0
0.141,	9.004383,	1.402733,	0,	0
0.1415,	8.994649,	1.407655,	0,	0
0.142,	8.984894,	1.412576,	0,	0
0.1425,	8.975121,	1.417497,	0,	0
0.143,	8.965329,	1.422418,	0,	0
0.1435,	8.955521,	1.427338,	0,	0
0.144,	8.945698,	1.432257,	0,	0
0.1445,	8.935861,	1.437176,	0,	0
0.145,	8.92601,	1.442094,	0,	0
0.1455,	8.916148,	1.447012,	0,	0
0.146,	8.906276,	1.451929,	0,	0
0.1465,	8.896394,	1.456845,	0,	0
0.147,	8.886504,	1.461761,	0,	0
0.1475,	8.876607,	1.466677,	0,	0
0.148,	8.866705,	1.471592,	0,	0
0.1485,	8.856799,	1.476506,	0,	0
0.149,	8.846889,	1.481419,	0,	0
0.1495,	8.836977,	1.486332,	0,	0
0.15,	8.827065,	1.491245,	0,	0
0.1505,	8.817153,	1.496157,	0,	0
0.151,	8.807243,	1.501068,	0,	0
0.1515,	8.797337,	1.505979,	0,	0
0.152,	8.787434,	1.510889,	0,	0
0.1525,	8.777537,	1.515798,	0,	0
0.153,	8.767647,	1.520707,	0,	0
0.1535,	8.757765,	1.525616,	0,	0
0.154,	8.747892,	1.530523,	0,	0
0.1545,	8.738029,	1.535431,	0,	0
0.155,	8.728178,	1.540337,	0,	0
0.1555,	8.71834,	1.545243,	0,	0
0.156,	8.708516,	1.550148,	0,	0
0.1565,	8.698708,	1.555053,	0,	0
0.157,	8.688916,	1.559957,	0,	0
0.1575,	8.679141,	1.564861,	0,	0
0.158,	8.669386,	1.569763,	0,	0
0.1585,	8.659651,	1.574666,	0,	0
0.159,	8.649937,	1.579567,	0,	0
0.1595,	8.640246,	1.584468,	0,	0
0.16,	8.630578,	1.589369,	0,	0
0.1605,	8.620935,	1.594268,	0,	0
0.161,	8.611319,	1.599168,	0,	0
0.1615,	8.601729,	1.604066,	0,	0
0.162,	8.592168,	1.608964,	0,	0
0.1625,	8.582637,	1.613861,	0,	0
0.163,	8.573136,	1.618758,	0,	0
0.1635,	8.563667,	1.623654,	0,	0
0.164,	8.554231,	1.628549,	0,	0
0.1645,	8.544829,	1.633444,	0,	0
0.165,	8.535462,	1.638338,	0,	0
0.1655,	8.526132,	1.643231,	0,	0
0.166,	8.516839,	1.648124,	0,	0
0.1665,	8.507584,	1.653016,	0,	0
0.167,	8.498369,	1.657908,	0,	0
0.1675,	8.489195,	1.662798,	0,	0
0.168,	8.480062,	1.667688,	0,	0
0.1685,	8.470973,	1.672578,	0,	0
0.169,	8.461926,	1.677467,	0,	0
0.1695,	8.452925,	1.682355,	0,	0
0.17,	8.44397,	1.687242,	0,	0
0.1705,	8.435061,	1.692129,	0,	0
0.171,	8.4262,	1.697016,	0,	0
0.1715,	8.417388,	1.701901,	0,	0
0.172,	8.408626,	1.706786,	0,	0
0.1725,	8.399914,	1.71167,	0,	0
0.173,	8.391254,	1.716554,	0,	0
0.1735,	8.382647,	1.721436,	0,	0
0.174,	8.374093,	1.726319,	0,	0
0.1745,	8.365594,	1.7312,	0,	0
0.175,	8.35715,	1.736081,	0,	0
0.1755,	8.348762,	1.740961,	0,	0
0.176,	8.340432,	1.74584,	0,	0
0.1765,	8.332159,	1.750719,	0,	0
0.177,	8.323945,	1.755597,	0,	0
0.1775,	8.315791,	1.760475,	0,	0
0.178,	8.307697,	1.765351,	0,	0
0.1785,	8.299664,	1.770227,	0,	0
0.179,	8.291693,	1.775102,	0,	0
0.1795,	8.283785,	1.779977,	0,	0
0.18,	8.275941,	1.784851,	0,	0
0.1805,	8.268161,	1.789724,	0,	0
0.181,	8.260445,	1.794597,	0,	0
0.1815,	8.252796,	1.799468,	0,	0
0.182,	8.245213,	1.804339,	0,	0
0.1825,	8.237696,	1.80921,	0,	0
0.183,	8.230248,	1.814079,	0,	0
0.1835,	8.222868,	1.818948,	0,	0
0.184,	8.215556,	1.823816,	0,	0
0.1845,	8.208315,	1.828684,	0,	0
0.185,	8.201143,	1.833551,	0,	0
0.1855,	8.194042,	1.838417,	0,	0
0.186,	8.187012,	1.843282,	0,	0
0.1865,	8.180055,	1.848147,	0,	0
0.187,	8.173169,	1.853011,	0,	0
0.1875,	8.166356,	1.857874,	0,	0
0.188,	8.159617,	1.862736,	0,	0
0.1885,	8.152951,	1.867598,	0,	0
0.189,	8.14636,	1.872459,	0,	0
0.1895,	8.139843,	1.877319,	0,	0
0.19,	8.133401,	1.882178,	0,	0
0.1905,	8.127034,	1.887037,	0,	0
0.191,	8.120744,	1.891895,	0,	0
0.1915,	8.114529,	1.896752,	0,	0
0.192,	8.108391,	1.901609,	0,	0
0.1925,	8.10233,	1.906465,	0,	0
0.193,	8.096346,	1.91132,	0,	0
0.1935,	8.09044,	1.916174,	0,	0
0.194,	8.084611,	1.921027,	0,	0
0.1945,	8.07886,	1.92588,	0,	0
0.195,	8.073187,	1.930732,	0,	0
0.1955,	8.067592,	1.935583,	0,	0
0.196,	8.062076,	1.940434,	0,	0
0.1965,	8.056639,	1.945283,	0,	0
0.197,	8.05128,	1.950132,	0,	0
0.1975,	8.046001,	1.95498,	0,	0
0.198,	8.0408,	1.959828,	0,	0
0.1985,	8.035679,	1.964674,	0,	0
0.199,	8.030637,	1.96952,	0,	0
0.1995,	8.025674,	1.974365,	0,	0
0.2,	8.02079,	1.97921,	0,	0
0.2005,	8.015986,	1.984053,	0,	0
0.201,	8.011261,	1.988896,	0,	0
0.2015,	8.006615,	1.993738,	0,	0
0.202,	8.002049,	1.998579,	0,	0
0.2025,	7.997562,	2.003419,	0,	0
0.203,	7.993154,	2.008259,	0,	0
0.2035,	7.988824,	2.013098,	0,	0
0.204,	7.984574,	2.017936,	0,	0
0.2045,	7.980403,	2.022773,	0,	0
0.205,	7.976309,	2.027609,	0,	0
0.2055,	7.972295,	2.032445,	0,	0
0.206,	7.968358,	2.03728,	0,	0
0.2065,	7.9645,	2.042114,	0,	0
0.207,	7.960719,	2.046947,	0,	0
0.2075,	7.957015,	2.05178,	0,	0
0.208,	7.953389,	2.056611,	0,	0
0.2085,	7.94984,	2.061442,	0,	0
0.209,	7.946367,	2.066272,	0,	0
0.2095,	7.94297,	2.071101,	0,	0
0.21,	7.93965,	2.075929,	0,	0
0.2105,	7.936405,	2.080757,	0,	0
0.211,	7.933235,	2.085584,	0,	0
0.2115,	7.930139,	2.09041,	0,	0
0.212,	7.927118,	2.095235,	0,	0
0.2125,	7.924171,	2.100059,	0,	0
0.213,	7.921297,	2.104882,	0,	0
0.2135,	7.918496,	2.109705,	0,	0
0.214,	7.915768,	2.114527,	0,	0
0.2145,	7.913111,	2.119348,	0,	0
0.215,	7.910526,	2.124168,	0,	0
0.2155,	7.908012,	2.128987,	0,	0
0.216,	7.905567,	2.133805,	0,	0
0.2165,	7.903193,	2.138623,	0,	0
0.217,	7.900887,	2.14344,	0,	0
0.2175,	7.89865,	2.148256,	0,	0
0.218,	7.896481,	2.153071,	0,	0
0.2185,	7.894379,	2.157885,	0,	0
0.219,	7.892344,	2.162698,	0,	0
0.2195,	7.890374,	2.167511,	0,	0
0.22,	7.888469,	2.172322,	0,	0
0.2205,	7.886629,	2.177133,	0,	0
0.221,	7.884853,	2.181943,	0,	0
0.2215,	7.883139,	2.186752,	0,	0
0.222,	7.881487,	2.19156,	0,	0
0.2225,	7.879897,	2.196368,	0,	0
0.223,	7.878368,	2.201174,	0,	0
0.2235,	7.876898,	2.20598,	0,	0
0.224,	7.875487,	2.210785,	0,	0
0.2245,	7.874135,	2.215589,	0,	0
0.225,	7.872839,	2.220392,	0,	0
0.2255,	7.8716,	2.225194,	0,	0
0.226,	7.870417,	2.229995,	0,	0
0.2265,	7.869288,	2.234795,	0,	0
0.227,	7.868213,	2.239595,	0,	0
0.2275,	7.867191,	2.244394,	0,	0
0.228,	7.86622,	2.249191,	0,	0
0.2285,	7.865301,	2.253988,	0,	0
0.229,	7.864431,	2.258784,	0,	0
0.2295,	7.863611,	2.263579,	0,	0
0.23,	7.862839,	2.268373,	0,	0
0.2305,	7.862113,	2.273167,	0,	0
0.231,	7.861434,	2.277959,	0,	0
0.2315,	7.8608,	2.282751,	0,	0
0.232,	7.86021,	2.287541,	0,	0
0.2325,	7.859663,	2.292331,	0,	0
0.233,	7.859157,	2.29712,	0,	0
0.2335,	7.858693,	2.301908,	0,	0
0.234,	7.858268,	2.306695,	0,	0
0.2345,	7.857883,	2.311481,	0,	0
0.235,	7.857534,	2.316266,	0,	0
0.2355,	7.857223,	2.32105,	0,	0
0.236,	7.856947,	2.325833,	0,	0
0.2365,	7.856705,	2.330616,	0,	0
0.237,	7.856496,	2.335397,	0,	0
0.2375,	7.85632,	2.340178,	0,	0
0.238,	7.856175,	2.344958,	0,	0
0.2385,	7.856059,	2.349736,	0,	0
0.239,	7.855972,	2.354514,	0,	0
0.2395,	7.855913,	2.359291,	0,	0
0.24,	7.85588,	2.364067,	0,	0
0.2405,	7.855872,	2.368842,	0,	0
0.241,	7.855888,	2.373616,	0,	0
0.2415,	7.855927,	2.378389,	0,	0
0.242,	7.855988,	2.383162,	0,	0
0.2425,	7.856069,	2.387933,	0,	0
0.243,	7.856169,	2.392703,	0,	0
0.2435,	7.856288,	2.397473,	0,	0
0.244,	7.856423,	2.402241,	0,	0
0.2445,	7.856574,	2.407009,	0,	0
0.245,	7.85674,	2.411775,	0,	0
0.2455,	7.856919,	2.416541,	0,	0
0.246,	7.85711,	2.421306,	0,	0
0.2465,	7.857311,	2.426069,	0,	0
0.247,	7.857522,	2.430832,	0,	0
0.2475,	7.857742,	2.435594,	0,	0
0.248,	7.857968,	2.440355,	0,	0
0.2485,	7.858201,	2.445115,	0,	0
0.249,	7.858438,	2.449874,	0,	0
0.2495,	7.858679,	2.454631,	0,	0
0.25,	7.858921,	2.459388,	0,	0
0.2505,	7.859165,	2.464145,	0,	0
0.251,	7.859409,	2.4689,	0,	0
0.2515,	7.859651,	2.473654,	0,	0
0.252,	7.85989,	2.478407,	0,	0
0.2525,	7.860125,	2.483159,	0,	0
0.253,	7.860355,	2.48791,	0,	0
0.2535,	7.860579,	2.49266,	0,	0
0.254,	7.860795,	2.497409,	0,	0
0.2545,	7.861003,	2.502158,	0,	0
0.255,	7.8612,	2.506905,	0,	0
0.2555,	7.861386,	2.511651,	0,	0
0.256,	7.861559,	2.516396,	0,	0
0.2565,	7.861718,	2.521141,	0,	0
0.257,	7.861863,	2.525884,	0,	0
0.2575,	7.861992,	2.530626,	0,	0
0.258,	7.862103,	2.535367,	0,	0
0.2585,	7.862196,	2.540108,	0,	0
0.259,	7.862269,	2.544847,	0,	0
0.2595,	7.862321,	2.549585,	0,	0
0.26,	7.862351,	2.554323,	0,	0
0.2605,	7.862357,	2.559059,	0,	0
0.261,	7.862339,	2.563794,	0,	0
0.2615,	7.862296,	2.568528,	0,	0
0.262,	7.862226,	2.573262,	0,	0
0.2625,	7.862128,	2.577994,	0,	0
0.263,	7.862001,	2.582725,	0,	0
0.2635,	7.861844,	2.587455,	0,	0
0.264,	7.861655,	2.592184,	0,	0
0.2645,	7.861434,	2.596912,	0,	0
0.265,	7.86118,	2.60164,	0,	0
0.2655,	7.860891,	2.606366,	0,	0
0.266,	7.860566,	2.611091,	0,	0
0.2665,	7.860204,	2.615815,	0,	0
0.267,	7.859805,	2.620538,	0,	0
0.2675,	7.859367,	2.62526,	0,	0
0.268,	7.858888,	2.629981,	0,	0
0.2685,	7.858369,	2.634701,	0,	0
0.269,	7.857807,	2.63942,	0,	0
0.2695,	7.857202,	2.644137,	0,	0
0.27,	7.856554,	2.648854,	0,	0
0.2705,	7.85586,	2.65357,	0,	0
0.271,	7.85512,	2.658285,	0,	0
0.2715,	7.854332,	2.662998,	0,	0
0.272,	7.853497,	2.667711,	0,	0
0.2725,	7.852613,	2.672423,	0,	0
0.273,	7.851679,	2.677133,	0,	0
0.2735,	7.850694,	2.681842,	0,	0
0.274,	7.849657,	2.686551,	0,	0
0.2745,	7.848568,	2.691258,	0,	0
0.275,	7.847424,	2.695965,	0,	0
0.2755,	7.846227,	2.70067,	0,	0
0.276,	7.844974,	2.705374,	0,	0
0.2765,	7.843665,	2.710077,	0,	0
0.277,	7.842299,	2.714779,	0,	0
0.2775,	7.840875,	2.71948,	0,	0
0.278,	7.839392,	2.72418,	0,	0
0.2785,	7.83785,	2.728879,	0,	0
0.279,	7.836248,	2.733576,	0,	0
0.2795,	7.834584,	2.738273,	0,	0
0.28,	7.832859,	2.742969,	0,	0
0.2805,	7.831072,	2.747663,	0,	0
0.281,	7.829221,	2.752357,	0,	0
0.2815,	7.827307,	2.757049,	0,	0
0.282,	7.825328,	2.76174,	0,	0
0.2825,	7.823283,	2.76643,	0,	0
0.283,	7.821173,	2.771119,	0,	0
0.2835,	7.818997,	2.775807,	0,	0
0.284,	7.816753,	2.780494,	0,	0
0.2845,	7.814441,	2.78518,	0,	0
0.285,	7.812061,	2.789865,	0,	0
0.2855,	7.809613,	2.794548,	0,	0
0.286,	7.807095,	2.799231,	0,	0
0.2865,	7.804506,	2.803912,	0,	0
0.287,	7.801848,	2.808592,	0,	0
0.2875,	7.799118,	2.813272,	0,	0
0.288,	7.796317,	2.81795,	0,	0
0.2885,	7.793444,	2.822627,	0,	0
0.289,	7.790499,	2.827303,	0,	0
0.2895,	7.787481,	2.831977,	0,	0
0.29,	7.78439,	2.836651,	0,	0
0.2905,	7.781225,	2.841323,	0,	0
0.291,	7.777986,	2.845995,	0,	0
0.2915,	7.774673,	2.850665,	0,	0
0.292,	7.771285,	2.855334,	0,	0
0.2925,	7.767823,	2.860002,	0,	0
0.293,	7.764285,	2.864669,	0,	0
0.2935,	7.760671,	2.869335,	0,	0
0.294,	7.756982,	2.873999,	0,	0
0.2945,	7.753217,	2.878663,	0,	0
0.295,	7.749376,	2.883325,	0,	0
0.2955,	7.745458,	2.887987,	0,	0
0.296,	7.741463,	2.892647,	0,	0
0.2965,	7.737392,	2.897306,	0,	0
0.297,	7.733244,	2.901963,	0,	0
0.2975,	7.729018,	2.90662,	0,	0
0.298,	7.724716,	2.911276,	0,	0
0.2985,	7.720336,	2.91593,	0,	0
0.299,	7.71588,	2.920583,	0,	0
0.2995,	7.711345,	2.925235,	0,	0
0.3,	7.706734,	2.929886,	0,	0
0.3005,	7.702045,	2.934536,	0,	0
0.301,	7.697278,	2.939185,	0,	0
0.3015,	7.692434,	2.943832,	0,	0
0.302,	7.687513,	2.948478,	0,	0
0.3025,	7.682515,	2.953123,	0,	0
0.303,	7.67744,	2.957767,	0,	0
0.3035,	7.672287,	2.96241,	0,	0
0.304,	7.667058,	2.967052,	0,	0
0.3045,	7.661752,	2.971692,	0,	0
0.305,	7.656369,	2.976332,	0,	0
0.3055,	7.65091,	2.98097,	0,	0
0.306,	7.645375,	2.985607,	0,	0
0.3065,	7.639764,	2.990242,	0,	0
0.307,	7.634077,	2.994877,	0,	0
0.3075,	7.628314,	2.999511,	0,	0
0.308,	7.622477,	3.004143,	0,	0
0.3085,	7.616564,	3.008774,	0,	0
0.309,	7.610577,	3.013404,	0,	0
