"time","J1_0w","J2_0w","J3_0w","J4_0w"
0.399,6.1756,3.82569,1.59872e-014,1.68788e-014
0.4,6.16667,3.83446,1.5099e-014,1.59835e-014
0.4,6.16667,3.83446,1.5099e-014,1.59835e-014
0.4,6.16667,3.83446,5.96047e-008,1.53163e-014
0.402,6.14978,3.83198,0.02,1.50921e-014
0.405,6.12682,3.82821,0.05,1.487e-014
0.408,6.10668,3.8244,0.08,1.55431e-014
0.411,6.08931,3.82052,0.11,1.4877e-014
0.414,6.0746,3.81659,0.14,1.5099e-014
0.417,6.06249,3.81261,0.17,1.4988e-014
0.42,6.05283,3.80856,0.2,1.56541e-014
0.423,6.04548,3.80447,0.23,1.54321e-014
0.426,6.0403,3.80031,0.26,1.52101e-014
0.429,6.03705,3.79609,0.29,1.4988e-014
0.432,6.03571,3.79182,0.32,1.52101e-014
0.435,6.03594,3.78749,0.35,1.4988e-014
0.438,6.03759,3.7831,0.38,1.65978e-014
0.441,6.04033,3.77866,0.41,1.63758e-014
0.444,6.04395,3.77415,0.44,1.79856e-014
0.447,6.04816,3.76958,0.47,1.68754e-014
0.45,6.05273,3.76495,0.5,1.79856e-014
0.453,6.05736,3.76027,0.53,1.77636e-014
0.456,6.06179,3.75552,0.56,1.79856e-014
0.459,6.06576,3.75071,0.59,1.86517e-014
0.462,6.06902,3.74584,0.62,1.9762e-014
0.465,6.07129,3.7409,0.65,1.92069e-014
0.468,6.07239,3.73591,0.68,1.9873e-014
0.471,6.07204,3.73085,0.71,2.05391e-014
0.474,6.07,3.72573,0.74,2.12053e-014
0.477,6.06616,3.72054,0.77,2.28706e-014
0.48,6.06027,3.71529,0.8,2.45359e-014
0.483,6.05212,3.70998,0.83,2.60902e-014
0.486,6.04165,3.70461,0.86,2.95319e-014
0.489,6.02874,3.69916,0.89,3.24185e-014
0.492,6.01317,3.69366,0.92,3.66374e-014
0.495,5.99492,3.68808,0.95,4.19664e-014
0.498,5.974,3.68245,0.98,4.66294e-014
0.501,5.95024,3.67674,1.01,5.26246e-014
0.504,5.92372,3.67097,1.04,5.88418e-014
0.507,5.89453,3.66513,1.07,6.61693e-014
0.51,5.86256,3.65923,1.1,7.4829e-014
0.513,5.828,3.65326,1.13,8.19345e-014
0.516,5.79095,3.64721,1.16,8.70415e-014
0.519,5.75143,3.64111,1.19,8.83738e-014
0.522,5.70972,3.63493,1.22,9.03722e-014
0.525,5.66587,3.62868,1.25,9.10383e-014
0.528,5.62007,3.62237,1.28,9.14824e-014
0.531,5.57258,3.61598,1.31,9.12603e-014
0.534,5.52352,3.60953,1.34,9.10383e-014
0.537,5.4732,3.603,1.37,9.05942e-014
0.54,5.42181,3.59641,1.4,8.99281e-014
0.543,5.36959,3.58974,1.43,8.90399e-014
0.546,5.31685,3.583,1.46,8.88178e-014
0.549,5.2638,3.57619,1.49,8.9484e-014
0.552,5.21071,3.56931,1.52,8.9484e-014
0.555,5.15786,3.56236,1.55,8.79297e-014
0.558,5.10552,3.55533,1.58,8.79297e-014
0.561,5.05393,3.54823,1.61,8.9484e-014
0.564,5.00337,3.54106,1.64,9.03722e-014
0.567,4.9541,3.53381,1.67,8.81517e-014
0.57,4.90632,3.52649,1.7,8.90399e-014
0.573,4.86029,3.5191,1.73,8.99281e-014
0.576,4.8162,3.51163,1.76,8.90399e-014
0.579,4.77425,3.50409,1.79,8.90399e-014
0.582,4.73461,3.49647,1.82,8.90399e-014
0.585,4.69742,3.48878,1.85,8.9484e-014
0.588,4.66284,3.48101,1.88,8.88178e-014
0.591,4.63096,3.47316,1.91,8.92619e-014
0.594,4.60187,3.46524,1.94,8.81517e-014
0.597,4.57564,3.45724,1.97,8.88178e-014
0.6,4.5523,3.44916,2,8.79297e-014
0.603,4.53186,3.44101,2.03,8.79297e-014
0.606,4.51432,3.43278,2.06,8.70415e-014
0.609,4.49963,3.42447,2.09,8.74856e-014
0.612,4.48774,3.41608,2.12,8.88178e-014
0.615,4.47855,3.40762,2.15,8.83738e-014
0.618,4.47197,3.39907,2.18,8.79297e-014
0.621,4.46786,3.39045,2.21,8.79297e-014
0.624,4.46606,3.38175,2.24,8.70415e-014
0.627,4.46641,3.37296,2.27,8.88178e-014
0.63,4.4687,3.3641,2.3,8.83738e-014
0.633,4.47273,3.35515,2.33,8.74856e-014
0.636,4.47828,3.34613,2.36,8.88178e-014
0.639,4.48512,3.33702,2.39,8.88178e-014
0.642,4.493,3.32784,2.42,8.83738e-014
0.645,4.50164,3.31857,2.45,8.88178e-014
0.648,4.51082,3.30922,2.48,8.88178e-014
0.651,4.52026,3.29979,2.51,8.79297e-014
0.654,4.52968,3.29027,2.54,8.83738e-014
0.657,4.53883,3.28067,2.57,8.83738e-014
0.66,4.54744,3.27099,2.6,8.92619e-014
0.663,4.55527,3.26123,2.63,8.74856e-014
0.666,4.56205,3.25138,2.66,8.74856e-014
0.669,4.56755,3.24145,2.69,8.79297e-014
0.672,4.57155,3.23143,2.72,8.79297e-014
0.675,4.57383,3.22133,2.75,8.79297e-014
0.678,4.5742,3.21115,2.78,8.79297e-014
0.681,4.57247,3.20088,2.81,8.74856e-014
0.684,4.56849,3.19052,2.84,8.70415e-014
0.687,4.56211,3.18008,2.87,8.83738e-014
0.69,4.55323,3.16955,2.9,8.74856e-014
0.693,4.54174,3.15894,2.93,8.70415e-014
0.696,4.52758,3.14824,2.96,8.74856e-014
0.699,4.51071,3.13746,2.99,8.74856e-014
0.702,4.4911,3.12658,3.02,8.65974e-014
0.705,4.46875,3.11562,3.05,8.61533e-014
0.708,4.4437,3.10457,3.08,8.70415e-014
0.709792,4.42748,3.09793,3.09792,8.61533e-014
0.709793,4.42748,3.09793,3.09793,8.52651e-014
0.709793,4.42748,3.09793,3.09793,8.52651e-014
0.711,4.41602,3.10172,3.10172,8.43769e-014
0.714,4.38578,3.11111,3.11111,8.39329e-014
0.717,4.35313,3.12045,3.12045,8.34888e-014
0.72,4.31815,3.12975,3.12975,8.39329e-014
0.723,4.28104,3.139,3.139,8.39329e-014
0.726,4.24189,3.14821,3.14821,8.43769e-014
0.729,4.2009,3.15738,3.15738,8.39329e-014
0.732,4.15834,3.1665,3.1665,8.39329e-014
0.735,4.11426,3.17558,3.17558,8.43769e-014
0.738,4.06899,3.18461,3.18461,8.4821e-014
0.741,4.02269,3.19359,3.19359,8.43769e-014
0.744,3.97567,3.20253,3.20253,8.4821e-014
0.747,3.9282,3.21143,3.21143,8.52651e-014
0.75,3.88054,3.22028,3.22028,8.61533e-014
0.753,3.83298,3.22908,3.22908,8.57092e-014
0.756,3.78577,3.23784,3.23784,8.57092e-014
0.759,3.73917,3.24655,3.24655,8.57092e-014
0.762,3.69344,3.25522,3.25522,8.65974e-014
0.765,3.64885,3.26384,3.26384,8.70415e-014
0.768,3.60559,3.27241,3.27241,8.83738e-014
0.771,3.56394,3.28094,3.28094,8.92619e-014
0.774,3.52415,3.28942,3.28942,9.05942e-014
0.777,3.4863,3.29785,3.29785,9.32587e-014
0.78,3.45067,3.30624,3.30624,9.54792e-014
0.783,3.41747,3.31458,3.31458,9.81437e-014
0.786,3.38678,3.32287,3.32287,1.02585e-013
0.789,3.35873,3.33111,3.33111,1.05249e-013
0.791156,3.34033,3.33701,3.33701,1.06581e-013
0.79146,3.33784,3.33784,3.33784,1.0747e-013
0.79146,3.33784,3.33784,3.33784,1.0747e-013
0.792,3.33738,3.33738,3.33738,1.0747e-013
0.795,3.33535,3.33535,3.33535,1.0747e-013
0.798,3.33426,3.33426,3.33426,1.0747e-013
0.801,3.3341,3.3341,3.3341,1.0747e-013
0.804,3.33487,3.33487,3.33487,1.0747e-013
0.807,3.33658,3.33658,3.33658,1.0747e-013
0.81,3.33918,3.33918,3.33918,1.0747e-013
0.813,3.34263,3.34263,3.34263,1.0747e-013
0.816,3.34696,3.34696,3.34696,1.0747e-013
0.819,3.35212,3.35212,3.35212,1.0747e-013
0.822,3.35795,3.35795,3.35795,1.0747e-013
0.825,3.36456,3.36456,3.36456,1.0747e-013
0.828,3.37189,3.37189,3.37189,1.0747e-013
0.831,3.37984,3.37984,3.37984,1.0747e-013
0.831167,3.3803,3.3803,3.3803,1.0747e-013
0.831167,3.3803,3.3803,3.3803,1.0747e-013
0.831167,3.3803,3.3803,3.3803,1.0747e-013
0.831167,3.3803,3.3803,3.3803,1.0747e-013
0.831167,3.3803,3.3803,3.3803,1.0747e-013
0.834,3.39028,3.38741,3.38741,1.08358e-013
0.837,3.40221,3.39488,3.39488,1.07914e-013
0.84,3.41534,3.40231,3.40231,1.0747e-013
0.843,3.42943,3.40968,3.40968,1.0747e-013
0.846,3.44425,3.41701,3.41701,1.07025e-013
0.849,3.45953,3.42429,3.42429,1.07025e-013
0.852,3.47504,3.43152,3.43152,1.0747e-013
0.855,3.49047,3.4387,3.4387,1.07025e-013
0.858,3.50558,3.44583,3.44583,1.07914e-013
0.861,3.5201,3.45291,3.45291,1.0747e-013
0.864,3.53376,3.45994,3.45994,1.07025e-013
0.867,3.54633,3.46692,3.46692,1.07025e-013
0.87,3.55755,3.47384,3.47384,1.0747e-013
0.873,3.56723,3.48072,3.48072,1.07914e-013
0.876,3.57515,3.48755,3.48755,1.07914e-013
0.879,3.5811,3.49433,3.49433,1.08358e-013
0.882,3.58494,3.50106,3.50106,1.07914e-013
0.885,3.58646,3.50774,3.50774,1.07914e-013
0.888,3.58562,3.51436,3.51436,1.0747e-013
0.891,3.58222,3.52094,3.52094,1.06581e-013
0.894,3.57622,3.52746,3.52746,1.0747e-013
0.897,3.56755,3.53394,3.53394,1.0747e-013
0.9,3.55612,3.54036,3.54036,1.07025e-013
0.9,3.55612,3.54036,3.54036,1.07025e-013
0.9,3.55612,3.54036,3.54036,2.38419e-007
0.903,3.54197,3.53173,3.53173,0.0300002
0.906,3.52511,3.52305,3.52305,0.0600002
0.906631,3.52122,3.52122,3.52122,0.0663093
0.906631,3.52122,3.52122,3.52122,0.0663093
0.906633,3.52121,3.52121,3.52121,0.0663286
0.909,3.51141,3.51141,3.51141,0.0900002
0.912,3.49818,3.49818,3.49818,0.12
0.915,3.48408,3.48408,3.48408,0.15
0.918,3.4692,3.4692,3.4692,0.18
0.921,3.45352,3.45352,3.45352,0.21
0.924,3.43714,3.43714,3.43714,0.24
0.927,3.4201,3.4201,3.4201,0.27
0.93,3.40236,3.40236,3.40236,0.3
0.933,3.38421,3.38421,3.38421,0.33
0.936,3.36552,3.36552,3.36552,0.36
0.939,3.34643,3.34643,3.34643,0.39
0.942,3.3271,3.3271,3.3271,0.42
0.945,3.30742,3.30742,3.30742,0.45
0.948,3.2876,3.2876,3.2876,0.48
0.951,3.2677,3.2677,3.2677,0.51
0.954,3.24777,3.24777,3.24777,0.54
0.957,3.22795,3.22795,3.22795,0.57
0.96,3.20832,3.20832,3.20832,0.6
0.963,3.18896,3.18896,3.18896,0.63
0.966,3.16998,3.16998,3.16998,0.66
0.969,3.15145,3.15145,3.15145,0.69
0.972,3.13341,3.13341,3.13341,0.72
0.975,3.11597,3.11597,3.11597,0.75
0.978,3.0992,3.0992,3.0992,0.78
0.981,3.08315,3.08315,3.08315,0.81
0.984,3.06784,3.06784,3.06784,0.84
0.987,3.05337,3.05337,3.05337,0.87
0.99,3.03979,3.03979,3.03979,0.9
0.993,3.02707,3.02707,3.02707,0.93
0.996,3.01526,3.01526,3.01526,0.96
0.999,3.00443,3.00443,3.00443,0.99
1.00033,2.99994,2.99994,2.99994,1.00333
1.00033,2.99994,2.99994,2.99994,1.00333
1.00033,2.99994,2.99994,2.99994,1.00333
1.00033,2.99994,2.99994,2.99994,1.00333
1.00033,2.99994,2.99994,2.99994,1.00333
1.002,2.99541,2.99417,2.99417,1.02
1.005,2.98953,2.98376,2.98376,1.05
1.008,2.98652,2.97329,2.97329,1.08
1.011,2.98634,2.96276,2.96276,1.11
1.014,2.98888,2.95219,2.95219,1.14
1.017,2.99409,2.94155,2.94155,1.17
1.02,3.00182,2.93087,2.93087,1.2
1.023,3.01192,2.92013,2.92013,1.23
1.026,3.02427,2.90933,2.90933,1.26
1.029,3.03867,2.89848,2.89848,1.29
1.032,3.05487,2.88758,2.88758,1.32
1.035,3.07272,2.87662,2.87662,1.35
1.038,3.09198,2.86561,2.86561,1.38
1.041,3.11239,2.85454,2.85454,1.41
1.044,3.13367,2.84342,2.84342,1.44
1.047,3.15558,2.83225,2.83225,1.47
1.05,3.17792,2.82102,2.82102,1.5
1.053,3.20038,2.80973,2.80973,1.53
1.056,3.22274,2.79839,2.79839,1.56
1.059,3.24467,2.78699,2.78699,1.59
1.062,3.26594,2.77554,2.77554,1.62
1.065,3.2863,2.76404,2.76404,1.65
1.068,3.3055,2.75248,2.75248,1.68
1.071,3.32329,2.74086,2.74086,1.71
1.074,3.33949,2.72919,2.72919,1.74
1.077,3.35384,2.71747,2.71747,1.77
1.08,3.36621,2.70569,2.70569,1.8
1.083,3.37642,2.69385,2.69385,1.83
1.086,3.38427,2.68196,2.68196,1.86
1.089,3.38969,2.67001,2.67001,1.89
1.092,3.39253,2.65801,2.65801,1.92
1.095,3.39275,2.64596,2.64596,1.95
1.098,3.39028,2.63384,2.63384,1.98
1.101,3.38509,2.62167,2.62167,2.01
1.104,3.37718,2.60945,2.60945,2.04
1.107,3.36659,2.59717,2.59717,2.07
1.11,3.35334,2.58484,2.58484,2.1
1.113,3.33752,2.57245,2.57245,2.13
1.116,3.31921,2.56,2.56,2.16
1.119,3.29853,2.5475,2.5475,2.19
1.122,3.27562,2.53494,2.53494,2.22
1.125,3.25063,2.52233,2.52233,2.25
1.128,3.22376,2.50966,2.50966,2.28
1.131,3.19517,2.49693,2.49693,2.31
1.134,3.16508,2.48415,2.48415,2.34
1.137,3.13374,2.47131,2.47131,2.37
1.14,3.1014,2.45842,2.45842,2.4
1.143,3.06833,2.44547,2.44547,2.43
1.14408,3.05631,2.4408,2.4408,2.4408
1.14408,3.05631,2.4408,2.4408,2.4408
1.14416,3.05544,2.44083,2.44083,2.44083
1.146,3.03481,2.44164,2.44164,2.44164
1.149,3.00107,2.44293,2.44293,2.44293
1.152,2.96741,2.44417,2.44417,2.44417
1.155,2.93416,2.44537,2.44537,2.44537
1.158,2.90161,2.44654,2.44654,2.44654
1.161,2.86989,2.44767,2.44767,2.44767
1.164,2.83918,2.44876,2.44876,2.44876
1.167,2.80982,2.44982,2.44982,2.44982
1.17,2.78206,2.45084,2.45084,2.45084
1.173,2.75591,2.45183,2.45183,2.45183
1.176,2.73158,2.45279,2.45279,2.45279
1.179,2.70941,2.4537,2.4537,2.4537
1.182,2.68957,2.45458,2.45458,2.45458
1.185,2.67219,2.45543,2.45543,2.45543
1.188,2.65743,2.45623,2.45623,2.45623
1.191,2.64539,2.457,2.457,2.457
1.194,2.63616,2.45773,2.45773,2.45773
1.197,2.62983,2.45842,2.45842,2.45842
1.2,2.62641,2.45907,2.45907,2.45907
1.203,2.62594,2.45969,2.45969,2.45969
1.206,2.62838,2.46027,2.46027,2.46027
1.209,2.63373,2.46081,2.46081,2.46081
1.212,2.64189,2.46132,2.46132,2.46132
1.215,2.65281,2.46178,2.46178,2.46178
1.218,2.66636,2.46221,2.46221,2.46221
1.221,2.68242,2.4626,2.4626,2.4626
1.224,2.70085,2.46296,2.46296,2.46296
1.227,2.72146,2.46327,2.46327,2.46327
1.23,2.74406,2.46355,2.46355,2.46355
1.233,2.76843,2.46379,2.46379,2.46379
1.236,2.79435,2.46399,2.46399,2.46399
1.239,2.82162,2.46416,2.46416,2.46416
1.242,2.84995,2.46429,2.46429,2.46429
1.245,2.87909,2.46438,2.46438,2.46438
1.248,2.90877,2.46443,2.46443,2.46443
1.25063,2.93504,2.46444,2.46444,2.46444
1.25063,2.93504,2.46444,2.46444,2.46444
1.25063,2.93504,2.46444,2.46444,2.46444
1.251,2.93871,2.46444,2.46444,2.46444
1.254,2.96858,2.46444,2.46444,2.46444
1.257,2.99807,2.46444,2.46444,2.46444
1.26,3.02694,2.46444,2.46444,2.46444
1.263,3.05493,2.46444,2.46444,2.46444
1.266,3.08183,2.46444,2.46444,2.46444
1.269,3.10739,2.46444,2.46444,2.46444
1.272,3.13138,2.46444,2.46444,2.46444
1.275,3.15357,2.46444,2.46444,2.46444
1.278,3.17377,2.46444,2.46444,2.46444
1.281,3.1918,2.46444,2.46444,2.46444
1.284,3.20748,2.46444,2.46444,2.46444
1.287,3.22069,2.46444,2.46444,2.46444
1.29,3.2313,2.46444,2.46444,2.46444
1.293,3.23923,2.46444,2.46444,2.46444
1.296,3.2444,2.46444,2.46444,2.46444
1.299,3.24676,2.46444,2.46444,2.46444
1.302,3.24631,2.46444,2.46444,2.46444
1.305,3.24303,2.46444,2.46444,2.46444
1.308,3.23696,2.46444,2.46444,2.46444
1.311,3.22815,2.46444,2.46444,2.46444
1.314,3.21668,2.46444,2.46444,2.46444
1.317,3.20265,2.46444,2.46444,2.46444
1.32,3.18618,2.46444,2.46444,2.46444
1.323,3.16742,2.46444,2.46444,2.46444
1.326,3.14653,2.46444,2.46444,2.46444
1.329,3.12372,2.46444,2.46444,2.46444
1.332,3.09915,2.46444,2.46444,2.46444
1.335,3.07307,2.46444,2.46444,2.46444
1.338,3.0457,2.46444,2.46444,2.46444
1.341,3.0173,2.46444,2.46444,2.46444
1.344,2.98808,2.46444,2.46444,2.46444
1.347,2.95834,2.46444,2.46444,2.46444
1.35,2.92835,2.46444,2.46444,2.46444
1.353,2.89835,2.46444,2.46444,2.46444
1.356,2.86862,2.46444,2.46444,2.46444
1.359,2.83944,2.46444,2.46444,2.46444
1.362,2.81105,2.46444,2.46444,2.46444
1.365,2.78371,2.46444,2.46444,2.46444
1.368,2.75766,2.46444,2.46444,2.46444
1.371,2.73313,2.46444,2.46444,2.46444
1.374,2.71034,2.46444,2.46444,2.46444
1.377,2.68948,2.46444,2.46444,2.46444
1.38,2.67073,2.46444,2.46444,2.46444
1.383,2.65428,2.46444,2.46444,2.46444
1.386,2.64026,2.46444,2.46444,2.46444
1.389,2.62879,2.46444,2.46444,2.46444
1.392,2.61998,2.46444,2.46444,2.46444
1.395,2.61391,2.46444,2.46444,2.46444
1.398,2.61063,2.46444,2.46444,2.46444
1.401,2.61016,2.46444,2.46444,2.46444
1.404,2.61253,2.46444,2.46444,2.46444
1.407,2.6177,2.46444,2.46444,2.46444
1.41,2.62562,2.46444,2.46444,2.46444
1.413,2.63623,2.46444,2.46444,2.46444
1.416,2.64945,2.46444,2.46444,2.46444
1.419,2.66513,2.46444,2.46444,2.46444
1.422,2.68315,2.46444,2.46444,2.46444
1.425,2.70335,2.46444,2.46444,2.46444
1.428,2.72555,2.46444,2.46444,2.46444
1.431,2.74955,2.46444,2.46444,2.46444
1.434,2.77513,2.46444,2.46444,2.46444
1.437,2.80208,2.46444,2.46444,2.46444
1.44,2.83015,2.46444,2.46444,2.46444
1.443,2.85908,2.46444,2.46444,2.46444
1.446,2.88864,2.46444,2.46444,2.46444
1.449,2.91855,2.46444,2.46444,2.46444
1.452,2.94854,2.46444,2.46444,2.46444
1.455,2.97835,2.46444,2.46444,2.46444
1.458,3.00773,2.46444,2.46444,2.46444
1.461,3.03639,2.46444,2.46444,2.46444
1.464,3.0641,2.46444,2.46444,2.46444
1.467,3.09061,2.46444,2.46444,2.46444
1.47,3.11568,2.46444,2.46444,2.46444
1.473,3.13908,2.46444,2.46444,2.46444
1.476,3.16061,2.46444,2.46444,2.46444
1.479,3.18009,2.46444,2.46444,2.46444
1.482,3.19733,2.46444,2.46444,2.46444
1.485,3.21218,2.46444,2.46444,2.46444
1.488,3.2245,2.46444,2.46444,2.46444
1.491,3.2342,2.46444,2.46444,2.46444
1.494,3.24118,2.46444,2.46444,2.46444
1.497,3.24539,2.46444,2.46444,2.46444
1.5,3.2468,2.46444,2.46444,2.46444
1.5,3.2468,2.46444,2.46444,2.46444
