"time","DCMotor_angle","DCMotot_speed","controller_output"
5.5099999999999270E+000,9.8590346365570125E-001,1.7640678838128709E-002,2.6440752429536296E-001
5.6099999999999248E+000,9.8771976454242572E-001,1.8554281911855184E-002,2.2305571990500983E-001
5.7099999999999227E+000,9.8958982050806843E-001,1.8736421761089056E-002,1.8350813180648817E-001
5.8099999999999206E+000,9.9144672158803837E-001,1.8311541495005201E-002,1.4642017304060095E-001
5.9099999999999184E+000,9.9323585558569993E-001,1.7400579700290294E-002,1.1229862336677687E-001
6.0099999999999163E+000,9.9491439689564620E-001,1.6117884207144533E-002,8.1504585083393533E-002
6.1099999999999142E+000,9.9645052470081863E-001,1.4568876661488508E-002,5.4261830726930249E-002
6.2099999999999120E+000,9.9782244263199271E-001,1.2848406035703209E-002,3.0669062981442563E-002
6.3099999999999099E+000,9.9901726525065582E-001,1.1039719095710500E-002,1.0714798688044924E-002
6.4099999999999078E+000,1.0000298291812142E+000,9.2139697225250596E-003,-5.7062230214626752E-003
6.5099999999999056E+000,1.0008614787497228E+000,7.4301863459893241E-003,-1.8776027267548123E-002
6.6099999999999035E+000,1.0015188679052214E+000,5.7356170522729431E-003,-2.8736532219514554E-002
6.7099999999999014E+000,1.0020128122739791E+000,4.1663746430718194E-003,-3.5873408845041199E-002
6.8099999999998992E+000,1.0023572176419286E+000,2.7483085414385638E-003,-4.0501115591236037E-002
6.9099999999998971E+000,1.0025681041421330E+000,1.4980364774896820E-003,-4.2949422567943873E-002
7.0099999999998950E+000,1.0026627390621095E+000,4.2407590901821746E-004,-4.3551626426037160E-002
7.1099999999998929E+000,1.0026588855586656E+000,-4.7197725283914995E-004,-4.2634559856352894E-002
7.2099999999998907E+000,1.0025741697175559E+000,-1.1942671733211690E-003,-4.0510418262095893E-002
7.3099999999998886E+000,1.0024255643323983E+000,-1.7515306024346738E-003,-3.7470359969893785E-002
7.4099999999998865E+000,1.0022289844864742E+000,-2.1560125150347233E-003,-3.3779784458806805E-002
7.5099999999998843E+000,1.0019989874660897E+000,-2.4224669169606822E-003,-2.9675154315065733E-002
7.6099999999998822E+000,1.0017485676624471E+000,-2.5672583226149202E-003,-2.5362199621075332E-002
7.7099999999998801E+000,1.0014890358666122E+000,-2.6075735654691921E-003,-2.1015326911006271E-002
7.8099999999998779E+000,1.0012299716573354E+000,-2.5607485016191892E-003,-1.6778047153785502E-002
7.9099999999998758E+000,1.0009792373485598E+000,-2.4437098321340102E-003,-1.2764237025713054E-002
8.0099999999998737E+000,1.0007430421256134E+000,-2.2725286991486684E-003,-9.0600536569463985E-003
8.1099999999998715E+000,1.0005260454812104E+000,-2.0620798772168570E-003,-5.7263336603630144E-003
8.2099999999998694E+000,1.0003314897927347E+000,-1.8257982411841222E-003,-2.8013214436894418E-003
8.3099999999998673E+000,1.0001613527943440E+000,-1.5755226871845885E-003,-3.0358839465782772E-004
8.4099999999998651E+000,1.0000165117310107E+000,-1.3214167474650805E-003,1.7649773962322146E-003
8.5099999999998630E+000,9.9989691208327125E-001,-1.0719547002007879E-003,3.4162125775373947E-003
8.6099999999998609E+000,9.9980173487542590E-001,-8.3396195752097791E-004,4.6728342550411417E-003
8.7099999999998587E+000,9.9972955768769789E-001,-6.1269884423141617E-004,5.5657752119719905E-003
8.8099999999998566E+000,9.9967850555337434E-001,-4.1197748436378725E-004,6.1317470601151003E-003
8.9099999999998545E+000,9.9964638891106139E-001,-2.3430232522417160E-004,6.4110644090675240E-003
9.0099999999998523E+000,9.9963082668224690E-001,-8.1025787156847060E-005,6.4457494572509599E-003
9.1099999999998502E+000,9.9962935334363090E-001,4.7488423556320974E-005,6.2779245310316534E-003
9.2099999999998481E+000,9.9963950955553327E-001,1.5170070967261356E-004,5.9484900691077480E-003
9.3099999999998460E+000,9.9965891648999083E-001,2.3273496393155655E-004,5.4960773449905798E-003
9.4099999999998438E+000,9.9968533447657071E-001,2.9222615354272658E-004,4.9562588013829512E-003
9.5099999999998417E+000,9.9971670695501813E-001,3.3217932445168399E-004,4.3609940791497492E-003
9.6099999999998396E+000,9.9975119099867193E-001,3.5484231964010222E-004,3.7382865584396074E-003
9.7099999999998374E+000,9.9978717585976473E-001,3.6259367726778859E-004,3.1120232978848195E-003
9.8099999999998353E+000,9.9982329109712942E-001,3.5784644833125080E-004,2.5019704962161160E-003
9.9099999999998332E+000,9.9985840588892760E-001,3.4296805377939551E-004,1.9238968185433247E-003
1.0000000000000000E+001,9.9988840611864571E-001,3.2278412880177768E-004,1.4295195782685899E-003
