"time","C1.v","L2.i","C3.v","C5.v","L1.i"
6.96000000000000E+00,4.60216591095649E-01,7.10539671833343E-01,5.42288815144043E-01,5.68420373536735E-01,4.39693066641625E-01
7.08000000000000E+00,4.67369258653317E-01,7.05826231956021E-01,5.32848037597834E-01,5.73916460060309E-01,4.32914281994627E-01
7.20000000000000E+00,4.74359548404519E-01,6.99063533653324E-01,5.23079326252784E-01,5.78412307137457E-01,4.27678067764774E-01
7.32000000000000E+00,4.81096196690982E-01,6.90359368590727E-01,5.13128196425546E-01,5.81909160516486E-01,4.23985249253595E-01
7.44000000000000E+00,4.87497645907845E-01,6.79846899740895E-01,5.03139099756107E-01,5.84416371050169E-01,4.21809368722801E-01
7.56000000000000E+00,4.93486226990859E-01,6.67661917990261E-01,4.93249721096760E-01,5.85947757026844E-01,4.21119121648216E-01
7.68000000000000E+00,4.98994152923517E-01,6.53956399696229E-01,4.83591619943729E-01,5.86524330072092E-01,4.21864409662188E-01
7.80000000000000E+00,5.03971467690982E-01,6.38913495908043E-01,4.74289840831006E-01,5.86177655069032E-01,4.23961352699072E-01
7.92000000000000E+00,5.08373446689716E-01,6.22718305494712E-01,4.65461560257151E-01,5.84943819426352E-01,4.27320409913154E-01
8.04000000000000E+00,5.12159145017411E-01,6.05554528156092E-01,4.57216809090947E-01,5.82862644274960E-01,4.31849254242471E-01
8.16000000000000E+00,5.15311770765714E-01,5.87634862806466E-01,4.49649370748778E-01,5.79985840184379E-01,4.37422848627442E-01
8.28000000000000E+00,5.17820872558689E-01,5.69171019175622E-01,4.42843116597503E-01,5.76369274056756E-01,4.43912343687956E-01
8.40000000000000E+00,5.19671746271227E-01,5.50363485525519E-01,4.36879174355945E-01,5.72068247611933E-01,4.51195208403943E-01
8.52000000000000E+00,5.20877816164192E-01,5.31431514589569E-01,4.31813244464338E-01,5.67150631472747E-01,4.59124598373272E-01
8.64000000000000E+00,5.21458159106144E-01,5.12588476461674E-01,4.27689540687953E-01,5.61687203489320E-01,4.67553777964065E-01
8.76000000000000E+00,5.21426903398113E-01,4.94034529015087E-01,4.24552188348091E-01,5.55745299314685E-01,4.76343688859684E-01
8.88000000000000E+00,5.20820894758198E-01,4.75972660487843E-01,4.22416619553656E-01,5.49402718939114E-01,4.85345363193784E-01
9.00000000000000E+00,5.19681521355790E-01,4.58594513521501E-01,4.21286711009526E-01,5.42738024224233E-01,4.94414466975390E-01
9.12000000000000E+00,5.18049910738956E-01,4.42081000145520E-01,4.21162917820928E-01,5.35827346354285E-01,5.03411312964544E-01
9.24000000000000E+00,5.15976709673530E-01,4.26599575879253E-01,4.22026449955709E-01,5.28749520695430E-01,5.12201833033276E-01
9.36000000000000E+00,5.13520063032550E-01,4.12301973806722E-01,4.23841206710392E-01,5.21584624341840E-01,5.20659710538938E-01
9.48000000000000E+00,5.10737922478864E-01,3.99327145079310E-01,4.26567193413137E-01,5.14409863649038E-01,5.28665228654388E-01
9.60000000000000E+00,5.07689887156910E-01,3.87797442767740E-01,4.30155814600176E-01,5.07300127120472E-01,5.36108102955871E-01
9.72000000000000E+00,5.04441864989354E-01,3.77809397186371E-01,4.34537790416987E-01,5.00329559228619E-01,5.42894117618498E-01
9.84000000000000E+00,5.01058406015208E-01,3.69444206102419E-01,4.39640504966865E-01,4.93568409126161E-01,5.48938263377511E-01
9.96000000000000E+00,4.97601317880355E-01,3.62772144638720E-01,4.45392128779530E-01,4.87082880779570E-01,5.54161822592003E-01
1.00800000000000E+01,4.94135035327876E-01,3.57826424010242E-01,4.51700791512048E-01,4.80934615972662E-01,5.58511447037695E-01
1.02000000000000E+01,4.90720832553728E-01,3.54623060941577E-01,4.58473004087195E-01,4.75180050731598E-01,5.61945189455262E-01
1.03200000000000E+01,4.87416827945018E-01,3.53176711018923E-01,4.65620802402373E-01,4.69872231015619E-01,5.64420927051881E-01
1.04400000000000E+01,4.84277636946946E-01,3.53456900343910E-01,4.73042146113202E-01,4.65055262935962E-01,5.65929151622866E-01
1.05600000000000E+01,4.81353041645669E-01,3.55416875585527E-01,4.80636201681092E-01,4.60767018904476E-01,5.66471852295554E-01
1.06800000000000E+01,4.78691455578412E-01,3.59012865265377E-01,4.88307008932986E-01,4.57042946405680E-01,5.66047905844102E-01
1.08000000000000E+01,4.76332264848328E-01,3.64160849871113E-01,4.95955114255803E-01,4.53907146290554E-01,5.64686422984386E-01
1.09200000000000E+01,4.74308834711750E-01,3.70760639531770E-01,5.03484141378461E-01,4.51376544404586E-01,5.62428614731175E-01
1.10400000000000E+01,4.72652586476500E-01,3.78710967260374E-01,5.10801772529546E-01,4.49464814642573E-01,5.59316275706514E-01
1.11600000000000E+01,4.71386854156656E-01,3.87891180158082E-01,5.17820420787859E-01,4.48176842368762E-01,5.55406318205023E-01
1.12800000000000E+01,4.70525411354132E-01,3.98159035190783E-01,5.24458422425345E-01,4.47507594012402E-01,5.50772772351576E-01
1.14000000000000E+01,4.70079150726872E-01,4.09371388886499E-01,5.30639603238847E-01,4.47448416565168E-01,5.45490844316261E-01
1.15200000000000E+01,4.70054759817749E-01,4.21382099217850E-01,5.36294287318859E-01,4.47986030509705E-01,5.39638824596412E-01
1.16400000000000E+01,4.70446174991583E-01,4.34024771158803E-01,5.41364271859504E-01,4.49095144759173E-01,5.33312017440308E-01
1.17600000000000E+01,4.71243907022013E-01,4.47134288100524E-01,5.45798507060887E-01,4.50746930915943E-01,5.26605918287523E-01
1.18800000000000E+01,4.72438361075622E-01,4.60552006710649E-01,5.49550051172232E-01,4.52912086840641E-01,5.19612147761107E-01
1.20000000000000E+01,4.74005877271640E-01,4.74106881659838E-01,5.52589528148281E-01,4.55548897076686E-01,5.12434267620616E-01
1.21200000000000E+01,4.75919507439961E-01,4.87632913732247E-01,5.54896004290461E-01,4.58612803225282E-01,5.05173750023867E-01
1.22400000000000E+01,4.78155274002182E-01,5.00973201006843E-01,5.56448186301613E-01,4.62061647332621E-01,4.97926082601702E-01
1.23600000000000E+01,4.80676093793097E-01,5.13970771558852E-01,5.57247018114799E-01,4.65842646597768E-01,4.90790260659339E-01
1.24800000000000E+01,4.83443016131655E-01,5.26478091978156E-01,5.57301290889990E-01,4.69901857307813E-01,4.83860168803108E-01
1.26000000000000E+01,4.86419404096395E-01,5.38354910714336E-01,5.56619269842847E-01,4.74187317264632E-01,4.77225201974230E-01
1.27200000000000E+01,4.89561771371986E-01,5.49473614470982E-01,5.55226998709478E-01,4.78642444642546E-01,4.70968642215757E-01
1.28400000000000E+01,4.92824466887941E-01,5.59719613074232E-01,5.53160381816060E-01,4.83209759106751E-01,4.65166480947156E-01
1.29600000000000E+01,4.96163385245350E-01,5.68986615211372E-01,5.50456451416834E-01,4.87833510165443E-01,4.59889794534571E-01
1.30800000000000E+01,4.99533759297305E-01,5.77183588351662E-01,5.47160498503045E-01,4.92458536265690E-01,4.55200652052044E-01
1.32000000000000E+01,5.02889129598077E-01,5.84240032177676E-01,5.43330359276565E-01,4.97029916257151E-01,4.51148890910931E-01
1.33200000000000E+01,5.06184645323599E-01,5.90095874225941E-01,5.39025517888259E-01,5.01494836051505E-01,4.47778003981188E-01
1.34400000000000E+01,5.09376996677631E-01,5.94701515786575E-01,5.34307054444102E-01,5.05802582937615E-01,4.45125094047722E-01
1.35600000000000E+01,5.12424348804321E-01,5.98036150896722E-01,5.29247317869787E-01,5.09906052651033E-01,4.43209178069966E-01
1.36800000000000E+01,5.15287808790836E-01,6.00090872498591E-01,5.23918854153726E-01,5.13761739150902E-01,4.42041816956339E-01
1.38000000000000E+01,5.17933181685527E-01,6.00858862963872E-01,5.18388131677679E-01,5.17331047670246E-01,4.41633560617211E-01
1.39200000000000E+01,5.20328739069048E-01,6.00368375080564E-01,5.12732258110667E-01,5.20579831687248E-01,4.41972171939252E-01
1.40400000000000E+01,5.22447837085108E-01,5.98659587362134E-01,5.07025450200874E-01,5.23479708076071E-01,4.43037742990666E-01
1.41600000000000E+01,5.24262954703931E-01,5.95766704803826E-01,5.01338993516195E-01,5.26001422812230E-01,4.44814672651915E-01
1.42800000000000E+01,5.25756940976744E-01,5.91760367640037E-01,4.95744285478583E-01,5.28127778748976E-01,4.47263149508198E-01
1.44000000000000E+01,5.26916361742410E-01,5.86719315398509E-01,4.90309261235872E-01,5.29845805959670E-01,4.50338050327039E-01
1.45200000000000E+01,5.27727596558899E-01,5.80720592305620E-01,4.85099826854698E-01,5.31142642011889E-01,4.53995595304349E-01
1.46400000000000E+01,5.28185086861021E-01,5.73860278127073E-01,4.80176683159824E-01,5.32014315078335E-01,4.58179124836899E-01
1.47600000000000E+01,5.28289331494597E-01,5.66246673457800E-01,4.75595107846208E-01,5.32463518772441E-01,4.62823649155722E-01
1.48800000000000E+01,5.28042382723259E-01,5.57987618921553E-01,4.71406671463610E-01,5.32494817811115E-01,4.67864522894217E-01
1.50000000000000E+01,5.27450442378307E-01,5.49195629143966E-01,4.67657104248240E-01,5.32117307005867E-01,4.73233789850010E-01
1.51200000000000E+01,5.26527344975991E-01,5.39994985035370E-01,4.64383300674555E-01,5.31348165302605E-01,4.78855129579216E-01
1.52400000000000E+01,5.25289080740113E-01,5.30508304902899E-01,4.61617081716025E-01,5.30206962771553E-01,4.84653199287875E-01
1.53600000000000E+01,5.23753099445654E-01,5.20854896793030E-01,4.59385926198960E-01,5.28714941659438E-01,4.90554769436188E-01
1.54800000000000E+01,5.21944781210735E-01,5.11160450674119E-01,4.57704790191433E-01,5.26901449088875E-01,4.96481550335072E-01
1.56000000000000E+01,5.19891484170902E-01,5.01546391537472E-01,4.56582678760880E-01,5.24797924458059E-01,5.02357826965033E-01
1.57200000000000E+01,5.17619176069911E-01,4.92127763700619E-01,4.56027833136360E-01,5.22434592106996E-01,5.08112148678105E-01
1.58400000000000E+01,5.15161619703777E-01,4.83017767118365E-01,4.56032567918184E-01,5.19849352937461E-01,5.13673315464864E-01
1.59600000000000E+01,5.12553566494497E-01,4.74322032403205E-01,4.56583331474800E-01,5.17081087736297E-01,5.18974820437648E-01
1.60800000000000E+01,5.09826798147197E-01,4.66140879829513E-01,4.57668822938409E-01,5.14165894328252E-01,5.23953734714890E-01
1.62000000000000E+01,5.07018658555223E-01,4.58563303276081E-01,4.59261665217075E-01,5.11145082720332E-01,5.28553707801889E-01
1.63200000000000E+01,5.04166192098220E-01,4.51668369956161E-01,4.61329673941770E-01,5.08059566197886E-01,5.32724620686526E-01
1.64400000000000E+01,5.01304669192128E-01,4.45529842485860E-01,4.63840939367331E-01,5.04948550475245E-01,5.36419745938587E-01
1.65600000000000E+01,4.98469664267697E-01,4.40207420946202E-01,4.66755633868156E-01,5.01851261335543E-01,5.39601134901933E-01
1.66800000000000E+01,4.95696462490259E-01,4.35745996199239E-01,4.70026741597822E-01,4.98806330840273E-01,5.42240132043522E-01
1.68000000000000E+01,4.93018526471256E-01,4.32183994785660E-01,4.73607271230838E-01,4.95850533694811E-01,5.44312184627629E-01
1.69200000000000E+01,4.90467423798715E-01,4.29550014362730E-01,4.77448683769346E-01,4.93018600658182E-01,5.45798978956803E-01
1.70400000000000E+01,4.88072528645854E-01,4.27851610005855E-01,4.81495527758221E-01,4.90342597240888E-01,5.46695587723454E-01
1.71600000000000E+01,4.85860896836392E-01,4.27088864771041E-01,4.85692926011398E-01,4.87852156877769E-01,5.47001842658540E-01
1.72800000000000E+01,4.83857818480611E-01,4.27258803570650E-01,4.89987941330114E-01,4.85575110287536E-01,5.46719478342428E-01
1.74000000000000E+01,4.82083770199433E-01,4.28333271066344E-01,4.94323503625982E-01,4.83533922370771E-01,5.45866427594803E-01
1.75200000000000E+01,4.80556293982514E-01,4.30276503849159E-01,4.98644292479204E-01,4.81747960823299E-01,5.44465496440702E-01
1.76400000000000E+01,4.79292244958190E-01,4.33055543195529E-01,5.02897910720850E-01,4.80235930556057E-01,5.42537572267997E-01
1.77600000000000E+01,4.78301461985571E-01,4.36612026996136E-01,5.07032106717936E-01,4.79008970273014E-01,5.40120023777455E-01
1.78800000000000E+01,4.77590578868265E-01,4.40881756454551E-01,5.10997837604701E-01,4.78074845511502E-01,5.37253970946982E-01
1.80000000000000E+01,4.77165988097073E-01,4.45804016926279E-01,5.14748412250310E-01,4.77441068610554E-01,5.33978159710782E-01
1.81200000000000E+01,4.77027055687901E-01,4.51300745406743E-01,5.18241677635809E-01,4.77107718484591E-01,5.30342664849885E-01
1.82400000000000E+01,4.77169386235844E-01,4.57288274085512E-01,5.21439885971075E-01,4.77070913681254E-01,5.26401197499246E-01
1.83600000000000E+01,4.77587726926301E-01,4.63684585735830E-01,5.24307923029155E-01,4.77325838281885E-01,5.22206319073607E-01
1.84800000000000E+01,4.78272605810298E-01,4.70402579125949E-01,5.26816262346543E-01,4.77863248840021E-01,5.17813922277930E-01
1.86000000000000E+01,4.79209332320108E-01,4.77348822806985E-01,5.28942248814433E-01,4.78668443186203E-01,5.13284080439115E-01
1.87200000000000E+01,4.80382241034523E-01,4.84432235406317E-01,5.30666509649060E-01,4.79725656797953E-01,5.08675293766179E-01
1.88400000000000E+01,4.81774372877058E-01,4.91563947570905E-01,5.31973512363746E-01,4.81017733432674E-01,5.04044598242676E-01
1.89600000000000E+01,4.83362980927482E-01,4.98652170543019E-01,5.32857503818443E-01,4.82521518475477E-01,4.99451049292548E-01
1.90800000000000E+01,4.85124550523107E-01,5.05609103342508E-01,5.33316509596399E-01,4.84213012594290E-01,4.94951088945579E-01
1.92000000000000E+01,4.87036425673977E-01,5.12351523227698E-01,5.33349504603600E-01,4.86069021651426E-01,4.90598118292868E-01
1.93200000000000E+01,4.89070875899014E-01,5.18799629727002E-01,5.32967274586852E-01,4.88061137785357E-01,4.86443454137092E-01
1.94400000000000E+01,4.91199953966360E-01,5.24879713294105E-01,5.32184448061039E-01,4.90160682704600E-01,4.82534447129248E-01
1.95600000000000E+01,4.93397542292219E-01,5.30521337980440E-01,5.31013959470203E-01,4.92340761256742E-01,4.78916246936205E-01
1.96800000000000E+01,4.95634341626603E-01,5.35664797680897E-01,5.29480868662680E-01,4.94571241285039E-01,4.75627150577986E-01
1.98000000000000E+01,4.97881752232519E-01,5.40257846076335E-01,5.27613014516514E-01,4.96822662812669E-01,4.72700599304732E-01
1.99200000000000E+01,5.00112509229552E-01,5.44250981488590E-01,5.25437180191221E-01,4.99066857211833E-01,4.70168217404138E-01
2.00400000000000E+01,5.02299377508138E-01,5.47607849823977E-01,5.22987331372754E-01,5.01275691169558E-01,4.68053131749315E-01
2.01600000000000E+01,5.04416155296954E-01,5.50302268229253E-01,5.20301021244159E-01,5.03422068122492E-01,4.66371873290828E-01
2.02800000000000E+01,5.06438020215282E-01,5.52311942831427E-01,5.17415274714120E-01,5.05480249351626E-01,4.65138436354754E-01
2.04000000000000E+01,5.08341869913663E-01,5.53624082713657E-01,5.14368987540290E-01,5.07426232144952E-01,4.64360645129926E-01
2.05200000000000E+01,5.10106771598573E-01,5.54240376457542E-01,5.11204763844319E-01,5.09238234396378E-01,4.64036929061087E-01
2.06400000000000E+01,5.11713567327932E-01,5.54167172918088E-01,5.07964317217831E-01,5.10896250978008E-01,4.64162689461070E-01
2.07600000000000E+01,5.13144827021498E-01,5.53414746484400E-01,5.04688158033878E-01,5.12382008252785E-01,4.64730781522143E-01
2.08800000000000E+01,5.14387020269669E-01,5.52010820463721E-01,5.01418730190411E-01,5.13681227787438E-01,4.65722717948550E-01
2.10000000000000E+01,5.15428819442412E-01,5.49987854571443E-01,4.98196779016297E-01,5.14781856451713E-01,4.67116938846448E-01
2.11200000000000E+01,5.16259664122529E-01,5.47377124687326E-01,4.95060912417643E-01,5.15672595519845E-01,4.68892677462121E-01
2.12400000000000E+01,5.16874529132129E-01,5.44227641558603E-01,4.92048624817513E-01,5.16347806718778E-01,4.71017619736224E-01
2.13600000000000E+01,5.17270877838241E-01,5.40592319140534E-01,4.89194682373645E-01,5.16804377451258E-01,4.73456924835283E-01
2.14800000000000E+01,5.17445698101417E-01,5.36519627187831E-01,4.86532331464729E-01,5.17038696301972E-01,4.76178684631803E-01
2.16000000000000E+01,5.17402507805475E-01,5.32073048178268E-01,4.84090269233134E-01,5.17053817890795E-01,4.79141204726975E-01
2.17200000000000E+01,5.17146910596246E-01,5.27317420860736E-01,4.81893838822559E-01,5.16854919736801E-01,4.82301929462764E-01
2.18400000000000E+01,5.16684724127053E-01,5.22315481995527E-01,4.79966784771428E-01,5.16447400595826E-01,4.85619708671226E-01
2.19600000000000E+01,5.16025813884980E-01,5.17134771234027E-01,4.78327544715633E-01,5.15840788665014E-01,4.89050273801507E-01
2.20800000000000E+01,5.15183248437321E-01,5.11845246373212E-01,4.76989588033290E-01,5.15047882547792E-01,4.92547797752153E-01
2.22000000000000E+01,5.14170485266445E-01,5.06514561847209E-01,4.75964325430571E-01,5.14081889474843E-01,4.96067988720776E-01
2.23200000000000E+01,5.13002497033347E-01,5.01208993206589E-01,4.75259409536754E-01,5.12957573105553E-01,4.99567481433298E-01
2.24400000000000E+01,5.11697910105936E-01,4.95995150283290E-01,4.74875486733031E-01,5.11693429681658E-01,5.03002709006072E-01
2.25600000000000E+01,5.10275629294419E-01,4.90936326319118E-01,4.74810797757928E-01,5.10308258683081E-01,5.06332299659766E-01
2.26800000000000E+01,5.08754254735995E-01,4.86092359023253E-01,4.75062243559697E-01,5.08820572862541E-01,5.09517168304471E-01
2.28000000000000E+01,5.07155520822389E-01,4.81519061926436E-01,4.75618325307274E-01,5.07252092901662E-01,5.12520876010460E-01
2.29200000000000E+01,5.05501060995314E-01,4.77267544276757E-01,4.76465112627842E-01,5.05624462788200E-01,5.15310083741868E-01
2.30400000000000E+01,5.03811326230066E-01,4.73386335098369E-01,4.77589538597793E-01,5.03958152134731E-01,5.17853163986058E-01
2.31600000000000E+01,5.02108534252406E-01,4.69914857781966E-01,4.78970006030832E-01,5.02275454863178E-01,5.20124460279527E-01
2.32800000000000E+01,5.00414204345925E-01,4.66886696353611E-01,4.80583027910441E-01,5.00597985763441E-01,5.22102155720677E-01
2.34000000000000E+01,4.98748719186872E-01,4.64334438077337E-01,4.82406766439940E-01,4.98946231773378E-01,5.23765102187389E-01
2.35200000000000E+01,4.97132240377284E-01,4.62278405283398E-01,4.84413001194101E-01,4.97340492297473E-01,5.25100192201823E-01
2.36400000000000E+01,4.95583744990978E-01,4.60732386100221E-01,4.86572189530076E-01,4.95799896748705E-01,5.26098608590306E-01
2.37600000000000E+01,4.94121210419365E-01,4.59708071209145E-01,4.88855562663259E-01,4.94342586072486E-01,5.26752917053109E-01
2.38800000000000E+01,4.92761004375626E-01,4.59208106589550E-01,4.91232472922438E-01,4.92985103532795E-01,5.27061614782444E-01
2.40000000000000E+01,4.91517613483130E-01,4.59225479630960E-01,4.93670585780848E-01,4.91742120526572E-01,5.27029531375101E-01
2.41200000000000E+01,4.90404271620437E-01,4.59750508257330E-01,4.96138522745364E-01,4.90627062928723E-01,5.26663248983241E-01
2.42400000000000E+01,4.89432611757847E-01,4.60769226436107E-01,4.98605649416827E-01,4.89651760471387E-01,5.25972158595170E-01
2.43600000000000E+01,4.88611187563211E-01,4.62255806515081E-01,5.01040771006883E-01,4.88824961019767E-01,5.24973424144192E-01
2.44800000000000E+01,4.87947017061238E-01,4.64181688929626E-01,5.03414171602312E-01,4.88153878749851E-01,5.23685998542883E-01
2.46000000000000E+01,4.87446317791550E-01,4.66518363076061E-01,5.05697718763213E-01,4.87644932154889E-01,5.22128799379129E-01
2.47200000000000E+01,4.87111086893048E-01,4.69225267717745E-01,5.07864849198939E-01,4.87300304229568E-01,5.20328638251378E-01
2.48400000000000E+01,4.86941607747321E-01,4.72259715559595E-01,5.09891166576983E-01,4.87120460972498E-01,5.18313714524158E-01
2.49600000000000E+01,4.86938380512033E-01,4.75581850968218E-01,5.11753414995451E-01,4.87106092296178E-01,5.16110364477302E-01
