"time","In1"
0.184000,0.182964
0.185000,0.183947
0.186000,0.184929
0.187000,0.185912
0.188000,0.186895
0.189000,0.187877
0.190000,0.188859
0.191000,0.189841
0.192000,0.190823
0.193000,0.191804
0.194000,0.192785
0.195000,0.193767
0.196000,0.194747
0.197000,0.195728
0.198000,0.196709
0.199000,0.197689
0.200000,0.198669
0.201000,0.199649
0.202000,0.200629
0.203000,0.201609
0.204000,0.202588
0.205000,0.203567
0.206000,0.204546
0.207000,0.205525
0.208000,0.206503
0.209000,0.207482
0.210000,0.208460
0.211000,0.209438
0.212000,0.210416
0.213000,0.211393
0.214000,0.212370
0.215000,0.213347
0.216000,0.214324
0.217000,0.215301
0.218000,0.216277
0.219000,0.217254
0.220000,0.218230
0.221000,0.219205
0.222000,0.220181
0.223000,0.221156
0.224000,0.222131
0.225000,0.223106
0.226000,0.224081
0.227000,0.225056
0.228000,0.226030
0.229000,0.227004
0.230000,0.227978
0.231000,0.228951
0.232000,0.229924
0.233000,0.230897
0.234000,0.231870
0.235000,0.232843
0.236000,0.233815
0.237000,0.234788
0.238000,0.235759
0.239000,0.236731
0.240000,0.237703
0.241000,0.238674
0.242000,0.239645
0.243000,0.240616
0.244000,0.241586
0.245000,0.242556
0.246000,0.243526
0.247000,0.244496
0.248000,0.245466
0.249000,0.246435
0.250000,0.247404
0.251000,0.248373
0.252000,0.249341
0.253000,0.250310
0.254000,0.251278
0.255000,0.252245
0.256000,0.253213
0.257000,0.254180
0.258000,0.255147
0.259000,0.256114
0.260000,0.257081
0.261000,0.258047
0.262000,0.259013
0.263000,0.259979
0.264000,0.260944
0.265000,0.261909
0.266000,0.262874
0.267000,0.263839
0.268000,0.264803
0.269000,0.265768
0.270000,0.266731
0.271000,0.267695
0.272000,0.268658
0.273000,0.269622
0.274000,0.270584
0.275000,0.271547
0.276000,0.272509
0.277000,0.273471
0.278000,0.274433
0.279000,0.275394
0.280000,0.276356
0.281000,0.277317
0.282000,0.278277
0.283000,0.279238
0.284000,0.280198
0.285000,0.281157
0.286000,0.282117
0.287000,0.283076
0.288000,0.284035
0.289000,0.284994
0.290000,0.285952
0.291000,0.286910
0.292000,0.287868
0.293000,0.288826
0.294000,0.289783
0.295000,0.290740
0.296000,0.291697
0.297000,0.292653
0.298000,0.293609
0.299000,0.294565
0.300000,0.295520
0.301000,0.296475
0.302000,0.297430
0.303000,0.298385
0.304000,0.299339
0.305000,0.300293
0.306000,0.301247
0.307000,0.302200
0.308000,0.303153
0.309000,0.304106
0.310000,0.305059
0.311000,0.306011
0.312000,0.306963
0.313000,0.307914
0.314000,0.308866
0.315000,0.309816
0.316000,0.310767
0.317000,0.311717
0.318000,0.312667
0.319000,0.313617
0.320000,0.314567
0.321000,0.315516
0.322000,0.316464
0.323000,0.317413
0.324000,0.318361
0.325000,0.319309
0.326000,0.320256
0.327000,0.321203
0.328000,0.322150
0.329000,0.323097
0.330000,0.324043
0.331000,0.324989
0.332000,0.325934
0.333000,0.326880
0.334000,0.327825
0.335000,0.328769
0.336000,0.329713
0.337000,0.330657
0.338000,0.331601
0.339000,0.332544
0.340000,0.333487
0.341000,0.334430
0.342000,0.335372
0.343000,0.336314
0.344000,0.337255
0.345000,0.338197
0.346000,0.339138
0.347000,0.340078
0.348000,0.341018
0.349000,0.341958
0.350000,0.342898
0.351000,0.343837
0.352000,0.344776
0.353000,0.345714
0.354000,0.346653
0.355000,0.347590
0.356000,0.348528
0.357000,0.349465
0.358000,0.350402
0.359000,0.351338
0.360000,0.352274
0.361000,0.353210
0.362000,0.354145
0.363000,0.355080
0.364000,0.356015
0.365000,0.356949
0.366000,0.357883
0.367000,0.358817
0.368000,0.359750
0.369000,0.360683
0.370000,0.361615
0.371000,0.362548
0.372000,0.363479
0.373000,0.364411
0.374000,0.365342
0.375000,0.366273
0.376000,0.367203
0.377000,0.368133
0.378000,0.369062
0.379000,0.369992
0.380000,0.370920
0.381000,0.371849
0.382000,0.372777
0.383000,0.373705
0.384000,0.374632
0.385000,0.375559
0.386000,0.376486
0.387000,0.377412
0.388000,0.378338
0.389000,0.379263
0.390000,0.380188
0.391000,0.381113
0.392000,0.382037
0.393000,0.382961
0.394000,0.383885
0.395000,0.384808
0.396000,0.385731
0.397000,0.386653
0.398000,0.387575
0.399000,0.388497
0.400000,0.389418
0.401000,0.390339
0.402000,0.391260
0.403000,0.392180
0.404000,0.393099
0.405000,0.394019
0.406000,0.394938
0.407000,0.395856
0.408000,0.396774
0.409000,0.397692
0.410000,0.398609
0.411000,0.399526
0.412000,0.400443
0.413000,0.401359
0.414000,0.402275
0.415000,0.403190
0.416000,0.404105
0.417000,0.405019
0.418000,0.405933
0.419000,0.406847
0.420000,0.407760
0.421000,0.408673
0.422000,0.409586
0.423000,0.410498
0.424000,0.411410
0.425000,0.412321
0.426000,0.413232
0.427000,0.414142
0.428000,0.415052
0.429000,0.415962
0.430000,0.416871
0.431000,0.417780
0.432000,0.418688
0.433000,0.419596
0.434000,0.420503
0.435000,0.421410
0.436000,0.422317
0.437000,0.423223
0.438000,0.424129
0.439000,0.425035
0.440000,0.425939
0.441000,0.426844
0.442000,0.427748
0.443000,0.428652
0.444000,0.429555
0.445000,0.430458
0.446000,0.431360
0.447000,0.432262
0.448000,0.433164
0.449000,0.434065
0.450000,0.434966
0.451000,0.435866
0.452000,0.436766
0.453000,0.437665
0.454000,0.438564
0.455000,0.439462
0.456000,0.440360
0.457000,0.441258
0.458000,0.442155
0.459000,0.443052
0.460000,0.443948
0.461000,0.444844
0.462000,0.445739
0.463000,0.446634
0.464000,0.447529
0.465000,0.448423
0.466000,0.449316
0.467000,0.450210
0.468000,0.451102
0.469000,0.451994
0.470000,0.452886
0.471000,0.453778
0.472000,0.454669
0.473000,0.455559
0.474000,0.456449
0.475000,0.457338
0.476000,0.458228
0.477000,0.459116
0.478000,0.460004
0.479000,0.460892
0.480000,0.461779
0.481000,0.462666
0.482000,0.463552
0.483000,0.464438
0.484000,0.465323
0.485000,0.466208
0.486000,0.467093
0.487000,0.467977
0.488000,0.468860
0.489000,0.469743
0.490000,0.470626
0.491000,0.471508
0.492000,0.472390
0.493000,0.473271
0.494000,0.474151
0.495000,0.475032
0.496000,0.475911
0.497000,0.476791
0.498000,0.477669
0.499000,0.478548
0.500000,0.479426
0.501000,0.480303
0.502000,0.481180
0.503000,0.482056
0.504000,0.482932
0.505000,0.483807
0.506000,0.484682
0.507000,0.485557
0.508000,0.486431
0.509000,0.487304
0.510000,0.488177
0.511000,0.489050
0.512000,0.489922
0.513000,0.490793
0.514000,0.491664
0.515000,0.492535
0.516000,0.493405
0.517000,0.494274
0.518000,0.495144
0.519000,0.496012
0.520000,0.496880
0.521000,0.497748
0.522000,0.498615
0.523000,0.499481
0.524000,0.500347
0.525000,0.501213
0.526000,0.502078
0.527000,0.502943
0.528000,0.503807
0.529000,0.504670
0.530000,0.505533
0.531000,0.506396
0.532000,0.507258
0.533000,0.508119
0.534000,0.508981
0.535000,0.509841
0.536000,0.510701
0.537000,0.511561
0.538000,0.512420
0.539000,0.513278
0.540000,0.514136
0.541000,0.514993
0.542000,0.515850
0.543000,0.516707
0.544000,0.517563
0.545000,0.518418
0.546000,0.519273
0.547000,0.520127
0.548000,0.520981
0.549000,0.521834
0.550000,0.522687
0.551000,0.523539
0.552000,0.524391
0.553000,0.525242
0.554000,0.526093
0.555000,0.526943
0.556000,0.527793
0.557000,0.528642
0.558000,0.529491
0.559000,0.530339
0.560000,0.531186
0.561000,0.532033
0.562000,0.532880
0.563000,0.533726
0.564000,0.534571
0.565000,0.535416
0.566000,0.536260
0.567000,0.537104
0.568000,0.537947
0.569000,0.538790
0.570000,0.539632
0.571000,0.540474
0.572000,0.541315
0.573000,0.542155
0.574000,0.542995
0.575000,0.543835
0.576000,0.544674
0.577000,0.545512
0.578000,0.546350
0.579000,0.547187
0.580000,0.548024
0.581000,0.548860
0.582000,0.549696
0.583000,0.550531
0.584000,0.551365
0.585000,0.552199
0.586000,0.553033
0.587000,0.553866
0.588000,0.554698
0.589000,0.555530
0.590000,0.556361
0.591000,0.557192
0.592000,0.558022
0.593000,0.558851
0.594000,0.559680
0.595000,0.560509
0.596000,0.561337
0.597000,0.562164
0.598000,0.562991
0.599000,0.563817
0.600000,0.564642
0.601000,0.565468
0.602000,0.566292
0.603000,0.567116
0.604000,0.567939
0.605000,0.568762
0.606000,0.569584
0.607000,0.570406
0.608000,0.571227
0.609000,0.572048
0.610000,0.572867
0.611000,0.573687
0.612000,0.574506
0.613000,0.575324
0.614000,0.576141
0.615000,0.576959
0.616000,0.577775
0.617000,0.578591
0.618000,0.579406
0.619000,0.580221
0.620000,0.581035
0.621000,0.581849
0.622000,0.582662
0.623000,0.583474
0.624000,0.584286
0.625000,0.585097
0.626000,0.585908
0.627000,0.586718
0.628000,0.587528
0.629000,0.588336
0.630000,0.589145
0.631000,0.589952
0.632000,0.590760
0.633000,0.591566
0.634000,0.592372
0.635000,0.593178
0.636000,0.593982
0.637000,0.594786
0.638000,0.595590
0.639000,0.596393
0.640000,0.597195
0.641000,0.597997
0.642000,0.598798
0.643000,0.599599
0.644000,0.600399
0.645000,0.601198
0.646000,0.601997
0.647000,0.602795
0.648000,0.603593
0.649000,0.604390
0.650000,0.605186
0.651000,0.605982
0.652000,0.606777
0.653000,0.607572
0.654000,0.608366
0.655000,0.609159
0.656000,0.609952
0.657000,0.610744
0.658000,0.611536
0.659000,0.612327
0.660000,0.613117
0.661000,0.613907
0.662000,0.614696
0.663000,0.615484
0.664000,0.616272
0.665000,0.617059
0.666000,0.617846
0.667000,0.618632
0.668000,0.619417
0.669000,0.620202
0.670000,0.620986
0.671000,0.621769
0.672000,0.622552
0.673000,0.623335
0.674000,0.624116
0.675000,0.624897
0.676000,0.625678
0.677000,0.626457
0.678000,0.627237
0.679000,0.628015
0.680000,0.628793
0.681000,0.629570
0.682000,0.630347
0.683000,0.631123
0.684000,0.631898
0.685000,0.632673
0.686000,0.633447
0.687000,0.634221
0.688000,0.634993
0.689000,0.635766
0.690000,0.636537
0.691000,0.637308
0.692000,0.638078
0.693000,0.638848
0.694000,0.639617
0.695000,0.640385
0.696000,0.641153
0.697000,0.641920
0.698000,0.642687
0.699000,0.643453
0.700000,0.644218
0.701000,0.644982
0.702000,0.645746
0.703000,0.646509
0.704000,0.647272
0.705000,0.648034
0.706000,0.648795
0.707000,0.649556
0.708000,0.650316
0.709000,0.651075
0.710000,0.651834
0.711000,0.652592
0.712000,0.653349
0.713000,0.654106
0.714000,0.654862
0.715000,0.655617
0.716000,0.656372
0.717000,0.657126
0.718000,0.657880
0.719000,0.658633
0.720000,0.659385
0.721000,0.660136
0.722000,0.660887
0.723000,0.661637
0.724000,0.662387
0.725000,0.663135
0.726000,0.663884
0.727000,0.664631
0.728000,0.665378
0.729000,0.666124
0.730000,0.666870
0.731000,0.667614
0.732000,0.668359
0.733000,0.669102
0.734000,0.669845
0.735000,0.670587
0.736000,0.671329
0.737000,0.672069
0.738000,0.672810
0.739000,0.673549
0.740000,0.674288
0.741000,0.675026
0.742000,0.675763
0.743000,0.676500
0.744000,0.677236
0.745000,0.677972
0.746000,0.678707
0.747000,0.679441
0.748000,0.680174
0.749000,0.680907
0.750000,0.681639
0.751000,0.682370
0.752000,0.683101
0.753000,0.683831
0.754000,0.684560
0.755000,0.685289
0.756000,0.686017
0.757000,0.686744
0.758000,0.687470
0.759000,0.688196
0.760000,0.688921
0.761000,0.689646
0.762000,0.690370
0.763000,0.691093
0.764000,0.691815
0.765000,0.692537
0.766000,0.693258
0.767000,0.693978
0.768000,0.694698
0.769000,0.695417
0.770000,0.696135
0.771000,0.696853
0.772000,0.697570
0.773000,0.698286
0.774000,0.699001
0.775000,0.699716
0.776000,0.700430
0.777000,0.701144
0.778000,0.701856
0.779000,0.702568
0.780000,0.703279
0.781000,0.703990
0.782000,0.704700
0.783000,0.705409
0.784000,0.706117
0.785000,0.706825
0.786000,0.707532
0.787000,0.708239
0.788000,0.708944
0.789000,0.709649
0.790000,0.710353
0.791000,0.711057
0.792000,0.711760
0.793000,0.712462
0.794000,0.713163
0.795000,0.713864
0.796000,0.714564
0.797000,0.715263
0.798000,0.715961
0.799000,0.716659
0.800000,0.717356
0.801000,0.718052
0.802000,0.718748
0.803000,0.719443
0.804000,0.720137
0.805000,0.720831
0.806000,0.721523
0.807000,0.722215
0.808000,0.722907
0.809000,0.723597
0.810000,0.724287
0.811000,0.724976
0.812000,0.725665
0.813000,0.726352
0.814000,0.727039
0.815000,0.727726
0.816000,0.728411
0.817000,0.729096
0.818000,0.729780
0.819000,0.730463
0.820000,0.731146
0.821000,0.731828
0.822000,0.732509
0.823000,0.733189
0.824000,0.733869
0.825000,0.734548
0.826000,0.735226
0.827000,0.735903
0.828000,0.736580
0.829000,0.737256
0.830000,0.737931
0.831000,0.738606
0.832000,0.739280
0.833000,0.739953
0.834000,0.740625
0.835000,0.741297
0.836000,0.741967
0.837000,0.742637
0.838000,0.743307
0.839000,0.743975
0.840000,0.744643
0.841000,0.745310
0.842000,0.745977
0.843000,0.746642
0.844000,0.747307
0.845000,0.747971
0.846000,0.748634
0.847000,0.749297
0.848000,0.749959
0.849000,0.750620
0.850000,0.751280
0.851000,0.751940
0.852000,0.752599
0.853000,0.753257
0.854000,0.753914
0.855000,0.754571
0.856000,0.755227
0.857000,0.755882
0.858000,0.756536
0.859000,0.757190
0.860000,0.757843
0.861000,0.758495
0.862000,0.759146
0.863000,0.759796
0.864000,0.760446
0.865000,0.761095
0.866000,0.761744
0.867000,0.762391
0.868000,0.763038
0.869000,0.763684
0.870000,0.764329
0.871000,0.764973
0.872000,0.765617
0.873000,0.766260
0.874000,0.766902
0.875000,0.767544
0.876000,0.768184
0.877000,0.768824
0.878000,0.769463
0.879000,0.770101
0.880000,0.770739
0.881000,0.771376
0.882000,0.772012
0.883000,0.772647
0.884000,0.773281
0.885000,0.773915
0.886000,0.774548
0.887000,0.775180
0.888000,0.775811
0.889000,0.776442
0.890000,0.777072
0.891000,0.777701
0.892000,0.778329
0.893000,0.778956
0.894000,0.779583
0.895000,0.780209
0.896000,0.780834
0.897000,0.781459
0.898000,0.782082
0.899000,0.782705
0.900000,0.783327
0.901000,0.783948
0.902000,0.784569
0.903000,0.785188
0.904000,0.785807
0.905000,0.786425
0.906000,0.787042
0.907000,0.787659
0.908000,0.788275
0.909000,0.788890
0.910000,0.789504
0.911000,0.790117
0.912000,0.790730
0.913000,0.791341
0.914000,0.791952
0.915000,0.792563
0.916000,0.793172
0.917000,0.793781
0.918000,0.794388
0.919000,0.794995
0.920000,0.795602
0.921000,0.796207
0.922000,0.796812
0.923000,0.797415
0.924000,0.798019
0.925000,0.798621
0.926000,0.799222
0.927000,0.799823
0.928000,0.800423
0.929000,0.801022
0.930000,0.801620
0.931000,0.802217
0.932000,0.802814
0.933000,0.803410
0.934000,0.804005
0.935000,0.804599
0.936000,0.805192
0.937000,0.805785
0.938000,0.806377
0.939000,0.806968
0.940000,0.807558
0.941000,0.808147
0.942000,0.808736
0.943000,0.809324
0.944000,0.809911
0.945000,0.810497
0.946000,0.811082
0.947000,0.811667
0.948000,0.812251
0.949000,0.812833
0.950000,0.813416
0.951000,0.813997
0.952000,0.814577
0.953000,0.815157
0.954000,0.815736
0.955000,0.816314
0.956000,0.816891
0.957000,0.817467
0.958000,0.818043
0.959000,0.818618
0.960000,0.819192
0.961000,0.819765
0.962000,0.820337
0.963000,0.820908
0.964000,0.821479
0.965000,0.822049
0.966000,0.822618
0.967000,0.823186
0.968000,0.823753
0.969000,0.824320
0.970000,0.824886
0.971000,0.825451
0.972000,0.826015
0.973000,0.826578
0.974000,0.827140
0.975000,0.827702
0.976000,0.828263
0.977000,0.828823
0.978000,0.829382
0.979000,0.829940
0.980000,0.830497
0.981000,0.831054
0.982000,0.831610
0.983000,0.832165
0.984000,0.832719
0.985000,0.833272
0.986000,0.833825
0.987000,0.834376
0.988000,0.834927
0.989000,0.835477
0.990000,0.836026
0.991000,0.836574
0.992000,0.837122
0.993000,0.837668
0.994000,0.838214
0.995000,0.838759
0.996000,0.839303
0.997000,0.839846
0.998000,0.840389
0.999000,0.840930
1.000000,0.841471
1.001000,0.842011
1.002000,0.842550
1.003000,0.843088
1.004000,0.843625
1.005000,0.844162
1.006000,0.844698
1.007000,0.845232
1.008000,0.845766
1.009000,0.846300
1.010000,0.846832
1.011000,0.847363
1.012000,0.847894
1.013000,0.848424
1.014000,0.848953
1.015000,0.849481
1.016000,0.850008
1.017000,0.850534
1.018000,0.851060
1.019000,0.851584
1.020000,0.852108
1.021000,0.852631
1.022000,0.853153
1.023000,0.853674
1.024000,0.854195
1.025000,0.854714
1.026000,0.855233
1.027000,0.855751
1.028000,0.856268
1.029000,0.856784
1.030000,0.857299
1.031000,0.857813
1.032000,0.858327
1.033000,0.858840
1.034000,0.859351
1.035000,0.859862
1.036000,0.860372
1.037000,0.860882
1.038000,0.861390
1.039000,0.861898
1.040000,0.862404
1.041000,0.862910
1.042000,0.863415
1.043000,0.863919
1.044000,0.864422
1.045000,0.864925
1.046000,0.865426
1.047000,0.865927
1.048000,0.866426
1.049000,0.866925
1.050000,0.867423
1.051000,0.867920
1.052000,0.868417
1.053000,0.868912
1.054000,0.869407
1.055000,0.869900
1.056000,0.870393
1.057000,0.870885
1.058000,0.871376
1.059000,0.871866
1.060000,0.872355
1.061000,0.872844
1.062000,0.873331
1.063000,0.873818
1.064000,0.874304
1.065000,0.874789
1.066000,0.875273
1.067000,0.875756
1.068000,0.876239
1.069000,0.876720
1.070000,0.877201
1.071000,0.877680
1.072000,0.878159
1.073000,0.878637
1.074000,0.879114
1.075000,0.879590
1.076000,0.880065
1.077000,0.880540
1.078000,0.881013
1.079000,0.881486
1.080000,0.881958
1.081000,0.882429
1.082000,0.882899
1.083000,0.883368
1.084000,0.883836
1.085000,0.884303
1.086000,0.884770
1.087000,0.885235
1.088000,0.885700
1.089000,0.886164
1.090000,0.886627
1.091000,0.887089
1.092000,0.887550
1.093000,0.888010
1.094000,0.888470
1.095000,0.888928
1.096000,0.889386
1.097000,0.889843
1.098000,0.890298
1.099000,0.890753
1.100000,0.891207
1.101000,0.891661
1.102000,0.892113
1.103000,0.892564
1.104000,0.893015
1.105000,0.893464
1.106000,0.893913
1.107000,0.894361
1.108000,0.894808
1.109000,0.895254
1.110000,0.895699
1.111000,0.896143
1.112000,0.896586
1.113000,0.897029
1.114000,0.897470
1.115000,0.897911
1.116000,0.898351
1.117000,0.898789
1.118000,0.899227
1.119000,0.899664
1.120000,0.900100
1.121000,0.900536
1.122000,0.900970
1.123000,0.901403
1.124000,0.901836
1.125000,0.902268
1.126000,0.902698
1.127000,0.903128
1.128000,0.903557
1.129000,0.903985
1.130000,0.904412
1.131000,0.904838
1.132000,0.905264
1.133000,0.905688
1.134000,0.906112
1.135000,0.906534
1.136000,0.906956
1.137000,0.907377
1.138000,0.907796
1.139000,0.908215
1.140000,0.908633
1.141000,0.909051
1.142000,0.909467
1.143000,0.909882
1.144000,0.910297
1.145000,0.910710
1.146000,0.911123
1.147000,0.911534
1.148000,0.911945
1.149000,0.912355
1.150000,0.912764
1.151000,0.913172
1.152000,0.913579
1.153000,0.913985
1.154000,0.914391
1.155000,0.914795
1.156000,0.915198
1.157000,0.915601
1.158000,0.916003
1.159000,0.916403
1.160000,0.916803
1.161000,0.917202
1.162000,0.917600
1.163000,0.917997
1.164000,0.918393
1.165000,0.918788
1.166000,0.919183
1.167000,0.919576
1.168000,0.919968
1.169000,0.920360
1.170000,0.920751
1.171000,0.921140
1.172000,0.921529
1.173000,0.921917
1.174000,0.922304
1.175000,0.922690
1.176000,0.923075
1.177000,0.923459
1.178000,0.923842
1.179000,0.924225
1.180000,0.924606
1.181000,0.924986
1.182000,0.925366
1.183000,0.925745
1.184000,0.926122
1.185000,0.926499
1.186000,0.926875
1.187000,0.927250
1.188000,0.927624
1.189000,0.927997
1.190000,0.928369
1.191000,0.928740
1.192000,0.929110
1.193000,0.929480
1.194000,0.929848
1.195000,0.930216
1.196000,0.930582
1.197000,0.930948
1.198000,0.931313
1.199000,0.931676
1.200000,0.932039
1.201000,0.932401
1.202000,0.932762
1.203000,0.933122
1.204000,0.933481
1.205000,0.933839
1.206000,0.934196
1.207000,0.934553
1.208000,0.934908
1.209000,0.935263
1.210000,0.935616
1.211000,0.935969
1.212000,0.936320
1.213000,0.936671
1.214000,0.937021
1.215000,0.937369
1.216000,0.937717
1.217000,0.938064
1.218000,0.938410
1.219000,0.938755
1.220000,0.939099
1.221000,0.939443
1.222000,0.939785
1.223000,0.940126
1.224000,0.940466
1.225000,0.940806
1.226000,0.941144
1.227000,0.941482
1.228000,0.941818
1.229000,0.942154
1.230000,0.942489
1.231000,0.942823
1.232000,0.943155
1.233000,0.943487
1.234000,0.943818
1.235000,0.944148
1.236000,0.944477
1.237000,0.944805
1.238000,0.945133
1.239000,0.945459
1.240000,0.945784
1.241000,0.946108
1.242000,0.946432
1.243000,0.946754
1.244000,0.947076
1.245000,0.947396
1.246000,0.947716
1.247000,0.948034
1.248000,0.948352
1.249000,0.948669
1.250000,0.948985
1.251000,0.949299
1.252000,0.949613
1.253000,0.949926
1.254000,0.950238
1.255000,0.950549
1.256000,0.950859
1.257000,0.951169
1.258000,0.951477
1.259000,0.951784
1.260000,0.952090
1.261000,0.952396
1.262000,0.952700
1.263000,0.953004
1.264000,0.953306
1.265000,0.953608
1.266000,0.953908
1.267000,0.954208
1.268000,0.954506
1.269000,0.954804
1.270000,0.955101
1.271000,0.955397
1.272000,0.955692
1.273000,0.955985
1.274000,0.956278
1.275000,0.956570
1.276000,0.956861
1.277000,0.957151
1.278000,0.957441
1.279000,0.957729
1.280000,0.958016
1.281000,0.958302
1.282000,0.958587
1.283000,0.958872
1.284000,0.959155
1.285000,0.959437
1.286000,0.959719
1.287000,0.959999
1.288000,0.960279
1.289000,0.960557
1.290000,0.960835
1.291000,0.961112
1.292000,0.961387
1.293000,0.961662
1.294000,0.961936
1.295000,0.962209
1.296000,0.962480
1.297000,0.962751
1.298000,0.963021
1.299000,0.963290
1.300000,0.963558
1.301000,0.963825
1.302000,0.964091
1.303000,0.964356
1.304000,0.964620
1.305000,0.964884
1.306000,0.965146
1.307000,0.965407
1.308000,0.965667
1.309000,0.965927
1.310000,0.966185
1.311000,0.966442
1.312000,0.966699
1.313000,0.966954
1.314000,0.967209
1.315000,0.967462
1.316000,0.967715
1.317000,0.967966
1.318000,0.968217
1.319000,0.968466
1.320000,0.968715
1.321000,0.968963
1.322000,0.969210
1.323000,0.969455
1.324000,0.969700
1.325000,0.969944
1.326000,0.970187
1.327000,0.970429
1.328000,0.970669
1.329000,0.970909
1.330000,0.971148
1.331000,0.971386
1.332000,0.971623
1.333000,0.971859
1.334000,0.972095
1.335000,0.972329
1.336000,0.972562
1.337000,0.972794
1.338000,0.973025
1.339000,0.973255
1.340000,0.973485
1.341000,0.973713
1.342000,0.973940
1.343000,0.974166
1.344000,0.974392
1.345000,0.974616
1.346000,0.974840
1.347000,0.975062
1.348000,0.975283
1.349000,0.975504
1.350000,0.975723
1.351000,0.975942
1.352000,0.976159
1.353000,0.976376
1.354000,0.976592
1.355000,0.976806
1.356000,0.977020
1.357000,0.977232
1.358000,0.977444
1.359000,0.977655
1.360000,0.977865
1.361000,0.978073
1.362000,0.978281
1.363000,0.978488
1.364000,0.978694
1.365000,0.978899
1.366000,0.979102
1.367000,0.979305
1.368000,0.979507
1.369000,0.979708
1.370000,0.979908
1.371000,0.980107
1.372000,0.980305
1.373000,0.980502
1.374000,0.980698
1.375000,0.980893
1.376000,0.981087
1.377000,0.981280
1.378000,0.981472
1.379000,0.981663
1.380000,0.981854
1.381000,0.982043
1.382000,0.982231
1.383000,0.982418
1.384000,0.982604
1.385000,0.982789
1.386000,0.982974
1.387000,0.983157
1.388000,0.983339
1.389000,0.983521
1.390000,0.983701
1.391000,0.983880
1.392000,0.984058
1.393000,0.984236
1.394000,0.984412
1.395000,0.984588
1.396000,0.984762
1.397000,0.984935
