"time","x","der(x)"
0.139,0.870344,-0.870344
0.14,0.869479,-0.869479
0.141,0.868614,-0.868614
0.142,0.86775,-0.86775
0.143,0.866885,-0.866885
0.144,0.86602,-0.86602
0.145,0.865155,-0.865155
0.146,0.864291,-0.864291
0.147,0.863426,-0.863426
0.148,0.862561,-0.862561
0.149,0.861696,-0.861696
0.15,0.860832,-0.860832
0.151,0.859967,-0.859967
0.152,0.859102,-0.859102
0.153,0.858237,-0.858237
0.154,0.857373,-0.857373
0.155,0.856508,-0.856508
0.156,0.855643,-0.855643
0.157,0.854778,-0.854778
0.158,0.853914,-0.853914
0.159,0.853049,-0.853049
0.16,0.852184,-0.852184
0.161,0.851319,-0.851319
0.162,0.850455,-0.850455
0.163,0.84959,-0.84959
0.164,0.848725,-0.848725
0.165,0.84786,-0.84786
0.166,0.846996,-0.846996
0.167,0.846131,-0.846131
0.168,0.845266,-0.845266
0.169,0.844401,-0.844401
0.17,0.843537,-0.843537
0.171,0.842672,-0.842672
0.172,0.841807,-0.841807
0.173,0.840942,-0.840942
0.174,0.840078,-0.840078
0.175,0.839213,-0.839213
0.176,0.838348,-0.838348
0.177,0.837483,-0.837483
0.178,0.836619,-0.836619
0.179,0.835754,-0.835754
0.18,0.834889,-0.834889
0.181,0.834024,-0.834024
0.182,0.83316,-0.83316
0.183,0.832295,-0.832295
0.184,0.83143,-0.83143
0.185,0.830565,-0.830565
0.186,0.829701,-0.829701
0.187,0.828836,-0.828836
0.188,0.827971,-0.827971
0.189,0.827106,-0.827106
0.19,0.826242,-0.826242
0.191,0.825377,-0.825377
0.192,0.824512,-0.824512
0.193,0.823647,-0.823647
0.194,0.822783,-0.822783
0.195,0.821918,-0.821918
0.196,0.821053,-0.821053
0.197,0.820188,-0.820188
0.198,0.819324,-0.819324
0.199,0.818459,-0.818459
0.2,0.817907,-0.817907
0.201,0.816909,-0.816909
0.202,0.816127,-0.816127
0.203,0.815345,-0.815345
0.204,0.814562,-0.814562
0.205,0.81378,-0.81378
0.206,0.812998,-0.812998
0.207,0.812216,-0.812216
0.208,0.811434,-0.811434
0.209,0.810652,-0.810652
0.21,0.80987,-0.80987
0.211,0.809088,-0.809088
0.212,0.808306,-0.808306
0.213,0.807524,-0.807524
0.214,0.806742,-0.806742
0.215,0.80596,-0.80596
0.216,0.805178,-0.805178
0.217,0.804396,-0.804396
0.218,0.803614,-0.803614
0.219,0.802832,-0.802832
0.22,0.802049,-0.802049
0.221,0.801267,-0.801267
0.222,0.800485,-0.800485
0.223,0.799703,-0.799703
0.224,0.798921,-0.798921
0.225,0.798139,-0.798139
0.226,0.797357,-0.797357
0.227,0.796575,-0.796575
0.228,0.795793,-0.795793
0.229,0.795011,-0.795011
0.23,0.794229,-0.794229
0.231,0.793447,-0.793447
0.232,0.792665,-0.792665
0.233,0.791883,-0.791883
0.234,0.791101,-0.791101
0.235,0.790318,-0.790318
0.236,0.789536,-0.789536
0.237,0.788754,-0.788754
0.238,0.787972,-0.787972
0.239,0.78719,-0.78719
0.24,0.786408,-0.786408
0.241,0.785626,-0.785626
0.242,0.784844,-0.784844
0.243,0.784062,-0.784062
0.244,0.78328,-0.78328
0.245,0.782498,-0.782498
0.246,0.781716,-0.781716
0.247,0.780934,-0.780934
0.248,0.780152,-0.780152
0.249,0.77937,-0.77937
0.25,0.778588,-0.778588
0.251,0.777805,-0.777805
0.252,0.777023,-0.777023
0.253,0.776241,-0.776241
0.254,0.775459,-0.775459
0.255,0.774677,-0.774677
0.256,0.773895,-0.773895
0.257,0.773113,-0.773113
0.258,0.772331,-0.772331
0.259,0.771549,-0.771549
0.26,0.770767,-0.770767
0.261,0.769985,-0.769985
0.262,0.769203,-0.769203
0.263,0.768421,-0.768421
0.264,0.767639,-0.767639
0.265,0.766856,-0.766856
0.266,0.766074,-0.766074
0.267,0.765292,-0.765292
0.268,0.76451,-0.76451
0.269,0.763728,-0.763728
0.27,0.762946,-0.762946
0.271,0.762164,-0.762164
0.272,0.761382,-0.761382
0.273,0.7606,-0.7606
0.274,0.759818,-0.759818
0.275,0.759036,-0.759036
0.276,0.758254,-0.758254
0.277,0.757472,-0.757472
0.278,0.75669,-0.75669
0.279,0.755908,-0.755908
0.28,0.755126,-0.755126
0.281,0.754343,-0.754343
0.282,0.753561,-0.753561
0.283,0.752779,-0.752779
0.284,0.751997,-0.751997
0.285,0.751215,-0.751215
0.286,0.750433,-0.750433
0.287,0.749651,-0.749651
0.288,0.748869,-0.748869
0.289,0.748087,-0.748087
0.29,0.747305,-0.747305
0.291,0.746523,-0.746523
0.292,0.745741,-0.745741
0.293,0.744959,-0.744959
0.294,0.744177,-0.744177
0.295,0.743395,-0.743395
0.296,0.742612,-0.742612
0.297,0.74183,-0.74183
0.298,0.741048,-0.741048
0.299,0.740266,-0.740266
0.3,0.7397,-0.7397
0.301,0.738677,-0.738677
0.302,0.73797,-0.73797
0.303,0.737262,-0.737262
0.304,0.736555,-0.736555
0.305,0.735848,-0.735848
0.306,0.73514,-0.73514
0.307,0.734433,-0.734433
0.308,0.733726,-0.733726
0.309,0.733019,-0.733019
0.31,0.732311,-0.732311
0.311,0.731604,-0.731604
0.312,0.730897,-0.730897
0.313,0.730189,-0.730189
0.314,0.729482,-0.729482
0.315,0.728775,-0.728775
0.316,0.728068,-0.728068
0.317,0.72736,-0.72736
0.318,0.726653,-0.726653
0.319,0.725946,-0.725946
0.32,0.725238,-0.725238
0.321,0.724531,-0.724531
0.322,0.723824,-0.723824
0.323,0.723117,-0.723117
0.324,0.722409,-0.722409
0.325,0.721702,-0.721702
0.326,0.720995,-0.720995
0.327,0.720287,-0.720287
0.328,0.71958,-0.71958
0.329,0.718873,-0.718873
0.33,0.718166,-0.718166
0.331,0.717458,-0.717458
0.332,0.716751,-0.716751
0.333,0.716044,-0.716044
0.334,0.715336,-0.715336
0.335,0.714629,-0.714629
0.336,0.713922,-0.713922
0.337,0.713215,-0.713215
0.338,0.712507,-0.712507
0.339,0.7118,-0.7118
0.34,0.711093,-0.711093
0.341,0.710385,-0.710385
0.342,0.709678,-0.709678
0.343,0.708971,-0.708971
0.344,0.708263,-0.708263
0.345,0.707556,-0.707556
0.346,0.706849,-0.706849
0.347,0.706142,-0.706142
0.348,0.705434,-0.705434
0.349,0.704727,-0.704727
0.35,0.70402,-0.70402
0.351,0.703312,-0.703312
0.352,0.702605,-0.702605
0.353,0.701898,-0.701898
0.354,0.701191,-0.701191
0.355,0.700483,-0.700483
0.356,0.699776,-0.699776
0.357,0.699069,-0.699069
0.358,0.698361,-0.698361
0.359,0.697654,-0.697654
0.36,0.696947,-0.696947
0.361,0.69624,-0.69624
0.362,0.695532,-0.695532
0.363,0.694825,-0.694825
0.364,0.694118,-0.694118
0.365,0.69341,-0.69341
0.366,0.692703,-0.692703
0.367,0.691996,-0.691996
0.368,0.691289,-0.691289
0.369,0.690581,-0.690581
0.37,0.689874,-0.689874
0.371,0.689167,-0.689167
0.372,0.688459,-0.688459
0.373,0.687752,-0.687752
0.374,0.687045,-0.687045
0.375,0.686338,-0.686338
0.376,0.68563,-0.68563
0.377,0.684923,-0.684923
0.378,0.684216,-0.684216
0.379,0.683508,-0.683508
0.38,0.682801,-0.682801
0.381,0.682094,-0.682094
0.382,0.681387,-0.681387
0.383,0.680679,-0.680679
0.384,0.679972,-0.679972
0.385,0.679265,-0.679265
0.386,0.678557,-0.678557
0.387,0.67785,-0.67785
0.388,0.677143,-0.677143
0.389,0.676436,-0.676436
0.39,0.675728,-0.675728
0.391,0.675021,-0.675021
0.392,0.674314,-0.674314
0.393,0.673606,-0.673606
0.394,0.672899,-0.672899
0.395,0.672192,-0.672192
0.396,0.671485,-0.671485
0.397,0.670777,-0.670777
0.398,0.67007,-0.67007
0.399,0.669363,-0.669363
0.4,0.668972,-0.668972
0.401,0.668179,-0.668179
0.402,0.667539,-0.667539
0.403,0.6669,-0.6669
0.404,0.66626,-0.66626
0.405,0.66562,-0.66562
0.406,0.664981,-0.664981
0.407,0.664341,-0.664341
0.408,0.663701,-0.663701
0.409,0.663062,-0.663062
0.41,0.662422,-0.662422
0.411,0.661783,-0.661783
0.412,0.661143,-0.661143
0.413,0.660503,-0.660503
0.414,0.659864,-0.659864
0.415,0.659224,-0.659224
0.416,0.658584,-0.658584
0.417,0.657945,-0.657945
0.418,0.657305,-0.657305
0.419,0.656665,-0.656665
0.42,0.656026,-0.656026
0.421,0.655386,-0.655386
0.422,0.654746,-0.654746
0.423,0.654107,-0.654107
0.424,0.653467,-0.653467
0.425,0.652827,-0.652827
0.426,0.652188,-0.652188
0.427,0.651548,-0.651548
0.428,0.650908,-0.650908
0.429,0.650269,-0.650269
0.43,0.649629,-0.649629
0.431,0.648989,-0.648989
0.432,0.64835,-0.64835
0.433,0.64771,-0.64771
0.434,0.64707,-0.64707
0.435,0.646431,-0.646431
0.436,0.645791,-0.645791
0.437,0.645151,-0.645151
0.438,0.644512,-0.644512
0.439,0.643872,-0.643872
0.44,0.643232,-0.643232
0.441,0.642593,-0.642593
0.442,0.641953,-0.641953
0.443,0.641313,-0.641313
0.444,0.640674,-0.640674
0.445,0.640034,-0.640034
0.446,0.639395,-0.639395
0.447,0.638755,-0.638755
0.448,0.638115,-0.638115
0.449,0.637476,-0.637476
0.45,0.636836,-0.636836
0.451,0.636196,-0.636196
0.452,0.635557,-0.635557
0.453,0.634917,-0.634917
0.454,0.634277,-0.634277
0.455,0.633638,-0.633638
0.456,0.632998,-0.632998
0.457,0.632358,-0.632358
0.458,0.631719,-0.631719
0.459,0.631079,-0.631079
0.46,0.630439,-0.630439
0.461,0.6298,-0.6298
0.462,0.62916,-0.62916
0.463,0.62852,-0.62852
0.464,0.627881,-0.627881
0.465,0.627241,-0.627241
0.466,0.626601,-0.626601
0.467,0.625962,-0.625962
0.468,0.625322,-0.625322
0.469,0.624682,-0.624682
0.47,0.624043,-0.624043
0.471,0.623403,-0.623403
0.472,0.622763,-0.622763
0.473,0.622124,-0.622124
0.474,0.621484,-0.621484
0.475,0.620844,-0.620844
0.476,0.620205,-0.620205
0.477,0.619565,-0.619565
0.478,0.618926,-0.618926
0.479,0.618286,-0.618286
0.48,0.617646,-0.617646
0.481,0.617007,-0.617007
0.482,0.616367,-0.616367
0.483,0.615727,-0.615727
0.484,0.615088,-0.615088
0.485,0.614448,-0.614448
0.486,0.613808,-0.613808
0.487,0.613169,-0.613169
0.488,0.612529,-0.612529
0.489,0.611889,-0.611889
0.49,0.61125,-0.61125
0.491,0.61061,-0.61061
0.492,0.60997,-0.60997
0.493,0.609331,-0.609331
0.494,0.608691,-0.608691
0.495,0.608051,-0.608051
0.496,0.607412,-0.607412
0.497,0.606772,-0.606772
0.498,0.606132,-0.606132
0.499,0.605493,-0.605493
0.5,0.605006,-0.605006
0.501,0.604428,-0.604428
0.502,0.603849,-0.603849
0.503,0.603271,-0.603271
0.504,0.602692,-0.602692
0.505,0.602114,-0.602114
0.506,0.601535,-0.601535
0.507,0.600957,-0.600957
0.508,0.600378,-0.600378
0.509,0.5998,-0.5998
0.51,0.599221,-0.599221
0.511,0.598643,-0.598643
0.512,0.598064,-0.598064
0.513,0.597486,-0.597486
0.514,0.596907,-0.596907
0.515,0.596329,-0.596329
0.516,0.59575,-0.59575
0.517,0.595172,-0.595172
0.518,0.594593,-0.594593
0.519,0.594015,-0.594015
0.52,0.593436,-0.593436
0.521,0.592858,-0.592858
0.522,0.592279,-0.592279
0.523,0.591701,-0.591701
0.524,0.591122,-0.591122
0.525,0.590544,-0.590544
0.526,0.589965,-0.589965
0.527,0.589387,-0.589387
0.528,0.588808,-0.588808
0.529,0.58823,-0.58823
0.53,0.587651,-0.587651
0.531,0.587073,-0.587073
0.532,0.586494,-0.586494
0.533,0.585916,-0.585916
0.534,0.585337,-0.585337
0.535,0.584759,-0.584759
0.536,0.58418,-0.58418
0.537,0.583602,-0.583602
0.538,0.583023,-0.583023
0.539,0.582445,-0.582445
0.54,0.581866,-0.581866
0.541,0.581288,-0.581288
0.542,0.580709,-0.580709
0.543,0.580131,-0.580131
0.544,0.579552,-0.579552
0.545,0.578974,-0.578974
0.546,0.578395,-0.578395
0.547,0.577817,-0.577817
0.548,0.577238,-0.577238
0.549,0.57666,-0.57666
0.55,0.576081,-0.576081
0.551,0.575503,-0.575503
0.552,0.574924,-0.574924
0.553,0.574346,-0.574346
0.554,0.573767,-0.573767
0.555,0.573189,-0.573189
0.556,0.57261,-0.57261
0.557,0.572032,-0.572032
0.558,0.571453,-0.571453
0.559,0.570875,-0.570875
0.56,0.570296,-0.570296
0.561,0.569718,-0.569718
0.562,0.569139,-0.569139
0.563,0.568561,-0.568561
0.564,0.567982,-0.567982
0.565,0.567404,-0.567404
0.566,0.566825,-0.566825
0.567,0.566247,-0.566247
0.568,0.565668,-0.565668
0.569,0.56509,-0.56509
0.57,0.564511,-0.564511
0.571,0.563933,-0.563933
0.572,0.563354,-0.563354
0.573,0.562776,-0.562776
0.574,0.562198,-0.562198
0.575,0.561619,-0.561619
0.576,0.561041,-0.561041
0.577,0.560462,-0.560462
0.578,0.559884,-0.559884
0.579,0.559305,-0.559305
0.58,0.558727,-0.558727
0.581,0.558148,-0.558148
0.582,0.55757,-0.55757
0.583,0.556991,-0.556991
0.584,0.556413,-0.556413
0.585,0.555834,-0.555834
0.586,0.555256,-0.555256
0.587,0.554677,-0.554677
0.588,0.554099,-0.554099
0.589,0.55352,-0.55352
0.59,0.552942,-0.552942
0.591,0.552363,-0.552363
0.592,0.551785,-0.551785
0.593,0.551206,-0.551206
0.594,0.550628,-0.550628
0.595,0.550049,-0.550049
0.596,0.549471,-0.549471
0.597,0.548892,-0.548892
0.598,0.548314,-0.548314
0.599,0.547735,-0.547735
0.6,0.547157,-0.547157
0.601,0.546633,-0.546633
0.602,0.54611,-0.54611
0.603,0.545587,-0.545587
0.604,0.545064,-0.545064
0.605,0.544541,-0.544541
0.606,0.544018,-0.544018
0.607,0.543494,-0.543494
0.608,0.542971,-0.542971
0.609,0.542448,-0.542448
0.61,0.541925,-0.541925
0.611,0.541402,-0.541402
0.612,0.540878,-0.540878
0.613,0.540355,-0.540355
0.614,0.539832,-0.539832
0.615,0.539309,-0.539309
0.616,0.538786,-0.538786
0.617,0.538263,-0.538263
0.618,0.537739,-0.537739
0.619,0.537216,-0.537216
0.62,0.536693,-0.536693
0.621,0.53617,-0.53617
0.622,0.535647,-0.535647
0.623,0.535124,-0.535124
0.624,0.5346,-0.5346
0.625,0.534077,-0.534077
0.626,0.533554,-0.533554
0.627,0.533031,-0.533031
0.628,0.532508,-0.532508
0.629,0.531984,-0.531984
0.63,0.531461,-0.531461
0.631,0.530938,-0.530938
0.632,0.530415,-0.530415
0.633,0.529892,-0.529892
0.634,0.529369,-0.529369
0.635,0.528845,-0.528845
0.636,0.528322,-0.528322
0.637,0.527799,-0.527799
0.638,0.527276,-0.527276
0.639,0.526753,-0.526753
0.64,0.526229,-0.526229
0.641,0.525706,-0.525706
0.642,0.525183,-0.525183
0.643,0.52466,-0.52466
0.644,0.524137,-0.524137
0.645,0.523614,-0.523614
0.646,0.52309,-0.52309
0.647,0.522567,-0.522567
0.648,0.522044,-0.522044
0.649,0.521521,-0.521521
0.65,0.520998,-0.520998
0.651,0.520474,-0.520474
0.652,0.519951,-0.519951
0.653,0.519428,-0.519428
0.654,0.518905,-0.518905
0.655,0.518382,-0.518382
0.656,0.517859,-0.517859
0.657,0.517335,-0.517335
0.658,0.516812,-0.516812
0.659,0.516289,-0.516289
0.66,0.515766,-0.515766
0.661,0.515243,-0.515243
0.662,0.514719,-0.514719
0.663,0.514196,-0.514196
0.664,0.513673,-0.513673
0.665,0.51315,-0.51315
0.666,0.512627,-0.512627
0.667,0.512104,-0.512104
0.668,0.51158,-0.51158
0.669,0.511057,-0.511057
0.67,0.510534,-0.510534
0.671,0.510011,-0.510011
0.672,0.509488,-0.509488
0.673,0.508965,-0.508965
0.674,0.508441,-0.508441
0.675,0.507918,-0.507918
0.676,0.507395,-0.507395
0.677,0.506872,-0.506872
0.678,0.506349,-0.506349
0.679,0.505825,-0.505825
0.68,0.505302,-0.505302
0.681,0.504779,-0.504779
0.682,0.504256,-0.504256
0.683,0.503733,-0.503733
0.684,0.50321,-0.50321
0.685,0.502686,-0.502686
0.686,0.502163,-0.502163
0.687,0.50164,-0.50164
0.688,0.501117,-0.501117
0.689,0.500594,-0.500594
0.69,0.50007,-0.50007
0.691,0.499547,-0.499547
0.692,0.499024,-0.499024
0.693,0.498501,-0.498501
0.694,0.497978,-0.497978
0.695,0.497455,-0.497455
0.696,0.496931,-0.496931
0.697,0.496408,-0.496408
0.698,0.495885,-0.495885
0.699,0.495362,-0.495362
0.7,0.494839,-0.494839
0.701,0.494243,-0.494243
0.702,0.49377,-0.49377
0.703,0.493297,-0.493297
0.704,0.492823,-0.492823
0.705,0.49235,-0.49235
0.706,0.491877,-0.491877
0.707,0.491404,-0.491404
0.708,0.490931,-0.490931
0.709,0.490458,-0.490458
0.71,0.489985,-0.489985
0.711,0.489511,-0.489511
0.712,0.489038,-0.489038
0.713,0.488565,-0.488565
0.714,0.488092,-0.488092
0.715,0.487619,-0.487619
0.716,0.487146,-0.487146
0.717,0.486672,-0.486672
0.718,0.486199,-0.486199
0.719,0.485726,-0.485726
0.72,0.485253,-0.485253
0.721,0.48478,-0.48478
0.722,0.484307,-0.484307
0.723,0.483833,-0.483833
0.724,0.48336,-0.48336
0.725,0.482887,-0.482887
0.726,0.482414,-0.482414
0.727,0.481941,-0.481941
0.728,0.481468,-0.481468
0.729,0.480995,-0.480995
0.73,0.480521,-0.480521
0.731,0.480048,-0.480048
0.732,0.479575,-0.479575
0.733,0.479102,-0.479102
0.734,0.478629,-0.478629
0.735,0.478156,-0.478156
0.736,0.477683,-0.477683
0.737,0.477209,-0.477209
0.738,0.476736,-0.476736
0.739,0.476263,-0.476263
0.74,0.47579,-0.47579
0.741,0.475317,-0.475317
0.742,0.474844,-0.474844
0.743,0.47437,-0.47437
0.744,0.473897,-0.473897
0.745,0.473424,-0.473424
0.746,0.472951,-0.472951
0.747,0.472478,-0.472478
0.748,0.472005,-0.472005
0.749,0.471531,-0.471531
0.75,0.471058,-0.471058
0.751,0.470585,-0.470585
0.752,0.470112,-0.470112
0.753,0.469639,-0.469639
0.754,0.469166,-0.469166
0.755,0.468693,-0.468693
0.756,0.468219,-0.468219
0.757,0.467746,-0.467746
0.758,0.467273,-0.467273
0.759,0.4668,-0.4668
0.76,0.466327,-0.466327
0.761,0.465854,-0.465854
0.762,0.46538,-0.46538
0.763,0.464907,-0.464907
0.764,0.464434,-0.464434
0.765,0.463961,-0.463961
0.766,0.463488,-0.463488
0.767,0.463015,-0.463015
0.768,0.462542,-0.462542
0.769,0.462068,-0.462068
0.77,0.461595,-0.461595
0.771,0.461122,-0.461122
0.772,0.460649,-0.460649
0.773,0.460176,-0.460176
0.774,0.459703,-0.459703
0.775,0.459229,-0.459229
0.776,0.458756,-0.458756
0.777,0.458283,-0.458283
0.778,0.45781,-0.45781
0.779,0.457337,-0.457337
0.78,0.456864,-0.456864
0.781,0.456391,-0.456391
0.782,0.455917,-0.455917
0.783,0.455444,-0.455444
0.784,0.454971,-0.454971
0.785,0.454498,-0.454498
0.786,0.454025,-0.454025
0.787,0.453552,-0.453552
0.788,0.453078,-0.453078
0.789,0.452605,-0.452605
0.79,0.452132,-0.452132
0.791,0.451659,-0.451659
0.792,0.451186,-0.451186
0.793,0.450713,-0.450713
0.794,0.45024,-0.45024
0.795,0.449766,-0.449766
0.796,0.449293,-0.449293
0.797,0.44882,-0.44882
0.798,0.448347,-0.448347
0.799,0.447874,-0.447874
0.8,0.447523,-0.447523
0.801,0.446889,-0.446889
0.802,0.446461,-0.446461
0.803,0.446033,-0.446033
0.804,0.445605,-0.445605
0.805,0.445177,-0.445177
0.806,0.44475,-0.44475
0.807,0.444322,-0.444322
0.808,0.443894,-0.443894
0.809,0.443466,-0.443466
0.81,0.443038,-0.443038
0.811,0.44261,-0.44261
0.812,0.442182,-0.442182
0.813,0.441754,-0.441754
0.814,0.441326,-0.441326
0.815,0.440898,-0.440898
0.816,0.44047,-0.44047
0.817,0.440043,-0.440043
0.818,0.439615,-0.439615
0.819,0.439187,-0.439187
0.82,0.438759,-0.438759
0.821,0.438331,-0.438331
0.822,0.437903,-0.437903
0.823,0.437475,-0.437475
0.824,0.437047,-0.437047
0.825,0.436619,-0.436619
0.826,0.436191,-0.436191
0.827,0.435763,-0.435763
0.828,0.435336,-0.435336
0.829,0.434908,-0.434908
0.83,0.43448,-0.43448
0.831,0.434052,-0.434052
0.832,0.433624,-0.433624
0.833,0.433196,-0.433196
0.834,0.432768,-0.432768
0.835,0.43234,-0.43234
0.836,0.431912,-0.431912
0.837,0.431484,-0.431484
0.838,0.431056,-0.431056
0.839,0.430628,-0.430628
0.84,0.430201,-0.430201
0.841,0.429773,-0.429773
0.842,0.429345,-0.429345
0.843,0.428917,-0.428917
0.844,0.428489,-0.428489
0.845,0.428061,-0.428061
0.846,0.427633,-0.427633
0.847,0.427205,-0.427205
0.848,0.426777,-0.426777
0.849,0.426349,-0.426349
0.85,0.425921,-0.425921
0.851,0.425494,-0.425494
0.852,0.425066,-0.425066
0.853,0.424638,-0.424638
0.854,0.42421,-0.42421
0.855,0.423782,-0.423782
0.856,0.423354,-0.423354
0.857,0.422926,-0.422926
0.858,0.422498,-0.422498
0.859,0.42207,-0.42207
0.86,0.421642,-0.421642
0.861,0.421214,-0.421214
0.862,0.420786,-0.420786
0.863,0.420359,-0.420359
0.864,0.419931,-0.419931
0.865,0.419503,-0.419503
0.866,0.419075,-0.419075
0.867,0.418647,-0.418647
0.868,0.418219,-0.418219
0.869,0.417791,-0.417791
0.87,0.417363,-0.417363
0.871,0.416935,-0.416935
0.872,0.416507,-0.416507
0.873,0.416079,-0.416079
0.874,0.415652,-0.415652
0.875,0.415224,-0.415224
0.876,0.414796,-0.414796
0.877,0.414368,-0.414368
0.878,0.41394,-0.41394
0.879,0.413512,-0.413512
0.88,0.413084,-0.413084
0.881,0.412656,-0.412656
0.882,0.412228,-0.412228
0.883,0.4118,-0.4118
0.884,0.411372,-0.411372
0.885,0.410945,-0.410945
0.886,0.410517,-0.410517
0.887,0.410089,-0.410089
0.888,0.409661,-0.409661
0.889,0.409233,-0.409233
0.89,0.408805,-0.408805
0.891,0.408377,-0.408377
0.892,0.407949,-0.407949
0.893,0.407521,-0.407521
0.894,0.407093,-0.407093
0.895,0.406665,-0.406665
0.896,0.406237,-0.406237
0.897,0.40581,-0.40581
0.898,0.405382,-0.405382
0.899,0.404954,-0.404954
0.9,0.404732,-0.404732
0.901,0.404327,-0.404327
0.902,0.40394,-0.40394
0.903,0.403553,-0.403553
0.904,0.403166,-0.403166
0.905,0.402779,-0.402779
0.906,0.402392,-0.402392
0.907,0.402005,-0.402005
0.908,0.401618,-0.401618
0.909,0.401231,-0.401231
0.91,0.400844,-0.400844
0.911,0.400457,-0.400457
0.912,0.40007,-0.40007
0.913,0.399683,-0.399683
0.914,0.399296,-0.399296
0.915,0.398909,-0.398909
0.916,0.398522,-0.398522
0.917,0.398135,-0.398135
0.918,0.397748,-0.397748
0.919,0.397361,-0.397361
0.92,0.396974,-0.396974
0.921,0.396587,-0.396587
0.922,0.3962,-0.3962
0.923,0.395813,-0.395813
0.924,0.395426,-0.395426
0.925,0.395039,-0.395039
0.926,0.394652,-0.394652
0.927,0.394265,-0.394265
0.928,0.393878,-0.393878
0.929,0.393491,-0.393491
0.93,0.393104,-0.393104
0.931,0.392717,-0.392717
