"time","x_coor","y_coor"
1.7400000996216253E+001,7.9310443415212850E-001,-3.7457380842516853E-002
1.7600000996421844E+001,6.7927309366197108E-001,2.6179043075532517E-002
1.7800000996627436E+001,5.4908405683520345E-001,1.3436642890183664E-001
1.8000000996833027E+001,3.7848121417832076E-001,2.7496822255366299E-001
1.8200000997038618E+001,1.4637124863217485E-001,4.0374461669253076E-001
1.8400000997244209E+001,-1.1236505532751248E-001,4.6526744702465062E-001
1.8600000997449801E+001,-3.3384119717544852E-001,4.7532671536287163E-001
1.8800000997655392E+001,-5.0219285812297998E-001,4.7989885698356677E-001
1.9000000997860983E+001,-6.2570968366785074E-001,5.0115642170010322E-001
1.9200000998066574E+001,-7.1224196971796239E-001,5.4365221464913316E-001
1.9400000998272166E+001,-7.6623354075526096E-001,6.0468317088561829E-001
1.9600000998477757E+001,-7.9027483385870323E-001,6.7878373413179671E-001
1.9800000998683348E+001,-7.8650037605429868E-001,7.5952109442387628E-001
2.0000000000000000E+001,-7.5741580082549387E-001,8.4033673483035076E-001
