"time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6","ContinuousState[0]","ContinuousState[1]","ContinuousState[2]","ContinuousState[3]","ContinuousState[4]","ContinuousState[5]","ContinuousState[6]","ContinuousState[7]","EventIndicator[0]","EventIndicator[1]","EventIndicator[2]","Integrator_IC","SineWave1_Amp","SineWave1_Bias","SineWave1_Freq","SineWave1_Phase","IntegratorLimited_IC","IntegratorLimited_UpperSat","IntegratorLimited_LowerSat","SineWave2_Amp","SineWave2_Bias","SineWave2_Freq","SineWave2_Phase","IntegratorSecondOrder_ICX","IntegratorSecondOrder_ICDXDT","SineWave3_Amp","SineWave3_Bias","SineWave3_Freq","SineWave3_Phase","SineWave6_Amp","SineWave6_Bias","SineWave6_Freq","SineWave6_Phase","StateSpace_A","StateSpace_C","StateSpace_D","StateSpace_X0","TransferFcn_A","TransferFcn_C","SineWave8_Amp","SineWave8_Bias","SineWave8_Freq","SineWave8_Phase","ZeroPole_A[0]","ZeroPole_A[1]","ZeroPole_C[0]","ZeroPole_C[1]","SineWave12_Amp","SineWave12_Bias","SineWave12_Freq","SineWave12_Phase","indicators.z[0]","indicators.z[1]","indicators.z[2]","indicators.z[3]","solver.numSteps","solver.minStepSize","solver.maxStepSize","solver.minOrder","solver.maxOrder","solver.numStateEvents","solver.numTimeEvents","Out1_ref","Out2_ref","Out3[1]_ref","Out3[2]_ref","Out4_ref","Out5_ref","Out6_ref","ContinuousState[0]_ref","ContinuousState[1]_ref","ContinuousState[2]_ref","ContinuousState[3]_ref","ContinuousState[4]_ref","ContinuousState[5]_ref","ContinuousState[6]_ref","ContinuousState[7]_ref","EventIndicator[0]_ref","EventIndicator[1]_ref","EventIndicator[2]_ref","Integrator_IC_ref","SineWave1_Amp_ref","SineWave1_Bias_ref","SineWave1_Freq_ref","SineWave1_Phase_ref","IntegratorLimited_IC_ref","IntegratorLimited_UpperSat_ref","IntegratorLimited_LowerSat_ref","SineWave2_Amp_ref","SineWave2_Bias_ref","SineWave2_Freq_ref","SineWave2_Phase_ref","IntegratorSecondOrder_ICX_ref","IntegratorSecondOrder_ICDXDT_ref","SineWave3_Amp_ref","SineWave3_Bias_ref","SineWave3_Freq_ref","SineWave3_Phase_ref","SineWave6_Amp_ref","SineWave6_Bias_ref","SineWave6_Freq_ref","SineWave6_Phase_ref","StateSpace_A_ref","StateSpace_C_ref","StateSpace_D_ref","StateSpace_X0_ref","TransferFcn_A_ref","TransferFcn_C_ref","SineWave8_Amp_ref","SineWave8_Bias_ref","SineWave8_Freq_ref","SineWave8_Phase_ref","ZeroPole_A[0]_ref","ZeroPole_A[1]_ref","ZeroPole_C[0]_ref","ZeroPole_C[1]_ref","SineWave12_Amp_ref","SineWave12_Bias_ref","SineWave12_Freq_ref","SineWave12_Phase_ref","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.real_time","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
         1,0.45548651,0.91097302, 0.1539588,0.45548651, 1.4975917, 0.3331655, 0.2108445,0.45548651,0.91097302, 0.1539588,0.45548651,0.65612073, 0.3331655, 0.3331655,  0.122321,-0.089026983,0.91097302,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,-0.089026983,0.91097302,         0,    -99000,       101,      0.01,      0.01,         0,         0,         0,         0,  0.417241,  0.834482,   0.11527,  0.417241,   1.39719,  0.320194,  0.223146,  0.417241,  0.834482,   0.11527,  0.417241,  0.555723,  0.320194,  0.320194, 0.0970474, -0.165518,  0.834482,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       1.1,0.54194329,         1,0.20335661,0.54194329, 1.7063827,0.38401685,0.22609042,0.54194329,         1,0.20335661,0.54194329, 0.8151753,0.38401685,0.38401685,0.15792644,         0,         1, 1.7824147,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.7824147,         1,       111,      0.01,      0.01,         0,         0,         1,         0,  0.501388,         1,  0.156994,  0.501388,   1.58665,  0.372321,  0.243255,  0.501388,         1,  0.156994,  0.501388,  0.695443,  0.372321,  0.372321,  0.129067,         0,         1,   1.78241,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       1.2,0.63297674,         1,0.26161338,0.63297674, 1.9277054,0.43437497,0.23577321,0.63297674,         1,0.26161338,0.63297674,0.99566632,0.43437497,0.43437497,0.19860176,         0,         1, 1.8640782,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.8640782,         1,       121,      0.01,      0.01,         0,         0,         1,         0,  0.590509,         1,  0.207133,  0.590509,   1.78615,   0.42421,  0.257911,  0.590509,         1,  0.207133,  0.590509,  0.854108,   0.42421,   0.42421,  0.166299,         0,         1,   1.86408,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       1.3,0.72767728,         1,0.32914618,0.72767728, 2.1624435,0.48341698,0.23915669,0.72767728,         1,0.32914618,0.72767728, 1.1988853,0.48341698,0.48341698,0.24426029,         0,         1, 1.9271164,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.9271164,         1,       131,      0.01,      0.01,         0,         0,         1,         0,  0.683713,         1,  0.266184,  0.683713,   1.99628,  0.474993,  0.266273,  0.683713,         1,  0.266184,  0.683713,   1.03272,  0.474993,  0.474993,   0.20872,         0,         1,   1.92712,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       1.4,0.82509869,         1, 0.4062794,0.82509869, 2.4116701,0.53036372,0.23562875,0.82509869,         1, 0.4062794,0.82509869, 1.4262203,0.53036372,0.53036372,0.29473497,         0,         1, 1.9708995,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.9708995,         1,       141,      0.01,      0.01,         0,         0,         1,         0,  0.780069,         1,  0.334555,  0.780069,    2.2178,  0.523849,   0.26763,  0.780069,         1,  0.334555,  0.780069,   1.23235,  0.523849,  0.523849,  0.256219,         0,         1,    1.9709,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       1.5,0.92426758,         1,0.49324153,0.92426758, 2.6766713,0.57448461,0.22470163,0.92426758,         1,0.49324153,0.92426758, 1.6791763,0.57448461,0.57448461,0.34978297,         0,         1,   1.99499,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1,   1.99499,         1,       151,      0.01,      0.01,         0,         0,         1,         0,  0.878614,         1,  0.412562,  0.878614,   2.45163,  0.570009,  0.261405,  0.878614,         1,  0.412562,  0.878614,   1.45413,  0.570009,  0.570009,  0.308604,         0,         1,   1.99499,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       1.6, 1.0241931,         1, 0.5901628, 1.0241931, 2.9589709, 0.6151023,0.20601152, 1.0241931,         1, 0.5901628, 1.0241931, 1.9593973, 0.6151023, 0.6151023,0.40909078,         0,         1, 1.9991472,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.9991472,         1,       161,      0.01,      0.01,         0,         0,         1,         0,  0.978363,         1,  0.500423,  0.978363,   2.69887,  0.612758,  0.247153,  0.978363,         1,  0.500423,  0.978363,   1.69929,  0.612758,  0.612758,  0.365605,         0,         1,   1.99915,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       1.7, 1.1238768,         1,0.69707399, 1.1238768,  3.260356,0.65159708,0.17931739, 1.1238768,         1,0.69707399, 1.1238768, 2.2686911,0.65159708,0.65159708,0.47227969,         0,         1, 1.9833296,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.9833296,         1,       171,      0.01,      0.01,         0,         0,         1,         0,   1.07832,         1,  0.598259,   1.07832,   2.96084,   0.65144,  0.224559,   1.07832,         1,  0.598259,   1.07832,   1.96918,   0.65144,   0.65144,  0.426881,         0,         1,   1.98333,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       1.8, 1.2223226,         1,0.81390603, 1.2223226, 3.5829051,0.68341086, 0.1444991, 1.2223226,         1,0.81390603, 1.2223226, 2.6090575,0.68341086,0.68341086,0.53891177,         0,         1, 1.9476953,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.9476953,         1,       181,      0.01,      0.01,         0,         0,         1,         0,   1.17749,         1,  0.706091,   1.17749,   3.23911,  0.685462,  0.193437,   1.17749,         1,  0.706091,   1.17749,   2.26526,  0.685462,  0.685462,  0.492025,         0,         1,    1.9477,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       1.9,  1.318547,         1,0.94049072,  1.318547, 3.9290179,0.71005085,0.10155466,  1.318547,         1,0.94049072,  1.318547, 2.9827178,0.71005085,0.71005085,0.60849619,         0,         1, 1.8926002,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.8926002,         1,       191,      0.01,      0.01,         0,         0,         1,         0,   1.27487,         1,   0.82384,   1.27487,   3.53548,  0.714301,   0.15373,   1.27487,         1,   0.82384,   1.27487,   2.58918,  0.714301,  0.714301,  0.560571,         0,         1,    1.8926,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
