      "time", "Y_car_pos", "Y_car_vel","Y_pend_ang_pos","Y_pend_ang_vel"
      0.42,-0.035158015,-0.18805388,0.17000939,0.44521318
      0.43,-0.037071266,-0.19460091,0.17454078,0.46107671
      0.44,-0.039050675,-0.20129572,0.17923266,0.47733927
      0.45,-0.041097801,-0.20814148,0.18408926,0.49401348
      0.46,-0.043214158,-0.21514102,0.18911473,0.51111141
      0.47,-0.045401276, -0.222297, 0.1943133,0.52864517
      0.48,-0.047660796,-0.22961202, 0.1996896,0.54662759
      0.49,-0.049994216,-0.23708818,0.20524785,0.56507026
       0.5,-0.052403216,-0.24472757, 0.2109929,0.58398603
      0.51,-0.054889517,-0.25253201,0.21692978,0.60338795
      0.52,-0.057454767,-0.26050285,0.22306339,0.62328839
      0.53,-0.060100494,-0.26864105,0.22939834,0.64369869
      0.54,-0.062828438,-0.27694729,   0.23594,0.66463166
      0.55,-0.065640186,-0.28542179,0.24269334,0.68609884
      0.56,-0.06853752,-0.29406431,0.24966408,0.70811308
      0.57,-0.071522128,-0.30287403,0.25685779,0.73068646
      0.58,-0.074595669,-0.31184959, 0.2642801,0.75383071
      0.59,-0.077759784,-0.32098895,0.27193676,0.77755735
       0.6,-0.081016169,-0.33028928,0.27983391,0.80187815
      0.61,-0.084366442,-0.33974698,0.28797767,0.82680429
      0.62,-0.087811915,-0.34935837,0.29637319, 0.8523447
      0.63,-0.091354276,-0.35911778,0.30502737,0.87851076
      0.64,-0.094994896,-0.36901939,0.31394617,0.90531169
      0.65,-0.098735204,-0.37905586,0.32313617,0.93275696
      0.66,-0.10257653,-0.38921874,0.33260399,0.96085541
      0.67,-0.10652007,-0.39949874,0.34235605,0.98961486
      0.68,-0.11056699,-0.40988461,0.35239931,  1.019043
      0.69,-0.11471824,-0.4203646,0.36274026, 1.0491462
       0.7,-0.11897465,-0.43092603,0.37338523, 1.0799299
      0.71,-0.12333702,-0.44155266,0.38434163, 1.1113994
      0.72,-0.1278059,-0.45222878,0.39561596, 1.1435586
      0.73,-0.13238171,-0.46293512,0.40721546, 1.1764107
      0.74,-0.13706465,-0.47365255,0.41914672, 1.2099579
      0.75,-0.14185471,-0.48435782,0.43141711,  1.244201
      0.76,-0.14675167,-0.4950276,0.44403338, 1.2791402
      0.77,-0.15175503,-0.50563573,0.45700255, 1.3147743
      0.78,-0.15686407,-0.51615494,0.47033135, 1.3511009
      0.79,-0.16207772,-0.52655434,0.48402685, 1.3881166
       0.8,-0.1673946,-0.53680122,0.49809594, 1.4258167
      0.81, -0.172813,-0.54686095,0.51254542, 1.4641952
      0.82,-0.1783309,-0.55669666,0.52738205, 1.5032455
      0.83,-0.18394587,-0.56626908,0.54261251, 1.5429595
      0.84,-0.18965506,-0.57553656,0.55824338,  1.583328
      0.85,-0.19545522,-0.58445504,0.57428117,  1.624341
      0.86,-0.20134262,-0.59297814,0.59073226, 1.6659873
      0.87,-0.20731307,-0.6010571,0.60760293, 1.7082551
      0.88,-0.21336187,-0.60864087,0.62489933, 1.7511318
      0.89,-0.21948386,-0.61567643, 0.6426275, 1.7946041
       0.9,-0.2256733,-0.62210823,0.66079333, 1.8386583
      0.91,-0.23192382,-0.62787844,0.67940256, 1.8832804
      0.92,-0.23822848,-0.63292726,0.69846079, 1.9284562
      0.93,-0.24457975,-0.63719299,0.71797349, 1.9741715
      0.94,-0.2509695,-0.64061211,0.73794598, 2.0204127
      0.95,-0.25738894,-0.64311941,0.75838345, 2.0671662
      0.96,-0.26382862,-0.64464801,0.77929097, 2.1144195
      0.97,-0.27027841,-0.64512958,0.80067347, 2.1621609
      0.98,-0.27672749,-0.64449444,0.82253578, 2.2103799
      0.99,-0.28316434,-0.64267172,0.84488263, 2.2590675
         1,-0.28957673,-0.63958945,0.86771867, 2.3082164
      1.01,-0.29595169,-0.63517476,0.89104848, 2.3578212
      1.02,-0.30227553,-0.62935392, 0.9148766, 2.4078787
      1.03,-0.30853383,-0.62205257,0.93920756, 2.4583883
      1.04,-0.3147114,-0.61319576,0.96404588, 2.5093519
      1.05,-0.32079231,-0.60270809,0.98939613, 2.5607746
      1.06,-0.32675988,-0.5905138, 1.0152629, 2.6126645
      1.07,-0.33259665,-0.57653683,  1.041651, 2.6650332
      1.08,-0.33828442,-0.56070094, 1.0685652, 2.7178958
      1.09,-0.34380421,-0.54292971, 1.0960106, 2.7712714
       1.1,-0.3491363,-0.52314662, 1.1239925,  2.825183
      1.11,-0.35426019,-0.50127508, 1.1525162, 2.8796577
      1.12,-0.35915459,-0.47723843, 1.1815876, 2.9347272
      1.13,-0.36379748,-0.45095997, 1.2112128, 2.9904274
      1.14,-0.36816606,-0.42236297, 1.2413984, 3.0467989
      1.15,-0.37223676,-0.39137067, 1.2721512, 3.1038872
      1.16,-0.37598523,-0.35790627, 1.3034787, 3.1617424
      1.17,-0.37938639,-0.32189299, 1.3353888, 3.2204196
      1.18,-0.38241434,-0.28325412,   1.36789, 3.2799788
      1.19,-0.38504246,-0.24191301, 1.4009915, 3.3404849
       1.2,-0.38724334,-0.19779326, 1.4347031, 3.4020078
      1.21,-0.38898881,-0.15081884, 1.4690353, 3.4646221
      1.22,-0.39024995,-0.10091433, 1.5039994, 3.5284073
      1.23,-0.39099708,-0.048005232, 1.5396076, 3.5934473
      1.24,-0.3911998,0.0079815568, 1.5758729, 3.6598301
      1.25,-0.39082696,0.06711719,  1.612809, 3.7276478
      1.26,-0.38984674,0.12947008, 1.6504309, 3.7969952
      1.27,-0.38822663,0.19510489, 1.6887543,   3.86797
      1.28,-0.38593351,0.26408125, 1.7277961, 3.9406709
      1.29,-0.3829337,0.33645208, 1.7675738, 4.0151968
       1.3,-0.37919302,0.41226157, 1.8081064, 4.0916447
      1.31,-0.37467691,0.49154248, 1.8494134, 4.1701079
      1.32,-0.36935055,0.57431295, 1.8915155, 4.2506726
      1.33,-0.36317904,0.66057246, 1.9344341, 4.3334147
      1.34,-0.35612758,0.75029686, 1.9781913, 4.4183949
      1.35,-0.34816177,0.84343233, 2.0228096, 4.5056534
      1.36,-0.33924791,0.93988805, 2.0683119, 4.5952027
      1.37,-0.32935345, 1.0395274, 2.1147211,  4.687019
      1.38,-0.31844746, 1.1421578, 2.1620596, 4.7810319
      1.39,-0.30650127, 1.2475179, 2.2103486,  4.877112
       1.4,-0.29348923, 1.3552644, 2.2596079, 4.9750568
      1.41,-0.27938958, 1.4649561, 2.3098549,  5.074574
      1.42,-0.26418556, 1.5760366, 2.3611032, 5.1752627
      1.43,-0.24786661, 1.6878171, 2.4133622, 5.2765943
      1.44,-0.23042979,  1.799459, 2.4666349, 5.3778931
      1.45,-0.21188135, 1.9099595,  2.520917, 5.4783181
      1.46,-0.19223842, 2.0181414, 2.5761948, 5.5768492
      1.47,-0.17153081, 2.1226513, 2.6324436, 5.6722815
      1.48,-0.14980268, 2.2219693, 2.6896255, 5.7632308
      1.49,-0.12711415, 2.3144357, 2.7476882, 5.8481563
       1.5,-0.10354242, 2.3982954, 2.8065632, 5.9254026
      1.51,-0.079182645, 2.4717609, 2.8661652, 5.9932605
      1.52,-0.05414756, 2.5331055, 2.9263916, 6.0500611
      1.53,-0.028566186, 2.5807695, 2.9871244, 6.0942847
      1.54,-0.0025821446, 2.6134516, 3.0482311, 6.1246543
      1.55,0.02364974, 2.6302166, 3.1095682,  6.140248
      1.56,0.049967429, 2.6305702, 3.1709851, 6.1405769
      1.57,0.076206348, 2.6145018, 3.2323288, 6.1256309
      1.58,0.10220425, 2.5824857, 3.2934483, 6.0958785
      1.59,0.12780592, 2.5354397,    3.3542, 6.0522249
       1.6, 0.1528672,   2.47465, 3.4144507, 5.9959326
      1.61,0.17725828, 2.4016731, 3.4740815, 5.9285191
      1.62,0.20086577, 2.3182292, 3.5329895, 5.8516475
      1.63,0.22359393, 2.2261009, 3.5910887, 5.7670225
      1.64,0.24536473, 2.1270458, 3.6483097, 5.6763034
      1.65,0.26611733, 2.0227287, 3.7045996, 5.5810364
      1.66,0.28580689, 1.9146766,   3.75992, 5.4826136
      1.67,  0.304403, 1.8042512, 3.8142454, 5.3822489
      1.68,0.32188798,  1.692636, 3.8675619,  5.280969
      1.69,0.33825516,  1.580843, 3.9198646, 5.1796239
       1.7,0.35350709,  1.469716, 3.9711565,  5.078895
      1.71,0.36765404, 1.3599511, 4.0214464, 4.9793176
      1.72,0.38071254, 1.2521099,  4.070748, 4.8812976
      1.73,0.39270415, 1.1466383, 4.1190785, 4.7851318
      1.74,0.40365437, 1.0438837, 4.1664575, 4.6910263
      1.75,0.41359177,0.94411056, 4.2129064, 4.5991135
      1.76,0.42254718,0.84751418, 4.2584474, 4.5094658
      1.77,0.43055311,0.75423323, 4.3031033, 4.4221087
      1.78,0.43764321,0.66436052, 4.3468972, 4.3370314
      1.79,0.44385186,0.57795129, 4.3898514, 4.2541947
       1.8,0.44921386,0.49503035, 4.4319883, 4.1735381
      1.81,0.45376411,0.41559948, 4.4733292, 4.0949866
      1.82,0.45753743,0.33964146, 4.5138948, 4.0184546
      1.83,0.46056841,0.26712342, 4.5537047, 3.9438484
      1.84,0.46289122, 0.1980018, 4.5927778, 3.8710712
      1.85,0.46453958,0.13222409, 4.6311319, 3.8000243
      1.86,0.46554664,0.069731002, 4.6687838, 3.7306089
      1.87,0.46594492,0.010458127, 4.7057492, 3.6627276
      1.88, 0.4657663,-0.045662833, 4.7420431, 3.5962852
      1.89,0.46504192,-0.098702953, 4.7776794, 3.5311896
       1.9,0.46380226,-0.14873517, 4.8126711, 3.4673527
      1.91,  0.462077,-0.19583411, 4.8470304,   3.40469
      1.92, 0.4598951,-0.2400751, 4.8807685, 3.3431222
      1.93,0.45728476,-0.28153418, 4.9138962, 3.2825743
      1.94,0.45427343,-0.3202877, 4.9464232, 3.2229763
      1.95,0.45088777,-0.35641238, 4.9783587, 3.1642628
      1.96,0.44715368,-0.38998485, 5.0097112, 3.1063738
      1.97,0.44309632,-0.4210818, 5.0404887, 3.0492542
      1.98,0.43874005,-0.44978017, 5.0706987, 2.9928534
      1.99,0.43410846,-0.47615673,  5.100348, 2.9371257
         2, 0.4292244,-0.50028823, 5.1294433, 2.8820304
      2.01,0.42410993,-0.52225131, 5.1579907, 2.8275313
      2.02,0.41878635,-0.54212264, 5.1859959, 2.7735966
      2.03,0.41327419,-0.55997882, 5.2134644,  2.720199
      2.04,0.40759323,-0.57589638, 5.2404016, 2.6673153
      2.05,0.40176247,-0.58995173, 5.2668124, 2.6149263
      2.06,0.39580015,-0.60222115, 5.2927017, 2.5630167
      2.07,0.38972375,-0.61278067, 5.3180743, 2.5115747
      2.08,0.38354999,-0.62170609, 5.3429347,  2.460592
      2.09,0.37729482,-0.62907283, 5.3672876, 2.4100636
       2.1,0.37097348,-0.63495584, 5.3911375, 2.3599873
      2.11,0.36460041,-0.63942954, 5.4144889, 2.3103636
      2.12,0.35818934,-0.64256766, 5.4373463, 2.2611958
      2.13,0.35175326,-0.64444313, 5.4597144, 2.2124889
      2.14,0.34530445,-0.64512795, 5.4815977, 2.1642503
      2.15,0.33885444,-0.64469306,  5.503001, 2.1164889
      2.16,0.33241409,-0.6432082, 5.5239291, 2.0692153
      2.17,0.32599355,-0.64074176,  5.544387, 2.0224409
      2.18,0.31960231,-0.63736067, 5.5643796, 1.9761784
      2.19,0.31324918,-0.63313025, 5.5839123, 1.9304411
       2.2,0.30694233,-0.62811409, 5.6029902, 1.8852428
      2.21,0.30068932,-0.62237394,  5.621619, 1.8405977
      2.22,0.29449707,-0.6159696, 5.6398041, 1.7965197
      2.23,0.28837195,-0.60895882, 5.6575513, 1.7530231
      2.24,0.28231974,-0.60139721, 5.6748665, 1.7101215
      2.25,0.27634568,-0.59333819, 5.6917558, 1.6678282
      2.26,0.27045447,-0.5848329, 5.7082252, 1.6261559
      2.27,0.26465035,-0.57593019,  5.724281, 1.5851164
      2.28,0.25893705,-0.56667657, 5.7399296,  1.544721
      2.29,0.25331785,-0.55711619, 5.7551776, 1.5049798
       2.3,0.24779562,-0.54729082, 5.7700314, 1.4659019
      2.31, 0.2423728,-0.5372399, 5.7844979, 1.4274955
      2.32,0.23705146,-0.52700053, 5.7985836, 1.3897675
      2.33,0.23183331,-0.5166075, 5.8122955, 1.3527238
      2.34,0.22671972,-0.50609335, 5.8256404, 1.3163691
      2.35,0.22171175,-0.49548838, 5.8386252, 1.2807069
      2.36,0.21681017,-0.48482077, 5.8512568, 1.2457395
      2.37,0.21201547,-0.47411657, 5.8635423, 1.2114681
      2.38,0.20732789,-0.46339983, 5.8754885, 1.1778929
      2.39,0.20274745,-0.45269266, 5.8871025, 1.1450129
       2.4,0.19827394,-0.44201528, 5.8983911,  1.112826
      2.41,0.19390699,-0.43138616, 5.9093613, 1.0813291
      2.42,0.18964601,-0.42082203, 5.9200199, 1.0505183
      2.43,0.18549029,-0.41033804, 5.9303739, 1.0203885
      2.44,0.18143894,-0.39994778, 5.9404299,0.99093417
      2.45,0.17749098,-0.38966343, 5.9501948,0.96214859
      2.46,0.17364529,-0.37949579, 5.9596751,0.93402449
      2.47,0.16990065,-0.36945437, 5.9688775,0.90655388
      2.48,0.16625576,-0.35954753, 5.9778083,0.87972812
      2.49,0.16270923,-0.34978247, 5.9864742,0.85353804
       2.5,0.15925962,-0.34016539, 5.9948812,0.82797391
      2.51,0.15590542,-0.3307015, 6.0030357,0.80302557
      2.52,0.15264507,-0.32139513, 6.0109437,0.77868241
      2.53,0.14947698,-0.31224979, 6.0186113, 0.7549335
      2.54,0.14639953,-0.30326821, 6.0260443,0.73176756
      2.55,0.14341107,-0.29445245, 6.0332486,0.70917304
      2.56,0.14050993,-0.28580391, 6.0402297,0.68713817
      2.57,0.13769443,-0.27732341, 6.0469932,0.66565097
      2.58, 0.1349629,-0.26901125, 6.0535445,0.64469933
      2.59,0.13231365,-0.26086723, 6.0598889,0.62427099
       2.6,  0.129745,-0.2528907, 6.0660316,0.60435363
      2.61,0.12725528,-0.24508065, 6.0719776,0.58493486
      2.62,0.12484284,-0.23743567, 6.0777319,0.56600224
      2.63,0.12250602,-0.22995407, 6.0832992,0.54754335
      2.64,0.12024322,-0.22263384, 6.0886843,0.52954576
      2.65,0.11805282,-0.21547272, 6.0938917, 0.5119971
      2.66,0.11593324,-0.20846825, 6.0989257,0.49488503
      2.67,0.11388294,-0.20161772, 6.1037908, 0.4781973
      2.68,0.11190039,-0.1949183,  6.108491,0.46192172
      2.69,0.10998408,-0.18836696, 6.1130305,0.44604623
       2.7,0.10813256,-0.18196057, 6.1174132,0.43055885
      2.71, 0.1063444,-0.17569586,  6.121643,0.41544773
      2.72,0.10461819,-0.16956948, 6.1257234,0.40070116
      2.73,0.10295256,-0.16357799, 6.1296582,0.38630753
      2.74,0.10134619,-0.15771788, 6.1334507,0.37225541
      2.75,0.099797776,-0.1519856, 6.1371044,0.35853349
      2.76,0.098306063,-0.14637753, 6.1406224,0.34513061
      2.77,0.096869824,-0.14089003,  6.144008,0.33203577
      2.78,0.095487873,-0.13551944, 6.1472641,0.31923811
      2.79,0.094159058,-0.13026208, 6.1503937,0.30672694
       2.8,0.092882266,-0.12511424, 6.1533996,0.29449173
      2.81,0.09165642,-0.12007224, 6.1562845,0.28252207
      2.82,0.090480481,-0.11513238, 6.1590509,0.27080773
      2.83,0.089353445,-0.11029096, 6.1617014,0.25933864
      2.84,0.088274346,-0.10554432, 6.1642385,0.24810486
      2.85,0.087242254,-0.10088878, 6.1666643, 0.2370966
      2.86,0.086256278,-0.096320708, 6.1689811,0.22630421
      2.87,0.085315561,-0.091836464,  6.171191,0.21571822
      2.88,0.084419282,-0.087432448, 6.1732961,0.20532924
      2.89,0.083566656,-0.083105076, 6.1752983,0.19512805
       2.9,0.082756936,-0.078850791, 6.1771993,0.18510555
      2.91,0.081989408,-0.07466606, 6.1790009,0.17525277
      2.92,0.081263395,-0.070547377, 6.1807049,0.16556086
      2.93,0.080578252,-0.06649126, 6.1823127,0.15602107
      2.94,0.079933373,-0.062494255, 6.1838258,0.14662479
      2.95,0.079328182,-0.058552933, 6.1852456,0.13736348
      2.96,0.078762139,-0.054663891, 6.1865735,0.12822874
      2.97,0.078234741,-0.05082375, 6.1878106,0.11921223
      2.98,0.077745513,-0.047029156, 6.1889581,0.11030571
      2.99,0.077294017,-0.043276777,  6.190017,0.10150105
         3,0.076879847,-0.039563302, 6.1909884,0.092790149
      3.01,0.076502632,-0.035885443, 6.1918731,0.084165023
      3.02,0.076162031,-0.032239929,  6.192672,0.075617732
      3.03,0.075857736,-0.028623509, 6.1933857,0.067140401
      3.04,0.075589474,-0.025032947,  6.194015,0.058725212
      3.05,0.075357002,-0.02146502, 6.1945604,0.050364393
      3.06,0.075160109,-0.017916522, 6.1950224,0.042050217
      3.07,0.074998617,-0.014384254, 6.1954015,0.033774995
      3.08,0.07487238,-0.01086503,  6.195698,0.025531066
      3.09,0.074781284,-0.0073556699, 6.1959122,0.017310795
       3.1,0.074725245,-0.0038529994, 6.1960443,0.0091065684
      3.11,0.074704212,-0.00035384891, 6.1960944,0.00091078166
      3.12,0.074718166,0.0031449496, 6.1960625,-0.0072841609
      3.13,0.07476712,0.0066465636, 6.1959487,-0.015485855
      3.14,0.074851118,0.010154163, 6.1957528,-0.023701901
      3.15,0.074970234,0.013670919, 6.1954746,-0.031939911
      3.16,0.075124577,0.017200012, 6.1951139,-0.040207516
      3.17,0.075314286,0.020744626, 6.1946703,-0.048512369
      3.18,0.075539532,0.024307957, 6.1941435,-0.056862152
      3.19,0.075800518,0.02789321, 6.1935329,-0.065264584
       3.2,0.07609748,0.031503602,  6.192838,-0.073727427
      3.21,0.076430685,0.035142368, 6.1920581,-0.082258487
      3.22,0.076800433,0.038812754, 6.1911925,-0.090865627
      3.23,0.077207056,0.042518028, 6.1902405,-0.099556767
      3.24,0.077650921,0.046261473, 6.1892011,-0.10833989
      3.25,0.078132424,0.050046396, 6.1880734,-0.11722306
      3.26,0.078651998,0.053876123, 6.1868563,-0.12621441
      3.27,0.079210107,0.057754003, 6.1855487,-0.13532216
      3.28,0.07980725,0.061683409, 6.1841494,-0.1445546
      3.29,0.080443959,0.06566774, 6.1826572,-0.15392015
       3.3,0.081120799,0.069710419, 6.1810705,-0.16342729
      3.31,0.081838373,0.073814894, 6.1793881,-0.17308464
      3.32,0.082597315,0.07798464, 6.1776083,-0.18290089
      3.33,0.083398295,0.082223159, 6.1757295,-0.19288489
      3.34,0.084242019,0.086533977,   6.17375,-0.20304557
      3.35,0.085129228,0.090920646,  6.171668,-0.21339201
      3.36,0.086060697,0.095386745, 6.1694815,-0.22393341
      3.37,0.087037239,0.099935872, 6.1671887,-0.2346791
      3.38,0.088059703,0.10457165, 6.1647873,-0.24563854
      3.39,0.089128974,0.10929773, 6.1622751,-0.25682135
       3.4,0.090245971,0.11411775,   6.15965,-0.26823728
      3.41,0.091411654,0.11903541, 6.1569096,-0.27989623
      3.42,0.092627017,0.12405439, 6.1540513,-0.29180825
      3.43,0.093893092,0.12917838, 6.1510725,-0.30398354
      3.44,0.095210947,0.13441108, 6.1479707,-0.31643246
      3.45,0.096581688,0.13975618, 6.1447429,-0.3291655
      3.46,0.098006458,0.14521737, 6.1413864,-0.34219335
      3.47,0.099486435,0.15079832, 6.1378981,-0.35552681
      3.48,0.10102284,0.15650268, 6.1342748,-0.36917685
      3.49,0.10261691,0.16233406, 6.1305134,-0.38315459
       3.5,0.10426995,0.16829604, 6.1266106,-0.39747132
      3.51,0.10598328,0.17439214, 6.1225628,-0.41213843
      3.52,0.10775825, 0.1806258, 6.1183666,-0.4271675
      3.53,0.10959626,0.18700041, 6.1140182,-0.44257022
      3.54,0.11149874,0.19351925, 6.1095139,-0.4583584
      3.55,0.11346714,0.20018549, 6.1048497, -0.474544
      3.56,0.11550295,0.20700218, 6.1000217,-0.49113906
      3.57, 0.1176077,0.21397219, 6.0950256,-0.50815575
      3.58,0.11978292,0.22109827, 6.0898571,-0.52560629
      3.59,0.12203019,0.22838292, 6.0845119,-0.54350301
       3.6,0.12435111,0.23582847, 6.0789855,-0.56185828
      3.61, 0.1267473,0.24343697, 6.0732732,-0.58068452
      3.62, 0.1292204, 0.2512102, 6.0673702,-0.59999414
      3.63,0.13177206,0.25914961, 6.0612717,-0.6197996
      3.64,0.13440395,0.26725634, 6.0549725,-0.64011327
      3.65,0.13711774,0.27553109, 6.0484677,-0.66094752
      3.66,0.13991513,0.28397418, 6.0417518,-0.68231461
      3.67,0.14279778,0.29258541, 6.0348196,-0.7042267
      3.68,0.14576739, 0.3013641, 6.0276654,-0.72669578
      3.69,0.14882562,0.31030897, 6.0202838,-0.74973369
       3.7,0.15197412,0.31941813, 6.0126688,-0.77335203
      3.71,0.15521452,0.32868898, 6.0048147,-0.79756212
      3.72,0.15854842, 0.3381182, 5.9967156, -0.822375
      3.73,0.16197739,0.34770164, 5.9883652,-0.84780134
      3.74,0.16550295,0.35743431, 5.9797575,-0.87385142
      3.75,0.16912655,0.36731022, 5.9708861,-0.90053505
      3.76, 0.1728496, 0.3773224, 5.9617446,-0.92786155
      3.77,0.17667342,0.38746276, 5.9523267,-0.95583967
      3.78,0.18059925,0.39772206, 5.9426256,-0.98447754
      3.79,0.18462822,0.40808978, 5.9326349,-1.0137826
       3.8,0.18876136,0.41855405, 5.9223477,-1.0437617
      3.81,0.19299958,0.42910162, 5.9117574,-1.0744207
      3.82,0.19734362,0.43971768,  5.900857,-1.1057647
      3.83, 0.2017941,0.45038587, 5.8896398,-1.1377979
      3.84,0.20635144, 0.4610881, 5.8780988,-1.1705236
      3.85, 0.2110159,0.47180455,  5.866227,-1.2039442
      3.86, 0.2157875,0.48251354, 5.8540176,-1.2380607
      3.87,0.22066606,0.49319147, 5.8414635,-1.2728734
      3.88,0.22565113,0.50381272, 5.8285578,-1.3083814
      3.89,0.23074202, 0.5143496, 5.8152936,-1.3445824
       3.9,0.23593774,0.52477228, 5.8016639,-1.3814733
      3.91,0.24123697,0.53504873, 5.7876618,-1.4190496
      3.92, 0.2466381,0.54514466, 5.7732806,-1.4573058
      3.93,0.25213914,0.55502349, 5.7585135, -1.496235
      3.94,0.25773771, 0.5646463, 5.7433537,-1.5358295
      3.95,0.26343106,0.57397184, 5.7277947,-1.5760804
      3.96,  0.269216,0.58295648, 5.7118299,-1.6169775
      3.97,0.27508889,0.59155425,  5.695453,-1.6585102
      3.98,0.28104563,0.59971681, 5.6786576,-1.7006665
      3.99, 0.2870816,0.60739353, 5.6614377, -1.743434
         4,0.29319169,0.61453149,  5.643787,-1.7867995
      4.01,0.29937024,0.62107555, 5.6256997,-1.8307494
      4.02,0.30561102,0.62696844, 5.6071701,-1.8752697
      4.03,0.31190723,0.63215081, 5.5881925,-1.9203462
      4.04,0.31825146,0.63656134, 5.5687614,-1.9659649
      4.05,0.32463567,0.64013682, 5.5488714,-2.0121118
      4.06,0.33105119,0.64281232, 5.5285174,-2.0587735
      4.07,0.33748869,0.64452125, 5.5076943,-2.1059372
      4.08,0.34393816,0.64519554,  5.486397,-2.1535911
      4.09,0.35038891,0.64476573, 5.4646208,-2.2017244
       4.1,0.35682955,0.64316114,  5.442361,-2.2503279
      4.11,0.36324797,0.64030999, 5.4196127,-2.2993938
      4.12,0.36963135,0.63613955, 5.3963716,-2.3489165
      4.13,0.37596612,0.63057625, 5.3726329,-2.3988923
      4.14,0.38223798,0.62354583, 5.3483922,-2.4493202
      4.15,0.38843189,0.61497343,  5.323645,-2.5002015
      4.16,0.39453206,0.60478372, 5.2983866,-2.5515408
      4.17,0.40052192,  0.592901, 5.2726126,-2.6033456
      4.18,0.40638418,0.57924927, 5.2463181,-2.6556269
      4.19,0.41210076, 0.5637523, 5.2194984,-2.7083991
       4.2,0.41765282, 0.5463337, 5.1921484,-2.7616806
      4.21,0.42302077,0.52691698,  5.164263,-2.8154937
      4.22,0.42818424,0.50542554, 5.1358367,-2.8698647
      4.23,0.43312211,0.48178274, 5.1068637,-2.9248246
      4.24,0.43781247,0.45591189, 5.0773381,-2.9804083
      4.25,0.44223266,0.42773625, 5.0472533,-3.0366558
      4.26,0.44635926,0.39717907, 5.0166026,-3.0936116
      4.27,0.45016805,0.36416357, 4.9853786,-3.1513249
      4.28,0.45363408,0.32861296, 4.9535734,  -3.20985
      4.29, 0.4567316, 0.2904505, 4.9211786,-3.2692459
       4.3,0.45943413,0.24959953, 4.8881853,-3.3295767
      4.31,0.46171438,0.20598361, 4.8545837,-3.3909115
      4.32,0.46354433, 0.1595266, 4.8203635,-3.4533239
      4.33,0.46489519,0.11015298, 4.7855134,-3.5168926
      4.34,0.46573742,0.057788052, 4.7500215,-3.5817008
      4.35,0.46604074,0.0023584234, 4.7138749,-3.6478358
      4.36,0.46577414,-0.056207458,   4.67706,-3.7153888
      4.37,0.46490591,-0.11797856, 4.6395621,-3.7844544
      4.38,0.46340367,-0.18302037, 4.6013656,-3.8551297
      4.39,0.46123441,-0.25139354, 4.5624538,-3.9275134
       4.4,0.45836452,-0.32315233, 4.5228093,-4.0017045
