"time","revolute1_w","revolute2_w"
0.126,-3.02818,3.7404
0.129,-3.02818,3.7404
0.129,-3.08852,3.78928
0.132,-3.08852,3.78928
0.132,-3.14773,3.83427
0.135,-3.14773,3.83427
0.135,-3.20581,3.87526
0.138,-3.20581,3.87526
0.138,-3.2627,3.91212
0.141,-3.2627,3.91212
0.141,-3.31839,3.94476
0.144,-3.31839,3.94476
0.144,-3.37286,3.97308
0.147,-3.37286,3.97308
0.147,-3.42608,3.99701
0.15,-3.42608,3.99701
0.15,-3.47804,4.01647
0.153,-3.47804,4.01647
0.153,-3.52873,4.0314
0.156,-3.52873,4.0314
0.156,-3.57813,4.04176
0.159,-3.57813,4.04176
0.159,-3.62624,4.04749
0.162,-3.62624,4.04749
0.162,-3.67306,4.04858
0.165,-3.67306,4.04858
0.165,-3.71857,4.04499
0.168,-3.71857,4.04499
0.168,-3.76279,4.03673
0.171,-3.76279,4.03673
0.171,-3.80571,4.02378
0.174,-3.80571,4.02378
0.174,-3.84734,4.00615
0.177,-3.84734,4.00615
0.177,-3.88767,3.98384
0.18,-3.88767,3.98384
0.18,-3.92672,3.95688
0.183,-3.92672,3.95688
0.183,-3.9645,3.92528
0.186,-3.9645,3.92528
0.186,-4.00099,3.88907
0.189,-4.00099,3.88907
0.189,-4.03622,3.84828
0.192,-4.03622,3.84828
0.192,-4.07019,3.80293
0.195,-4.07019,3.80293
0.195,-4.10289,3.75307
0.198,-4.10289,3.75307
0.198,-4.13434,3.69872
0.201,-4.13434,3.69872
0.201,-4.16454,3.63993
0.204,-4.16454,3.63993
0.204,-4.19349,3.57672
0.207,-4.19349,3.57672
0.207,-4.22118,3.50914
0.21,-4.22118,3.50914
0.21,-4.24761,3.43721
0.213,-4.24761,3.43721
0.213,-4.27279,3.36098
0.216,-4.27279,3.36098
0.216,-4.29669,3.28047
0.219,-4.29669,3.28047
0.219,-4.31932,3.19572
0.222,-4.31932,3.19572
0.222,-4.34066,3.10676
0.225,-4.34066,3.10676
0.225,-4.36069,3.01361
0.228,-4.36069,3.01361
0.228,-4.37941,2.9163
0.231,-4.37941,2.9163
0.231,-4.39678,2.81484
0.234,-4.39678,2.81484
0.234,-4.41278,2.70927
0.237,-4.41278,2.70927
0.237,-4.4274,2.5996
0.24,-4.4274,2.5996
0.24,-4.44059,2.48583
0.243,-4.44059,2.48583
0.243,-4.45234,2.36799
0.246,-4.45234,2.36799
0.246,-4.4626,2.24609
0.249,-4.4626,2.24609
0.249,-4.47133,2.12012
0.252,-4.47133,2.12012
0.252,-4.47851,1.9901
0.255,-4.47851,1.9901
0.255,-4.48409,1.85602
0.258,-4.48409,1.85602
0.258,-4.48802,1.71789
0.261,-4.48802,1.71789
0.261,-4.49025,1.5757
0.264,-4.49025,1.5757
0.264,-4.49074,1.42945
0.267,-4.49074,1.42945
0.267,-4.48943,1.27912
0.27,-4.48943,1.27912
0.27,-4.48628,1.12471
0.273,-4.48628,1.12471
0.273,-4.48122,0.966209
0.276,-4.48122,0.966209
0.276,-4.4742,0.803594
0.279,-4.4742,0.803594
0.279,-4.46516,0.636851
0.282,-4.46516,0.636851
0.282,-4.45404,0.465962
0.285,-4.45404,0.465962
0.285,-4.44077,0.290905
0.288,-4.44077,0.290905
0.288,-4.4253,0.111656
0.291,-4.4253,0.111656
0.291,-4.40757,-0.0718091
0.294,-4.40757,-0.0718091
0.294,-4.3875,-0.259519
0.297,-4.3875,-0.259519
0.297,-4.36504,-0.451502
0.3,-4.36504,-0.451502
0.3,-4.34012,-0.647789
0.303,-4.34012,-0.647789
0.303,-4.31268,-0.848412
0.306,-4.31268,-0.848412
0.306,-4.28266,-1.05341
0.309,-4.28266,-1.05341
0.309,-4.25,-1.26281
0.312,-4.25,-1.26281
0.312,-4.21464,-1.47665
0.315,-4.21464,-1.47665
0.315,-4.17652,-1.69497
0.318,-4.17652,-1.69497
0.318,-4.1356,-1.9178
0.321,-4.1356,-1.9178
0.321,-4.09181,-2.14518
0.324,-4.09181,-2.14518
0.324,-4.04511,-2.37714
0.327,-4.04511,-2.37714
0.327,-3.99547,-2.61371
0.33,-3.99547,-2.61371
0.33,-3.94285,-2.85491
0.333,-3.94285,-2.85491
0.333,-3.88722,-3.10077
0.336,-3.88722,-3.10077
0.336,-3.82856,-3.35129
0.339,-3.82856,-3.35129
0.339,-3.76686,-3.60647
0.342,-3.76686,-3.60647
0.342,-3.70212,-3.86629
0.345,-3.70212,-3.86629
0.345,-3.63436,-4.1307
0.348,-3.63436,-4.1307
0.348,-3.56361,-4.39966
0.351,-3.56361,-4.39966
0.351,-3.48991,-4.67304
0.354,-3.48991,-4.67304
0.354,-3.41333,-4.95072
0.357,-3.41333,-4.95072
0.357,-3.33398,-5.23251
0.36,-3.33398,-5.23251
0.36,-3.25197,-5.51815
0.363,-3.25197,-5.51815
0.363,-3.16747,-5.80732
0.366,-3.16747,-5.80732
0.366,-3.08067,-6.09959
0.369,-3.08067,-6.09959
0.369,-2.99182,-6.39443
0.372,-2.99182,-6.39443
0.372,-2.90123,-6.6912
0.375,-2.90123,-6.6912
0.375,-2.80924,-6.98906
0.378,-2.80924,-6.98906
0.378,-2.71631,-7.28704
0.381,-2.71631,-7.28704
0.381,-2.62293,-7.58392
0.384,-2.62293,-7.58392
0.384,-2.52971,-7.87829
0.387,-2.52971,-7.87829
0.387,-2.43735,-8.16846
0.39,-2.43735,-8.16846
0.39,-2.34664,-8.45245
0.393,-2.34664,-8.45245
0.393,-2.25849,-8.72802
0.396,-2.25849,-8.72802
0.396,-2.17392,-8.99262
0.399,-2.17392,-8.99262
0.399,-2.09402,-9.24343
0.402,-2.09402,-9.24343
0.402,-2.01999,-9.47736
0.405,-2.01999,-9.47736
0.405,-1.95308,-9.69118
0.408,-1.95308,-9.69118
0.408,-1.89457,-9.88154
0.411,-1.89457,-9.88154
0.411,-1.84571,-10.0451
0.414,-1.84571,-10.0451
0.414,-1.8077,-10.1787
0.417,-1.8077,-10.1787
0.417,-1.7816,-10.2795
0.42,-1.7816,-10.2795
0.42,-1.76831,-10.3451
0.423,-1.76831,-10.3451
0.423,-1.76848,-10.3737
0.426,-1.76848,-10.3737
0.426,-1.78249,-10.3644
0.429,-1.78249,-10.3644
0.429,-1.81041,-10.3168
0.432,-1.81041,-10.3168
0.432,-1.85204,-10.2315
0.435,-1.85204,-10.2315
0.435,-1.90686,-10.1098
0.438,-1.90686,-10.1098
0.438,-1.97411,-9.95374
0.441,-1.97411,-9.95374
0.441,-2.05284,-9.76579
0.444,-2.05284,-9.76579
0.444,-2.14191,-9.54889
0.447,-2.14191,-9.54889
0.447,-2.24012,-9.30615
0.45,-2.24012,-9.30615
0.45,-2.34622,-9.0408
0.453,-2.34622,-9.0408
0.453,-2.45895,-8.75603
0.456,-2.45895,-8.75603
0.456,-2.57712,-8.45486
0.459,-2.57712,-8.45486
0.459,-2.69958,-8.14011
0.462,-2.69958,-8.14011
0.462,-2.8253,-7.81436
0.465,-2.8253,-7.81436
0.465,-2.95333,-7.4799
0.468,-2.95333,-7.4799
0.468,-3.08281,-7.13871
0.471,-3.08281,-7.13871
0.471,-3.21302,-6.79253
0.474,-3.21302,-6.79253
0.474,-3.3433,-6.44282
0.477,-3.3433,-6.44282
0.477,-3.4731,-6.09081
0.48,-3.4731,-6.09081
0.48,-3.60194,-5.73754
0.483,-3.60194,-5.73754
0.483,-3.72943,-5.38382
0.486,-3.72943,-5.38382
0.486,-3.85522,-5.03035
0.489,-3.85522,-5.03035
0.489,-3.97904,-4.67767
0.492,-3.97904,-4.67767
0.492,-4.10066,-4.32621
0.495,-4.10066,-4.32621
0.495,-4.21989,-3.97631
0.498,-4.21989,-3.97631
0.498,-4.33659,-3.62824
0.501,-4.33659,-3.62824
0.501,-4.45065,-3.28219
0.504,-4.45065,-3.28219
0.504,-4.56197,-2.93831
0.507,-4.56197,-2.93831
0.507,-4.6705,-2.5967
0.51,-4.6705,-2.5967
0.51,-4.77619,-2.25745
0.513,-4.77619,-2.25745
0.513,-4.87904,-1.9206
0.516,-4.87904,-1.9206
0.516,-4.97902,-1.58619
0.519,-4.97902,-1.58619
0.519,-5.07616,-1.25422
0.522,-5.07616,-1.25422
0.522,-5.17047,-0.924724
0.525,-5.17047,-0.924724
0.525,-5.26199,-0.597691
0.528,-5.26199,-0.597691
0.528,-5.35076,-0.273126
0.531,-5.35076,-0.273126
0.531,-5.43682,0.0489689
0.534,-5.43682,0.0489689
0.534,-5.52024,0.36859
0.537,-5.52024,0.36859
0.537,-5.60106,0.685727
0.54,-5.60106,0.685727
0.54,-5.67937,1.00036
0.543,-5.67937,1.00036
0.543,-5.75522,1.31247
0.546,-5.75522,1.31247
0.546,-5.82868,1.62202
0.549,-5.82868,1.62202
0.549,-5.89983,1.92894
0.552,-5.89983,1.92894
0.552,-5.96871,2.23319
0.555,-5.96871,2.23319
0.555,-6.03541,2.53465
0.558,-6.03541,2.53465
0.558,-6.09998,2.83323
0.561,-6.09998,2.83323
0.561,-6.16246,3.12878
0.564,-6.16246,3.12878
0.564,-6.2229,3.42114
0.567,-6.2229,3.42114
0.567,-6.28134,3.71009
0.57,-6.28134,3.71009
0.57,-6.33779,3.99541
0.573,-6.33779,3.99541
0.573,-6.39225,4.27679
0.576,-6.39225,4.27679
0.576,-6.44473,4.55389
0.579,-6.44473,4.55389
0.579,-6.49518,4.82632
0.582,-6.49518,4.82632
0.582,-6.54354,5.09361
0.585,-6.54354,5.09361
0.585,-6.58975,5.35524
0.588,-6.58975,5.35524
0.588,-6.63369,5.61059
0.591,-6.63369,5.61059
0.591,-6.67522,5.85897
0.594,-6.67522,5.85897
0.594,-6.71418,6.09961
0.597,-6.71418,6.09961
0.597,-6.75036,6.33164
0.6,-6.75036,6.33164
0.6,-6.78353,6.55411
0.603,-6.78353,6.55411
0.603,-6.81342,6.76598
0.606,-6.81342,6.76598
0.606,-6.83973,6.96613
0.609,-6.83973,6.96613
0.609,-6.86213,7.15337
0.612,-6.86213,7.15337
0.612,-6.88027,7.32645
0.615,-6.88027,7.32645
0.615,-6.89377,7.48412
0.618,-6.89377,7.48412
0.618,-6.90227,7.62508
0.621,-6.90227,7.62508
0.621,-6.90538,7.74809
0.624,-6.90538,7.74809
0.624,-6.90275,7.85199
0.627,-6.90275,7.85199
0.627,-6.89406,7.93572
0.63,-6.89406,7.93572
0.63,-6.87901,7.99836
0.633,-6.87901,7.99836
0.633,-6.85738,8.03922
0.636,-6.85738,8.03922
0.636,-6.82903,8.05782
0.639,-6.82903,8.05782
0.639,-6.79386,8.05395
0.642,-6.79386,8.05395
0.642,-6.7519,8.02769
0.645,-6.7519,8.02769
0.645,-6.70324,7.97941
0.648,-6.70324,7.97941
0.648,-6.64808,7.90976
0.651,-6.64808,7.90976
0.651,-6.58668,7.81966
0.654,-6.58668,7.81966
0.654,-6.5194,7.71024
0.657,-6.5194,7.71024
0.657,-6.44662,7.58287
0.66,-6.44662,7.58287
0.66,-6.36881,7.43903
0.663,-6.36881,7.43903
0.663,-6.28645,7.28031
0.666,-6.28645,7.28031
0.666,-6.20003,7.10839
0.669,-6.20003,7.10839
0.669,-6.11005,6.9249
0.672,-6.11005,6.9249
0.672,-6.01701,6.7315
0.675,-6.01701,6.7315
0.675,-5.92137,6.52977
0.678,-5.92137,6.52977
0.678,-5.82359,6.32118
0.681,-5.82359,6.32118
0.681,-5.72406,6.10714
0.684,-5.72406,6.10714
0.684,-5.62316,5.88892
0.687,-5.62316,5.88892
0.687,-5.52123,5.66767
0.69,-5.52123,5.66767
0.69,-5.41856,5.44443
0.693,-5.41856,5.44443
0.693,-5.31542,5.22011
0.696,-5.31542,5.22011
0.696,-5.21202,4.99551
0.699,-5.21202,4.99551
0.699,-5.10856,4.77133
0.702,-5.10856,4.77133
0.702,-5.0052,4.54816
0.705,-5.0052,4.54816
0.705,-4.90207,4.3265
0.708,-4.90207,4.3265
0.708,-4.79929,4.10677
0.711,-4.79929,4.10677
0.711,-4.69693,3.88932
0.714,-4.69693,3.88932
0.714,-4.59507,3.67444
0.717,-4.59507,3.67444
0.717,-4.49377,3.46235
0.72,-4.49377,3.46235
0.72,-4.39305,3.25324
0.723,-4.39305,3.25324
0.723,-4.29296,3.04723
0.726,-4.29296,3.04723
0.726,-4.19351,2.84443
0.729,-4.19351,2.84443
0.729,-4.09471,2.6449
0.732,-4.09471,2.6449
0.732,-3.99655,2.44869
0.735,-3.99655,2.44869
0.735,-3.89906,2.25582
0.738,-3.89906,2.25582
0.738,-3.8022,2.06627
0.741,-3.8022,2.06627
0.741,-3.70598,1.88003
0.744,-3.70598,1.88003
0.744,-3.61039,1.69707
0.747,-3.61039,1.69707
0.747,-3.5154,1.51734
0.75,-3.5154,1.51734
0.75,-3.421,1.34079
0.753,-3.421,1.34079
0.753,-3.32718,1.16735
0.756,-3.32718,1.16735
0.756,-3.23391,0.996958
0.759,-3.23391,0.996958
0.759,-3.14119,0.82953
0.762,-3.14119,0.82953
0.762,-3.04897,0.664988
0.765,-3.04897,0.664988
0.765,-2.95726,0.503247
0.768,-2.95726,0.503247
0.768,-2.86602,0.344219
0.771,-2.86602,0.344219
0.771,-2.77524,0.187813
0.774,-2.77524,0.187813
0.774,-2.6849,0.0339351
0.777,-2.6849,0.0339351
0.777,-2.59498,-0.117509
0.78,-2.59498,-0.117509
0.78,-2.50547,-0.266615
0.783,-2.50547,-0.266615
0.783,-2.41633,-0.413481
0.786,-2.41633,-0.413481
0.786,-2.32755,-0.558205
0.789,-2.32755,-0.558205
0.789,-2.23912,-0.700887
0.792,-2.23912,-0.700887
0.792,-2.15102,-0.841626
0.795,-2.15102,-0.841626
0.795,-2.06323,-0.980522
0.798,-2.06323,-0.980522
0.798,-1.97572,-1.11768
0.801,-1.97572,-1.11768
0.801,-1.88849,-1.25319
0.804,-1.88849,-1.25319
0.804,-1.80151,-1.38716
0.807,-1.80151,-1.38716
0.807,-1.71477,-1.51968
0.81,-1.71477,-1.51968
0.81,-1.62826,-1.65087
0.813,-1.62826,-1.65087
0.813,-1.54194,-1.78081
0.816,-1.54194,-1.78081
0.816,-1.45581,-1.9096
0.819,-1.45581,-1.9096
0.819,-1.36985,-2.03735
0.822,-1.36985,-2.03735
0.822,-1.28405,-2.16415
0.825,-1.28405,-2.16415
0.825,-1.19838,-2.29009
0.828,-1.19838,-2.29009
0.828,-1.11284,-2.41527
0.831,-1.11284,-2.41527
0.831,-1.0274,-2.53978
0.834,-1.0274,-2.53978
0.834,-0.942047,-2.66371
0.837,-0.942047,-2.66371
0.837,-0.856774,-2.78714
0.84,-0.856774,-2.78714
0.84,-0.771564,-2.91017
0.843,-0.771564,-2.91017
0.843,-0.686404,-3.03286
0.846,-0.686404,-3.03286
0.846,-0.601284,-3.1553
0.849,-0.601284,-3.1553
0.849,-0.516191,-3.27756
0.852,-0.516191,-3.27756
0.852,-0.431119,-3.3997
0.855,-0.431119,-3.3997
0.855,-0.346059,-3.52177
0.858,-0.346059,-3.52177
0.858,-0.261008,-3.64384
0.861,-0.261008,-3.64384
0.861,-0.175962,-3.76594
0.864,-0.175962,-3.76594
0.864,-0.0909216,-3.88811
0.867,-0.0909216,-3.88811
0.867,-0.00589095,-4.01037
0.87,-0.00589095,-4.01037
0.87,0.0791231,-4.13273
0.873,0.0791231,-4.13273
0.873,0.164109,-4.25519
0.876,0.164109,-4.25519
0.876,0.249052,-4.37772
0.879,0.249052,-4.37772
0.879,0.333932,-4.5003
0.882,0.333932,-4.5003
0.882,0.418721,-4.62287
0.885,0.418721,-4.62287
0.885,0.503388,-4.74536
0.888,0.503388,-4.74536
0.888,0.587895,-4.86768
0.891,0.587895,-4.86768
0.891,0.672197,-4.98971
0.894,0.672197,-4.98971
0.894,0.756242,-5.11133
0.897,0.756242,-5.11133
0.897,0.839969,-5.23236
0.9,0.839969,-5.23236
0.9,0.923312,-5.35262
0.903,0.923312,-5.35262
0.903,1.0062,-5.4719
0.906,1.0062,-5.4719
0.906,1.08854,-5.58996
0.909,1.08854,-5.58996
0.909,1.17025,-5.70654
0.912,1.17025,-5.70654
0.912,1.25123,-5.82137
0.915,1.25123,-5.82137
0.915,1.33139,-5.93414
0.918,1.33139,-5.93414
0.918,1.4106,-6.04452
0.921,1.4106,-6.04452
0.921,1.48877,-6.15219
0.924,1.48877,-6.15219
0.924,1.56577,-6.25679
0.927,1.56577,-6.25679
0.927,1.64151,-6.35799
0.93,1.64151,-6.35799
0.93,1.71585,-6.45542
0.933,1.71585,-6.45542
0.933,1.7887,-6.54876
0.936,1.7887,-6.54876
0.936,1.85995,-6.63767
0.939,1.85995,-6.63767
0.939,1.9295,-6.72185
0.942,1.9295,-6.72185
0.942,1.99728,-6.80101
0.945,1.99728,-6.80101
0.945,2.0632,-6.8749
0.948,2.0632,-6.8749
0.948,2.1272,-6.9433
0.951,2.1272,-6.9433
0.951,2.18925,-7.00605
0.954,2.18925,-7.00605
0.954,2.24931,-7.063
0.957,2.24931,-7.063
0.957,2.30736,-7.11407
0.96,2.30736,-7.11407
0.96,2.36342,-7.15922
0.963,2.36342,-7.15922
0.963,2.41749,-7.19845
0.966,2.41749,-7.19845
0.966,2.46961,-7.23182
0.969,2.46961,-7.23182
0.969,2.51983,-7.2594
0.972,2.51983,-7.2594
0.972,2.56821,-7.28132
0.975,2.56821,-7.28132
0.975,2.61482,-7.29774
0.978,2.61482,-7.29774
0.978,2.65976,-7.30884
0.981,2.65976,-7.30884
0.981,2.70309,-7.31482
0.984,2.70309,-7.31482
0.984,2.74493,-7.31591
0.987,2.74493,-7.31591
0.987,2.78538,-7.31234
0.99,2.78538,-7.31234
0.99,2.82453,-7.30436
0.993,2.82453,-7.30436
0.993,2.8625,-7.29221
0.996,2.8625,-7.29221
0.996,2.89938,-7.27613
0.999,2.89938,-7.27613
0.999,2.93529,-7.25638
1.002,2.93529,-7.25638
1.002,2.97032,-7.23317
1.005,2.97032,-7.23317
1.005,3.00458,-7.20674
1.008,3.00458,-7.20674
1.008,3.03815,-7.1773
1.011,3.03815,-7.1773
1.011,3.07113,-7.14504
1.014,3.07113,-7.14504
1.014,3.1036,-7.11017
1.017,3.1036,-7.11017
1.017,3.13565,-7.07284
1.02,3.13565,-7.07284
1.02,3.16735,-7.03323
1.023,3.16735,-7.03323
1.023,3.19877,-6.99146
1.026,3.19877,-6.99146
1.026,3.22997,-6.94768
1.029,3.22997,-6.94768
1.029,3.26102,-6.902
1.032,3.26102,-6.902
1.032,3.29198,-6.85452
1.035,3.29198,-6.85452
1.035,3.32289,-6.80533
1.038,3.32289,-6.80533
1.038,3.35381,-6.75451
1.041,3.35381,-6.75451
1.041,3.38477,-6.70211
1.044,3.38477,-6.70211
1.044,3.41581,-6.6482
1.047,3.41581,-6.6482
1.047,3.44697,-6.59281
1.05,3.44697,-6.59281
1.05,3.47828,-6.53599
1.053,3.47828,-6.53599
1.053,3.50976,-6.47774
1.056,3.50976,-6.47774
1.056,3.54145,-6.41809
1.059,3.54145,-6.41809
1.059,3.57335,-6.35705
1.062,3.57335,-6.35705
1.062,3.6055,-6.29462
1.065,3.6055,-6.29462
1.065,3.6379,-6.23078
1.068,3.6379,-6.23078
1.068,3.67057,-6.16552
1.071,3.67057,-6.16552
1.071,3.70351,-6.09883
1.074,3.70351,-6.09883
1.074,3.73674,-6.03069
1.077,3.73674,-6.03069
1.077,3.77025,-5.96105
1.08,3.77025,-5.96105
1.08,3.80406,-5.88989
1.083,3.80406,-5.88989
1.083,3.83815,-5.81718
1.086,3.83815,-5.81718
1.086,3.87253,-5.74287
1.089,3.87253,-5.74287
1.089,3.90719,-5.66691
1.092,3.90719,-5.66691
1.092,3.94213,-5.58925
1.095,3.94213,-5.58925
1.095,3.97733,-5.50985
1.098,3.97733,-5.50985
1.098,4.01277,-5.42866
1.101,4.01277,-5.42866
1.101,4.04846,-5.34561
1.104,4.04846,-5.34561
1.104,4.08436,-5.26064
1.107,4.08436,-5.26064
1.107,4.12045,-5.17371
1.11,4.12045,-5.17371
1.11,4.15672,-5.08474
1.113,4.15672,-5.08474
1.113,4.19314,-4.99368
1.116,4.19314,-4.99368
1.116,4.22968,-4.90045
1.119,4.22968,-4.90045
1.119,4.2663,-4.805
1.122,4.2663,-4.805
1.122,4.30297,-4.70726
1.125,4.30297,-4.70726
1.125,4.33966,-4.60716
1.128,4.33966,-4.60716
1.128,4.37631,-4.50464
1.131,4.37631,-4.50464
1.131,4.4129,-4.39963
1.134,4.4129,-4.39963
1.134,4.44936,-4.29206
1.137,4.44936,-4.29206
1.137,4.48564,-4.18186
1.14,4.48564,-4.18186
1.14,4.5217,-4.06898
1.143,4.5217,-4.06898
1.143,4.55746,-3.95333
1.146,4.55746,-3.95333
1.146,4.59287,-3.83487
1.149,4.59287,-3.83487
1.149,4.62786,-3.71353
1.152,4.62786,-3.71353
1.152,4.66235,-3.58924
1.155,4.66235,-3.58924
1.155,4.69628,-3.46194
1.158,4.69628,-3.46194
1.158,4.72955,-3.33158
1.161,4.72955,-3.33158
1.161,4.76209,-3.1981
1.164,4.76209,-3.1981
1.164,4.79381,-3.06145
1.167,4.79381,-3.06145
1.167,4.82461,-2.92156
1.17,4.82461,-2.92156
1.17,4.8544,-2.77839
1.173,4.8544,-2.77839
1.173,4.88307,-2.6319
1.176,4.88307,-2.6319
1.176,4.91052,-2.48203
1.179,4.91052,-2.48203
1.179,4.93665,-2.32875
1.182,4.93665,-2.32875
1.182,4.96132,-2.17202
1.185,4.96132,-2.17202
1.185,4.98444,-2.0118
1.188,4.98444,-2.0118
1.188,5.00587,-1.84805
1.191,5.00587,-1.84805
1.191,5.02549,-1.68075
1.194,5.02549,-1.68075
1.194,5.04318,-1.50987
1.197,5.04318,-1.50987
1.197,5.0588,-1.33538
1.2,5.0588,-1.33538
1.2,5.07222,-1.15727
1.203,5.07222,-1.15727
1.203,5.08331,-0.975507
1.206,5.08331,-0.975507
1.206,5.09192,-0.790085
1.209,5.09192,-0.790085
1.209,5.09791,-0.600987
1.212,5.09791,-0.600987
1.212,5.10115,-0.408202
1.215,5.10115,-0.408202
1.215,5.1015,-0.211719
1.218,5.1015,-0.211719
1.218,5.09881,-0.0115303
1.221,5.09881,-0.0115303
1.221,5.09293,0.192373
1.224,5.09293,0.192373
1.224,5.08374,0.399998
1.227,5.08374,0.399998
1.227,5.07108,0.611353
1.23,5.07108,0.611353
1.23,5.05483,0.826445
1.233,5.05483,0.826445
1.233,5.03484,1.04529
1.236,5.03484,1.04529
1.236,5.01098,1.26789
1.239,5.01098,1.26789
1.239,4.98312,1.49426
1.242,4.98312,1.49426
1.242,4.95113,1.72444
1.245,4.95113,1.72444
1.245,4.91489,1.95843
1.248,4.91489,1.95843
1.248,4.87428,2.19628
1.251,4.87428,2.19628
1.251,4.82919,2.43803
1.254,4.82919,2.43803
1.254,4.7795,2.68371
1.257,4.7795,2.68371
1.257,4.72511,2.9334
1.26,4.72511,2.9334
1.26,4.66592,3.18716
1.263,4.66592,3.18716
1.263,4.60183,3.44508
1.266,4.60183,3.44508
1.266,4.53276,3.70726
1.269,4.53276,3.70726
1.269,4.45862,3.97381
1.272,4.45862,3.97381
1.272,4.37932,4.24488
1.275,4.37932,4.24488
1.275,4.2948,4.52063
1.278,4.2948,4.52063
1.278,4.20497,4.80124
1.281,4.20497,4.80124
1.281,4.10977,5.08692
1.284,4.10977,5.08692
1.284,4.00913,5.37792
1.287,4.00913,5.37792
1.287,3.90298,5.67452
1.29,3.90298,5.67452
1.29,3.79125,5.97701
1.293,3.79125,5.97701
1.293,3.67387,6.28577
1.296,3.67387,6.28577
1.296,3.55078,6.60117
1.299,3.55078,6.60117
1.299,3.42188,6.92368
1.302,3.42188,6.92368
1.302,3.28711,7.25379
1.305,3.28711,7.25379
1.305,3.14637,7.59206
1.308,3.14637,7.59206
1.308,2.99955,7.93911
1.311,2.99955,7.93911
1.311,2.84656,8.29563
1.314,2.84656,8.29563
1.314,2.68725,8.66238
1.317,2.68725,8.66238
1.317,2.5215,9.04022
1.32,2.5215,9.04022
1.32,2.34913,9.43008
1.323,2.34913,9.43008
1.323,2.16997,9.83297
1.326,2.16997,9.83297
1.326,1.98382,10.25
1.329,1.98382,10.25
1.329,1.79046,10.6824
1.332,1.79046,10.6824
1.332,1.58966,11.1315
1.335,1.58966,11.1315
1.335,1.38118,11.5987
1.338,1.38118,11.5987
1.338,1.16474,12.0853
1.341,1.16474,12.0853
1.341,0.940126,12.593
1.344,0.940126,12.593
1.344,0.707106,13.123
1.347,0.707106,13.123
1.347,0.465532,13.6769
1.35,0.465532,13.6769
1.35,0.215364,14.2557
1.353,0.215364,14.2557
1.353,-0.043258,14.86
1.356,-0.043258,14.86
1.356,-0.309913,15.4898
1.359,-0.309913,15.4898
1.359,-0.583759,16.144
1.362,-0.583759,16.144
1.362,-0.863346,16.8197
1.365,-0.863346,16.8197
1.365,-1.14637,17.512
1.368,-1.14637,17.512
1.368,-1.42938,18.2123
1.371,-1.42938,18.2123
1.371,-1.70744,18.9083
1.374,-1.70744,18.9083
1.374,-1.9739,19.5824
1.377,-1.9739,19.5824
1.377,-2.22019,20.2116
1.38,-2.22019,20.2116
1.38,-2.43607,20.7682
1.383,-2.43607,20.7682
1.383,-2.61028,21.221
